"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"bioconceptvec_word2vec_cbow",0.669607861140854,0.654629374005698,0.662033906514372,0.746040172478085,0.649895952603119,0.694657126298864,0.658510907614078,0.713974770906212,0.685122157208801,0.680604396674012
"oubiobert.base.uncased_tok.wordpiecetokenizer_lc_sw.nonestopwords_cf.default_ner.none",0.687017756225649,0.728679254053533,0.707235492472099,0.707405341650729,0.583440586989966,0.639470565177606,0.670152285605892,0.694344175784063,0.682033775191811,0.676246610947172
"ncbi_bert_pubmed_uncased_l.12_h.768_a.12_tok.wordpiecetokenizer_lc_sw.nonestopwords_cf.blagec2019_ner.none",0.682488598589212,0.668232093591445,0.675285109242353,0.679237480593404,0.564652451090408,0.616667276614038,0.668031246872809,0.719225778238189,0.692683885858975,0.661545423905122
"USE",0.666059787167325,0.669063437835393,0.667558233817966,0.678560207902831,0.605766482595614,0.640100425244794,0.663310448976485,0.684126361981512,0.673557617889292,0.660405425650684
"UBSM_AncSPLWeightedJiangConrath",0.61544046086721,0.646672949586874,0.630670262795029,0.698864433885064,0.638232614344185,0.667173823024039,0.70897343999089,0.645613301289927,0.675811550741445,0.657885212186838
"biobert_v1.1_pubmed_tok.wordpiecetokenizer_notlc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.667996280864249,0.646954500333314,0.657307035807772,0.711792468747671,0.61641153603843,0.660677256536351,0.642557960351377,0.662786902452371,0.652515687345117,0.65683332656308
"scibert_scivocab_uncased_tok.wordpiecetokenizer_lc_sw.nltk2018stopwords_cf.biosses_ner.none",0.652558652424734,0.616236932942823,0.633877903065097,0.727291240118351,0.643344944687154,0.682747395453868,0.603925537470079,0.682324796864362,0.640735879596403,0.652453726038456
"ncbi_bert_pubmed_uncased_l.24_h.1024_a.16_tok.wordpiecetokenizer_lc_sw.nonestopwords_cf.biosses_ner.none",0.688309619069299,0.71179935136121,0.699857440722719,0.635506957603357,0.587558942707828,0.610593093958213,0.609030053373231,0.67420860574079,0.639964047564624,0.650138194081852
"pubmedbert.base.uncased.abstract.fulltext_tok.wordpiecetokenizer_lc_sw.nonestopwords_cf.default_ner.none",0.659550114119765,0.650683500963773,0.655086806468696,0.712102145322225,0.589830150243063,0.645224512510378,0.596450978257424,0.674103707568769,0.632904384693836,0.644405234557637
"biobert_v1.0_pmc_tok.wordpiecetokenizer_lc_sw.nonestopwords_cf.biosses_ner.none",0.664437329128831,0.663298246230627,0.663867299062164,0.673567692854038,0.58096411667051,0.62384812680843,0.600673065477661,0.646626485230217,0.622803259861427,0.636839561910674
"bioconceptvec_glove",0.546507085438899,0.585314541608172,0.565245506103028,0.71965861408476,0.6484509126205,0.682201645364323,0.623726584848381,0.694255134312463,0.657103778668301,0.634850310045217
"biobert_v1.0_pubmed_pmc_tok.wordpiecetokenizer_lc_sw.nonestopwords_cf.biosses_ner.none",0.615522368725601,0.608525913868529,0.612004146015317,0.647025033646748,0.561484985139967,0.601227686580639,0.638326333860409,0.662989380319295,0.650424145218857,0.621218659271604
"WBSM_AncSPLCosineNormWeightedJiangConrath",0.571037580699279,0.565880363847489,0.568447275349352,0.705291403594683,0.651023599830382,0.677071841479488,0.637231544138083,0.590374230610901,0.612908623158672,0.61947591332917
"UBSM_AncSPLCaiStrategy1",0.54435307863261,0.578534573702848,0.560923571713596,0.685856637024967,0.627965993438316,0.655635904633145,0.642361471238576,0.575556363164619,0.607126723625518,0.607895399990753
"biobert_large_v1.1_pubmed_tok.wordpiecetokenizer_notlc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.557133938981196,0.545964247394662,0.551492542460315,0.695463083036402,0.621782959558362,0.656562373392513,0.579093853285466,0.649542898361636,0.61229862997699,0.606784515276606
"biobert_v1.0_pubmed_tok.wordpiecetokenizer_lc_sw.nonestopwords_cf.biosses_ner.none",0.568511565581546,0.567211719484535,0.567860898689933,0.661864007806177,0.576470870275282,0.616223167637881,0.616248616878827,0.641768236170224,0.628749586204859,0.604277884177558
"UBSM_JiangConrath",0.529460558983779,0.573005698145455,0.55037315705422,0.683019889918112,0.62066134730172,0.650349231096534,0.61979409925864,0.584749756197291,0.601762147210204,0.600828178453653
"ncbi_bert_pubmed_mimic_uncased_l.12_h.768_a.12_tok.wordpiecetokenizer_lc_sw.biosses2017stopwords_cf.biosses_ner.none",0.536519636039694,0.535957995299035,0.536238668607872,0.733254767739645,0.624004942592649,0.674232935326934,0.547773919891158,0.552634063860906,0.550193259038869,0.586888287657892
"ncbi_bert_pubmed_mimic_uncased_l.24_h.1024_a.16_tok.wordpiecetokenizer_lc_sw.nonestopwords_cf.biosses_ner.none",0.560050356663798,0.577886661515511,0.568828723773912,0.675050802570711,0.628270332647312,0.65082101536547,0.487342403944594,0.504487022649487,0.495766533608752,0.571805424249378
"Levenshtein",0.529120353338945,0.536144951626496,0.532609491594596,0.60973387196787,0.634044419869938,0.621651562282344,0.497996965804245,0.536013902345326,0.5163065596681,0.55685587118168
"WBSM_AncSPLWeightedJiangConrath",0.483262097322591,0.548524546696674,0.513829335562922,0.647187684336733,0.61396623566443,0.63013939856007,0.535716498275078,0.515953856546798,0.525649490895059,0.55653940833935
"WBSM_JiangConrath",0.483262097322591,0.548524546696674,0.513829335562922,0.647187684336733,0.61396623566443,0.63013939856007,0.535716498275078,0.515953856546798,0.525649490895059,0.55653940833935
"pubmedbert.base.uncased.abstract_tok.wordpiecetokenizer_lc_sw.nltk2018stopwords_cf.default_ner.none",0.501210361117614,0.523933624930057,0.51232015195306,0.625760768206887,0.531356976459422,0.574707891766407,0.479442541769192,0.644571212906318,0.549877364723657,0.545635136147708
"WBSM_AncSPLCaiStrategy1",0.458130989979999,0.541982228950827,0.496541492304748,0.62858694252064,0.601292416822416,0.614636808041302,0.492193205958612,0.458539183811948,0.474770552400163,0.528649617582071
"clinicalbert_tok.wordpiecetokenizer_notlc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.44323738676572,0.467829936930912,0.455201747011785,0.66676715244132,0.580927977295488,0.620894774633793,0.46564136535633,0.477923390204466,0.471702442548883,0.51593298806482
"bio.clinicalbert_tok.wordpiecetokenizer_lc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.404452742005918,0.476336154847243,0.437461154728069,0.657293438049556,0.57301178690331,0.612265769205403,0.44086230402172,0.467277445490528,0.45368570497433,0.501137542969267
"bio.dischargesummarybert_tok.wordpiecetokenizer_lc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.385467174761795,0.425262701947345,0.404388235737908,0.643941558118909,0.556365002013878,0.596958407425537,0.425043498271556,0.47797461954429,0.449957759136682,0.483768134100042
"dischargesummarybert_tok.wordpiecetokenizer_notlc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.416799714623036,0.438172634663137,0.427219030500108,0.634968147526813,0.560966876998576,0.595678011609444,0.395872709210402,0.449356934521558,0.420922641298043,0.481273227802532
"Flair",0.627842262544029,0.624688932756288,0.626261628292434,-0.0140691237440761,-0.0351671753838869,-0.0200978282677031,0.651836560814079,0.719086727172952,0.68381217720171,0.429991992408814
"bioconceptvec_fasttext",0.0908861021587716,0.261602346329095,0.134903811318849,0.415686163556699,0.455710109810597,0.434778970328056,0.177749467966493,0.263511526593689,0.212296279220204,0.260659686955703
