"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"[TOK]  PubMed.and.PMC.w2v__tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none_Max",0.663026723402619,0.663388609735404,0.663207617202228,0.665314308472531,0.587474805834478,0.623976357593121,0.677473715910975,0.707761383833251,0.69228643538175,0.659823470059033
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Average",0.594139122169834,0.618321317786343,0.605989066301827,0.710862741309598,0.637833475328986,0.672370912259916,0.651619321792904,0.737661022097774,0.691975780188878,0.656778586250207
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Sum",0.594139122169834,0.618321317786343,0.605989066301827,0.710862741309598,0.637833475328986,0.672370912259916,0.651619321792904,0.737661022097774,0.691975780188878,0.656778586250207
"[TOK]  PubMed.and.PMC.w2v__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Average",0.601655285079829,0.636930175536731,0.618790416202265,0.663810839214225,0.624060633141114,0.643322290303306,0.653620448771688,0.745861375708201,0.696701076904723,0.652937927803431
"[TOK]  PubMed.and.PMC.w2v__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.601655285079829,0.636930175536731,0.618790416202265,0.663810839214225,0.624060633141114,0.643322290303306,0.653620448771688,0.745861375708201,0.696701076904723,0.652937927803431
"[CF]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Average",0.629059824665548,0.657304133747094,0.642871903278635,0.674192768346028,0.647827066337452,0.660747005158364,0.612969588479334,0.68971279951472,0.649080658161776,0.650899855532925
"[CF]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Sum",0.629059824665548,0.657304133747094,0.642871903278635,0.674192768346028,0.647827066337452,0.660747005158364,0.612969588479334,0.68971279951472,0.649080658161776,0.650899855532925
"[LC]  PubMed.and.PMC.w2v__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Average",0.630000188889204,0.646779797557412,0.638279733323385,0.632491428826261,0.57731520670126,0.603645093763915,0.666429664267744,0.759589619034894,0.709966633301488,0.650630486796263
"[LC]  PubMed.and.PMC.w2v__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Sum",0.630000188889204,0.646779797557412,0.638279733323385,0.632491428826261,0.57731520670126,0.603645093763915,0.666429664267744,0.759589619034894,0.709966633301488,0.650630486796263
"[CF]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Average",0.618977979696658,0.644707461181195,0.631580785705785,0.678288189180633,0.650532355438673,0.664120396332859,0.612969588479334,0.68971279951472,0.649080658161776,0.64826061340014
"[CF]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Sum",0.618977979696658,0.644707461181195,0.631580785705785,0.678288189180633,0.650532355438673,0.664120396332859,0.612969588479334,0.68971279951472,0.649080658161776,0.64826061340014
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Average",0.590094421030167,0.604839082873632,0.597375782432604,0.713424910300678,0.6405901578867,0.675048582053994,0.626837046256788,0.711242539448922,0.666377661482975,0.646267341989858
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Sum",0.590094421030167,0.604839082873632,0.597375782432604,0.713424910300678,0.6405901578867,0.675048582053994,0.626837046256788,0.711242539448922,0.666377661482975,0.646267341989858
"[TOK]  PubMed.and.PMC.w2v__tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none_Min",0.630935454641457,0.631767407297145,0.63135115689642,0.664377556396008,0.577739389804591,0.618036949268231,0.651545067583781,0.67386341757007,0.662516334942528,0.63730148036906
"[SW]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Average",0.576927478235912,0.631562583352984,0.603010020757531,0.671508858271705,0.649947131451479,0.660552087352343,0.607213851953317,0.683540883812093,0.643120620093623,0.635560909401166
"[CF]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Average",0.576927478235912,0.631562583352984,0.603010020757531,0.671508858271705,0.649947131451479,0.660552087352343,0.607213851953317,0.683540883812093,0.643120620093623,0.635560909401166
"[TOK]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Average",0.576927478235912,0.631562583352984,0.603010020757531,0.671508858271705,0.649947131451479,0.660552087352343,0.607213851953317,0.683540883812093,0.643120620093623,0.635560909401166
"[LC]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Average",0.576927478235912,0.631562583352984,0.603010020757531,0.671508858271705,0.649947131451479,0.660552087352343,0.607213851953317,0.683540883812093,0.643120620093623,0.635560909401166
"[SW]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.576927478235912,0.631562583352984,0.603010020757531,0.671508858271705,0.649947131451479,0.660552087352343,0.607213851953317,0.683540883812093,0.643120620093623,0.635560909401166
"[CF]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.576927478235912,0.631562583352984,0.603010020757531,0.671508858271705,0.649947131451479,0.660552087352343,0.607213851953317,0.683540883812093,0.643120620093623,0.635560909401166
"[TOK]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.576927478235912,0.631562583352984,0.603010020757531,0.671508858271705,0.649947131451479,0.660552087352343,0.607213851953317,0.683540883812093,0.643120620093623,0.635560909401166
"[LC]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.576927478235912,0.631562583352984,0.603010020757531,0.671508858271705,0.649947131451479,0.660552087352343,0.607213851953317,0.683540883812093,0.643120620093623,0.635560909401166
"[SW]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Max",0.542579703096543,0.548138995742959,0.545345181818718,0.668080126618196,0.597657501226205,0.630909740391477,0.669971700482626,0.701773649804754,0.685504033842856,0.62058631868435
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Max",0.542579703096543,0.548138995742959,0.545345181818718,0.668080126618196,0.597657501226205,0.630909740391477,0.669971700482626,0.701773649804754,0.685504033842856,0.62058631868435
"[TOK]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Max",0.542579703096543,0.548138995742959,0.545345181818718,0.668080126618196,0.597657501226205,0.630909740391477,0.669971700482626,0.701773649804754,0.685504033842856,0.62058631868435
"[LC]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Max",0.542579703096543,0.548138995742959,0.545345181818718,0.668080126618196,0.597657501226205,0.630909740391477,0.669971700482626,0.701773649804754,0.685504033842856,0.62058631868435
"[TOK]  bio_embedding_intrinsic__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Average",0.584014671718881,0.6348096452913,0.608353708446204,0.57512569654268,0.63647304164743,0.604246257230221,0.607213851953317,0.683540883812093,0.643120620093623,0.618573528590016
"[TOK]  bio_embedding_intrinsic__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.584014671718881,0.6348096452913,0.608353708446204,0.57512569654268,0.63647304164743,0.604246257230221,0.607213851953317,0.683540883812093,0.643120620093623,0.618573528590016
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Average",0.585392665404396,0.574868520455963,0.580082863320569,0.640275434336309,0.573933140638469,0.605291872378567,0.632558081215868,0.71194023426748,0.669905708831943,0.618426814843693
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Sum",0.585392665404396,0.574868520455963,0.580082863320569,0.640275434336309,0.573933140638469,0.605291872378567,0.632558081215868,0.71194023426748,0.669905708831943,0.618426814843693
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Max",0.526303957957275,0.519596176700766,0.522928557469764,0.674240298199219,0.610630000310169,0.64086056620058,0.661980725378968,0.706784367138033,0.683649269845386,0.615812797838577
"[LC]  bio_embedding_intrinsic__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Min",0.569754498158233,0.571320246835057,0.570536298259866,0.651805346362805,0.648976720041597,0.650387957695907,0.586014314616176,0.664533578991138,0.622808917311584,0.614577724422452
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Max",0.526662612687274,0.524373393986637,0.525515510309968,0.672418574549985,0.606031579611234,0.63750141461217,0.660636598737855,0.701144260772629,0.680287957385307,0.614434960769148
"[TOK]  PubMed.and.PMC.w2v__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Max",0.532587084739562,0.540584606743611,0.536556046055892,0.616953339395607,0.586544085400572,0.601364530965923,0.669971700482626,0.701773649804754,0.685504033842856,0.607808203621557
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Min",0.516850893806444,0.526307172988863,0.52153617257971,0.670839676192182,0.602255137685089,0.634700003716599,0.649090645891258,0.676935958213334,0.662720939359151,0.60631903855182
"[SW]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Min",0.512182397993148,0.545428090599653,0.528282709729654,0.662579252437756,0.586947412438105,0.622474395601877,0.653852199834469,0.676306569181208,0.664889858748018,0.605215654693183
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Min",0.512182397993148,0.545428090599653,0.528282709729654,0.662579252437756,0.586947412438105,0.622474395601877,0.653852199834469,0.676306569181208,0.664889858748018,0.605215654693183
"[TOK]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Min",0.512182397993148,0.545428090599653,0.528282709729654,0.662579252437756,0.586947412438105,0.622474395601877,0.653852199834469,0.676306569181208,0.664889858748018,0.605215654693183
"[LC]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Min",0.512182397993148,0.545428090599653,0.528282709729654,0.662579252437756,0.586947412438105,0.622474395601877,0.653852199834469,0.676306569181208,0.664889858748018,0.605215654693183
"[LC]  PubMed.and.PMC.w2v__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Max",0.588501399297047,0.588911009098292,0.588706132948127,0.572986701454924,0.510739900741391,0.540075643495577,0.67427961754493,0.699113383372456,0.686471977716563,0.605084584720089
"[LC]  bio_embedding_intrinsic__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Max",0.515503901667256,0.514565941601519,0.515034494590974,0.642215363949409,0.624660041189864,0.633316068920447,0.626303482405662,0.691231383516651,0.657167614826656,0.601839392779359
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Min",0.508862489717671,0.521951652058617,0.515323968530578,0.666043157669723,0.594867541766369,0.628446496790758,0.650016231734797,0.672175288848244,0.660910074706447,0.601560180009261
"[CF]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Average",0.579240103674204,0.611266940180094,0.594822731424115,0.513809483928201,0.583783178099847,0.546565850597464,0.61648014905107,0.689427378907128,0.650916369205829,0.597434983742469
"[CF]  bio_embedding_intrinsic__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Sum",0.579240103674204,0.611266940180094,0.594822731424115,0.513809483928201,0.583783178099847,0.546565850597464,0.61648014905107,0.689427378907128,0.650916369205829,0.597434983742469
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none_Min",0.482033765464292,0.514511723498653,0.497743507346909,0.727942990100506,0.636730584102431,0.679288547886894,0.582977831090232,0.648761041056224,0.614112801281842,0.597048285505215
"[SW]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none_Max",0.494126434562314,0.502529522765237,0.498292554257376,0.673945927273729,0.593994536486204,0.631449520114879,0.653809406260097,0.667003565018375,0.660340584626328,0.596694219666194
"[SW]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none_Max",0.491860667268304,0.505342839880625,0.498510614214722,0.675428933365067,0.595454191421634,0.632925217961603,0.64881891863938,0.66522029609402,0.656917249240933,0.596117693805753
