"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"[CF]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.ctakes",0.527299301667862,0.578603545320075,0.551761388843142,0.616779415270707,0.549473380382153,0.581184236423128,0.595755827474134,0.57895008783011,0.58723274335793,0.5733927895414
"[CF]  UBSM_AncSPLWeightedJiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.ctakes",0.501758943822556,0.547892002163236,0.523811679274135,0.603673961372154,0.545672144033035,0.573209520177962,0.623774600021254,0.618202500896656,0.620976050917445,0.572665750123181
"[TOK]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.519516160239893,0.575525161924009,0.546088291268065,0.615647216972334,0.549395837559837,0.580637800627407,0.596600815180189,0.580058837113448,0.588213549091755,0.571646546995742
"[LC]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.519516160239893,0.575525161924009,0.546088291268065,0.615647216972334,0.549395837559837,0.580637800627407,0.596600815180189,0.580058837113448,0.588213549091755,0.571646546995742
"[SW]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.519516160239893,0.575525161924009,0.546088291268065,0.61564710732975,0.549395837559837,0.580637751863772,0.596600815180189,0.580058837113448,0.588213549091755,0.571646530741197
"[CF]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.519516160239893,0.575525161924009,0.546088291268065,0.61564710732975,0.549395837559837,0.580637751863772,0.596600815180189,0.580058837113448,0.588213549091755,0.571646530741197
"[TOK]  UBSM_AncSPLCaiStrategy1_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.ctakes",0.52083262313479,0.577832443412645,0.54785393000752,0.593121796610301,0.536264627022927,0.563262019770278,0.602638312868755,0.592141642834835,0.597343868908774,0.569486606228857
"[CF]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.ctakes",0.515804240004421,0.566458690278061,0.539946044639101,0.616662728805602,0.549050317617171,0.580895732706064,0.57106467955707,0.568027260731885,0.569541920465609,0.563461232603591
"[SW]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.ctakes",0.539993167944121,0.591513478035866,0.564580399100691,0.617512252090757,0.532112039784914,0.571640154743223,0.576037470756945,0.525365877944146,0.549536065801591,0.561918873215168
"[CF]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.ctakes",0.519773105150305,0.558169344773194,0.53828738918866,0.614787826670579,0.542526184453961,0.576401029705394,0.574005106849891,0.566001262316457,0.569975087579049,0.561554502157701
"[SW]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.ctakes",0.538905386589142,0.584007282905733,0.560550573726739,0.619627952209193,0.533902332225937,0.573579754707296,0.573661972915273,0.523473896692082,0.547420017273697,0.560516781902577
"[SW]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.512157693905604,0.556982570743791,0.533630466291159,0.613663467491967,0.542422697849725,0.575848070131396,0.574977007827473,0.567744279616665,0.571337754344779,0.560272096922445
"[CF]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.512157693905604,0.556982570743791,0.533630466291159,0.613663467491967,0.542422697849725,0.575848070131396,0.574977007827473,0.567744279616665,0.571337754344779,0.560272096922445
"[TOK]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.512157693905604,0.556982570743791,0.533630466291159,0.613663467491967,0.542422697849725,0.575848070131396,0.574977007827473,0.567744279616665,0.571337754344779,0.560272096922445
"[LC]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.ctakes",0.512157693905604,0.556982570743791,0.533630466291159,0.613663467491967,0.542422697849725,0.575848070131396,0.574977007827473,0.567744279616665,0.571337754344779,0.560272096922445
"[TOK]  UBSM_JiangConrath_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.ctakes",0.513921714533546,0.558422362586569,0.535248683958026,0.590765424578726,0.529654531369568,0.558543396952899,0.581775741114569,0.580727258023535,0.581251026745845,0.558347702552257
"[CF]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.ctakes",0.509381450169005,0.551675220896562,0.529685419649431,0.614770351992998,0.542113239128255,0.57616021075367,0.548604861048052,0.546427995265064,0.547514264411146,0.551119964938082
"[SW]  UBSM_JiangConrath_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.ctakes",0.535078739605593,0.577743813315249,0.555593397405996,0.613068857423405,0.523824362762209,0.564943827383789,0.544975869318769,0.515405524939427,0.52977839016509,0.550105204984959
"[SW]  UBSM_JiangConrath_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.ctakes",0.533915926871013,0.574814302353097,0.553610793554964,0.615309286954338,0.524869813276246,0.566502702050143,0.542723964625767,0.514568681170412,0.528271440887133,0.549461645497413
"[LC]  UBSM_AncSPLCaiStrategy1_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.ctakes",0.477550045193276,0.526608384671453,0.500880837962766,0.577288509319567,0.514667683577294,0.544182526332086,0.582691740337032,0.573245678861591,0.577930114050835,0.540997826115229
"[CF]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.ctakes",0.450639774377619,0.510662238195157,0.478777143485932,0.583403983519491,0.521302546090537,0.550607738537461,0.591900224020543,0.582579792152599,0.587203025571327,0.538862635864906
"[LC]  UBSM_JiangConrath_tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.ctakes",0.468913360652248,0.519120262242274,0.492741180280031,0.574847099328951,0.506860080743534,0.538717043851985,0.560838639408311,0.555847208821351,0.558331768614229,0.529929997582082
"[CF]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.none_ner.ctakes",0.447865600744005,0.502024993366349,0.473401308817264,0.580780098189168,0.513502211265435,0.545072989122405,0.568102739788763,0.568541724871814,0.56832214755976,0.52893214849981
"UBSM_AncSPLWeightedJiangConrath_tok.stanfordcorenlpv4_2_0_lc_sw.nltk2018stopwords_cf.biosses_ner.metamapsnomedct",0.544825932569536,0.534205330216255,0.539463363586467,0.639388914740434,0.574155793394848,0.605019077038801,0.442896567290062,0.415627347491328,0.428828882472438,0.524437107699235
"[NER]  UBSM_JiangConrath_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamaplite",0.374556789535863,0.428479642717402,0.399707791357311,0.646011437016173,0.59835127969521,0.621268645942601,0.536445168508899,0.523210440532883,0.529745155958894,0.516907197752935
"[NER]  UBSM_AncSPLCaiStrategy1_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamaplite",0.361193135952465,0.422202391252235,0.389322125050064,0.641785227242464,0.598936489679124,0.619620960752173,0.527232217087178,0.513704952799878,0.520380689687027,0.509774591829754
"[NER]  UBSM_AncSPLRada_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.metamaplite",0.341277881691942,0.37404088768266,0.356909079643239,0.671791427131459,0.626462864377643,0.648335822122978,0.511001073114151,0.505461316648771,0.50821609894579,0.504487000237336
"UBSM_AncSPLCaiStrategy1_tok.stanfordcorenlpv4_2_0_lc_sw.nltk2018stopwords_cf.biosses_ner.metamapsnomedct",0.429112663621117,0.43754534123041,0.433287976985934,0.609042102747262,0.557491363138854,0.582127683429312,0.312155975532003,0.316177184986565,0.31415371278189,0.443189791065712
"UBSM_JiangConrath_tok.stanfordcorenlpv4_2_0_lc_sw.nltk2018stopwords_cf.biosses_ner.metamapsnomedct",0.313277241865418,0.326198094335716,0.319607132629448,0.580062341322313,0.546562980915147,0.562814621919034,0.231587623794697,0.229745451638258,0.230662859681632,0.371028204743371
