Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Average;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Average;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Average;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average
2.0;0.9511266163209179;0.9523871555231552;0.9539842092819606;0.9462429052213325;0.8968437450903971;0.9022838408000093;0.902725072978505;0.8944855297270521
0.6;0.9747264861549435;0.9662813486910988;0.9662813486910988;0.9653168031967213;0.9254593564197537;0.9239182967363004;0.9239182967363004;0.9234154742391367
3.2;0.9544270768490266;0.968949318338774;0.968949318338774;0.968949318338774;0.9043929497606835;0.9194219735110399;0.9194219735110399;0.9194219735110399
3.6;0.9594128220483277;0.9623551656142373;0.9623551656142373;0.9623551656142373;0.9016990521366011;0.9047418085795277;0.9047418085795277;0.9047418085795277
1.0;0.93664088246779;0.9458641458246277;0.9514512226745236;0.9492029059515126;0.8695939699557911;0.9078391978346291;0.9040452093335507;0.9057327686923913
1.8;0.9440714136112871;0.9406151869545267;0.9417729638603352;0.9319264496837868;0.8848788180906669;0.8895021867563376;0.8859412801465534;0.8936226021203917
2.8;0.9643989761767592;0.9162956373152913;0.927050386243896;0.9620861605135571;0.8928769505890986;0.87838094119519;0.8786268914243602;0.8775869887470353
2.8;0.9566187924061541;0.927231670960274;0.9309318529881632;0.9582869836165608;0.8461966432326826;0.8489369302829555;0.8447666974930454;0.8428706188337317
1.8;0.9690957111430873;0.9274512194023438;0.9219158560659582;0.9640131192792762;0.9178807030325641;0.9173327096031535;0.9159580046961759;0.9136798163682203
1.8;0.9361558858240975;0.9322642008366169;0.9393471665135213;0.9239398622069235;0.905207122627936;0.9047679149065406;0.9047679149065406;0.9013594914593446
2.6;0.9672646698564675;0.9654494867483857;0.9654494867483857;0.9572939899624063;0.9273957573032531;0.9193447329482205;0.9193447329482205;0.912410946483064
1.4;0.8698808921932781;0.8637922256441399;0.8698808921932781;0.8637922256441399;0.8199383495322445;0.8180294415831693;0.8199383495322445;0.8180294415831693
3.0;0.9285627001202382;0.9326997115376745;0.9326997115376745;0.935870861068064;0.8335755326220614;0.8471627880845767;0.8471627880845767;0.8511484490175265
0.6;0.9400034427289355;0.9478761115214037;0.9521537066119182;0.9478761115214037;0.8655260204581794;0.861684765551979;0.863208075820154;0.861684765551979
1.8;0.9508215855356372;0.9370334229398257;0.9370334229398257;0.922640467281463;0.8837142861757599;0.8603305447014891;0.8603305447014891;0.8458443113439339
3.0;0.9524314182158418;0.8992890208556059;0.8992890208556059;0.9307408348849958;0.894265214545873;0.9001087889712296;0.9001087889712296;0.892139732899862
3.0;0.9649641507382583;0.9704127594139524;0.9704127594139524;0.9704127594139524;0.9302999681930072;0.9389445217965179;0.9389445217965179;0.9389445217965179
3.8;0.9853009891560501;0.9789684210552693;0.9789684210552693;0.9869654801242348;0.9656688180330375;0.966725218582538;0.966725218582538;0.966725218582538
2.4;0.9637258427098818;0.9624336649527853;0.9624336649527853;0.9620100787379617;0.9071584847959147;0.8995014738476184;0.8995014738476184;0.8986180725608263
3.6;0.9673266800303704;0.9729645483202009;0.9729645483202009;0.9729645483202009;0.9466316067853854;0.9529360026116783;0.9529360026116783;0.9529360026116783
2.8;0.9527397364779748;0.9583750107276597;0.9545082727419394;0.9583750107276597;0.8845893834999552;0.893690140949732;0.8852342782877759;0.893690140949732
3.6;0.9820472345985226;0.9802965724086184;0.9802965724086184;0.9802965724086184;0.9339853094408674;0.9371736792357398;0.9371736792357398;0.9371736792357398
3.0;0.9752267479694314;0.9700130405495218;0.9700130405495218;0.9679545203745379;0.928093582179554;0.9213737451702215;0.9213737451702215;0.9213737451702215
0.0;0.8673121185511463;0.8680667463089028;0.870764115143571;0.8832192285144256;0.7832126149613207;0.8031770339108798;0.7931122743560766;0.8243418853948298
0.0;0.9481542786469463;0.9516676073985403;0.9516676073985403;0.9526644979664501;0.881865757065496;0.887328468798455;0.887328468798455;0.887324932699838
0.2;0.8829243863775427;0.9000523724000993;0.9000523724000993;0.9198918039297613;0.8051487045451668;0.8336044934609016;0.8336044934609016;0.8431578786058254
0.0;0.9312103780712812;0.9386093851989997;0.9386093851989997;0.9386093851989997;0.8621133632284633;0.8638435372287592;0.8638435372287592;0.8638435372287592
0.2;0.8864804848205176;0.9070326156853932;0.9070326156853932;0.903344527823603;0.8675041520771444;0.8655536548801898;0.8655536548801898;0.863015084087092
0.2;0.9373049872134437;0.9363972104465839;0.9367866338607854;0.9366661687659557;0.8896579923615113;0.8933032788323934;0.8958851105092734;0.8913872091324161
1.8;0.9309599038802457;0.9381074397946866;0.9381074397946866;0.9402201441204702;0.8033459048992619;0.8122743894538926;0.8122743894538926;0.8133453855803663
1.4;0.9634000317006299;0.9315265606896427;0.9315265606896427;0.9315265606896427;0.9068605066311289;0.900441165411976;0.900441165411976;0.900441165411976
1.8;0.9149622039904504;0.9273184141067904;0.9273184141067904;0.9235671252498882;0.8419523557629842;0.8379560103140772;0.8379560103140772;0.834525658362658
2.0;0.9534815684291262;0.9519334215646925;0.9519334215646925;0.9562226762291532;0.859235884947965;0.864530632968664;0.864530632968664;0.8688620082338115
0.0;0.9400712490135644;0.9343865644791558;0.9343865644791558;0.937080299143551;0.9098348656055862;0.9079580869805542;0.9079580869805542;0.9112068853749897
0.8;0.9721439991711194;0.9745305807208131;0.9745305807208131;0.9750792368027771;0.9263879285631098;0.9271424836042036;0.9271424836042036;0.928736344343849
2.2;0.946006829818146;0.9582290574065618;0.9582290574065618;0.9582290574065618;0.8847660213759806;0.8953270097551298;0.8953270097551298;0.8953270097551298
1.4;0.900988223142082;0.9285004800887354;0.9285004800887354;0.9352798803255088;0.7879225567710935;0.8329836630300258;0.8329836630300258;0.8329836630300258
1.8;0.9479717160111346;0.9546838249494086;0.9546838249494086;0.9546838249494086;0.9052695037298955;0.9154353112703888;0.9154353112703888;0.9154353112703888
3.0;0.9709498274381152;0.9743698740637067;0.9743698740637067;0.9743698740637067;0.9178676291010328;0.9256760012900445;0.9256760012900445;0.9256760012900445
1.2;0.9658285139753198;0.9636158002399255;0.965939074842854;0.9607206003719031;0.8788854916625006;0.8657772715304314;0.8722544194255588;0.8657772715304314
0.2;0.9287562730114223;0.9074353453596234;0.9107811982530228;0.9008335052231307;0.8469200980692201;0.8343449546299125;0.8297965746490172;0.8315180792394443
0.2;0.9304603559196494;0.9064674069812284;0.9112771417547493;0.9435643133688936;0.8536351205390061;0.8443089500660975;0.84618494274029;0.8404998472314423
0.6;0.9298810496246391;0.9302399910019878;0.9302399910019878;0.9374816992348349;0.8180246847249861;0.835381369683651;0.835381369683651;0.8327247693850227
0.2;0.91772969733619;0.9260205306960567;0.9260205306960567;0.9170341278082842;0.8402903707738636;0.8582090385461688;0.8582090385461688;0.8362981775123314
0.2;0.8832122318753907;0.8726413828331742;0.8726413828331742;0.8687007531676489;0.8431508602358483;0.8322744232628966;0.8322744232628966;0.8282470446563346
0.0;0.8974892188049601;0.9076220232930218;0.9076220232930218;0.9215675200507493;0.8591570856841636;0.849106834615445;0.849106834615445;0.849106834615445
0.2;0.916228413742258;0.8955475514046812;0.8955475514046812;0.8879350457527933;0.8349264115653701;0.8168315643445584;0.8168315643445584;0.807568931431135
0.2;0.9082828083920009;0.9021999163177481;0.9021999163177481;0.9095746581463626;0.8392606876185482;0.8509226337316033;0.8509226337316033;0.8333797274970536
2.0;0.9108852413477242;0.9056053556394131;0.9056053556394131;0.9056053556394131;0.8073653176911372;0.8066903198958877;0.8066903198958877;0.8066903198958877
2.8;0.9576428150733731;0.9639672342946767;0.9639672342946767;0.9632012085656259;0.9058508139309821;0.906691592904418;0.906691592904418;0.9057793116274958
2.0;0.9107700971006478;0.9095120136002599;0.9204492827542192;0.8995587926824347;0.7861850514809563;0.77902553693216;0.8035236129004375;0.7784144226118919
4.0;0.9745408147506701;0.9804404861036408;0.9804404861036408;0.9705834260245211;0.9393812915373463;0.9430879714003565;0.9430879714003565;0.9327938542220622
3.0;0.9360570910169149;0.9529065128034272;0.9529065128034272;0.9516742734862711;0.84167261271643;0.8611039668568994;0.8611039668568994;0.8611039668568994
3.2;0.9699557805381828;0.9733186972112768;0.9733186972112768;0.974459380082143;0.9148992624584581;0.9227160275135737;0.9227160275135737;0.9264709395596489
1.6;0.9369169401459899;0.9379900478159373;0.9379900478159373;0.9324708097652351;0.8729845749603388;0.8651223319489135;0.8651223319489135;0.8551505904311559
2.4;0.96727420889701;0.9368672953009272;0.9368672953009272;0.9419959703431384;0.9031190496213267;0.9178768491594677;0.9178768491594677;0.9127068882392619
3.2;0.9528693586036758;0.9569044454082337;0.9569044454082337;0.9569044454082337;0.8790585339650422;0.8847298203505644;0.8847298203505644;0.8847298203505644
1.8;0.8670980912187854;0.889498030914764;0.889498030914764;0.86488638073221;0.7255882319880734;0.7152637858601731;0.7152637858601731;0.7152637858601731
