Human;USE_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;USE_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none
3.65;0.6064362678420376;0.60643627246289
0.0;0.5904807862620519;0.5904807848936624
3.0;0.4289180148983254;0.42891799930909374
4.75;0.8759002137199793;0.8759002160284552
3.6;0.9686285055941966;0.9686285078460596
3.5;0.8633883271427445;0.8633883389042856
2.75;0.6836354040593402;0.683635404652948
5.0;0.8223593365454498;0.8223593305348048
4.0;0.7846776344877974;0.784677626581532
3.0;0.8386626082777296;0.8386626155684782
3.5;0.6374999808301737;0.6374999672238966
3.35;0.5273536893086034;0.5273536799964489
3.2;0.8222023767009307;0.8222023736777943
3.6;0.7136504245091687;0.7136504195298109
3.75;0.8838676925658834;0.8838676918768028
4.0;0.9246823473509077;0.9246823372386234
3.75;0.8602594425933279;0.8602594488292322
3.5;0.7884465521823296;0.7884465663890059
3.5;0.8627254808153227;0.8627254800431051
4.25;0.937763226469566;0.9377632393183022
0.0;0.16385505252417013;0.1638550374914077
3.5;0.8683898719991229;0.868389873812526
2.75;0.5667070552550095;0.5667070721683916
5.0;0.9613113522444787;0.9613113470515461
3.75;0.876608084314154;0.8766080649813799
3.45;0.8145810805122883;0.8145810720265362
3.0;0.937473397245383;0.9374734064562759
2.25;0.48842623248575906;0.4884262109542759
3.25;0.543290492785808;0.5432904691985452
4.2;0.8066100205842456;0.8066100283471113
4.25;0.9453221191283786;0.9453221223948788
4.4;0.9597997249891425;0.9597997237255449
2.5;0.7364401213540398;0.736440131079701
1.75;0.5865465018265561;0.5865464749696698
3.5;0.8824189168377518;0.8824189145386526
3.5;0.7380677055045005;0.7380676951919192
5.0;0.917538570635924;0.9175385581679494
3.95;0.881126021693271;0.8811260203119693
3.5;0.6341726481885027;0.6341726341820912
3.25;0.36897249210715616;0.368972461408077
4.5;0.687191733690249;0.687191722449134
0.0;0.5539707881414411;0.5539707945053732
3.1;0.8633316340827367;0.8633316323092199
3.5;0.9027574676985539;0.9027574674517012
4.25;0.9491771298617142;0.9491771372496361
2.75;0.2656209359730792;0.26562092823216443
3.5;0.7571713179058243;0.7571712996432961
4.5;0.9189759187574941;0.9189759221361089
3.5;0.8869202184445274;0.8869202316987681
2.9;0.6396438816953746;0.6396439192001291
3.0;0.7692142857117162;0.7692142862283337
3.0;0.9098630829678026;0.9098630788883666
3.0;0.5702973172880518;0.5702973265775464
4.0;0.27676348406846774;0.27676347134426155
0.0;0.1544405131322297;0.15444046127880598
3.75;0.8829093293917051;0.88290933758729
3.0;0.9498999456627376;0.9498999424574791
2.5;0.8039942593357242;0.8039942560069264
3.5;0.8708009852187117;0.8708009900227075
4.0;0.7546678715607307;0.7546678787558693
4.5;0.7839649468679265;0.7839649581181591
3.5;0.7530648944765249;0.7530648920646968
2.5;0.5411868059811056;0.5411868278404671
3.75;0.897612658006929;0.8976126543410113
3.5;0.6643540706291594;0.6643540655552491
3.0;0.8478438043660519;0.8478437858974338
3.9;0.6031211726298494;0.6031211801642967
3.25;0.6355176497863919;0.6355176375023927
3.75;0.9598527330184;0.9598527358017233
3.4;0.6667610979631554;0.6667610980167732
4.75;0.9392560094069099;0.9392560001987728
3.5;0.7423304065407189;0.7423303844828101
3.75;0.3384378888809085;0.3384379098748361
3.25;0.7151811946266431;0.715181185617935
0.5;0.23378970429031556;0.23378971964513542
0.5;0.4609071822169428;0.4609071869496047
3.75;0.7180628318589836;0.718062841967799
3.25;0.7638668106936616;0.7638668212956312
2.5;0.6113260594490234;0.6113260487989485
4.95;0.8764905649603487;0.8764905545353678
0.0;0.11025995712496957;0.11025989494619631
3.4;0.8839957712333718;0.8839957663298079
3.0;0.8232575755431308;0.8232575810376128
3.5;0.6513726105879122;0.651372586724878
4.25;0.6918172833572541;0.691817281827925
3.0;0.9611286188696339;0.9611286225127231
3.9;0.9134959613986984;0.9134959523392716
3.25;0.5377474870058714;0.5377474719477519
3.0;0.39443613714140247;0.3944361090021022
3.5;0.8395253811274371;0.8395253711494016
3.25;0.6564315608997816;0.6564315704309105
4.45;0.011418810728760984;0.011418823195175098
1.5;0.5200132033304738;0.5200132084599652
3.0;0.6393500184366289;0.6393500299098736
3.25;0.880910430191444;0.8809104254402043
3.9;0.8760711935963942;0.8760712024045776
2.9;0.6190011017334647;0.619001105349944
2.0;0.45809806936574804;0.45809805569415724
3.75;0.744746457471934;0.7447464704054917
3.0;0.89232250793965;0.8923225142279635
3.0;0.7118561477822504;0.7118561859617236
1.5;0.4251050627618085;0.42510508326878377
2.4;0.7358952453757022;0.7358952448423223
3.0;0.7723412987753494;0.7723412673936336
0.0;0.08913657108656897;0.08913657292171696
3.5;0.8067749195131637;0.8067749148039761
3.5;0.9423448535691621;0.9423448495153172
3.75;0.8576336790773174;0.8576336764256406
4.9;0.9688467874316926;0.9688467806562026
1.25;0.20883135957966623;0.20883137854595377
3.0;0.8751112995734737;0.8751113012998575
3.75;0.4721680265302638;0.47216802026398375
2.0;0.4677464095352981;0.4677463992587397
3.0;0.8403300953551694;0.8403300974619906
3.0;0.4374463876143618;0.43744638416487075
2.1;0.5073512241696673;0.50735122052516
3.0;0.3990855163103392;0.39908550412768373
1.5;0.5123032993673515;0.5123032990295991
4.75;0.8441459971934472;0.8441459815162576
3.6;0.619323735843813;0.619323728595952
3.0;0.6450306622775591;0.6450306644639527
3.25;0.3333527728498738;0.3333527730015467
3.0;0.6835880131352343;0.6835880129024462
1.5;0.5262648515234959;0.5262648448630587
0.0;0.27779300236790117;0.2777930363867132
3.9;0.926670652769288;0.9266706558089571
4.45;0.8624860323275169;0.8624860479833704
0.0;0.06794998756381329;0.06795001120439174
3.0;0.6307938607631646;0.6307938841027083
3.6;0.6631527427502949;0.6631527641237664
3.5;0.7731731627810349;0.7731731603429474
3.45;0.9685482017552175;0.968548211792123
3.0;0.8031970306776862;0.803197016908465
3.0;0.7799249514455736;0.7799249332480693
3.5;0.9440544809041904;0.9440544764579898
4.2;0.986381484916407;0.9863814850835739
3.25;0.6184266035573538;0.6184266344852436
2.0;0.6568222134727233;0.6568222104720709
0.0;0.27327674800870627;0.2732767741169137
4.25;0.774899185590168;0.7748991779754589
4.25;0.6725255940005901;0.6725256072907799
3.0;0.8752261180129837;0.8752261304313311
1.5;0.5307848314197686;0.5307848316871482
4.25;0.8412275209180256;0.8412275116827339
3.5;0.6730918201542511;0.6730918397153209
3.75;0.7157468118350588;0.7157468129557716
3.75;0.8279402944388881;0.8279402911452167
3.75;0.893739214225754;0.8937392130229008
3.5;0.7488468287888513;0.7488468119662767
4.25;0.9163136000453483;0.9163135970973346
3.0;0.8570033096180417;0.8570033157316388
3.5;0.6508082957334335;0.6508082829939544
3.35;0.714289183009334;0.714289185122474
3.25;0.5740416475292285;0.5740416653882177
4.4;0.9040843465858642;0.9040843590644762
5.0;0.9593762513462543;0.9593762598344336
4.4;0.8458352888551329;0.8458352913127207
0.0;0.40954221881211844;0.40954222408744706
3.5;0.8654593280527992;0.8654593265323302
3.9;0.8701600216918454;0.8701600306027794
5.0;0.8545877993975558;0.8545878194719762
0.0;0.1912208382737846;0.19122085483865822
3.0;0.8105317735667967;0.8105317840935841
3.0;0.8483400967019811;0.848340099151956
4.25;0.8571437913313567;0.8571437866923216
0.0;0.3480833018889953;0.3480832907932237
3.5;0.8291325008050199;0.829132495300159
3.1;0.46054113009988906;0.4605411264146719
3.0;0.8185714723485228;0.8185714667358089
3.0;0.7542875697571901;0.7542875592224628
3.0;0.8877720440427728;0.887772063154735
3.75;0.8938992558107072;0.8938992566503345
0.5;0.5186711750877782;0.5186711866262628
2.5;0.7192050862676963;0.7192050824126535
3.0;0.8081392306819319;0.8081392393429799
3.75;0.6313307784063734;0.6313307750155106
3.5;0.9205455552760067;0.9205455677016091
3.9;0.8405963644504266;0.8405963737904787
2.75;0.799356006256158;0.7993559855342298
3.0;0.8876683883015997;0.8876683935526626
4.4;0.86438634080682;0.8643863463335396
2.0;0.7016527464482208;0.7016527569991264
3.5;0.9152168139355287;0.9152168283173667
3.4;0.5846142560121568;0.5846142864949796
4.95;0.8736779391751186;0.8736779472824521
3.75;0.8219353040839613;0.8219353067725016
0.0;0.3634211593783461;0.36342117836215465
3.75;0.834821307955065;0.834821308317678
2.9;0.23723777073114335;0.2372377814142551
4.75;0.4969174603348562;0.4969174567785493
4.9;0.8853577650479516;0.8853577770407056
4.25;0.9445159209000473;0.9445159257072956
3.9;0.9296925291421513;0.9296925207658072
1.95;0.7455391709078394;0.7455391509714518
3.75;0.9508120165568409;0.9508120261112784
4.25;0.04456062669547771;0.044560627803528256
3.0;0.8254370043604982;0.8254370000314022
2.25;0.8273896383157893;0.8273896321809443
2.5;0.4620190286454755;0.4620190675798566
3.0;0.7938396907949604;0.7938397007323132
3.25;0.7132991473288172;0.7132991298994851
4.0;0.7884200886837524;0.788420078202171
4.75;0.7478316558268184;0.7478316513603189
3.0;0.8521655320371302;0.8521655357251986
3.4;0.7779091253416132;0.7779090894714743
3.4;0.6935997897987471;0.6935997903999461
0.5;0.4955458013010259;0.49554581674797954
1.9;0.6597541464000078;0.6597541499947164
4.5;0.9896687379388659;0.9896687356917451
3.2;0.841742498022962;0.8417424860085614
3.25;0.9228020931498924;0.9228020755299745
3.25;0.7906238667079339;0.7906238737559294
3.25;0.8918564132803024;0.8918564257151094
3.0;0.7440210744845315;0.7440210827312271
3.45;0.6745707759701832;0.6745707735515977
3.7;0.9143960441129318;0.9143960567839402
3.5;0.8328075239142739;0.8328075154850068
2.75;0.6977674544109382;0.6977674727218361
3.1;0.7581043394309891;0.758104334557715
3.4;0.8813372790009466;0.8813372740487821
3.25;0.23322113695932425;0.23322115494577322
3.35;0.6495356028548378;0.6495355958219299
4.9;0.9179323499430776;0.9179323546285647
3.5;0.7400061105978004;0.7400060813598328
4.65;0.9632676336000595;0.9632676261086093
4.75;0.6963405629398469;0.696340570794579
4.7;0.984749696266843;0.9847496881747658
3.5;0.7595868806685103;0.7595868613222957
3.25;0.8422382216743528;0.8422382274274337
1.5;0.45775337980035313;0.4577533742198683
4.2;0.5584340920827782;0.5584340911357952
5.0;0.9416116413169489;0.941611638049047
3.0;0.5422436235087402;0.5422436345571394
3.0;0.7777828250540314;0.7777828274624965
5.0;0.9714955298749611;0.9714955225724531
0.0;0.5195101891547553;0.5195102209438934
3.5;0.7212310223813919;0.721231029740895
3.75;0.7783494183808065;0.7783494138680114
4.5;0.7534781747870551;0.7534781676731795
3.7;0.8608457558342425;0.8608457577106298
3.25;0.6199632165822648;0.6199632341699094
4.25;0.8945948137468659;0.8945948109895744
2.0;0.4259536794567981;0.4259536892092868
4.0;0.8713550740131485;0.8713550805520952
3.75;0.8865855890151172;0.8865855870208993
3.5;0.927314951710992;0.9273149426540559
3.0;0.6915307883225754;0.691530793545999
4.95;0.8139406309846206;0.8139406414251118
4.0;0.8130399891521667;0.8130399702107431
4.0;0.8016507134926257;0.8016506857117447
4.9;0.929132740115308;0.9291327433888104
4.9;0.9422636552039291;0.9422636460945414
3.7;0.9446535454660442;0.9446535466254098
4.0;0.5881810057907311;0.5881809949688191
3.25;0.6298805363612282;0.6298805243713035
3.0;0.9172484038879385;0.9172483890085767
2.25;0.5920643092690295;0.5920642753219799
3.0;0.8881206038040474;0.8881206080523107
4.0;0.648915639140649;0.6489156396070971
3.4;0.5899061236581927;0.589906129935933
2.9;0.45964128262294945;0.45964128460951226
3.25;0.7816638560455532;0.781663821288552
2.5;0.5088907948020166;0.5088907883960129
3.7;0.8993673233648878;0.8993673193335445
3.25;0.9550641364548632;0.9550641348004769
0.5;0.31801126403647617;0.3180112613863914
2.75;0.6934321421364916;0.6934321587320712
4.0;0.6846841581365428;0.6846841680809179
1.75;0.5505132892020885;0.5505132948080789
4.0;0.9128188796431536;0.9128188799512017
3.45;0.556300282272184;0.556300280254798
3.4;0.9100251764823624;0.9100251774691781
3.0;0.7132325681136558;0.7132325627803969
4.25;0.9160398814300023;0.9160398805946957
3.0;0.8096191373144224;0.8096191198965891
3.0;0.6872965865539101;0.6872965717671716
3.5;0.6117905079733761;0.6117904992336939
3.25;0.8608027773671668;0.8608027703338559
3.45;0.7808361611372482;0.7808361530007228
4.6;0.7617480814679319;0.7617480661617868
4.25;0.7137342010976964;0.7137341784366038
1.5;0.5051237488369578;0.5051237493923417
2.5;0.3061330316920036;0.30613306460392753
4.75;0.8713540282405621;0.8713540295040862
4.4;0.8460575860675392;0.8460575855876235
0.0;0.46330895155717083;0.46330896886415945
3.25;0.5527380645504383;0.5527380489253048
0.5;0.4824168184458789;0.4824168184458789
3.4;0.9244681881735277;0.9244681915522036
3.25;0.9509557011897767;0.9509557078133735
3.25;0.8677070136842869;0.86770702118987
3.0;0.3726190874545917;0.37261910198500636
3.25;0.7490410064089276;0.7490410156256488
1.5;0.42586113919574603;0.4258611479714752
3.2;0.7358925792863744;0.7358925835642107
0.0;0.20608688729292363;0.20608686886237784
3.0;0.559032162172219;0.5590321799827191
3.4;0.537491349702455;0.537491329935863
3.25;0.6077414044960452;0.6077414349261901
3.5;0.6979051735451507;0.6979051690259227
1.5;0.35864553926755416;0.3586455372773578
3.0;0.7562591525743796;0.7562591705081619
4.9;0.8271603597606814;0.8271603502403296
3.45;0.7457114845297262;0.745711485870552
4.25;0.7299749045062682;0.7299748982972004
4.5;0.9708078069293824;0.9708078069848338
3.0;0.7095614544668686;0.7095614409153084
3.5;0.14445875464168162;0.14445875840736103
2.25;0.3517330285645409;0.3517330514799553
4.25;0.44138214330041486;0.4413821577830077
3.4;0.872085963339693;0.8720859718902993
3.75;0.9809826662147354;0.9809826695491373
4.25;0.9405325056309526;0.9405325010588107
3.25;0.9374840127778612;0.9374840156545673
3.25;0.47527015414898643;0.4752701422968168
3.65;0.8803566641634593;0.8803566679339294
2.75;0.4895295610409536;0.4895295543326346
1.5;0.256701768760014;0.25670176413293816
3.0;0.7517018530846117;0.7517018607904612
4.25;0.3341331628036051;0.33413314387482707
3.5;0.43998462349279405;0.4399846272865029
3.0;0.6061820661225882;0.6061820518133015
2.0;0.6731551204311642;0.6731551097347992
2.5;0.07185523793402229;0.07185525549481035
0.0;0.15968622348654513;0.159686227728059
0.0;0.4196337917366603;0.41963379409354223
4.0;0.90463033567574;0.9046303452002489
3.35;0.8339636218098445;0.8339636247507809
4.25;0.7276482433735701;0.7276482488836624
4.25;0.8054577587134025;0.8054577401619633
3.45;0.8645316108115838;0.8645316154566174
4.25;0.8835747965081149;0.8835747980301466
3.0;0.9407654153595979;0.9407654183356494
3.45;0.6005443910782781;0.6005443908159712
0.0;0.23330626901486906;0.2333062477135469
4.2;0.6956259388568542;0.6956259400692074
0.0;0.38767705321561674;0.3876770506499695
3.0;0.6799105223386869;0.6799105304337068
4.75;0.8926607269487006;0.8926607223391948
3.25;0.8143837771398836;0.8143837781019545
3.25;0.9497601568733091;0.949760165744768
3.65;0.9242133649261146;0.9242133741542586
3.5;0.9252508513573883;0.9252508452613871
3.0;0.8252685291663135;0.8252685349587514
3.25;0.827122072857737;0.8271220771753139
3.0;0.4872550116085597;0.48725502978001245
3.4;0.8636034080040395;0.8636033979267498
3.25;0.6016515440362862;0.6016515400266592
4.25;0.966154229002481;0.9661542277041528
3.4;0.901566503206603;0.901566498231008
3.0;0.8677124697802452;0.8677124653083461
4.75;0.9421295824872588;0.9421295717676337
5.0;0.9667813602886576;0.9667813512464037
4.5;0.8466819655586816;0.846681975309446
3.0;0.6531070061387497;0.6531070569005512
4.2;0.6624269176295774;0.6624269254541614
3.25;0.7503510847127481;0.7503510541650049
4.25;0.8947460601651696;0.8947460537525654
0.5;0.2839596001250476;0.28395961463859165
3.95;0.887491902444023;0.8874919009742365
3.95;0.9486045112964105;0.9486045101735195
1.75;0.37853580857689284;0.37853579213985716
3.95;0.7429110181856154;0.7429110331125005
4.25;0.9314131804137654;0.9314131787748239
3.25;0.7590666452821457;0.7590666531935419
4.2;0.6918077777783186;0.6918077647841269
2.95;0.6812901186517725;0.6812901172571085
3.0;0.5627165359012001;0.5627165548067934
3.25;0.7569206555611243;0.7569206584069178
0.0;0.3481401226643722;0.34814013560581814
4.9;0.9491180176607626;0.9491180204587863
2.9;0.7053094684164749;0.7053094713700216
2.0;0.3794643695282197;0.3794643665289121
1.75;0.8070082673595934;0.8070082622082859
3.65;0.9365951848483778;0.936595183630333
2.5;0.36857004802967097;0.3685699805719028
0.0;0.27865096987702437;0.2786509424964741
3.0;0.7840429449732698;0.7840429594993958
5.0;0.8009050289067567;0.8009050179747523
2.25;0.6153401270707347;0.6153401465762038
2.5;0.8551881592700084;0.8551881591166458
3.0;0.7467745872081522;0.7467746085954414
2.5;0.5047671544646412;0.5047671583157173
4.5;0.8930236152779684;0.8930236095071215
3.45;0.688808670393108;0.6888086623702011
4.2;0.8785309592221107;0.8785309579433458
3.95;0.8398188060158304;0.8398187923206725
4.4;0.9734039412534349;0.973403941545796
4.15;0.8239184838144102;0.8239185078709399
3.25;0.8664083388792421;0.8664083247871346
0.5;0.3701421096041221;0.37014214995229744
4.15;0.9392569637612298;0.9392569611830475
3.25;0.3388060001469735;0.3388059822516976
3.4;0.8518128466498566;0.8518128336212842
2.75;0.6556787072088683;0.6556787246952197
4.85;0.7879863382212087;0.7879863419072921
1.0;0.2509059404342459;0.2509059203691173
4.25;0.8504044131109989;0.8504044235163208
1.25;0.3734394277195188;0.37343940246387325
2.75;0.4717991496457303;0.4717991637759464
3.15;0.8761373253896158;0.8761373277233722
5.0;0.9494028122515258;0.9494028175604073
0.0;0.27352416994274414;0.27352420033243346
3.4;0.8614611663768218;0.8614611468785085
2.75;0.7185177358182401;0.718517724104322
3.2;0.7782984610106527;0.7782984484657482
5.0;0.9313416622550846;0.9313416840802112
3.5;0.7700079044071063;0.7700079070639997
3.0;0.40549644612754254;0.4054964498116835
3.15;0.8632319113570022;0.8632319330848004
4.25;0.9344517315392679;0.9344517289845707
2.7;0.7135229130499905;0.7135229233172329
4.75;0.9465330129902407;0.9465330170031516
3.5;0.35789032959819966;0.35789034353085664
0.0;0.05089995708993298;0.05089997794344454
4.0;0.7279180796391039;0.7279180350784237
3.25;0.9115113018519417;0.9115112966087393
4.75;0.948777555091687;0.9487775568494509
0.5;0.2429434273610642;0.24294342762982768
3.5;0.8471709153923659;0.8471709153061763
3.25;0.7029420402626819;0.7029420210888992
2.25;0.5087077589624944;0.5087077389203364
4.2;0.9111074571019407;0.9111074577431352
3.75;0.6263542888240278;0.6263543292798998
3.7;0.8897165366787738;0.8897165252029562
3.25;0.9327709741086377;0.9327709564223041
3.45;0.6963686088692683;0.6963685833546217
4.9;0.9085590249627666;0.908559032060947
4.75;0.963276232929135;0.963276234311373
4.9;0.8047452392902101;0.8047452346512568
0.5;0.5071968746591846;0.5071968942955281
4.25;0.9782911683108312;0.9782911672606364
3.75;0.9162620974037955;0.9162620885216369
3.45;0.9247177774420839;0.9247177769227805
3.95;0.759595431899118;0.7595954240641343
2.95;0.48083017712455606;0.48083017741982853
4.0;0.8755881552800322;0.8755881612281242
3.25;0.8011771697015188;0.8011771585286886
0.0;0.39310435167281577;0.3931043539432882
3.25;0.39747787355770203;0.39747786904072835
0.0;0.33886675689315154;0.33886673594906735
2.75;0.5580117867732783;0.5580117899690946
4.25;0.7301619542105257;0.7301619640183752
3.85;0.9722663090281484;0.9722663280782102
3.5;0.6412890075120637;0.6412890093148285
3.25;0.8722405832125572;0.8722405712309862
3.55;0.8643276482178406;0.8643276446662526
3.25;0.7197492323361977;0.7197492417522553
3.25;0.7984514888533187;0.7984514705790511
4.0;0.9352232096955144;0.9352232027584962
3.4;0.8055387179940522;0.8055387166020332
0.0;0.19475437193391035;0.19475437680476804
3.5;0.6765828305303985;0.6765828443201931
1.0;0.43753092435665114;0.43753090878034856
3.45;0.89777380488473;0.8977737988254384
0.0;0.3908437086927673;0.39084371642719534
3.25;0.8597894690617729;0.8597894728569984
5.0;0.8775174181726767;0.8775174109170798
3.25;0.875372163941401;0.8753721883076928
3.4;0.8776024317296227;0.8776024095715093
4.25;0.7371975584739645;0.7371975592042416
3.45;0.7759537838183601;0.7759537802506578
4.25;0.7329930911935054;0.7329930973624494
4.0;0.5546504235010926;0.554650435977839
3.0;0.6439338087550666;0.6439338263085209
0.5;0.3509493466988144;0.3509493502642479
3.75;0.7770674541475838;0.7770674398554013
3.25;0.80432128239325;0.804321287066384
3.5;0.899938379119374;0.8999383916052252
5.0;0.9346454714360272;0.934645466144397
3.75;0.8276987168939341;0.8276987279026493
2.5;0.6695651135396756;0.6695651063841422
1.0;0.5855554041772351;0.5855554057213472
3.0;0.9561696707964513;0.9561696670179193
3.25;0.7856852199904726;0.7856852073707399
0.0;0.3700910002371617;0.3700909764240478
3.65;0.927761656757591;0.9277616573031979
4.4;0.830291901284176;0.830291913659335
3.25;0.7514669811074035;0.7514669778507227
4.45;0.8936189975637144;0.8936189873529669
3.4;0.6872411746436384;0.68724115002907
0.0;0.29942016560813894;0.29942016564430074
3.0;0.9041486442727982;0.9041486517158438
1.25;0.4240679584693668;0.424067958265233
4.0;0.9199574553640765;0.9199574561316805
4.15;0.8978181237318675;0.897818132683829
3.5;0.6608439938861428;0.6608439941747486
2.75;0.7644651320693734;0.7644651453594603
4.75;0.761784095897475;0.7617840846657069
5.0;0.917926004147694;0.9179260069734471
3.7;0.9389441406413546;0.9389441394849567
0.0;0.21594998100191856;0.21594997741971117
4.4;0.7986062319437285;0.79860622229849
3.2;0.3810580613424392;0.38105805726022607
3.25;0.6675944047070638;0.6675944245794612
4.85;0.7449324550884057;0.7449324629154899
2.5;0.6910269913881697;0.6910269809149142
2.0;0.4774059455672566;0.47740593832702155
4.25;0.9258722428200813;0.9258722387787164
5.0;0.9227123614724587;0.9227123605758296
3.4;0.8866355275701207;0.8866355231450701
2.65;0.44412979435705435;0.4441298060633013
3.9;0.893492835654143;0.8934928339347327
5.0;-0.02560935593138669;-0.025609323324525445
4.7;0.8975997658897951;0.8975997602259929
1.75;0.40596678720547236;0.4059667812217264
3.0;0.47426492801303466;0.4742649417620024
3.0;0.8733235623297603;0.8733235702890072
3.65;0.8008539663656784;0.8008539667276393
2.25;0.33011252673628555;0.3301125427424181
3.25;0.6555533380396945;0.6555533218758381
3.0;0.8751965787957459;0.8751965713401072
3.7;0.6866170441507963;0.686617053792398
2.0;0.6082565035903745;0.6082565114270646
3.7;0.9409680252448834;0.9409680350455214
3.45;0.7208613613364242;0.7208613808821209
3.25;0.8438038013624438;0.8438037896258745
3.0;0.7313865609308715;0.7313865637947871
