Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioconceptvec_fasttext__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Average;bioconceptvec_fasttext__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Average
3.0;0.9986908383274334;0.9986908383274334;0.9991874572491928
2.5;0.9994045341183377;0.9994045341183377;0.9994045341183377
2.5;0.9996323899189908;0.9996323899189908;0.9996323899189908
3.0;0.9990196110705559;0.9990196110705559;0.9990196110705559
0.0;0.9984603416192431;0.9984603416192431;0.9984603416192431
4.25;0.9998162362809561;0.9998162362809561;0.9998162362809561
3.0;0.9986302264256463;0.9986302264256463;0.9986302264256463
3.0;0.9991396898436501;0.9991396898436501;0.9992014022045715
4.0;0.9993111335323552;0.9993111335323552;0.9993111335323552
0.0;0.9968514269435798;0.9924655808768201;0.9927286422318699
3.5;0.9998050090938037;0.9998050090938037;0.9998050090938037
1.0;0.9929117060011627;0.9929117060011627;0.9929117060011627
0.0;0.9988760544473939;0.9988760544473939;0.9988760544473939
1.5;0.9982407377557233;0.9982407377557233;0.9982407377557233
3.6;0.9981996044739649;0.9981996044739649;0.9981996044739649
3.0;0.9996523058893433;0.9997326670299828;0.9997326670299828
3.0;0.9998416425031146;0.9995693984545883;0.9995013828162801
5.0;0.9995425864562734;0.9995425864562734;0.999705202359772
3.5;0.9995876270453222;0.9995876270453222;0.9995876270453222
0.0;0.9979485958092851;0.9977499766529652;0.9977499766529652
4.0;0.9965129055607188;0.9965589082773149;0.9956581930371017
4.5;0.9999553941345458;0.9999553941345458;0.9999553941345458
3.0;0.9994447999497589;0.9994447999497589;0.9994447999497589
3.5;0.9999225097238078;0.9999225097238078;0.9999225097238078
4.0;0.9999279966759527;0.9999279966759527;0.9999279966759527
3.0;0.9994397153851516;0.9994397153851516;0.9994397153851516
3.0;0.9986915005087407;0.9986915005087407;0.9986915005087407
3.5;0.9992689680104284;0.9992689680104284;0.9995433644068799
2.5;0.9958659776741969;0.9958659776741969;0.9958659776741969
3.5;0.9999301247733519;0.9999301247733519;0.9999301247733519
3.5;0.997634766166516;0.9993448855640459;0.9996875687776955
3.0;0.9994962887747938;0.9994962887747938;0.9996742571150766
4.5;0.9854113932270031;0.9854113932270031;0.9854113932270031
2.5;0.9988531446950979;0.9988531446950979;0.9988531446950979
3.5;0.9987212809989382;0.9987212809989382;0.9991641119599683
3.0;0.9987436764106162;0.9987436764106162;0.9987436764106162
2.5;0.9995419566328752;0.9995419566328752;0.9995419566328752
4.0;0.9995681175517114;0.9995681175517114;0.9993130927623914
3.5;0.9997042177703357;0.9997042177703357;0.9996205949452627
3.5;0.997698165168574;0.997698165168574;0.998915037807997
3.0;0.9992908395642225;0.9992908395642225;0.9993134517598419
2.5;0.9998947592710177;0.9998947592710177;0.9998947592710177
4.0;0.9996804244948678;0.9996804244948678;0.9996804244948678
3.5;0.9964876445966183;0.9947397242044511;0.9942657402823407
2.5;0.9950675331703468;0.9950675331703468;0.9950675331703468
2.5;0.9997568319356976;0.9997568319356976;0.9997568319356976
5.0;0.9996690037052997;0.9996690037052997;0.9996690037052997
4.25;0.9997115612696356;0.998533929336936;0.998533929336936
2.5;0.999285269409364;0.999285269409364;0.999285269409364
2.95;0.9990662265734478;0.9990662265734478;0.9990662265734478
3.0;0.9999022455504556;0.9999022455504556;0.9999276365255819
3.45;0.9999056494503739;0.9999056494503739;0.9999056494503739
2.5;0.9997393527063038;0.9997393527063038;0.9997393527063038
0.5;0.9960405966908383;0.9960405966908383;0.9960405966908383
4.5;0.9980691260381795;0.9980691260381795;0.9980691260381795
2.0;0.9955171955902858;0.9955171955902858;0.9896508486946118
2.0;0.9974206986816814;0.9974206986816814;0.9974206986816814
3.5;0.9999721053676622;0.9996096259150766;0.9996723068318866
3.5;0.9993024330817887;0.9993024330817887;0.9993024330817887
4.0;0.9999302723499994;0.9999302723499994;0.9999302723499994
3.5;0.9995103512134412;0.9996238725228842;0.9996295699637507
4.0;0.9998345909104962;0.999893762528476;0.9996596702022118
2.5;0.998904332293726;0.998904332293726;0.998904332293726
3.0;0.9994933413822008;0.999252618668164;0.9990990517777707
3.0;0.9992923158398372;0.9992923158398372;0.9992923158398372
3.0;0.9983967999932039;0.9983967999932039;0.9983967999932039
1.0;0.9974943997128924;0.9974943997128924;0.9974943997128924
2.0;0.995492939647359;0.9973927631456173;0.997511394822844
2.0;0.9991818342335039;0.9991818342335039;0.9991818342335039
4.5;0.9987752206230928;0.9987752206230928;0.9998652087234219
4.0;NaN;NaN;NaN
3.0;0.9996139985176328;0.9996139985176328;0.9996139985176328
3.0;0.99968834743667;0.99968834743667;0.99968834743667
4.15;0.9978369166316993;0.9978369166316993;0.9978369166316993
2.5;0.9989876502056302;0.9989876502056302;0.9966174024258017
3.5;0.997562888830292;0.997562888830292;0.997562888830292
4.0;0.9941711657523951;0.9941711657523951;0.9941711657523951
5.0;0.997143909728712;0.997143909728712;0.9972496558613766
4.8;0.9997187966713772;0.9997187966713772;0.999849224507191
0.0;0.9946367235120188;0.9946367235120188;0.9877208177039372
4.6;0.9999265398799554;0.9999265398799554;0.9999265398799554
3.0;0.99843447333101;0.99843447333101;0.998637168095939
2.7;0.9993850855060628;0.9993850855060628;0.9992791685136809
3.6;0.9996917253326055;0.9996917253326055;0.9996917253326055
3.75;0.9997375433187653;0.9997375433187653;0.9997375433187653
3.65;0.9995950529578282;0.9995950529578282;0.9995950529578282
0.0;0.9978422177555447;0.9978422177555447;0.9978422177555447
3.0;0.9984813587158142;0.9984813587158142;0.9984813587158142
4.75;0.9992266677128004;0.9992266677128004;0.9992266677128004
3.6;0.9996800821072056;0.9996800821072056;0.999680744451186
3.5;0.9999236751598701;0.9999236751598701;0.9999051147290622
2.75;0.9997063500954552;0.9994332834972594;0.9993495221437972
5.0;0.996809023806486;0.996809023806486;0.996809023806486
4.0;0.9994924840221814;0.9994924840221814;0.9994924840221814
3.0;0.9958966093105667;0.9958966093105667;0.9936724720756044
3.5;0.994452531286153;0.994452531286153;0.994452531286153
3.35;0.9998430673968255;0.9998430673968255;0.9998430673968255
3.2;0.9983814383951047;0.9983814383951047;0.9983814383951047
3.6;0.9988838457107548;0.9988838457107548;0.9988838457107548
3.75;0.9992426287998593;0.9992426287998593;0.9995251271161001
4.0;0.9999558703378976;0.9999558703378976;0.9999558703378976
3.75;0.9997481278766416;0.9997481278766416;0.9997481278766416
3.5;0.9998544956408489;0.9998544956408489;0.9998544956408489
3.5;0.9994282581514918;0.9994282581514918;0.9994282581514918
4.25;0.9999103766602545;0.9999103766602545;0.9999091219711833
0.0;0.9990293001393992;0.9990293001393992;0.9990293001393992
3.5;0.9979470415627413;0.9979470415627413;0.9979470415627413
2.75;0.9996105563976682;0.9996105563976682;0.9996105563976682
5.0;0.9957641784538237;0.9957641784538237;0.9977646613223496
3.75;0.999881742940289;0.999881742940289;0.999881742940289
3.45;0.9997858629594807;0.9997858629594807;0.9997858629594807
3.0;0.999562553089701;0.999562553089701;0.999562553089701
2.25;0.9960566440885339;0.9960566440885339;0.9960566440885339
3.25;0.9995564871609506;0.9995564871609506;0.9995564871609506
4.2;0.9998117569848995;0.9998117569848995;0.9998117569848995
4.25;0.999730146182974;0.999730146182974;0.9997351298934694
4.4;0.9995939083599976;0.9997624053846218;0.9998608384320207
2.5;0.9973941790197236;0.9973941790197236;0.9969766449798116
1.75;0.9986880647237212;0.9986880647237212;0.9986880647237212
3.5;0.9991690232246535;0.9991690232246535;0.9991690232246535
3.5;0.9998392700092535;0.9998392700092535;0.9998392700092535
5.0;0.9997604404064899;0.9997604404064899;0.9997604404064899
3.95;0.9998641227599158;0.9998312587809536;0.9998036522482161
3.5;0.9994497764359925;0.9989457332863899;0.9989457332863899
3.25;0.9941170331981333;0.9941170331981333;0.9939828467404984
4.5;0.9993972742457375;0.9993972742457375;0.9994002129963608
0.0;0.9985016429222359;0.9985016429222359;0.998145584059957
3.1;0.9998669283064416;0.9998669283064416;0.9998669283064416
3.5;0.999865789187793;0.999865789187793;0.999865789187793
4.25;0.9998126334434188;0.9998126334434188;0.9998851122665408
2.75;0.9964216448618144;0.994001504423988;0.994001504423988
3.5;0.9993998586952597;0.9993998586952597;0.9993998586952597
4.5;0.9999017064210327;0.9975344863635301;0.9999062083667974
3.5;0.9996129759937102;0.9996129759937102;0.9996129759937102
2.9;0.9996131007155727;0.9995265849093748;0.999478060102267
3.0;0.995629180512756;0.995629180512756;0.995629180512756
3.0;0.9988430626041898;0.9988430626041898;0.9988430626041898
3.0;0.9926358283176663;0.9960785199010679;0.995703575889134
4.0;0.9986150022706947;0.9986150022706947;0.9986150022706947
0.0;0.9988678803035401;0.9989745296892407;0.9989745296892407
3.75;0.999304944394454;0.9996918740129521;0.9995436593523253
3.0;0.9999413409963083;0.9999413409963083;0.9999413409963083
2.5;0.9981327614191576;0.9981327614191576;0.9985380245450426
3.5;0.9995322646212569;0.9995322646212569;0.9995322646212569
4.0;0.9962770982673905;0.9962770982673905;0.9962770982673905
4.5;0.999330475694807;0.999330475694807;0.9986688236116874
3.5;0.9986859209160537;0.9986859209160537;0.9987991295399433
2.5;0.9996027052457305;0.9996027052457305;0.9996027052457305
3.75;0.9996676354499365;0.9996676354499365;0.9996576253417839
3.5;0.9990869816367638;0.9990869816367638;0.9990869816367638
3.0;0.9996032715011245;0.9996032715011245;0.9996032715011245
3.9;0.9944503915175609;0.9944503915175609;0.9944503915175609
3.25;0.9969437305175827;0.9969437305175827;0.9969437305175827
3.75;0.9999551833242446;0.9999551833242446;0.9999583783372546
3.4;0.9987145844064911;0.9987145844064911;0.9987145844064911
4.75;0.9997288624697765;0.9997288624697765;0.9997288624697765
3.5;0.9996125185052421;0.9996125185052421;0.9996125185052421
3.75;0.9993715384533862;0.9993715384533862;0.9993715384533862
3.25;0.9998306926894958;0.9998306926894958;0.9998306926894958
0.5;0.9919382610115;0.9919382610115;0.9906031864328421
0.5;0.9964768469187121;0.9964768469187121;0.9964768469187121
3.75;0.9987451580917401;0.9987451580917401;0.9987451580917401
3.25;0.9968277355117714;0.9968277355117714;0.9968277355117714
2.5;0.9975483878197985;0.9947827027500064;0.9948468425000947
4.95;0.9999266211121982;0.9999266211121982;0.9999619814287085
0.0;0.9974876139338159;0.9974876139338159;0.9974876139338159
3.4;0.9992592359298462;0.9992592359298462;0.9992592359298462
3.0;0.998539257424849;0.998539257424849;0.998539257424849
3.5;0.9986094546819992;0.9986094546819992;0.9986094546819992
4.25;0.9998320520365147;0.9998320520365147;0.9978827856252687
3.0;0.999925827725922;0.999925827725922;0.9999453232968526
3.9;0.9998253002155318;0.9998253002155318;0.9998477925824429
3.25;0.9988960314772474;0.9990652275644271;0.9991257017264811
3.0;0.9986626806853937;0.9986626806853937;0.9986626806853937
3.5;0.9997698542325841;0.9997698542325841;0.9997698542325841
3.25;0.999605486505324;0.999605486505324;0.999605486505324
4.45;NaN;NaN;NaN
1.5;0.998505531265816;0.998505531265816;0.998718203030939
3.0;0.9976053787884243;0.9976053787884243;0.9973769336121984
3.25;0.9992423076063268;0.9992423076063268;0.9992423076063268
3.9;0.9985702137415676;0.9985702137415676;0.9985702137415676
2.9;0.9981423208242257;0.9981423208242257;0.998088208678316
2.0;0.9981935512012133;0.9981935512012133;0.9985437144260475
3.75;0.9997531073212286;0.9997531073212286;0.9997531073212286
3.0;0.9852240926151161;0.9852240926151161;0.9852240926151161
3.0;0.9988338097478943;0.9982426236901564;0.9981024530169594
1.5;0.9944674868568547;0.9944674868568547;0.9944674868568547
2.4;0.9989454101107227;0.9989454101107227;0.9994992310858554
3.0;0.9998124131275122;0.9997649309114298;0.9997737497792089
0.0;0.9979371542223486;0.9979371542223486;0.9979371542223486
3.5;0.9974895591939389;0.9974895591939389;0.998697554963046
3.5;0.9999760032985899;0.9999760032985899;0.9999760032985899
3.75;0.998025744702932;0.998025744702932;0.998025744702932
4.9;0.9999726659522139;0.9999804595941982;0.9999809862475473
1.25;0.9994009697241413;0.9994009697241413;0.9994009697241413
3.0;0.9962868273092673;0.9962868273092673;0.9962868273092673
3.75;0.9971503121966393;0.9971503121966393;0.9971503121966393
2.0;0.9968840231795258;0.9968202197399114;0.9969884427227503
3.0;0.9994718563191356;0.9994718563191356;0.9994718563191356
3.0;0.9991515777244387;0.9972417432112831;0.9972417432112831
2.1;0.9989575319673591;0.9989575319673591;0.9989575319673591
3.0;0.9992663010065957;0.9948599282730937;0.9948599282730937
1.5;0.9995237270562795;0.9995237270562795;0.9995401642431785
4.75;0.9990327609818079;0.9990327609818079;0.9990327609818079
3.6;0.992005624450288;0.992005624450288;0.992005624450288
3.0;0.9986148346557311;0.9991791344266121;0.9990744837013289
3.25;0.999275742800127;0.999275742800127;0.999275742800127
3.0;0.9972213502364562;0.9972213502364562;0.9971003333440276
1.5;0.9998784773321205;0.9998008895405622;0.9998008895405622
0.0;0.9986788018582661;0.9987042779295149;0.9987042779295149
3.9;0.9995875020094079;0.9995875020094079;0.9995875020094079
4.45;0.9976688022313083;0.9976688022313083;0.9971849295260213
0.0;0.9987189079124705;0.9987189079124705;0.9987189079124705
3.0;0.9980634936205616;0.9980634936205616;0.9980634936205616
3.6;0.997949318551325;0.9961776548712097;0.9954619526202567
3.5;0.999392242196659;0.999392242196659;0.9994036702364861
3.45;0.9999407791868807;0.999959812890966;0.999959812890966
3.0;0.9995802547031248;0.9995802547031248;0.9996317137568375
3.0;0.998570258116241;0.998570258116241;0.998570258116241
3.5;0.9997168058702222;0.9997168058702222;0.9997272932699373
4.2;0.9999653115471668;0.9999653115471668;0.9999653115471668
3.25;0.9998029647061066;0.9998029647061066;0.9998160356752529
2.0;0.9989535289102486;0.9989535289102486;0.9989535289102486
0.0;0.9967375529728211;0.9967375529728211;0.9967375529728211
4.25;0.9986923559597777;0.9986923559597777;0.9986923559597777
4.25;0.9995719820990532;0.9995719820990532;0.9990668143888431
3.0;0.9995132763649514;0.9995132763649514;0.9995132763649514
1.5;0.994502296082244;0.994502296082244;0.994502296082244
4.25;0.9996556941536756;0.9996556941536756;0.9998638324706263
3.5;0.9997392199061397;0.9997392199061397;0.9997392199061397
3.75;0.9963429535388956;0.9949740509843673;0.9949740509843673
3.75;0.9998313961724705;0.9999254051052332;0.9995749749741204
3.75;0.9998756687146204;0.9998756687146204;0.9998891585208461
3.5;0.9919716223668728;0.9919716223668728;0.9930747548711445
4.25;0.9992639684258301;0.9992639684258301;0.999352690841147
3.0;0.999073296642794;0.999073296642794;0.9994755272813706
3.5;0.9996275582844285;0.9996275582844285;0.9996275582844285
3.35;0.9969995157927265;0.9969995157927265;0.9973294839722779
3.25;0.9954139556028861;0.9954139556028861;0.9963116441064652
4.4;0.9972657817738704;0.9972657817738704;0.9980407148057411
5.0;0.9998691262359337;0.9998691262359337;0.9998691262359337
4.4;0.9999158794126688;0.9999158794126688;0.9999158794126688
0.0;0.9985145094793834;0.9985145094793834;0.9985145094793834
3.5;0.9998005861067464;0.9998512747164955;0.9970650841560017
3.9;0.9992354438471173;0.9992354438471173;0.9992354438471173
5.0;0.9992277684648514;0.9992277684648514;0.9992277684648514
0.0;0.9973377615037476;0.9976864249403816;0.9976864249403816
3.0;0.9996261979102461;0.9996032551941695;0.9996032551941695
3.0;0.9994192387178853;0.9994192387178853;0.9994192387178853
4.25;0.997726554546194;0.997726554546194;0.9972413274880406
0.0;0.9977377132692986;0.9977377132692986;0.9977377132692986
3.5;0.9982191388877563;0.9982191388877563;0.9984508547699946
3.1;0.9922467734442566;0.9922467734442566;0.9922467734442566
3.0;0.9989051096980446;0.9989051096980446;0.9989051096980446
3.0;0.9994132297939886;0.9994132297939886;0.9995857165440627
3.0;0.9992380658495901;0.9992380658495901;0.9992380658495901
3.75;0.9986173960328061;0.9993278908761513;0.9993278908761513
0.5;0.9926929466411804;0.9926929466411804;0.9926929466411804
2.5;0.9939665487936723;0.9908791819306959;0.9908791819306959
3.0;0.9990145374562173;0.9990145374562173;0.9976542319844116
3.75;0.9981918759246314;0.9981918759246314;0.9981392240338649
3.5;0.9997375877300534;0.9997375877300534;0.9997375877300534
3.9;0.9994683281893185;0.9998223929274693;0.9998174405927589
2.75;0.9996402581545525;0.9996402581545525;0.9996402581545525
3.0;0.999818272704109;0.999818272704109;0.9998203244272307
4.4;0.9997860316277961;0.9997860316277961;0.9996839977310871
2.0;0.998636007690919;0.998636007690919;0.998636007690919
3.5;0.999620758386133;0.999620758386133;0.9995415529238337
3.4;0.9985413074500428;0.9985413074500428;0.9985513920917367
4.95;0.9996911201434475;0.9996911201434475;0.9996233825333988
3.75;0.9997317430755488;0.9992852193640462;0.9992852193640462
0.0;0.9990770783816227;0.9990770783816227;0.997765205926127
3.75;0.9972959899030533;0.9972959899030533;0.99711314202226
2.9;0.9993980310473978;0.9993980310473978;0.9993980310473978
4.75;0.997496628427708;0.997496628427708;0.9989626888329722
4.9;0.9985694199225492;0.9985694199225492;0.9985694199225492
4.25;0.9970777472990785;0.9970777472990785;0.9970777472990785
3.9;0.9997173917150817;0.9997173917150817;0.9998219041323956
1.95;0.9991533612246457;0.9991533612246457;0.9993715457738243
3.75;0.9999572654571802;0.9999572654571802;0.9999572654571802
4.25;NaN;NaN;NaN
3.0;0.9992722386292562;0.9992722386292562;0.999139647950106
2.25;0.9982298374543255;0.9988453677704152;0.9988453677704152
2.5;0.9954559044143716;0.9954559044143716;0.9945943582346208
3.0;0.9982482799800793;0.9982482799800793;0.9980249725822355
3.25;0.9995245722654573;0.997962235722011;0.997558652424655
4.0;0.9991654241386289;0.9991654241386289;0.9995100517379278
4.75;0.9976663676335061;0.9976663676335061;0.9980052228013272
3.0;0.999393472547185;0.9995923329297104;0.9995923329297104
3.4;0.9996772420471782;0.9996772420471782;0.9996772420471782
3.4;0.9986707056201023;0.9986707056201023;0.9986707056201023
0.5;0.9935011592522619;0.9935011592522619;0.9935011592522619
1.9;0.989620069073714;0.992083250679486;0.9944900740057065
4.5;0.9998677685270062;1.0;0.999863479775501
3.2;0.9995832779888851;0.9995832779888851;0.9995832779888851
3.25;0.9998600605574547;0.9998600605574547;0.9998600605574547
3.25;0.9996590880177723;0.9996590880177723;0.9996590880177723
3.25;0.9996340718778235;0.9996340718778235;0.9996531914817255
3.0;0.9989411218996526;0.9989411218996526;0.9989411218996526
3.45;0.9985672259692971;0.9985672259692971;0.9985672259692971
3.7;0.9987914042483341;0.9971812343429601;0.9990943371867205
3.5;0.9997101957609158;0.9998177374816527;0.9998218887225615
2.75;0.9991900847420978;0.9993178040373956;0.9991282078234627
3.1;0.9985771687984463;0.9985771687984463;0.9985771687984463
3.4;0.9989717748906891;0.9989717748906891;0.9991927758349379
3.25;0.9963549329735824;0.9963549329735824;0.9963549329735824
3.35;0.9963264945000608;0.9963264945000608;0.9963264945000608
4.9;0.9982877332581918;0.9982877332581918;0.9990074231708093
3.5;0.9997505138730135;0.9997505138730135;0.9997505138730135
4.65;0.9997903447061679;0.9997903447061679;0.9998199276370854
4.75;0.996284051278953;0.996284051278953;0.996284051278953
4.7;0.9999431358150573;0.9999431358150573;0.9999431358150573
3.5;0.9997218398799893;0.9997218398799893;0.9997218398799893
3.25;0.9997670512319413;0.9997670512319413;0.9997732244959245
1.5;0.997006996090214;0.997006996090214;0.9992099341999842
4.2;0.9991720435221192;0.9991720435221192;0.9991720435221192
5.0;0.9993590251933259;0.9993590251933259;0.9993590251933259
3.0;0.9957017910578406;0.9957017910578406;0.9957017910578406
3.0;0.9969773397287777;0.9969773397287777;0.9969773397287777
5.0;0.9997434546757489;0.9997434546757489;0.9997434546757489
0.0;0.9977580849165275;0.9977580849165275;0.9977580849165275
3.5;0.9995935331788679;0.9995935331788679;0.9995935331788679
3.75;0.9981520142760095;0.9981520142760095;0.9981520142760095
4.5;0.9993248175266963;0.9993248175266963;0.9993248175266963
3.7;0.9995001245437016;0.9995001245437016;0.9995001245437016
3.25;0.9991180629079003;0.9991180629079003;0.9991180629079003
4.25;0.9988335504549062;0.9988335504549062;0.9982776884894597
2.0;0.9994727486790973;0.9994727486790973;0.9994727486790973
4.0;0.9995440944860937;0.9997336189853623;0.9997336189853623
3.75;0.9969763164231755;0.9969763164231755;0.9969763164231755
3.5;0.9991229921047183;0.9991229921047183;0.9991229921047183
3.0;0.999576900227769;0.9991829795720871;0.9990389159670184
4.95;0.9987634515735772;0.9987634515735772;0.9994809023642481
4.0;0.9987275536755028;0.9987275536755028;0.9987275536755028
4.0;0.9982404334898041;0.9982404334898041;0.9982404334898041
4.9;0.9974820144051526;0.9974820144051526;0.9974820144051526
4.9;0.9980812214751089;0.9980812214751089;0.9980812214751089
3.7;0.9996635911419635;0.9996635911419635;0.9996635911419635
4.0;0.9969882318242353;0.9969882318242353;0.9969882318242353
3.25;0.9977190766398052;0.9977190766398052;0.9977190766398052
3.0;0.9999449860566841;0.9999122220698492;0.9999163669916972
2.25;0.997079269033039;0.997079269033039;0.997079269033039
3.0;0.999750213821545;0.999750213821545;0.9998115267047487
4.0;0.9984003764764443;0.9984003764764443;0.9984003764764443
3.4;0.9946631612482953;0.9946631612482953;0.9946631612482953
2.9;0.996295621577428;0.996295621577428;0.996295621577428
3.25;0.9997811164986175;0.9997811164986175;0.9997811164986175
2.5;0.9995060587387837;0.9995060587387837;0.9995060587387837
3.7;0.9995290193193724;0.9989804135877355;0.9991970795874241
3.25;0.9999452151938142;0.9999452151938142;0.9999452151938142
0.5;0.9968829899196058;0.9968829899196058;0.9968829899196058
2.75;0.9978854620232114;0.9978854620232114;0.9979936001336859
4.0;0.9998828330905916;0.9986770469886921;0.9986770469886921
1.75;0.9979742233160054;0.9979742233160054;0.9979742233160054
4.0;0.9988914612717222;0.9988914612717222;0.9988914612717222
3.45;0.9970840256189866;0.9987621309272549;0.998863176112538
3.4;0.9997912505900857;0.9997912505900857;0.9998151561773768
3.0;0.9974406063625074;0.9974406063625074;0.9976015961646972
4.25;0.999435017031972;0.999435017031972;0.9996198729740453
3.0;0.9997613253836872;0.9997613253836872;0.9997613253836872
3.0;0.9958883206496626;0.9956858222436121;0.9957156929440196
3.5;0.9981405337319719;0.9981405337319719;0.9981405337319719
3.25;0.999917897529093;0.999917897529093;0.999917897529093
3.45;0.9990239076268161;0.9990239076268161;0.9990239076268161
4.6;0.9981685667139242;0.9981685667139242;0.9983864869825434
4.25;0.9995294552905032;0.9995294552905032;0.9995294552905032
1.5;0.9984812807095039;0.9984812807095039;0.9984029850298287
2.5;0.9953308661354906;0.9953308661354906;0.9961867099237459
4.75;0.9991822162090686;0.9991822162090686;0.9996297528836363
4.4;0.9986477136609612;0.9986477136609612;0.9986477136609612
0.0;0.992043494920251;0.992043494920251;0.9901465190780661
3.25;0.9997616599554993;0.9997616599554993;0.9997616599554993
0.5;0.996377376528621;0.996377376528621;0.996377376528621
3.4;0.9994093117514821;0.9994093117514821;0.9994093117514821
3.25;0.9997707591272583;0.9998457196040023;0.9998457196040023
3.25;0.9946344562662944;0.9946344562662944;0.9952505731769673
3.0;0.9982911857445868;0.9982911857445868;0.9986199773572036
3.25;0.9987266431598725;0.9987266431598725;0.9987266431598725
1.5;0.9982842556642705;0.9982837458199475;0.9982837458199475
3.2;0.9996073400710594;0.9996073400710594;0.9996073400710594
0.0;0.9981623739722959;0.9981623739722959;0.9981623739722959
3.0;0.9995011956136778;0.9995011956136778;0.9995011956136778
3.4;0.998564485329072;0.998564485329072;0.998564485329072
3.25;0.999568438523172;0.999484570772953;0.999462949432815
3.5;0.9993509989910666;0.9993509989910666;0.9993509989910666
1.5;0.996527105571364;0.9969671048927508;0.9993102615896703
3.0;0.9946555397701439;0.9946555397701439;0.9946555397701439
4.9;0.9937794792159925;0.9937794792159925;0.9937794792159925
3.45;0.99938561616468;0.99938561616468;0.99938561616468
4.25;0.9962582154293264;0.9962582154293264;0.9930952610524667
4.5;0.9990029744087588;0.9990029744087588;0.9990704319820315
3.0;0.9982376233454594;0.9982376233454594;0.9982910281426328
3.5;0.9989070377301186;0.9989070377301186;0.9989070377301186
2.25;0.998680967895067;0.998680967895067;0.998680967895067
4.25;0.996079302604437;0.996079302604437;0.9967388418542598
3.4;0.9995647144905745;0.9995647144905745;0.9995125832353805
3.75;0.9999569809691168;0.9999569809691168;0.9999569809691168
4.25;0.9996772975259461;0.9998683955332217;0.9998736977925577
3.25;0.99992759439835;0.99992759439835;0.9999245537590026
3.25;0.999713798600768;0.999713798600768;0.999713798600768
3.65;0.9993596750435716;0.9993596750435716;0.9993596750435716
2.75;0.9981065055632455;0.9981065055632455;0.9981065055632455
1.5;0.9989917712414188;0.9989917712414188;0.9989917712414188
3.0;0.9994775803275993;0.9994775803275993;0.9995061877272134
4.25;0.9983360722536196;0.9983360722536196;0.9983360722536196
3.5;0.9985631991012156;0.9985631991012156;0.9983974573264024
3.0;0.9992904730550217;0.9992904730550217;0.9992904730550217
2.0;0.9995341898165957;0.9995341898165957;0.9995341898165957
2.5;0.9961227432737924;0.9961227432737924;0.9961227432737924
0.0;0.9966335944924833;0.9966335944924833;0.9982656053048272
0.0;0.997638312173999;0.997638312173999;0.997638312173999
4.0;0.9995939818211139;0.9995939818211139;0.9995939818211139
3.35;0.9990738934457324;0.9990738934457324;0.9990738934457324
4.25;0.9989313096115461;0.9989313096115461;0.9989313096115461
4.25;0.9980566203227634;0.9980566203227634;0.9980566203227634
3.45;0.9984382720108479;0.9989585006374673;0.9989744434133827
4.25;0.9988335504549062;0.9988335504549062;0.9984432087227147
