Human;bio_embedding_extrinsic__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bio_embedding_extrinsic__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bio_embedding_extrinsic__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-user_cf-default_ner-none_Average
2.0;0.8435347701150663;0.8435347701150663;0.9112914288189637;0.8092992361407073;0.8092992361407073;0.8900003285418789
3.2;0.9461929199393496;0.9461929199393496;0.9670607062520732;0.9152027538379794;0.9152027538379794;0.9404907613643214
2.0;0.9210172157051254;0.9210172157051254;0.9171562014112732;0.9207579214873236;0.9207579214873236;0.9076327255017967
3.0;0.8670905227792144;0.8670905227792144;0.9397793708062816;0.8258786631090931;0.8258786631090931;0.9105225417697059
1.2;0.8770373603803902;0.8770373603803902;0.9332548067058579;0.7550262244776094;0.7550262244776094;0.8694122192366565
3.4;0.8947048551168097;0.8947048551168097;0.9318338547690357;0.8264276735133477;0.8264276735133477;0.8777634842264689
1.8;0.8753421352528518;0.8753421352528518;0.9123794597637321;0.850057977990173;0.850057977990173;0.884725276750018
3.6;0.8310448918310233;0.8310448918310233;0.9286534842169624;0.7679393233108774;0.7679393233108774;0.8957786700582658
2.0;0.8329177016362825;0.8329177016362825;0.9175636521904325;0.8227648024307338;0.8227648024307338;0.8922856351879249
2.4;0.8186895537075592;0.8186895537075592;0.9271950557084786;0.8003740512767686;0.8003740512767686;0.9127760406415035
3.4;0.8553031644065471;0.8553031644065471;0.9080560495801634;0.7684832810669895;0.7684832810669895;0.8377032603657777
3.0;0.9132850248926416;0.9132850248926416;0.9383704982977373;0.8443492477269434;0.8443492477269434;0.8882887314909572
4.0;0.9146650288766184;0.9206493696698337;0.9279019287260437;0.7999598515963957;0.8091969194001457;0.8379426260965237
4.0;0.9287964940241582;0.9287964940241582;0.9478889162192436;0.8923925401742658;0.8923925401742658;0.9274081309759016
3.4;0.9462201059217703;0.9462201059217703;0.9556867069611595;0.8682972037493312;0.8682972037493312;0.9096440510668695
3.4;0.9335081161270158;0.9335081161270158;0.9458964969928394;0.8171965874853727;0.8171965874853727;0.8752250920847663
3.0;0.7957906266264333;0.7957906266264333;0.8552987683247842;0.6737590443375597;0.6737590443375597;0.7864835571438702
2.0;0.8526932039059857;0.8526932039059857;0.8835560247793044;0.7683382189415552;0.7683382189415552;0.7992627008243444
3.8;0.9205173129920031;0.932273011323818;0.9537806932874716;0.8654576070852602;0.8800089792760686;0.92160348300377
3.4;0.9105439218784668;0.9148262425231363;0.9489192020126896;0.8641559667382983;0.8622825633859124;0.9320321100446363
2.0;0.8247036687903039;0.8247036687903039;0.9089051423654962;0.6444360905805552;0.6444360905805552;0.8044466396860378
4.0;0.8933038404886386;0.8933038404886386;0.9220538873392916;0.8153445802148678;0.8153445802148678;0.8739196669363992
3.2;0.9263733481421746;0.9263733481421746;0.9577581481027857;0.9010212751014588;0.9010212751014588;0.9259722768536051
2.2;0.724412608902686;0.724412608902686;0.8470903932112098;0.6510783486021531;0.6510783486021531;0.7961995876509131
3.0;0.9384122779682283;0.9384122779682283;0.9695687382397031;0.9008816125996617;0.9008816125996617;0.9483908509868827
2.0;0.867249512051786;0.867249512051786;0.928579651101248;0.8234110837609963;0.8234110837609963;0.8944855297270521
0.6;0.8973041407439123;0.8973041407439123;0.9518775265730293;0.8594198786217876;0.8594198786217876;0.9234154742391367
3.2;0.934852031646476;0.934852031646476;0.9525736702205264;0.8888837652531467;0.8888837652531467;0.9194219735110399
3.6;0.9105772077588123;0.9105772077588123;0.9455346650158073;0.8472413547015979;0.8472413547015979;0.9047418085795277
1.0;0.8793131334273295;0.8793131334273295;0.9298023801753339;0.8376042730568131;0.8376042730568131;0.9057327686923913
1.8;0.8199287393532636;0.8199287393532636;0.9053903935723931;0.7802510475598707;0.7802510475598707;0.8936226021203917
2.8;0.8732609954410662;0.8732609954410662;0.9289718296198094;0.7996087804551206;0.7996087804551206;0.8775869887470353
2.8;0.86556076140925;0.8712209135016352;0.9177787205840616;0.7522170331723342;0.7636806186463051;0.8428706188337317
1.8;0.9243165661544754;0.9243165661544754;0.9483457664655438;0.845140689834602;0.845140689834602;0.9136798163682203
1.8;0.8401138479130191;0.8401138479130191;0.9091607596809681;0.8187264622234004;0.8187264622234004;0.9013594914593446
2.6;0.8704110600284612;0.8704110600284612;0.9345541831076364;0.8506450343504249;0.8506450343504249;0.912410946483064
1.4;0.8100011841419806;0.8100011841419806;0.8341236042600318;0.7731251312806194;0.7731251312806194;0.8180294415831693
3.0;0.8512917404504875;0.8512917404504875;0.9059531457560396;0.7899557741174438;0.7899557741174438;0.8511484490175265
0.6;0.8520514768637888;0.8520514768637888;0.9247964960145745;0.7658189398660011;0.7658189398660011;0.861684765551979
1.8;0.8292192550734132;0.8292192550734132;0.8926395374977488;0.7895480807415821;0.7895480807415821;0.8458443113439339
3.0;0.8636428865321205;0.8636428865321205;0.9098834714109891;0.8107363146472311;0.8107363146472311;0.892139732899862
3.0;0.9292998028925727;0.9202076962129012;0.9566012051833075;0.9056200153178529;0.89445943571867;0.9389445217965179
3.8;0.9612997570673887;0.9612997570673887;0.9787304856415681;0.9417440394579285;0.9417440394579285;0.966725218582538
2.4;0.9047670958894499;0.9047670958894499;0.9413842165378428;0.8614842719956101;0.8614842719956101;0.8986180725608263
3.6;0.9408977449025534;0.9408977449025534;0.9610718514917416;0.9310865852385449;0.9310865852385449;0.9529360026116783
2.8;0.8784711613643293;0.8784711613643293;0.9350033211506971;0.8276361256272756;0.8276361256272756;0.893690140949732
3.6;0.9415130352474195;0.9415135180219237;0.968766257702443;0.9009905275287725;0.8983495401294042;0.9371736792357398
3.0;0.9057979865038953;0.9152792955765534;0.9504219424164403;0.8602323051777384;0.8703582222942059;0.9213737451702215
0.0;0.717832558929829;0.717832558929829;0.8431345490468262;0.672251902086144;0.672251902086144;0.8243418853948298
0.0;0.8389656325189587;0.8389656325189587;0.9269184430124269;0.7554770487541056;0.7554770487541056;0.887324932699838
0.2;0.7846433274029107;0.7846433274029107;0.8896092112991191;0.7206876329514132;0.7206876329514132;0.8431578786058254
0.0;0.792605757510874;0.8189054280826308;0.9107392124049364;0.7107388978245314;0.7454776929153419;0.8638435372287592
0.2;0.7976949027823924;0.7976949027823924;0.8697350605506918;0.7667259160459196;0.7667259160459196;0.863015084087092
0.2;0.8289291230892127;0.8289291230892127;0.9128635336850915;0.796359809096398;0.796359809096398;0.8913872091324161
1.8;0.876849358414466;0.876849358414466;0.9032344762816791;0.7681810264643262;0.7681810264643262;0.8133453855803663
1.4;0.8556930088882754;0.8584414494316555;0.9026973925166714;0.8512925777201346;0.8522071188244892;0.900441165411976
1.8;0.8333044129978588;0.8333044129978588;0.8868827878218565;0.7463387536644813;0.7463387536644813;0.834525658362658
2.0;0.8799030232471367;0.8799030232471367;0.9333989108832752;0.7796677644772013;0.7796677644772013;0.8688620082338115
0.0;0.7870613337677539;0.7870613337677539;0.913511562639759;0.7817405291059853;0.7817405291059853;0.9112068853749897
0.8;0.8872896374646644;0.8872896374646644;0.9568282513471685;0.8513861645094382;0.8513861645094382;0.928736344343849
2.2;0.9018819680720487;0.8979892289301155;0.9314442476366607;0.8547910027639328;0.8510745973263341;0.8953270097551298
1.4;0.8747261135869056;0.873610227232397;0.900513888671849;0.8020169901211517;0.8028425841825119;0.8329836630300258
1.8;0.8806321753477295;0.8806321753477295;0.9369083839569854;0.8401014644294276;0.8401014644294276;0.9154353112703888
3.0;0.9115037243308739;0.9115037243308739;0.9621158114069341;0.8397779142883247;0.8397779142883247;0.9256760012900445
1.2;0.8984148311280626;0.8951753054758366;0.9412833278816243;0.77987246473979;0.8029454927468861;0.8657772715304314
0.2;0.7571778930779308;0.7571778930779308;0.8658235907122732;0.7215125749740942;0.7215125749740942;0.8315180792394443
0.2;0.8038210364444318;0.8038210364444318;0.9000879429309245;0.6995302230140567;0.6995302230140567;0.8404998472314423
0.6;0.8121181717144516;0.8121181717144516;0.8912754920616558;0.7223594382889462;0.7223594382889462;0.8327247693850227
0.2;0.7537271302664723;0.7537271302664723;0.8781592447926878;0.6926305124223384;0.6926305124223384;0.8362981775123314
0.2;0.7488889926988426;0.7488889926988426;0.8368671237893563;0.7293240637607927;0.7293240637607927;0.8282470446563346
0.0;0.7696973279865166;0.783521574200975;0.8937028019318642;0.7005411004955269;0.712312553534175;0.849106834615445
0.2;0.6935289358257876;0.6935289358257876;0.8553548767994447;0.6191164155341504;0.6191164155341504;0.807568931431135
0.2;0.7347842067795988;0.7347842067795988;0.8750688344258183;0.6698523205758605;0.6698523205758605;0.8333797274970536
2.0;0.8329589115843699;0.8329589115843699;0.8614290682353367;0.7825218378573792;0.7825218378573792;0.8066903198958877
2.8;0.9260363652167274;0.9260363652167274;0.9414672707119637;0.9010001557544303;0.9010001557544303;0.9057793116274958
2.0;0.6603636255826457;0.6603636255826457;0.8504486464243164;0.5548187537988218;0.5548187537988218;0.7784144226118919
4.0;0.936871292546729;0.936871292546729;0.9534929637850635;0.8996411279347298;0.8996411279347298;0.9327938542220622
3.0;0.8677180023895895;0.8677180023895895;0.9178609889872843;0.7906112766120618;0.7906112766120618;0.8611039668568994
3.2;0.8981525115305861;0.8981525115305861;0.9548245002039386;0.852191797150938;0.852191797150938;0.9264709395596489
1.6;0.8552083260052535;0.8552083260052535;0.9059259308213586;0.7953500302208811;0.7953500302208811;0.8551505904311559
2.4;0.8789469201472313;0.8789469201472313;0.9257049481537368;0.8119078141724683;0.8119078141724683;0.9127068882392619
3.2;0.8921991837919667;0.890402923692929;0.9276879089326471;0.8292749863962098;0.8249557521357892;0.8847298203505644
1.8;0.7655285244280398;0.7655285244280398;0.8140251821597398;0.5961737954580201;0.5961737954580201;0.7152637858601731
