Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;bioconceptvec_fasttext__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Sum;bioconceptvec_fasttext__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Sum
3.0;0.9961255847555025;0.9961255847555025;0.9923485894946906
3.0;0.9995345282515221;0.9995345282515221;0.9994687858200557
3.8;0.9995596365553462;0.9995596365553462;0.9981616018894165
2.4;0.9986952438068867;0.9986952438068867;0.9984603999181746
3.6;0.9993821276728045;0.9993821276728045;0.9995670777372704
2.8;0.9909501340984799;0.9909501340984799;0.9953054283410576
3.6;0.9973474412482846;0.9973474412482846;0.9973474412482846
3.0;0.9956282371337497;0.9956282371337497;0.998314862865897
0.0;0.9957582414938132;0.9957582414938132;0.9922745570996564
0.0;0.9988667135971023;0.9988667135971023;0.9984816180949109
0.2;0.9988305533749331;0.9988305533749331;0.9983049402863813
0.0;0.9914680960859255;0.9914680960859255;0.9937168510501798
0.2;0.994111235722207;0.994111235722207;0.9947807362412653
0.2;0.9965077455240094;0.9965077455240094;0.9987463673080426
1.8;0.9945653798264509;0.9945653798264509;0.9945198811820373
1.4;0.9978107508232325;0.9978107508232325;0.9956408201112964
1.8;0.9963838353995038;0.9963838353995038;0.9970025370012393
2.0;0.99942259694685;0.99942259694685;0.9991975397597601
0.0;0.9995066867542741;0.9995066867542741;0.999519999523642
0.8;0.9989487684816221;0.9989487684816221;0.9992601475866943
2.2;0.9951443171652864;0.9951443171652864;0.9949848640256148
1.4;0.995488731612546;0.995488731612546;0.9954159504341016
1.8;0.9988155547483141;0.9988155547483141;0.9982564957591183
3.0;0.9984074861651765;0.9984074861651765;0.9953608780027311
1.2;0.9991756991321965;0.9991756991321965;0.9983925897208198
0.2;0.9973529800363661;0.9973529800363661;0.9984919000950121
0.2;0.9991445481471183;0.9977182177636972;0.9935606654217457
0.6;0.9973855037509256;0.9973855037509256;0.9966648343107303
0.2;0.9971258436029519;0.9971258436029519;0.9965538680668039
0.2;0.996583271297067;0.996583271297067;0.9986683738892745
0.0;0.9986942580473982;0.9986942580473982;0.9973293072431172
0.2;0.996897183184951;0.996897183184951;0.9962485559894764
0.2;0.9990062012495473;0.9990062012495473;0.9944804386501687
2.0;0.9920180843929963;0.9920180843929963;0.9920180843929963
2.8;0.9971961367885589;0.9971961367885589;0.9971588309266676
2.0;0.9925755058792871;0.9925755058792871;0.9956223210119942
4.0;0.9989820723145311;0.9989820723145311;0.9991729363770397
3.0;0.9965688752760008;0.9965688752760008;0.9928900856415469
3.2;0.9993939520330947;0.9993939520330947;0.9993939520330947
1.6;0.9817003821614341;0.9817003821614341;0.9862262298330084
2.4;0.9987572427063892;0.9987504419634914;0.9984906514621605
3.2;0.9977742522476082;0.9977742522476082;0.9977742522476082
1.8;0.9965436591046132;0.9965436591046132;0.9734411017444297
