Human;LiMixed - Original;LiMixed - CTakes;LiMixed - Metamap;LiMixed - MetamapLite
3.0;0.14684264516171408;0.14684264516171408;0.11448111734306538;0.10322868170646601
1.2;0.10555719919258115;0.10555719919258115;0.15848281159507746;0.10718605934908293
0.2;0.0;0.0;0.0;0.0
0.2;0.0;0.0;0.0;0.0
0.6;0.0;0.0;0.0;0.0
0.2;0.0804225958280719;0.08287463794097694;0.08454353197408712;0.08287463794097694
0.2;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
0.2;0.0;0.0;0.0;0.0
0.2;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;0.0
2.8;0.2560520973171723;0.2560520973171723;0.2303210699425201;0.1565674638838513
2.0;0.11383544038126243;0.11881833171360517;0.08333331346511841;0.13411668943676408
4.0;0.4980304589267371;0.4622242419574506;0.39743588368097943;0.4622242419574506
3.0;0.14885663165502247;0.19696915408749127;0.11718130922687511;0.15923194496789006
3.2;0.23788424269765027;0.28928526576332236;0.21652035982731876;0.20733614935331046
1.6;0.06451612710952759;0.06451612710952759;0.06726506565546404;0.06627875442675238
2.4;0.12996995738088693;0.12996995738088693;0.08314344998025573;0.08627936095442157
3.2;0.2517731382092775;0.2517731382092775;0.23410894511799618;0.2517731382092775
1.8;0.0;0.0;0.0;0.0
