Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes
3.0;0.2754908885709446;0.2754908885709446;0.23643312187173018;0.23643312187173018;0.2595833648956706;0.2595833648956706;0.32579640049384534;0.32579640049384534;0.3361756855309711;0.3361756855309711
3.8;0.5017760138960239;0.427993948094437;0.4522670168666454;0.3768891807222045;0.48704072825540523;0.41256719743817466;0.5095007527831483;0.43616710228967526;0.5206693517676352;0.44888241532265033
2.4;0.4435126528773913;0.39643802145322943;0.20228869496966947;0.1517165212272521;0.3591716714549302;0.31031395608208195;0.4878780839699052;0.44201767826100824;0.5387563424323669;0.49552407331693105
3.6;0.38997103768139735;0.38555103320842143;0.345834250622541;0.3418817293789138;0.37013213804386486;0.3659136018311552;0.40248623264091965;0.39794958331246444;0.41461953989816674;0.41001643980298735
2.8;0.27975144247209416;0.27975144247209416;0.27975144247209416;0.27975144247209416;0.27975144247209416;0.27975144247209416;0.27975144247209416;0.27975144247209416;0.27975144247209416;0.27975144247209416
3.6;0.42053008516843654;0.41252333563560395;0.2727723627949905;0.2672612419124244;0.38729832701072525;0.37974193573487774;0.4623143266417039;0.4539530946120135;0.4681774723274126;0.45981831207282386
3.0;0.47176364298769613;0.47176364298769613;0.4216370213557839;0.4216370213557839;0.4437081174414275;0.4437081174414275;0.5179957006674674;0.5179957006674674;0.5367450401216932;0.5367450401216932
0.0;0.21538904354589256;0.21538904354589256;0.16692446522239712;0.16692446522239712;0.18501158640840715;0.18501158640840715;0.24362287322683318;0.24362287322683318;0.2153890435458925;0.2153890435458925
0.0;0.16787291667035048;0.16427963954623606;0.08528028654224416;0.0834057656228299;0.12624210285578372;0.12348420207127779;0.1946063281216361;0.19053405920952066;0.16787291667035048;0.16427963954623606
0.2;0.24869880669013858;0.24869880669013858;0.11547005383792514;0.11547005383792514;0.17722651267134448;0.17722651267134448;0.3268925341426517;0.3268925341426517;0.2851694792424345;0.2851694792424345
0.0;0.32366402245276676;0.317990771719789;0.1679842102263232;0.1649572197684645;0.2600680869025954;0.25543559870600147;0.360808106012172;0.3545515142107254;0.43172184821474413;0.42456852216563795
0.2;0.04891159880445184;0.04891159880445184;0.04891159880445184;0.04891159880445184;0.04891159880445184;0.04891159880445184;0.04891159880445184;0.04891159880445184;0.04891159880445184;0.04891159880445184
0.2;0.344775782748645;0.344775782748645;0.1873171623163388;0.1873171623163388;0.25724639027285545;0.25724639027285545;0.4668958209706085;0.4668958209706085;0.5415246252195373;0.5415246252195373
1.8;0.2007065206663311;0.14124348728728664;0.17928429140015903;0.11952286093343936;0.18917995850706396;0.12947925438513794;0.20861630498236178;0.14943463924421038;0.2007065206663311;0.14124348728728664
1.4;0.244414439097957;0.2072365062406116;0.07844645405527362;0.03922322702763681;0.19603791884327731;0.1579693065302609;0.27476781717885895;0.23834840725010814;0.2761299185951061;0.2400044279897431
1.8;0.09534625892455921;0.09534625892455921;0.09534625892455921;0.09534625892455921;0.09534625892455921;0.09534625892455921;0.09534625892455921;0.09534625892455921;0.09534625892455921;0.09534625892455921
2.0;0.15018785229652765;0.14638501094227999;0.15018785229652765;0.14638501094227999;0.15018785229652765;0.14638501094227999;0.15018785229652765;0.14638501094227999;0.15018785229652765;0.14638501094227999
0.0;0.31402634164146886;0.30865254026776584;0.21677749238102995;0.2130071614211525;0.2898955575259014;0.28490164228605774;0.32106619375358864;0.3155806012197753;0.31402634164146886;0.30865254026776584
0.8;0.2819063512790902;0.2745225296123623;0.22222222222222227;0.21629522817435007;0.26371651954347103;0.2567405611681842;0.28790742605747627;0.2803990367344809;0.2819063512790902;0.2745225296123623
2.2;0.36429022370690667;0.36429022370690667;0.2730094531159741;0.2730094531159741;0.32547271063086153;0.32547271063086153;0.38728907678423585;0.38728907678423585;0.36429022370690667;0.36429022370690667
1.4;0.2545024128079135;0.2545024128079135;0.0;0.0;0.1620287288026532;0.1620287288026532;0.30388886806100635;0.30388886806100635;0.2545024128079136;0.2545024128079136
1.8;0.45118799144387317;0.44218941443836857;0.27668578554642986;0.2706040365966954;0.40406417081185914;0.3956836183089956;0.4773947358768308;0.46817406316425053;0.525295209211117;0.516283915825099
3.0;0.5263824878457197;0.5263824878457197;0.45184805705753195;0.45184805705753195;0.49232362050804807;0.49232362050804807;0.5655642881571014;0.5655642881571014;0.597170704831712;0.597170704831712
1.2;0.3023502412827851;0.3023502412827851;0.26215206019559845;0.26215206019559845;0.2811864526434218;0.2811864526434218;0.31703274958709876;0.31703274958709876;0.3023502412827851;0.3023502412827851
0.2;0.3182020655835483;0.3182020655835483;0.12371791482634838;0.12371791482634838;0.24680013279773977;0.24680013279773977;0.3598644797034899;0.3598644797034899;0.3182020655835483;0.3182020655835483
0.2;0.08962490078406837;0.08962490078406837;0.0;0.0;0.04877098406800424;0.04877098406800424;0.1133336051272849;0.1133336051272849;0.08962490078406835;0.08962490078406835
0.6;0.197645151754189;0.197645151754189;0.0917662935482247;0.0917662935482247;0.1328866878094598;0.1328866878094598;0.2594009610941409;0.2594009610941409;0.2853185583672692;0.2853185583672692
0.2;0.22845197418063642;0.2711692686955253;0.18057877962865385;0.22645540682891918;0.19851069715398967;0.24327153148308622;0.26059101199227824;0.3008827505555164;0.22845197418063637;0.27116926869552527
0.2;0.23854236937554274;0.23854236937554274;0.10050378152592121;0.10050378152592121;0.18774706894369553;0.18774706894369553;0.26543771965701307;0.26543771965701307;0.30506729431153135;0.30506729431153135
0.0;0.17374231151565833;0.17374231151565833;0.05337605126836238;0.05337605126836238;0.13434849272384733;0.13434849272384733;0.20160484642287727;0.20160484642287727;0.17374231151565833;0.17374231151565833
0.2;0.4251880205624012;0.4251880205624012;0.25048971643405976;0.25048971643405976;0.3523807320446983;0.3523807320446983;0.4828180587497366;0.4828180587497366;0.45807393862361445;0.45807393862361445
0.2;0.26488638416750443;0.2028068940709242;0.18973665961010275;0.12649110640673517;0.2307161958859337;0.16785084267407704;0.2866556009068615;0.22521321571890157;0.26488638416750443;0.2028068940709242
2.0;0.13936622636906523;0.13936622636906523;0.0;0.0;0.07269280952017412;0.07269280952017412;0.18721981099271706;0.18721981099271706;0.13936622636906523;0.13936622636906523
2.8;0.31757651193598047;0.31757651193598047;0.2214037213850238;0.2214037213850238;0.27452492771299986;0.27452492771299986;0.34682498079019486;0.34682498079019486;0.3175765119359804;0.3175765119359804
2.0;0.36369729144056145;0.3528289881995453;0.23094010767585027;0.22360679774997896;0.31707958203403613;0.30732317850891183;0.3875371998049026;0.37621382248019136;0.367186434574041;0.35631085231230525
4.0;0.5371332120518114;0.5371332120518114;0.45643546458763845;0.45643546458763845;0.5081527009796406;0.5081527009796406;0.5482177687413695;0.5482177687413695;0.5371332120518114;0.5371332120518114
3.0;0.30917577243352784;0.30917577243352784;0.29019050004400465;0.29019050004400465;0.29687451710409235;0.29687451710409235;0.32122530394144816;0.32122530394144816;0.3458572319330373;0.3458572319330373
3.2;0.5600172684617054;0.5600172684617054;0.4629100498862757;0.4629100498862757;0.5385309789461602;0.5385309789461602;0.5656703969000338;0.5656703969000338;0.5600172684617054;0.5600172684617054
1.6;0.22370738333404738;0.22370738333404738;0.14673479641335552;0.14673479641335552;0.17914303782511037;0.17914303782511037;0.2609891643214707;0.2609891643214707;0.22370738333404738;0.22370738333404738
2.4;0.2279211529192759;0.22291128503014115;0.2279211529192759;0.22291128503014115;0.2279211529192759;0.22291128503014115;0.2279211529192759;0.22291128503014115;0.2279211529192759;0.22291128503014115
3.2;0.44471926271614665;0.43312400634788245;0.3402069087198859;0.33113308926626095;0.4029713866971478;0.3923238987672686;0.49382553768080045;0.48149809594243975;0.5058864276886852;0.49322922564155736
1.8;0.09556065543814671;0.09556065543814671;0.0;0.0;0.041493663096056156;0.041493663096056156;0.14641250674868583;0.14641250674868583;0.09556065543814671;0.09556065543814671
