Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Average
0.3333333333333333;0.5835197424573699;0.5823869898396771;0.7769258285416757
0.3333333333333333;0.6126829458924434;0.6102926844678795;0.7985497113892823
0.0;0.4334500719689382;0.4334500719689382;0.6954086013622257
0.0;0.6034889599929754;0.5701277354965307;0.7782167795923791
0.0;0.1444023124585471;0.1444023124585471;0.36622442428747687
1.0;0.47400432713733215;0.47400432713733215;0.7604685400840654
0.0;0.23273343687142203;0.23833534043256388;0.40073907926864233
0.0;0.362595336327514;0.362595336327514;0.5074559351179029
0.0;0.41208235188123704;0.41208235188123704;0.7713321635122962
0.6666666666666666;0.560003881622674;0.5625521137246842;0.7611532693052085
0.0;0.3487209154700758;0.38073650739080295;0.6623148701280047
0.0;0.5563523068196771;0.5684225453145285;0.7663622923619313
0.6666666666666666;0.38148309020464005;0.38148309020464005;0.5587871148805299
0.0;0.23227744519785917;0.23227744519785917;0.546665636590494
0.0;0.2825247225592369;0.28366137911427436;0.4799739674837455
0.6666666666666666;0.5019986226205383;0.5019986226205383;0.7059545846306863
0.3333333333333333;0.3585946952138637;0.3585946952138637;0.6075546448947972
0.0;0.29995087282850413;0.29995087282850413;0.3902414990760075
0.3333333333333333;0.31463153749464945;0.31463153749464945;0.5408619790140616
0.3333333333333333;0.47899066348414165;0.47035539290989287;0.5843055094755982
0.0;0.35448297680003565;0.35448297680003565;0.45195936545471316
1.0;0.6475073075228607;0.6475073075228607;0.8467606940263139
0.0;0.34215548022177683;0.3258029767504363;0.6008952572382098
0.3333333333333333;0.45977959774484783;0.46252838994342754;0.7137383758200035
0.6666666666666666;0.3900661574117518;0.3901483841626716;0.47204252905284083
0.0;0.30832863540944033;0.30832863540944033;0.5223736992629486
0.0;0.23783704513186626;0.24913212740057766;0.525189220152689
0.3333333333333333;0.35229156705851405;0.35229156705851405;0.3337667431962364
0.0;0.4272206439555156;0.4272206439555156;0.6346403069090482
1.0;0.4539413772216049;0.4539413772216049;0.664654889602372
0.0;0.44504715946534384;0.44504715946534384;0.5282862191897868
0.0;0.400003404448675;0.400003404448675;0.5058659848985883
0.3333333333333333;0.4398254103706333;0.4398254103706333;0.6220667540973187
0.0;0.3624385710900564;0.3624385710900564;0.3144612445251061
0.3333333333333333;0.11043073845386575;0.10899820232066572;0.27439615005108886
0.0;0.12862862279006115;0.12862862279006115;0.3794473941375413
0.0;0.15955461741936997;0.16056160632479963;0.41696657419414923
0.3333333333333333;0.5899354224467749;0.5899354224467749;0.6758088877774895
1.0;0.6628597470475357;0.6628597470475357;0.6611643873416942
0.0;0.4303580654803301;0.4303580654803301;0.5537130020942437
0.3333333333333333;0.4732786959730833;0.4732786959730833;0.726176709210051
0.6666666666666666;0.5145561681515803;0.5145561681515803;0.7384736484713467
0.0;0.27096243988548147;0.3016826898164957;0.45300132817889155
0.6666666666666666;0.5692693663450231;0.5692693663450231;0.7113797414466531
1.0;0.7000924100946894;0.7000924100946894;0.8453225712375123
0.0;0.4985277238778302;0.4985277238778302;0.6896674862231577
0.0;0.3431842791477478;0.3431842791477478;0.555205510775485
0.0;0.2522980898859663;0.25203769775867824;0.5094713248993056
0.0;0.17854499670820528;0.17854499670820528;0.34845883543749734
0.6666666666666666;0.4643127549027024;0.4651532032360185;0.5129876864154297
0.3333333333333333;0.20345385582803188;0.20345385582803188;0.5220266671675892
1.0;0.45535921520988926;0.45535921520988926;0.6659579891901587
0.6666666666666666;0.4558151081683399;0.5267278210664715;0.7353426935076002
0.3333333333333333;0.48689877212571875;0.48689877212571875;0.5211929396887462
0.3333333333333333;0.5218630703427857;0.5238665732460389;0.6950834123164498
0.0;0.3023992323707597;0.3023992323707597;0.5488834546001194
0.3333333333333333;0.3669641779976823;0.3669641779976823;0.6333841639121442
0.0;0.31896141359713576;0.31896141359713576;0.4334128035531435
0.0;0.10969801460651704;0.10969801460651704;0.39906690021826513
0.0;0.3970677034861768;0.3970677034861768;0.6343628720470592
0.3333333333333333;0.3242807557535515;0.3242807557535515;0.5344616228688519
0.3333333333333333;0.4838886402044232;0.508112427844919;0.6905106097986037
0.6666666666666666;0.6491032233512053;0.6491032233512053;0.7071506216741379
0.3333333333333333;0.34434864224895023;0.34434864224895023;0.5226209051176363
0.0;0.4118619523574813;0.4118619523574813;0.7000500142317887
0.3333333333333333;0.13914330975499237;0.12581463477824062;0.32191975453415916
0.0;0.04290300366309676;0.04290300366309676;0.19769298745831393
0.0;0.5329970922633798;0.5329970922633798;0.7090496849650298
0.0;0.5612600512537047;0.5124899880583501;0.7315467287571877
0.0;0.39837440717316397;0.39837440717316397;0.6492397861345747
0.3333333333333333;0.5371453873978882;0.5371453873978882;0.653231542730616
0.0;0.3621831926875617;0.38867130500540836;0.653443520828962
0.0;0.20682307359950838;0.20682307359950838;0.41943075342757213
0.3333333333333333;0.40007240000937017;0.40007240000937017;0.6863583992026496
0.3333333333333333;0.5355794270760451;0.5344351672701626;0.690025950242043
1.0;0.6864761649158763;0.6864761649158763;0.7602963485619427
0.0;0.2423258239339578;0.2883702841108875;0.4351274071244126
0.0;0.3067456257358615;0.3067456257358615;0.5957008086458775
0.3333333333333333;0.5301174313950774;0.6261509214562596;0.7516559841013443
0.0;0.35599626010167235;0.3401403576045896;0.6139356248904356
0.3333333333333333;0.540065113470803;0.5505973358089569;0.7125580523001449
0.3333333333333333;0.5645674607066186;0.5645674607066186;0.6999576812901247
0.3333333333333333;0.2208438487548985;0.2208438487548985;0.5780635133194718
0.6666666666666666;0.5667444690577033;0.5667444690577033;0.7362248320673311
0.0;0.4266461294850283;0.4266461294850283;0.5827141363911198
0.0;0.474156837787168;0.474156837787168;0.6813768814108203
0.0;0.2527256293847524;0.2527256293847524;0.4574539141069217
0.0;0.297087385640181;0.297087385640181;0.5159582301118185
