Human;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.0;0.9588826664386355;0.9588826664386355;0.9722208899146527;0.8581163303210331;0.8581163303210331;0.8970852271450606;0.920931857196953;0.920931857196953;0.9464062328460143;0.974748001262636;0.974748001262636;0.9828247496187742;0.9588826664386355;0.9588826664386355;0.9722208899146527
0.5;0.4980802786390715;0.4980802786390715;0.599166090505315;0.0;0.0;0.2946278254943948;0.38609601430024365;0.38609601430024365;0.5168801359191129;0.5316296667504666;0.5316296667504666;0.6304301661753128;0.4980802786390715;0.4980802786390715;0.599166090505315
3.0;0.8072433232696172;0.8072433232696172;0.7784962463807682;0.5554342653401613;0.5554342653401613;0.5577109385180498;0.7675004352898233;0.7675004352898233;0.7405692959551087;0.8178705087439364;0.8178705087439364;0.7890539733601178;0.8072433232696172;0.8072433232696172;0.7784962463807682
4.1;0.900788075716021;0.900788075716021;0.9082869469213275;0.8153742483272114;0.8153742483272114;0.85106449634699;0.8724860403880645;0.8724860403880645;0.8894151420826744;0.9114142075514142;0.9114142075514142;0.9153311642369841;0.900788075716021;0.900788075716021;0.9082869469213275
3.5;0.9907955459535791;0.9907955459535791;0.9243351564787664;0.8528028654224417;0.8528028654224417;0.7701540462154054;0.9775088589287172;0.9775088589287172;0.9021545736658567;0.9927949634350519;0.9927949634350519;0.9290375168942336;0.9907955459535791;0.9907955459535791;0.9243351564787664
4.0;0.9721377225215599;0.9721377225215599;0.975176547438829;0.925089935476782;0.925089935476782;0.933624235740937;0.9627220521957094;0.9627220521957094;0.9668357974514421;0.974091682630852;0.974091682630852;0.9769139426839257;0.9721377225215599;0.9721377225215599;0.975176547438829
2.5;0.790223484939719;0.790223484939719;0.7735667773588677;0.5562939111665911;0.5562939111665911;0.5938156952201644;0.7492364454006657;0.7492364454006657;0.7381684884206552;0.8031652075088164;0.8031652075088164;0.7876385193556381;0.790223484939719;0.790223484939719;0.7735667773588677
4.0;0.9567404166953508;0.9567404166953508;0.9526469369569676;0.917463421851129;0.917463421851129;0.9231861823449954;0.9530996753244386;0.9530996753244386;0.9498308811511766;0.9573543293357208;0.9573543293357208;0.9531258239875965;0.9567404166953508;0.9567404166953508;0.9526469369569676
4.0;0.8850229388886444;0.8850229388886444;0.8712291119790693;0.7409585736349483;0.7409585736349483;0.7463904912524668;0.8595621946716353;0.8595621946716353;0.8468181353183056;0.8910680721576375;0.8910680721576375;0.8774405744288913;0.8850229388886444;0.8850229388886444;0.8712291119790693
4.1;0.8371085074042474;0.8371085074042474;0.8580349381400201;0.769800358919501;0.769800358919501;0.8140915784106942;0.8097944552671807;0.8097944552671807;0.8401915388504079;0.851050317293979;0.851050317293979;0.867034676588706;0.8371085074042474;0.8371085074042474;0.8580349381400201
4.0;0.9255551222198802;0.9255551222198802;0.8448725955792671;0.8888888888888888;0.8888888888888888;0.7888106377466154;0.9087710335345233;0.9087710335345233;0.81323539430118;0.9336763095033056;0.9336763095033056;0.8708847470771993;0.9255551222198802;0.9255551222198802;0.8448725955792671
3.0;0.9203039382670672;0.9203039382670672;0.9106006004185382;0.7468160448149386;0.7468160448149386;0.7824758900557375;0.8926129140546489;0.8926129140546489;0.8895393246088387;0.9287060859123771;0.9287060859123771;0.917066593529708;0.9203039382670672;0.9203039382670672;0.9106006004185382
4.0;0.9435922699897703;0.9435922699897703;0.8649776473793126;0.8183879352825012;0.8183879352825012;0.7614311298414659;0.897539075974003;0.897539075974003;0.8232447237824059;0.968789051025585;0.968789051025585;0.8922357751970945;0.9435922699897703;0.9435922699897703;0.8649776473793126
3.0;0.906725720611522;0.906725720611522;0.8760401689309648;0.7627700713964739;0.7627700713964739;0.7500000000000001;0.8648002560125376;0.8648002560125376;0.8389446645298038;0.9285169448026561;0.9285169448026561;0.8960286262670643;0.906725720611522;0.906725720611522;0.8760401689309648
4.5;0.9578362111930658;0.9578362111930658;0.9535835365235371;0.9253601711329201;0.9253601711329201;0.9284944150777122;0.9518445562326227;0.9518445562326227;0.9489520975429195;0.9602024581531905;0.9602024581531905;0.955415091129834;0.9578362111930658;0.9578362111930658;0.9535835365235371
3.5;0.9218761161759409;0.9218761161759409;0.9219373631655744;0.8249579113843053;0.8249579113843053;0.8362420100070909;0.8728019860817281;0.8728019860817281;0.8753992285735666;0.9598122177332605;0.9598122177332605;0.960617840652743;0.9218761161759409;0.9218761161759409;0.9219373631655744
3.5;0.7007788739952749;0.7007788739952749;0.6206031816330886;0.25819888974716115;0.25819888974716115;0.34668762264076824;0.6196213504367517;0.6196213504367517;0.5589683739205621;0.7191174949322994;0.7191174949322994;0.638934710539563;0.7007788739952749;0.7007788739952749;0.6206031816330886
3.0;0.9383687464682997;0.9383687464682997;0.9323627589102463;0.7858252779857413;0.7858252779857413;0.8113480845393759;0.9097881534540263;0.9097881534540263;0.9066302586077952;0.9459584900659573;0.9459584900659573;0.9413154908225292;0.9383687464682997;0.9383687464682997;0.9323627589102463
3.5;0.9672494071218712;0.9672494071218712;0.9589952297319906;0.884651736929383;0.884651736929383;0.8980265101338746;0.954757984801758;0.954757984801758;0.9496348781135637;0.9706547217647457;0.9706547217647457;0.9615593102460811;0.9672494071218712;0.9672494071218712;0.9589952297319906
4.0;0.9801578677309991;0.9801578677309991;0.9838860086966241;0.9668009539030813;0.9668009539030813;0.9730618248952598;0.9767536695349529;0.9767536695349529;0.9811278401298985;0.9812068617981523;0.9812068617981523;0.9847357149851604;0.9801578677309991;0.9801578677309991;0.9838860086966241
4.0;0.9729761990992775;0.9729761990992775;0.9799276605275649;0.9335638713962128;0.9335638713962128;0.9509474618867318;0.9660502973586921;0.9660502973586921;0.9748488429716231;0.9743893675286635;0.9743893675286635;0.9809613455464121;0.9729761990992775;0.9729761990992775;0.9799276605275649
4.0;0.9637406362847925;0.9637406362847925;0.9404275466648352;0.8894991799933215;0.8894991799933215;0.8767140075192092;0.960980703031034;0.960980703031034;0.9378960594131742;0.9639156422231391;0.9639156422231391;0.9405920651197328;0.9637406362847925;0.9637406362847925;0.9404275466648352
3.0;0.7862310732901469;0.7862310732901469;0.7976886776542187;0.5714285714285714;0.5714285714285714;0.6063390625908325;0.7556462837515949;0.7556462837515949;0.7645819908311607;0.7951501426160225;0.7951501426160225;0.8156831745929204;0.7862310732901469;0.7862310732901469;0.7976886776542187
2.5;0.8853062963355718;0.8853062963355718;0.9006154107045936;0.6928203230275508;0.6928203230275508;0.7372097807744858;0.8383584714003319;0.8383584714003319;0.860686228267562;0.8984322812847663;0.8984322812847663;0.9118159651645913;0.8853062963355718;0.8853062963355718;0.9006154107045936
2.5;0.5392595815065044;0.5569711266166578;0.6128596958331192;0.3265986323710904;0.31622776601683794;0.45;0.48527832661705583;0.49529173340763843;0.5668779588796683;0.5554974136817129;0.5750910910431661;0.6298699152459305;0.5392595815065044;0.5569711266166578;0.6128596958331192
3.0;0.8488930286988388;0.8488930286988388;0.8057913191918514;0.6666666666666666;0.6666666666666666;0.6666666666666667;0.8073094942744095;0.8073094942744095;0.7732312622930356;0.8705336932389197;0.8705336932389197;0.8229442971538115;0.8488930286988388;0.8488930286988388;0.8057913191918514
0.0;0.5603297887556532;0.5603297887556532;0.5561697793277843;0.0;0.0;0.14285714285714285;0.3285729742668491;0.3285729742668491;0.39277679973270113;0.6759657411206629;0.6759657411206629;0.6393009048925976;0.5603297887556532;0.5603297887556532;0.5561697793277843
4.25;0.831181468093384;0.831181468093384;0.8604132005879607;0.7216878364870323;0.7216878364870323;0.7863570994927849;0.7933364620036486;0.7933364620036486;0.8348647334500339;0.8461924625814938;0.8461924625814938;0.8705526516064478;0.831181468093384;0.831181468093384;0.8604132005879609
3.0;0.8473352874195517;0.8473352874195517;0.8565208592017995;0.558156305651438;0.558156305651438;0.6305926250944657;0.7541502766142764;0.7541502766142764;0.7829502052578458;0.8941595793363457;0.8941595793363457;0.8941666956158617;0.8473352874195517;0.8473352874195517;0.8565208592017995
3.0;0.889945017093657;0.889945017093657;0.8570996936299657;0.7115124735378853;0.7115124735378853;0.710046946804693;0.8419020890252196;0.8419020890252196;0.8170449558500024;0.9092041895242472;0.9092041895242472;0.8732796704023367;0.889945017093657;0.889945017093657;0.8570996936299657
4.0;0.8711117101399667;0.8711117101399667;0.7888081399328428;0.7035264706814485;0.7035264706814485;0.6210590034081188;0.8082621887580421;0.8082621887580421;0.7266474960658377;0.9103280238923488;0.9103280238923488;0.8288327068834862;0.8711117101399667;0.8711117101399667;0.7888081399328428
0.0;0.5302577000790507;0.5302577000790507;0.5963781658558278;0.085183541999992;0.085183541999992;0.2898550724637681;0.4415130004077938;0.4415130004077938;0.5288295140183938;0.5531233993388054;0.5531233993388054;0.6202184712783028;0.5302577000790506;0.5302577000790506;0.5963781658558278
3.5;0.8787011651040371;0.8787011651040371;0.8551246611668264;0.7170016393468321;0.7170016393468321;0.7377180261163282;0.832028283572566;0.832028283572566;0.8207184352021057;0.8967441033608458;0.8967441033608458;0.868603558424523;0.8787011651040371;0.8787011651040371;0.8551246611668263
1.0;0.6071390216181577;0.6009615626449362;0.6504661131157777;0.19999999999999996;0.19069251784911848;0.36380343755449945;0.4219132558226441;0.4096678919773494;0.5209834273760864;0.7175720783117598;0.7192586397484813;0.729810074942067;0.6071390216181577;0.6009615626449363;0.6504661131157777
0.0;0.5956522737532983;0.5956522737532983;0.6254457656763529;0.14126448280440332;0.14126448280440332;0.2553769592276246;0.4259702082578119;0.4259702082578119;0.4916036875836845;0.6777947432900665;0.6777947432900665;0.6872379544607858;0.5956522737532981;0.5956522737532981;0.6254457656763527
1.5;0.6053871716063388;0.6053871716063388;0.608660050048984;0.4999999999999999;0.4999999999999999;0.5161854012087639;0.5548341890428629;0.5548341890428629;0.5603587680598984;0.6338156650070255;0.6338156650070255;0.6403092210249345;0.6053871716063388;0.6053871716063388;0.608660050048984
3.6;0.7290502924109074;0.7290502924109074;0.772678917218533;0.5853694070049636;0.5853694070049636;0.6842105263157894;0.6822515982257333;0.6822515982257333;0.7442951353791518;0.7460998881488573;0.7460998881488573;0.7828366757193896;0.7290502924109074;0.7290502924109074;0.772678917218533
3.0;0.8425480537141046;0.8425480537141046;0.8843330678377472;0.6923076923076924;0.6923076923076924;0.7777777777777779;0.8025280972429292;0.8025280972429292;0.8558152488453109;0.865694005857048;0.865694005857048;0.9009081001240272;0.8425480537141046;0.8425480537141046;0.8843330678377472
3.0;0.8834941744383401;0.8834941744383401;0.8702667817843688;0.7756315349925288;0.7756315349925288;0.7699188535494524;0.8431382401146417;0.8431382401146417;0.8343832490333625;0.9030119853705112;0.9030119853705112;0.8867697269221367;0.8834941744383401;0.8834941744383401;0.8702667817843688
5.0;0.9578794175075707;0.9578794175075707;0.9400886460292015;0.8888888888888888;0.8888888888888888;0.8970852271450606;0.9241642292605982;0.9241642292605982;0.9189968458248718;0.9759730447779511;0.9759730447779511;0.9516161745337604;0.9578794175075707;0.9578794175075707;0.9400886460292015
3.5;0.6889357407397126;0.6889357407397126;0.7022947325004685;0.5720775535473553;0.5720775535473553;0.6262242910851494;0.6470404281858786;0.6470404281858786;0.6751150947094002;0.705083712103734;0.705083712103734;0.7127595642653627;0.6889357407397128;0.6889357407397128;0.7022947325004685
0.0;0.30105771279187826;0.30105771279187826;0.4311709233221219;0.0;0.0;0.20180183819889375;0.21192253209433268;0.21192253209433268;0.3612682976403673;0.33153364029655746;0.33153364029655746;0.4563616281571537;0.30105771279187826;0.30105771279187826;0.4311709233221219
4.0;0.8238503647402966;0.8238503647402966;0.7534366172659898;0.7006490497453707;0.7006490497453707;0.6482037235521644;0.7653804495925275;0.7653804495925275;0.7026863778769565;0.856216705254461;0.856216705254461;0.7828026012067129;0.8238503647402968;0.8238503647402968;0.7534366172659899
4.5;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959;0.9534625892455924;0.9534625892455924;0.9660917830792959
3.0;0.8388163740411246;0.8388163740411246;0.8432796945073502;0.6929348671835833;0.6929348671835833;0.720603758577672;0.8020151935917108;0.8020151935917108;0.8132504867037953;0.8500275868012624;0.8500275868012624;0.8522837425882926;0.8388163740411244;0.8388163740411244;0.8432796945073502
3.5;0.8640651343719347;0.8640651343719347;0.7984189979029153;0.8190283593479223;0.8190283593479223;0.74564371920144;0.8581903724761637;0.8581903724761637;0.7849925964627829;0.8651182583045612;0.8651182583045612;0.803587715013904;0.8640651343719347;0.8640651343719347;0.7984189979029153
4.0;0.9058110567296669;0.9058110567296669;0.9197743844978521;0.8751788784110126;0.8751788784110126;0.8939165274178948;0.8967000891105601;0.8967000891105601;0.9120972619727222;0.9080843797041938;0.9080843797041938;0.9216861911301167;0.9058110567296669;0.9058110567296669;0.9197743844978521
3.0;0.9398776221252818;0.9398776221252818;0.9439449502700142;0.8864052604279183;0.8864052604279183;0.894427190999916;0.917650278057636;0.917650278057636;0.9233375330267183;0.949489405847536;0.949489405847536;0.9528817974788915;0.9398776221252818;0.9398776221252818;0.9439449502700142
3.0;0.8021688031883876;0.8021688031883876;0.7905033044825961;0.5860942701532693;0.5860942701532693;0.6205463669167962;0.7553047105326357;0.7553047105326357;0.7493291093765259;0.8166532927269058;0.8166532927269058;0.8057059190197144;0.8021688031883875;0.8021688031883875;0.7905033044825961
3.5;0.9215054674298029;0.9215054674298029;0.9044485971262639;0.8249579113843053;0.8249579113843053;0.8362420100070909;0.8969401033423525;0.8969401033423525;0.8871189383274546;0.9294703245844259;0.9294703245844259;0.9100545284056989;0.9215054674298029;0.9215054674298029;0.9044485971262639
2.5;0.7563683201879916;0.7563683201879916;0.7561054214986146;0.19446111706564934;0.19446111706564934;0.3256694736394648;0.6528674888400251;0.6528674888400251;0.6657368744950658;0.7842894540157898;0.7842894540157898;0.7855626279162042;0.7563683201879916;0.7563683201879916;0.7561054214986146
3.5;0.8693061869552673;0.8693061869552673;0.8625910067641148;0.7484551991837489;0.7484551991837489;0.7761140001162655;0.8280010065959779;0.8280010065959779;0.8328385153365415;0.8859386096513665;0.8859386096513665;0.8746930065297024;0.8693061869552673;0.8693061869552673;0.8625910067641148
3.5;0.6778924171581493;0.6778924171581493;0.6851196381460385;0.21320071635561041;0.21320071635561041;0.38177085778546666;0.6271452040965823;0.6271452040965823;0.6365350074300946;0.6873780290675723;0.6873780290675723;0.7070521448040192;0.6778924171581493;0.6778924171581493;0.6851196381460385
3.0;0.7223830643836799;0.7223830643836799;0.7201171010205756;0.5636018619766345;0.5636018619766345;0.59336610396393;0.6955085113561024;0.6955085113561024;0.6934814453582221;0.7289781154739092;0.7289781154739092;0.7310297848433148;0.7223830643836799;0.7223830643836799;0.7201171010205756
4.5;0.8905667994793469;0.8905667994793469;0.681419133117908;0.7216878364870323;0.7216878364870323;0.4803844614152615;0.845595883738954;0.845595883738954;0.6149465327323752;0.9095021017097311;0.9095021017097311;0.7088508803730758;0.8905667994793469;0.8905667994793469;0.681419133117908
2.5;0.6584335720125424;0.6787117256275633;0.696794871571543;0.36514837167011077;0.37796447300922725;0.48;0.5751435970415786;0.5940280422034404;0.6293290600689146;0.6919040170139387;0.7125578869374624;0.7263182675697097;0.6584335720125424;0.6787117256275633;0.696794871571543
3.5;0.8094260072232426;0.8094260072232426;0.8106174117597729;0.5520524474738834;0.5520524474738834;0.600099198148979;0.7421008350659715;0.7421008350659715;0.7531650310437705;0.8324831280762787;0.8324831280762787;0.8310266100335761;0.8094260072232426;0.8094260072232426;0.8106174117597729
3.0;0.8595268797655028;0.8595268797655028;0.8161199885649932;0.7474093186836597;0.7474093186836597;0.7180491222126322;0.8415727738126193;0.8415727738126193;0.7967456350082509;0.864147475076054;0.864147475076054;0.822269940617381;0.8595268797655028;0.8595268797655028;0.8161199885649932
2.5;0.8918000449915796;0.8918000449915796;0.8983901415803465;0.5940885257860046;0.5940885257860046;0.629940788348712;0.8290130520723575;0.8290130520723575;0.8382056003511053;0.9077787871418794;0.9077787871418794;0.9149064360434613;0.8918000449915796;0.8918000449915796;0.8983901415803465
4.0;0.8629889468994281;0.8629889468994281;0.8211337363429235;0.7108186533109108;0.7108186533109108;0.7064172571013566;0.8297999310428715;0.8297999310428715;0.7958021689168593;0.8762645895163853;0.8762645895163853;0.8315147476716648;0.8629889468994281;0.8629889468994281;0.8211337363429235
3.5;0.8640408647242428;0.8640408647242428;0.7934459921631551;0.8215838362577491;0.8215838362577491;0.7514691493021793;0.8366744879810404;0.8366744879810404;0.7653492429063916;0.8878028644391676;0.8878028644391676;0.821195472264752;0.8640408647242428;0.8640408647242428;0.7934459921631551
3.5;0.8229708323065594;0.8229708323065594;0.7590595923115566;0.6158682183004172;0.6158682183004172;0.5556091469853388;0.7826097477255688;0.7826097477255688;0.7057880783682917;0.8327949797789972;0.8327949797789972;0.7768052911563478;0.8229708323065594;0.8229708323065594;0.7590595923115565
3.0;0.8382614764441023;0.8382614764441023;0.8467148426623945;0.7027494842451594;0.7027494842451594;0.7438497575219386;0.8095224227477401;0.8095224227477401;0.8257728721843475;0.847447865174647;0.847447865174647;0.8534544465382881;0.8382614764441023;0.8382614764441023;0.8467148426623945
2.5;0.9342476523218385;0.9342476523218385;0.9420670815722815;0.8104432008587533;0.8104432008587533;0.8340576562282991;0.9078492548036282;0.9078492548036282;0.9190513864375698;0.9405056362899336;0.9405056362899336;0.9475246613264926;0.9342476523218385;0.9342476523218385;0.9420670815722815
4.0;0.8606112951087875;0.8606112951087875;0.8780442443390991;0.7627700713964739;0.7627700713964739;0.8140915784106942;0.8185760943034198;0.8185760943034198;0.8506046531817879;0.8812449195096698;0.8812449195096698;0.8915201870448567;0.8606112951087875;0.8606112951087875;0.8780442443390991
3.5;0.5322701526845751;0.5804242791553611;0.6820628171185815;0.25819888974716115;0.3418817293789138;0.5345224838248488;0.44279195824094014;0.5028925493883575;0.6380754614198496;0.5679379588569701;0.6113209958532939;0.6969177012592771;0.5322701526845751;0.5804242791553611;0.6820628171185815
2.5;0.7583656111258203;0.7620984845660059;0.702684867630541;0.5590169943749475;0.5270462766947299;0.5185629788417315;0.7094375254384072;0.7037677421550362;0.6466243091183176;0.7794828888140958;0.7855176010039912;0.7301360714026959;0.7583656111258203;0.7620984845660059;0.702684867630541
2.5;0.851745084137117;0.851745084137117;0.8737257238451267;0.6929348671835833;0.6929348671835833;0.7409585736349483;0.8114458858933179;0.8114458858933179;0.8400929054721975;0.8634146992601511;0.8634146992601511;0.8834509841469353;0.851745084137117;0.851745084137117;0.8737257238451267
5.0;0.9672010114591317;0.9672010114591317;0.9461024277999394;0.8888888888888888;0.8888888888888888;0.8006407690254358;0.9474042971979864;0.9474042971979864;0.9043764988003715;0.9817978037840694;0.9817978037840694;0.9685115255293224;0.967201011459132;0.967201011459132;0.9461024277999394
4.25;0.8414997809977133;0.8414997809977133;0.8588056071985339;0.8120207067920382;0.8120207067920382;0.8398108903270067;0.8311289695933405;0.8311289695933405;0.8521219497467942;0.8429732211544473;0.8429732211544473;0.8597541487605415;0.8414997809977133;0.8414997809977133;0.8588056071985339
2.5;0.8029105642797769;0.8029105642797769;0.7468618833131796;0.5000000000000001;0.5000000000000001;0.5270462766947299;0.7182704921552211;0.7182704921552211;0.6849639410935761;0.8404445986386775;0.8404445986386775;0.7742627915306;0.8029105642797769;0.8029105642797769;0.7468618833131796
2.95;0.9114614002521825;0.9114614002521825;0.9272521273011655;0.6666666666666667;0.6666666666666667;0.7333333333333333;0.8883947213498443;0.8883947213498443;0.9088907377155111;0.9164635235792373;0.9164635235792373;0.9312465651062128;0.9114614002521825;0.9114614002521825;0.9272521273011655
3.0;0.9080021528884246;0.9080021528884246;0.9251844368698718;0.8248900219951122;0.8248900219951122;0.8588691885909219;0.8953487958820092;0.8953487958820092;0.9149998980982492;0.9105679128871608;0.9105679128871608;0.9272535224620779;0.9080021528884246;0.9080021528884246;0.9251844368698718
3.45;0.987110510344827;0.987110510344827;0.9734791362603284;0.8660254037844387;0.8660254037844387;0.8264745061341079;0.9701572241649185;0.9701572241649185;0.9429897913085962;0.9901682585530401;0.9901682585530401;0.9817574512074071;0.987110510344827;0.987110510344827;0.9734791362603284
2.5;0.8372572665162196;0.8372572665162196;0.85920092121858;0.6676978608895885;0.6676978608895885;0.7150969419341942;0.7945040723442478;0.7945040723442478;0.8230295490946269;0.8494154309064954;0.8494154309064954;0.8694602976972872;0.8372572665162196;0.8372572665162196;0.85920092121858
0.5;0.6613956246706251;0.6613956246706251;0.6356322430381097;0.23362835924302425;0.23362835924302425;0.2608360150191666;0.5690521248611087;0.5690521248611087;0.5434274709298768;0.6931615920209792;0.6931615920209792;0.6714207365588992;0.6613956246706251;0.6613956246706251;0.6356322430381097
4.5;0.7052376606968424;0.7052376606968424;0.7035124119545341;0.4082482904638631;0.4082482904638631;0.5381382351970501;0.6329103855040099;0.6329103855040099;0.6553497542281405;0.7318250979076196;0.7318250979076196;0.7270291621504515;0.7052376606968424;0.7052376606968424;0.7035124119545341
2.0;0.7476201424459983;0.7476201424459983;0.7216659254799903;0.5720775535473553;0.5720775535473553;0.5017452060042545;0.6766279435126121;0.6766279435126121;0.6588172725277833;0.780844014047482;0.780844014047482;0.7422831245307092;0.7476201424459983;0.7476201424459983;0.7216659254799903
2.0;0.6662944803055054;0.6713484512616217;0.654995945384789;0.4070135768850545;0.39429124647211533;0.4280385887494016;0.5911011350832739;0.5895050149045308;0.587026795554792;0.6950851987316448;0.702465712355465;0.6812583286773866;0.6662944803055054;0.6713484512616217;0.654995945384789
3.5;0.9583542009329059;0.9583542009329059;0.9564085127442672;0.9393364366277241;0.9393364366277241;0.944911182523068;0.9490110797912908;0.9490110797912908;0.9507525341176515;0.9635027249894175;0.9635027249894175;0.9595409966838917;0.9583542009329059;0.9583542009329059;0.9564085127442672
3.5;0.9260714368934587;0.9260714368934587;0.8940024824094442;0.7745966692414834;0.7745966692414834;0.7669649888473704;0.888009022729292;0.888009022729292;0.8606515462034476;0.9383691170327322;0.9383691170327322;0.9048981228258612;0.9260714368934587;0.9260714368934587;0.8940024824094442
