Human;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Sent2vec_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Sent2vec_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
2.8;0.4737723934856526;0.48745365768900917;0.48745365768900917
1.8;0.6861238638799865;0.6889453131171955;0.6889453131171955
1.8;0.5057087503121234;0.5666473946622775;0.5666473946622775
2.6;0.6426873674476892;0.6426873674476892;0.6426873674476892
1.4;0.5245852858478715;0.5245852858478715;0.5245852858478715
3.0;0.5478045897703165;0.5478045897703165;0.5478045897703165
0.6;0.4102376362217944;0.4102376362217944;0.4102376362217944
1.8;0.5432857367364277;0.5432857367364277;0.5432857367364277
3.0;0.622505253619112;0.622505253619112;0.622505253619112
3.0;0.7335851343433191;0.7335851343433191;0.7335851343433191
3.8;0.7859386381652352;0.7859386381652352;0.7859386381652352
2.4;0.5598487639245688;0.5598487639245688;0.5598487639245688
3.6;0.7408665547787615;0.7408665547787615;0.7408665547787615
2.8;0.7786814657802285;0.7786814657802285;0.7786814657802285
3.6;0.6697087265744065;0.6697087265744065;0.6697087265744065
3.0;0.6737608319179954;0.6737608319179954;0.6737608319179954
0.0;0.32217952385802984;0.32217952385802984;0.32217952385802984
0.0;0.36129233192150323;0.36129233192150323;0.36129233192150323
0.2;0.22661762649170847;0.22661762649170847;0.22661762649170847
0.0;0.38469357677299904;0.38469357677299904;0.38469357677299904
0.2;0.3429537432734188;0.3429537432734188;0.3429537432734188
0.2;0.46020483545036145;0.46020483545036145;0.46020483545036145
1.8;0.5021721780991817;0.5021721780991817;0.5021721780991817
1.4;0.43175013535815615;0.43175013535815615;0.43175013535815615
1.8;0.4091654567839779;0.4091654567839779;0.4091654567839779
2.0;0.48845822795212185;0.48845822795212185;0.48845822795212185
0.0;0.3854597883381718;0.3854597883381718;0.3854597883381718
0.8;0.6041086124677592;0.6041086124677592;0.6041086124677592
2.2;0.576726738587597;0.576726738587597;0.576726738587597
1.4;0.41683409166387153;0.41683409166387153;0.41683409166387153
1.8;0.5706897788032572;0.5706897788032572;0.5706897788032572
3.0;0.671898676505219;0.671898676505219;0.671898676505219
1.2;0.6648897179562139;0.6648897179562139;0.6648897179562139
0.2;0.3663540721441886;0.3663540721441886;0.3663540721441886
0.2;0.2899208923880442;0.25011887455396514;0.2899208923880442
0.6;0.36856067130170833;0.36856067130170833;0.36856067130170833
0.2;0.3451720477458069;0.3451720477458069;0.3451720477458069
0.2;0.3453402678741204;0.3453402678741204;0.3453402678741204
0.0;0.29400242016847683;0.29400242016847683;0.29400242016847683
0.2;0.3620411747903691;0.3620411747903691;0.3620411747903691
0.2;0.30173891692250127;0.30173891692250127;0.30173891692250127
2.0;0.38168571085485004;0.38168571085485004;0.38168571085485004
2.8;0.5863164914678668;0.5863164914678668;0.5863164914678668
2.0;0.45145773834237224;0.45145773834237224;0.45145773834237224
4.0;0.7697977356961051;0.7697977356961051;0.7697977356961051
3.0;0.6441976137192151;0.6441976137192151;0.6441976137192151
3.2;0.6219965845776508;0.6219965845776508;0.6219965845776508
1.6;0.5009712472413465;0.5009712472413465;0.5009712472413465
2.4;0.5802420283789962;0.5802420283789962;0.5802420283789962
3.2;0.5920116878742631;0.5920116878742631;0.5920116878742631
1.8;0.4504695139638307;0.4504695139638307;0.4504695139638307
