Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;bio_embedding_intrinsic__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Sum;bio_embedding_intrinsic__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Sum
3.0;0.9615493361800752;0.9615493361800752;0.9755468033286928;0.9105225417697059;0.9105225417697059;0.93474416687028
1.2;0.9611308700605075;0.9611308700605075;0.9610751875504798;0.8694122192366565;0.8694122192366565;0.8926899612546164
3.4;0.9593319258709504;0.9593319258709504;0.9799328173085606;0.8777634842264689;0.8777634842264689;0.9345172302169761
1.8;0.9442437156217273;0.9442437156217273;0.9334501077189307;0.884725276750018;0.884725276750018;0.8939039449134445
3.6;0.9546598493423039;0.9546598493423039;0.9688437430080299;0.8957786700582658;0.8957786700582658;0.9168644640808434
2.0;0.9433028346150091;0.9433028346150091;0.9418531648195978;0.8922856351879249;0.8922856351879249;0.90110928443565
2.4;0.9471035328091623;0.9387888167264419;0.9509782935204872;0.9127760406415035;0.9056284505246281;0.9152956646804383
3.4;0.9325364733778023;0.9325364733778023;0.9325364733778023;0.8377032603657777;0.8377032603657777;0.8377032603657777
3.0;0.967165023868707;0.967165023868707;0.9787638155349361;0.8882887314909572;0.8882887314909572;0.922054654655872
4.0;0.9619158201145908;0.9619158201145908;0.9615914608046838;0.8379426260965237;0.8379426260965237;0.8406084689219658
4.0;0.9663449384094446;0.9663449384094446;0.9663449384094446;0.9274081309759016;0.9274081309759016;0.9274081309759016
3.4;0.9747745849201528;0.9747745849201528;0.981374803831318;0.9096440510668695;0.9096440510668695;0.9283002606075893
3.4;0.9643808981922236;0.9643808981922236;0.9643808981922236;0.8752250920847663;0.8752250920847663;0.8752250920847663
3.0;0.9016957842549091;0.9016957842549091;0.940300588763694;0.7864835571438702;0.7864835571438702;0.8460133856999992
2.0;0.9097535445204591;0.9097535445204591;0.9097535445204591;0.7992627008243444;0.7992627008243444;0.7992627008243444
3.8;0.9672407391472996;0.9672407391472996;0.9784947396185356;0.92160348300377;0.92160348300377;0.9437896302275237
3.4;0.9660262674912946;0.9660262674912946;0.9740302697449723;0.9320321100446363;0.9320321100446363;0.9492047098203747
2.0;0.946251382093791;0.946251382093791;0.9579275139607067;0.8044466396860378;0.8044466396860378;0.8619994788764271
4.0;0.9386392591071028;0.9386392591071028;0.9545442493481731;0.8739196669363992;0.8739196669363992;0.9049772009926572
3.2;0.9706840954415118;0.9706840954415118;0.9686477947418928;0.9259722768536051;0.9259722768536051;0.927795704746334
2.2;0.8905035353729568;0.8905035353729568;0.903857817457929;0.7961995876509131;0.7961995876509131;0.824426082289238
3.0;0.9789967153708843;0.968809199364442;0.9636457809568778;0.9483908509868827;0.9381516264851564;0.9339297891215976
2.0;0.9462429052213325;0.9462429052213325;0.9605727286933129;0.8944855297270521;0.8944855297270521;0.9145162353039853
0.6;0.9653168031967213;0.9653168031967213;0.973915383478653;0.9234154742391367;0.9234154742391367;0.9293217096903169
3.2;0.968949318338774;0.968949318338774;0.9627371421446748;0.9194219735110399;0.9194219735110399;0.9166576892439919
3.6;0.9623551656142373;0.9623551656142373;0.9623551656142373;0.9047418085795277;0.9047418085795277;0.9047418085795277
1.0;0.9492029059515126;0.9492029059515126;0.9383386619790053;0.9057327686923913;0.9057327686923913;0.90303565057716
1.8;0.9319264496837868;0.9319264496837868;0.9492402171232063;0.8936226021203917;0.8936226021203917;0.9196544016028985
2.8;0.9620861605135571;0.9533554453835796;0.9043985535429029;0.8775869887470353;0.8658330370609271;0.830184950818576
2.8;0.9582869836165608;0.954837793464653;0.9039113094698307;0.8428706188337317;0.8440687288196219;0.820252714212455
1.8;0.9640131192792762;0.9631047816232218;0.9538896885177289;0.9136798163682203;0.9073868593946361;0.91871804349126
1.8;0.9239398622069235;0.9335294961021626;0.9469216607692973;0.9013594914593446;0.9072917598806719;0.9193875749934605
2.6;0.9572939899624063;0.9572939899624063;0.9736103874362867;0.912410946483064;0.912410946483064;0.9387261147257053
1.4;0.8637922256441399;0.8637922256441399;0.8896835260356014;0.8180294415831693;0.8180294415831693;0.8276288396909571
3.0;0.935870861068064;0.935870861068064;0.935870861068064;0.8511484490175265;0.8511484490175265;0.8511484490175265
0.6;0.9478761115214037;0.9442833221787692;0.9363867531715904;0.861684765551979;0.8639609912569979;0.8607394141927565
1.8;0.922640467281463;0.922640467281463;0.927022379817994;0.8458443113439339;0.8458443113439339;0.8519457545940978
3.0;0.9307408348849958;0.9307408348849958;0.9358165505531292;0.892139732899862;0.892139732899862;0.9143348454711726
3.0;0.9704127594139524;0.9704127594139524;0.9708257570319256;0.9389445217965179;0.9389445217965179;0.9372860988462988
3.8;0.9869654801242348;0.9869654801242348;0.9832222997342395;0.966725218582538;0.966725218582538;0.9687116751118519
2.4;0.9620100787379617;0.9620100787379617;0.9616961414950661;0.8986180725608263;0.8986180725608263;0.9078454015816629
3.6;0.9729645483202009;0.9729645483202009;0.9747675060241746;0.9529360026116783;0.9529360026116783;0.9551782957434998
2.8;0.9583750107276597;0.9583750107276597;0.9786018987729285;0.893690140949732;0.893690140949732;0.9276018247206567
3.6;0.9802965724086184;0.9802965724086184;0.9802965724086184;0.9371736792357398;0.9371736792357398;0.9371736792357398
3.0;0.9679545203745379;0.9679545203745379;0.9773072068981961;0.9213737451702215;0.9213737451702215;0.9305158347934407
0.0;0.8832192285144256;0.8832192285144256;0.8565821611275403;0.8243418853948298;0.8243418853948298;0.8350826522154037
0.0;0.9526644979664501;0.9526644979664501;0.9510717031465186;0.887324932699838;0.887324932699838;0.8890675239951364
0.2;0.9198918039297613;0.9198918039297613;0.9055866471329771;0.8431578786058254;0.8431578786058254;0.8121528471209665
0.0;0.9386093851989997;0.9386093851989997;0.9286816558858371;0.8638435372287592;0.8638435372287592;0.8635215233000736
0.2;0.903344527823603;0.903344527823603;0.9117823335162227;0.863015084087092;0.863015084087092;0.8690256207800043
0.2;0.9366661687659557;0.9366661687659557;0.9378551709576166;0.8913872091324161;0.8913872091324161;0.8969267289039263
1.8;0.9402201441204702;0.9402201441204702;0.9401324524667286;0.8133453855803663;0.8133453855803663;0.8175450173664037
1.4;0.9315265606896427;0.9315265606896427;0.9228341699814205;0.900441165411976;0.900441165411976;0.8933975647405221
1.8;0.9235671252498882;0.9235671252498882;0.9340116924192766;0.834525658362658;0.834525658362658;0.8463571960119227
2.0;0.9562226762291532;0.9562226762291532;0.9587022915920481;0.8688620082338115;0.8688620082338115;0.8819689193818757
0.0;0.937080299143551;0.937080299143551;0.9378615223150729;0.9112068853749897;0.9112068853749897;0.9085337486898031
0.8;0.9750792368027771;0.9750792368027771;0.9778280345483332;0.928736344343849;0.928736344343849;0.9339885997908612
2.2;0.9582290574065618;0.9582290574065618;0.9541470064840453;0.8953270097551298;0.8953270097551298;0.8946469139953809
1.4;0.9352798803255088;0.9352798803255088;0.9211096382696975;0.8329836630300258;0.8329836630300258;0.7995860953291335
1.8;0.9546838249494086;0.9546838249494086;0.9570262658394557;0.9154353112703888;0.9154353112703888;0.9079455584333028
3.0;0.9743698740637067;0.9743698740637067;0.9577665886158565;0.9256760012900445;0.9256760012900445;0.9416431064837241
1.2;0.9607206003719031;0.9607206003719031;0.9643671071158676;0.8657772715304314;0.8657772715304314;0.8862352094593903
0.2;0.9008335052231307;0.9008335052231307;0.9082690953549284;0.8315180792394443;0.8315180792394443;0.8453675827980176
0.2;0.9435643133688936;0.9270470927160955;0.9082340314267238;0.8404998472314423;0.8155973312994217;0.864491340428806
0.6;0.9374816992348349;0.9374816992348349;0.9255981712561442;0.8327247693850227;0.8327247693850227;0.8389915380982514
0.2;0.9170341278082842;0.9170341278082842;0.9283896130970195;0.8362981775123314;0.8362981775123314;0.8657972275785414
0.2;0.8687007531676489;0.8687007531676489;0.8773784629105975;0.8282470446563346;0.8282470446563346;0.836251689143759
0.0;0.9215675200507493;0.9215675200507493;0.8773359516366487;0.849106834615445;0.849106834615445;0.819817790739238
0.2;0.8879350457527933;0.8879350457527933;0.9010655263283393;0.807568931431135;0.807568931431135;0.8250696418836061
0.2;0.9095746581463626;0.9095746581463626;0.8908952956597808;0.8333797274970536;0.8333797274970536;0.8701250056831978
2.0;0.9056053556394131;0.9056053556394131;0.9056053556394131;0.8066903198958877;0.8066903198958877;0.8066903198958877
2.8;0.9632012085656259;0.9632012085656259;0.9664307628531733;0.9057793116274958;0.9057793116274958;0.9139809375931476
2.0;0.8995587926824347;0.8995587926824347;0.9199410013308456;0.7784144226118919;0.7784144226118919;0.8113674451835883
4.0;0.9705834260245211;0.9705834260245211;0.984654534236778;0.9327938542220622;0.9327938542220622;0.9544171041669799
3.0;0.9516742734862711;0.9516742734862711;0.9434682944687983;0.8611039668568994;0.8611039668568994;0.8885942890153594
3.2;0.974459380082143;0.974459380082143;0.974459380082143;0.9264709395596489;0.9264709395596489;0.9264709395596489
1.6;0.9324708097652351;0.9324708097652351;0.9367090017960392;0.8551505904311559;0.8551505904311559;0.8627884080046491
2.4;0.9419959703431384;0.9380627895244735;0.9550541057082474;0.9127068882392619;0.9137020923688925;0.918886410356805
3.2;0.9569044454082337;0.9569044454082337;0.9569044454082337;0.8847298203505644;0.8847298203505644;0.8847298203505644
1.8;0.86488638073221;0.86488638073221;0.8858144958131748;0.7152637858601731;0.7152637858601731;0.773463384017252
