Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max
0.0;0.8846301156678189;0.8846301156678189;0.8716273180712338;0.9119055893958969;0.9119055893958969;0.9127834790798561
0.2;0.8809340233789101;0.8809340233789101;0.9004883035136763;0.890930450176485;0.890930450176485;0.8969869934185635
0.2;0.8513754328524379;0.8513754328524379;0.8627340336576796;0.8869607530337693;0.8869607530337693;0.8970691530564883
2.0;0.9245155715179517;0.9245155715179517;0.9245155715179517;0.8958479069220805;0.8958479069220805;0.8958479069220805
2.8;0.9605775480714472;0.9605775480714472;0.9601572496000935;0.939504245168539;0.939504245168539;0.9395257863944246
2.0;0.871804470210618;0.871804470210618;0.9304084670974789;0.8919323442233108;0.8919323442233108;0.9128412889661248
4.0;0.9610017324963618;0.9610017324963618;0.9850195761595868;0.9608209268245276;0.9608209268245276;0.9641594808736674
3.0;0.9383710834558983;0.9383710834558983;0.9483495815899469;0.9148568672712377;0.9148568672712377;0.9304040315314991
3.2;0.9488017154440676;0.9488017154440676;0.9488017154440676;0.9510708534790505;0.9510708534790505;0.9510708534790505
1.6;0.9186542246292254;0.9186542246292254;0.9201429284410336;0.9028824000496167;0.9028824000496167;0.9084416872846758
2.4;0.9388507059416797;0.9391467758079522;0.950552648602876;0.9029644282072746;0.9047236018193889;0.9062092994870049
3.2;0.9336253307430223;0.9336253307430223;0.9336253307430223;0.9269394846582253;0.9269394846582253;0.9269394846582253
1.8;0.9019614297618433;0.9019614297618433;0.9205051873448504;0.8350015990623894;0.8350015990623894;0.872398705884814
