Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
3.35;0.9315295413784398;0.9569500536441223;0.9569769996924125;0.9569500536441223
3.2;0.9366280155622374;0.9570551836380486;0.9570551836380486;0.9570551836380486
3.6;0.9566533626511722;0.9508903456571212;0.9508903456571212;0.9508903456571212
3.75;0.9466476473787643;0.9465691023655686;0.9465691023655686;0.9465691023655686
4.0;0.977414621707928;0.9843984702961482;0.9843984702961482;0.9861416015705224
3.75;0.9675405193945137;0.9811671649686974;0.9811671649686974;0.9811671649686974
3.5;0.9484097747520694;0.9784078498741029;0.9791041260519286;0.9784078498741029
3.5;0.9851763678895518;0.9898674770809458;0.9898674770809458;0.9898674770809458
4.25;0.9966553146849718;0.9900365941213927;0.9946283496739483;0.9900365941213927
0.0;0.853293701148746;0.862075344571519;0.862075344571519;0.862075344571519
3.5;0.9457926175654298;0.9726685630563461;0.9726685630563461;0.9726685630563461
2.75;0.9274917795832288;0.9257558617669203;0.9257558617669203;0.9257558617669203
5.0;0.9801674510334523;0.9794904728988983;0.9794904728988983;0.9794904728988983
3.75;0.976784023182396;0.9787581518904307;0.9787581518904307;0.9787581518904307
3.45;0.939016498908027;0.9607692594615053;0.9607692594615053;0.9607692594615053
3.0;0.9912524649234987;0.9860307132368997;0.9860307132368997;0.9860307132368997
2.25;0.9106723403406484;0.9166232742627523;0.9166232742627523;0.9166232742627523
3.25;0.8767121714118319;0.8874100566632896;0.8874100566632896;0.8874100566632896
4.2;0.9301051369585988;0.9672879049621583;0.9730102911774824;0.9672879049621583
4.25;0.9764490248378952;0.9808907603763469;0.9808907603763469;0.9808907603763469
4.4;0.995115120147357;0.9746505841262707;0.9915616927709257;0.9746505841262707
2.5;0.9507386711019556;0.9649406938825376;0.9649406938825376;0.9634674626660631
1.75;0.9018270701920268;0.899705770599417;0.8924545460325118;0.8923222389823611
3.5;0.9553122404113081;0.9595464863877633;0.9595464863877633;0.9595464863877633
3.5;0.9452669896836252;0.9813132104844481;0.9814620956650563;0.9813132104844481
5.0;0.9993576352819301;0.9995511732365506;0.9995511732365506;0.9995511732365506
3.95;0.9781935388427521;0.9834847394722219;0.9825846562146706;0.9834847394722219
3.5;0.9248389084592609;0.9600096026462432;0.9516313172418593;0.9632778028581399
3.25;0.8972930723279514;0.9020495614097125;0.9020495614097125;0.900349989764333
4.5;0.9310522646129736;0.9394944088565644;0.9394944088565644;0.9394944088565644
0.0;0.849235781937263;0.8510581901772247;0.8510581901772247;0.8510581901772247
3.1;0.9478319887616444;0.9506728784450482;0.9506728784450482;0.9506728784450482
3.5;0.9682853809477822;0.9874093077540758;0.9874093077540758;0.9874093077540758
4.25;0.9861848918651587;0.9857941886146109;0.9857941886146109;0.9885193792629072
2.75;0.8996984633119283;0.9088397294266753;0.9088397294266753;0.9088397294266753
3.5;0.9594043883123288;0.9418011714721714;0.9418011714721714;0.9418011714721714
4.5;0.9850230924923973;0.9948229351561555;0.9948229351561555;0.9948229351561555
3.5;0.9608058036532826;0.9830449473403696;0.9830449473403696;0.9830449473403696
2.9;0.9533415701282104;0.9656992952679774;0.9611256253959065;0.9665402305971166
3.0;0.7622040644262373;0.9745495041475244;0.9745495041475244;0.9745495041475244
3.0;0.9466110981229042;0.9664726389653648;0.9664726389653648;0.9664726389653648
3.0;0.900718278742682;0.9278434441357808;0.9283726719269431;0.9289335078586827
4.0;0.9302816761522871;0.9291245865637381;0.9291245865637381;0.9291245865637381
0.0;0.8138985609270297;0.819764306517623;0.8081072324397475;0.8081072324397475
3.75;0.9244792587260665;0.9694655286309132;0.9660625345242959;0.9660625345242959
3.0;0.9882016259326621;0.9908173715064241;0.9908173715064241;0.9908173715064241
2.5;0.9523762314710428;0.9147491348821563;0.9791084323045802;0.9137651205689231
3.5;0.9854202278744661;0.9835497060461129;0.9835497060461129;0.9835497060461129
4.0;0.9170363838731551;0.9463130430059777;0.9463130430059777;0.9463130430059777
4.5;0.912210807198847;0.9599338920021223;0.9599338920021223;0.9599338920021223
3.5;0.948199135505264;0.9765100270249965;0.9765100270249965;0.9765100270249965
2.5;0.9206263478402382;0.9407498448444431;0.9331050927638461;0.9407498448444431
3.75;0.9855044046992744;0.9813716173862794;0.9813716173862794;0.983909869603563
3.5;0.9530125790584129;0.94885153756158;0.94885153756158;0.94885153756158
3.0;0.9525960527921581;0.9475174103163175;0.9475174103163175;0.9475174103163175
3.9;0.9653711363994523;0.9494631516747967;0.9494631516747967;0.9494631516747967
3.25;0.9649897762930054;0.9388637796164846;0.9388637796164846;0.9388637796164846
3.75;0.9951440933436707;0.9938752901575512;0.9938752901575512;0.9926521417633
3.4;0.9152385495302047;0.9211826061973569;0.9211826061973569;0.9133632291946372
4.75;0.9887018661460527;0.9874703492198597;0.9874703492198597;0.9874703492198597
3.5;0.9460398712864413;0.9587814557978297;0.9587814557978297;0.9587814557978297
3.75;0.8552201685482579;0.8624922844576821;0.8624922844576821;0.8662841420170849
3.25;0.928584766519034;0.9163120540753538;0.9163120540753538;0.9163120540753538
0.5;0.8801253520937306;0.8423990456509012;0.8423990456509012;0.8423990456509012
0.5;0.9289614874253087;0.9407848018271313;0.9407848018271313;0.9407848018271313
3.75;0.977330579461573;0.9802624056262087;0.9802624056262087;0.9802624056262087
3.25;0.9869547251096755;0.9844637519569115;0.9844637519569115;0.9844637519569115
2.5;0.856836598154473;0.8899006026093547;0.8899006026093547;0.8782577213849184
4.95;0.9873309829239966;0.9886941474782193;0.9886941474782193;0.9886941474782193
0.0;0.9000758859396424;0.8884885150020857;0.8884885150020857;0.8884885150020857
3.4;0.9735846432960514;0.9933707002452501;0.9933707002452501;0.9933707002452501
3.0;0.9591775025644843;0.98259263264835;0.98259263264835;0.98259263264835
3.5;0.9532041203146461;0.9480827470533594;0.9480827470533594;0.9480827470533594
4.25;0.9037344723003025;0.9919605483147649;0.9919605483147649;0.9919605483147649
3.0;0.9961022633987544;0.9961438157914597;0.9950312453471347;0.9961438157914597
3.9;0.9795461533864627;0.9824613534808757;0.9824613534808757;0.9847280849350484
3.25;0.924181939412108;0.9115864877537005;0.9180056622118687;0.9018791517050824
3.0;0.9081639626039554;0.9152876222871923;0.9152876222871923;0.9152876222871923
3.5;0.9717765545575887;0.9443745775312724;0.9443745775312724;0.9443745775312724
3.25;0.9455832302003414;0.9466398856440015;0.9466398856440015;0.9466398856440015
4.45;NaN;NaN;NaN;NaN
1.5;0.9183990594016794;0.9290337627929619;0.9290337627929619;0.9289980793516877
3.0;0.9234478303962632;0.9278263339982955;0.9278263339982955;0.9278263339982955
3.25;0.9638002745846955;0.9636058894239818;0.9636058894239818;0.9636058894239818
3.9;0.9576002188600784;0.9785701116892819;0.9785701116892819;0.9785701116892819
2.9;0.956655787136193;0.9598738057007661;0.9618286543806346;0.9598738057007661
2.0;0.850329671919942;0.8605167868395702;0.8605167868395702;0.8671056245779035
3.75;0.9376874112164678;0.9552249441152907;0.9550572648923639;0.9552249441152907
3.0;0.9732175756734652;0.9540070513964581;0.9540070513964581;0.9453207967232137
3.0;0.9560499940963314;0.963762645178051;0.9670037037770048;0.963762645178051
1.5;0.8712978435474034;0.8716082461781655;0.8716082461781655;0.8716082461781655
2.4;0.9283282050943961;0.9254894256635703;0.9254894256635703;0.923938449476755
3.0;0.975709077486991;0.9851583210315702;0.9828799715933718;0.9860429359725452
0.0;0.7879765833680195;0.8123627060558105;0.8123627060558105;0.8123627060558105
3.5;0.9365473555390461;0.9493844384473882;0.9493844384473882;0.9495943105368975
3.5;0.9885378910482996;0.9906104821418253;0.9906104821418253;0.9906104821418253
3.75;0.9380520234565779;0.9582043208677719;0.9582043208677719;0.9582043208677719
4.9;0.9975087241013569;0.9933486674595324;0.9976924657902473;0.9917639310863522
1.25;0.9236553192488423;0.9222723584894347;0.9222723584894347;0.9222723584894347
3.0;0.9554757337027885;0.9805624556029486;0.9805624556029486;0.9805624556029486
3.75;0.9145085955528216;0.9262346063813579;0.9262346063813579;0.9262346063813579
2.0;0.8644189654962551;0.873019888224626;0.8683712969841166;0.8710132122008164
3.0;0.935851762058248;0.9542694268723435;0.9542694268723435;0.9542694268723435
3.0;0.871709113932731;0.8908141086614727;0.8774718826371745;0.8774718826371745
2.1;0.8441091099991967;0.8882550125760693;0.8811740426015633;0.8882550125760693
3.0;0.8790082023045103;0.9138087561120589;0.9138087561120589;0.9089024921127158
1.5;0.8639443972255945;0.8716076267074554;0.8716076267074554;0.8716076267074554
4.75;0.9156226225047758;0.9345539794951707;0.9345539794951707;0.9345539794951707
3.6;0.9332404626417017;0.9457552706417472;0.9457552706417472;0.9457552706417472
3.0;0.9522067083070446;0.9637787445650761;0.9651946741239167;0.9661244711505222
3.25;0.8227380798368807;0.8607497572332036;0.8607497572332036;0.8607497572332036
3.0;0.9752878142324373;0.9761779994859578;0.9761779994859578;0.9766439644916673
1.5;0.916906170421437;0.8837679063394045;0.875375380382363;0.9641224596535899
0.0;0.9076142502235186;0.9143016101758633;0.9143016101758633;0.9124334419161511
3.9;0.9747029304998801;0.9924357631527945;0.9924357631527945;0.9924357631527945
4.45;0.9675100547643777;0.9840270650788047;0.9840270650788047;0.9840270650788047
0.0;0.8649006128393206;0.8906043619233962;0.8906043619233962;0.8906043619233962
3.0;0.8685078621328111;0.913178892203004;0.913178892203004;0.913178892203004
3.6;0.9291842413042666;0.939394783162722;0.939394783162722;0.9406924130719307
3.5;0.8382597118926126;0.8598195693759676;0.8582783456010832;0.8598195693759676
3.45;0.990297423389421;0.9932678059555805;0.9932678059555805;0.9932678059555805
3.0;0.9497053235420722;0.9621138777583437;0.9621138777583437;0.9640084850488831
3.0;0.8932884208009175;0.9170159451449845;0.9170159451449845;0.9170159451449845
3.5;0.9908036672630911;0.9931305787899973;0.9931305787899973;0.9920172776359674
4.2;0.9926987348514961;0.99772409379956;0.99772409379956;0.9991134503458399
3.25;0.9535367265605125;0.9604571893607236;0.9582252393153365;0.9604571893607236
2.0;0.9019177763127968;0.9471476968943014;0.9471476968943014;0.9471476968943014
0.0;0.8838398245402035;0.8740410285805882;0.8740410285805882;0.8555717433405572
4.25;0.9475393740229321;0.9698350256719316;0.9698350256719316;0.9698350256719316
4.25;0.9792479086786281;0.9787510260912867;0.9787510260912867;0.9808396250416758
3.0;0.9706180454443443;0.9606873195639019;0.9606873195639019;0.9606873195639019
1.5;0.9216554335825105;0.9247594815997116;0.9247594815997116;0.9247594815997116
4.25;0.9249186098347502;0.9606732030477966;0.9606732030477966;0.9606732030477966
3.5;0.9526347294301917;0.9564146998667575;0.9564146998667575;0.9564146998667575
3.75;0.9377800916874709;0.9616744053770012;0.9629100161793215;0.961597335891759
3.75;0.9678309921073412;0.9979242668702699;0.9979242668702699;0.9979182979652224
3.75;0.9825694511005176;0.980816478646449;0.980816478646449;0.9796086890515066
3.5;0.9372628654478096;0.954780170953996;0.954780170953996;0.954780170953996
4.25;0.9933238570839362;0.9933956834521365;0.9933956834521365;0.9933956834521365
3.0;0.9567694692597869;0.9608181253063508;0.9608181253063508;0.9608181253063508
3.5;0.9447997049737916;0.9620544276564215;0.9620544276564215;0.9620544276564215
3.35;0.9372712895527913;0.935948953290055;0.935948953290055;0.9359583884014425
3.25;0.9476289783273796;0.8897784269808585;0.922159457321379;0.8926647694317354
4.4;0.9552688951560415;0.9553593967235618;0.9553593967235618;0.9553593967235618
5.0;0.9713900445515625;0.9780587517013115;0.9780587517013115;0.9780587517013115
4.4;0.9850264155647365;0.9715660455853887;0.9715660455853887;0.9715660455853887
0.0;0.8415851016778338;0.8288382120343311;0.8288382120343311;0.8288382120343311
3.5;0.9742438211245491;0.9736863880747557;0.974972478376824;0.9736863880747557
3.9;0.9825580108265694;0.9736582857255205;0.9736582857255205;0.9736582857255205
5.0;0.9370850151535975;0.9310724152834374;0.9310724152834374;0.9310724152834374
0.0;0.8547531962516238;0.8522650973037805;0.8522650973037805;0.8451061583066388
3.0;0.9561391255098894;0.9632127367332193;0.9632127367332193;0.9632127367332193
3.0;0.9339888119191846;0.9450270646208383;0.9450270646208383;0.9450270646208383
4.25;0.9878424715081319;0.9827439303942694;0.9827439303942694;0.9827439303942694
0.0;0.8740268605348442;0.8888735132471292;0.8888735132471292;0.8888735132471292
3.5;0.955894733284715;0.9449367854836482;0.9449367854836482;0.9449367854836482
3.1;0.8290715886566729;0.8234422614641331;0.8234422614641331;0.8234422614641331
3.0;0.950154443251888;0.9754049693434647;0.9754049693434647;0.9754049693434647
3.0;0.9742692486255611;0.9765009440571376;0.9750501842182228;0.9765009440571376
3.0;0.991974250943013;0.968639993778229;0.9677756472918074;0.968639993778229
3.75;0.9592146000986828;0.9836260127830777;0.9832813986254311;0.9832262089738878
0.5;0.8997338020906184;0.9273462411696642;0.9273462411696642;0.9273462411696642
2.5;0.9548606674574283;0.9437155457957243;0.940933146932817;0.9533817279858209
3.0;0.9443273322721404;0.9535721757812489;0.9535721757812489;0.9518644507040883
3.75;0.9762028208333546;0.9801700945294926;0.9801700945294926;0.97895379268236
3.5;0.9655236259646219;0.9868579976240893;0.9868579976240893;0.9868579976240893
3.9;0.9917332908095595;0.988936487820211;0.9884032314346317;0.9860133728987164
2.75;0.9509965560299263;0.9655024586625179;0.9548150163898856;0.9612993762425611
3.0;0.9712401411934255;0.9851206645206543;0.9851206645206543;0.9810426320163623
4.4;0.9881679533962502;0.9944102691267506;0.9944102691267506;0.9944102691267506
2.0;0.9429576875190981;0.947919566112345;0.947919566112345;0.947919566112345
3.5;0.9874973990266969;0.9829914547752848;0.9829914547752848;0.9855525501166306
3.4;0.9573548537579896;0.9593942583970844;0.9572323960088807;0.9593942583970844
4.95;0.9218182427544137;0.9459190451960228;0.9459190451960228;0.9671612204782604
3.75;0.9666357562707717;0.9718709603184066;0.9721144128701406;0.9721144128701419
0.0;0.903671241793794;0.9160180294462955;0.9160180294462955;0.9160180294462955
3.75;0.9804414139752015;0.9820963736455427;0.9820963736455427;0.9831293065498994
2.9;0.9087832799509078;0.908510039389127;0.908510039389127;0.908510039389127
4.75;0.8691679583346366;0.8661690703749332;0.8661690703749332;0.8661690703749332
4.9;0.9956272267480095;0.9887596256196954;0.9887596256196954;0.9887596256196954
4.25;1.0000000000000002;0.9824242776576533;0.9774021061263307;0.9824242776576533
3.9;0.9800593178131451;0.9805662407148639;0.9805662407148639;0.9843463777890986
1.95;0.9637060796122481;0.9560675584921235;0.9560675584921235;0.9559660140412651
3.75;0.9747993284764198;0.9905881840869465;0.9905881840869465;0.9905881840869465
4.25;NaN;NaN;NaN;NaN
3.0;0.977090239373648;0.975443503498158;0.975443503498158;0.9785472887822764
2.25;0.9414014909661481;0.9479241362992704;0.9422096806831253;0.9420314261641214
2.5;0.8947645969845884;0.8862806550574862;0.8862806550574862;0.8823414571626743
3.0;0.9453668863838236;0.9510143750989881;0.9462962569074661;0.9510143750989881
3.25;0.9547642776684488;0.9640353356400282;0.964529992042538;0.9654220838783777
4.0;0.9773280697732427;0.9805690074043792;0.9805690074043792;0.9817925771874976
4.75;0.971169342374294;0.9712205551084915;0.9712205551084915;0.9712205551084915
3.0;0.9903739029364867;0.9855437689913802;0.9855437689913802;0.9935944559028822
3.4;0.9620936186426458;0.9752631040416854;0.976576211447286;0.9752631040416854
3.4;0.9473709231502861;0.9636359651885612;0.9636359651885612;0.9636359651885612
0.5;0.858320490080389;0.85954897336118;0.85954897336118;0.85954897336118
1.9;0.9763665859125581;0.9638973073318514;0.965179974864846;0.9650815246183648
4.5;0.9964873043400257;0.998374801843569;0.9966145550421718;0.998374801843569
3.2;0.970136188109327;0.9744700768447442;0.9744700768447442;0.9744700768447442
3.25;0.9854577255893546;0.9868069849219238;0.9858590519023469;0.9891980484283344
3.25;0.9839732756294025;0.97988245376373;0.97988245376373;0.97988245376373
3.25;0.9796605402859402;0.9900104128809254;0.9887622635839602;0.9900104128809254
3.0;0.9522946479698898;0.9559125791636407;0.9559125791636407;0.9579792199420096
3.45;0.9613263080484018;0.9302561582030834;0.9302561582030834;0.9302561582030834
3.7;0.9726251695327676;0.9715635310635673;0.9729749800001344;0.9743547858290171
3.5;0.9897175042633615;0.9840334696063688;0.9835832601007696;0.9814172838663702
2.75;0.930397067053716;0.9430623492996074;0.9264810453152642;0.9397333854243559
3.1;0.9374535753125753;0.9544534666040069;0.9544534666040069;0.9544534666040069
3.4;0.9767777060316732;0.9770647103522568;0.9770647103522568;0.9825893391306001
3.25;0.9389146241245954;0.9461179641945222;0.9461179641945222;0.9461179641945222
3.35;0.8951355316388704;0.8935332703918373;0.8935332703918373;0.8935332703918373
4.9;0.9670142175326109;0.9894420676697422;0.9866073513316236;0.9894420676697422
3.5;0.9447604804696526;0.9719926689671741;0.9725495969342258;0.9719926689671741
4.65;0.9467285870447099;0.9895024079237356;0.9895024079237356;0.9895024079237356
4.75;0.9476043142855013;0.9548729457899017;0.9566734041087626;0.9596515323448511
4.7;0.9936850082152633;0.9948588817382047;0.9948588817382047;0.9948588817382047
3.5;0.9600727778171668;0.9721373357153781;0.9726996810069749;0.9721373357153781
