Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;PubMed-and-PMC-w2v__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Average;PubMed-and-PMC-w2v__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Average
2.0;0.8770707396461495;0.8960636862996848;0.8655135397486314
2.0;0.7795017861612721;0.7795017861612721;0.7795017861612721
4.5;0.9821252715419503;0.9821252715419503;0.9806995454685284
4.0;NaN;NaN;NaN
3.0;0.9820703553125943;0.9820703553125943;0.9820703553125943
3.0;0.9638060399556088;0.9638060399556088;0.9638060399556088
4.15;0.9155341430646625;0.9155341430646625;0.9155341430646625
2.5;0.8524085686958358;0.8524085686958358;0.8380811427858877
3.5;0.909807660663695;0.909807660663695;0.909807660663695
4.0;0.8337497451898368;0.8337497451898368;0.8337497451898368
5.0;0.9497866725158136;0.9497866725158136;0.9808505692576096
4.8;0.9941935424802207;0.9941935424802207;0.9877793193536363
0.0;0.35276513557944433;0.35276513557944433;0.3648058954358049
4.6;0.9540009176219741;0.9540009176219741;0.9540009176219741
3.0;0.8495728715454692;0.8495728715454692;0.9067376035760382
2.7;0.8713855733079727;0.8713855733079727;0.8661763524555421
3.6;0.9759438540125569;0.9759438540125569;0.9759438540125569
3.75;0.971277278081678;0.971277278081678;0.971277278081678
3.65;0.8936546255970671;0.8936546255970671;0.8936546255970671
0.0;0.7418131032890136;0.7418131032890136;0.7418131032890136
3.0;0.9035233691679367;0.9035233691679367;0.9035233691679367
4.75;0.9216299852337854;0.9216299852337854;0.9216299852337854
3.6;0.9931532159484725;0.9931532159484725;0.9937310854585404
3.5;0.958527746993389;0.958527746993389;0.9486225881442153
2.75;0.9101602327512859;0.9089962535162375;0.914349300228253
5.0;0.9451980895096991;0.9451980895096991;0.9451980895096991
4.0;0.8736844092106864;0.8736844092106864;0.8736844092106864
3.0;0.7793186367953376;0.7793186367953376;0.8490286546306739
3.5;0.9117158513238411;0.9117158513238411;0.9117158513238411
3.35;0.9461201195183739;0.9461201195183739;0.9461201195183739
3.2;0.9182714325086344;0.9182714325086344;0.9182714325086344
3.6;0.879135416176124;0.879135416176124;0.879135416176124
3.75;0.9294008693977974;0.9294008693977974;0.9403406989911397
4.0;0.9864797821291016;0.9864797821291016;0.9864797821291016
3.75;0.9566250778125984;0.9566250778125984;0.9566250778125984
3.5;0.9702030451712871;0.9702030451712871;0.9702030451712871
3.5;0.9549483453053172;0.9549483453053172;0.9549483453053172
4.25;0.9801168305020619;0.9801168305020619;0.981652387278138
0.0;0.6497026365212802;0.6497026365212802;0.6497026365212802
3.5;0.9435103760050246;0.9435103760050246;0.9435103760050246
2.75;0.8634902951520326;0.8634902951520326;0.8634902951520326
5.0;0.9624838298105687;0.9624838298105687;0.9740884879455552
3.75;0.9688204674231686;0.9688204674231686;0.9688204674231686
3.45;0.9565814999021052;0.9565814999021052;0.9565814999021052
3.0;0.9817582704603774;0.9817582704603774;0.9817582704603774
2.25;0.7642067909086596;0.7642067909086596;0.7642067909086596
3.25;0.8041795881408381;0.8041795881408381;0.8041795881408381
4.2;0.8720494741398402;0.8720494741398402;0.8720494741398402
4.25;0.9766463063027822;0.9766463063027822;0.9794474146701532
4.4;0.9761266958776399;0.9770931381223176;0.971919820097184
2.5;0.9222773630553684;0.9222773630553684;0.919679000862081
1.75;0.6843026526453058;0.6843026526453058;0.6843026526453058
3.5;0.9360301068658525;0.9360301068658525;0.9360301068658525
3.5;0.9712035412851954;0.9712035412851954;0.9712035412851954
5.0;0.982653672325311;0.982653672325311;0.982653672325311
3.95;0.9413412165138485;0.9427504712802057;0.9612304678239603
3.5;0.9259799067488407;0.9160896063027403;0.9160896063027403
3.25;0.8031023950099837;0.8031023950099837;0.8386161278475408
4.5;0.9140920160705892;0.9140920160705892;0.9150848211435848
0.0;0.798891486834109;0.798891486834109;0.7950055103106758
3.1;0.932138744422369;0.932138744422369;0.932138744422369
3.5;0.9582916374804354;0.9582916374804354;0.9582916374804354
4.25;0.9881929623435348;0.9881929623435348;0.9866174418287039
2.75;0.8418577657584441;0.8201493801100973;0.8201493801100973
3.5;0.8390482751191992;0.8390482751191992;0.8390482751191992
4.5;0.9855297274082263;0.6563550074078788;0.9821445413627293
3.5;0.9688555925250274;0.9688555925250274;0.9688555925250274
2.9;0.908145759725739;0.9045727772665889;0.9148804652014968
3.0;0.9526567794810153;0.9526567794810153;0.9526567794810153
3.0;0.9605012296504993;0.9605012296504993;0.9605012296504993
3.0;0.8401292962226073;0.8438719003090994;0.87006215598962
4.0;0.8594922644359826;0.8594922644359826;0.8594922644359826
0.0;0.49012293986287175;0.518872116937554;0.518872116937554
3.75;0.9381564995802852;0.9477866648083806;0.9545462519031696
3.0;0.9876612992255784;0.9876612992255784;0.9876612992255784
2.5;0.8190901044389631;0.8190901044389631;0.8392737559764569
3.5;0.9692023436902563;0.9692023436902563;0.9692023436902563
4.0;0.8767804337229929;0.8767804337229929;0.8767804337229929
4.5;0.9188367634018542;0.9188367634018542;0.8851056959723729
3.5;0.9658179387669318;0.9658179387669318;0.9463630145500711
2.5;0.8632217650654506;0.8632217650654506;0.8632217650654506
3.75;0.9834603336048526;0.9834603336048526;0.9813173819189085
3.5;0.9117805139335843;0.9117805139335843;0.9117805139335843
3.0;0.9413739828090191;0.9413739828090191;0.9413739828090191
3.9;0.9041137081454048;0.9041137081454048;0.9041137081454048
3.25;0.9094453607626802;0.9094453607626802;0.9094453607626802
3.75;0.9925466355747805;0.9925466355747805;0.9929323287116774
3.4;0.8666770841508864;0.8666770841508864;0.8666770841508864
4.75;0.9738028194827106;0.9738028194827106;0.9738028194827106
3.5;0.9508308692444969;0.9508308692444969;0.9508308692444969
3.75;0.7705516106623375;0.7705516106623375;0.7705516106623375
3.25;0.9318969183588155;0.9318969183588155;0.9318969183588155
0.5;0.6887761742207382;0.6887761742207382;0.7005572624581404
0.5;0.7428215262858912;0.7428215262858912;0.7428215262858912
3.75;0.9493021082997577;0.9493021082997577;0.9493021082997577
3.25;0.966755528032262;0.966755528032262;0.966755528032262
2.5;0.7057497887309949;0.7371926318077974;0.768994396033925
4.95;0.9804340269195644;0.9804340269195644;0.9873568789533803
0.0;0.7252347503488086;0.7252347503488086;0.7252347503488086
3.4;0.9756993278073207;0.9756993278073207;0.9756993278073207
3.0;0.9585841597653915;0.9585841597653915;0.9585841597653915
3.5;0.9016701654106484;0.9016701654106484;0.9016701654106484
4.25;0.9630229421021761;0.9630229421021761;0.8891092569557071
3.0;0.9879974822043551;0.9879974822043551;0.9900612084461146
3.9;0.9662009243191403;0.9662009243191403;0.9625817712952216
3.25;0.81354670712831;0.8455256265769194;0.8476705788355865
3.0;0.7733904560816042;0.7733904560816042;0.7733904560816042
3.5;0.9347014240581734;0.9347014240581734;0.9347014240581734
3.25;0.9062467329853446;0.9062467329853446;0.9062467329853446
4.45;NaN;NaN;NaN
1.5;0.8381043654146377;0.8381043654146377;0.8332933758952948
3.0;0.9014963884141578;0.9014963884141578;0.8947773896854462
3.25;0.9620709360217062;0.9620709360217062;0.9620709360217062
3.9;0.9757266892375502;0.9757266892375502;0.9757266892375502
2.9;0.9228212091629612;0.9228212091629612;0.908164020887111
2.0;0.5469956495145647;0.5469956495145647;0.5377060886052858
3.75;0.9443607340210941;0.9443607340210941;0.9443607340210941
3.0;0.9631201592482207;0.9631201592482207;0.9631201592482207
3.0;0.9215944323925758;0.9212743708076848;0.9291002887714842
1.5;0.6990569464233738;0.6990569464233738;0.6990569464233738
2.4;0.8490542206732963;0.8490542206732963;0.8624488034433281
3.0;0.9517440547623306;0.9477845236245838;0.951070625006194
0.0;0.39418505800611264;0.39418505800611264;0.39418505800611264
3.5;0.8961123053625517;0.8961123053625517;0.9230778367646204
3.5;0.9874427004351881;0.9874427004351881;0.9874427004351881
3.75;0.9375562172690395;0.9375562172690395;0.9375562172690395
4.9;0.9951697202607467;0.995527668124419;0.9961098333145999
1.25;0.8456560890146493;0.8456560890146493;0.8456560890146493
3.0;0.9564998812963604;0.9564998812963604;0.9564998812963604
3.75;0.869731186751648;0.869731186751648;0.869731186751648
2.0;0.5499652760834051;0.5617320709237912;0.6223127893121658
3.0;0.9152357711866145;0.9152357711866145;0.9152357711866145
3.0;0.7814267305669811;0.7874272834797104;0.7874272834797104
2.1;0.7751506245171919;0.7751506245171919;0.7751506245171919
3.0;0.8071594923633358;0.7666166332057595;0.7666166332057595
1.5;0.7425036264822685;0.7425036264822685;0.7310634742100879
4.75;0.847114219725349;0.847114219725349;0.847114219725349
3.6;0.8256772059784739;0.8256772059784739;0.8256772059784739
3.0;0.8963358532325321;0.8952904861788352;0.8889176643665472
3.25;0.6580245674401249;0.6580245674401249;0.6580245674401249
3.0;0.8738478824739023;0.8738478824739023;0.869461438323151
1.5;0.9249207081532613;0.9110941159559994;0.9110941159559994
0.0;0.8536781862849205;0.8531096397988656;0.8531096397988656
3.9;0.9723304025747351;0.9723304025747351;0.9723304025747351
4.45;0.9680674761648737;0.9680674761648737;0.9702487631370224
0.0;0.8465533723692596;0.8465533723692596;0.8465533723692596
3.0;0.7521084435310125;0.7521084435310125;0.7521084435310125
3.6;0.8920285495023961;0.8909834241523987;0.8816687027453007
3.5;0.9112405658624351;0.9112405658624351;0.9306295253623552
3.45;0.9919812746273975;0.9916634198947611;0.9916634198947611
3.0;0.9669119040325841;0.9669119040325841;0.9646986395976287
3.0;0.878703755987601;0.878703755987601;0.878703755987601
3.5;0.9711331413098498;0.9711331413098498;0.9731165353114246
4.2;0.9983743889994532;0.9983743889994532;0.9983743889994532
3.25;0.9266401033847498;0.9266401033847498;0.9175153061161498
2.0;0.8104580566750581;0.8104580566750581;0.8104580566750581
0.0;0.7363445937154356;0.7363445937154356;0.7363445937154356
4.25;0.910112419114566;0.910112419114566;0.910112419114566
4.25;0.9558348056779578;0.9558348056779578;0.9339737058873616
3.0;0.9642102644661129;0.9642102644661129;0.9642102644661129
1.5;0.727606176403329;0.727606176403329;0.727606176403329
4.25;0.9351402619698072;0.9351402619698072;0.9535222873268722
3.5;0.9334266383928103;0.9334266383928103;0.9334266383928103
3.75;0.899371480437382;0.9107197524537153;0.9107197524537153
3.75;0.9851391946870577;0.9882091685444531;0.9868097816241943
3.75;0.9788061722348902;0.9788061722348902;0.9772375756214837
3.5;0.9098205068875902;0.9098205068875902;0.9234752297883219
4.25;0.9899263622094036;0.9899263622094036;0.9915762488103528
3.0;0.9169135890784615;0.9169135890784615;0.9330767396639688
3.5;0.9525577276043319;0.9525577276043319;0.9525577276043319
3.35;0.9300069427129584;0.9300069427129584;0.9303680808549405
3.25;0.7138156257023475;0.7138156257023475;0.7752073566310335
4.4;0.8540343731298793;0.8540343731298793;0.8979668651318664
5.0;0.9602572027265779;0.9602572027265779;0.9602572027265779
4.4;0.9763275998810836;0.9763275998810836;0.9763275998810836
0.0;0.5264000181170359;0.5264000181170359;0.5264000181170359
3.5;0.9660562026899101;0.9737391840792771;0.9475031250395569
3.9;0.9645994404682432;0.9645994404682432;0.9645994404682432
5.0;0.9304690252965951;0.9304690252965951;0.9304690252965951
0.0;0.6739269772078085;0.7042310578556046;0.7042310578556046
3.0;0.9175089512818158;0.9184839604601156;0.9184839604601156
3.0;0.9207071659456126;0.9207071659456126;0.9207071659456126
4.25;0.9616712140968372;0.9616712140968372;0.9645631504046884
0.0;0.7034594865275553;0.7034594865275553;0.7034594865275553
3.5;0.9309695018118725;0.9309695018118725;0.9460577476913051
3.1;0.8045975067580655;0.8045975067580655;0.8045975067580655
3.0;0.9348356258442546;0.9348356258442546;0.9348356258442546
3.0;0.9493600777913328;0.9493600777913328;0.9505634148333895
3.0;0.9734146878617539;0.9734146878617539;0.9734146878617539
3.75;0.9733340954706546;0.9803635304663817;0.9803635304663817
0.5;0.7622651749605059;0.7622651749605059;0.7622651749605059
2.5;0.710632332528037;0.6951597877101038;0.6951597877101038
3.0;0.8185278103736544;0.8185278103736544;0.8762561536948891
3.75;0.946685649722611;0.946685649722611;0.934597102420732
3.5;0.9719059619523444;0.9719059619523444;0.9719059619523444
3.9;0.9409728114920018;0.9471474251867128;0.9523196138338951
2.75;0.9425600470174189;0.9425600470174189;0.9425600470174189
3.0;0.9678864527325948;0.9678864527325948;0.9695068947916533
4.4;0.9889107827091442;0.9889107827091442;0.9624725942146347
2.0;0.886793581104922;0.886793581104922;0.886793581104922
3.5;0.9829195501456718;0.9829195501456718;0.9812395516621056
3.4;0.9119592692636596;0.9119592692636596;0.8997249158002367
4.95;0.9519775761761268;0.9519775761761268;0.9040255259051801
3.75;0.9472740655272465;0.9478082441776188;0.9478082441776188
0.0;0.8529957218019572;0.8529957218019572;0.852385120011497
3.75;0.9550950718522611;0.9550950718522611;0.9531049431398623
2.9;0.7550360978818074;0.7550360978818074;0.7550360978818074
4.75;0.7925253776182607;0.7925253776182607;0.8291052369821832
4.9;0.9865608462978678;0.9865608462978678;0.9865608462978678
4.25;0.9891623284542735;0.9891623284542735;0.9891623284542735
3.9;0.9827987989210867;0.9827987989210867;0.9804626462431981
1.95;0.9224014964146879;0.9224014964146879;0.9377014088230125
3.75;0.9863091637013085;0.9863091637013085;0.9863091637013085
4.25;NaN;NaN;NaN
3.0;0.9616680091900845;0.9616680091900845;0.9599334128740562
2.25;0.8709027313436578;0.8978497618239593;0.8978497618239593
2.5;0.5718413312152736;0.5718413312152736;0.645047297238223
3.0;0.8994233608314633;0.8994233608314633;0.9196356661275176
3.25;0.8881177969915549;0.887439082658048;0.8844972109915611
4.0;0.931661131527575;0.931661131527575;0.9249210144747492
4.75;0.9025139273596591;0.9025139273596591;0.949118264650206
3.0;0.9342532918725536;0.942470518470678;0.942470518470678
3.4;0.9657211095906277;0.9657211095906277;0.9657211095906277
3.4;0.9134351914760468;0.9134351914760468;0.9134351914760468
0.5;0.7739634284764565;0.7739634284764565;0.7739634284764565
1.9;0.8384244957707293;0.8059827663182811;0.8465496280730839
4.5;0.9989698185912629;1.0000000000000002;0.9990832637483751
3.2;0.9552547250612134;0.9552547250612134;0.9552547250612134
3.25;0.9795336833805367;0.9795336833805367;0.9795336833805367
3.25;0.9770800035154044;0.9770800035154044;0.9770800035154044
3.25;0.9846174885207867;0.9846174885207867;0.9838095733001369
3.0;0.9627641174725902;0.9627641174725902;0.9627641174725902
3.45;0.8981108364572794;0.8981108364572794;0.8981108364572794
3.7;0.9252553445118737;0.9256147370116078;0.9534018140080059
3.5;0.8980976937206717;0.9161485932719875;0.9258074480676635
2.75;0.8797342661996517;0.8949121006742176;0.8863253274457266
3.1;0.9185699126748513;0.9185699126748513;0.9185699126748513
3.4;0.9701262377469282;0.9701262377469282;0.9637179895298434
3.25;0.8597679772269187;0.8597679772269187;0.8597679772269187
3.35;0.844889698081604;0.844889698081604;0.844889698081604
4.9;0.9652121921970362;0.9652121921970362;0.9780546106707502
3.5;0.9683843157241369;0.9683843157241369;0.9683843157241369
4.65;0.9754641327096906;0.9754641327096906;0.9825257778370926
4.75;0.9299595746270217;0.9299595746270217;0.9299595746270217
4.7;0.9930289512836363;0.9930289512836363;0.9930289512836363
3.5;0.9726176332655473;0.9726176332655473;0.9726176332655473
3.25;0.9682366718602116;0.9682366718602116;0.9701072951302926
1.5;0.7064017181232435;0.7064017181232435;0.7672395650422422
4.2;0.855000499811693;0.855000499811693;0.855000499811693
5.0;0.9623291008085494;0.9623291008085494;0.9623291008085494
3.0;0.7644727542211908;0.7644727542211908;0.7644727542211908
3.0;0.9276733501333999;0.9276733501333999;0.9276733501333999
5.0;0.9943835903731634;0.9943835903731634;0.9943835903731634
0.0;0.702041307752614;0.702041307752614;0.702041307752614
3.5;0.898532524810912;0.898532524810912;0.898532524810912
3.75;0.9179245500516979;0.9179245500516979;0.9179245500516979
4.5;0.9324128607745764;0.9324128607745764;0.9324128607745764
3.7;0.9820136780955646;0.9820136780955646;0.9820136780955646
3.25;0.8738604626123994;0.8738604626123994;0.8738604626123994
4.25;0.9832584709008221;0.9832584709008221;0.9660321224808963
2.0;0.7914974516605736;0.7914974516605736;0.7914974516605736
4.0;0.9266397537667355;0.9355587507283538;0.9355587507283538
3.75;0.9523811708125343;0.9523811708125343;0.9523811708125343
3.5;0.9889491933176422;0.9889491933176422;0.9889491933176422
3.0;0.9402161136331201;0.9386963041449529;0.9393101649003301
4.95;0.9345095837221422;0.9345095837221422;0.9576185943574219
4.0;0.9223044079982874;0.9223044079982874;0.9223044079982874
4.0;0.959842614342515;0.959842614342515;0.959842614342515
4.9;0.9852046969329367;0.9852046969329367;0.9852046969329367
4.9;0.9694180352578547;0.9694180352578547;0.9694180352578547
3.7;0.9878593856396156;0.9878593856396156;0.9878593856396156
4.0;0.898773759206766;0.898773759206766;0.898773759206766
3.25;0.8024905869298151;0.8024905869298151;0.8024905869298151
3.0;0.98975309090584;0.9878544801890441;0.9896488117813588
2.25;0.7614426614200354;0.7614426614200354;0.7614426614200354
3.0;0.9659792259773745;0.9659792259773745;0.9639921799948495
4.0;0.8966623258976519;0.8966623258976519;0.8966623258976519
3.4;0.8311303150050257;0.8311303150050257;0.8311303150050257
2.9;0.7580173958529365;0.7580173958529365;0.7580173958529365
3.25;0.9656229635837488;0.9656229635837488;0.9656229635837488
2.5;0.8946988781575792;0.8946988781575792;0.8946988781575792
3.7;0.947933433031574;0.9532040217567446;0.9566909151850106
3.25;0.9664333721021404;0.9664333721021404;0.9664333721021404
0.5;0.5766704865853902;0.5766704865853902;0.5766704865853902
2.75;0.8909975093277387;0.8909975093277387;0.9100688529901623
4.0;0.9429313552523874;0.9301917595624388;0.9301917595624388
1.75;0.7925252430736011;0.7925252430736011;0.7925252430736011
4.0;0.9739271656034306;0.9739271656034306;0.9739271656034306
3.45;0.9010793854626428;0.9017024212787494;0.8930044221980746
3.4;0.981564026319279;0.981564026319279;0.9839414988809906
3.0;0.8938560082678114;0.8938560082678114;0.899508021234469
4.25;0.9389910482529016;0.9389910482529016;0.9419634033086538
3.0;0.9346357572556935;0.9346357572556935;0.9346357572556935
3.0;0.883012034534123;0.8857579016268087;0.8853843348525396
3.5;0.8736709176597451;0.8736709176597451;0.8736709176597451
3.25;0.9635502732736237;0.9635502732736237;0.9635502732736237
3.45;0.9363985287080202;0.9363985287080202;0.9363985287080202
4.6;0.9058523662683752;0.9058523662683752;0.9278610828859755
4.25;0.944643605413693;0.944643605413693;0.944643605413693
1.5;0.6339452958555704;0.6339452958555704;0.6625814623203655
2.5;0.8797942807691332;0.8797942807691332;0.868039323068659
4.75;0.9721309955996521;0.9721309955996521;0.988747607191757
4.4;0.9824878725116306;0.9824878725116306;0.9824878725116306
0.0;0.7507131083263958;0.7507131083263958;0.7545459990029959
3.25;0.8880701394428215;0.8880701394428215;0.8880701394428215
0.5;0.7646323820078135;0.7646323820078135;0.7646323820078135
3.4;0.9707906911918556;0.9707906911918556;0.9707906911918556
3.25;0.9895410571849975;0.9878428155121034;0.9878428155121034
3.25;0.919100883888204;0.919100883888204;0.9367735266351287
3.0;0.6577777926259113;0.6577777926259113;0.7079465262330912
3.25;0.8950403179494728;0.8950403179494728;0.8950403179494728
1.5;0.8271506091873937;0.817253743073891;0.817253743073891
3.2;0.8858011645726811;0.8858011645726811;0.8858011645726811
0.0;0.6714328357986907;0.6714328357986907;0.6714328357986907
3.0;0.8745898057327649;0.8745898057327649;0.8745898057327649
3.4;0.922925932480359;0.922925932480359;0.922925932480359
3.25;0.8979530452368767;0.8955827516363644;0.9041647741647892
3.5;0.9370528155482268;0.9370528155482268;0.9370528155482268
1.5;0.7895817779847445;0.7525571569842342;0.8380508986666445
3.0;0.8587867455355498;0.8587867455355498;0.8587867455355498
4.9;0.9572511989647399;0.9572511989647399;0.9572511989647399
3.45;0.9236779315569457;0.9236779315569457;0.9236779315569457
4.25;0.9188368490148111;0.9188368490148111;0.9005835438795152
4.5;0.9878994710087357;0.9878994710087357;0.9903800914719344
3.0;0.9243032210755276;0.9243032210755276;0.9331055775198357
3.5;0.7185803123433591;0.7185803123433591;0.7185803123433591
2.25;0.8146113174198572;0.8146113174198572;0.8146113174198572
4.25;0.8695365724654907;0.8695365724654907;0.8613963954450466
3.4;0.9620777866090289;0.9620777866090289;0.9575011490785003
3.75;0.9965932304009758;0.9965932304009758;0.9965932304009758
4.25;0.9850566385800535;0.986706196924547;0.9877397966914668
3.25;0.9836931026602453;0.9836931026602453;0.984352314281379
3.25;0.9109360404893923;0.9109360404893923;0.9109360404893923
3.65;0.9558407140778507;0.9558407140778507;0.9558407140778507
2.75;0.7243812957252566;0.7243812957252566;0.7243812957252566
1.5;0.7908639492618033;0.7908639492618033;0.7908639492618033
3.0;0.9063288646409579;0.9063288646409579;0.9219727664903483
4.25;0.8358771854892243;0.8358771854892243;0.8358771854892243
3.5;0.8795715264082035;0.8795715264082035;0.8516295502542692
3.0;0.8890735323285368;0.8890735323285368;0.8890735323285368
2.0;0.8921908912557417;0.8921908912557417;0.8921908912557417
2.5;0.6889219046687705;0.6889219046687705;0.6889219046687705
0.0;0.7844783150278628;0.7844783150278628;0.7851079114603258
0.0;0.7488055193913801;0.7488055193913801;0.7488055193913801
4.0;0.9622517696416076;0.9622517696416076;0.9622517696416076
3.35;0.9040749563034667;0.9040749563034667;0.9040749563034667
4.25;0.9462713726517392;0.9462713726517392;0.9462713726517392
4.25;0.9056751989161177;0.9056751989161177;0.9056751989161177
