Human;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Flair_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Flair_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
2.8;0.5226702148346672;0.5045754189392042;0.5045754189392042
1.8;0.6956404732785506;0.6797087425697982;0.6797087425697982
1.8;0.8019739663173059;0.805485978393178;0.805485978393178
2.6;0.8770833836703157;0.8770833836703157;0.8770833836703157
1.4;0.7224930775827172;0.7224930775827172;0.7224930775827172
3.0;0.7193811245728271;0.7193811245728271;0.7193811245728271
0.6;0.7357795957321271;0.7357795957321271;0.7357795957321271
1.8;0.7428205580385072;0.7428205580385072;0.7428205580385072
3.0;0.779023763301604;0.779023763301604;0.779023763301604
3.0;0.8310620964417298;0.8310620964417298;0.8310620964417298
3.8;0.8807342286744624;0.8807342286744624;0.8807342286744624
2.4;0.8223825836899638;0.8223825836899638;0.8223825836899638
3.6;0.8622853736674806;0.8622853736674806;0.8622853736674806
2.8;0.8398098313986224;0.8398098313986224;0.8398098313986224
3.6;0.8222742416507257;0.8222742416507257;0.8222742416507257
3.0;0.8752884521608295;0.8752884521608295;0.8752884521608295
0.0;0.6302459967197148;0.6302459967197148;0.6302459967197148
0.0;0.6692157133116121;0.6692157133116121;0.6692157133116121
0.2;0.5429965815499576;0.5429965815499576;0.5429965815499576
0.0;0.6227217452355637;0.6227217452355637;0.6227217452355637
0.2;0.6592355579001495;0.6592355579001495;0.6592355579001495
0.2;0.7761364211725571;0.7761364211725571;0.7761364211725571
1.8;0.604984034672605;0.604984034672605;0.604984034672605
1.4;0.6158357759730501;0.6158357759730501;0.6158357759730501
1.8;0.681902008623006;0.681902008623006;0.681902008623006
2.0;0.791911252703275;0.791911252703275;0.791911252703275
0.0;0.6844551649355513;0.6844551649355513;0.6844551649355513
0.8;0.8666989713216021;0.8666989713216021;0.8666989713216021
2.2;0.7466660158161289;0.7466660158161289;0.7466660158161289
1.4;0.6917611851708696;0.6917611851708696;0.6917611851708696
1.8;0.7255361334325946;0.7255361334325946;0.7255361334325946
3.0;0.8755671630330422;0.8755671630330422;0.8755671630330422
1.2;0.8577593667200392;0.8577593667200392;0.8577593667200392
0.2;0.6394303973006735;0.6394303973006735;0.6394303973006735
0.2;0.6668677347048879;0.6677044321688983;0.6668677347048879
0.6;0.6316554564641897;0.6316554564641897;0.6316554564641897
0.2;0.7145822363349931;0.7145822363349931;0.7145822363349931
0.2;0.7274230201796507;0.7274230201796507;0.7274230201796507
0.0;0.5929387517837835;0.5929387517837835;0.5929387517837835
0.2;0.6499303047250673;0.6499303047250673;0.6499303047250673
0.2;0.731588987162992;0.731588987162992;0.731588987162992
2.0;0.7025306378906762;0.7025306378906762;0.7025306378906762
2.8;0.8229221480221708;0.8229221480221708;0.8229221480221708
2.0;0.6777592815878077;0.6777592815878077;0.6777592815878077
4.0;0.8760621863563006;0.8760621863563006;0.8760621863563006
3.0;0.7945564616866083;0.7945564616866083;0.7945564616866083
3.2;0.7195469371811297;0.7195469371811297;0.7195469371811297
1.6;0.8315343588411919;0.8315343588411919;0.8315343588411919
2.4;0.7896121125393155;0.7896121125393155;0.7896121125393155
3.2;0.8241999253078308;0.8241999253078308;0.8241999253078308
1.8;0.7259102610624901;0.7259102610624901;0.7259102610624901
