Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min
4.0;0.9968997170487364;0.9986176430725285;0.9985546003479794;0.9986176430725285
4.0;0.9872909660912965;0.9895242366477407;0.9895242366477407;0.9954652849604226
4.0;0.9743254556798484;0.9882623577113056;0.9882623577113056;0.9986525886020611
3.0;0.9429099711249883;0.944346707228647;0.9364692823069473;0.944346707228647
2.5;0.9772062551923876;0.9787040481449334;0.9787040481449334;0.9787040481449334
2.5;0.9270170394002981;0.9238198147474859;0.9238198147474859;0.9238198147474859
3.0;0.9624067636514454;0.9590535239742287;0.9590535239742287;0.9590535239742287
0.0;0.8743447202706043;0.8612919040487006;0.8612919040487006;0.8612919040487006
4.25;0.9609970504002652;0.9749491504669663;0.9751891296657887;0.9749491504669663
3.0;0.9286489620460843;0.9342564245894481;0.9289956818906183;0.9286820481079364
3.0;0.9223261340673143;0.9324226419573989;0.9324226419573989;0.9324226419573989
4.0;0.8996614577372115;0.9438150007455941;0.9438150007455941;0.9380299236475668
0.0;0.8904104624684572;0.8807375033091436;0.8807375033091436;0.8807936495066774
3.5;0.9029212154725873;0.9314835213756055;0.9314835213756055;0.9314835213756055
1.0;0.8859796458744239;0.8647212160281288;0.8647212160281288;0.8669802402284748
0.0;0.8823483932481235;0.8751828138599059;0.8751828138599059;0.8751828138599059
1.5;0.9552198376348205;0.9535636467987921;0.9535636467987921;0.9535636467987921
3.6;0.9391196122691128;0.9544646951104873;0.9544646951104873;0.9544646951104873
3.0;0.9795157344414034;0.9753364323198627;0.9735809083717507;0.9735411430953146
3.0;0.9857673890764889;0.9874788288862102;0.9871551696764669;0.9845176363804382
5.0;0.9861049016910268;0.9838815137301823;0.9838815137301823;0.9838815137301823
3.5;0.9283022338691482;0.9571216433688077;0.9571216433688077;0.9571216433688077
0.0;0.8826758924868268;0.884087365391263;0.8798510147326762;0.8683183807461045
4.0;0.9381068433120553;0.9638458075869467;0.9638458075869467;0.9637322324221501
4.5;0.9747299973777764;0.9902990600685764;0.9902990600685764;0.9902990600685764
3.0;0.95608225091901;0.9751465386522663;0.9751465386522663;0.9751465386522663
3.5;0.9611779490516015;0.9789826760610119;0.9789826760610119;0.9789826760610119
4.0;0.9926563241095665;0.9873954803512054;0.9873954803512054;0.9873954803512054
3.0;0.9999569178151213;0.9882264746250242;0.9882264746250242;0.9882264746250242
3.0;0.9713037104583514;0.9708717079658802;0.9732797239510068;0.9708717079658802
3.5;0.9426400891730049;0.9785056303754688;0.9785056303754688;0.9785056303754688
2.5;0.8947700682662828;0.9143328984259198;0.9143328984259198;0.9143328984259198
3.5;0.9415431985594976;0.9819990723499825;0.9841416325115648;0.9819990723499825
3.5;0.8852417135983947;0.8932419610072464;0.8932419610072464;0.8924430921228509
3.0;0.9672598767334994;0.9764952211456677;0.9764952211456677;0.97256495798244
4.5;0.9451748028018192;0.9595251065072667;0.9595251065072667;0.9595251065072667
2.5;0.933243044408538;0.9321805308186848;0.9297484069668388;0.9321805308186848
3.5;0.921585202196235;0.9121904111408162;0.9114475578335729;0.9121904111408162
3.0;0.9773093630775488;0.9784173579937043;0.9786990680773985;0.9784173579937043
2.5;0.9580451979677892;0.961289918089623;0.961289918089623;0.961289918089623
4.0;0.9583076603868299;0.9681662269590757;0.9681662269590757;0.9681662269590757
3.5;0.9535376409630935;0.9846943936755358;0.9846943936755358;0.9846943936755358
3.5;0.945087749819072;0.9232853641286681;0.9232853641286681;0.9232853641286681
3.0;0.9835323009277852;0.9831620780306521;0.9791518998723006;0.9831620780306521
2.5;0.978804632428619;0.9866331339644863;0.9866331339644863;0.9866331339644863
4.0;0.9575158673307667;0.9829201186686803;0.9829201186686803;0.9829201186686803
3.5;0.9306907414582969;0.925674215304439;0.925674215304439;0.9287453528146863
2.5;0.9066997346124336;0.9028001515088195;0.9028001515088195;0.9028001515088195
2.5;0.9666959286810869;0.9700586089433798;0.9700586089433798;0.9700586089433798
5.0;0.9289350629847709;0.9554065442874529;0.9554065442874529;0.9554065442874529
4.25;0.9419911662803299;0.9617076686776818;0.9617076686776818;0.9614926529414256
2.5;0.9183293245550985;0.9562343483945613;0.9562343483945613;0.9562343483945613
2.95;0.9843566336502276;0.9437046099301227;0.9437046099301227;0.9437046099301227
3.0;0.9871331848851801;0.9834297616095571;0.9810139617173003;0.9831816807790382
3.45;0.9836078872319702;0.9662839476888225;0.9662839476888225;0.9662839476888225
2.5;0.9651949509468831;0.9602245794102601;0.9602245794102601;0.9602245794102601
0.5;0.8876836481048705;0.9129269876683193;0.9093414706066708;0.9116520000373394
4.5;0.9448165912894303;0.9475207692023601;0.9475207692023601;0.9475207692023601
2.0;0.8449054082449019;0.8530948228962685;0.8530948228962685;0.8530948228962685
2.0;0.9001689984718513;0.8966078876116819;0.8966078876116819;0.8966078876116819
3.5;0.9945099684894518;0.9974265758338128;0.9974265758338128;0.9959869293306871
3.5;0.9676524994274571;0.9811768991506076;0.9811768991506076;0.9811768991506076
4.0;0.9822167716631902;0.9922011311881248;0.9822167716631902;0.9922011311881248
3.5;0.987293166836946;0.9896659136646723;0.9918914983708822;0.9896659136646729
4.0;1.0000000000000004;0.9929639042028736;0.9927868661135373;0.9922607716252075
2.5;0.8914779566069903;0.8956393619795057;0.8956393619795057;0.8956393619795057
3.0;0.9623123641829988;0.9663173582898547;0.9664100135566114;0.9715177191259331
3.0;0.9429395359767895;0.9467223996591303;0.9462350904946935;0.9467223996591303
3.0;0.8629692103462459;0.8978753592682047;0.8978753592682047;0.8978753592682047
1.0;0.9035266912608727;0.906770551681047;0.906770551681047;0.906770551681047
2.0;0.9441895648596978;0.9526358779764877;0.9526358779764877;0.9526358779764877
2.0;0.8702240360856762;0.8805551267340379;0.8805551267340379;0.8805551267340379
4.5;0.971786299315487;0.9922286083000582;0.9922286083000582;0.9922286083000582
4.0;NaN;NaN;NaN;NaN
3.0;0.9929252671167511;0.9900105639530636;0.9900105639530636;0.9900105639530636
3.0;0.991151326519172;0.9851225753656021;0.9851225753656021;0.9851225753656021
4.15;0.9236218763363655;0.9070172706348868;0.9070172706348868;0.9070172706348868
2.5;0.9333097222578134;0.9157503313412482;0.9263009740009046;0.9293130751012967
3.5;0.9377845799778431;0.9461559472286705;0.9461559472286705;0.9461559472286705
4.0;0.9189280311556348;0.9366672109073334;0.9366672109073334;0.9366672109073334
5.0;0.9205612471184775;0.974596223555589;0.9609593614711623;0.974596223555589
4.8;0.9852537663713873;0.9984148723070059;0.9984148723070059;0.9984209678642127
0.0;0.7956978996970809;0.8234684332987716;0.8234684332987716;0.8148877104258635
4.6;0.9782297280106719;0.9747860790240307;0.9747860790240307;0.9747860790240307
3.0;0.9128324186300558;0.9265260127428383;0.9265260127428383;0.9265260127428376
2.7;0.9407524770356253;0.9523586276644896;0.9523586276644896;0.9523586276644896
3.6;0.978901961257955;0.9822509985927996;0.9822509985927996;0.9822509985927996
3.75;0.9722890627198691;0.9691045845751061;0.9739416442976018;0.9691045845751061
3.65;0.8961937182475673;0.8964900293777058;0.8964900293777058;0.8964900293777058
0.0;0.9275583980144585;0.9368806550952429;0.9368806550952429;0.9438413883633373
3.0;0.9399397180300654;0.9386069647815714;0.9386069647815714;0.9386069647815714
4.75;0.9820337133828123;0.9892621838398705;0.9892621838398705;0.9904322430671291
3.6;0.9920873181449511;0.9944846198099293;0.9944846198099293;0.9934757860271366
3.5;0.9871779822270986;0.9907220080920895;0.9907220080920895;0.9907220080920895
2.75;0.9535512017396688;0.9649310717876651;0.9631092201288765;0.9649310717876651
5.0;0.9802756104170383;0.9767452215873694;0.9767452215873694;0.9767452215873694
4.0;0.9436711717332376;0.9454770988941104;0.9358801794544437;0.9454770988941104
3.0;0.8415159434216481;0.9654460692377764;0.9654460692377764;0.9450658608524471
3.5;0.94806343505122;0.9645109184098002;0.9645109184098002;0.9645109184098002
3.35;0.9587750311739703;0.9635084019029031;0.9641823873432557;0.9635084019029031
3.2;0.9558657201555958;0.952379743906225;0.952379743906225;0.952379743906225
3.6;0.9537230079498712;0.9515885765499748;0.9515885765499748;0.9515885765499748
3.75;0.9498386947199506;0.9603467653582374;0.9603467653582374;0.9603467653582374
4.0;0.9747378220790143;0.9771318717848053;0.9771318717848053;0.9783493419727324
3.75;0.9696547549285687;0.9833518640333996;0.9833518640333996;0.9833518640333996
3.5;0.953008681038968;0.9840305506700635;0.9854556208430544;0.9840305506700635
3.5;0.9890387249670691;0.9922507437446075;0.9922507437446075;0.9922507437446075
4.25;0.9969818597927705;0.9959385145145957;0.9969477796431416;0.9959385145145957
0.0;0.877122825758643;0.8738349677521365;0.8738349677521365;0.8738349677521365
3.5;0.951390317335583;0.9595885962893813;0.9595885962893813;0.9595885962893813
2.75;0.9360198634976628;0.9472698840582024;0.9472698840582024;0.9472698840582024
5.0;0.9775468243221616;0.975984384388975;0.975984384388975;0.975984384388975
3.75;0.9678659048579877;0.9678060643485381;0.9678060643485381;0.9678060643485381
3.45;0.9446615993934165;0.9686336375764666;0.9686336375764666;0.9686336375764666
3.0;0.9913198573390842;0.9861297589892397;0.9861297589892397;0.9861297589892397
2.25;0.9123986412104884;0.9043201406470662;0.9043201406470662;0.9043201406470662
3.25;0.8822698845852803;0.908158998132406;0.908158998132406;0.908158998132406
4.2;0.9485063632986;0.9703267836897658;0.9800331325603692;0.9703267836897658
4.25;0.9752591101364734;0.9813099626918552;0.9813099626918552;0.9813099626918552
4.4;0.995459180750821;0.9783442019069103;0.9936086494237399;0.9783442019069106
2.5;0.9468884250530049;0.9509999241237584;0.9509999241237584;0.953205114648232
1.75;0.9075419397197982;0.9099653857651756;0.9104823808316866;0.9018709506167242
3.5;0.9662543626074488;0.9631790157747235;0.9631790157747235;0.9631790157747235
3.5;0.9589136279219336;0.9852156752127473;0.9859712549166821;0.9852156752127473
5.0;0.9994814653348653;0.9996175681835596;0.9996175681835596;0.9996175681835596
3.95;0.9789098920844151;0.9846969025045903;0.9846423863096098;0.9846969025045905
3.5;0.9354391726979274;0.9776545034293085;0.9634714563061513;0.9777327700133089
3.25;0.9506617331622534;0.9445384444284092;0.9445384444284092;0.9452781665511472
4.5;0.9430145855458771;0.9441613257682772;0.9441613257682772;0.9441613257682772
0.0;0.8106678458337274;0.8005710185888785;0.8005710185888785;0.8005710185888785
3.1;0.9411058032927357;0.9384429252005512;0.9384429252005512;0.9384429252005512
3.5;0.9655662308451627;0.9828208715189427;0.9828208715189427;0.9828208715189427
4.25;0.9823074383788858;0.9861447544769097;0.9861447544769097;0.9918564697933177
2.75;0.91462763839789;0.9258424641915737;0.9258424641915737;0.9258424641915737
3.5;0.9639814982179365;0.950020915373085;0.950020915373085;0.950020915373085
4.5;0.9817603306798042;0.9932287463356441;0.9932287463356441;0.9932287463356441
3.5;0.96056255947871;0.9803089559703797;0.9803089559703797;0.9803089559703797
2.9;0.9538185796491824;0.9698847776618663;0.9631858910869971;0.971526758581816
3.0;0.7684009052602648;0.9564222990769548;0.9564222990769548;0.9564222990769548
3.0;0.9450302471267138;0.9624771039008023;0.9624771039008023;0.9624771039008023
3.0;0.8974282983842268;0.9141227405862595;0.9137700961818181;0.9151180923618755
4.0;0.9383817452875663;0.9333308279482488;0.9333308279482488;0.9333308279482488
0.0;0.8213104488081007;0.8514959756848636;0.8233126743437981;0.8233126743437981
3.75;0.9159908972461318;0.9797629976682319;0.9775720935314027;0.9775720935314027
3.0;0.9906458536758105;0.9934214430153051;0.9934214430153051;0.9934214430153051
2.5;0.9534037874819529;0.8876405477981045;0.9815736917476012;0.8858997714270961
3.5;0.9846078747109716;0.9855533431526234;0.9855533431526234;0.9855533431526234
4.0;0.9435692327861435;0.9453646691697636;0.9453646691697636;0.9453646691697636
4.5;0.9320822840865961;0.9552571336225916;0.9552571336225916;0.9552571336225916
3.5;0.9365832749379732;0.9746389341064755;0.9746389341064755;0.9746389341064755
2.5;0.9204191116529225;0.9410195046862008;0.9402805366986081;0.9410195046862008
3.75;0.9818439098120051;0.9838485472511377;0.9838485472511377;0.9889312833940993
3.5;0.963148876257419;0.9702398885725655;0.9702398885725655;0.9702398885725655
3.0;0.9565349244442455;0.9598947202828145;0.9598947202828145;0.9598947202828145
3.9;0.9699107115434759;0.9592754527151718;0.9592754527151718;0.9592754527151718
3.25;0.963668107169097;0.9471438130620551;0.9471438130620551;0.9471438130620551
3.75;0.9964479191832903;0.9973614252800665;0.9973614252800665;0.9970541409437046
3.4;0.925239731042676;0.925256102864395;0.925256102864395;0.9313886550891439
4.75;0.9906096168303083;0.9909560099131653;0.9909560099131653;0.9909560099131653
3.5;0.943970438261427;0.9593328260781505;0.9593328260781505;0.9593328260781505
3.75;0.8791861155869644;0.8911667659155027;0.8911667659155027;0.8859328390615031
3.25;0.9300262838719352;0.9356514155656672;0.9356514155656672;0.9356514155656672
0.5;0.8912125493040526;0.8927157067627137;0.8927157067627137;0.8927157067627137
0.5;0.944522518377117;0.9498378271760379;0.9498378271760379;0.9498378271760379
3.75;0.9717362490626134;0.9711782995533007;0.9711782995533007;0.9711782995533007
3.25;0.98761573864556;0.9760709359396978;0.9760709359396978;0.9760709359396978
2.5;0.8931653931285416;0.9111727041367749;0.9111727041367749;0.9026541457241272
4.95;0.9908742845561008;0.9877423903739766;0.9877423903739766;0.9877423903739766
0.0;0.8932951048597636;0.8904007927364365;0.8904007927364365;0.8904007927364365
3.4;0.9806166179245154;0.9948848724744546;0.9948848724744546;0.9948848724744546
3.0;0.9642767315656493;0.9833808350828578;0.9833808350828578;0.9833808350828578
3.5;0.9475831677053689;0.9555101404017331;0.9555101404017331;0.9555101404017331
4.25;0.9229149667233053;0.9767140734414881;0.9767140734414881;0.9767140734414881
3.0;0.9954966336504326;0.9947639003574266;0.9946451315642607;0.9947639003574266
3.9;0.9763211104465768;0.9816341431112324;0.9816341431112324;0.987698216967745
3.25;0.9310817047465112;0.9109719604950071;0.9234596058169633;0.8958117301731459
3.0;0.908657855887878;0.8957003710493487;0.8957003710493487;0.8957003710493487
3.5;0.9484866523207812;0.9478395191694339;0.9478395191694339;0.9478395191694339
3.25;0.9500913766941181;0.9538250722524667;0.9538250722524667;0.9538250722524667
4.45;NaN;NaN;NaN;NaN
1.5;0.9071690240000158;0.9117584149271419;0.9117584149271419;0.9116020338627121
3.0;0.9102645496840849;0.9167272885692888;0.9167272885692888;0.9167272885692888
3.25;0.9680469164414182;0.9640185485820659;0.9640185485820659;0.9640185485820659
3.9;0.9622290429940222;0.988498390826464;0.988498390826464;0.988498390826464
2.9;0.9593026310311722;0.963620554664445;0.9630953167648353;0.963620554664445
2.0;0.8758771730816409;0.875021558807724;0.875021558807724;0.8831135004711914
3.75;0.9349651233373246;0.9513466948259185;0.9510340110630373;0.9513466948259185
3.0;0.9749934352884617;0.951850112415711;0.951850112415711;0.9447979046052905
3.0;0.9597210812843935;0.9701825992740294;0.9690934763546315;0.9701825992740294
1.5;0.8873923658925449;0.8783962438719252;0.8783962438719252;0.8783962438719252
2.4;0.9209958132243414;0.9160496513176315;0.9160496513176315;0.9185604150933986
3.0;0.9719504595648195;0.9820072369507064;0.9801854642440084;0.9819714540893064
0.0;0.7965400190820626;0.8213520555560561;0.8213520555560561;0.8213520555560561
3.5;0.9288016385572574;0.9484077300939623;0.9484077300939623;0.9481847235907607
3.5;0.9919456204357756;0.9942679392287915;0.9942679392287915;0.9942679392287915
3.75;0.9641573667547527;0.9628393063383959;0.9628393063383959;0.9628393063383959
4.9;0.99668048425901;0.9955334208278757;0.9972000334334927;0.995476622354557
1.25;0.9301112545457;0.9246014705433497;0.9246014705433497;0.9246014705433497
3.0;0.9614834767949647;0.9813550371869922;0.9813550371869922;0.9813550371869922
3.75;0.9167345467313549;0.9320166637939492;0.9320166637939492;0.9320166637939492
2.0;0.8795117830596355;0.8834881990399936;0.8850378645545166;0.8849483907391273
3.0;0.9556603327338519;0.9645740005121217;0.9645740005121217;0.9645740005121217
3.0;0.8685333337027841;0.9104580221080938;0.8980552514703964;0.8980552514703964
2.1;0.8857189657630538;0.8979685308517624;0.8898690018046219;0.8979685308517624
3.0;0.9050250427045405;0.9190814491775758;0.9190814491775758;0.9176648803851198
1.5;0.8659677368756307;0.8485036263445178;0.8485036263445178;0.8485036263445178
4.75;0.914978920703762;0.9307093094572954;0.9307093094572954;0.9307093094572954
3.6;0.9377858401933766;0.943996244849613;0.943996244849613;0.943996244849613
3.0;0.9654771425990831;0.9591305200383455;0.96071048166816;0.964712799400503
3.25;0.7825616800022851;0.8385115950887647;0.8385115950887647;0.8385115950887647
3.0;0.9707163758109941;0.9729569943872558;0.9729569943872558;0.9792356491180695
1.5;0.909973873620924;0.9011112095703766;0.8965750553849198;0.9643740519488069
0.0;0.9178510283203852;0.9187548588472035;0.9187548588472035;0.9171185566096834
3.9;0.9736492585601778;0.9898002784338297;0.9898002784338297;0.9898002784338297
4.45;0.9640446243505004;0.9810323039932536;0.9810323039932536;0.9810323039932536
0.0;0.8957249331460194;0.9106480622039583;0.9106480622039583;0.9106480622039583
3.0;0.8748174703034116;0.9397937067041352;0.9397937067041352;0.9397937067041352
3.6;0.9300691621188051;0.9481102749016855;0.9481102749016855;0.9519399434797458
3.5;0.8826389836668521;0.8989293830203546;0.8914027030517888;0.8989293830203546
3.45;0.9904981167594172;0.9919570192763915;0.9919570192763915;0.9919570192763916
3.0;0.9478955711471524;0.9636667113389779;0.9636667113389779;0.9694933091017619
3.0;0.9092425062221745;0.9280689675714384;0.9280689675714384;0.9280689675714384
3.5;0.9870783954462221;0.9910965883194032;0.9910965883194032;0.9904508301050794
4.2;0.9907799583084139;0.9980939619915902;0.9980939619915902;0.999192852742689
3.25;0.9640040227496184;0.9727231423850712;0.9723015359367463;0.9727231423850712
2.0;0.9123627444673297;0.9546597054193173;0.9546597054193173;0.9546597054193173
0.0;0.8732068996560919;0.8646352809696;0.8646352809696;0.8697900181288647
4.25;0.9524478522366504;0.9787988611453643;0.9787988611453643;0.9787988611453643
4.25;0.9894826433819812;0.9812231367731624;0.9812231367731624;0.9816575632604431
3.0;0.9784560688403484;0.9633052845741853;0.9633052845741853;0.9633052845741853
1.5;0.9459654465335954;0.9557204249893728;0.9557204249893728;0.9557204249893728
4.25;0.9343994741459206;0.967659733759191;0.967659733759191;0.967659733759191
3.5;0.9533970684342379;0.9613796394213433;0.9613796394213433;0.9613796394213433
3.75;0.9458338530185094;0.9704672470309424;0.9704054857418194;0.970467247030943
3.75;0.9790979981830426;0.9978073573927656;0.9978073573927656;0.9978073573927657
3.75;0.9819324268221843;0.9823871365951437;0.9823871365951437;0.9877851769889074
3.5;0.9333520656095998;0.9507664034926061;0.9507664034926061;0.9507664034926061
4.25;0.9977450323510395;0.9978765198262706;0.9978765198262706;0.9978765198262706
3.0;0.9666065227034231;0.9723355710503729;0.9723355710503729;0.9723355710503729
3.5;0.9493674607314933;0.9651298121783335;0.9651298121783335;0.9651298121783335
3.35;0.9523595805321174;0.9603944166893739;0.9603944166893739;0.9613106507907315
3.25;0.9283423720570301;0.8591498454477664;0.9096115591227554;0.8628966473877339
4.4;0.9156490888234037;0.9162633777966214;0.9162633777966214;0.9162633777966214
5.0;0.974349335526174;0.9789169902211932;0.9789169902211932;0.9789169902211932
4.4;0.9857818088995948;0.9724029296658782;0.9724029296658782;0.9724029296658782
0.0;0.8081962906481576;0.8222559757237452;0.8222559757237452;0.8222559757237452
3.5;0.9820538935387993;0.9812015506421946;0.9829431648166386;0.9812015506421946
3.9;0.9835038990290352;0.9724369656531898;0.9724369656531898;0.9724369656531898
5.0;0.9399656538105731;0.9438589336338347;0.9438589336338347;0.9438589336338347
0.0;0.8832233815705282;0.8653322965101327;0.8653322965101327;0.8540279581124739
3.0;0.9650942249808258;0.9702760227586136;0.9702760227586136;0.9702760227586136
3.0;0.9526623228010193;0.9506017754711247;0.9506017754711247;0.9506017754711247
4.25;0.9821228543084839;0.9793085996538283;0.9793085996538283;0.9793085996538283
0.0;0.8712445855586801;0.8525417461200987;0.8525417461200987;0.8525417461200987
3.5;0.963869293699859;0.9662543156862495;0.9662543156862495;0.9662543156862495
3.1;0.8479274874103344;0.8733040845337731;0.8733040845337731;0.8733040845337731
3.0;0.9701767906060441;0.9755093982730796;0.9755093982730796;0.9755093982730796
3.0;0.9724451574857492;0.9803822044933552;0.9784906127572859;0.9803822044933552
3.0;0.9903229016517158;0.9726698989739541;0.9719303601428569;0.9726698989739541
3.75;0.983723329702802;0.9892737599372693;0.9891751853576123;0.9890244349798973
0.5;0.9177417328734737;0.9266325860289314;0.9266325860289314;0.9266325860289314
2.5;0.9228698237555851;0.9351790830086759;0.9315507840844698;0.9366265202602682
3.0;0.9315193616002135;0.9324109080602345;0.9324109080602345;0.9301526281457794
3.75;0.9727453499892214;0.9774004783077236;0.9774004783077236;0.9776244161574411
3.5;0.966672358834045;0.9845630178394095;0.9845630178394095;0.9845630178394095
3.9;0.9850205646794901;0.9848660498431734;0.9849266916559983;0.9830303197679738
2.75;0.9542937626640005;0.9684176786719958;0.9636136552701197;0.9661176920171664
3.0;0.9745858885965245;0.9852880704329147;0.9852880704329147;0.9817670965350469
4.4;0.9864048082486531;0.9970953196092099;0.9970953196092099;0.9970953196092099
2.0;0.9291211772877802;0.930208206031493;0.930208206031493;0.930208206031493
3.5;0.9798161445899523;0.9819948253227737;0.9819948253227737;0.9869895437528042
3.4;0.9555376725576622;0.9621695945182812;0.957460944586489;0.9621695945182812
4.95;0.9245934447185126;0.9513077690234139;0.9513077690234139;0.9597784847794417
3.75;0.9833489334306631;0.9884236127181574;0.9882095627790697;0.9882056714869265
0.0;0.9223178006390467;0.9256103486107355;0.9256103486107355;0.9256103486107355
3.75;0.9795890362610454;0.9834286963789519;0.9834286963789519;0.9883696690602384
2.9;0.9027961325351357;0.916925068363098;0.916925068363098;0.916925068363098
4.75;0.8879577224875912;0.8783026886506754;0.8783026886506754;0.8783026886506754
4.9;0.9926049835488322;0.9853812823439205;0.9853812823439205;0.9853812823439205
4.25;1.0;0.9933454661917887;0.9911147923914415;0.9933454661917887
3.9;0.9750887604562986;0.9770215376687774;0.9770215376687774;0.9865423878140516
1.95;0.9475113159383778;0.9437237047456025;0.9437237047456025;0.9439521343686714
3.75;0.9862440003272208;0.9939381864449557;0.9939381864449557;0.9939381864449557
4.25;NaN;NaN;NaN;NaN
3.0;0.9791574963340561;0.9809154910966942;0.9809154910966942;0.9857876779412151
2.25;0.9361053947882403;0.9437243112799096;0.9381822224481712;0.9370810156532847
2.5;0.895371533352556;0.8789877155565731;0.8789877155565731;0.8753835353584642
3.0;0.9436495467501539;0.9496805976227402;0.9455017125209125;0.9496805976227402
3.25;0.954984998773579;0.9558260341637786;0.9559878979631969;0.9621818590821081
4.0;0.9727369445602112;0.9834996516086306;0.9834996516086306;0.9831919855586518
4.75;0.964233803148393;0.9479163675394148;0.9479163675394148;0.9479163675394148
3.0;0.9862619517291823;0.9783225812850632;0.9783225812850632;0.991072380819553
3.4;0.9767078025077082;0.9819760025333402;0.9819840084703222;0.9819760025333402
3.4;0.9374631702541897;0.9701223247161828;0.9701223247161828;0.9701223247161828
0.5;0.8498296673938546;0.8323740624373941;0.8323740624373941;0.8323740624373941
1.9;0.979487232871024;0.9701611096473232;0.969339059136338;0.9706230836133322
4.5;0.9971067975541876;0.9996939467909888;0.9972814420367103;0.9996939467909888
3.2;0.9711694118612586;0.9738324607525809;0.9738324607525809;0.9738324607525809
3.25;0.9853871396758637;0.9890517624783877;0.9865141386486904;0.9913617069920143
3.25;0.9753308890460681;0.9743523682382087;0.9743523682382087;0.9743523682382087
3.25;0.9895283592130784;0.9946292678817227;0.9944438314336775;0.9946292678817227
3.0;0.9637922323459673;0.9664221171954535;0.9664221171954535;0.9678595769170412
3.45;0.957014302758349;0.9363574357982023;0.9363574357982023;0.9363574357982023
3.7;0.9745820146009453;0.9678901608812147;0.9773063531137636;0.9710959836002275
3.5;0.9914398366292576;0.9891082092680848;0.9891302479782048;0.9850460860640551
2.75;0.9308881156093277;0.9626524109994545;0.9333961588225202;0.9511444035222502
3.1;0.9361332253400622;0.9464638339014665;0.9464638339014665;0.9464638339014665
3.4;0.9734796509571201;0.9761388427501952;0.9761388427501952;0.9867303640343575
3.25;0.9355934334372695;0.9389057863021304;0.9389057863021304;0.9389057863021304
3.35;0.8852675643315928;0.900856002419984;0.900856002419984;0.900856002419984
4.9;0.9347388997435332;0.9900169104087756;0.984169885081151;0.9900169104087756
3.5;0.9514525127111768;0.9802894915401138;0.9814829795190287;0.9802894915401138
4.65;0.9335488584711411;0.9882084509826454;0.9882084509826454;0.9882084509826454
4.75;0.9539074157287054;0.9601197913992232;0.9618178666285568;0.962885490857037
4.7;0.9937648758361128;0.9953668894504305;0.9953668894504305;0.9953668894504305
