Human;LiBlock;Jaccard;BlockDistance;Levenshtein;OverlapCoefficient;Qgram
5.0;0.8944444477558136;0.8;0.8888888955116272;0.9014084507042254;0.9;0.8382352941176471
3.5;0.5587660278265341;0.4;0.5454545021057129;0.3689320388349514;0.6;0.5445544554455446
0.0;0.048112522432468816;0.0;0.0;0.352;0.1111111111111111;0.1428571428571429
4.0;0.6684055486415363;0.5294117647058824;0.692307710647583;0.6965517241379311;0.6923076923076923;0.701195219123506
4.5;0.9312767329124385;0.9090909090909091;0.9090908765792847;0.8130841121495327;1.0;0.8923076923076922
3.0;0.6635405999621835;0.5;0.6341463327407837;0.46303501945525294;0.9166666666666666;0.6270270270270271
3.5;0.8169215826662097;0.6923076923076923;0.8148148059844971;0.7310606060606061;0.8571428571428571;0.8227848101265822
4.0;0.8619038733333757;0.7368421052631579;0.8717948794364929;0.7790055248618785;0.9333333333333333;0.8291139240506329
3.0;0.8765359675209354;0.7857142857142857;0.8666666746139526;0.71875;1.0;0.8333333333333334
3.0;0.5844696233672253;0.39285714285714285;0.604651153087616;0.7032258064516129;0.5789473684210527;0.6458333333333333
3.5;0.8334017324973702;0.7;0.8235294222831726;0.8387096774193549;0.8888888888888888;0.8786127167630058
2.5;0.19098055853282467;0.10714285714285714;0.1875;0.27611940298507465;0.21428571428571427;0.19130434782608696
3.5;0.7408942742058271;0.5789473684210527;0.7333333492279053;0.6514285714285715;0.9166666666666666;0.7730496453900709
3.5;0.21922372023748524;0.11764705882352941;0.21052628755569458;0.38053097345132747;0.2857142857142857;0.3915343915343915
3.0;0.6360912423091989;0.45454545454545453;0.6829268336296082;0.50920245398773;0.625;0.7030716723549488
4.5;0.7179867839013225;0.5555555555555556;0.7142857313156128;0.5882352941176471;0.8333333333333334;0.7746478873239436
2.5;0.36439237307184125;0.2222222222222222;0.3636363744735718;0.3085714285714286;0.4;0.4276315789473685
3.5;0.5277444534234071;0.34782608695652173;0.5161290168762207;0.41463414634146345;0.8;0.5159010600706714
3.0;0.7390892678489862;0.5806451612903226;0.7307692170143127;0.6781115879828326;0.9;0.7786666666666666
2.5;0.6095442628930023;0.41379310344827586;0.625;0.5358649789029536;0.7058823529411765;0.6210526315789473
4.0;0.6548748267671238;0.47058823529411764;0.615384578704834;0.5179856115107914;0.75;0.6255144032921811
3.5;0.8083413826328794;0.6923076923076923;0.8333333134651184;0.6576576576576576;0.8181818181818182;0.787037037037037
3.5;0.49039012493692996;0.29411764705882354;0.45454543828964233;0.5123966942148761;0.6;0.5213270142180095
3.0;0.6728043862567716;0.525;0.65625;0.3399209486166008;0.7241379310344828;0.6666666666666667
2.5;0.813384849922022;0.68;0.8163264989852905;0.7110091743119267;0.85;0.82687338501292
4.0;0.7623374237464089;0.6153846153846154;0.761904776096344;0.6699999999999999;0.8;0.7794871794871795
3.5;0.3139822365046136;0.14285714285714285;0.25;0.4130434782608695;0.42857142857142855;0.4105960264900662
2.5;0.5426664013355755;0.38461538461538464;0.5263158082962036;0.4390243902439024;0.625;0.524822695035461
2.5;0.7148884815177408;0.5238095238095238;0.7368420958518982;0.7087912087912087;0.7857142857142857;0.7579617834394905
5.0;0.888888892200258;0.8;0.8888888955116272;0.9880952380952381;0.8888888888888888;0.967741935483871
4.25;0.7115097382339728;0.5454545454545454;0.7058823108673096;0.6105263157894737;0.8571428571428571;0.7272727272727273
2.5;0.4900000095367432;0.3333333333333333;0.48000001907348633;0.584070796460177;0.5;0.5167464114832536
2.95;0.6666666467984518;0.5;0.6666666269302368;0.7954545454545454;0.6666666666666666;0.7142857142857143
3.0;0.7979181675077518;0.6666666666666666;0.7719298601150513;0.654485049833887;0.9565217391304348;0.8088531187122736
3.45;0.833333323399226;0.7142857142857143;0.8333333134651184;0.9036144578313253;0.8333333333333334;0.8553459119496856
2.5;0.6909917961026006;0.5;0.7142857313156128;0.6702702702702703;0.7058823529411765;0.7728613569321534
0.5;0.19785175404076788;0.10810810810810811;0.1860465407371521;0.2511848341232228;0.3076923076923077;0.22535211267605637
4.5;0.4041241333110026;0.25;0.3999999761581421;0.4946236559139785;0.5;0.4563758389261745
2.0;0.38292626885280007;0.26666666666666666;0.3809523582458496;0.4953271028037384;0.4444444444444444;0.41025641025641024
2.0;0.3240315458662435;0.20833333333333334;0.3030303120613098;0.3652694610778443;0.35714285714285715;0.38596491228070173
3.5;0.9538212500726659;0.8823529411764706;0.9375;0.880794701986755;1.0;0.9084507042253521
3.5;0.7646568308098591;0.6;0.7547169923782349;0.6283783783783784;1.0;0.76890756302521
4.0;0.8535353508260515;0.8;0.8181818127632141;0.8309859154929577;0.8888888888888888;0.8153846153846154
3.5;0.7601573281839404;0.6304347826086957;0.7560975551605225;0.7469135802469136;0.8055555555555556;0.7978723404255319
4.0;0.8250000059604644;0.8095238095238095;0.800000011920929;0.7420494699646643;0.85;0.7983193277310925
2.5;0.14588860135812026;0.08333333333333333;0.13793104887008667;0.21259842519685035;0.15384615384615385;0.28037383177570097
3.0;0.6341634013275708;0.47619047619047616;0.6060606241226196;0.4807692307692307;0.8333333333333334;0.610738255033557
3.0;0.3783854288927333;0.23076923076923078;0.375;0.3648648648648649;0.46153846153846156;0.4297520661157025
3.0;0.4041241333110025;0.25;0.3999999761581421;0.3931623931623932;0.5;0.418848167539267
1.0;0.21067239911679325;0.11764705882352941;0.21052628755569458;0.202247191011236;0.2222222222222222;0.25609756097560976
2.0;0.6636363755572926;0.46153846153846156;0.6000000238418579;0.5900000000000001;0.7272727272727273;0.7461139896373057
2.0;0.11774909100448808;0.0625;0.11764705181121826;0.25316455696202533;0.125;0.24675324675324672
4.5;0.8893280787901445;0.75;0.8695652484893799;0.8828828828828829;0.9090909090909091;0.9142857142857143
4.0;NaN;0.0;0.0;0.0;0.0;0.0
3.0;0.9343738420002308;0.875;0.9333333373069763;0.9;1.0;0.9172932330827068
3.0;0.8549728655401241;0.7272727272727273;0.8571428656578064;0.7553191489361702;1.0;0.8421052631578947
4.15;0.75;0.6;0.75;0.6416666666666666;0.75;0.8122270742358079
2.5;0.4917468892076141;0.3333333333333333;0.5;0.32530120481927716;0.5454545454545454;0.4625
3.5;0.6006689090724064;0.42857142857142855;0.6000000238418579;0.4822695035460993;0.6428571428571429;0.5725490196078431
4.0;0.23549818200897615;0.13333333333333333;0.23529410362243652;0.26436781609195403;0.25;0.40506329113924056
5.0;0.9473195316699916;0.8888888888888888;0.9411764740943909;0.8888888888888888;1.0;0.9405940594059405
4.8;0.8832860471094499;0.8235294117647058;0.8780487775802612;0.7777777777777778;1.0;0.859375
0.0;0.0;0.0;0.0;0.2432432432432432;0.0;0.06349206349206349
4.6;0.888888892200258;0.8;0.8888888955116272;0.8023255813953488;0.8888888888888888;0.8757396449704142
3.0;0.5841268287174657;0.375;0.5454545021057129;0.47706422018348627;0.7272727272727273;0.574585635359116
2.7;0.4106752309791672;0.25;0.3999999761581421;0.38888888888888884;0.5833333333333334;0.4696969696969697
3.6;0.8744509235442111;0.7619047619047619;0.8837209343910217;0.8351063829787234;0.8888888888888888;0.9022988505747126
3.75;0.7901663615475603;0.6363636363636364;0.782608687877655;0.6744186046511628;1.0;0.8
3.65;0.5743894032792001;0.4;0.5714285373687744;0.4423076923076923;0.6666666666666666;0.5917602996254682
0.0;0.1801529219342085;0.08;0.13793104887008667;0.38834951456310685;0.23076923076923078;0.2741116751269036
3.0;0.375;0.23076923076923078;0.375;0.38888888888888884;0.375;0.4274809160305344
4.75;0.8255186583532681;0.7083333333333334;0.7727272510528564;0.8044692737430168;0.9;0.8470588235294118
3.6;0.8912415275373948;0.8181818181818182;0.8813559412956238;0.8241379310344827;0.9473684210526315;0.8784313725490196
3.5;0.766607968269879;0.6428571428571429;0.7547169923782349;0.6167664670658682;1.0;0.7538461538461538
2.75;0.40011002821200886;0.2549019607843137;0.39436620473861694;0.4429530201342282;0.48148148148148145;0.4636542239685658
5.0;0.863842867579887;0.8333333333333334;0.8148148059844971;0.6376811594202898;1.0;0.7713004484304933
4.0;0.4833333194255829;0.3333333333333333;0.46666663885116577;0.549618320610687;0.5;0.5130434782608695
3.0;0.78621350183783;0.6666666666666666;0.7272727489471436;0.7863247863247863;1.0;0.7942583732057417
3.5;0.6678301174679547;0.5;0.6666666269302368;0.5;0.7272727272727273;0.676056338028169
3.35;0.5743894032792001;0.4;0.5714285373687744;0.44303797468354433;0.6666666666666666;0.6283524904214559
3.2;0.7540536416704902;0.5833333333333334;0.761904776096344;0.6272727272727272;0.875;0.8041237113402062
3.6;0.6699968558749643;0.5;0.6470588445663452;0.6071428571428572;0.9166666666666666;0.6867924528301887
3.75;0.8562091555860307;0.7;0.8235294222831726;0.872093023255814;0.8888888888888888;0.896969696969697
4.0;0.8671689244236598;0.75;0.875;0.8837209302325582;0.9230769230769231;0.9142857142857143
3.75;0.7653373130258545;0.6086956521739131;0.7599999904632568;0.6859205776173285;0.9333333333333333;0.7648351648351648
3.5;0.7256486532595072;0.55;0.7096774578094482;0.531578947368421;1.0;0.6928571428571428
3.5;0.8224007105295104;0.7692307692307693;0.7719298601150513;0.7306273062730627;0.9523809523809523;0.80078125
4.25;0.8633997095682395;0.7435897435897436;0.8571428656578064;0.6639344262295082;0.8823529411764706;0.8106904231625836
0.0;0.11531698271090608;0.0625;0.1111111044883728;0.2921348314606742;0.14285714285714285;0.1325301204819277
3.5;0.7666747259003202;0.6428571428571429;0.75;0.7863247863247863;0.8181818181818182;0.7641509433962264
2.75;0.38116869697204325;0.23529411764705882;0.3809523582458496;0.36170212765957444;0.4;0.38857142857142857
5.0;0.7916747318607846;0.6428571428571429;0.800000011920929;0.8021978021978022;0.8181818181818182;0.8268156424581006
3.75;0.833333323399226;0.7142857142857143;0.8333333134651184;0.9080459770114943;0.8333333333333334;0.8670520231213873
3.45;0.7561287629362357;0.625;0.7407407760620117;0.6728971962616823;0.8333333333333334;0.7027027027027026
3.0;0.8272852437196946;0.6956521739130435;0.8205128312110901;0.7032967032967032;1.0;0.8160535117056856
2.25;0.33437175504504346;0.2;0.3333333134651184;0.2588235294117647;0.375;0.3178807947019867
3.25;0.5551796473431198;0.391304347826087;0.529411792755127;0.4072164948453608;0.75;0.5752508361204014
4.2;0.7832482904638631;0.6666666666666666;0.75;0.6111111111111112;1.0;0.7533632286995515
4.25;0.8245599373014587;0.7;0.8115941882133484;0.7424749163879598;0.9565217391304348;0.8513761467889909
4.4;0.9049386419632404;0.8285714285714286;0.90666663646698;0.8554913294797688;1.0;0.9189189189189189
2.5;0.39738549656700173;0.25;0.3999999761581421;0.37569060773480667;0.5454545454545454;0.42801556420233466
1.75;0.45759707948136547;0.3157894736842105;0.48000001907348633;0.4945054945054945;0.45454545454545453;0.4342857142857143
3.5;0.8160251531293863;0.6923076923076923;0.800000011920929;0.6949152542372881;1.0;0.8229166666666666
3.5;0.7408942742058271;0.5789473684210527;0.7333333492279053;0.6193181818181819;0.9166666666666666;0.7394366197183099
5.0;0.9761904776096343;1.0;0.9523809552192688;0.9139784946236559;1.0;0.9555555555555556
3.95;0.830904764292332;0.6857142857142857;0.8285714387893677;0.6880733944954128;0.9;0.8273381294964028
3.5;0.6823228974381238;0.5333333333333333;0.695652186870575;0.43965517241379315;0.7272727272727273;0.7014218009478673
3.25;0.27777777115503943;0.125;0.2222222089767456;0.4;0.3333333333333333;0.33333333333333337
4.5;0.5685312402078373;0.4;0.5454545021057129;0.5244755244755245;0.7;0.5774058577405858
0.0;0.3260891003882799;0.13333333333333333;0.4285714030265808;0.34285714285714286;0.25;0.3448275862068966
3.1;0.7933194700425124;0.6666666666666666;0.782608687877655;0.6574074074074074;0.8888888888888888;0.7243243243243243
3.5;0.7896690587508834;0.68;0.7547169923782349;0.6019736842105263;1.0;0.7357293868921776
4.25;0.8961123023383848;0.8;0.9019607901573181;0.8715953307392996;0.9411764705882353;0.9055793991416309
2.75;0.19146313442640003;0.10526315789473684;0.1904761791229248;0.38541666666666663;0.2222222222222222;0.25988700564971756
3.5;0.38292626885280007;0.23529411764705882;0.3809523582458496;0.5046728971962617;0.4444444444444444;0.5325443786982249
4.5;0.844497615156266;0.7391304347826086;0.8292682766914368;0.6601941747572815;1.0;0.7964071856287425
3.5;0.7582482845033987;0.6666666666666666;0.699999988079071;0.5060240963855422;1.0;0.6592797783933517
2.9;0.38491526673948934;0.23529411764705882;0.38805967569351196;0.36789297658862874;0.46153846153846156;0.4578833693304536
3.0;0.6417569272279311;0.4666666666666667;0.6363636255264282;0.5691056910569106;0.7777777777777778;0.625
3.0;0.7221336233717301;0.5384615384615384;0.7407407760620117;0.8157894736842105;0.7777777777777778;0.7920792079207921
3.0;0.49635609163518823;0.30434782608695654;0.4117646813392639;0.2973977695167286;0.9;0.4119402985074627
4.0;0.4307920524594001;0.2727272727272727;0.4285714030265808;0.44047619047619047;0.5;0.4227642276422764
0.0;0.0;0.0;0.0;0.27884615384615385;0.0;0.11891891891891893
3.75;0.7574632501705243;0.6428571428571429;0.7142857313156128;0.6390532544378698;0.8333333333333334;0.7074829931972789
3.0;0.9348191600255746;0.8888888888888888;0.9268292784690857;0.905;1.0;0.9516129032258065
2.5;0.5773809722491673;0.4117647058823529;0.5833333730697632;0.4742268041237113;0.5714285714285714;0.4838709677419355
3.5;0.8230248312461532;0.68;0.8214285373687744;0.7364864864864865;1.0;0.8503937007874016
4.0;0.8020151320641493;0.6666666666666666;0.800000011920929;0.7352941176470589;0.8888888888888888;0.8
4.5;0.6666666467984517;0.5;0.6666666269302368;0.6170212765957447;0.6666666666666666;0.6666666666666667
3.5;0.790475942079844;0.6666666666666666;0.8181818127632141;0.6666666666666667;0.8;0.8217821782178218
2.5;0.6161525953605869;0.4375;0.6086956262588501;0.44897959183673475;0.7777777777777778;0.5853658536585367
3.75;0.7753693568799245;0.64;0.7586206793785095;0.6676923076923077;0.9411764705882353;0.7686424474187381
3.5;0.607695876168485;0.4444444444444444;0.5925925970077515;0.48344370860927155;0.7272727272727273;0.6586345381526104
3.0;0.7333841105599959;0.5789473684210527;0.7058823108673096;0.5317919075144508;1.0;0.6956521739130435
3.9;0.6055153432178029;0.46153846153846156;0.5714285373687744;0.4035087719298246;0.75;0.6010928961748634
3.25;0.5883423821348314;0.4090909090909091;0.5806452035903931;0.4623655913978495;0.75;0.6054421768707483
3.75;0.917455488175918;0.8571428571428571;0.9090908765792847;0.8358974358974359;1.0;0.9082969432314411
3.4;0.2870022473700726;0.17391304347826086;0.27586209774017334;0.3146853146853147;0.3333333333333333;0.3481781376518218
4.75;0.8364448316082214;0.7241379310344828;0.8301886916160583;0.7702127659574468;0.9130434782608695;0.8097560975609757
3.5;0.7553194146278325;0.6;0.75;0.6231884057971014;0.9;0.7105263157894737
3.75;0.11253584047400537;0.058823529411764705;0.1111111044883728;0.36170212765957444;0.14285714285714285;0.33333333333333337
3.25;0.5440167488847093;0.38095238095238093;0.5333333015441895;0.4832214765100671;0.6153846153846154;0.5681818181818181
0.5;0.12966074152789486;0.07142857142857142;0.13333332538604736;0.2359550561797753;0.14285714285714285;0.1476510067114094
0.5;0.5111164839335467;0.35294117647058826;0.5;0.5588235294117647;0.5454545454545454;0.4656084656084656
3.75;0.7762901173931638;0.6428571428571429;0.7692307829856873;0.7857142857142857;0.8181818181818182;0.7574468085106383
3.25;0.7916747318607846;0.6428571428571429;0.800000011920929;0.7637795275590551;0.8181818181818182;0.7807017543859649
2.5;0.48574534732411057;0.2857142857142857;0.4444444179534912;0.25;0.5555555555555556;0.5119047619047619
4.95;0.8931159575780234;0.7692307692307693;0.8695652484893799;0.8983050847457628;0.9166666666666666;0.9
0.0;0.0;0.0;0.0;0.22580645161290325;0.0;0.022471910112359605
3.4;0.779900099013891;0.6521739130434783;0.7692307829856873;0.7908496732026143;0.8333333333333334;0.7928571428571428
3.0;0.7408679740248214;0.6111111111111112;0.699999988079071;0.5277777777777778;1.0;0.6576086956521738
3.5;0.4643189002627696;0.3;0.4615384340286255;0.5;0.5454545454545454;0.6222222222222222
4.25;0.7676132484420184;0.6428571428571429;0.782608687877655;0.7007874015748031;0.8181818181818182;0.75
3.0;0.9411764723413131;0.8823529411764706;0.9411764740943909;0.9337748344370861;0.9411764705882353;0.9784172661870504
3.9;0.7749652618839181;0.6551724137931034;0.7575757503509521;0.6842105263157895;0.8260869565217391;0.8129251700680272
3.25;0.47348166279154863;0.29411764705882354;0.4444444179534912;0.5611510791366907;0.5555555555555556;0.5439330543933054
3.0;0.2989038215408197;0.17391304347826086;0.29629629850387573;0.356687898089172;0.36363636363636365;0.3399209486166008
3.5;0.7855072543614803;0.6428571428571429;0.7692307829856873;0.5985915492957746;1.0;0.7735849056603774
3.25;0.6868867040583921;0.5;0.6666666269302368;0.3910256410256411;1.0;0.6026200873362446
4.45;NaN;0.0;0.0;0.0;0.0;0.0
1.5;0.240738542790551;0.14285714285714285;0.23529410362243652;0.375;0.3333333333333333;0.3312101910828026
3.0;0.5991915636023617;0.45;0.5454545021057129;0.4114832535885168;0.9;0.5521885521885521
3.25;0.7032671696779522;0.5185185185185185;0.7234042882919312;0.717948717948718;0.7;0.6918918918918919
3.9;0.9147688078550793;0.8333333333333334;0.9166666865348816;0.8918918918918919;1.0;0.9230769230769231
2.9;0.5453643258464822;0.35714285714285715;0.5245901346206665;0.41233766233766234;0.8333333333333334;0.5152224824355972
2.0;0.20720544133131502;0.11538461538461539;0.20689654350280762;0.36809815950920244;0.2727272727272727;0.311787072243346
3.75;0.6095999818037927;0.43478260869565216;0.6060606241226196;0.467741935483871;0.7142857142857143;0.6666666666666667
3.0;0.7619826955505842;0.6;0.7755101919174194;0.5705128205128205;0.9166666666666666;0.6852589641434264
3.0;0.3921136226360452;0.24561403508771928;0.3947368264198303;0.5201342281879195;0.4117647058823529;0.49242424242424243
1.5;0.11858495637232881;0.0625;0.11764705181121826;0.2558139534883721;0.14285714285714285;0.136986301369863
2.4;0.44293467117033264;0.2222222222222222;0.3636363744735718;0.4534883720930233;0.5454545454545454;0.45783132530120485
3.0;0.6562055669151372;0.5;0.6399999856948853;0.49350649350649356;0.7666666666666667;0.6704980842911877
0.0;0.08802179082227743;0.045454545454545456;0.08695650100708008;0.30188679245283023;0.1111111111111111;0.1333333333333333
3.5;0.3725961446762085;0.18181818181818182;0.307692289352417;0.49090909090909096;0.4375;0.44897959183673475
3.5;0.8619038733333757;0.7368421052631579;0.8717948794364929;0.8216216216216217;0.9333333333333333;0.8792569659442724
3.75;0.7219744385192228;0.5454545454545454;0.7368420958518982;0.7741935483870968;0.75;0.8876404494382022
4.9;0.9136235233384095;0.8484848484848485;0.9090908765792847;0.9262295081967213;0.9333333333333333;0.9498910675381264
1.25;0.09448356569258129;0.05;0.09090906381607056;0.3504273504273504;0.125;0.17297297297297298
3.0;0.6995668238474756;0.5652173913043478;0.6666666269302368;0.5399239543726235;0.8666666666666667;0.6832917705735662
3.75;0.35573121363466437;0.2222222222222222;0.3478260636329651;0.303921568627451;0.36363636363636365;0.42211055276381915
2.0;0.2117825382222;0.10526315789473684;0.1818181872367859;0.36274509803921573;0.2727272727272727;0.24731182795698925
3.0;0.6411268190906646;0.4444444444444444;0.6666666269302368;0.6190476190476191;0.631578947368421;0.6983240223463687
3.0;0.25839851209385334;0.1875;0.31578946113586426;0.44545454545454544;0.2222222222222222;0.3820224719101124
2.1;0.35760015133876144;0.21739130434782608;0.3571428656578064;0.3942307692307693;0.38461538461538464;0.276595744680851
3.0;0.30514705181121826;0.14285714285714285;0.23529410362243652;0.38372093023255816;0.375;0.368421052631579
1.5;0.13348197317112975;0.07142857142857142;0.13333332538604736;0.375;0.14285714285714285;0.24113475177304966
4.75;0.5717530454580648;0.4;0.5714285373687744;0.31707317073170727;0.6;0.6580645161290323
3.6;0.5045961193481691;0.35714285714285715;0.476190447807312;0.59375;0.625;0.5027932960893855
3.0;0.5357142857142857;0.4;0.5;0.5028901734104047;0.5714285714285714;0.5472972972972974
3.25;0.2222222155994839;0.125;0.2222222089767456;0.42708333333333337;0.2222222222222222;0.3764705882352941
3.0;0.6032569167386814;0.4583333333333333;0.5714285373687744;0.5429553264604812;0.7333333333333333;0.5964125560538116
1.5;0.5963025844573528;0.4375;0.5833333730697632;0.364406779661017;0.6363636363636364;0.5918367346938775
0.0;0.03450327796711771;0.0;0.0;0.24637681159420288;0.07142857142857142;0.12552301255230125
3.9;0.8395245424562308;0.7727272727272727;0.800000011920929;0.6376306620209059;1.0;0.7682119205298014
4.45;0.8438735333355991;0.75;0.8695652484893799;0.6605504587155964;0.8181818181818182;0.8130841121495327
0.0;0.0;0.0;0.0;0.2191780821917808;0.0;0.13235294117647056
3.0;0.4040998521046145;0.23333333333333334;0.4285714030265808;0.43229166666666663;0.4117647058823529;0.5308641975308642
3.6;0.3945878096518351;0.2;0.3333333134651184;0.34285714285714286;0.5714285714285714;0.42352941176470593
3.5;0.7033033501630903;0.5263157894736842;0.6666666269302368;0.5375;0.8461538461538461;0.6825396825396826
3.45;0.9178770218247008;0.8627450980392157;0.9158878326416016;0.841743119266055;1.0;0.910025706940874
3.0;0.5662781299807368;0.4074074074074074;0.5098038911819458;0.358600583090379;0.9166666666666666;0.5055432372505544
3.0;0.6113995895855382;0.4444444444444444;0.6000000238418579;0.5419354838709678;0.7272727272727273;0.6186440677966102
3.5;0.8381792060647054;0.7692307692307693;0.8059701323509216;0.6676384839650146;0.9090909090909091;0.8174204355108878
4.2;0.9091242732699468;0.8181818181818182;0.8695652484893799;0.935064935064935;1.0;0.8843537414965986
3.25;0.47565899315182886;0.32;0.4528301954269409;0.3249516441005803;0.631578947368421;0.48
2.0;0.37492059486832496;0.25;0.3478260636329651;0.42391304347826086;0.4444444444444444;0.422360248447205
0.0;0.0;0.0;0.0;0.3023255813953488;0.0;0.13605442176870752
4.25;0.7064345670874366;0.5833333333333334;0.6666666269302368;0.4464285714285714;0.875;0.6844919786096257
4.25;0.6670452197010757;0.5;0.6666666269302368;0.5306122448979591;0.7;0.7391304347826086
3.0;0.7420634991592832;0.5652173913043478;0.761904776096344;0.7027027027027026;0.7222222222222222;0.7041420118343196
1.5;0.38461537315295297;0.23809523809523808;0.38461536169052124;0.4883720930232558;0.38461538461538464;0.3846153846153846
4.25;0.7851941339287801;0.5833333333333334;0.699999988079071;0.8125;0.9090909090909091;0.8557213930348259
3.5;0.5008726030021273;0.3333333333333333;0.5;0.5555555555555556;0.5454545454545454;0.6796116504854368
3.75;0.6112715206606625;0.42857142857142855;0.6000000238418579;0.5737704918032787;0.8181818181818182;0.6617647058823529
3.75;0.8424697484082957;0.7692307692307693;0.8695652484893799;0.8790322580645161;0.8461538461538461;0.8789237668161435
