Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-none_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Average
3.0;0.6833585054027468;0.6758372763200013;0.6758372763200013;0.6898663182926574
0.6;0.6956843906538106;0.6957343027535585;0.7032927422833585;0.6957343027535585
1.8;0.7740370090812393;0.7732445961511344;0.7732445961511344;0.7168877186680597
3.0;0.7471093295982819;0.8157535180859051;0.8157535180859051;0.8045824686800124
3.0;0.8528392444169273;0.8764865192728292;0.8764865192728292;0.8764865192728292
3.8;0.9268386937724871;0.9280321295448977;0.9280321295448977;0.9280321295448977
2.4;0.8315490424788787;0.8261326815060988;0.8261326815060988;0.8273139430434775
3.6;0.8673492158889909;0.8816228450210535;0.8816228450210535;0.8816228450210535
2.8;0.7938274017335897;0.7902952748956961;0.7715824928609103;0.7902952748956961
3.6;0.8695357229728407;0.8937066001614024;0.8937066001614024;0.8937066001614024
3.0;0.8331660656260896;0.8304912674415902;0.8304912674415902;0.8304912674415902
0.0;0.4704645840640061;0.5016579679847886;0.5126196903925488;0.5192731768594729
0.0;0.67250831771027;0.6869788748099125;0.6869788748099125;0.6854632846047721
0.2;0.529082745969456;0.5927852186537675;0.5927852186537675;0.6254832635638871
0.0;0.6660140983026321;0.7070056315849153;0.7070056315849153;0.7070056315849153
0.2;0.6697082058644047;0.6832768532515501;0.6832768532515501;0.6798837394233456
0.2;0.6956217453575657;0.7197266069340092;0.7179085928515286;0.7233825649005156
1.8;0.6386130926386752;0.6794383711036225;0.6794383711036225;0.6869845848729125
1.4;0.7875516548702038;0.7094549869137848;0.7094549869137848;0.7094549869137848
1.8;0.6351230627449426;0.6573193476254527;0.6573193476254527;0.6556692251185965
2.0;0.786042341302615;0.8105019178234414;0.8105019178234414;0.8068994468253946
0.0;0.7574183756227881;0.7590754179477407;0.7590754179477407;0.765444077484478
0.8;0.8121788313343314;0.8148204181170966;0.8148204181170966;0.824221313213156
2.2;0.8060124911867332;0.80222860418379;0.80222860418379;0.80222860418379
1.4;0.6317430189433275;0.6676751787567091;0.6676751787567091;0.6676751787567091
1.8;0.794560737329142;0.8279638774123903;0.8279638774123903;0.8279638774123903
3.0;0.8389398027585075;0.8730767244218086;0.8730767244218086;0.8730767244218086
1.2;0.7456748435199807;0.7728804686148077;0.7402463083116584;0.7728804686148077
0.2;0.5403346451396558;0.5463080579501434;0.5322885552758512;0.5511236672244954
0.2;0.6416807015857097;0.6698583093015126;0.6844656878106621;0.6819056096966436
0.6;0.5768221280475956;0.6008861135668851;0.6008861135668851;0.6159419485438071
0.2;0.5941900020723856;0.6460605648432421;0.6460605648432421;0.604536399908819
0.2;0.5856419483161256;0.601100768729361;0.601100768729361;0.5991045691416571
0.0;0.6058401299332682;0.7000357620357867;0.7000357620357867;0.7000357620357867
0.2;0.5174192117595887;0.5251933021792116;0.5251933021792116;0.4975333119564411
0.2;0.627994772818477;0.6675054734317162;0.6675054734317162;0.6161324906032626
2.0;0.5966594722195161;0.627363664290283;0.627363664290283;0.627363664290283
2.8;0.7931765075461887;0.807047472711529;0.807047472711529;0.8059968783544577
2.0;0.552416671137108;0.5056498359850479;0.54191240464153;0.4765718738684675
4.0;0.8823428311571676;0.8885377886672836;0.8885377886672836;0.8602503793995976
3.0;0.7224897183657947;0.7927081373556408;0.7927081373556408;0.7927081373556408
3.2;0.8103224199677113;0.8155290244893137;0.8155290244893137;0.826483179246974
1.6;0.776741801429108;0.8077431571522223;0.8077431571522223;0.7884590399387066
2.4;0.8355154912982885;0.7921650666215057;0.7921650666215057;0.7937941305724088
3.2;0.7699750520659271;0.8014565868876787;0.8014565868876787;0.8014565868876787
1.8;0.4524450484598912;0.47465575988403264;0.47465575988403264;0.4674037931849373
