Human;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_JiangConrath_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_JiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
2.0;0.3975740630222422;0.3975740630222422;0.42724850030996586;0.22291128503014115;0.22291128503014115;0.26352313834736496;0.3328938642158807;0.3328938642158807;0.36678831566856496;0.44206750867095174;0.44206750867095174;0.4688773285461664;0.3975740630222422;0.3975740630222422;0.42724850030996586
2.4;0.599044134527898;0.5908483436943377;0.5964482513819802;0.4154548588306886;0.40964401518645704;0.425197473321758;0.5381736563044679;0.5307235103315099;0.5396230039495977;0.6240057886764074;0.6155381385406082;0.619809010923323;0.599044134527898;0.5908483436943377;0.5964482513819802
3.4;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596
3.0;0.6108566689481226;0.6108566689481226;0.6737224275847757;0.34929419395838723;0.34929419395838723;0.36363636363636365;0.5350598341814728;0.5350598341814728;0.6025734447005593;0.6408017260377348;0.6408017260377348;0.6959560375485884;0.6108566689481226;0.6108566689481226;0.6737224275847757
4.0;0.44155152803904635;0.44155152803904635;0.4463833393882341;0.2867696673382022;0.2867696673382022;0.2795084971874737;0.367481959161886;0.367481959161886;0.364784944558894;0.49527277589998014;0.49527277589998014;0.5055816592387954;0.44155152803904635;0.44155152803904635;0.4463833393882341
4.0;0.6850585208503421;0.6850585208503421;0.6850585208503421;0.5533715710928597;0.5533715710928597;0.5533715710928597;0.6379985869733652;0.6379985869733652;0.6379985869733652;0.7062086412351773;0.7062086412351773;0.7062086412351773;0.6850585208503422;0.6850585208503422;0.6850585208503422
3.4;0.6815117407981612;0.6815117407981612;0.6966048888735639;0.4800651205161693;0.4800651205161693;0.507253164941173;0.6237479382505348;0.6237479382505348;0.6422911691161365;0.705963007386033;0.705963007386033;0.7196072641859825;0.6815117407981612;0.6815117407981612;0.6966048888735639
3.4;0.6674528701149381;0.6674528701149381;0.6674528701149381;0.5094278322972741;0.5094278322972741;0.5094278322972741;0.6033981561362252;0.6033981561362252;0.6033981561362252;0.6970815273858811;0.6970815273858811;0.6970815273858811;0.6674528701149381;0.6674528701149381;0.6674528701149381
3.0;0.2929178450126539;0.2929178450126539;0.36418804556062456;0.07715167498104597;0.07715167498104597;0.06900655593423542;0.2312833772778;0.2312833772778;0.26202481495509206;0.33433101990322855;0.33433101990322855;0.4241891240721552;0.2929178450126539;0.2929178450126539;0.3641880455606246
2.0;0.5220926149534395;0.5220926149534395;0.5220926149534395;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.39807010578431123;0.39807010578431123;0.39807010578431123;0.5931390807782686;0.5931390807782686;0.5931390807782686;0.5220926149534395;0.5220926149534395;0.5220926149534395
3.8;0.6848852123980435;0.6848852123980435;0.7727198570782358;0.48454371185234896;0.48454371185234896;0.5896919751144688;0.6265348049650923;0.6265348049650923;0.7214058239702262;0.7096095005555323;0.7096095005555323;0.7928732895610968;0.6848852123980433;0.6848852123980433;0.7727198570782358
3.4;0.6412169212514698;0.6412169212514698;0.6932552255877644;0.3440312310280934;0.3440312310280934;0.4103049699311091;0.5601512076757209;0.5601512076757209;0.6170560880460676;0.6785653503135147;0.6785653503135147;0.725287587448932;0.6412169212514698;0.6412169212514698;0.6932552255877644
2.0;0.39478234125941275;0.39478234125941275;0.495239458153215;0.07142857142857142;0.07142857142857142;0.19999999999999998;0.309090748636789;0.309090748636789;0.41983484894971895;0.43057127522141464;0.43057127522141464;0.5252789643243431;0.3947823412594127;0.3947823412594127;0.495239458153215
4.0;0.5149649437398828;0.5149649437398828;0.556302823332977;0.429197537639476;0.429197537639476;0.47387910220727386;0.4622576086297674;0.4622576086297674;0.5057410805545429;0.5758286971374297;0.5758286971374297;0.61447391168286;0.5149649437398828;0.5149649437398828;0.556302823332977
3.2;0.6651558638579824;0.6651558638579824;0.6746308704464166;0.5227364079078812;0.5227364079078812;0.5227364079078812;0.5986116618869795;0.5986116618869795;0.6016193659800241;0.7228999478713168;0.7228999478713168;0.738483996976331;0.6651558638579824;0.6651558638579824;0.6746308704464166
2.2;0.371301605826598;0.371301605826598;0.40076265292376034;0.15990053726670783;0.15990053726670783;0.14433756729740646;0.3016814714243979;0.3016814714243979;0.314623962669192;0.4270009352927431;0.4270009352927431;0.4577555985765471;0.3713016058265978;0.3713016058265978;0.4007626529237603
3.0;0.5189918774539692;0.5491670426772236;0.5785458032438691;0.2904737509655563;0.3227486121839514;0.3227486121839514;0.435167893033367;0.46644874666098113;0.4867014959961595;0.5691242442381287;0.5984411390553258;0.6284420370383461;0.5189918774539692;0.5491670426772237;0.5785458032438691
2.0;0.4652887694640088;0.4652887694640088;0.5517255897385566;0.23333333333333334;0.23333333333333334;0.3026137663344012;0.3774503683158561;0.3774503683158561;0.4704532355880344;0.5100480427820949;0.5100480427820949;0.5867000537331126;0.4652887694640088;0.4652887694640088;0.5517255897385566
0.6;0.43754942740183345;0.43754942740183345;0.45912461866822385;0.23570226039551584;0.23570226039551584;0.2222222222222222;0.35761429236884756;0.35761429236884756;0.3786236610329899;0.48473759047786297;0.48473759047786297;0.50276216615889;0.43754942740183345;0.43754942740183345;0.45912461866822385
3.2;0.49703523177133097;0.49703523177133097;0.5584896426028547;0.2948839123097943;0.2948839123097943;0.3278050340535929;0.40514194771036105;0.40514194771036105;0.46988230145628135;0.5470939138988741;0.5470939138988741;0.5974081440922964;0.49703523177133097;0.49703523177133097;0.5584896426028547
3.6;0.49914487169427596;0.49914487169427596;0.49914487169427596;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.44974043165975786;0.44974043165975786;0.44974043165975786;0.5803385036023795;0.5803385036023795;0.5803385036023795;0.49914487169427596;0.49914487169427596;0.49914487169427596
1.0;0.35553370747920005;0.35553370747920005;0.4402457789545517;0.14744195615489716;0.14744195615489716;0.1679842102263232;0.2541408120550494;0.2541408120550494;0.335302507579795;0.4239974566193948;0.4239974566193948;0.4962544870581903;0.3555337074792001;0.3555337074792001;0.4402457789545517
1.8;0.38186154097203256;0.38186154097203256;0.5005074103581749;0.291161615782696;0.291161615782696;0.35399616270239437;0.32886571727343217;0.32886571727343217;0.4363479076446398;0.4434777552653995;0.4434777552653995;0.5443227266045665;0.38186154097203256;0.38186154097203256;0.5005074103581749
2.8;0.40778210732564274;0.40360102599161013;0.48342786190052217;0.16724840200141816;0.16012815380508716;0.22645540682891915;0.33312472316167624;0.3245589243251391;0.38585460259458015;0.4375783209786058;0.4373509493972211;0.5367542516863619;0.40778210732564274;0.40360102599161013;0.48342786190052217
2.8;0.4178820866591425;0.41674781493748475;0.45319165727536825;0.07977297009314842;0.07641258609395628;0.07217759492810223;0.33387627976163414;0.32915578143649066;0.34154617597974707;0.452834239577042;0.4536442548184367;0.5043137873280086;0.4178820866591426;0.41674781493748475;0.45319165727536825
1.8;0.3351202261574505;0.3371382707179545;0.42662512179180273;0.16343011261515336;0.15701857325533194;0.17400443716972247;0.2638088369253351;0.2627852706951333;0.325984162163336;0.3847546639323444;0.38686048070995344;0.48394361894322135;0.3351202261574504;0.33713827071795444;0.4266251217918027
1.8;0.33701684937685117;0.3864159286322943;0.43531540974883237;0.1466471150213533;0.17677669529663687;0.23543547789870936;0.2610593172370018;0.3102918390504807;0.35693784021066605;0.3844917871097094;0.42823176610034885;0.48035925192525414;0.33701684937685117;0.3864159286322943;0.43531540974883237
2.6;0.524601457804841;0.524601457804841;0.6459385563782901;0.3721042037676254;0.3721042037676254;0.4626519455729923;0.4659031908685974;0.4659031908685974;0.5846593194293123;0.5519414691031562;0.5519414691031562;0.6705098597680562;0.524601457804841;0.524601457804841;0.6459385563782901
1.4;0.32123642332328806;0.32123642332328806;0.3673668310344989;0.11785113019775793;0.11785113019775793;0.1720618004029213;0.238016451049429;0.238016451049429;0.2880757189500117;0.3610990377598211;0.3610990377598211;0.4049694439232914;0.32123642332328806;0.32123642332328806;0.3673668310344989
3.0;0.5028551443662616;0.5028551443662616;0.5028551443662616;0.36226673028138096;0.36226673028138096;0.36226673028138096;0.4481331825562096;0.4481331825562096;0.4481331825562096;0.531713091553574;0.531713091553574;0.531713091553574;0.5028551443662616;0.5028551443662616;0.5028551443662616
0.6;0.5297125480683829;0.5476925240084004;0.5713904659142961;0.19565575696124973;0.18985725727039132;0.18015093964441797;0.4192495820484035;0.424326902488749;0.434178138292661;0.574510687494451;0.6002552545795414;0.630754790774241;0.5297125480683829;0.5476925240084004;0.5713904659142961
1.8;0.4079587922394298;0.4079587922394298;0.4633175981674635;0.31212739461154115;0.31212739461154115;0.2953618874475801;0.3645749282695542;0.3645749282695542;0.39768439309970477;0.45243847321863884;0.45243847321863884;0.5109566967108286;0.4079587922394298;0.4079587922394298;0.4633175981674635
3.0;0.43264713923106074;0.43264713923106074;0.45852967108559006;0.37219368415938836;0.37219368415938836;0.34299717028501764;0.39581524583883;0.39581524583883;0.39707325089173406;0.4930741302363848;0.4930741302363848;0.5190212980239344;0.43264713923106074;0.43264713923106074;0.45852967108559006
3.0;0.6329778196829859;0.6329778196829859;0.6469308427562549;0.3401680257083045;0.3401680257083045;0.33425160871869336;0.5553129121914677;0.5553129121914677;0.5603364938706915;0.6632855370478573;0.6632855370478573;0.6818763983357469;0.6329778196829859;0.6329778196829859;0.6469308427562549
3.8;0.6413343638166207;0.6413343638166207;0.6639587722972394;0.4595037486404902;0.4595037486404902;0.471870105616408;0.5754049283303182;0.5754049283303182;0.590813332374727;0.6738537954413638;0.6738537954413638;0.70184924414595;0.6413343638166206;0.6413343638166206;0.6639587722972395
2.4;0.6112334829334157;0.6112334829334157;0.6030251201950323;0.24573659359149527;0.24573659359149527;0.23570226039551587;0.517967653984826;0.517967653984826;0.5058043344368746;0.6461773373546973;0.6461773373546973;0.6403881428775802;0.6112334829334157;0.6112334829334157;0.6030251201950323
3.6;0.5235729979316642;0.5235729979316642;0.5414538408765786;0.3639301321213053;0.3639301321213053;0.3853373177942262;0.47570922515413105;0.47570922515413105;0.4947269671006769;0.546946255990968;0.546946255990968;0.5642841036492073;0.5235729979316642;0.5235729979316642;0.5414538408765786
2.8;0.4607071094239549;0.4607071094239549;0.5800672514654334;0.27975144247209416;0.27975144247209416;0.40951417967396114;0.3914325578879013;0.3914325578879013;0.5159130090458343;0.5049512768635547;0.5049512768635547;0.6206251553108073;0.4607071094239549;0.4607071094239549;0.5800672514654334
3.6;0.5954350230928486;0.5954350230928486;0.5954350230928486;0.3227661238419326;0.3227661238419326;0.3227661238419326;0.5319474884391422;0.5319474884391422;0.5319474884391422;0.619943535629234;0.619943535629234;0.619943535629234;0.5954350230928486;0.5954350230928486;0.5954350230928486
3.0;0.5602186247727194;0.5602186247727194;0.5915052980277992;0.4114755998989118;0.4114755998989118;0.44020438924006655;0.5108339494587394;0.5108339494587394;0.5367099187905994;0.5871801090528543;0.5871801090528543;0.624026820620019;0.5602186247727193;0.5602186247727193;0.5915052980277992
0.0;0.27001482601064786;0.27001482601064786;0.33369418784742655;0.17647058823529413;0.17647058823529413;0.15018785229652765;0.2027657310941336;0.2027657310941336;0.2256262511250265;0.3673120189531678;0.3673120189531678;0.4340035906863944;0.27001482601064786;0.27001482601064786;0.3336941878474266
0.0;0.4827013316051233;0.4827013316051233;0.473271620966486;0.08362420100070908;0.08362420100070908;0.08178608201095308;0.36018659811920395;0.36018659811920395;0.3526969365450784;0.5343507762965358;0.5343507762965358;0.5243542001391256;0.4827013316051233;0.4827013316051233;0.473271620966486
0.2;0.5209202820675929;0.5209202820675929;0.5615202859721499;0.21170244960998524;0.21170244960998524;0.20100756305184242;0.4595205595548979;0.4595205595548979;0.4880500770152145;0.5568002508042698;0.5568002508042698;0.600789626654817;0.5209202820675929;0.5209202820675929;0.5615202859721499
0.0;0.4801603424778239;0.4801603424778239;0.48876817038583437;0.16724840200141816;0.16724840200141816;0.16116459280507606;0.39835239951848583;0.39835239951848583;0.3975144265686664;0.5071959972959726;0.5071959972959726;0.5218555708411905;0.4801603424778239;0.4801603424778239;0.48876817038583437
0.2;0.3270246149591221;0.3270246149591221;0.3461348459839905;0.09453729031382221;0.09453729031382221;0.1418059354707333;0.24626664902397913;0.24626664902397913;0.2725472622359701;0.36807167427546167;0.36807167427546167;0.38520890060004387;0.32702461495912205;0.32702461495912205;0.34613484598399047
0.2;0.40594194964035096;0.40594194964035096;0.424750827426239;0.18257418583505536;0.18257418583505536;0.17213259316477406;0.3279332180103991;0.3279332180103991;0.3263722998379522;0.4572947768504027;0.4572947768504027;0.49741306684951697;0.40594194964035096;0.40594194964035096;0.424750827426239
1.8;0.3061235133060848;0.3061235133060848;0.3512573163828508;0.17928429140015903;0.17928429140015903;0.17496355305594133;0.22769263367394235;0.22769263367394235;0.25398391760221645;0.3844815247319654;0.3844815247319654;0.4316769804405793;0.3061235133060848;0.3061235133060848;0.3512573163828508
1.4;0.467728658994896;0.467728658994896;0.4798452783997736;0.14814814814814814;0.14814814814814814;0.14294833797837264;0.37584725269744096;0.37584725269744096;0.38209095746786914;0.5040066208074526;0.5040066208074526;0.5199029400551319;0.467728658994896;0.467728658994896;0.4798452783997737
1.8;0.2596602914835118;0.2596602914835118;0.2645870126080173;0.09325048082403138;0.09325048082403138;0.09100315103865803;0.18251095133270503;0.18251095133270503;0.18174994678123987;0.3047777569857077;0.3047777569857077;0.31631507964246686;0.2596602914835118;0.2596602914835118;0.2645870126080173
2.0;0.27014366468981277;0.27014366468981277;0.33546667138423086;0.15018785229652765;0.15018785229652765;0.18650096164806276;0.2138912315054064;0.2138912315054064;0.2605990593831185;0.3012920942498541;0.3012920942498541;0.3841188061216365;0.2701436646898127;0.2701436646898127;0.33546667138423086
0.0;0.4624809730104536;0.4624809730104536;0.4861195314052587;0.21677749238102995;0.21677749238102995;0.2130071614211525;0.3869215198785121;0.3869215198785121;0.39942480178338874;0.4924603850580949;0.4924603850580949;0.5207911461964919;0.4624809730104536;0.4624809730104536;0.4861195314052587
0.8;0.5344671961204094;0.5344671961204094;0.5984841260879559;0.21629522817435007;0.21629522817435007;0.26352313834736496;0.43950310093397166;0.43950310093397166;0.5069111063665698;0.5745190235314354;0.5745190235314354;0.6355197267984983;0.5344671961204094;0.5344671961204094;0.5984841260879559
2.2;0.5183995010688499;0.5183995010688499;0.5337313318423446;0.3185110286353031;0.3185110286353031;0.3118047822311618;0.4413753455073247;0.4413753455073247;0.4514816401215271;0.5723708310332135;0.5723708310332135;0.5845582106240458;0.5183995010688499;0.5183995010688499;0.5337313318423446
1.4;0.3022688516691928;0.3022688516691928;0.2974490997751219;0.1556997888323046;0.1556997888323046;0.14625448482542613;0.21037484266297576;0.21037484266297576;0.20089478099258298;0.38901878498592596;0.38901878498592596;0.3930245872452929;0.3022688516691928;0.3022688516691928;0.29744909977512196
1.8;0.5866447876548303;0.5866447876548303;0.5929121978942974;0.3494282789073061;0.3494282789073061;0.3338902816470889;0.5174140413319246;0.5174140413319246;0.5092434194272247;0.6172201423613208;0.6172201423613208;0.6338119336776752;0.5866447876548303;0.5866447876548303;0.5929121978942974
3.0;0.5490618763529076;0.5490618763529076;0.5627846150150392;0.41403933560541256;0.41403933560541256;0.42600643361512924;0.4975473326829594;0.4975473326829594;0.5057403781479544;0.5785180746062573;0.5785180746062573;0.5953032823073162;0.5490618763529076;0.5490618763529076;0.5627846150150391
1.2;0.6058791378624291;0.6058791378624291;0.6023935745147957;0.3575849805304566;0.3575849805304566;0.35216671292217777;0.5195848510492368;0.5195848510492368;0.5185387737565791;0.6419665192989603;0.6419665192989603;0.6356072786210017;0.6058791378624291;0.6058791378624291;0.6023935745147957
0.2;0.44033177623987796;0.44033177623987796;0.44495829976977364;0.1577676056862954;0.1577676056862954;0.1552228000232531;0.3620301204676326;0.3620301204676326;0.36180143593414943;0.4709624016582508;0.4709624016582508;0.478783924507552;0.440331776239878;0.440331776239878;0.44495829976977364
0.2;0.36833169969542445;0.3657832804026123;0.4376765886201648;0.0;0.0;0.0;0.260553548470495;0.28496768728347904;0.33145019584675545;0.43090802408937784;0.40634692408965767;0.4906749321990645;0.36833169969542434;0.3657832804026123;0.4376765886201647
0.6;0.4438140196825509;0.4438140196825509;0.4728809064020408;0.09701425001453319;0.09701425001453319;0.0899842541331695;0.3295002068310352;0.3295002068310352;0.34701323096482567;0.49347817649673725;0.49347817649673725;0.5247657733081754;0.4438140196825509;0.4438140196825509;0.4728809064020408
0.2;0.31043947723842924;0.31043947723842924;0.3593754115449988;0.1734944795898721;0.1734944795898721;0.16151457061744964;0.26171341555597516;0.26171341555597516;0.2960673314010836;0.3469325598488407;0.3469325598488407;0.39155271582859946;0.31043947723842924;0.31043947723842924;0.3593754115449988
0.2;0.3446867157458631;0.3446867157458631;0.3811619417651169;0.09829463743659811;0.09829463743659811;0.09567297464698797;0.2589733357022807;0.2589733357022807;0.2787204084835214;0.38562260488238265;0.38562260488238265;0.43705590867377836;0.34468671574586307;0.34468671574586307;0.3811619417651169
0.0;0.3250506331390396;0.3250506331390396;0.3209493565127742;0.10751095638669683;0.10751095638669683;0.10159190903459459;0.2378796331481212;0.2378796331481212;0.22958431335651938;0.37083395257247287;0.37083395257247287;0.37288646914004814;0.3250506331390396;0.3250506331390396;0.3209493565127742
0.2;0.4691235212080848;0.4691235212080848;0.4714077574055876;0.2286647801900118;0.2286647801900118;0.21081851067789195;0.3555371149618039;0.3555371149618039;0.36265340959524683;0.5399193407607389;0.5399193407607389;0.5336161733634731;0.4691235212080848;0.4691235212080848;0.4714077574055875
