Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max
3.0;0.9395462833657178;0.9395462833657178;0.9660188939822372
2.5;0.9719025230027666;0.9719025230027666;0.9719025230027666
2.5;0.9285933156705303;0.9285933156705303;0.9285933156705303
3.0;0.9616487978675528;0.9616487978675528;0.9616487978675528
0.0;0.8654245925669108;0.8654245925669108;0.8654245925669108
4.25;0.9546640044743061;0.9546640044743061;0.9546640044743061
3.0;0.9137907827342874;0.9137907827342874;0.9137907827342874
3.0;0.9389892303274356;0.9389892303274356;0.934123111318053
4.0;0.911862005981938;0.911862005981938;0.911862005981938
0.0;0.8967668278851754;0.8926706757578957;0.8940363560634957
3.5;0.9175966881753195;0.9175966881753195;0.9175966881753195
1.0;0.8604265147728327;0.8604265147728327;0.8604265147728327
0.0;0.856305479356644;0.856305479356644;0.856305479356644
1.5;0.951146681056329;0.951146681056329;0.951146681056329
3.6;0.9381490282569412;0.9381490282569412;0.9381490282569412
3.0;0.9670138561543619;0.9747277394156686;0.9747277394156686
3.0;0.9832955116801211;0.9882119266830917;0.9893361246831277
5.0;0.9840167273601675;0.9840167273601675;0.9900729738232132
3.5;0.9393090042599648;0.9393090042599648;0.9393090042599648
0.0;0.8381656295575479;0.8487239281459252;0.8487239281459252
4.0;0.9481927966786409;0.9605194638074164;0.9584643088142019
4.5;0.9888442318264304;0.9888442318264304;0.9888442318264304
3.0;0.9705638867337272;0.9705638867337272;0.9705638867337272
3.5;0.970312730774388;0.970312730774388;0.970312730774388
4.0;0.984245019741525;0.984245019741525;0.984245019741525
3.0;0.9845748649940694;0.9845748649940694;0.9845748649940694
3.0;0.967457247360424;0.967457247360424;0.967457247360424
3.5;0.9653135284981997;0.9653135284981997;0.965687895286862
2.5;0.9103873060286805;0.9103873060286805;0.9103873060286805
3.5;0.9735093577642652;0.9735093577642652;0.9735093577642652
3.5;0.8987769159290243;0.897461356158603;0.8996353191336924
3.0;0.9652801292603403;0.9652801292603403;0.9754579535776932
4.5;0.9543753795546507;0.9543753795546507;0.9543753795546507
2.5;0.9312954192758051;0.9312954192758051;0.9312954192758051
3.5;0.9255446990242339;0.9255446990242339;0.9091572923565997
3.0;0.960050794590203;0.960050794590203;0.960050794590203
2.5;0.9565718112882161;0.9565718112882161;0.9565718112882161
4.0;0.9659973095849484;0.9659973095849484;0.9712911505292252
3.5;0.9743046957128001;0.9743046957128001;0.9637101126614981
3.5;0.9429966180525738;0.9429966180525738;0.9421474473851563
3.0;0.9879617083005812;0.9879617083005812;0.9905377120075028
2.5;0.9797676743645526;0.9797676743645526;0.9797676743645526
4.0;0.9772016681722488;0.9772016681722488;0.9772016681722488
3.5;0.9031517333039031;0.8947864713193238;0.8978230405283801
2.5;0.8410748376444812;0.8410748376444812;0.8410748376444812
2.5;0.9478028830122364;0.9478028830122364;0.9478028830122364
5.0;0.9608006394563299;0.9608006394563299;0.9608006394563299
4.25;0.9624466437226936;0.9277746575821361;0.9277746575821361
2.5;0.9538405359345833;0.9538405359345833;0.9538405359345833
2.95;0.9416810867988971;0.9416810867988971;0.9416810867988971
3.0;0.9781043438203673;0.9781043438203673;0.9781043438203679
3.45;0.966544893251276;0.966544893251276;0.966544893251276
2.5;0.9478409725518526;0.9478409725518526;0.9478409725518526
0.5;0.9057952227361971;0.9057952227361971;0.9057952227361971
4.5;0.9365121163179814;0.9365121163179814;0.9365121163179814
2.0;0.8518906912462261;0.8518906912462261;0.84387528978949
2.0;0.9263532898276647;0.9263532898276647;0.9263532898276647
3.5;0.9929247170785754;0.9841731835150509;0.9857351712310455
3.5;0.9811281619224802;0.9811281619224802;0.9811281619224802
4.0;0.9906162061916777;0.9906162061916777;0.9906162061916777
3.5;0.9787884368658509;0.9802091096048884;0.9850280953996708
4.0;0.9905376438999404;0.992483236701552;0.9896321190586688
2.5;0.9211234959936184;0.9211234959936184;0.9211234959936184
3.0;0.9688021459911271;0.9597793263747016;0.9594297464139133
3.0;0.9450723671122148;0.9450723671122148;0.9450723671122148
3.0;0.8859997902268505;0.8859997902268505;0.8859997902268505
1.0;0.8709430145851442;0.8709430145851442;0.8709430145851442
2.0;0.9398445260374826;0.9579813042632064;0.9443535753081491
2.0;0.9088619031220477;0.9088619031220477;0.9088619031220477
4.5;0.9899049122618133;0.9899049122618133;0.9900507334636199
4.0;NaN;NaN;NaN
3.0;0.9777154132133417;0.9777154132133417;0.9777154132133417
3.0;0.974978556306138;0.974978556306138;0.974978556306138
4.15;0.9043702575995398;0.9043702575995398;0.9043702575995398
2.5;0.9142794330139814;0.9142794330139814;0.9048624997085918
3.5;0.9579396950880323;0.9579396950880323;0.9579396950880323
4.0;0.913367872824324;0.913367872824324;0.913367872824324
5.0;0.9654414377944892;0.9654414377944892;0.9807817219299458
4.8;0.996563805421387;0.996563805421387;0.9854817985549442
0.0;0.797770882458422;0.797770882458422;0.8089936971418483
4.6;0.9622025091207279;0.9622025091207279;0.9622025091207279
3.0;0.9393286608433858;0.9393286608433858;0.9661779570902719
2.7;0.9432846155957451;0.9432846155957451;0.9407468581579442
3.6;0.984103403956615;0.984103403956615;0.984103403956615
3.75;0.9717680386432183;0.9717680386432183;0.9717680386432183
3.65;0.898625885119115;0.898625885119115;0.898625885119115
0.0;0.9474287619959776;0.9474287619959776;0.9474287619959776
3.0;0.9309607331860403;0.9309607331860403;0.9309607331860403
4.75;0.9922733028221231;0.9922733028221231;0.9922733028221231
3.6;0.9901336905289108;0.9901336905289108;0.9903668339391919
3.5;0.9874036657435963;0.9874036657435963;0.9847989023001532
2.75;0.9685133702788195;0.9635065143474111;0.9701028910175491
5.0;0.9800875389471824;0.9800875389471824;0.9800875389471824
4.0;0.9517979082861145;0.9517979082861145;0.9517979082861145
3.0;0.947964471213423;0.947964471213423;0.978825745523131
3.5;0.9570650478959761;0.9570650478959761;0.9570650478959761
3.35;0.9569500536441223;0.9569500536441223;0.9569500536441223
3.2;0.9570551836380486;0.9570551836380486;0.9570551836380486
3.6;0.9508903456571212;0.9508903456571212;0.9508903456571212
3.75;0.9465691023655686;0.9465691023655686;0.9430310211574069
4.0;0.9861416015705224;0.9861416015705224;0.9861416015705224
3.75;0.9811671649686974;0.9811671649686974;0.9811671649686974
3.5;0.9784078498741029;0.9784078498741029;0.9784078498741029
3.5;0.9898674770809458;0.9898674770809458;0.9898674770809458
4.25;0.9900365941213927;0.9900365941213927;0.9966659196692963
0.0;0.862075344571519;0.862075344571519;0.862075344571519
3.5;0.9726685630563461;0.9726685630563461;0.9726685630563461
2.75;0.9257558617669203;0.9257558617669203;0.9257558617669203
5.0;0.9794904728988983;0.9794904728988983;0.9863898038756218
3.75;0.9787581518904307;0.9787581518904307;0.9787581518904307
3.45;0.9607692594615053;0.9607692594615053;0.9607692594615053
3.0;0.9860307132368997;0.9860307132368997;0.9860307132368997
2.25;0.9166232742627523;0.9166232742627523;0.9166232742627523
3.25;0.8874100566632896;0.8874100566632896;0.8874100566632896
4.2;0.9672879049621583;0.9672879049621583;0.9672879049621583
4.25;0.9808907603763469;0.9808907603763469;0.9848231789229016
4.4;0.9746505841262707;0.9813729386405525;0.9812867460753839
2.5;0.9634674626660631;0.9634674626660631;0.9634458762964528
1.75;0.8923222389823611;0.8923222389823611;0.8923222389823611
3.5;0.9595464863877633;0.9595464863877633;0.9595464863877633
3.5;0.9813132104844481;0.9813132104844481;0.9813132104844481
5.0;0.9995511732365506;0.9995511732365506;0.9995511732365506
3.95;0.9834847394722219;0.9845700893219793;0.990995439530849
3.5;0.9632778028581399;0.9361046963375363;0.9361046963375363
3.25;0.900349989764333;0.900349989764333;0.9076028107212892
4.5;0.9394944088565644;0.9394944088565644;0.9486160051537057
0.0;0.8510581901772247;0.8510581901772247;0.8605390860025395
3.1;0.9506728784450482;0.9506728784450482;0.9506728784450482
3.5;0.9874093077540758;0.9874093077540758;0.9874093077540758
4.25;0.9885193792629072;0.9885193792629072;0.9871832745669853
2.75;0.9088397294266753;0.9011109724675611;0.9011109724675611
3.5;0.9418011714721714;0.9418011714721714;0.9418011714721714
4.5;0.9948229351561555;0.9145405973679259;0.9942077512323784
3.5;0.9830449473403696;0.9830449473403696;0.9830449473403696
2.9;0.9665402305971166;0.9648181699077208;0.970158809208285
3.0;0.9745495041475244;0.9745495041475244;0.9745495041475244
3.0;0.9664726389653648;0.9664726389653648;0.9664726389653648
3.0;0.9289335078586827;0.9231470060229672;0.9410756055414773
4.0;0.9291245865637381;0.9291245865637381;0.9291245865637381
0.0;0.8081072324397475;0.8271618908256748;0.8271618908256748
3.75;0.9660625345242959;0.9781022547128814;0.9799389449306578
3.0;0.9908173715064241;0.9908173715064241;0.9908173715064241
2.5;0.9137651205689231;0.9137651205689231;0.9330481653596642
3.5;0.9835497060461129;0.9835497060461129;0.9835497060461129
4.0;0.9463130430059777;0.9463130430059777;0.9463130430059777
4.5;0.9599338920021223;0.9599338920021223;0.9343697634290166
3.5;0.9765100270249965;0.9765100270249965;0.9674892483724689
2.5;0.9407498448444431;0.9407498448444431;0.9407498448444431
3.75;0.983909869603563;0.983909869603563;0.9828967895687409
3.5;0.94885153756158;0.94885153756158;0.94885153756158
3.0;0.9475174103163175;0.9475174103163175;0.9475174103163175
3.9;0.9494631516747967;0.9494631516747967;0.9494631516747967
3.25;0.9388637796164846;0.9388637796164846;0.9388637796164846
3.75;0.9926521417633;0.9926521417633;0.9938891983238293
3.4;0.9133632291946372;0.9133632291946372;0.9133632291946372
4.75;0.9874703492198597;0.9874703492198597;0.9874703492198597
3.5;0.9587814557978297;0.9587814557978297;0.9587814557978297
3.75;0.8662841420170849;0.8662841420170849;0.8662841420170849
3.25;0.9163120540753538;0.9163120540753538;0.9163120540753538
0.5;0.8423990456509012;0.8423990456509012;0.85430769267598
0.5;0.9407848018271313;0.9407848018271313;0.9407848018271313
3.75;0.9802624056262087;0.9802624056262087;0.9802624056262087
3.25;0.9844637519569115;0.9844637519569115;0.9844637519569115
2.5;0.8782577213849184;0.8764869241204961;0.8842988480762596
4.95;0.9886941474782193;0.9886941474782193;0.9920479606575445
0.0;0.8884885150020857;0.8884885150020857;0.8884885150020857
3.4;0.9933707002452501;0.9933707002452501;0.9933707002452501
3.0;0.98259263264835;0.98259263264835;0.98259263264835
3.5;0.9480827470533594;0.9480827470533594;0.9480827470533594
4.25;0.9919605483147649;0.9919605483147649;0.9632135098765093
3.0;0.9961438157914597;0.9961438157914597;0.9963567719979499
3.9;0.9847280849350484;0.9847280849350484;0.9835315129667174
3.25;0.9018791517050824;0.9290530042444469;0.9292113213865726
3.0;0.9152876222871923;0.9152876222871923;0.9152876222871923
3.5;0.9443745775312724;0.9443745775312724;0.9443745775312724
3.25;0.9466398856440015;0.9466398856440015;0.9466398856440015
4.45;NaN;NaN;NaN
1.5;0.9289980793516877;0.9289980793516877;0.9295042095221859
3.0;0.9278263339982955;0.9278263339982955;0.93204462017765
3.25;0.9636058894239818;0.9636058894239818;0.9636058894239818
3.9;0.9785701116892819;0.9785701116892819;0.9785701116892819
2.9;0.9598738057007661;0.9598738057007661;0.9479047231225575
2.0;0.8671056245779035;0.8671056245779035;0.8595974170672672
3.75;0.9552249441152907;0.9552249441152907;0.9552249441152907
3.0;0.9453207967232137;0.9453207967232137;0.9453207967232137
3.0;0.963762645178051;0.9604896388501856;0.967162568620728
1.5;0.8716082461781655;0.8716082461781655;0.8716082461781655
2.4;0.923938449476755;0.923938449476755;0.953947745401327
3.0;0.9860429359725452;0.983523326080612;0.9859589629919544
0.0;0.8123627060558105;0.8123627060558105;0.8123627060558105
3.5;0.9495943105368975;0.9495943105368975;0.9601235936567982
3.5;0.9906104821418253;0.9906104821418253;0.9906104821418253
3.75;0.9582043208677719;0.9582043208677719;0.9582043208677719
4.9;0.9917639310863522;0.9921405816567376;0.9953975195637192
1.25;0.9222723584894347;0.9222723584894347;0.9222723584894347
3.0;0.9805624556029486;0.9805624556029486;0.9805624556029486
3.75;0.9262346063813579;0.9262346063813579;0.9262346063813579
2.0;0.8710132122008164;0.8742735741176239;0.8985151155339858
3.0;0.9542694268723435;0.9542694268723435;0.9542694268723435
3.0;0.8774718826371745;0.8608632952284041;0.8608632952284041
2.1;0.8882550125760693;0.8882550125760693;0.8882550125760693
3.0;0.9089024921127158;0.8951823958902067;0.8951823958902067
1.5;0.8716076267074554;0.8716076267074554;0.8826819929738648
4.75;0.9345539794951707;0.9345539794951707;0.9345539794951707
3.6;0.9457552706417472;0.9457552706417472;0.9457552706417472
3.0;0.9661244711505222;0.9563698606126259;0.9581052349701596
3.25;0.8607497572332036;0.8607497572332036;0.8607497572332036
3.0;0.9766439644916673;0.9766439644916673;0.9764320993079011
1.5;0.9641224596535899;0.9640260335221745;0.9640260335221745
0.0;0.9124334419161511;0.9165347387761215;0.9165347387761215
3.9;0.9924357631527945;0.9924357631527945;0.9924357631527945
4.45;0.9840270650788047;0.9840270650788047;0.9804103803988738
0.0;0.8906043619233962;0.8906043619233962;0.8906043619233962
3.0;0.913178892203004;0.913178892203004;0.913178892203004
3.6;0.9406924130719307;0.9345976121395365;0.9322226303933977
3.5;0.8598195693759676;0.8598195693759676;0.8659554308547915
3.45;0.9932678059555805;0.9916898111476763;0.9916898111476763
3.0;0.9640084850488831;0.9640084850488831;0.963959501211365
3.0;0.9170159451449845;0.9170159451449845;0.9170159451449845
3.5;0.9920172776359674;0.9920172776359674;0.9921543935881819
4.2;0.9991134503458399;0.9991134503458399;0.9991134503458399
3.25;0.9604571893607236;0.9604571893607236;0.9532691254479801
2.0;0.9471476968943014;0.9471476968943014;0.9471476968943014
0.0;0.8555717433405572;0.8555717433405572;0.8555717433405572
4.25;0.9698350256719316;0.9698350256719316;0.9698350256719316
4.25;0.9808396250416758;0.9808396250416758;0.978691785283248
3.0;0.9606873195639019;0.9606873195639019;0.9606873195639019
1.5;0.9247594815997116;0.9247594815997116;0.9247594815997116
4.25;0.9606732030477966;0.9606732030477966;0.9733566863436048
3.5;0.9564146998667575;0.9564146998667575;0.9564146998667575
3.75;0.961597335891759;0.9704449258778742;0.9704449258778742
3.75;0.9979182979652224;0.9989493383204191;0.9962925362063517
3.75;0.9796086890515066;0.9796086890515066;0.980429318526913
3.5;0.954780170953996;0.954780170953996;0.9672944056514282
4.25;0.9933956834521365;0.9933956834521365;0.9948243760816761
3.0;0.9608181253063508;0.9608181253063508;0.9734861041397023
3.5;0.9620544276564215;0.9620544276564215;0.9620544276564215
3.35;0.9359583884014425;0.9359583884014425;0.9359583884014419
3.25;0.8926647694317354;0.8926647694317354;0.9145405009157912
4.4;0.9553593967235618;0.9553593967235618;0.9674092724448152
5.0;0.9780587517013115;0.9780587517013115;0.9780587517013115
4.4;0.9715660455853887;0.9715660455853887;0.9715660455853887
0.0;0.8288382120343311;0.8288382120343311;0.8288382120343311
3.5;0.9736863880747557;0.973566599753043;0.9691845473312998
3.9;0.9736582857255205;0.9736582857255205;0.9736582857255205
5.0;0.9310724152834374;0.9310724152834374;0.9310724152834374
0.0;0.8451061583066388;0.8906808977579305;0.8906808977579305
3.0;0.9632127367332193;0.9510065200958193;0.9510065200958193
3.0;0.9450270646208383;0.9450270646208383;0.9450270646208383
4.25;0.9827439303942694;0.9827439303942694;0.9781757651439701
0.0;0.8888735132471292;0.8888735132471292;0.8888735132471292
3.5;0.9449367854836482;0.9449367854836482;0.9514851003243233
3.1;0.8234422614641331;0.8234422614641331;0.8234422614641331
3.0;0.9754049693434647;0.9754049693434647;0.9754049693434647
3.0;0.9765009440571376;0.9765009440571376;0.9777022146020329
3.0;0.968639993778229;0.968639993778229;0.968639993778229
3.75;0.9832262089738878;0.9873169891083504;0.9873169891083504
0.5;0.9273462411696642;0.9273462411696642;0.9273462411696642
2.5;0.9533817279858209;0.9451708973025041;0.9451708973025041
3.0;0.9518644507040883;0.9518644507040883;0.9759548241718656
3.75;0.97895379268236;0.97895379268236;0.9789854735871487
3.5;0.9868579976240893;0.9868579976240893;0.9868579976240893
3.9;0.9860133728987164;0.9893283315326764;0.9906401928382662
2.75;0.9612993762425611;0.9612993762425611;0.9612993762425611
3.0;0.9810426320163623;0.9810426320163623;0.9833693291973522
4.4;0.9944102691267506;0.9944102691267506;0.9800820191062901
2.0;0.947919566112345;0.947919566112345;0.947919566112345
3.5;0.9855525501166306;0.9855525501166306;0.9845089130944195
3.4;0.9593942583970844;0.9593942583970844;0.9520441302589333
4.95;0.9671612204782604;0.9671612204782604;0.9647345907617523
3.75;0.9721144128701419;0.9716797230367336;0.9716797230367336
0.0;0.9160180294462955;0.9160180294462955;0.9175262148899315
3.75;0.9831293065498994;0.9831293065498994;0.9828597922398699
2.9;0.908510039389127;0.908510039389127;0.908510039389127
4.75;0.8661690703749332;0.8661690703749332;0.8808638138397481
4.9;0.9887596256196954;0.9887596256196954;0.9887596256196954
4.25;0.9824242776576533;0.9824242776576533;0.9824242776576533
3.9;0.9843463777890986;0.9843463777890986;0.983176377367546
1.95;0.9559660140412651;0.9559660140412651;0.9563441782184514
3.75;0.9905881840869465;0.9905881840869465;0.9905881840869465
4.25;NaN;NaN;NaN
3.0;0.9785472887822764;0.9785472887822764;0.9775837358528429
2.25;0.9420314261641214;0.9562742326912579;0.9562742326912579
2.5;0.8823414571626743;0.8823414571626743;0.8923839584550021
3.0;0.9510143750989881;0.9510143750989881;0.96135966771099
3.25;0.9654220838783777;0.9549909464895694;0.954913218554406
4.0;0.9817925771874976;0.9817925771874976;0.9863837414945024
4.75;0.9712205551084915;0.9712205551084915;0.972310531421958
3.0;0.9935944559028822;0.9950251067113621;0.9950251067113621
3.4;0.9752631040416854;0.9752631040416854;0.9752631040416854
3.4;0.9636359651885612;0.9636359651885612;0.9636359651885612
0.5;0.85954897336118;0.85954897336118;0.85954897336118
1.9;0.9650815246183648;0.9593901462212711;0.9571845261062281
4.5;0.998374801843569;1.0000000000000002;0.9986675860827864
3.2;0.9744700768447442;0.9744700768447442;0.9744700768447442
3.25;0.9891980484283344;0.9891980484283344;0.9891980484283344
3.25;0.97988245376373;0.97988245376373;0.97988245376373
3.25;0.9900104128809254;0.9900104128809254;0.9862355007283709
3.0;0.9579792199420096;0.9579792199420096;0.9579792199420096
3.45;0.9302561582030834;0.9302561582030834;0.9302561582030834
3.7;0.9743547858290171;0.9776922766512053;0.9901208733993696
3.5;0.9814172838663702;0.9859375977595249;0.9872970902293123
2.75;0.9397333854243559;0.9584622897607025;0.9584622897607016
3.1;0.9544534666040069;0.9544534666040069;0.9544534666040069
3.4;0.9825893391306001;0.9825893391306001;0.9812782473096969
3.25;0.9461179641945222;0.9461179641945222;0.9461179641945222
3.35;0.8935332703918373;0.8935332703918373;0.8935332703918373
4.9;0.9894420676697422;0.9894420676697422;0.9947619374035618
3.5;0.9719926689671741;0.9719926689671741;0.9719926689671741
4.65;0.9895024079237356;0.9895024079237356;0.9927178161529986
4.75;0.9596515323448511;0.9596515323448511;0.9596515323448511
4.7;0.9948588817382047;0.9948588817382047;0.9948588817382047
3.5;0.9721373357153781;0.9721373357153781;0.9721373357153781
3.25;0.989365647796682;0.989365647796682;0.9914403938237357
1.5;0.898146212681517;0.898146212681517;0.9254267337025421
4.2;0.9214021779113285;0.9214021779113285;0.9214021779113285
5.0;0.9852850192323012;0.9852850192323012;0.9852850192323012
3.0;0.9380242722565728;0.9380242722565728;0.9380242722565728
3.0;0.9656788929086043;0.9656788929086043;0.9656788929086043
5.0;0.9993245799929961;0.9993245799929961;0.9993245799929961
0.0;0.88972321629001;0.88972321629001;0.88972321629001
3.5;0.9535634497060149;0.9535634497060149;0.9535634497060149
3.75;0.968676178744536;0.968676178744536;0.968676178744536
4.5;0.9735580131475179;0.9735580131475179;0.9735580131475179
3.7;0.9946902645121832;0.9946902645121832;0.9946902645121832
3.25;0.9410874631239912;0.9410874631239912;0.9410874631239912
4.25;0.9969661734788134;0.9969661734788134;0.9653715041648678
2.0;0.8865540507397587;0.8865540507397587;0.8865540507397587
4.0;0.967461776186293;0.973723172252828;0.973723172252828
3.75;0.9708661821849236;0.9708661821849236;0.9708661821849236
3.5;0.9980209644263441;0.9980209644263441;0.9980209644263441
3.0;0.9772290931337183;0.9722725276483579;0.9789512761726624
4.95;0.9606655653963958;0.9606655653963958;0.9756253851088549
4.0;0.9759337577818342;0.9759337577818342;0.9759337577818342
4.0;0.9908828009728725;0.9908828009728725;0.9908828009728725
4.9;0.9934769691921997;0.9934769691921997;0.9934769691921997
4.9;0.9738055235940315;0.9738055235940315;0.9738055235940315
3.7;0.9967821593321238;0.9967821593321238;0.9967821593321238
4.0;0.913870708075356;0.913870708075356;0.913870708075356
3.25;0.9072166077696155;0.9072166077696155;0.9072166077696155
3.0;0.9955182817053198;0.9933274228212602;0.9953251110939918
2.25;0.9237807953156302;0.9237807953156302;0.9237807953156302
3.0;0.9831401867296327;0.9831401867296327;0.9822064643652438
4.0;0.8921375881845969;0.8921375881845969;0.8921375881845969
3.4;0.9195772592519176;0.9195772592519176;0.9195772592519176
2.9;0.89361575362172;0.89361575362172;0.89361575362172
3.25;0.9679957255340822;0.9679957255340822;0.9679957255340822
2.5;0.9397224300812088;0.9397224300812088;0.9397224300812088
3.7;0.9795609092075783;0.9844805576348945;0.987889675934029
3.25;0.9917053604928726;0.9917053604928726;0.9917053604928726
0.5;0.8501331322549778;0.8501331322549778;0.8501331322549778
2.75;0.9617708330210317;0.9617708330210317;0.9650436176139915
4.0;0.9314929537516798;0.9137716645315271;0.9137716645315271
1.75;0.9221246081336666;0.9221246081336666;0.9221246081336666
4.0;0.9979000825180573;0.9979000825180573;0.9979000825180573
3.45;0.9592674166677506;0.9508279809735711;0.9460499979860014
3.4;0.9871341553068871;0.9871341553068871;0.9904633812398109
3.0;0.953355375054736;0.953355375054736;0.9648291903306344
4.25;0.9721880642151878;0.9721880642151878;0.9831860127553504
3.0;0.9741303407812284;0.9741303407812284;0.9741303407812284
3.0;0.9516462541668659;0.9493927237164466;0.9502045747858914
3.5;0.9611619326160571;0.9611619326160571;0.9611619326160571
3.25;0.9817197456079683;0.9817197456079683;0.9817197456079683
3.45;0.9816939247063959;0.9816939247063959;0.9816939247063959
4.6;0.9284979030437835;0.9284979030437835;0.9452042337523899
4.25;0.9607295443160968;0.9607295443160968;0.9607295443160968
1.5;0.8832509786212686;0.8832509786212686;0.8907271749242236
2.5;0.9226568723468884;0.9226568723468884;0.9207568116007407
4.75;0.97604021649265;0.97604021649265;0.9882669880619062
4.4;0.9950607625698175;0.9950607625698175;0.9950607625698175
0.0;0.8533127707536695;0.8533127707536695;0.8628888402620596
3.25;0.9308023838207031;0.9308023838207031;0.9308023838207031
0.5;0.9432655243861993;0.9432655243861993;0.9432655243861993
3.4;0.983692090659651;0.983692090659651;0.983692090659651
3.25;0.9952036529223564;0.9947968547136147;0.9947968547136147
3.25;0.9304682712410058;0.9304682712410058;0.9428341724984834
3.0;0.8373640924232203;0.8373640924232203;0.8622759115765257
3.25;0.9068257386868585;0.9068257386868585;0.9068257386868585
1.5;0.9176587507751308;0.9128665681256137;0.9128665681256137
3.2;0.9670498858194947;0.9670498858194947;0.9670498858194947
0.0;0.8324506030604721;0.8324506030604721;0.8324506030604721
3.0;0.9083024920985251;0.9083024920985251;0.9083024920985251
3.4;0.9679770700003876;0.9679770700003876;0.9679770700003876
3.25;0.9626686863974544;0.9556085939346781;0.9611520603828109
3.5;0.9678617026589689;0.9678617026589689;0.9678617026589689
1.5;0.9012075453903046;0.8923343622139038;0.9169178063988904
3.0;0.9710849574779296;0.9710849574779296;0.9710849574779296
4.9;0.9757774488618864;0.9757774488618864;0.9757774488618864
3.45;0.9349333458222103;0.9349333458222103;0.9349333458222103
4.25;0.9786914262658235;0.9786914262658235;0.9694350705616323
4.5;0.9921895916169445;0.9921895916169445;0.9924967545551289
3.0;0.9718499803587923;0.9718499803587923;0.9779650360300015
3.5;0.8707220141374558;0.8707220141374558;0.8707220141374558
2.25;0.9057327734528123;0.9057327734528123;0.9057327734528123
4.25;0.9475411529323302;0.9475411529323302;0.943620900044173
3.4;0.98093782744083;0.98093782744083;0.9799174809360238
3.75;0.9964947749898566;0.9964947749898566;0.9964947749898566
4.25;0.9909794797416529;0.9931003018305428;0.9937869982650656
3.25;0.9850734512292098;0.9850734512292098;0.9867833101617529
3.25;0.9349400441085354;0.9349400441085354;0.9349400441085354
3.65;0.9619386429120064;0.9619386429120064;0.9619386429120064
2.75;0.8830362880970055;0.8830362880970055;0.8830362880970055
1.5;0.8820031985422899;0.8820031985422899;0.8820031985422899
3.0;0.9577086218652849;0.9577086218652849;0.9641924302174475
4.25;0.9137233512175226;0.9137233512175226;0.9137233512175226
3.5;0.9383269500317251;0.9383269500317251;0.9392236941769382
3.0;0.9431233111961189;0.9431233111961189;0.9431233111961189
2.0;0.9537047933510425;0.9537047933510425;0.9537047933510425
2.5;0.8615316058702829;0.8615316058702829;0.8615316058702829
0.0;0.8946916734408082;0.8946916734408082;0.9005078186038342
0.0;0.8927946570193728;0.8927946570193728;0.8927946570193728
4.0;0.9775187791310759;0.9775187791310759;0.9775187791310759
3.35;0.9365615769323642;0.9365615769323642;0.9365615769323642
4.25;0.9656563124773501;0.9656563124773501;0.9656563124773501
4.25;0.9454282476320709;0.9454282476320709;0.9454282476320709
