Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min
3.2;0.9518405417059616;0.9518405417059616;0.9550904359774466
2.2;0.8318808046421811;0.8318808046421811;0.8550354652018174
3.0;0.9369603183368145;0.9369603183368145;0.9455826383852913
2.0;0.8850210785271725;0.8850210785271725;0.8950165689191453
0.6;0.842086633505796;0.842086633505796;0.8502504736427444
3.2;0.9405502841143533;0.9405502841143533;0.941070143072969
3.6;0.9249825205241881;0.9249825205241881;0.9423927533160578
1.0;0.9027497847803141;0.9027497847803141;0.9184345421441946
1.8;0.8078339364249463;0.8078339364249463;0.83711810865957
2.8;0.8632014886059864;0.8632014886059864;0.8809416631399215
2.8;0.8824995038679823;0.8847664507597868;0.8980383241676786
1.8;0.9057438782515387;0.9057438782515387;0.9163326448060078
1.8;0.915527326027834;0.915527326027834;0.9274627201401314
2.6;0.87477689269149;0.87477689269149;0.9020122958748861
1.4;0.8796557400521607;0.8796557400521607;0.8876065052234726
3.0;0.9016832904191783;0.9016832904191783;0.905944294401225
0.6;0.8847015806004161;0.8847015806004161;0.9033994663162389
1.8;0.8547510184503061;0.8547510184503061;0.8682419212390126
3.0;0.8420285848410083;0.8420285848410083;0.8712007770767148
3.0;0.9624623817847205;0.9629751917310146;0.9583792694218441
3.8;0.9866795095831957;0.9866795095831957;0.9853995148810555
2.4;0.930064258076081;0.930064258076081;0.9360127098034271
3.6;0.9355553818333171;0.9355553818333171;0.9415803768306387
2.8;0.8868358836804937;0.8868358836804937;0.9069745513033289
3.6;0.9330461660941847;0.9332706334889057;0.9366250649811989
3.0;0.9209376513268307;0.9260029983218875;0.9369214570297052
0.0;0.7859658977740022;0.7859658977740022;0.8108183667706225
0.0;0.8905185334162539;0.8905185334162539;0.904108677030612
0.2;0.8565224511921443;0.8565224511921443;0.8709046773452731
0.0;0.8861157981752041;0.892865859480782;0.9078192687159375
0.2;0.8873856669691454;0.8873856669691454;0.8961409436006479
0.2;0.9064890825927594;0.9064890825927594;0.9108201021829258
1.8;0.9020512501084144;0.9020512501084144;0.9165113842278259
1.4;0.89780271888493;0.8937649109291954;0.9092603900593952
1.8;0.9180740848090423;0.9180740848090423;0.9208828884997372
2.0;0.9222745886020051;0.9222745886020051;0.9405882672931086
0.0;0.8729096464827241;0.8729096464827241;0.9055070471919784
0.8;0.8964060448565245;0.8964060448565245;0.9084056771407996
2.2;0.9378011251333507;0.9364979538520415;0.9266255171418757
1.4;0.859909525944337;0.864776753480209;0.8746206547144766
1.8;0.9259173463655452;0.9259173463655452;0.9330655316002249
3.0;0.8954746754085103;0.8954746754085103;0.9374687090364697
1.2;0.9069219537357052;0.9055095154848605;0.9144468113508546
0.2;0.8721593844531201;0.8721593844531201;0.8844743439178935
0.2;0.8467548667217321;0.8467548667217321;0.8776849028837649
0.6;0.8576253694369447;0.8576253694369447;0.8677660008025726
0.2;0.810843264072338;0.810843264072338;0.8401415309722267
0.2;0.8678994593571548;0.8678994593571548;0.8752317399664079
0.0;0.8374570463194323;0.8498081996787229;0.8739458606568814
0.2;0.8059035379153581;0.8059035379153581;0.8669836138794029
0.2;0.8159805846323698;0.8159805846323698;0.8469615063498854
2.0;0.826763489434541;0.826763489434541;0.8538352773789691
2.8;0.9463932103271511;0.9463932103271511;0.9492943072040153
2.0;0.7568789682573714;0.7568789682573714;0.7993739196255745
4.0;0.9517591351832343;0.9517591351832343;0.9298986874403646
3.0;0.8715253139693704;0.8715253139693704;0.8950088218946313
3.2;0.9320778057090642;0.9320778057090642;0.9537504539877533
1.6;0.8881549183958639;0.8881549183958639;0.8985711073387891
2.4;0.826447754530457;0.826447754530457;0.8595064635971187
3.2;0.9085666890132222;0.9068096405640129;0.9111052949719949
1.8;0.7412382279749805;0.7412382279749805;0.8032221760635675
