Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max
0.0;0.9711920131483162;0.969689952944911
0.0;0.9689780208047704;0.9845136855467063
0.6666666666666666;0.9655991153488724;0.9791877256601071
0.0;0.9908472912528702;0.9908094927338414
0.0;0.9857225206415796;0.9928815367647454
0.6666666666666666;0.9591705665174929;0.9947041912301744
0.0;0.9862670585384608;0.9862973400298665
0.0;0.9852583538285796;0.9966945670169656
0.6666666666666666;0.9816073308665605;0.992815913113069
0.3333333333333333;0.980801185604088;0.9913502632234779
0.0;0.9929103183359178;0.9906421649414899
0.3333333333333333;0.9829409375035436;0.9917165567225407
0.3333333333333333;0.9298173709056522;0.8640652788746415
0.0;0.9786672687128652;0.9920666234945584
1.0;0.9779677955225353;0.9786022323295185
0.0;0.9834400453688387;0.9838662191871261
0.3333333333333333;0.977632607834872;0.9889805303844063
0.6666666666666666;0.9635517624652084;0.9790984752517442
0.0;0.9803440136787136;0.9699258729781698
0.0;0.9470660990239963;0.982920609168221
0.3333333333333333;0.9656277939794919;0.9527286358606325
0.0;0.993209460731627;0.994321507132233
1.0;0.9846554200695564;0.988217264629508
0.0;0.9822701710541731;0.9824617335503075
0.0;0.9727429575546479;0.9866897292038662
0.3333333333333333;0.9956029537355903;0.9865574153021317
0.0;0.9728540315401248;0.9949253467194263
0.3333333333333333;0.8615737927097529;0.8103176219928819
0.0;0.9762006833667873;0.9925433310247345
0.0;0.9938921357500092;0.9943900236664185
0.3333333333333333;0.9812886888257565;0.9803553043427372
1.0;0.9635108076619818;0.9834975718822284
0.0;0.9968522357333569;0.9968394252189049
0.3333333333333333;0.9766331641599353;0.9836324544674384
0.6666666666666666;0.9836512743209173;0.9927225630976828
0.0;0.986474231022099;0.9883012703229894
0.6666666666666666;0.9740266045138387;0.9802067870765967
1.0;0.9950815004821999;0.9938060598497367
0.0;0.9837270548378673;0.9831900017209458
0.0;0.9903071119155585;0.99233368505684
0.0;0.9696780808793379;0.9763505394891926
0.0;0.9869985106117343;0.9780248463731522
0.6666666666666666;0.984095473048031;0.9933201259998929
0.3333333333333333;0.9986942054872299;0.9981824786654206
1.0;0.9937945619768219;0.9942978482997474
0.6666666666666666;0.9953220011675447;0.9900041339908279
0.3333333333333333;0.9939301990816276;0.9961050759587265
0.3333333333333333;0.9730018902778318;0.9917341979437574
0.0;0.9433067621752936;0.9905215743277533
0.3333333333333333;0.9773519105329672;0.9954956640884085
0.0;0.9706247749139025;0.9821237587422182
0.0;0.9911858029927106;0.9771066866920572
0.0;0.9800168670157983;0.9932794458361003
0.3333333333333333;0.9761443570462123;0.9821600785140665
0.3333333333333333;0.9608622680442237;0.9646307631574776
0.6666666666666666;0.9854223647357447;0.9908599365677623
0.3333333333333333;0.9590709914918442;0.9653716542543641
0.0;0.9869483696407134;0.984185560531533
0.3333333333333333;0.9876940997814387;0.9887264646067687
0.0;0.9660947567364596;0.9884652979430808
0.0;0.9760964473303141;0.9692928734527679
0.0;0.9536937677125724;0.9501796704768807
0.0;0.9826365372094119;0.9873273860345815
0.3333333333333333;0.9438918370950939;0.9537903221572268
0.0;0.9660014486495822;0.9862067571539898
0.0;0.9788611102850919;0.976521850940397
0.3333333333333333;0.9706451644426698;0.9631546208612386
0.3333333333333333;0.9841642611197035;0.9906212499266249
1.0;0.9883517397862084;0.9890664695883001
0.0;0.9775253452554635;0.9940268418379691
0.0;0.9937662196907148;0.9948503543992232
0.3333333333333333;0.9873133614694221;0.9949433859238559
0.0;0.9796849527407854;0.9919475945255601
0.3333333333333333;0.938162975150478;0.9853512774366999
0.3333333333333333;0.9925331564468302;0.9954817350364645
0.3333333333333333;0.9792288437793236;0.9979367293233166
0.6666666666666666;0.978898804503388;0.9892161677631649
0.0;0.9897111501184974;0.9915168763912123
0.0;0.9726040446422638;0.9921246943769744
0.0;0.9898724790596559;0.9940575208020261
0.0;0.9940953748501707;0.9938667135693905
