Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum
3.0;0.9543870081737669;0.9417821772704267;0.9477296069992045;0.9417821772704267;0.9568571780648876;0.9461957446990008;0.951220319334612;0.9461957446990008;0.9569408575823047;0.9688129734819598;0.9538878810122386;0.9688129734819598
1.0;0.8980179701490297;0.8678927711982626;0.8906643339788206;0.8678927711982626;0.8980179701490297;0.8678927711982626;0.8906643339788206;0.8678927711982626;0.9091874370348416;0.9241924394660247;0.9026679950944664;0.9241924394660247
3.0;0.9438642225868505;0.8484920982103848;0.9441921227619977;0.8484920982103848;0.9438642225868505;0.8484920982103848;0.9441921227619977;0.8484920982103848;0.9550523956835002;0.9113196468123224;0.9564704802413024;0.9113196468123224
2.0;0.9379221581365225;0.9417050110146399;0.9573803832594177;0.9417050110146399;0.9383185886356227;0.9346378480982537;0.9562861844666078;0.9346378480982537;0.9406770796298345;0.9585377774991797;0.958949898517108;0.9585377774991797
2.4;0.967169191583972;0.9729052827869463;0.9725926731992078;0.9729052827869463;0.967169191583972;0.9729052827869463;0.9725926731992078;0.9729052827869463;0.9695731255317401;0.972045902686719;0.9753742075079536;0.972045902686719
3.4;0.9548825930227127;0.9534855031738113;0.9458915241028899;0.9534855031738113;0.9548825930227127;0.9534855031738113;0.9458915241028899;0.9534855031738113;0.9552689355292204;0.9755025697275737;0.9483572798955332;0.9755025697275737
3.0;0.954554215829372;0.9349820717555888;0.9545590505290986;0.9349820717555888;0.954554215829372;0.9349820717555888;0.9545590505290986;0.9349820717555888;0.9578199414859693;0.9663250625087654;0.9561063758654209;0.9663250625087654
2.0;0.9146502740100202;0.8573401031674305;0.9129972352644218;0.8573401031674305;0.9146502740100202;0.8573401031674305;0.9129972352644218;0.8573401031674305;0.9246583502187765;0.9181111537917807;0.922080019591401;0.9181111537917807
3.2;0.9328591459124783;0.9476418970226892;0.9383205016428839;0.9476418970226892;0.9328591459124783;0.9476418970226892;0.9383205016428839;0.9476418970226892;0.9386108026796848;0.9695403299719576;0.9421103672283618;0.9695403299719576
2.0;0.9372226492102363;0.9241576360600214;0.9363850393346893;0.9241576360600214;0.9372226492102363;0.9241576360600214;0.9363850393346893;0.9241576360600214;0.9431392629768086;0.9120376005469464;0.9404686613772378;0.9120376005469464
3.0;0.8603198181567843;0.8935235985101285;0.8705023295042781;0.8935235985101285;0.8603198181567843;0.8935235985101285;0.8705023295042781;0.8935235985101285;0.8807359945645856;0.9580407828670745;0.887816548941884;0.9580407828670745
1.2;0.876585476271066;0.9085942594381164;0.897650769769943;0.9085942594381164;0.876585476271066;0.9085942594381164;0.897650769769943;0.9085942594381164;0.8906991184489212;0.9522140386796604;0.9036525759641135;0.9522140386796604
3.4;0.8957358899927765;0.9191129596455808;0.9154047653741761;0.9191129596455808;0.8957358899927765;0.9191129596455808;0.9154047653741761;0.9191129596455808;0.8988762938059282;0.9483950509927052;0.9185126926908616;0.9483950509927052
1.8;0.8911049654317655;0.8873837303282565;0.8965473556269312;0.8873837303282565;0.8911049654317655;0.8873837303282565;0.8965473556269312;0.8873837303282565;0.898939981764873;0.9215597185595615;0.9023984170689823;0.9215597185595615
3.6;0.8730241843246827;0.8142524902542023;0.8805362367786209;0.8142524902542023;0.8730241843246827;0.8142524902542023;0.8805362367786209;0.8142524902542023;0.8832167954049479;0.9284965059057226;0.88871789497245;0.9284965059057226
2.0;0.8793183943249763;0.8313545381205201;0.9008538022561517;0.8313545381205201;0.8793183943249763;0.8313545381205201;0.9008538022561517;0.8313545381205201;0.8894284790805983;0.9194000406061315;0.9083301393847292;0.9194000406061315
2.4;0.8962761465097316;0.8352794203327295;0.8647757015970402;0.8352794203327295;0.8962761465097316;0.8352794203327295;0.8647757015970402;0.8352794203327295;0.9013809739842551;0.9373093436609562;0.8756782214429886;0.9373093436609562
3.4;0.910185407515909;0.8619602392403176;0.9116068535573417;0.8619602392403176;0.910185407515909;0.8619602392403176;0.9116068535573417;0.8619602392403176;0.9292826639134546;0.9101820025015817;0.9257237684497994;0.9101820025015817
3.0;0.9492553994011101;0.9372510269654416;0.9497505140886611;0.9372510269654416;0.9492553994011101;0.9372510269654416;0.9497505140886611;0.9372510269654416;0.9530668068781676;0.9533063110615345;0.9510406530284361;0.9533063110615345
4.0;0.9582066280282597;0.9281044935833425;0.9692854606324834;0.9281044935833425;0.9569662673197896;0.9341642620528671;0.9661375923025542;0.9341642620528671;0.9619085027365174;0.9407076123874645;0.9721482519418196;0.9407076123874645
4.0;0.9758235183283513;0.935651281391808;0.966064673212754;0.935651281391808;0.9758235183283513;0.935651281391808;0.966064673212754;0.935651281391808;0.9787620826454532;0.955274783306915;0.9685831301344425;0.955274783306915
3.4;0.9629918339251942;0.956153415025042;0.9649780725622331;0.956153415025042;0.9629918339251942;0.956153415025042;0.9649780725622331;0.956153415025042;0.9669394736596775;0.9706121494332915;0.9680004373838388;0.9706121494332915
3.4;0.9595078142315888;0.9415448553072241;0.9687438854942662;0.9415448553072241;0.9595078142315888;0.9415448553072241;0.9687438854942662;0.9415448553072241;0.9634463504933649;0.9532321973125584;0.974570606116863;0.9532321973125584
3.0;0.8547599824652887;0.7888338583380766;0.8836243400763782;0.7888338583380766;0.8547599824652887;0.7888338583380766;0.8836243400763782;0.7888338583380766;0.8644647323298836;0.8640326325245246;0.8950923998737506;0.8640326325245246
2.0;0.922615563648861;0.8623414669072401;0.9335740168597476;0.8623414669072401;0.922615563648861;0.8623414669072401;0.9335740168597476;0.8623414669072401;0.9402182005564759;0.893312741574896;0.9409520180300609;0.893312741574896
3.8;0.9772930641066571;0.9226831423707246;0.9731623991815536;0.9226831423707246;0.9784504613390593;0.9380391609385124;0.9762843762209703;0.9380391609385124;0.98127869479644;0.9575602835160397;0.9803818499961112;0.9575602835160397
3.4;0.9531857065595025;0.935028837236118;0.9510175773160534;0.935028837236118;0.9537471069977501;0.9395554190841598;0.9504803484322376;0.9395554190841598;0.9575187191170437;0.9545315411274444;0.9527733485256554;0.9545315411274444
2.0;0.9101976063334084;0.852388230947007;0.9418070643748332;0.852388230947007;0.9101976063334084;0.852388230947007;0.9418070643748332;0.852388230947007;0.9325653507408839;0.9305855350735007;0.9466981081868449;0.9305855350735007
4.0;0.937707140972918;0.8712655347240902;0.9623827127374153;0.8712655347240902;0.937707140972918;0.8712655347240902;0.9623827127374153;0.8712655347240902;0.9444732507364071;0.903986050897702;0.9647407196278166;0.903986050897702
3.2;0.9329071126450105;0.9311803675228328;0.9515048495503434;0.9311803675228328;0.9329071126450105;0.9311803675228328;0.9515048495503434;0.9311803675228328;0.937573352969276;0.962642762287262;0.9526119288194526;0.962642762287262
2.2;0.9080414831138907;0.7681483377726885;0.8960658299785051;0.7681483377726885;0.9080414831138907;0.7681483377726885;0.8960658299785051;0.7681483377726885;0.9142655201884867;0.8750466839901754;0.9045543059019011;0.8750466839901754
3.0;0.9328083078178472;0.9341929053557679;0.949206396433769;0.9341929053557679;0.9328083078178472;0.9341929053557679;0.949206396433769;0.9341929053557679;0.934991794818827;0.9704424699200691;0.9528854989383831;0.9704424699200691
2.0;0.8896721145965815;0.868065675121824;0.9173197723002393;0.868065675121824;0.8896721145965815;0.868065675121824;0.9173197723002393;0.868065675121824;0.8970454951170934;0.9280542026456086;0.9207130488310127;0.9280542026456086
0.6;0.9129494290642128;0.9146847060359715;0.9102974933469808;0.9146847060359715;0.9129494290642128;0.9146847060359715;0.9102974933469808;0.9146847060359715;0.9193578075191793;0.9578586548886359;0.9133679589322922;0.9578586548886359
3.2;0.9472410047928428;0.9444623702417139;0.9605462166247357;0.9444623702417139;0.9472410047928428;0.9444623702417139;0.9605462166247357;0.9444623702417139;0.948187970231809;0.9623619583518259;0.9616553515106998;0.9623619583518259
3.6;0.9476252633889863;0.9173780524616406;0.9466022160353318;0.9173780524616406;0.9476252633889863;0.9173780524616406;0.9466022160353318;0.9173780524616406;0.950616483085657;0.9512895211054213;0.9527031981350264;0.9512895211054213
1.0;0.9212033249314836;0.8848376275281962;0.8806744285093117;0.8848376275281962;0.9212033249314836;0.8848376275281962;0.8806744285093117;0.8848376275281962;0.9262859447164944;0.9325857694740918;0.8870069867592026;0.9325857694740918
1.8;0.8918060119962619;0.8583456706783716;0.8816938078842451;0.8583456706783716;0.8918060119962619;0.8583456706783716;0.8816938078842451;0.8583456706783716;0.9065985657659769;0.913536637675116;0.9005460991817082;0.913536637675116
2.8;0.9263849936284919;0.9028650621094262;0.9198669836503808;0.9028650621094262;0.9263849936284919;0.9028650621094262;0.9198669836503808;0.9028650621094262;0.9321494421868837;0.9511746112153878;0.926858982685669;0.9511746112153878
2.8;0.9195666477515021;0.8982112635133696;0.9246339027554341;0.8982112635133696;0.9197947222514444;0.9015167911200039;0.9248714905036192;0.9015167911200039;0.9285876690379307;0.9412868628822032;0.932572861948007;0.9412868628822032
1.8;0.9294564597090235;0.9334631042622126;0.939998890159757;0.9334631042622126;0.9294564597090235;0.9334631042622126;0.939998890159757;0.9334631042622126;0.9391914709443967;0.9526725784098641;0.9505655141758158;0.9526725784098641
1.8;0.8966841731878077;0.8089218915722703;0.9006599997180692;0.8089218915722703;0.8966841731878077;0.8089218915722703;0.9006599997180692;0.8089218915722703;0.9019100200941196;0.8685909723951546;0.906025500007564;0.8685909723951546
2.6;0.8824310304397325;0.8683002192164708;0.8862937748676407;0.8683002192164708;0.8824310304397325;0.8683002192164708;0.8862937748676407;0.8683002192164708;0.8930523588361087;0.9380331406737766;0.8943501445365971;0.9380331406737766
1.4;0.882050634969196;0.7769508554668978;0.867807584340186;0.7769508554668978;0.882050634969196;0.7769508554668978;0.867807584340186;0.7769508554668978;0.8910013331508644;0.7695176555369425;0.8814689195781269;0.7695176555369425
3.0;0.9181163108188143;0.8723287993254388;0.9072172631200831;0.8723287993254388;0.9181163108188143;0.8723287993254388;0.9072172631200831;0.8723287993254388;0.923766195933154;0.9194909483183155;0.9157392736441294;0.9194909483183155
0.6;0.9182389086335004;0.8611763718370051;0.8964406850680192;0.8611763718370051;0.9182389086335004;0.8611763718370051;0.8964406850680192;0.8611763718370051;0.9216009857079865;0.9279249081572006;0.9017639671645991;0.9279249081572006
1.8;0.8885661614849585;0.8541901076113135;0.9000333939675937;0.8541901076113135;0.8885661614849585;0.8541901076113135;0.9000333939675937;0.8541901076113135;0.9042445012320149;0.9102930445134532;0.9083627753151357;0.9102930445134532
3.0;0.936286364360548;0.9098014692390405;0.9272502804385131;0.9098014692390405;0.936286364360548;0.9098014692390405;0.9272502804385131;0.9098014692390405;0.946372186352826;0.9263549304543842;0.9324864904013531;0.9263549304543842
3.0;0.9457119432312808;0.9297278329631382;0.9484283366108855;0.9297278329631382;0.9449587476550002;0.9210356968573233;0.9487934026015641;0.9210356968573233;0.9482873728639664;0.9591908041768217;0.9510602516272185;0.9591908041768217
3.8;0.9769321783258846;0.9764079177727234;0.9816058346644614;0.9764079177727234;0.9769321783258846;0.9764079177727234;0.9816058346644614;0.9764079177727234;0.9780329385215056;0.9839134042825385;0.9828717449522135;0.9839134042825385
2.4;0.9314111609761455;0.9278333344204295;0.9479534521750118;0.9278333344204295;0.9314111609761455;0.9278333344204295;0.9479534521750118;0.9278333344204295;0.9340822400603159;0.9448494465810306;0.95009564748771;0.9448494465810306
3.6;0.9403502729442417;0.946410397051851;0.9436349291009577;0.946410397051851;0.9403502729442417;0.946410397051851;0.9436349291009577;0.946410397051851;0.9425039744969178;0.9651200863363817;0.9448371590895532;0.9651200863363817
2.8;0.9329734981616153;0.9105593043884446;0.933350675524274;0.9105593043884446;0.9329734981616153;0.9105593043884446;0.933350675524274;0.9105593043884446;0.9417393680554704;0.9565791239200723;0.9425785177002143;0.9565791239200723
3.6;0.9446007919164089;0.9509647024008734;0.9451449669281331;0.9509647024008734;0.9467260883992353;0.9542310873097299;0.9491775714456292;0.9542310873097299;0.9500404524300153;0.9751268414127501;0.9526600046909579;0.9751268414127501
3.0;0.9162168226061818;0.909605736778216;0.9444822222947974;0.909605736778216;0.9190025977868017;0.9202665343533;0.946737608132912;0.9202665343533;0.9204625452561679;0.9534926937807371;0.9486636875515523;0.9534926937807371
0.0;0.806348016644459;0.6699290204228152;0.8135589376457345;0.6699290204228152;0.806348016644459;0.6699290204228152;0.8135589376457345;0.6699290204228152;0.8250278111619269;0.7946056138712007;0.8331456282683142;0.7946056138712007
0.0;0.8945360878552227;0.849236567484105;0.9152104587808082;0.849236567484105;0.8945360878552227;0.849236567484105;0.9152104587808082;0.849236567484105;0.9019824233458692;0.9293094950313576;0.9192047929402791;0.9293094950313576
0.2;0.8797178470253566;0.7838745723678094;0.8959988828511722;0.7838745723678094;0.8797178470253566;0.7838745723678094;0.8959988828511722;0.7838745723678094;0.8915462356577039;0.8906889500513218;0.9011704283840477;0.8906889500513218
0.0;0.8700370270988779;0.754670659286839;0.8415924611906187;0.754670659286839;0.872179841093644;0.7838276280875249;0.8458887222170077;0.7838276280875249;0.8748187815835915;0.8994407004647749;0.8491966710804869;0.8994407004647749
0.2;0.8760424814036321;0.8042250593394294;0.8782249641142875;0.8042250593394294;0.8760424814036321;0.8042250593394294;0.8782249641142875;0.8042250593394294;0.879650081171601;0.8702551965831272;0.8885816271474579;0.8702551965831272
0.2;0.8873365961079229;0.8345973273471897;0.8859489041056327;0.8345973273471897;0.8873365961079229;0.8345973273471897;0.8859489041056327;0.8345973273471897;0.8938124642388697;0.912075483371481;0.8894714957794109;0.912075483371481
1.8;0.9408322578051105;0.8892187803672446;0.9224569655449052;0.8892187803672446;0.9408322578051105;0.8892187803672446;0.9224569655449052;0.8892187803672446;0.9472165526216018;0.9142197878256046;0.931656122045562;0.9142197878256046
1.4;0.9088973360006095;0.8647202522174984;0.920795244013131;0.8647202522174984;0.9094602363034074;0.8705728303904517;0.9202033254437859;0.8705728303904517;0.9133618623545271;0.9037646579975356;0.923522396253164;0.9037646579975356
1.8;0.9113957721863231;0.8639161735340667;0.9215940584120843;0.8639161735340667;0.9113957721863231;0.8639161735340667;0.9215940584120843;0.8639161735340667;0.9129332081845539;0.911053725983769;0.92710926006027;0.911053725983769
2.0;0.9255786094886554;0.9002980222507037;0.9423944029232217;0.9002980222507037;0.9255786094886554;0.9002980222507037;0.9423944029232217;0.9002980222507037;0.9339046174235588;0.950223850983497;0.9522257881768134;0.950223850983497
0.0;0.8642659514234675;0.8193912366443511;0.8685771167169879;0.8193912366443511;0.8642659514234675;0.8193912366443511;0.8685771167169879;0.8193912366443511;0.8770460452371518;0.9302365453753612;0.8778188604066429;0.9302365453753612
0.8;0.9007504274387568;0.9095904687378706;0.9153664518367266;0.9095904687378706;0.9007504274387568;0.9095904687378706;0.9153664518367266;0.9095904687378706;0.9095604152016539;0.9684848694795593;0.9203126219565442;0.9684848694795593
2.2;0.961957195272442;0.9214395986649243;0.9476826390578361;0.9214395986649243;0.9618305968364455;0.9185925054009236;0.9468914275809895;0.9185925054009236;0.9619210108654416;0.9457307414976048;0.9508352178352841;0.9457307414976048
1.4;0.933508688817309;0.9041117358370827;0.929587339480453;0.9041117358370827;0.9339497857222817;0.8970247087002983;0.9304876844539338;0.8970247087002983;0.9365340789447683;0.9234778596735359;0.9316760038151726;0.9234778596735359
1.8;0.9421768215124032;0.8684906391311011;0.9358518836775123;0.8684906391311011;0.9421768215124032;0.8684906391311011;0.9358518836775123;0.8684906391311011;0.9453652526422579;0.9275761614968444;0.9415842421121239;0.9275761614968444
3.0;0.9119250261503934;0.9168087047426261;0.9159294296701254;0.9168087047426261;0.9119250261503934;0.9168087047426261;0.9159294296701254;0.9168087047426261;0.9225169651183674;0.9640203710275502;0.9263771767594466;0.9640203710275502
1.2;0.9213091187459502;0.9064281518381787;0.9213804879173702;0.9064281518381787;0.9199961757531048;0.9039415593272767;0.9192449060787374;0.9039415593272767;0.9240463772935066;0.9419624258206098;0.9220933875464475;0.9419624258206098
0.2;0.8828711662261588;0.7395601949857039;0.8872508336722617;0.7395601949857039;0.8828711662261588;0.7395601949857039;0.8872508336722617;0.7395601949857039;0.8877871094938166;0.8483854098260375;0.8911235500523406;0.8483854098260375
0.2;0.8678283001417169;0.8500417798436133;0.8780400931667672;0.8500417798436133;0.8678283001417169;0.8500417798436133;0.8780400931667672;0.8500417798436133;0.8848555729545975;0.928207386470313;0.8889273769289089;0.928207386470313
0.6;0.8968414809646221;0.837556619118719;0.9070218548874194;0.837556619118719;0.8968414809646221;0.837556619118719;0.9070218548874194;0.837556619118719;0.9015981451915929;0.9090326149657016;0.9093721758608289;0.9090326149657016
0.2;0.8265891290146294;0.772714661926565;0.8268827267169633;0.772714661926565;0.8265891290146294;0.772714661926565;0.8268827267169633;0.772714661926565;0.8504346645311013;0.8928995159287373;0.8435534826233183;0.8928995159287373
0.2;0.8577265983822302;0.7386652873495845;0.8840561241287416;0.7386652873495845;0.8577265983822302;0.7386652873495845;0.8840561241287416;0.7386652873495845;0.8603597665012968;0.8272639501471492;0.8893001180158866;0.8272639501471492
0.0;0.8562592270194931;0.7851798706597448;0.842696369252252;0.7851798706597448;0.8685473805385229;0.8010393149764101;0.8515933368231291;0.8010393149764101;0.8861724836659294;0.9108019217281015;0.863308265593743;0.9108019217281015
0.2;0.8281689273290166;0.6740974177988653;0.8361083754588344;0.6740974177988653;0.8281689273290166;0.6740974177988653;0.8361083754588344;0.6740974177988653;0.8592614244746452;0.838169096574739;0.8542340094086466;0.838169096574739
0.2;0.849560961263622;0.7403692913328049;0.838445885237665;0.7403692913328049;0.849560961263622;0.7403692913328049;0.838445885237665;0.7403692913328049;0.863597807251948;0.8817575254376743;0.8581422328457494;0.8817575254376743
2.0;0.89551224333048;0.8416254764936787;0.9051814132160831;0.8416254764936787;0.89551224333048;0.8416254764936787;0.9051814132160831;0.8416254764936787;0.9110732943467544;0.8749722765968095;0.9183541005514922;0.8749722765968095
2.8;0.9382695351274276;0.941571393280956;0.9539081477799378;0.941571393280956;0.9382695351274276;0.941571393280956;0.9539081477799378;0.941571393280956;0.9448745630613666;0.9563350865806721;0.9551481396014226;0.9563350865806721
2.0;0.8254096806512469;0.6659043053203524;0.8300292611647708;0.6659043053203524;0.8254096806512469;0.6659043053203524;0.8300292611647708;0.6659043053203524;0.8552730763954285;0.8567615297261978;0.8561188000279645;0.8567615297261978
4.0;0.9557857668540798;0.9473467874262834;0.9654904469610893;0.9473467874262834;0.9557857668540798;0.9473467874262834;0.9654904469610893;0.9473467874262834;0.9559965957431207;0.9652165325470671;0.9683061698001936;0.9652165325470671
3.0;0.9228494342569332;0.8985739290435736;0.9310556869346729;0.8985739290435736;0.9228494342569332;0.8985739290435736;0.9310556869346729;0.8985739290435736;0.9324511433047307;0.9379194588178535;0.9449836073911276;0.9379194588178535
3.2;0.9365825069711656;0.9142148954476226;0.926420979864761;0.9142148954476226;0.9365825069711656;0.9142148954476226;0.926420979864761;0.9142148954476226;0.9416458125489146;0.9610911210627817;0.9344184421628179;0.9610911210627817
1.6;0.8812022487239936;0.8598919145125177;0.9078381086780497;0.8598919145125177;0.8812022487239936;0.8598919145125177;0.9078381086780497;0.8598919145125177;0.8874155274612608;0.9101103319385825;0.9145750652099292;0.9101103319385825
2.4;0.9153426587646846;0.8806264068494001;0.9397242866994295;0.8806264068494001;0.9153426587646846;0.8806264068494001;0.9397242866994295;0.8806264068494001;0.9274947156410669;0.9167645834753064;0.9462706087821755;0.9167645834753064
3.2;0.9300775302801225;0.9248693133193217;0.9309581677616865;0.9248693133193217;0.9277934550021721;0.9232095345725733;0.9307976204357391;0.9232095345725733;0.9329632276856984;0.9493069505611279;0.9323033923653441;0.9493069505611279
1.8;0.8615206885415028;0.7784331502573705;0.8777725487828422;0.7784331502573705;0.8615206885415028;0.7784331502573705;0.8777725487828422;0.7784331502573705;0.8848526099733854;0.8263871994275128;0.8903056997357894;0.8263871994275128
