Human;COMMixed_WBSM-AncSPLWeightedJiangConrath_String-Jaccard;COMMixed_WBSM-AncSPLWeightedJiangConrath_String-Jaccard
3.5;0.5226516018158015;0.5226516018158015
3.5;0.40983812005363895;0.40983812005363895
3.0;0.5660105548271988;0.5660105548271988
2.5;0.6846778730910421;0.6846778730910421
4.0;0.5690257481004639;0.5690257481004639
3.5;0.23929972452233583;0.23929972452233583
2.5;0.47292629111850437;0.47292629111850437
2.5;0.4791923040880016;0.4791923040880016
5.0;0.8562211973986648;0.8562211973986648
4.25;0.4875614135624049;0.4875614135624049
2.5;0.24133784092935856;0.24133784092935856
2.95;0.5870065731055671;0.5870065731055671
3.0;0.5728168651168439;0.5728168651168439
3.45;0.7633757728902598;0.7633757728902598
2.5;0.4171023721848479;0.4171023721848479
0.5;0.15539921083743544;0.15539921083743544
4.5;0.3638094151742106;0.3638094151742106
2.0;0.33946763623692233;0.33946763623692233
2.0;0.2661016815656412;0.2661016815656412
3.5;0.7265485328923028;0.7265485328923028
3.5;0.6263156167287602;0.6263156167287602
4.0;0.6415258856072222;0.6415258856072222
3.5;0.6645658757217416;0.6645658757217416
4.0;0.8389181420811551;0.8389181420811551
2.5;0.1711105595604157;0.1711105595604157
3.0;0.5366434869028087;0.5366434869028087
3.0;0.3547728666612714;0.3547728666612714
3.0;0.2604839811445099;0.2604839811445099
1.0;0.14472221314820766;0.14472221314820766
2.0;0.5461418440350094;0.5461418440350094
2.0;0.16818858189901603;0.16818858189901603
4.5;0.7824424056731487;0.7824424056731487
4.0;NaN;NaN
3.0;0.9048943096313448;0.9048943096313448
3.0;0.7703827651107837;0.7703827651107837
4.15;0.6375;0.6375
2.5;0.3752405857365197;0.3752405857365197
3.5;0.38524928123171376;0.38524928123171376
4.0;0.14647312137876248;0.14647312137876248
5.0;0.9023689270621824;0.9023689270621824
4.8;0.7797631515540514;0.7797631515540514
0.0;0.1271792719370943;0.1271792719370943
4.6;0.8455269760682436;0.8455269760682436
3.0;0.3688910320450476;0.3688910320450476
2.7;0.3209320533318283;0.3209320533318283
3.6;0.7383374687863485;0.7383374687863485
3.75;0.7019650191193945;0.7019650191193945
3.65;0.4626959712521412;0.4626959712521412
0.0;0.22442039353195425;0.22442039353195425
3.0;0.26058118223467547;0.26058118223467547
4.75;0.6543096556462833;0.6543096556462833
3.6;0.8561748313281251;0.8561748313281251
3.5;0.5957788497199009;0.5957788497199009
2.75;0.3514148127256792;0.3514148127256792
5.0;0.6401597073139162;0.6401597073139162
4.0;0.37957735254154246;0.37957735254154246
3.0;0.7118498129922427;0.7118498129922427
3.5;0.40030121598536605;0.40030121598536605
3.35;0.46051314072098615;0.46051314072098615
3.2;0.42195108212462906;0.42195108212462906
3.6;0.5923485629532295;0.5923485629532295
3.75;0.5996764174711525;0.5996764174711525
4.0;0.6989782249238905;0.6989782249238905
3.75;0.6524964258281806;0.6524964258281806
3.5;0.46828324723461345;0.46828324723461345
3.5;0.7972558132510531;0.7972558132510531
4.25;0.7960899597997821;0.7960899597997821
0.0;0.18832314372040027;0.18832314372040027
3.5;0.6845896609098158;0.6845896609098158
2.75;0.31237884179467423;0.31237884179467423
5.0;0.7196645522281012;0.7196645522281012
3.75;0.7806876589341752;0.7806876589341752
3.45;0.5741362425670702;0.5741362425670702
3.0;0.6973375512046502;0.6973375512046502
2.25;0.3052036491631742;0.3052036491631742
3.25;0.30571988240452463;0.30571988240452463
4.2;0.6113598716689754;0.6113598716689754
4.25;0.74549419831628;0.74549419831628
4.4;0.8313862015552961;0.8313862015552961
2.5;0.26374574399950135;0.26374574399950135
1.75;0.4002482231248013;0.4002482231248013
3.5;0.7605263359281479;0.7605263359281479
3.5;0.5461333935949133;0.5461333935949133
5.0;1.0;1.0
3.95;0.6519371571560844;0.6519371571560844
3.5;0.3527694215442601;0.3527694215442601
3.25;0.2612500629253629;0.2612500629253629
4.5;0.40329979446533515;0.40329979446533515
0.0;0.3379976218017452;0.3379976218017452
3.1;0.5514817361910268;0.5514817361910268
3.5;0.6870625430980978;0.6870625430980978
4.25;0.8605128090948432;0.8605128090948432
2.75;0.23937016213225362;0.23937016213225362
3.5;0.3214389879108235;0.3214389879108235
4.5;0.6689111933558046;0.6689111933558046
3.5;0.6097795618589743;0.6097795618589743
2.9;0.29932013163556;0.29932013163556
3.0;0.5117875572323585;0.5117875572323585
3.0;0.6199450516763862;0.6199450516763862
3.0;0.33969699327780023;0.33969699327780023
4.0;0.38597626309434624;0.38597626309434624
0.0;0.10891777152380175;0.10891777152380175
3.75;0.633532878474274;0.633532878474274
3.0;0.9086354239136194;0.9086354239136194
2.5;0.3870196199251557;0.3870196199251557
3.5;0.7342866491065706;0.7342866491065706
4.0;0.505408065070926;0.505408065070926
4.5;0.46145891972756464;0.46145891972756464
3.5;0.4901141513601821;0.4901141513601821
2.5;0.41480196679823345;0.41480196679823345
3.75;0.7412734347934813;0.7412734347934813
3.5;0.37281367247571895;0.37281367247571895
3.0;0.6148106740755688;0.6148106740755688
3.9;0.49866265950860417;0.49866265950860417
3.25;0.4892518401373539;0.4892518401373539
3.75;0.8865399377659586;0.8865399377659586
3.4;0.23908535919695323;0.23908535919695323
4.75;0.741593637512687;0.741593637512687
3.5;0.561896676476445;0.561896676476445
3.75;0.13938194079598037;0.13938194079598037
3.25;0.3475114587362593;0.3475114587362593
0.5;0.1625432284116983;0.1625432284116983
0.5;0.40411150922724204;0.40411150922724204
3.75;0.6964309139981764;0.6964309139981764
3.25;0.6973492469025497;0.6973492469025497
2.5;0.28655421390844615;0.28655421390844615
4.95;0.8040889847263764;0.8040889847263764
0.0;0.132729066799173;0.132729066799173
3.4;0.6408745218570111;0.6408745218570111
3.0;0.5710102585228878;0.5710102585228878
3.5;0.2857400329942773;0.2857400329942773
4.25;0.5848543086301643;0.5848543086301643
3.0;0.9160055200193742;0.9160055200193742
3.9;0.7481122679337875;0.7481122679337875
3.25;0.2855699808506721;0.2855699808506721
3.0;0.24407114515098738;0.24407114515098738
3.5;0.6505025975638143;0.6505025975638143
3.25;0.40698418576314876;0.40698418576314876
4.45;NaN;NaN
1.5;0.15660413289331798;0.15660413289331798
3.0;0.3922294439123702;0.3922294439123702
3.25;0.5564237756766136;0.5564237756766136
3.9;0.7319103814801222;0.7319103814801222
2.9;0.429462453374031;0.429462453374031
2.0;0.23820252660069796;0.23820252660069796
3.75;0.38109451263563604;0.38109451263563604
3.0;0.5817956616841041;0.5817956616841041
3.0;0.33896509648038126;0.33896509648038126
1.5;0.1628324016476756;0.1628324016476756
2.4;0.31517170334538275;0.31517170334538275
3.0;0.5252758035250776;0.5252758035250776
0.0;0.12837638034390703;0.12837638034390703
3.5;0.2427991779981015;0.2427991779981015
3.5;0.7118920991721975;0.7118920991721975
3.75;0.47579343908748617;0.47579343908748617
4.9;0.8062383218034616;0.8062383218034616
1.25;0.10973347446786301;0.10973347446786301
3.0;0.5618463865050751;0.5618463865050751
3.75;0.1625137066304015;0.1625137066304015
2.0;0.14949784871011101;0.14949784871011101
3.0;0.3989758658933227;0.3989758658933227
3.0;0.17851055107146166;0.17851055107146166
2.1;0.3188698265846706;0.3188698265846706
3.0;0.14506638758585783;0.14506638758585783
1.5;0.11281704785896314;0.11281704785896314
4.75;0.38243854675945366;0.38243854675945366
3.6;0.4493198969502402;0.4493198969502402
3.0;0.4497186452974684;0.4497186452974684
3.25;0.18401428654420382;0.18401428654420382
3.0;0.5306795449973476;0.5306795449973476
1.5;0.40492629478571207;0.40492629478571207
0.0;0.12912326902167756;0.12912326902167756
3.9;0.7402891662373969;0.7402891662373969
4.45;0.5553287168465475;0.5553287168465475
0.0;0.12884644296227285;0.12884644296227285
3.0;0.2809141254591926;0.2809141254591926
3.6;0.24947779742670992;0.24947779742670992
3.5;0.5410515777415583;0.5410515777415583
3.45;0.8474916234988152;0.8474916234988152
3.0;0.44985830705235036;0.44985830705235036
3.0;0.4941569139166253;0.4941569139166253
3.5;0.7994164045931396;0.7994164045931396
4.2;0.7237762237762237;0.7237762237762237
3.25;0.3824277075233565;0.3824277075233565
2.0;0.3336006590644603;0.3336006590644603
0.0;0.09328550979955179;0.09328550979955179
4.25;0.506054383420554;0.506054383420554
4.25;0.564643342016593;0.564643342016593
3.0;0.5793080940609385;0.5793080940609385
1.5;0.28638671197631954;0.28638671197631954
4.25;0.5214912658498865;0.5214912658498865
3.5;0.3007060929672953;0.3007060929672953
3.75;0.49629020760952514;0.49629020760952514
3.75;0.7440476190476191;0.7440476190476191
3.75;0.7180194318603735;0.7180194318603735
3.5;0.5014445987688657;0.5014445987688657
4.25;1.0;1.0
3.0;0.6165346582059807;0.6165346582059807
3.5;0.5356640048575142;0.5356640048575142
3.35;0.4659796358485041;0.4659796358485041
3.25;0.334931867893265;0.334931867893265
4.4;0.6593851076957469;0.6593851076957469
5.0;1.0;1.0
4.4;0.7246267282952065;0.7246267282952065
0.0;0.12519511944305092;0.12519511944305092
3.5;0.4695083839533235;0.4695083839533235
3.9;0.6577819000352338;0.6577819000352338
5.0;0.65223097938758;0.65223097938758
0.0;0.11275274816067472;0.11275274816067472
3.0;0.500583022108347;0.500583022108347
3.0;0.5306070690633067;0.5306070690633067
4.25;0.5474267718549197;0.5474267718549197
0.0;0.14759249495208945;0.14759249495208945
3.5;0.5904941768920129;0.5904941768920129
3.1;0.21746220941949052;0.21746220941949052
3.0;0.5136816917588529;0.5136816917588529
3.0;0.45855100670419324;0.45855100670419324
3.0;0.713434630001454;0.713434630001454
3.75;0.8317561233027176;0.8317561233027176
0.5;0.22367798762844543;0.22367798762844543
2.5;0.34531425700333995;0.34531425700333995
3.0;0.4909126918950389;0.4909126918950389
3.75;0.47752615326707265;0.47752615326707265
3.5;0.7000629931330105;0.7000629931330105
3.9;0.7191039214440652;0.7191039214440652
2.75;0.3853405709390376;0.3853405709390376
3.0;0.6674934706930904;0.6674934706930904
4.4;0.634566641934108;0.634566641934108
2.0;0.44385151667322;0.44385151667322
3.5;0.7502157157618234;0.7502157157618234
3.4;0.46753584016348404;0.46753584016348404
4.95;0.6483956185246359;0.6483956185246359
3.75;0.4723033320731286;0.4723033320731286
0.0;0.15400512716247908;0.15400512716247908
3.75;0.6372978919980645;0.6372978919980645
2.9;0.27192173804764763;0.27192173804764763
4.75;0.14488142567645607;0.14488142567645607
4.9;0.8897646243364848;0.8897646243364848
4.25;0.8222222222222223;0.8222222222222223
3.9;0.7951579950476796;0.7951579950476796
1.95;0.5175566809647969;0.5175566809647969
3.75;0.7138420570934245;0.7138420570934245
4.25;NaN;NaN
3.0;0.6515619296766781;0.6515619296766781
2.25;0.5657997529826527;0.5657997529826527
2.5;0.23670126450340845;0.23670126450340845
3.0;0.38407861702292806;0.38407861702292806
3.25;0.451026454256608;0.451026454256608
4.0;0.5901439984357092;0.5901439984357092
4.75;0.6069056767322081;0.6069056767322081
3.0;0.5524552045561546;0.5524552045561546
3.4;0.6470801253864525;0.6470801253864525
3.4;0.3359115358936212;0.3359115358936212
0.5;0.3220787862831466;0.3220787862831466
1.9;0.4959718311492549;0.4959718311492549
4.5;0.6739458055902854;0.6739458055902854
3.2;0.6745717619099123;0.6745717619099123
3.25;0.4982724495610834;0.4982724495610834
3.25;0.7475750155724548;0.7475750155724548
3.25;0.7351549138470039;0.7351549138470039
3.0;0.6291544047812695;0.6291544047812695
3.45;0.4718515491547397;0.4718515491547397
3.7;0.4166943306380174;0.4166943306380174
3.5;0.6279955613088951;0.6279955613088951
2.75;0.2510088718966671;0.2510088718966671
3.1;0.3511441633223681;0.3511441633223681
3.4;0.7288778545253518;0.7288778545253518
3.25;0.1948284327819791;0.1948284327819791
3.35;0.4009936845745988;0.4009936845745988
4.9;0.6381544522515954;0.6381544522515954
3.5;0.4873711336114007;0.4873711336114007
4.65;0.7849292310473507;0.7849292310473507
4.75;0.35082311750231565;0.35082311750231565
4.7;0.9182161683487853;0.9182161683487853
3.5;0.47968289499278827;0.47968289499278827
3.25;0.6630504307673072;0.6630504307673072
1.5;0.29035817071365444;0.29035817071365444
4.2;0.18294333239149133;0.18294333239149133
5.0;0.7228102682386874;0.7228102682386874
3.0;0.3881267381093394;0.3881267381093394
3.0;0.44176260936369416;0.44176260936369416
5.0;1.0;1.0
0.0;0.15149539592047603;0.15149539592047603
3.5;0.5219554073521803;0.5219554073521803
3.75;0.3756297269074015;0.3756297269074015
4.5;0.550831701031841;0.550831701031841
3.7;0.8642958194431168;0.8642958194431168
3.25;0.4504367468196515;0.4504367468196515
4.25;0.7392247321705406;0.7392247321705406
2.0;0.16983655515301704;0.16983655515301704
4.0;0.5630937678373763;0.5630937678373763
3.75;0.6736774517142115;0.6736774517142115
3.5;0.8216672759106519;0.8216672759106519
3.0;0.4339411889928495;0.4339411889928495
4.95;0.614272236262795;0.614272236262795
4.0;0.6240506268111591;0.6240506268111591
4.0;0.5560567366641083;0.5560567366641083
4.9;0.702319068624852;0.702319068624852
4.9;0.7770290825802583;0.7770290825802583
3.7;0.8245652990303833;0.8245652990303833
4.0;0.5049266216727706;0.5049266216727706
3.25;0.3798465135599688;0.3798465135599688
3.0;0.7522659081850023;0.7522659081850023
2.25;0.29277493413097677;0.29277493413097677
3.0;0.6330897883984383;0.6330897883984383
4.0;0.5098172638308405;0.5098172638308405
3.4;0.33082209008639474;0.33082209008639474
2.9;0.24455003578996365;0.24455003578996365
3.25;0.5130030315881386;0.5130030315881386
2.5;0.40661637490258606;0.40661637490258606
3.7;0.3368677937662819;0.3368677937662819
3.25;0.6473003888237365;0.6473003888237365
0.5;0.1630235621626125;0.1630235621626125
2.75;0.43425775420198687;0.43425775420198687
4.0;0.4546729105661962;0.4546729105661962
1.75;0.1688338879246002;0.1688338879246002
4.0;0.8162152018287852;0.8162152018287852
3.45;0.44303699114669276;0.44303699114669276
3.4;0.7801850076369959;0.7801850076369959
3.0;0.47571069721964376;0.47571069721964376
4.25;0.5840798490650106;0.5840798490650106
3.0;0.471880277701271;0.471880277701271
3.0;0.2683467686311716;0.2683467686311716
3.5;0.3682474497883178;0.3682474497883178
3.25;0.733358855296326;0.733358855296326
3.45;0.4942718260320489;0.4942718260320489
4.6;0.5335535720209452;0.5335535720209452
4.25;0.36855327810210936;0.36855327810210936
1.5;0.19215324690638425;0.19215324690638425
2.5;0.17580281409925436;0.17580281409925436
4.75;0.807469496042363;0.807469496042363
4.4;0.5219271101662604;0.5219271101662604
0.0;0.24455910098133957;0.24455910098133957
3.25;0.2598224166533386;0.2598224166533386
0.5;0.33448403356213685;0.33448403356213685
3.4;0.6736717317919936;0.6736717317919936
3.25;0.732781496747457;0.732781496747457
3.25;0.6714576656423787;0.6714576656423787
3.0;0.12839426414818678;0.12839426414818678
3.25;0.38102296197985747;0.38102296197985747
1.5;0.24419425613923598;0.24419425613923598
3.2;0.6274359465645909;0.6274359465645909
0.0;0.10843364600611327;0.10843364600611327
3.0;0.3340108258090856;0.3340108258090856
3.4;0.36157676871612265;0.36157676871612265
3.25;0.29622137298161266;0.29622137298161266
3.5;0.6497755461867044;0.6497755461867044
1.5;0.24311827768675626;0.24311827768675626
3.0;0.5876093458020968;0.5876093458020968
4.9;0.8153361618561143;0.8153361618561143
3.45;0.4906564418693092;0.4906564418693092
4.25;0.4361588988927728;0.4361588988927728
4.5;0.8469948903037913;0.8469948903037913
3.0;0.428471195488288;0.428471195488288
3.5;0.1771586540168671;0.1771586540168671
2.25;0.07065732020159393;0.07065732020159393
4.25;0.23275391509312582;0.23275391509312582
3.4;0.6911556990296837;0.6911556990296837
3.75;0.8583589124764931;0.8583589124764931
4.25;0.8679886114323221;0.8679886114323221
3.25;0.721338220288315;0.721338220288315
3.25;0.3192600824107371;0.3192600824107371
3.65;0.5111860240232401;0.5111860240232401
2.75;0.13856730790274951;0.13856730790274951
1.5;0.09443193485514836;0.09443193485514836
3.0;0.47028975109337257;0.47028975109337257
4.25;0.5114597411607164;0.5114597411607164
3.5;0.2694654818219163;0.2694654818219163
3.0;0.5378137339253425;0.5378137339253425
2.0;0.5023292625128191;0.5023292625128191
2.5;0.17712894060418255;0.17712894060418255
0.0;0.11159127053230496;0.11159127053230496
0.0;0.1499493732214842;0.1499493732214842
4.0;0.7289247840325058;0.7289247840325058
3.35;0.432727692129552;0.432727692129552
4.25;0.45371599563090775;0.45371599563090775
4.25;0.6256427001423688;0.6256427001423688
3.45;0.6290968746806566;0.6290968746806566
4.25;0.5940354583064695;0.5940354583064695
3.0;0.5044149765673985;0.5044149765673985
3.45;0.31389609884652026;0.31389609884652026
0.0;0.1608601488366349;0.1608601488366349
4.2;0.4361588988927728;0.4361588988927728
0.0;0.11433353107951692;0.11433353107951692
3.0;0.3211708265308051;0.3211708265308051
4.75;0.7398522168465453;0.7398522168465453
3.25;0.6753533595423509;0.6753533595423509
3.25;0.8121792081097656;0.8121792081097656
3.65;0.7766277990031126;0.7766277990031126
3.5;0.7691432446066672;0.7691432446066672
3.0;0.6548180418312072;0.6548180418312072
3.25;0.4605132330571454;0.4605132330571454
3.0;0.41515053470506946;0.41515053470506946
3.4;0.5732639600723304;0.5732639600723304
3.25;0.28027414200902684;0.28027414200902684
4.25;0.839185751277916;0.839185751277916
3.4;0.698228562443684;0.698228562443684
3.0;0.8693462531533571;0.8693462531533571
4.75;0.8658854357514965;0.8658854357514965
5.0;0.793722502000562;0.793722502000562
4.5;0.5647388618714162;0.5647388618714162
3.0;0.34113805507830425;0.34113805507830425
4.2;0.5693873093955892;0.5693873093955892
3.25;0.47117403305434835;0.47117403305434835
4.25;0.6853075395353758;0.6853075395353758
0.5;0.12757033021969583;0.12757033021969583
3.95;0.5803664277731989;0.5803664277731989
3.95;0.6481013621524808;0.6481013621524808
1.75;0.2295912921683954;0.2295912921683954
3.95;0.25228239671956604;0.25228239671956604
4.25;0.7827138811213799;0.7827138811213799
3.25;0.36725775167880903;0.36725775167880903
4.2;0.4307824126857134;0.4307824126857134
2.95;0.3330818195805749;0.3330818195805749
3.0;0.46947514903335064;0.46947514903335064
3.25;0.42957525806837243;0.42957525806837243
0.0;0.19451883998927658;0.19451883998927658
4.9;0.9295833333333334;0.9295833333333334
2.9;0.4619763869097093;0.4619763869097093
2.0;0.16595121548573757;0.16595121548573757
1.75;0.33613820866072214;0.33613820866072214
3.65;0.65223097938758;0.65223097938758
2.5;0.2889274123890169;0.2889274123890169
0.0;0.12209947285035305;0.12209947285035305
3.0;0.22880662484503506;0.22880662484503506
5.0;0.7770290825802583;0.7770290825802583
2.25;0.37258707025477683;0.37258707025477683
2.5;0.7138730030579195;0.7138730030579195
3.0;0.5098934829789995;0.5098934829789995
2.5;0.3848229745658754;0.3848229745658754
4.5;0.6967559262240673;0.6967559262240673
3.45;0.6204564878642866;0.6204564878642866
4.2;0.5909879812402526;0.5909879812402526
3.95;0.6805940127852093;0.6805940127852093
4.4;0.8397698720696863;0.8397698720696863
4.15;0.904854814540753;0.904854814540753
3.25;0.5792364773777101;0.5792364773777101
0.5;0.20554004949608864;0.20554004949608864
4.15;0.7863516665678234;0.7863516665678234
3.25;0.18004616441279986;0.18004616441279986
3.4;0.602294474699721;0.602294474699721
2.75;0.2849731295173173;0.2849731295173173
4.85;0.7889737851428282;0.7889737851428282
1.0;0.31063585040914954;0.31063585040914954
4.25;0.6997481010716542;0.6997481010716542
1.25;0.1115361455737075;0.1115361455737075
2.75;0.2617251434539897;0.2617251434539897
3.15;0.6501488254859913;0.6501488254859913
5.0;0.7906791708185507;0.7906791708185507
0.0;0.1709072797806477;0.1709072797806477
3.4;0.6930109970385949;0.6930109970385949
2.75;0.28602192553899713;0.28602192553899713
3.2;0.2838783899549123;0.2838783899549123
5.0;0.7990015542887299;0.7990015542887299
3.5;0.5724007097469118;0.5724007097469118
3.0;0.1921874862604972;0.1921874862604972
3.15;0.43012600216239366;0.43012600216239366
4.25;0.8018548628477604;0.8018548628477604
2.7;0.5030910726211058;0.5030910726211058
4.75;1.0;1.0
3.5;0.2714556469243823;0.2714556469243823
0.0;0.12772036823872998;0.12772036823872998
4.0;0.5486930912842141;0.5486930912842141
3.25;0.7107722824698247;0.7107722824698247
4.75;0.9199134199134198;0.9199134199134198
0.5;0.15458360371845792;0.15458360371845792
3.5;0.13788456168267;0.13788456168267
3.25;0.41544967191796445;0.41544967191796445
2.25;0.2717895320158862;0.2717895320158862
4.2;0.5728896015150052;0.5728896015150052
3.75;0.39724615903682126;0.39724615903682126
3.7;0.5549241961935522;0.5549241961935522
3.25;0.7717401808319906;0.7717401808319906
3.45;0.44301938838683885;0.44301938838683885
4.9;0.7622653296230618;0.7622653296230618
4.75;0.9117698958313756;0.9117698958313756
4.9;0.7539312013260469;0.7539312013260469
0.5;0.1134536062492358;0.1134536062492358
4.25;0.8417102765567022;0.8417102765567022
3.75;0.7138306584997924;0.7138306584997924
3.45;0.7205978979374807;0.7205978979374807
3.95;0.44708710135363805;0.44708710135363805
2.95;0.422551288798209;0.422551288798209
4.0;0.6478817733490703;0.6478817733490703
3.25;0.5278417879364619;0.5278417879364619
0.0;0.1316708818523106;0.1316708818523106
3.25;0.26838092298746696;0.26838092298746696
0.0;0.16121071789074568;0.16121071789074568
2.75;0.27708534289231;0.27708534289231
4.25;0.6610359047648042;0.6610359047648042
3.85;0.8856160633118798;0.8856160633118798
3.5;0.43250011935374955;0.43250011935374955
3.25;0.6373515714059582;0.6373515714059582
3.55;0.7102782949032741;0.7102782949032741
3.25;0.636041374719681;0.636041374719681
3.25;0.39337436822398736;0.39337436822398736
4.0;0.7311133957392558;0.7311133957392558
3.4;0.6437475135040878;0.6437475135040878
0.0;0.18055839347425864;0.18055839347425864
3.5;0.46480249623756387;0.46480249623756387
1.0;0.38624989260136106;0.38624989260136106
3.45;0.6589937073703341;0.6589937073703341
0.0;0.15954253766526952;0.15954253766526952
3.25;0.7028718554124563;0.7028718554124563
5.0;0.6472967837110062;0.6472967837110062
3.25;0.47199218788388275;0.47199218788388275
3.4;0.6544714958957377;0.6544714958957377
4.25;0.4622524453214719;0.4622524453214719
3.45;0.4676376834930057;0.4676376834930057
4.25;0.42691689326952853;0.42691689326952853
4.0;0.3221500034656972;0.3221500034656972
3.0;0.5189910529147618;0.5189910529147618
0.5;0.2817816149778587;0.2817816149778587
3.75;0.4490282798470221;0.4490282798470221
3.25;0.6537355389713361;0.6537355389713361
3.5;0.49133037181830086;0.49133037181830086
5.0;0.8682323583716927;0.8682323583716927
3.75;0.6745199221878334;0.6745199221878334
2.5;0.4514384072144248;0.4514384072144248
1.0;0.40640426343285074;0.40640426343285074
3.0;0.6776788955166705;0.6776788955166705
3.25;0.406113425001686;0.406113425001686
0.0;0.18222742590604069;0.18222742590604069
3.65;0.735549199190606;0.735549199190606
4.4;0.5249410971335002;0.5249410971335002
3.25;0.48091840927902474;0.48091840927902474
4.45;0.640057804643505;0.640057804643505
3.4;0.38317609642598527;0.38317609642598527
0.0;0.2238850622593035;0.2238850622593035
3.0;0.6917976317768434;0.6917976317768434
1.25;0.3468199457569121;0.3468199457569121
4.0;0.7178886509501736;0.7178886509501736
4.15;0.6103896103896104;0.6103896103896104
3.5;0.36024696089635344;0.36024696089635344
2.75;0.2714681524759769;0.2714681524759769
4.75;0.6290704146236628;0.6290704146236628
5.0;0.8222222222222223;0.8222222222222223
3.7;0.7656874496853165;0.7656874496853165
0.0;0.10107994799614567;0.10107994799614567
4.4;0.5905841616210312;0.5905841616210312
3.2;0.25036967325102105;0.25036967325102105
3.25;0.34841000762076524;0.34841000762076524
4.85;0.5261781431663357;0.5261781431663357
2.5;0.45838030431076626;0.45838030431076626
2.0;0.3571366388097096;0.3571366388097096
4.25;0.6653034647580472;0.6653034647580472
5.0;0.6717171717171717;0.6717171717171717
3.4;0.569821684729271;0.569821684729271
2.65;0.21752174397498242;0.21752174397498242
3.9;0.6003275771926474;0.6003275771926474
5.0;NaN;NaN
4.7;0.8287998992117233;0.8287998992117233
1.75;0.12230415159539744;0.12230415159539744
3.0;0.4164511553581628;0.4164511553581628
3.0;0.5724367286393568;0.5724367286393568
3.65;0.5069847831232066;0.5069847831232066
2.25;0.22692912057346445;0.22692912057346445
3.25;0.3136613851244682;0.3136613851244682
3.0;0.6262466946666938;0.6262466946666938
3.7;0.5773325500804016;0.5773325500804016
2.0;0.3966190167408242;0.3966190167408242
3.7;0.8508567292759324;0.8508567292759324
3.45;0.6604123347329373;0.6604123347329373
3.25;0.6304182348736777;0.6304182348736777
3.0;0.4810507860500756;0.4810507860500756
4.0;0.8746662859935693;0.8746662859935693
3.25;0.14453432570189773;0.14453432570189773
2.75;0.1881613100706861;0.1881613100706861
