Human;Flair_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.0;0.7504085897146192;0.7970786273516682;0.7970786273516682;0.779023763301604
3.0;0.8293911869230152;0.8282141474844785;0.8282141474844785;0.8310620964417298
3.8;0.8953845604323085;0.8712392302915261;0.8712392302915261;0.8807342286744624
2.4;0.843909506414039;0.8250512710971603;0.8250512710971603;0.8223825836899638
3.6;0.86578797506338;0.8596455717747034;0.8596455717747034;0.8622853736674806
2.8;0.8126150729459773;0.8120854976874761;0.8035027090991714;0.8398098313986224
3.6;0.8305438783305562;0.8222742416507257;0.8222742416507257;0.8222742416507257
3.0;0.8512588691517718;0.8700433927309559;0.8700433927309559;0.8752884521608295
0.0;0.5855103425645591;0.6170120615921464;0.5924678271046412;0.6302459967197148
0.0;0.6361426435370481;0.6422242734058561;0.6422242734058561;0.6692157133116121
0.2;0.5506845006370898;0.5683210800385058;0.5683210800385058;0.5429965815499576
0.0;0.6194399171611554;0.6436517515566484;0.6436517515566484;0.6227217452355637
0.2;0.6403191489589739;0.6620257595806219;0.6620257595806219;0.6592355579001495
0.2;0.757853751272792;0.7634782589382799;0.7623049919145626;0.7761364211725571
1.8;0.6130189014306608;0.6177547282011193;0.6177547282011193;0.604984034672605
1.4;0.5903233308136424;0.6313980244528569;0.6313980244528569;0.6158357759730501
1.8;0.6811161123803188;0.6704481764748983;0.6704481764748983;0.681902008623006
2.0;0.7438467081066811;0.7793747810483322;0.7793747810483322;0.791911252703275
0.0;0.6658184404802453;0.6864625927705386;0.6864625927705386;0.6844551649355513
0.8;0.8427297164152262;0.8615670539258392;0.8615670539258392;0.8666989713216021
2.2;0.7700579817131156;0.7404989411000773;0.7404989411000773;0.7466660158161289
1.4;0.6274119637892187;0.7063575722510149;0.7063575722510149;0.6917611851708696
1.8;0.7480132779810328;0.7347381583880234;0.7347381583880234;0.7255361334325946
3.0;0.8195282564570067;0.8911397016714382;0.8911397016714382;0.8755671630330422
1.2;0.8368661160586137;0.8473660864310963;0.8028623758262197;0.8577593667200392
0.2;0.6161587033646297;0.6310512243051453;0.6207987360876419;0.6394303973006735
0.2;0.6574004697778183;0.6874947665511955;0.6417554277067009;0.6668677347048879
0.6;0.6109180440386764;0.6325121263809235;0.6325121263809235;0.6316554564641897
0.2;0.6823269523574482;0.7095819277884832;0.7095819277884832;0.7145822363349931
0.2;0.6869611514177966;0.7091727853802167;0.7091727853802167;0.7274230201796507
0.0;0.6032818943245242;0.6032978764243014;0.6032978764243014;0.5929387517837835
0.2;0.6411214089305358;0.6458951291556263;0.6458951291556263;0.6499303047250673
0.2;0.7025835731925256;0.7293043668811503;0.7293043668811503;0.731588987162992
2.0;0.7162815389967631;0.7025306378906762;0.7025306378906762;0.7025306378906762
2.8;0.815395521091033;0.8235471947334738;0.8235471947334738;0.8229221480221708
2.0;0.6397861386248754;0.665882007297974;0.6432384046826032;0.6777592815878077
4.0;0.883106603036703;0.8649160134876579;0.8649160134876579;0.8760621863563006
3.0;0.776270834559267;0.798993889424053;0.798993889424053;0.7945564616866083
3.2;0.7031250079677296;0.723150883113463;0.723150883113463;0.7195469371811297
1.6;0.8294932257548451;0.8380967848479988;0.8380967848479988;0.8315343588411919
2.4;0.7129461260180454;0.7887644685906867;0.7887644685906867;0.7896121125393155
3.2;0.8294776233837325;0.8241999253078308;0.8241999253078308;0.8241999253078308
1.8;0.717390606693611;0.6779655499549835;0.6779655499549835;0.7259102610624901
