Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
3.0;0.9776208847561089;0.9958849782569524;0.9789742819692071;0.9958849782569524
4.0;0.9944897577174404;0.9946690365341259;0.9945321521750462;0.9946690365341259
4.0;0.9928899745163828;0.9927253808937995;0.9927253808937995;0.9927253808937995
3.4;0.9766456778882681;0.9658345922687679;0.9658345922687679;0.9658345922687679
3.4;0.9523918696384399;0.9534816116247256;0.9534816116247256;0.9534816116247256
3.0;0.9776901053833251;0.9802753779633506;0.9802753779633506;0.9801382986329933
2.0;0.9907705530564773;0.9903583414888798;0.9903583414888798;0.9903583414888798
3.8;0.9841476412743669;0.9955832712918127;0.9955832712918127;0.9979469094990929
3.4;0.9935574412260778;0.9968545786948412;0.9968362892523783;0.9980625562300696
2.0;0.9935133483273588;0.9930369887404841;0.9930369887404841;0.993526303221974
4.0;0.9942212992289665;0.9965089446028199;0.995491815403644;0.9965089446028192
3.2;0.9833395637287627;0.9836281856514298;0.9836281856514298;0.9836281856514298
2.2;0.9622662136357696;0.9644068533743544;0.9620015761928392;0.9644586314873537
3.0;0.9856474692526971;0.9907423052984377;0.9887487498077657;0.9908690153173197
2.0;0.96792698849566;0.9922325498434492;0.9680888230232862;0.96806428626482
0.6;0.9847355258273625;0.9846557902746055;0.9846557902746055;0.9846557902746056
3.2;0.9843516609426364;0.9879607927649218;0.9879607927649218;0.9879607927649218
3.6;0.9964504893824172;0.9964504629768303;0.9964504629768303;0.9964504629768303
1.0;0.9953711758089318;0.9924052287071627;0.9953499173482088;0.9924844534171139
1.8;0.8595362536881725;0.8545694376512208;0.8530805467386792;0.854475930975896
2.8;0.9925108854978343;0.9712515680637888;0.9856518124361255;0.9922973663054835
2.8;0.9960145883411745;0.9843082781257205;0.9945648799033954;0.9962296349245293
1.8;0.9956205239699897;0.9950119231618123;0.996004094010411;0.9934039908280033
1.8;0.9801102116782078;0.9677492570763397;0.9682265653882256;0.9797313268804126
2.6;0.9378997737125796;0.9384854512153293;0.9384854512153293;0.9379051778698927
1.4;0.9941450202900771;0.9844138711159475;0.9941450202900771;0.9844138711159475
3.0;0.9981958643561465;0.9983169310343954;0.9983169310343954;0.9983169310343958
0.6;0.9863756922248351;0.9870328075286224;0.9870687208987534;0.9873758771844133
1.8;0.9929902642654037;0.9975476317389641;0.9975476317389641;0.9730974746614887
3.0;0.9981885813844525;0.9954296823025245;0.9954296823025245;0.9957146870134332
3.0;0.9939414101393896;0.9937600232131045;0.9937600232131045;0.9937600232131045
3.8;0.998361081409826;0.9987248582104277;0.9987248582104277;0.99874388254101
2.4;0.9634832214021297;0.9640237498570812;0.9640237498570812;0.9640237498570811
3.6;0.9746658053949645;0.9762565213895241;0.9762565213895241;0.9762565213895241
2.8;0.9805529974199538;0.9822104292888622;0.9822104292888615;0.9822104292888622
3.6;0.9975020392280286;0.9978508166171246;0.9978508166171246;0.9978508166171246
3.0;0.9925220630072311;0.9931852609763703;0.9931852609763703;0.9930027974995775
0.0;0.9867344720358028;0.9875580589862181;0.9874640404840528;0.9875577041071629
0.0;0.9892826561096207;0.991799895894583;0.991799895894583;0.9917998958945831
0.2;0.9389886910663041;0.9389905146880926;0.9389905146880926;0.9389849497422044
0.0;0.9780497100303563;0.978192058220535;0.978192058220535;0.978192058220535
0.2;0.9862855787120245;0.9862771260766731;0.9862771260766731;0.9862771260766726
0.2;0.9881569855510812;0.9842408615471099;0.9841505806373397;0.9912448240944464
1.8;0.9553292730385832;0.9602418436382292;0.9602418436382292;0.9602404719890659
1.4;0.9658076571431677;0.9655214143745202;0.9655214143745202;0.9655214143745202
1.8;0.9849737187994642;0.9848783331348075;0.9848783331348075;0.9848783331348079
2.0;0.9929007694904676;0.9929133143248462;0.9929133143248462;0.9929133143248461
0.0;0.9811764058076672;0.9811489045116413;0.9811489045116413;0.9811487715982268
0.8;0.9509484088561562;0.950948921410753;0.950948921410753;0.9509481242616903
2.2;0.980800896162849;0.9707821107550999;0.9707821107550999;0.9707821107550999
1.4;0.9763299514229173;0.9765534535275215;0.9765534535275215;0.9764911503076492
1.8;0.9551478341089484;0.9891691993622559;0.9891691993622559;0.9891691993622559
3.0;0.994323219361038;0.9982474840597132;0.9982474840597132;0.9982541262336545
1.2;0.9939451279062739;0.995522608694872;0.9954628390639102;0.9955050673695333
0.2;0.9784040145858522;0.977333794172668;0.9784105212482628;0.9778488236135817
0.2;0.9862131841465005;0.9881210920889416;0.9824776894473735;0.9849965438409187
0.6;0.9928357268236296;0.9935941421901737;0.9935941421901737;0.9937842474752578
0.2;0.9838700597435874;0.9858356180512756;0.9858356180512756;0.9751506526550883
0.2;0.9869177078191665;0.9866597796410059;0.9866597796410059;0.986659779641005
0.0;0.9917972559600554;0.9854755619022721;0.9854755619022721;0.985830289561534
0.2;0.9895117635927898;0.9894489862196777;0.9894489862196777;0.9875326283133437
0.2;0.9916890809088098;0.9906817078456569;0.9906817078456569;0.9888773453965957
2.0;0.9687875509384936;0.973071103885649;0.973071103885649;0.973071103885649
2.8;0.9716299652450208;0.9668910394736117;0.9668910394736117;0.9725247635684843
2.0;0.9598937812227614;0.9708495248077663;0.9604291718699786;0.9705441778128845
4.0;0.9983707375525581;0.9957634205021673;0.9957634205021673;0.9956778446286437
3.0;0.9896453809317073;0.9896389744020235;0.9896389744020235;0.9897132083571666
3.2;0.9655688400543145;0.9657150384285934;0.9657150384285934;0.9657144673785728
1.6;0.9870334042199416;0.9948316300506997;0.9948316300506997;0.9735976538816526
2.4;0.9982774736272061;0.9948666866875366;0.9948666866875366;0.9993532152574014
3.2;0.9890231062078683;0.9890017763861807;0.9890017763861807;0.9890017763861807
1.8;0.9744891385851707;0.9786682616868398;0.9786682616868398;0.9809722906258315
