Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Max
3.2;0.9262573643711323;0.9262573643711323;0.9393313614228131
3.6;0.9279862613953651;0.9279862613953651;0.9279862613953651
1.0;0.9244001436988041;0.9244001436988041;0.9235690087633435
1.8;0.8584879136330723;0.8584879136330723;0.8738797505331777
2.8;0.885022641355482;0.8683007489607159;0.8719813111155537
2.8;0.8860323703295326;0.8883732939201447;0.8897771679506389
1.8;0.911792741884001;0.9133467853052434;0.9303459008400191
1.8;0.9269199700736054;0.9421890073349126;0.9317306574193772
2.6;0.8707174389781308;0.8707174389781308;0.9116815965994056
1.4;0.8401581022632816;0.8401581022632816;0.8541935069188773
3.0;0.9027023809360332;0.9027023809360332;0.9027023809360332
0.6;0.8933024839962963;0.8951277622541123;0.869665971315218
1.8;0.9031059804209957;0.9031059804209957;0.9208244367000396
3.0;0.8530265399539124;0.8530265399539124;0.8755222238173257
3.0;0.9326319039985619;0.9326319039985619;0.9309210215813879
3.8;0.9844111425910828;0.9844111425910828;0.9855483655392784
2.4;0.9114050847896541;0.9114050847896541;0.9107192737321941
3.6;0.9370320416647517;0.9370320416647517;0.9486594641116392
2.8;0.8994125482540231;0.8994125482540231;0.951611076364099
3.6;0.9318338787009325;0.9318338787009325;0.9318338787009325
3.0;0.9233728467466703;0.9233728467466703;0.9204309187287867
0.0;0.8104663427573655;0.8104663427573655;0.8235199045100587
0.0;0.8641623255351457;0.8641623255351457;0.8707209034264876
0.2;0.8675612363633941;0.8675612363633941;0.8791357898569807
0.0;0.8635509597183442;0.8635509597183442;0.8577533764746081
0.2;0.8946709612406032;0.8946709612406032;0.89623430445832
0.2;0.8979297240311226;0.8979297240311226;0.870421599527152
1.8;0.9099695479656422;0.9099695479656422;0.9127056267730822
1.4;0.904354132525238;0.904354132525238;0.8974581710283192
1.8;0.9127475251892299;0.9127475251892299;0.9157592151411245
2.0;0.9367930783684023;0.9367930783684023;0.9373814232976367
0.0;0.872477216929829;0.872477216929829;0.8726366012903211
0.8;0.9085348930047721;0.9085348930047721;0.9124249316711002
2.2;0.9148641457747315;0.9148641457747315;0.9190991433316513
1.4;0.8572650177200215;0.8572650177200215;0.8480952564688019
1.8;0.9314218001247302;0.9314218001247302;0.931892292797366
3.0;0.9297123739033656;0.9297123739033656;0.9464538844640823
1.2;0.9103337884473064;0.9103337884473064;0.9259686479164986
0.2;0.8639814709153515;0.8639814709153515;0.8669818912672378
0.2;0.8587153775568118;0.8574461060399913;0.8950543003769976
0.6;0.8449849558697147;0.8449849558697147;0.8591122427832533
0.2;0.8383619939766018;0.8383619939766018;0.8865287814693642
0.2;0.8541427387686787;0.8541427387686787;0.8566601092476901
0.0;0.8737945352370484;0.8737945352370484;0.8713400875784404
0.2;0.8440252770074874;0.8440252770074874;0.8485560302614815
0.2;0.8156802388174066;0.8156802388174066;0.8616265165154358
2.0;0.8827716259081431;0.8827716259081431;0.8827716259081431
2.8;0.9396251982468422;0.9396251982468422;0.940058475541172
2.0;0.7986225216734216;0.7986225216734216;0.8448080934597142
4.0;0.9195986935957431;0.9195986935957431;0.9702469349332771
3.0;0.8701374196904027;0.8701374196904027;0.876552153413738
3.2;0.9242462875006975;0.9242462875006975;0.9242462875006975
1.6;0.8898630866513328;0.8898630866513328;0.9070466268759616
2.4;0.8501533147220351;0.8523806658779175;0.8802322536487375
3.2;0.9252313463983859;0.9252313463983859;0.9252313463983859
1.8;0.7948124883525828;0.7948124883525828;0.8418685245120673
