Human;USE_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;USE_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;USE_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;USE_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
1.8;0.49152020067558183;0.4915201759327061;0.4915201548391469;0.48654410149416083
1.8;0.3565288404788013;0.35652886307677173;0.35652882194860414;0.36646386542660253
2.6;0.41675754020223066;0.41675755608376674;0.4167575319194276;0.5663561964172813
1.4;0.17256660609228666;0.17256660346766345;0.17256659075870093;0.18721281535852183
3.0;0.38405515299338694;0.3840551428380461;0.3840551692710188;0.3325221999662425
0.6;0.3318588480415028;0.33185885447693636;0.3318588731680335;0.2115560858701016
1.8;0.5532588536815044;0.553258849495378;0.5532588451043133;0.4412871038414243
3.0;0.35552225072917526;0.35552227000032594;0.35552224304688596;0.3536526575114243
3.0;0.545858191122472;0.5458582167378235;0.5458581771778697;0.537972646768988
3.8;0.7470141468127579;0.7470141751162795;0.7470141740196053;0.6737481027168882
2.4;0.40948371401665645;0.4094837086216992;0.4094837400694277;0.3828569291532024
3.6;0.5270389760819466;0.5270389242984913;0.5270389407846879;0.5222304506229557
2.8;0.40688623351464925;0.406886258120175;0.4068862710027627;0.5779619408722009
3.6;0.5587493621251458;0.5587493451435046;0.5587493361732914;0.5587493822577909
3.0;0.5312402243969273;0.5312402271367902;0.5312402180226183;0.5817276582084108
0.0;0.2679612096550693;0.26796118742283803;0.2679611955097753;0.2692702034433339
0.0;0.0685826029605383;0.06858258828401767;0.0685825919143996;0.06850291704550394
0.2;0.16467572203289613;0.164675673377757;0.16467567875619252;0.1717036364167864
0.0;0.14843676630377273;0.14843675782448223;0.14843677830497315;0.16131113830204397
0.2;0.2049530644400001;0.204953083812157;0.20495309450381372;0.18222511141186717
0.2;-0.002959375995328027;-0.0029593737823642627;-0.002959370357600978;0.020530410847672587
1.8;0.3136022655046048;0.31360227814324027;0.31360226478908726;0.3410196747936919
1.4;0.3417900320417689;0.3417900296691193;0.3417900496316451;0.34441066154460787
1.8;0.16096186129925957;0.16096185631819274;0.160961850275067;0.15738180769359275
2.0;0.33652917649598;0.33652921053627916;0.33652918115286656;0.38801615336703593
0.0;0.14204053775253705;0.14204052489084829;0.14204053549928594;0.14297135074397724
0.8;0.3098437836680386;0.30984378778775057;0.30984379741461765;0.2936706067789719
2.2;0.4191987142650359;0.41919868591126086;0.4191987272991254;0.3961921574473327
1.4;0.34870362964958657;0.3487036327935421;0.34870362201920935;0.33162550699568794
1.8;0.5446928401885008;0.5446928596747781;0.5446928358181151;0.506274447060762
3.0;0.494891010298085;0.4948910191670165;0.4948910129733917;0.5164562994976486
1.2;0.231886479172979;0.2318864681555344;0.2318864961904449;0.35565267285506147
0.2;0.08723712440250486;0.08723708853869257;0.08723709857920478;0.0952914983894396
0.2;0.13291328952948142;0.13291328890925505;0.13291331571335727;0.12601351083439652
0.6;0.1929788041052756;0.19297879069839674;0.1929788000749294;0.24476900424592146
0.2;0.1665661744007023;0.16656616073999633;0.16656618823389743;0.14836057118217616
0.2;0.10701134792969784;0.10701136132665731;0.10701135780608667;0.06042755201128674
0.0;0.07185908627075009;0.07185907259469525;0.07185908685038701;0.08491790465028969
0.2;0.17754693085639664;0.17754695018749383;0.17754694337445617;0.22559173444453218
0.2;-0.07947063850277737;-0.07947065183679192;-0.07947063795487865;-0.10215988122170226
2.0;0.2196112184393451;0.21961122140625333;0.21961122494041538;0.21961123036873337
2.8;0.49887659287286173;0.49887660399189687;0.4988765973068193;0.4896508931171853
2.0;0.1616439193452031;0.1616439000237129;0.1616439333788933;0.24956218705576466
4.0;0.6535498309201166;0.6535498274674524;0.6535498274368484;0.6762468712543668
3.0;0.4893564519028615;0.4893564544784408;0.48935646787257653;0.5471805635437009
3.2;0.4466096069793966;0.4466095986870668;0.4466096082445786;0.418221002188974
1.6;0.18564007894482204;0.18564007754769174;0.18564005954511906;0.1270685609606312
2.4;0.14423732625278482;0.1442373216758308;0.14423732440098977;0.2891225894101014
3.2;0.3573954900474834;0.35739551568528055;0.3573954924750056;0.357395519507846
1.8;-0.02001341874145877;-0.02001339323474391;-0.020013419678846962;-0.07019260710665659
