Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Sum;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Sum;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Sum;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum
3.5;0.72226681204641;0.7477183511475548;0.7477183511475548;0.7477183511475548
3.0;0.9548417531068168;0.9698236487004059;0.9698236487004059;0.9691355335880137
3.5;0.9871958050993824;0.9887061249947658;0.9887061249947658;0.9887061249947658
4.0;0.9976834799905093;0.9978141402569496;0.997645561397202;0.9978141402569496
4.0;0.9907489664056074;0.9931543609048206;0.9931543609048206;0.995908935541619
4.0;0.9570035545466002;0.9669140116651023;0.9669140116651023;0.9902253604950385
3.0;0.8698224208670896;0.8838996700007102;0.871839386615058;0.8838996700007102
2.5;0.9417141943851933;0.9636966590783501;0.9636966590783501;0.9636966590783501
2.5;0.881414623894946;0.8901358952472472;0.8901358952472472;0.8901358952472472
3.0;0.9246244242071874;0.9417048968950377;0.9417048968950377;0.9417048968950377
0.0;0.5832488079446794;0.5549789650261415;0.5549789650261415;0.5549789650261415
4.25;0.9507405687063365;0.954626108200676;0.9555866544556347;0.954626108200676
3.0;0.8516580444381455;0.8545059849474993;0.8441311202872281;0.8535077129760481
3.0;0.7852464652770602;0.8480051523744784;0.8480051523744784;0.8480051523744784
4.0;0.8054077572657177;0.8929507275926318;0.8929507275926318;0.8982892100218673
0.0;0.8057554770612925;0.7508381851810989;0.7508381851810989;0.7469142694269088
3.5;0.9094194055782848;0.9156765741417694;0.9156765741417694;0.9156765741417694
1.0;0.6612125587384402;0.7444127342451029;0.7444127342451029;0.728815062839822
0.0;0.6691830419154083;0.6488049084965689;0.6488049084965689;0.6488049084965689
1.5;0.8554521262480203;0.8435050000410168;0.8435050000410168;0.8435050000410168
3.6;0.9348530271748231;0.9016117943501648;0.9016117943501648;0.9016117943501648
3.0;0.9460724912063916;0.949560342964064;0.9418095910852803;0.941173574270046
3.0;0.9330724333168742;0.9295028279480944;0.9301105544157102;0.9236108698137586
5.0;0.983070107860409;0.9835474180013517;0.9835474180013517;0.9835474180013517
3.5;0.8879550633547202;0.8778204335872701;0.8778204335872701;0.8778204335872701
0.0;0.6394288340663655;0.675756799276331;0.6655729323625931;0.696388859883911
4.0;0.8009219460746477;0.8756865651098102;0.8756865651098102;0.8753918782405578
4.5;0.9644395401015395;0.97845455112888;0.97845455112888;0.97845455112888
3.0;0.9272692689236419;0.9539273813460365;0.9539273813460365;0.9539273813460365
3.5;0.9320840501612323;0.9491229401885997;0.9491229401885997;0.9491229401885997
4.0;0.9712700922072046;0.9766493526698337;0.9766493526698337;0.9766493526698337
3.0;0.9799678470375294;0.9302842576635298;0.9302842576635298;0.9302842576635298
3.0;0.8785719306448234;0.8811094209087059;0.8881785392922349;0.8811094209087059
3.5;0.8224105610568943;0.8992913920495251;0.8992913920495251;0.8992913920495251
2.5;0.8186605782092055;0.8529905116594833;0.8529905116594833;0.8529905116594833
3.5;0.9150935474323306;0.9720714371594343;0.9714296833021815;0.9720714371594343
3.5;0.7880394841935758;0.7877994701123365;0.7877994701123365;0.7982708195926729
3.0;0.9215671465497923;0.9534391951794753;0.9534391951794753;0.9500680884156029
4.5;0.7626142892141174;0.821970146696407;0.821970146696407;0.821970146696407
2.5;0.887699082640973;0.8438231447934817;0.8648979834749262;0.8438231447934817
3.5;0.8708637673053364;0.8316686170410333;0.8204296457798358;0.8316686170410333
3.0;0.9500056182861837;0.9371822948041156;0.9419854017203926;0.9371822948041156
2.5;0.9113376421866294;0.9273265452878522;0.9273265452878522;0.9273265452878522
4.0;0.8917522343781221;0.9177055248377816;0.9177055248377816;0.9177055248377816
3.5;0.9010836702826975;0.9661059470415524;0.9661059470415524;0.9661059470415524
3.5;0.8830126405064715;0.8397547720267958;0.8397547720267958;0.8397547720267958
3.0;0.9562745895233121;0.9558266193153389;0.9490269813408294;0.9558266193153389
2.5;0.9616376031316759;0.9747203798313853;0.9747203798313853;0.9747203798313853
4.0;0.9560284070031398;0.96332093254695;0.96332093254695;0.96332093254695
3.5;0.8941860621438124;0.8869574109123607;0.8869574109123607;0.8983297771030422
2.5;0.7146986754169674;0.7071154667480682;0.7071154667480682;0.7071154667480682
2.5;0.9314057123410127;0.9512572712254911;0.9512572712254911;0.9512572712254911
5.0;0.9352761443199473;0.9698872030400485;0.9698872030400485;0.9698872030400485
4.25;0.9418981266214346;0.9515861696815672;0.9515861696815672;0.9544780277020591
2.5;0.8171197385638925;0.8823825604606639;0.8823825604606639;0.8823825604606639
2.95;0.9752345758152243;0.949070702551111;0.949070702551111;0.949070702551111
3.0;0.9541143876462272;0.9564498234136675;0.951606659226294;0.9570565667370273
3.45;0.9667413267455094;0.9492768945421912;0.9492768945421912;0.9492768945421912
2.5;0.9415565605473316;0.9448173175494926;0.9448173175494926;0.9448173175494926
0.5;0.8094400285368403;0.848524577987192;0.8344716181497002;0.842735922470947
4.5;0.8778585439041523;0.8521996019410527;0.8521996019410527;0.8521996019410527
2.0;0.6244568716351078;0.6859189358477958;0.6859189358477958;0.6859189358477958
2.0;0.8067286974765504;0.8107796425397036;0.8107796425397036;0.8107796425397036
3.5;0.9877638777942556;0.989299999106213;0.989299999106213;0.9915446478924496
3.5;0.9426186307753656;0.9560980755671876;0.9560980755671876;0.9560980755671876
4.0;0.970722577846989;0.9713483086494373;0.970722577846989;0.9713483086494373
3.5;0.9690276095122464;0.9739021740703719;0.9761437506447252;0.9729666672691162
4.0;0.9762440234358241;0.9729327915839052;0.9742802414634606;0.9740207510049497
2.5;0.8316574795438808;0.825066079060678;0.825066079060678;0.825066079060678
3.0;0.9214235261175895;0.9232796076457789;0.9209177770745745;0.9284590309871524
3.0;0.8721356557636162;0.8720802429321293;0.8771107117458001;0.8720802429321293
3.0;0.776482062391941;0.8153463897436336;0.8153463897436336;0.8153463897436336
1.0;0.645745212501074;0.6600653722710962;0.6600653722710962;0.6600653722710962
2.0;0.8620387242031489;0.8770707396461495;0.8770707396461495;0.8770707396461495
2.0;0.7639646640441435;0.7795017861612721;0.7795017861612721;0.7795017861612721
4.5;0.9597707749805988;0.9821252715419503;0.9821252715419503;0.9821252715419503
4.0;NaN;NaN;NaN;NaN
3.0;0.9809186538542455;0.9820703553125943;0.9820703553125943;0.9820703553125943
3.0;0.9685652329260442;0.9638060399556088;0.9638060399556088;0.9638060399556088
4.15;0.9433970929504182;0.9155341430646625;0.9155341430646625;0.9155341430646625
2.5;0.8508573246784092;0.8422964302365258;0.8263290638777165;0.8524085686958358
3.5;0.9053325655299115;0.909807660663695;0.909807660663695;0.909807660663695
4.0;0.8195225104418197;0.8337497451898368;0.8337497451898368;0.8337497451898368
5.0;0.7593893400896187;0.9497866725158136;0.8935711590465082;0.9497866725158136
4.8;0.9776996025460307;0.9939002439565582;0.9939002439565582;0.9941935424802207
0.0;0.31519323821560863;0.3595408182635948;0.3595408182635948;0.35276513557944433
4.6;0.9406928065735852;0.9540009176219741;0.9540009176219741;0.9540009176219741
3.0;0.8334635602194248;0.8467432464813665;0.8467432464813665;0.8495728715454692
2.7;0.8368340104175152;0.8713855733079727;0.8713855733079727;0.8713855733079727
3.6;0.9721700240852988;0.9759438540125569;0.9759438540125569;0.9759438540125569
3.75;0.9689240118713306;0.971277278081678;0.9747550752788245;0.971277278081678
3.65;0.8717299281561937;0.8936546255970671;0.8936546255970671;0.8936546255970671
0.0;0.7415470713784681;0.7238943605363999;0.7238943605363999;0.7418131032890136
3.0;0.892758036012395;0.9035233691679367;0.9035233691679367;0.9035233691679367
4.75;0.8812169979948538;0.9060347992745281;0.9060347992745281;0.9216299852337854
3.6;0.9915604948347707;0.9934215466398835;0.9934215466398835;0.9931532159484725
3.5;0.9486228284309141;0.958527746993389;0.958527746993389;0.958527746993389
2.75;0.9107012217253403;0.9101602327512859;0.9083968621272176;0.9101602327512859
5.0;0.9398046812423783;0.9451980895096991;0.9451980895096991;0.9451980895096991
4.0;0.8654649324651037;0.8736844092106864;0.8652575059448573;0.8736844092106864
3.0;0.5569045469892054;0.8229778566775808;0.8229778566775808;0.7793186367953376
3.5;0.9387945389653997;0.9117158513238411;0.9117158513238411;0.9117158513238411
3.35;0.9540164118862918;0.9461201195183739;0.9489208597665013;0.9461201195183739
3.2;0.9038410396609633;0.9182714325086344;0.9182714325086344;0.9182714325086344
3.6;0.866805523107887;0.879135416176124;0.879135416176124;0.879135416176124
3.75;0.9065479713178789;0.9294008693977974;0.9294008693977974;0.9294008693977974
4.0;0.9840969958127934;0.9856271336067971;0.9856271336067971;0.9864797821291016
3.75;0.9620016590015474;0.9566250778125984;0.9566250778125984;0.9566250778125984
3.5;0.950113156806199;0.9702030451712871;0.9732487788753473;0.9702030451712871
3.5;0.9444809560513522;0.9549483453053172;0.9549483453053172;0.9549483453053172
4.25;0.9873165204649529;0.9801168305020619;0.9865532849615241;0.9801168305020619
0.0;0.6297528240401692;0.6497026365212802;0.6497026365212802;0.6497026365212802
3.5;0.9204061059077925;0.9435103760050246;0.9435103760050246;0.9435103760050246
2.75;0.8832519280904036;0.8634902951520326;0.8634902951520326;0.8634902951520326
5.0;0.9639508920779658;0.9624838298105687;0.9624838298105687;0.9624838298105687
3.75;0.9670645773977267;0.9688204674231686;0.9688204674231686;0.9688204674231686
3.45;0.9201526696123705;0.9565814999021052;0.9565814999021052;0.9565814999021052
3.0;0.9758284446227597;0.9817582704603774;0.9817582704603774;0.9817582704603774
2.25;0.7787181923703521;0.7642067909086596;0.7642067909086596;0.7642067909086596
3.25;0.8289662503518674;0.8041795881408381;0.8041795881408381;0.8041795881408381
4.2;0.8043288045128306;0.8720494741398402;0.9013610104127521;0.8720494741398402
4.25;0.9689658608520507;0.9766463063027822;0.9766463063027822;0.9766463063027822
4.4;0.9823773061882984;0.9761465868010045;0.9857204669252272;0.9761266958776399
2.5;0.8699991884970685;0.9361511773346607;0.9361511773346607;0.9222773630553684
1.75;0.7047182323986079;0.6903475437491012;0.6862302230963152;0.6843026526453058
3.5;0.9105179656204202;0.9360301068658525;0.9360301068658525;0.9360301068658525
3.5;0.9588988857389521;0.9712035412851954;0.9732983606441272;0.9712035412851954
5.0;0.9826150295119667;0.982653672325311;0.982653672325311;0.982653672325311
3.95;0.9207128974595914;0.9413500946238871;0.9429626974696925;0.9413412165138485
3.5;0.9421698570372058;0.9244943006849978;0.9176691386679543;0.9259799067488407
3.25;0.8120861547643329;0.8146023520370854;0.8146023520370854;0.8031023950099837
4.5;0.8960504773056053;0.9140920160705892;0.9140920160705892;0.9140920160705892
0.0;0.743958992299141;0.798891486834109;0.798891486834109;0.798891486834109
3.1;0.8839697085136766;0.932138744422369;0.932138744422369;0.932138744422369
3.5;0.9376579516812685;0.9582916374804354;0.9582916374804354;0.9582916374804354
4.25;0.9880301715834465;0.9860114000795355;0.9860114000795355;0.9881929623435348
2.75;0.8376661265453474;0.8418577657584441;0.8418577657584441;0.8418577657584441
3.5;0.8674430407969311;0.8390482751191992;0.8390482751191992;0.8390482751191992
4.5;0.9785649057471082;0.9855297274082263;0.9855297274082263;0.9855297274082263
3.5;0.9423680320855784;0.9688555925250274;0.9688555925250274;0.9688555925250274
2.9;0.8928366336778624;0.9081773997955556;0.89987785873745;0.908145759725739
3.0;0.4519707863070491;0.9526567794810153;0.9526567794810153;0.9526567794810153
3.0;0.9422201660086184;0.9605012296504993;0.9605012296504993;0.9605012296504993
3.0;0.7398185332108355;0.8456788321783312;0.8426025738531765;0.8401292962226073
4.0;0.8602834300907605;0.8594922644359826;0.8594922644359826;0.8594922644359826
0.0;0.4750022840685104;0.5028338992407163;0.49012293986287175;0.49012293986287175
3.75;0.9226656711045041;0.9445910106422712;0.9381564995802852;0.9381564995802852
3.0;0.9870840824258196;0.9876612992255784;0.9876612992255784;0.9876612992255784
2.5;0.9309392605108919;0.8173863363710102;0.952593054143465;0.8190901044389631
3.5;0.9674032599057232;0.9692023436902563;0.9692023436902563;0.9692023436902563
4.0;0.842216508431037;0.8767804337229929;0.8767804337229929;0.8767804337229929
4.5;0.864052649611585;0.9188367634018542;0.9188367634018542;0.9188367634018542
3.5;0.9140325819772918;0.9658179387669318;0.9658179387669318;0.9658179387669318
2.5;0.8439842256526072;0.8632217650654506;0.8575748867637901;0.8632217650654506
3.75;0.9781339478543434;0.9806703460205424;0.9806703460205424;0.9834603336048526
3.5;0.933706433646067;0.9117805139335843;0.9117805139335843;0.9117805139335843
3.0;0.934058085135821;0.9413739828090191;0.9413739828090191;0.9413739828090191
3.9;0.9158640687896348;0.9041137081454048;0.9041137081454048;0.9041137081454048
3.25;0.941682701698817;0.9094453607626802;0.9094453607626802;0.9094453607626802
3.75;0.9919470065394937;0.992661899038773;0.992661899038773;0.9925466355747805
3.4;0.8790413049219973;0.8837825478104725;0.8837825478104725;0.8666770841508864
4.75;0.9748757211125115;0.9738028194827106;0.9738028194827106;0.9738028194827106
3.5;0.9415605413652179;0.9508308692444969;0.9508308692444969;0.9508308692444969
3.75;0.7030146582455994;0.7445438208403808;0.7445438208403808;0.7705516106623375
3.25;0.9246065348375561;0.9318969183588155;0.9318969183588155;0.9318969183588155
0.5;0.7253953444676037;0.6887761742207382;0.6887761742207382;0.6887761742207382
0.5;0.8363513243445286;0.7428215262858912;0.7428215262858912;0.7428215262858912
3.75;0.9266857498552659;0.9493021082997577;0.9493021082997577;0.9493021082997577
3.25;0.9570546061487184;0.966755528032262;0.966755528032262;0.966755528032262
2.5;0.6973443602717723;0.7201130504941209;0.7201130504941209;0.7057497887309949
4.95;0.9862884793280116;0.9804340269195644;0.9804340269195644;0.9804340269195644
0.0;0.7305201887140501;0.7252347503488086;0.7252347503488086;0.7252347503488086
3.4;0.9570133389115429;0.9756993278073207;0.9756993278073207;0.9756993278073207
3.0;0.9368322628546276;0.9585841597653915;0.9585841597653915;0.9585841597653915
3.5;0.9364969691267092;0.9016701654106484;0.9016701654106484;0.9016701654106484
4.25;0.8584633123724233;0.9630229421021761;0.9630229421021761;0.9630229421021761
3.0;0.9866974562834003;0.9879974822043551;0.9877349153436523;0.9879974822043551
3.9;0.9609644268812145;0.9628907068642175;0.9628907068642175;0.9662009243191403
3.25;0.8545450679812759;0.8184531421087178;0.8235914066658071;0.81354670712831
3.0;0.8039281561034266;0.7733904560816042;0.7733904560816042;0.7733904560816042
3.5;0.9340699450103046;0.9347014240581734;0.9347014240581734;0.9347014240581734
3.25;0.9226668582878422;0.9062467329853446;0.9062467329853446;0.9062467329853446
4.45;NaN;NaN;NaN;NaN
1.5;0.7696326437439399;0.8313439101909504;0.8313439101909504;0.8381043654146377
3.0;0.8856378678320065;0.9014963884141578;0.9014963884141578;0.9014963884141578
3.25;0.9534356593192134;0.9620709360217062;0.9620709360217062;0.9620709360217062
3.9;0.9422316944296045;0.9757266892375502;0.9757266892375502;0.9757266892375502
2.9;0.9207239046104763;0.9228212091629612;0.9222131350674115;0.9228212091629612
2.0;0.5460248955942926;0.5668338742592233;0.5668338742592233;0.5469956495145647
3.75;0.9063896909223791;0.9443607340210941;0.9428374202440176;0.9443607340210941
3.0;0.9755352838897466;0.9660895941945448;0.9660895941945448;0.9631201592482207
3.0;0.9198330622895139;0.9215944323925758;0.9224770392041662;0.9215944323925758
1.5;0.6930589167399612;0.6990569464233738;0.6990569464233738;0.6990569464233738
2.4;0.8245290614588567;0.8073157735461165;0.8073157735461165;0.8490542206732963
3.0;0.937779571628022;0.950815165424954;0.9442678977222209;0.9517440547623306
0.0;0.37541566914942487;0.39418505800611264;0.39418505800611264;0.39418505800611264
3.5;0.8865402084369113;0.8869186635369946;0.8869186635369946;0.8961123053625517
3.5;0.9787559877305776;0.9874427004351881;0.9874427004351881;0.9874427004351881
3.75;0.9156756991535654;0.9375562172690395;0.9375562172690395;0.9375562172690395
4.9;0.9950711556951578;0.995284464741219;0.9943748328789814;0.9951697202607467
1.25;0.8609339964652346;0.8456560890146493;0.8456560890146493;0.8456560890146493
3.0;0.928432270761204;0.9564998812963604;0.9564998812963604;0.9564998812963604
3.75;0.8569967428824102;0.869731186751648;0.869731186751648;0.869731186751648
2.0;0.5439240311364694;0.5104658511283361;0.5487846604073375;0.5499652760834051
3.0;0.9238144899477305;0.9152357711866145;0.9152357711866145;0.9152357711866145
3.0;0.787609600901613;0.823210970831706;0.7814267305669811;0.7814267305669811
2.1;0.7367473806068889;0.7751506245171919;0.7672250084285565;0.7751506245171919
3.0;0.7868471640986365;0.8180814074633574;0.8180814074633574;0.8071594923633358
1.5;0.722565827264091;0.7425036264822685;0.7425036264822685;0.7425036264822685
4.75;0.860071790927949;0.847114219725349;0.847114219725349;0.847114219725349
3.6;0.8261149395486318;0.8256772059784739;0.8256772059784739;0.8256772059784739
3.0;0.8581649867151776;0.890856033332749;0.8949562366936555;0.8963358532325321
3.25;0.5965271470507273;0.6580245674401249;0.6580245674401249;0.6580245674401249
3.0;0.8869356416632412;0.8748079015797514;0.8748079015797514;0.8738478824739023
1.5;0.8996460761736078;0.8490918667652565;0.8619361399774456;0.9249207081532613
0.0;0.8486958306145681;0.8528093350752393;0.8528093350752393;0.8536781862849205
3.9;0.9550598304374639;0.9723304025747351;0.9723304025747351;0.9723304025747351
4.45;0.9378790768928186;0.9680674761648737;0.9680674761648737;0.9680674761648737
0.0;0.8679108105491917;0.8465533723692596;0.8465533723692596;0.8465533723692596
3.0;0.6808341537596839;0.7521084435310125;0.7521084435310125;0.7521084435310125
3.6;0.8270122373923843;0.8734610387751275;0.8734610387751275;0.8920285495023961
3.5;0.9035029232652226;0.9112405658624351;0.9118193536716259;0.9112405658624351
3.45;0.9917702769050177;0.9919239801949264;0.9919239801949264;0.9919812746273975
3.0;0.9399314452401234;0.96299060490384;0.96299060490384;0.9669119040325841
3.0;0.8167681610183098;0.878703755987601;0.878703755987601;0.878703755987601
3.5;0.9743914515501192;0.9717950662781558;0.9717950662781558;0.9711331413098498
4.2;0.9918865097079379;0.9899226286298825;0.9899226286298825;0.9983743889994532
3.25;0.9255945176478215;0.9266401033847498;0.9235006397144786;0.9266401033847498
2.0;0.7710541040313625;0.8104580566750581;0.8104580566750581;0.8104580566750581
0.0;0.7579954191693723;0.7836248348699225;0.7836248348699225;0.7363445937154356
4.25;0.8441037461674029;0.910112419114566;0.910112419114566;0.910112419114566
4.25;0.9495885809053868;0.9511240819952486;0.9511240819952486;0.9558348056779578
3.0;0.9578875404335152;0.9642102644661129;0.9642102644661129;0.9642102644661129
1.5;0.7806838996732455;0.727606176403329;0.727606176403329;0.727606176403329
4.25;0.8692307471784648;0.9351402619698072;0.9351402619698072;0.9351402619698072
3.5;0.9537383738554519;0.9334266383928103;0.9334266383928103;0.9334266383928103
3.75;0.8331231693011275;0.8994529376225023;0.9080728637679046;0.899371480437382
3.75;0.9444771266184327;0.9853447298333833;0.9853447298333833;0.9851391946870577
3.75;0.9810213971999676;0.9782261007089116;0.9782261007089116;0.9788061722348902
3.5;0.8803083421654563;0.9098205068875902;0.9098205068875902;0.9098205068875902
4.25;0.9899434054886767;0.9899263622094036;0.9899263622094036;0.9899263622094036
3.0;0.8861814357758293;0.9169135890784615;0.9169135890784615;0.9169135890784615
3.5;0.9640459873989072;0.9525577276043319;0.9525577276043319;0.9525577276043319
3.35;0.9267902326579284;0.9295630034260257;0.9295630034260257;0.9300069427129584
3.25;0.894912407969964;0.7092703374100089;0.8976486112307575;0.7138156257023475
4.4;0.8518020588844777;0.8540343731298793;0.8540343731298793;0.8540343731298793
5.0;0.955726656384666;0.9602572027265779;0.9602572027265779;0.9602572027265779
4.4;0.987202142894603;0.9763275998810836;0.9763275998810836;0.9763275998810836
0.0;0.5136964908447713;0.5264000181170359;0.5264000181170359;0.5264000181170359
3.5;0.9633970548706706;0.9660562026899101;0.9687465795792922;0.9660562026899101
3.9;0.967610597824294;0.9645994404682432;0.9645994404682432;0.9645994404682432
5.0;0.9053642241957156;0.9304690252965951;0.9304690252965951;0.9304690252965951
0.0;0.7033204990862464;0.6799105076733628;0.6799105076733628;0.6739269772078085
3.0;0.9196655293053532;0.9175089512818158;0.9175089512818158;0.9175089512818158
3.0;0.9014223851377953;0.9207071659456126;0.9207071659456126;0.9207071659456126
4.25;0.9572812815713264;0.9616712140968372;0.9616712140968372;0.9616712140968372
0.0;0.7280322407969664;0.7034594865275553;0.7034594865275553;0.7034594865275553
3.5;0.9128762599278554;0.9309695018118725;0.9309695018118725;0.9309695018118725
3.1;0.753567137878388;0.8045975067580655;0.8045975067580655;0.8045975067580655
3.0;0.9117657805157009;0.9348356258442546;0.9348356258442546;0.9348356258442546
3.0;0.9592764618112751;0.9493600777913328;0.9424611985291881;0.9493600777913328
3.0;0.9904834421013216;0.9734146878617539;0.9714730351278297;0.9734146878617539
3.75;0.9780177465378013;0.9769134809367335;0.9764916195913053;0.9733340954706546
0.5;0.6887623077508054;0.7622651749605059;0.7622651749605059;0.7622651749605059
2.5;0.6789536044513428;0.7000964281969709;0.6769813266390765;0.710632332528037
3.0;0.8319054687086097;0.8443427802925166;0.8443427802925166;0.8185278103736544
3.75;0.9367323068454793;0.9452697775293316;0.9452697775293316;0.946685649722611
3.5;0.9612155899314748;0.9719059619523444;0.9719059619523444;0.9719059619523444
3.9;0.9253190347656687;0.942159632969944;0.9429034508920304;0.9409728114920018
2.75;0.9315062024923325;0.9473621333243973;0.9339770638215146;0.9425600470174189
3.0;0.9664068493757265;0.9691832966334162;0.9691832966334162;0.9678864527325948
4.4;0.9689890778369301;0.9889107827091442;0.9889107827091442;0.9889107827091442
2.0;0.8799108495307054;0.886793581104922;0.886793581104922;0.886793581104922
3.5;0.9775433599726998;0.9803309204733749;0.9803309204733749;0.9829195501456718
3.4;0.9149323588823648;0.9119592692636596;0.9038292724809753;0.9119592692636596
4.95;0.8968698879963558;0.9247089821366823;0.9247089821366823;0.9519775761761268
3.75;0.9433483819446032;0.9456043444434715;0.9470030427865092;0.9472740655272465
0.0;0.8396794191153634;0.8529957218019572;0.8529957218019572;0.8529957218019572
3.75;0.9416161224279499;0.9536969769115935;0.9536969769115935;0.9550950718522611
2.9;0.749988743709518;0.7550360978818074;0.7550360978818074;0.7550360978818074
4.75;0.7588492531621912;0.7925253776182607;0.7925253776182607;0.7925253776182607
4.9;0.9921773523946282;0.9865608462978678;0.9865608462978678;0.9865608462978678
4.25;1.0;0.9891623284542735;0.9886724822001548;0.9891623284542735
3.9;0.9818455470029167;0.9792064298411559;0.9792064298411559;0.9827987989210867
1.95;0.9337098834099901;0.9259641811187811;0.9259641811187811;0.9224014964146879
3.75;0.970533049761033;0.9863091637013085;0.9863091637013085;0.9863091637013085
4.25;NaN;NaN;NaN;NaN
3.0;0.9485059333186461;0.9586953087357665;0.9586953087357665;0.9616680091900845
2.25;0.839823602852172;0.8937543274452034;0.8726938214595331;0.8709027313436578
2.5;0.5839657079390157;0.5907172765736262;0.5907172765736262;0.5718413312152736
3.0;0.8658693948732934;0.8994233608314633;0.8969262795475568;0.8994233608314633
3.25;0.8500126908833378;0.8730786346406387;0.8728166338660674;0.8881177969915549
4.0;0.9187910587465291;0.9271323689285944;0.9271323689285944;0.931661131527575
4.75;0.8531752216528918;0.9025139273596591;0.9025139273596591;0.9025139273596591
3.0;0.9403956015404504;0.922810224402372;0.922810224402372;0.9342532918725536
3.4;0.9626797756598515;0.9657211095906277;0.9657526112468379;0.9657211095906277
3.4;0.8525403225304267;0.9134351914760468;0.9134351914760468;0.9134351914760468
0.5;0.7275276168822525;0.7739634284764565;0.7739634284764565;0.7739634284764565
1.9;0.9092434319168207;0.821315936385701;0.8334790550974168;0.8384244957707293
4.5;0.9788770410752096;0.9989698185912629;0.9940844056913397;0.9989698185912629
3.2;0.9448852706329957;0.9552547250612134;0.9552547250612134;0.9552547250612134
3.25;0.974096069462675;0.9770975985981005;0.9758789563589985;0.9795336833805367
3.25;0.9738321663150303;0.9770800035154044;0.9770800035154044;0.9770800035154044
3.25;0.9792951679760612;0.9846174885207867;0.9845131777705326;0.9846174885207867
3.0;0.9560250541879555;0.9605642983988256;0.9605642983988256;0.9627641174725902
3.45;0.8950940239854042;0.8981108364572794;0.8981108364572794;0.8981108364572794
3.7;0.9397041576671976;0.9186240378995894;0.9396097148481116;0.9252553445118737
3.5;0.944978068696716;0.914158258025129;0.918441943485308;0.8980976937206717
2.75;0.872880937537128;0.8916293162645631;0.8619982135857677;0.8797342661996517
3.1;0.9145999215275985;0.9185699126748513;0.9185699126748513;0.9185699126748513
3.4;0.9480622269450042;0.9648930319705543;0.9648930319705543;0.9701262377469282
3.25;0.8734116432304166;0.8597679772269187;0.8597679772269187;0.8597679772269187
3.35;0.8187962232031293;0.844889698081604;0.844889698081604;0.844889698081604
4.9;0.9061833041542139;0.9652121921970362;0.9522748613657863;0.9652121921970362
3.5;0.9564716651844432;0.9683843157241369;0.9716989885348959;0.9683843157241369
4.65;0.8989192850383485;0.9754641327096906;0.9754641327096906;0.9754641327096906
4.75;0.9125689083707492;0.9213687043853028;0.9198230404271269;0.9299595746270217
4.7;0.9925732676620876;0.9930289512836363;0.9930289512836363;0.9930289512836363
