Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite;UBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite;UBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamaplite
0.2;0.37376747338600624;0.4758124793739129;0.28549725034982637;0.5611131497724571;0.5494728789301138
1.8;0.33864822624671753;0.3741657386773941;0.2919635647482706;0.48538083980135766;0.4675729753962612
1.4;0.2138890909618881;0.31933402718306136;0.1597829152382043;0.2999009570034502;0.288346088810959
1.8;0.1419329764360689;0.27335924115579985;0.10450978530193807;0.2681981030591983;0.24473050422637269
2.0;0.2425663449428406;0.19518001458970666;0.21592654235448122;0.2626176093341588;0.2425663449428406
0.0;0.3150517807939994;0.22271770159368698;0.2597646734634756;0.3853534611131859;0.33647495271956296
0.8;0.3701389541321102;0.42938538397029025;0.3469794718405831;0.4221147028591713;0.4139494545209099
2.2;0.35288321133186856;0.2730094531159741;0.32414509680928905;0.36889211684143985;0.35288321133186856
1.4;0.2584224578338317;0.07998400479840057;0.19388815348153646;0.3384038861919868;0.2584224578338317
1.8;0.39684029536656074;0.4188189623009131;0.3335310104876837;0.49066037576200844;0.4799325375311789
3.0;0.5669662283148315;0.4008918628686366;0.5258735505040364;0.5788262826341681;0.5669662283148315
1.2;0.30980344399700477;0.38741736107359526;0.28516176078871214;0.3883348986657268;0.370882516108559
0.2;0.21336500405850056;0.34568193943507075;0.14886972722219002;0.42738932148680125;0.40580391868394555
0.2;0.019115303359915046;0.020072391147592506;0.0023643798812074293;0.11044795910036782;0.07647144760934979
0.6;0.25373457942217226;0.3828920668303653;0.16471155377815372;0.4362889647567029;0.41263157251298455
0.2;0.28434144150137086;0.3086066999241838;0.23059814980429286;0.3812373720814223;0.3552635150074203
0.2;0.21302679376056116;0.23296144324720386;0.172000137030417;0.27229821423431083;0.2655898010108485
0.0;0.2018583058483538;0.19921452813853732;0.15681540163609395;0.32937992715572834;0.31039109043039803
0.2;0.30211131120980345;0.50865612153195;0.26446604184335837;0.5565625402621996;0.5439764891511883
0.2;0.26935361065453045;0.23652495839563303;0.21374144454903451;0.3756863594733868;0.3346354838225251
2.0;0.1482765633831905;0.0;0.07003523884960895;0.20878307725965473;0.14827656338319045
2.8;0.1826329125714017;0.17457431218879388;0.1570580534417569;0.2090627180806264;0.19158647891697608
2.0;0.3307305061469609;0.19364916731037085;0.27070754028103344;0.3782146810381491;0.3307305061469609
4.0;0.5968223057797859;0.5017452060042545;0.5558268030447322;0.6473889922831703;0.6378195855361901
3.0;0.42753969985314977;0.2842676218074806;0.4023643976429988;0.4470632874561886;0.42753969985314977
3.2;0.4884532909338477;0.41990137202997463;0.4242047391919972;0.5734637318034338;0.5387919413183002
1.6;0.2736848106994374;0.26057865332352387;0.22456552417267597;0.36438924897027763;0.32994360464830014
2.4;0.2565586833884926;0.22291128503014115;0.2312326318400062;0.3094248250062649;0.2565586833884926
3.2;0.48946286171323294;0.3402069087198859;0.47212250533953776;0.5014202356187247;0.48946286171323294
1.8;0.0;0.0;0.0;0.0;0.0
