Human;COM_0.5_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;COM_0.25_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;COM_0.75_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct
2.0;0.15752327251857004;0.23628490877785507;0.07876163625928502
2.8;0.3247211063002915;0.3522416869577889;0.29720052564279414
2.0;0.13430549792926014;0.12928946324518698;0.1393215326133333
4.0;0.433927908579091;0.38363062095621214;0.4842251962019699
3.0;0.1607747673017279;0.14493710608765423;0.17661242851580156
3.2;0.29389959851709085;0.3140762595663588;0.2737229374678229
1.6;0.21238679071256608;0.31858018606884914;0.10619339535628304
2.4;0.2945814382113415;0.35735673184416056;0.2318061445785224
3.2;0.31249314927821636;0.341966585708047;0.2830197128483857
1.8;0.23971306196678943;0.35956959295018415;0.11985653098339472
