Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;PubMed-and-PMC-w2v__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Sum;PubMed-and-PMC-w2v__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Sum
0.3333333333333333;0.690025950242043;0.690025950242043;0.7037296636273235
1.0;0.7602963485619427;0.7602963485619427;0.7602963485619427
0.0;0.4351274071244126;0.4351274071244126;0.4351274071244126
0.0;0.5957008086458775;0.5957008086458775;0.579995044699793
0.3333333333333333;0.7516559841013443;0.7516559841013443;0.7652037855330497
0.0;0.6139356248904356;0.6139356248904356;0.6139356248904356
0.3333333333333333;0.7125580523001449;0.7125580523001449;0.7123575485236963
0.3333333333333333;0.6999576812901247;0.6999576812901247;0.7532960386923354
0.3333333333333333;0.5780635133194718;0.5780635133194718;0.564450916319077
0.6666666666666666;0.7362248320673311;0.7362248320673311;0.753531275342167
0.0;0.5827141363911198;0.5827141363911198;0.5827141363911198
0.0;0.6813768814108203;0.6813768814108203;0.6942888255920744
0.0;0.4574539141069217;0.4574539141069217;0.4574539141069217
0.0;0.5159582301118185;0.5159582301118185;0.5159582301118185
