Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioconceptvec_fasttext__tok-whitespace_notlc_sw-user_cf-default_ner-none_Average
0.3333333333333333;0.9990694954095987;0.999001962953383
2.3333333333333335;0.995725356942248;0.9958855203258521
2.0;0.9981638160611845;0.9962826928204911
1.3333333333333333;0.9991472140073355;0.9994879494105088
2.6666666666666665;0.9999977013796832;0.9999970806010549
1.0;0.9967625879513029;0.9987983803404595
0.3333333333333333;0.9978506324635018;0.9993314875759567
1.3333333333333333;0.9985209564836368;0.9984539472803232
1.3333333333333333;0.9913421971582861;0.9983832274718051
2.3333333333333335;0.9900233671023188;0.9895367715964144
3.0;0.9993551476275597;0.9994772046476392
3.0;0.9932302457964794;0.9959906529403636
3.0;0.998754999141615;0.999580224380049
1.3333333333333333;0.9901095661517963;0.9911939386979932
3.0;0.9921232923176198;0.9910863791283534
1.3333333333333333;0.9989719040942121;0.9987428419515993
4.0;0.9992003313631069;0.9991342907305989
2.6666666666666665;0.9986533046204501;0.9977396182165488
0.3333333333333333;0.9941863372196001;0.9970276681016353
0.0;0.9976481689948213;0.9979237748505517
0.0;0.9958200745708246;0.9909918860211375
0.0;0.9975056044670638;0.9977400497476141
0.6666666666666666;0.996234775364105;0.99842133095374
0.3333333333333333;0.9899600634928668;0.9907026053430498
0.6666666666666666;0.9988186633996539;0.9986450353000934
0.3333333333333333;0.9990108343396128;0.9994375297337912
0.3333333333333333;0.9994543061680938;0.998389704490355
0.0;0.9988438411134404;0.9980491188014792
0.0;0.999372311286385;0.9991985479241731
0.0;0.9959632839523347;0.9939433049466082
1.0;0.9943318257724828;0.998753956387841
0.0;0.9985240403535477;0.9986830906199428
0.0;0.9891116895459399;0.9827303140018886
0.0;0.9898270354608939;0.9964033070607001
0.6666666666666666;0.9989620465450982;0.9987809396592835
0.0;0.9989249858578685;0.9987460640219425
0.0;0.995861004876497;0.9993820130114197
0.6666666666666666;0.9965347883087194;0.9987121195283113
0.0;0.9960272527529836;0.9946131744120141
0.0;0.9970443319785088;0.9975399683613303
0.6666666666666666;0.9981871914515571;0.9988414010996853
0.3333333333333333;0.9971391209830801;0.9974637682386388
0.0;0.9970055368495191;0.990942679736606
0.3333333333333333;0.9868557436208666;0.9950660570660086
0.3333333333333333;0.9910988727749632;0.9904770106434263
0.0;0.9855009249194213;0.9979631528705731
1.0;0.9991384933863687;0.9995680385999564
0.0;0.9934270033492397;0.9922365450610563
0.3333333333333333;0.9922500271556083;0.9952215111846736
0.6666666666666666;0.993941847883212;0.9973814609052094
0.0;0.9899408415534112;0.9897167671774105
0.0;0.9937872213200557;0.9975300368176132
0.3333333333333333;0.9910610780756914;0.989537288597255
0.0;0.9983324880497452;0.9987546837790627
1.0;0.9924958028662894;0.9937833769611982
0.0;0.9828139353784131;0.991881000679921
0.0;0.995930655493917;0.9857622636265754
0.3333333333333333;0.9986241373934438;0.9984292011775769
0.0;0.9886911563131723;0.9926110493068963
0.3333333333333333;0.955733439228925;0.9567551196994967
0.0;0.9979225045892592;0.9846369134071244
0.0;0.9959897216034441;0.9960074478659569
0.3333333333333333;0.9988125440016333;0.9988526691589695
1.0;0.9956626039184773;0.9964644990153668
0.0;0.9970657287835378;0.9973830137333586
0.3333333333333333;0.9979920883375772;0.998639484636192
0.6666666666666666;0.9909449410674408;0.9935656618853429
0.0;0.9970932540955877;0.9983928404013204
0.6666666666666666;0.9962219329360278;0.9958706501678724
1.0;0.9980847275525996;0.9984176615139901
0.0;0.9986851189729699;0.9991844787784521
0.0;0.9982035918920814;0.9987241204272129
0.0;0.9950972074613741;0.9963910063306298
0.0;0.9985011125550094;0.9985259839890953
0.6666666666666666;0.9958382411807686;0.9967901502037615
0.3333333333333333;0.9965365186221258;0.9949975235854124
1.0;0.999044782497737;0.9978731995217104
0.6666666666666666;0.9957616701939133;0.996231519758966
0.3333333333333333;0.9975435766466549;0.9951521971110895
0.3333333333333333;0.9977785579105821;0.9970111073529048
0.0;0.9948192617293575;0.9952014224259752
0.3333333333333333;0.9875481284051498;0.9989026318510305
0.0;0.9971593991814728;0.9878929735404082
0.0;0.997014058514284;0.9877973895819083
0.0;0.9966423117301582;0.9982390848912295
0.3333333333333333;0.9946977860433334;0.9993668890662437
0.3333333333333333;0.9977907666346632;0.997674805825963
0.6666666666666666;0.9973999766586933;0.9988279886460054
0.3333333333333333;0.9952948632494748;0.9966561976593992
0.0;0.9953687364388015;0.9982092238624527
0.3333333333333333;0.9938351193480724;0.9916061010041305
0.0;0.9956703370297617;0.9871163751147582
0.0;0.9968230603889761;0.9975247687748854
0.0;0.989853203093754;0.9938495544785771
0.0;0.9986990684550968;0.9974554915136506
0.3333333333333333;0.9781950171166134;0.9964200945398728
0.0;0.9974350957214484;0.9985836245786016
0.0;0.9918992190626781;0.9984550915277102
0.3333333333333333;0.9913885184663515;0.9960621612512988
0.3333333333333333;0.9972041004999647;0.991943629229048
1.0;0.9982383439501313;0.9959465959849215
0.0;0.9928425620495955;0.9911443980087395
0.0;0.9943773303078011;0.9983095399485334
0.3333333333333333;0.9991054300486866;0.9990563709294954
0.0;0.9962204733461204;0.9939793225385106
0.3333333333333333;0.9820335337126727;0.9879476594526698
0.3333333333333333;0.9970515498078191;0.9879973842971803
0.3333333333333333;0.9941399912363461;0.9983320306161912
0.6666666666666666;0.9978244738076881;0.9972517695090563
0.0;0.9992957838002146;0.9995203135798016
0.0;0.9953203550124938;0.9984526740003248
0.0;0.998964006463807;0.998542115419498
0.0;0.9935993626071684;0.9902252502286779
