Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-none_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max
3.4;0.9252214518565668;0.9132006990504596;0.9132006990504596;0.9132006990504596
3.4;0.9116629771670702;0.9217870032579081;0.9217870032579081;0.9217870032579081
3.0;0.8683282180195134;0.8404950770210473;0.8404950770210473;0.8369826718791745
2.0;0.834675494948558;0.8571450529996009;0.8571450529996009;0.8571450529996009
3.8;0.8412895906459735;0.9240157531968279;0.9240157531968279;0.9227044964763231
3.4;0.8203868346725366;0.8870886547916794;0.879443491282544;0.8832794053077363
2.0;0.85830918515478;0.8360305540206505;0.8360305540206505;0.8360307916781482
4.0;0.8915365804301009;0.8991521243038022;0.8921406920623768;0.8991521243038022
3.2;0.9243821734336611;0.934853123731214;0.934853123731214;0.934853123731214
2.2;0.8435928879493452;0.8475023877854249;0.8475023877854249;0.8475023877854252
3.0;0.9325572843206528;0.939313660166448;0.939313660166448;0.9393402517392447
2.0;0.9037834518685725;0.9092120398963625;0.9096465857831114;0.9059378507683287
0.6;0.8602645383404033;0.8561651556234485;0.8561651556234485;0.8518734960846476
3.2;0.8943373445809853;0.9262573643711323;0.9262573643711323;0.9262573643711323
3.6;0.9203691243569956;0.9279862613953651;0.9279862613953651;0.9279862613953651
1.0;0.8652470298710089;0.9072732104265983;0.9028848324212614;0.9244001436988041
1.8;0.8650628229530829;0.8729591004858934;0.883476387778731;0.8584879136330723
2.8;0.8928397039694397;0.8831430896786808;0.8854827012358805;0.885022641355482
2.8;0.8639506417535436;0.8832938039385654;0.8839501076228352;0.8860323703295326
1.8;0.9127602252107516;0.9223425818040303;0.9218653241606173;0.911792741884001
1.8;0.921407912522612;0.9170655565813014;0.9207375815275612;0.9269199700736054
2.6;0.8939918225096625;0.877273426978219;0.877273426978219;0.8707174389781308
1.4;0.8294231140228265;0.8401581022632816;0.8294231140228265;0.8401581022632816
3.0;0.9053216745241399;0.8999215627612001;0.8999215627612001;0.9027023809360332
0.6;0.893307345550252;0.8933024839962963;0.8902117695438554;0.8933024839962963
1.8;0.9165081550927098;0.9265648295966865;0.9265648295966865;0.9031059804209957
3.0;0.8682159949969586;0.8709601486097559;0.8709601486097559;0.8530265399539124
3.0;0.9274288084713551;0.9326319039985619;0.9326319039985619;0.9326319039985619
3.8;0.9824357127243748;0.9844111425910828;0.9844111425910828;0.9844111425910828
2.4;0.9115776425079088;0.9112653278219565;0.9112653278219565;0.9114050847896541
3.6;0.9195764859053358;0.9370320416647517;0.9370320416647517;0.9370320416647517
2.8;0.9008188215019001;0.8994125482540231;0.8928897942513269;0.8994125482540231
3.6;0.9196532485167991;0.9318338787009325;0.9318338787009325;0.9318338787009325
3.0;0.9201249379223768;0.9233728467466703;0.9233728467466703;0.9233728467466703
0.0;0.801374110294224;0.8184639434336097;0.7997514644865907;0.8104663427573655
0.0;0.8589550770449129;0.8611942514313075;0.8611942514313075;0.8641623255351457
0.2;0.8848658346015768;0.8699278742471461;0.8699278742471461;0.8675612363633941
0.0;0.8583085108881484;0.8635509597183442;0.8635509597183442;0.8635509597183442
0.2;0.8942476814413232;0.8990852812171674;0.8990852812171674;0.8946709612406032
0.2;0.8804454177079022;0.9001528790524214;0.8906270828364026;0.8979297240311226
1.8;0.8801212381296057;0.9044484939523937;0.9044484939523937;0.9099695479656422
1.4;0.9142410648374011;0.904354132525238;0.904354132525238;0.904354132525238
1.8;0.8998288152699299;0.9191967044698476;0.9191967044698476;0.9127475251892299
2.0;0.9237816143515842;0.93979248839711;0.93979248839711;0.9367930783684023
0.0;0.8868784946341801;0.8731809856212231;0.8731809856212231;0.872477216929829
0.8;0.9026004012072023;0.9073840251603709;0.9073840251603709;0.9085348930047721
2.2;0.9221289161670847;0.9148641457747315;0.9148641457747315;0.9148641457747315
1.4;0.8529291135721534;0.8572650177200215;0.8572650177200215;0.8572650177200215
1.8;0.9288527872579414;0.9314218001247302;0.9314218001247302;0.9314218001247302
3.0;0.9288281628790152;0.9297123739033656;0.9297123739033656;0.9297123739033656
1.2;0.8898618677060482;0.9103337884473064;0.8807319379886095;0.9103337884473064
0.2;0.8524649542137385;0.863847452805617;0.8592777758665436;0.8639814709153515
0.2;0.8810658615987381;0.8697705232565595;0.886410834387366;0.8587153775568118
0.6;0.8475562152300843;0.8452663174167584;0.8452663174167584;0.8449849558697147
0.2;0.8558145995192128;0.8546984589481091;0.8546984589481091;0.8383619939766018
0.2;0.8292845290497888;0.8568392408768675;0.8568392408768675;0.8541427387686787
0.0;0.8746972010573585;0.8737945352370484;0.8737945352370484;0.8737945352370484
0.2;0.8542482042193779;0.8479669351764826;0.8479669351764826;0.8440252770074874
0.2;0.8302713239241484;0.8395347553320629;0.8395347553320629;0.8156802388174066
2.0;0.886775373441347;0.8827716259081431;0.8827716259081431;0.8827716259081431
2.8;0.932980249261163;0.9399791373194344;0.9399791373194344;0.9396251982468422
2.0;0.86484011879588;0.8324602110590387;0.8290430579306299;0.7986225216734216
4.0;0.9177565613051618;0.9293777028454817;0.9293777028454817;0.9195986935957431
3.0;0.8586208333088561;0.8701374196904027;0.8701374196904027;0.8701374196904027
3.2;0.9253641917755326;0.9196696305467011;0.9196696305467011;0.9242462875006975
1.6;0.8760122655076019;0.9068647513615705;0.9068647513615705;0.8898630866513328
2.4;0.9021047269956259;0.8570059093168209;0.8570059093168209;0.8501533147220351
3.2;0.9303016265467552;0.9252313463983859;0.9252313463983859;0.9252313463983859
1.8;0.792153181224164;0.7973158085504632;0.7973158085504632;0.7948124883525828
