Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Max
3.0;0.9980879324825546;0.9980879324825546;0.9982541262336545
1.2;0.9861646701500951;0.9882728725970253;0.9955050673695333
0.2;0.9713863549662278;0.9713863549662278;0.9778488236135817
0.2;0.9746575280068496;0.9746575280068496;0.9849965438409187
0.6;0.9920145903572691;0.9920145903572691;0.9937842474752578
0.2;0.9837083602885353;0.9837083602885353;0.9751506526550883
0.2;0.9816643002119497;0.9816643002119497;0.986659779641005
0.0;0.9893949309361137;0.9894065732185034;0.985830289561534
0.2;0.9804106916934151;0.9804106916934151;0.9875326283133437
0.2;0.9836083829500522;0.9836083829500522;0.9888773453965957
2.0;0.9951314553698346;0.9951314553698346;0.973071103885649
2.8;0.9749005723123122;0.9749005723123122;0.9725247635684843
2.0;0.9884804012636154;0.9884804012636154;0.9705441778128845
4.0;0.9800895971449445;0.9800895971449445;0.9956778446286437
3.0;0.9813682745224852;0.9813682745224852;0.9897132083571666
3.2;0.9615755324070183;0.9615755324070183;0.9657144673785728
1.6;0.9679582031311178;0.9679582031311178;0.9735976538816526
2.4;0.9910683467070701;0.9910683467070701;0.9993532152574014
3.2;0.9889629823059646;0.9888940903677892;0.9890017763861807
1.8;0.9884672357860159;0.9884672357860159;0.9809722906258315
