Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Average;bioconceptvec_fasttext__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Average;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average
1.8;0.9929963372658593;0.9929963372658593;0.9963838353995038
2.0;0.9985227402451871;0.9985227402451871;0.99942259694685
0.0;0.9948401536872725;0.9948401536872725;0.9995066867542741
0.8;0.9927879573253772;0.9927879573253772;0.9989487684816221
2.2;0.9901096429740986;0.9896812727984936;0.9951443171652864
1.4;0.9907547876098203;0.9899658587217994;0.995488731612546
1.8;0.9973759673587526;0.9973759673587526;0.9988155547483141
3.0;0.9960517903061736;0.9960517903061736;0.9984074861651765
1.2;0.9987190249256385;0.9974457010978666;0.9991756991321965
0.2;0.9965982268745722;0.9965982268745722;0.9973529800363661
0.2;0.9942229151426922;0.9942229151426922;0.9991445481471183
0.6;0.9977150052429564;0.9977150052429564;0.9973855037509256
0.2;0.990596400878582;0.990596400878582;0.9971258436029519
0.2;0.9952249237845922;0.9952249237845922;0.996583271297067
0.0;0.9966317652396915;0.9958211319688238;0.9986942580473982
0.2;0.9934013133081727;0.9934013133081727;0.996897183184951
0.2;0.9958667405194277;0.9958667405194277;0.9990062012495473
2.0;0.9943757432623938;0.9943757432623938;0.9920180843929963
2.8;0.9974525279217131;0.9974525279217131;0.9971961367885589
2.0;0.9942431181832692;0.9942431181832692;0.9925755058792871
4.0;0.9920187000539069;0.9920187000539069;0.9989820723145311
3.0;0.9893895733402167;0.9893895733402167;0.9965688752760008
3.2;0.996641244394911;0.996641244394911;0.9993939520330947
1.6;0.9753089617855285;0.9753089617855285;0.9817003821614341
2.4;0.9943618252912956;0.9943618252912956;0.9987572427063892
3.2;0.995323022725819;0.9941323564543477;0.9977742522476082
1.8;0.9917711938851419;0.9917711938851419;0.9965436591046132
