Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
2.95;0.9732568658166858;0.9732568658166858;0.9919708063926969
3.0;0.9999246789646851;0.9999246789646851;0.9999246789646845
3.45;0.9998133872776042;0.9998133872776042;0.999822344110008
2.5;0.9983050566903631;0.9983050566903631;0.9983180596226605
0.5;0.9496895684855702;0.9496895684855702;0.9749124159764451
4.5;0.9481533465641692;0.9481533465641692;0.9904714978243939
2.0;0.9998431722524983;0.9998431722524983;0.9996787378817155
2.0;0.9949643496647008;0.9949643496647007;0.9950791095807495
3.5;0.9999727796223158;0.9999727796223158;0.9999727898350297
3.5;0.9996260129984513;0.9996260129984513;0.9983777432671653
4.0;0.999822401457607;0.999822401457607;0.9998626771687525
3.5;0.9995786105860126;0.9995786105860126;0.9991287643827882
4.0;0.9998776304593515;0.9998776304593515;0.999877634590562
2.5;0.9847543610914499;0.9851738533102404;0.9895220609495818
3.0;0.9984669259801269;0.9984669259801269;0.9985225220117159
3.0;0.995922504762403;0.995922504762403;0.9965014152295709
3.0;0.9922828324468688;0.9922828324468688;0.9909609253441226
1.0;0.9985704770028;0.9985704770028;0.97999975438453
2.0;0.9812613278713286;0.9812613278713286;0.9857896943175961
2.0;0.9983704258743189;0.9983704258743189;0.9999413323853579
4.5;0.97347410777226;0.97347410777226;0.987884852898502
4.0;NaN;NaN;NaN
3.0;0.9904237028983758;0.9904237028983758;0.9898915930142463
3.0;0.9996764392843024;0.9996764392843024;0.9999169780972746
4.15;0.9998843978194653;0.9998843978194653;0.9719934210629876
2.5;0.9984314957054752;0.9984314957054752;0.9933348130392393
3.5;0.9988840610467938;0.9988840610467938;0.9991859865829885
4.0;0.9895959790263894;0.9896407987362017;0.9788800530346308
5.0;0.9673000455858783;0.9673000455858783;0.9751488205250062
4.8;0.9954850180341811;0.9954850180341811;0.9958322318981985
0.0;0.9754852652347105;0.9754852652347105;0.9772251234636166
4.6;0.9999942462990354;0.9999942462990354;0.9999966080856618
3.0;0.997386259366411;0.972382403329465;0.9800927946518505
2.7;0.9962538066805678;0.9962538066805678;0.9968427280220314
3.6;0.9998090543159188;0.9998090543159188;0.999809056876738
3.75;0.9923777044458636;0.9923777044458636;0.9932931393897262
3.65;0.9929040739774161;0.9929040739774161;0.9923142949552508
0.0;0.9990095483637133;0.9990095483637133;0.9959152985335723
3.0;0.9598205142710123;0.9598205142710123;0.9829150074665953
4.75;0.9993186145307629;0.9993186145307629;0.9990261030350142
3.6;0.9989739837489181;0.9989739837489181;0.998708756709496
3.5;0.998893752304887;0.998893752304887;0.9995384234692457
2.75;0.9980413215135538;0.9980413215135538;0.9989113499201839
5.0;0.9999876396406004;0.9999876396406004;0.9999892142761523
4.0;0.9947440447879421;0.9947535315631266;0.9950640229232978
3.0;0.9862278626138996;0.9862278626138996;0.9927478155947723
3.5;0.995091978333041;0.995091978333041;0.9498386886998766
3.35;0.9919901993361872;0.9919901993361872;0.9922214984091371
3.2;0.9683608680829549;0.9683608680829549;0.9817377224031225
3.6;0.9918109333755593;0.9918109333755593;0.9952197085909898
3.75;0.9841299093535448;0.9841299093535448;0.9881691841137502
4.0;0.9999109468157699;0.9999109468157699;0.9999942854177707
3.75;0.9997200812703368;0.9997200812703368;0.9984405770847361
3.5;0.9947668286917367;0.9947668286917367;0.9895416761953939
3.5;0.9996568006420777;0.9996568006420777;0.9979783937987833
4.25;0.9987210458914042;0.9987210458914042;0.9989019721002341
0.0;0.997951950638202;0.997951950638202;0.998501015839754
3.5;0.9971390551566601;0.9971390551566601;0.99803633672255
2.75;0.9989380320595026;0.9989380320595026;0.999500395032292
5.0;0.9975704852009646;0.9975704852009646;0.9975714771019645
3.75;0.9999972526824549;0.9999972526824549;0.9999987155461278
3.45;0.9997333312318466;0.9997333312318466;0.9998963932883359
3.0;0.9980748633440724;0.9980748633440724;0.9983844396137617
2.25;0.9089509275334374;0.9089509275334374;0.9088495178460738
3.25;0.9921372384271898;0.9921372384271898;0.9906147175733723
4.2;0.9998001222477716;0.9998001222477716;0.9999406299512167
4.25;0.9994109562331748;0.9994109562331748;0.9985399642590956
4.4;0.9999627811843371;0.9999627811843371;0.9999654241088033
2.5;0.9669676358552373;0.9669676358552373;0.9765839440788967
1.75;0.9928601481033237;0.9928601481033237;0.9956738367983999
3.5;0.9999816671467161;0.9999816671467161;0.9998801285112443
3.5;0.9928419463087151;0.9928419463087151;0.9922730286318184
5.0;1.0;1.0;0.9999979110295092
3.95;0.9997395171096185;0.9997395171096185;0.9998086633756239
3.5;0.9927679092331403;0.9927679092331403;0.997408578256736
3.25;0.9822993186272871;0.9822993186272871;0.9583034293327293
4.5;0.9906922560819159;0.9906922560819159;0.9918461344814282
0.0;0.9727796595253646;0.9727796595253646;0.9728781499690795
3.1;0.9999669239569345;0.9999669239569345;0.9999626866620301
3.5;0.9996922437884246;0.9996922437884246;0.999987714144939
4.25;0.9977223134971878;0.9977223134971878;0.998699137224233
2.75;0.9729574721499296;0.9729749593938506;0.9916791460994993
3.5;0.9969756779785198;0.9969756779785198;0.995185196224264
4.5;0.9999245557107359;0.9999245557107359;0.999998357132021
3.5;0.9989655777038093;0.9989655777038093;0.999994870119087
2.9;0.9954932306928559;0.9954932306928559;0.9962398548246022
3.0;0.9979667426543194;0.9979667426543194;0.9986418711023795
3.0;0.9998377003068333;0.9998377003068333;0.9998377352449911
3.0;0.9959854405432972;0.9959854405432972;0.9981311410841671
4.0;0.9866732753702742;0.986783372271778;0.9892296716946115
0.0;0.9824215728321284;0.9824215728321284;0.9825421295825107
3.75;0.9993601644509766;0.9993601644509766;0.9999729427614141
3.0;0.9999091381360629;0.9999091381360629;0.9999096664683975
2.5;0.9989314872223358;0.9989314872223358;0.9987457493500311
3.5;0.9996514903158588;0.9996514903158588;0.9983777432671646
4.0;0.9993511316460024;0.9993511316460024;0.977282493236898
4.5;0.9999672937840953;0.9999672937840953;0.9999658126588469
3.5;1.0000000000000002;1.0000000000000002;0.9945256780257912
2.5;0.9999485080524888;0.9999485080524888;0.9998972381116787
3.75;0.9977028972030046;0.9977028972030046;0.9974960666360186
3.5;0.9926440718488425;0.9926440718488425;0.9894004391349485
3.0;0.9982542994132098;0.9982542994132098;0.9982710761912638
3.9;0.9994082297730148;0.9994082297730148;0.9994114211376721
3.25;0.9919082269860597;0.9919082269860597;0.980540270562128
3.75;0.9999775674090889;0.9999775674090889;0.9999999999999998
3.4;0.9979293138071029;0.9979293138071029;0.9977994844565423
4.75;0.9999414264325123;0.9999414264325123;0.9999930136070887
3.5;0.9928650558695458;0.9928650558695458;0.9922935656920477
3.75;0.9953546174424014;0.9953546174424014;0.9925970892327175
3.25;0.9978960062004902;0.9978960062004902;0.9983149037248679
0.5;0.9571168871832002;0.957285178869988;0.919482383228338
0.5;0.9857349310251767;0.9857349310251767;0.9857349310251766
3.75;0.9875991327010478;0.9875991327010478;0.9755380685246412
3.25;0.9875867373204202;0.9875867373204202;0.98842257032229
2.5;0.9731132934153491;0.9731132934153491;0.9823268303594229
4.95;0.9999231024384476;0.9999231025317815;0.9999899922832223
0.0;0.982431993902681;0.982438197011557;0.9853637731292328
3.4;0.9938040088164155;0.9938040088164155;0.9938208800576317
3.0;0.9787950042744195;0.9787950042744195;0.9867627155661447
3.5;0.9980609437653528;0.9980609437653531;0.9917224773584048
4.25;0.9998960946377922;0.9998960946377922;0.9998976848022234
3.0;1.0000000000000002;1.0000000000000002;0.9999944110453896
3.9;0.9976376551056604;0.9976376551056604;0.9990831943791838
3.25;0.9993711737066389;0.9993711737066389;0.9995095669261728
3.0;0.9706923635952596;0.9706923635952596;0.9813926773997139
3.5;0.9998545656419541;0.9998545656419541;0.9998512445675778
3.25;0.9994313053345021;0.9994313053345021;0.9994624671654603
4.45;NaN;NaN;NaN
1.5;0.997899693346257;0.997899693346257;0.9979881323946198
3.0;0.9837071328118118;0.9837071328118118;0.9941285247023463
3.25;0.9997027214523416;0.9997027214523416;0.9996206605230776
3.9;0.9999342727855697;0.9999342727855697;0.9969536108258216
2.9;0.9909325639544007;0.9909325639544007;0.9942453428933516
2.0;0.993610128932376;0.993610128932376;0.9968469904721723
3.75;0.9981046201815402;0.9981046201815402;0.9981849354221395
3.0;0.9917003164127494;0.9917003164127494;0.9838403794648458
3.0;0.9944456269200342;0.9944456269200342;0.9955310078322669
1.5;0.9976952000686254;0.9976952000686254;0.979151028855243
2.4;0.9987122650196151;0.9987122650196151;0.998986710250816
3.0;0.999456039172605;0.999456039172605;0.9994664311489353
0.0;0.9805554535581643;0.9805554535581643;0.9792579215583992
3.5;0.9970400673804728;0.9970400673804728;0.9975315835118989
3.5;0.9997467636784467;0.9997467636784467;0.9997567135152039
3.75;0.9748004865332149;0.9748004865332149;0.991172654147695
4.9;0.999986226664244;0.999986226664244;0.9999899345178137
1.25;0.996886355752404;0.9968993762168701;0.998448359676403
3.0;0.9970849146716555;0.9970849146716555;0.9977380318717767
3.75;0.9916638246628581;0.9916638246628581;0.9969281696111295
2.0;0.9622861112246365;0.9622861112246365;0.9728468818480269
3.0;0.999506744389825;0.999506744389825;0.9994096932544642
3.0;0.9851532350948139;0.9851532350948139;0.9855705787681652
2.1;0.9875648697761101;0.9875648697761101;0.9875648839241065
3.0;0.9941821815158699;0.9941821815158699;0.9942339743239641
1.5;0.9991283790560612;0.9991283790560612;0.9968647451496565
4.75;0.9938607763142566;0.9938607763142566;0.9933111632322641
3.6;0.9762428157636054;0.9762428157636054;0.9890405206101094
3.0;0.9970806053694893;0.9970806053694893;0.995717165882945
3.25;0.9971749142838181;0.9971749142838181;0.9826541213019894
3.0;0.9962521605392707;0.9962521605392707;0.99496060925579
1.5;0.9998297076831473;0.9998297076831473;0.9994603800270059
0.0;0.9793495520031401;0.9793495520031401;0.9879425387485646
3.9;0.9993623409805508;0.9993623409805508;0.9999910635394137
4.45;0.9743217944602597;0.9743217944602597;0.9874890425255377
0.0;0.9796303471178106;0.9796303471178106;0.9966849313683894
3.0;0.9963929115798335;0.9963929115798335;0.9963431728317973
3.6;0.971882624478661;0.9722474082071204;0.97971273266564
3.5;0.999009649928495;0.999009649928495;0.9790773533564515
3.45;0.9996402603897839;0.9996402603897839;0.9996550001714817
3.0;0.9966162246327206;0.9966162246327206;0.9974592171510178
3.0;0.9987947801647298;0.9987947801647298;0.9986914661504065
3.5;0.9984954849870864;0.9984954849870864;0.9991885940124181
4.2;1.0;1.0;0.9999999999999999
3.25;0.9913428698922417;0.9913428698922417;0.9973209382364507
2.0;0.9975534237224358;0.9975534237224358;0.9938717236019828
0.0;0.9729425590665582;0.9729425590665582;0.9737591527291236
4.25;0.9999035212863642;0.9999035212863642;0.9999981303012444
4.25;0.9999953093440018;0.9999953093440023;0.9989763191817365
3.0;0.9975658615115737;0.9975658615115737;0.997565871015102
1.5;0.9953653347798536;0.9953653347798536;0.9955388818701167
4.25;0.9892233169606843;0.9892233169606843;0.9930164257003256
3.5;0.9980609437653527;0.998060943765353;0.9946184533850598
3.75;0.9755680910952274;0.9755680910952274;0.9841933884223315
3.75;0.9969940094816203;0.9969940094816203;0.9997621906110644
3.75;0.9975892243800536;0.9975892243800536;0.9972563125954648
3.5;0.9824683432322451;0.9824683432322451;0.8893055116192227
4.25;1.0;1.0;0.9987263583684185
3.0;0.9825784807763838;0.9825784807763838;0.9971715892749787
3.5;0.9999078753271545;0.9999078753271545;0.9999791464216026
3.35;0.9992684591931189;0.9992684591931189;0.9915166549412316
3.25;0.9988820627578507;0.9988820627578507;0.9988820627578513
4.4;0.9864064135226911;0.9665919951985537;0.9665942875687402
5.0;0.9999999999999998;0.9999999999999998;0.9992982662283857
4.4;0.999902468727259;0.999902468727259;0.9999735767021853
0.0;0.9915826375308457;0.9916266763191549;0.9918952422665983
3.5;0.9931195336839957;0.9931195336839957;0.9897497133833981
3.9;0.9733415351313633;0.9733415351313633;0.9855137765616298
5.0;0.9574114889058359;0.9327043831885933;0.9677318268819717
0.0;0.9948388649010605;0.9948388649010605;0.9747401348253973
3.0;0.99535123286035;0.995246562684429;0.997343412138396
3.0;0.9987017482511038;0.9987017482511038;0.9986132693425724
4.25;0.9743156442529745;0.9743156442529745;0.9874890425255377
0.0;0.9958069742254735;0.9958069742254735;0.976123355330017
3.5;0.9587845619449973;0.9587845619449973;0.98549968500449
3.1;0.9949982007312502;0.9949982007312502;0.9940108650623699
3.0;0.9995250997928223;0.9995250997928223;0.9995381664218794
3.0;0.9989642956735335;0.9989642956735335;0.9989923184082468
3.0;0.99993487116023;0.99993487116023;0.9999348711602295
3.75;0.9998202017607308;0.9998202017607308;0.9998694710746242
0.5;0.9813731208185663;0.9813731208185663;0.9814908215712985
2.5;0.9998453909384203;0.9998453909384203;0.9849242093670268
3.0;0.9996467445845736;0.9996467445845736;0.9988134991649672
3.75;0.9999057320307596;0.9999057320307595;0.998906228898481
3.5;0.9984792863323864;0.9984792863323864;0.9989000549545989
3.9;0.9997987063510422;0.9997987063510422;0.9997987083900164
2.75;0.9970339566034015;0.9970339566034015;0.9987981054404264
3.0;0.9998369230491639;0.9998369230491639;0.9982311032707659
4.4;0.9993826377083604;0.9993826377083604;0.9953252258345083
2.0;0.9998045362966277;0.9998170509268671;0.9999353791005384
3.5;0.9976946106291251;0.9976946106291251;0.9974893606239209
3.4;0.9921627984838027;0.9921627984838027;0.9959544582803753
4.95;0.9999992935486497;0.9999992935486497;0.9999999999999998
3.75;0.995923616012694;0.995923616012694;0.9964523867990854
0.0;0.998924465834715;0.998924465834715;0.9990401504258466
3.75;0.997453014021298;0.997453014021298;0.9987437817302586
2.9;0.9986458149525249;0.9986458149525249;0.9958518601232844
4.75;0.9855923347909142;0.9855923347909142;0.9850141135565087
4.9;0.9999999999999992;0.9999999999999998;0.9809177375110029
4.25;0.9579586553410121;0.9579586553410121;0.9584309404769884
3.9;0.9977147753631351;0.9977147753631351;0.9986991372242332
1.95;0.9998060679248989;0.9998185824908251;0.9999368941201526
3.75;0.999909138136062;0.999909138136062;0.9999096664683975
4.25;NaN;NaN;NaN
3.0;0.9986855109266338;0.9986855109266338;0.9983488680757889
2.25;0.9955166045937891;0.9955166045937891;0.9967805296788472
2.5;0.9895050449079176;0.9895050449079176;0.9957763405229517
3.0;0.9881715778230183;0.9881715778230183;0.9883105119316811
3.25;0.9980950842546692;0.9980950842546692;0.9982318522403094
4.0;0.9998818996463255;0.9998818996463255;0.9989249349158813
4.75;0.9861457227055803;0.9861457227055803;0.9705654173599682
3.0;0.9997352183638457;0.9997352183638457;0.9999385502177996
3.4;0.9999058385454881;0.9999058385454881;0.9982064885789295
3.4;0.9998690717708847;0.9998690717708847;0.9978927293177464
0.5;0.990788934973995;0.990788934973995;0.9940334223100349
1.9;0.9555922332347662;0.9555922332347662;0.9765806280792709
4.5;0.9926899564261462;0.9926899564261462;0.9985819447955437
3.2;0.9996960221632228;0.9996960221632228;0.9997090763519164
3.25;0.9999868516518974;0.9999868516518974;0.9999906846536907
3.25;0.9981062817015135;0.9981062817015135;0.9981626810518167
3.25;0.9999999877705585;0.9999999877705585;0.9995526321366632
3.0;0.9947817192361293;0.9947817192361293;0.9954580522667382
3.45;0.9996998303320328;0.9996998303320328;0.9998457845163903
3.7;0.9408155104929697;0.9408155104929697;0.9874538322736234
3.5;0.9999016504111488;0.9999016504111488;0.9999022587620124
2.75;0.9828307226801708;0.9828307226801708;0.9919200978260726
3.1;0.998967120689131;0.998967120689131;0.9991716495273922
3.4;0.9966613373070327;0.9966613373070327;0.9986640704102426
3.25;0.9826161300263146;0.9826161300263151;0.9743394770263658
3.35;0.9990272281608108;0.9990272281608108;0.9990743249708709
4.9;0.9999960378359014;0.9999960378359014;0.9999960392839042
3.5;0.9928377509330654;0.9928377509330654;0.9922686932607605
4.65;0.9999999999999999;0.9999999999999999;0.9997381823037063
4.75;0.9953082390801701;0.9953082390801703;0.9959192450524935
4.7;0.9999949509674559;0.9999949509674563;0.999995076686557
3.5;0.9928089780007863;0.9928089780007863;0.9922686932607603
3.25;0.9996958261466322;0.9996958261466322;0.9997021816114993
1.5;0.982210144936468;0.982210144936468;0.9843442626014449
4.2;0.9982494585666702;0.9982494585666702;0.972726695331586
5.0;0.9994195007622984;0.9994195007622984;0.9994195007622981
3.0;0.9968609140599968;0.9968609140599968;0.9684620962929691
3.0;0.9996186291666389;0.9996186291666389;0.9842942941283647
5.0;1.0000000000000002;1.0000000000000002;0.9997966347536855
0.0;0.9774056707383144;0.9774056707383144;0.9715180556134551
3.5;0.9968089775439873;0.9968089775439873;0.9943464691863642
3.75;0.9998833770720927;0.9998833770720927;0.9979035307330814
4.5;0.9764049124639046;0.9764049124639046;0.9997674871889938
3.7;0.9978139335433632;0.9978139335433632;0.9978266682703081
3.25;0.9975072965343521;0.9975072965343521;0.978844932424732
4.25;0.9854762789225232;0.9854762789225232;0.9894613247019415
2.0;0.999604819966756;0.999604819966756;0.9736039811137494
4.0;0.9986957134784807;0.9987510372700814;0.9991253486314615
3.75;0.9017097031969687;0.9131736578122891;0.914640019824155
3.5;0.9816539887776078;0.9816539887776078;0.9824023898847216
3.0;0.9989094294441253;0.9989094294441253;0.9986327456093366
4.95;0.9901929045499516;0.9901929045499516;0.9896354939117231
4.0;0.9999047241546651;0.9999047241546651;0.9999992596999974
4.0;0.9928199836069124;0.9928199836069124;0.9557274727725918
4.9;0.9890737626239466;0.9890737626239466;0.9888962869034634
4.9;0.9968365229610551;0.9968365229610551;0.9982583799351374
3.7;0.9999695972368255;0.9999695972368255;0.9999695972399296
4.0;0.9883741329548436;0.9884156992770652;0.9893440631774867
3.25;0.9983229732608107;0.9983229732608107;0.9797816087591515
3.0;0.999997938460736;0.999997938460736;0.9999960009330956
2.25;0.9823862377510161;0.9823862377510161;0.9824214520044783
3.0;0.9988600490529808;0.9988600490529808;0.9998955767320111
4.0;0.9968780107794071;0.9968780107794071;0.9672251125154667
3.4;0.9986613736768177;0.9986572483443773;0.9956224213582161
2.9;0.9780284160968369;0.9780284160968371;0.982935359520053
3.25;0.9993230500237057;0.9993230500237057;0.9977189750627271
2.5;0.9990738385953116;0.9990738385953116;0.9997538530086477
3.7;0.9422134547680036;0.9422134547680036;0.9857508853638053
3.25;0.9985799812292167;0.9985799812292167;0.9986019948529548
0.5;0.9956085848031664;0.9956085848031664;0.9954775134100395
2.75;0.998066267103962;0.998066267103962;0.9982339615935442
4.0;0.9969366517452273;0.9969366517452273;0.9973587502795654
1.75;0.9976442266937386;0.9976442266937386;0.9977025025576036
4.0;0.9938898187302481;0.9938898187302481;0.9938902509557918
3.45;0.9979370328343417;0.9979079566178919;0.9767909625910651
3.4;0.9987438501027512;0.9987438501027512;0.9988228143374637
3.0;0.9898414395003218;0.9898414395003218;0.9904195781825672
4.25;0.9982793068145543;0.9982793068145543;0.9987543067805702
3.0;0.9977958618208648;0.9977958618208648;0.9976840374577518
3.0;0.9074614708380293;0.9074614708380293;0.9080893969669721
3.5;0.9992263491694074;0.9992263491694074;0.997425620825832
3.25;0.9996780246633863;0.9996780246633863;0.9999317688406346
3.45;0.9874402194011648;0.9874402194011648;0.9922847079290861
4.6;0.9812739615608305;0.9812739615608305;0.9875483801064441
4.25;0.995081612429913;0.995081612429913;0.989479962119242
1.5;0.9963545742613895;0.9963545742613895;0.9983041048359597
2.5;0.999281304428785;0.999281304428785;0.9794620427938523
4.75;0.9901933550111408;0.9901933550111408;0.9896390405320851
4.4;0.9598656153819828;0.9598656153819828;0.9766977790642168
0.0;0.9909345830466979;0.9909345830466979;0.994164220310868
3.25;0.9993912873963976;0.9993912873963976;0.9973488659626012
0.5;0.9924382910174558;0.9924382910174558;0.9925350573025591
3.4;0.9984792263603538;0.9984792263603538;0.9989000549545987
3.25;0.9999509783454412;0.9999509783454412;0.9999516962082623
3.25;0.9684257461771808;0.9684257461771808;0.9874893021064147
3.0;0.9825343942213225;0.9825343942213225;0.9905892776532506
3.25;0.9985410095505275;0.9985410095505275;0.998454090952575
1.5;0.9972679667211357;0.9972679667211357;0.9931911526063667
3.2;0.9979132131260735;0.9979132131260735;0.9996328973868632
0.0;0.988401553126268;0.9884110437750844;0.9866269002555271
3.0;0.9917649777944717;0.9917649777944717;0.9896666671399346
3.4;0.9994314117363403;0.9994314117363403;0.9955958684404891
3.25;0.9980999697276645;0.9980999697276645;0.9968616933388208
3.5;0.9999662769779761;0.9999665464436334;0.999968454601722
1.5;0.9810858018346568;0.9810858018346568;0.9855996037286237
3.0;0.9687187027284103;0.9687187027284103;0.975870134081888
4.9;0.9996968677593135;0.9996968677593135;0.9702546290501408
3.45;0.9916714329737787;0.9916714329737787;0.9924010331165306
4.25;0.9834640287782761;0.9834640287782761;0.9699233337787947
4.5;0.996407514146287;0.996407514146287;0.9972970481433497
3.0;0.9898556359262337;0.9898556359262337;0.9901421807905061
3.5;0.9835598394627493;0.9835598394627493;0.990350298671133
2.25;0.9882341324299794;0.9882341324299794;0.9887462517507791
4.25;0.977385622546435;0.9018709536688062;0.9530087255193365
3.4;0.9981005779314308;0.9981005779314308;0.9983134518628041
3.75;0.9992237750353744;0.9992237750353744;0.9992524613610072
4.25;0.9999607146468116;0.9999607146468116;0.9999607122978955
3.25;0.9999775674090885;0.9999775674090885;1.0000000000000004
3.25;0.9959594787162208;0.9959594787162208;0.9893967709705053
3.65;0.993940557351412;0.993940557351412;0.9993456068681621
2.75;0.9894943303689128;0.9894943303689128;0.9805295296710199
1.5;0.9716451675085845;0.9716451675085845;0.9882734062984038
3.0;0.9977798926997238;0.9977798926997238;0.9977880313668979
4.25;0.9841024839104078;0.9766302612198807;0.9800363421568233
3.5;0.9787587744152715;0.9787587744152713;0.9728567247096465
3.0;0.9982033908091141;0.9982033908091141;0.9971285050666211
2.0;0.9968089775439871;0.9968089775439871;0.9943464691863642
2.5;0.9904677288194009;0.9904677288194011;0.9904680523770932
0.0;0.9806550212737397;0.9806550212737397;0.9873108332689863
0.0;0.9981661632593446;0.9981661632593446;0.9943555828039553
4.0;0.9999848967720801;0.9999848967720801;0.9999825568277906
3.35;0.9980487710144975;0.9980487710144975;0.9980708448085094
4.25;0.9923624948670938;0.9923624948670938;0.9921721197446031
4.25;0.9534115419982713;0.9341081583675174;0.9367495636117609
3.45;0.9996818255393672;0.9996818255393672;0.9996818305479535
4.25;0.9854762789225232;0.9854762789225232;0.9894613247019415
