Human;UBSM_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-default_ner-none_UBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-default_ner-metamaplite
3.75;0.841251759471527
3.0;0.9385080478508623
2.5;0.6705288481385898
3.5;0.8428164755674555
4.0;0.8233444836358031
4.5;0.7022657270196442
3.5;0.7627700713964739
2.5;0.6236095644623235
3.75;0.7973451941432338
3.5;0.6803319713509202
3.0;0.7769875645524225
3.9;0.6396021490668313
3.25;0.6294138902276225
3.75;0.9119233049532129
3.4;0.3280999170098442
4.75;0.8394714908037376
3.5;0.7366677371777317
3.75;0.05698028822981897
3.25;0.6281603213816471
0.5;0.1259881576697424
0.5;0.48933421622736595
3.75;0.7569702206777342
3.25;0.7743423393113613
2.5;0.6183105759408145
4.95;0.938717794748595
0.0;0.2055270768301462
3.4;0.7784199508231306
3.0;0.7754137152382036
3.5;0.6422125560131384
4.25;0.8180058216353316
3.0;0.9411764705882353
3.9;0.790888802111234
3.25;0.5336014116107981
3.0;0.3677843553594896
3.5;0.8085789870322423
3.25;0.7187017622633844
4.45;NaN
1.5;0.537903932941781
3.0;0.6626698866171998
3.25;0.7365415988961463
3.9;0.885493629748155
2.9;0.5698389258743513
2.0;0.31622886784482696
3.75;0.6566396907494854
3.0;0.7484551991837489
3.0;0.45599869717773084
1.5;0.13119000189529112
2.4;0.5606376328701237
3.0;0.7155595030507815
0.0;0.29647001364105197
3.5;0.6231760879298911
3.5;0.8658223078404828
3.75;0.7071067811865475
4.9;0.9244811361775709
1.25;0.23901918269888311
3.0;0.7373872548614023
3.75;0.5077423425823026
2.0;0.25954849366011434
3.0;0.685187376798844
3.0;0.2505037815259212
2.1;0.5173225259568552
3.0;0.37499999999999994
1.5;0.13363062095621217
4.75;0.592111822849885
3.6;0.5055466173113918
3.0;0.6421661565683203
3.25;0.39750177214982474
3.0;0.6709338209787425
1.5;0.6092717958449424
0.0;0.18630537169932754
3.9;0.8578545497628041
4.45;0.808378281924957
0.0;0.15404884978892908
3.0;0.5217496128609199
3.6;0.4669668747861546
3.5;0.805485065552628
3.45;0.9331209176243715
3.0;0.6518787966932633
3.0;0.6664230510669558
3.5;0.8547826606437705
4.2;0.9457461698162886
3.25;0.5878206747488428
2.0;0.46867833844791484
0.0;0.23783535600422523
4.25;0.6526097508097919
4.25;0.6868731132469656
3.0;0.7478865857032222
1.5;0.5781193483722316
4.25;0.9147687979209719
3.5;0.613269686893601
3.75;0.702157083849176
3.75;0.8153742483272114
3.75;0.7787447428177499
3.5;0.8262936943240926
4.25;0.9999999999999998
3.0;0.7652628076299688
3.5;0.7857481540097797
3.35;0.7144345083117603
3.25;0.5369982355996412
4.4;0.7766292890159088
5.0;0.9999999999999998
4.4;0.8438046200210938
0.0;0.20399027839529382
3.5;0.5920800546811043
3.9;0.8999999999999998
5.0;0.7905694150420948
0.0;0.10540925533894598
3.0;0.7326246433449914
3.0;0.7634487853743701
4.25;0.7634316244274075
0.0;0.13363062095621217
3.5;0.6740583026030467
3.1;0.4374999999999999
3.0;0.7670689424245588
3.0;0.6475455638806753
3.0;0.7733880206124116
3.75;0.884043990649485
0.5;0.3569095874297953
2.5;0.5442048028047194
3.0;0.6986648665386201
3.75;0.6458975822276822
3.5;0.8429694416646908
3.9;0.8436286751026658
2.75;0.6628703439973802
3.0;0.7905247162351668
4.4;0.8040302522073697
2.0;0.5661660191782731
3.5;0.8057401363228682
3.4;0.6038929326935321
4.95;0.8679599851070143
3.75;0.6325212515939918
0.0;0.13516286248357443
3.75;0.7349123636022711
2.9;0.4749441720469903
4.75;0.3226128574608258
4.9;0.9611319091994714
4.25;0.8888888888888888
3.9;0.8749089340681935
1.95;0.6206761150447041
3.75;0.9421536223239675
4.25;NaN
3.0;0.7117210404755386
2.25;0.7281034159515725
2.5;0.4886472319112626
3.0;0.6271095340673467
3.25;0.6444776082445198
4.0;0.8070907952141366
4.75;0.8546860195874012
3.0;0.6636301733265304
3.4;0.869456475757111
3.4;0.6005715864545389
0.5;0.32943544232739924
1.9;0.5844195312954162
4.5;0.9285714285714286
3.2;0.8059980166527649
3.25;0.7095028673900152
3.25;0.8110994040327426
3.25;0.8391067831973616
3.0;0.7052399744344233
3.45;0.6405126152203486
3.7;0.8004356343030179
3.5;0.7911031416861655
2.75;0.47871355387816905
3.1;0.5933722141786784
3.4;0.8396147202986213
3.25;0.321684789384051
3.35;0.5638102936648963
4.9;0.903639026380631
3.5;0.7009911784105118
4.65;0.960768922830523
4.75;0.5526389357572625
4.7;0.949454637264396
3.5;0.7206069744583099
3.25;0.8084607905504644
1.5;0.43215487341442693
4.2;0.6027650354097491
5.0;0.8496793685588861
3.0;0.5919511063167906
3.0;0.6220072103206962
5.0;1.0
0.0;0.09119254345120409
3.5;0.6495265544856027
3.75;0.5857161764601613
4.5;0.7513920277009611
3.7;0.926158817734156
3.25;0.6005237759778133
4.25;0.8872572185355028
2.0;0.1543033499620919
4.0;0.7403694169357875
3.75;0.8250816581319194
3.5;0.9265386410878662
3.0;0.6065460563618805
4.95;0.735467907033984
4.0;0.7618116293361893
4.0;0.77743310080555
4.9;0.9077717190386856
4.9;0.885493629748155
3.7;0.8750840979371808
4.0;0.5714285714285714
3.25;0.5941942192191809
3.0;0.8772126697379776
2.25;0.5187418671827131
3.0;0.7745238839417159
4.0;0.65007544753794
3.4;0.4082482904638631
2.9;0.27052080111089005
3.25;0.730813954941488
2.5;0.5276448530110863
3.7;0.7029794815454821
3.25;0.8369789404229362
0.5;0.11246605813619268
2.75;0.581896069163645
4.0;0.6565887315606973
1.75;0.413289774480749
4.0;0.8929458073961193
3.45;0.6788001470033578
3.4;0.8729982382561026
3.0;0.5870518701334371
4.25;0.741045718136395
3.0;0.6956162261020928
3.0;0.5188871286076646
3.5;0.6031612070110083
3.25;0.8022763142210138
3.45;0.6734691863353747
4.6;0.6532167314473042
4.25;0.617749317171993
1.5;0.48428469501455784
2.5;0.43952044264551804
4.75;0.8850147811445637
4.4;0.8749999999999998
0.0;0.41290113334480116
3.25;0.6239016754827347
0.5;0.5480837812725114
3.4;0.8099624518840699
3.25;0.9370953120713892
3.25;0.7627700713964739
3.0;0.3020846813961602
3.25;0.6292896632068025
1.5;0.29938933477059304
3.2;0.7911307108438621
0.0;0.3265625285244329
3.0;0.67640426644733
3.4;0.4352492269924436
3.25;0.48576794867361917
3.5;0.8531317826228364
1.5;0.42905816516051654
3.0;0.6244724730832598
4.9;0.8124999999999998
3.45;0.7040103462743854
4.25;0.8233444836358031
4.5;0.944548478651061
3.0;0.6036377508451372
3.5;0.20780954842977412
2.25;0.2954112381494592
4.25;0.5892556509887895
3.4;0.7688675269760408
3.75;0.9375712071942917
4.25;0.9182997594774641
3.25;0.8498886062468287
3.25;0.4964358661694772
3.65;0.6851601597031489
2.75;0.4034881797489114
1.5;0.08703882797784893
3.0;0.5788614426903782
4.25;0.5618890674068191
3.5;0.4472135954999579
3.0;0.6849117617069406
2.0;0.6631481905728345
2.5;0.1696548706183193
0.0;0.15400103953597055
0.0;0.053300179088902604
4.0;0.8563488385776753
3.35;0.6173290327389818
4.25;0.7302967433402214
4.25;0.7144345083117603
3.45;0.7887031505656863
4.25;0.9124688444342601
3.0;0.6875033979170155
3.45;0.5803131733568432
0.0;0.20349244704023667
4.2;0.7737213146294907
0.0;0.28497417264374525
3.0;0.6227991553292184
4.75;0.8941267276013325
3.25;0.7990030818388162
3.25;0.8980133947079298
3.65;0.841020457496939
3.5;0.8127229159446947
3.0;0.8068099915598617
3.25;0.7050667522337271
3.0;0.6634499882390601
3.4;0.7494524788015806
3.25;0.34677925554157374
4.25;0.8979075049329567
3.4;0.8340545778268122
3.0;0.8500473456828312
4.75;0.8918612588866002
5.0;0.9718253158075502
4.5;0.8448410859555044
3.0;0.4765868520483467
4.2;0.7235244331631816
3.25;0.697976750690106
4.25;0.8973375288806105
0.5;0.09433753878457124
3.95;0.7496854158353591
3.95;0.9170061957189604
1.75;0.29119629937503966
3.95;0.4772641976134515
4.25;0.858298259450895
3.25;0.6614255939756877
4.2;0.8422195153437515
2.95;0.6225262135438849
3.0;0.6542133865104044
3.25;0.4871299360973439
0.0;0.4041839864097795
4.9;0.9535083943176927
2.9;0.644875295217345
2.0;0.3345729931368152
1.75;0.5735524174953431
3.65;0.8813251820271619
2.5;0.38880434240236783
0.0;0.1906871342725614
3.0;0.5798248645245472
5.0;0.9155786013045061
2.25;0.5404034680823286
2.5;0.8818502508278327
3.0;0.6517155309921432
2.5;0.5092724864350673
4.5;0.7833494518006403
3.45;0.7422242178891543
4.2;0.761177129045759
3.95;0.823365611903877
4.4;0.9201766170453487
4.15;0.8807060022720792
3.25;0.7000208241850654
0.5;0.3094128108620856
4.15;0.9368722844311624
3.25;0.4278414150718136
3.4;0.7905694150420948
2.75;0.4812450849061192
4.85;0.8838627498746563
1.0;0.37739899603890437
4.25;0.7999999999999999
1.25;0.13363062095621217
2.75;0.40034280343677
3.15;0.7788947045056761
5.0;0.8685990362153793
0.0;0.13561722767514744
3.4;0.7882912874670378
2.75;0.5603312247438668
3.2;0.5590169943749475
5.0;0.9047665413677922
3.5;0.6955091642403339
3.0;0.4837392724835199
3.15;0.716285677501868
4.25;0.8703882797784892
2.7;0.6340533449173684
4.75;0.9999999999999998
3.5;0.3989989175188591
0.0;0.06741998624632421
4.0;0.7188269109568459
3.25;0.8379789640308186
4.75;0.9999999999999999
0.5;0.3368775357971473
3.5;0.33521930664224775
3.25;0.6204768540204266
2.25;0.42653002473701257
4.2;0.7833494518006403
3.75;0.5765586068310473
3.7;0.8716360543132808
3.25;0.8491333619207831
3.45;0.6762090762014694
4.9;0.7905694150420948
4.75;0.9718253158075502
4.9;0.8618588460511796
0.5;0.08308254178281213
4.25;0.9511897312113418
3.75;0.8810235334193999
3.45;0.8817316398674738
3.95;0.7768417534144316
2.95;0.5684929697083226
4.0;0.8017837257372732
3.25;0.7561604906736502
0.0;0.22282808212567537
3.25;0.3246737601657033
0.0;0.32778698362041625
2.75;0.543296285875121
4.25;0.7976966709615878
3.85;0.9353466959092375
3.5;0.5310968721610299
3.25;0.7790564048991733
3.55;0.7522501446029408
3.25;0.7477428760453091
3.25;0.4884952740575266
4.0;0.8390849945959049
3.4;0.7753981825633514
0.0;0.27804349299941933
3.5;0.7474785540803217
1.0;0.5247531201328153
3.45;0.879980802152191
0.0;0.13466878364870322
3.25;0.7912150325881766
5.0;0.9403524229639898
3.25;0.7242669209456617
3.4;0.7898778205303152
4.25;0.629940788348712
3.45;0.6450273053296487
4.25;0.6431035039270202
4.0;0.5931001569771102
3.0;0.5720775535473553
0.5;0.2819835016556446
3.75;0.690253040771779
3.25;0.7881901974893782
3.5;0.7395777140822517
5.0;0.9444444444444444
3.75;0.7963330913226321
2.5;0.5949518627428796
1.0;0.6458826947983013
3.0;0.8261194134146255
3.25;0.6776550724402568
0.0;0.1453462589245592
3.65;0.865613814401818
4.4;0.7271089664149548
3.25;0.6432429270947486
4.45;0.7580014330820688
3.4;0.6336277318534344
0.0;0.24999999999999994
3.0;0.8015756517132674
1.25;0.5623041933094761
4.0;0.8623377481760333
4.15;0.9168528122896232
3.5;0.6327871957187973
2.75;0.5604952242831863
4.75;0.7222222222222222
5.0;0.8749999999999998
3.7;0.8656462585034015
0.0;0.2801477742546741
4.4;0.882731821853144
3.2;0.2857142857142857
3.25;0.5579631180264558
4.85;0.7296539550331504
2.5;0.5852399857521389
2.0;0.5016659357942495
4.25;0.7833494518006403
5.0;0.7222222222222222
3.4;0.7387767288892604
2.65;0.3692645048267573
3.9;0.793327022166148
5.0;NaN
4.7;0.9082830414770313
1.75;0.12271700991560083
3.0;0.5193449505483083
3.0;0.781191428489972
3.65;0.680828668319188
2.25;0.40596075587024083
3.25;0.6484686787379591
3.0;0.7757905603303057
3.7;0.6363636363636364
2.0;0.6000670197973061
3.7;0.9144069261844825
3.45;0.8010805080330827
3.25;0.7044505358298072
3.0;0.8279737829937677
4.0;0.8917065714674398
3.25;0.35467479674796754
2.75;0.3281835901977447
2.25;0.50035290743987
1.75;0.22360679774997896
2.0;0.4157580128704838
0.0;0.0
2.0;0.35378284042180425
3.0;0.617215184302213
1.25;0.3322221242178148
0.0;0.19867985355975656
3.4;0.7670228350845346
3.0;0.33650439694243295
1.25;0.45835507732472724
3.65;0.7816344036440463
3.7;0.8013678445810415
2.0;0.3132007163556104
0.0;0.1144811206544345
4.75;0.8888888888888888
4.5;0.8498365855987976
3.0;0.6268899734651041
3.0;0.7034593365032122
2.9;0.9743707949520092
4.0;0.7401798052220938
5.0;0.8894991799933215
3.7;0.7498191399161567
4.25;0.823365611903877
3.95;0.7526178090063818
3.75;0.9281558863924493
2.5;0.6493086280042932
3.0;0.6634499882390601
5.0;NaN
3.5;0.6532745799184878
4.15;0.5400336047074148
1.5;0.4130494219100662
3.4;0.85317283021909
3.0;0.6851737885183437
2.0;0.5248886610085913
3.15;0.6617534519875752
4.4;0.9534625892455924
2.25;0.5072461935199222
2.9;0.47122778548411137
2.75;0.7412302544798217
1.75;0.41666666666666663
2.0;0.4762237705121983
4.4;0.7206956290270352
3.0;0.8843849834121753
5.0;0.7342956432155869
3.25;0.7764941290972986
3.5;0.6282431546827352
2.9;0.7064438455698903
2.75;0.7694059973808449
3.65;0.7634529485905321
3.4;0.8274973366454172
3.25;0.7823083840505656
0.5;0.1074879154574295
4.5;0.8716370213557838
4.25;0.7546621374467763
2.75;0.6036455287691689
3.8;0.8666666666666666
3.25;0.629838195538164
3.0;0.6571210407072052
3.65;0.8092913569568301
4.9;0.8739040382224293
0.0;0.1939411070310529
3.25;0.771589780633247
3.45;0.7313582165106864
4.75;0.7999999999999998
3.4;0.5558021092945906
3.25;0.9192163708523211
3.25;0.7224563458198922
3.25;0.4330127018922193
1.0;0.32324314546707533
0.0;0.1510528017977098
3.0;0.8111445517529203
3.0;0.6550450407720807
3.25;0.6846531968814575
4.85;0.8591337805644068
3.0;0.9187860934697013
2.25;0.389989799556456
2.75;0.6631019438303454
4.0;0.9072221051385091
1.0;0.17407765595569785
1.5;0.48304589153964794
3.0;0.7391020486823502
2.4;0.5530350452371284
3.0;0.6008797538161748
1.5;0.21164634098352048
3.0;0.822740492696779
2.5;0.7412097354767977
5.0;0.9767312946227962
3.25;0.9396127187239175
4.9;0.45141589104537494
4.35;0.9469929595433455
3.0;0.6594473161741677
3.25;0.6979075514268549
3.25;0.6796271247101745
4.25;0.8716370213557838
3.25;0.7069934849365399
3.95;0.8039221690958307
1.65;0.321519612110595
3.0;0.6116156079623418
3.45;0.6836853359171838
2.0;0.2731143536514302
3.5;0.8038160615203243
2.75;0.8750281218287514
4.25;0.8994806123666034
2.5;0.649297954911418
2.75;0.7758918628686367
3.0;0.7586701223401875
3.0;0.6122282765030835
2.75;0.7768417534144316
3.9;0.9003906706300622
3.25;0.7746735174501876
3.9;0.777453111735201
3.0;0.6157113839159907
1.0;0.5943914693593393
3.0;0.6144061955322977
3.25;0.6940286741252901
1.5;0.5311473463672076
3.9;0.9486832980505138
1.75;0.49314308899117265
3.0;0.7632904699581904
3.0;0.6070954840684908
4.25;0.9718253158075502
2.0;0.13363062095621217
3.9;0.21320071635561041
4.75;0.9409205952012213
3.25;0.8821423067949103
3.5;0.2323233752001775
3.75;0.951316669936364
3.75;0.7995410808994777
3.4;0.7242669209456617
3.15;0.6808810221857318
3.4;0.28490053726670783
3.0;0.6674238124719146
1.0;0.3364829179068217
3.5;0.6172133998483678
3.25;0.6352697228275994
2.0;0.5796771955772733
2.5;0.5802722180064299
2.9;0.7346069795686943
1.75;0.6161209184158558
2.9;0.19435860719989836
3.25;0.7332071860317255
4.5;0.7660323462854264
3.8;0.7570807217787765
4.5;0.8463513944345646
3.7;0.7299838363608171
3.0;0.632171632583522
3.85;0.8451542547285166
0.5;0.20034310350766416
4.2;0.9682458365518541
4.4;0.7617357811121527
2.5;0.6492324381118855
4.25;0.7016464154456235
3.25;0.8416668740362245
3.0;0.6195306989092617
5.0;0.9356167735254459
4.0;0.9494270309549286
4.0;0.7842144730092272
0.0;0.0
3.75;0.5210943883766554
4.75;0.9622073322933973
3.65;0.7899142858015673
2.75;0.5487913068989503
4.2;0.8333333333333335
2.5;0.6057374387392555
2.5;0.7655583765839524
3.25;0.8304190818370158
2.0;0.406580714346955
4.35;0.8215838362577491
4.0;0.7982085006356718
0.0;0.20507232726664526
3.25;0.559386057525155
4.2;0.8959786703810408
0.0;0.22545090724005737
3.85;0.8100602836689088
2.75;0.18948873194767513
3.0;0.5943160160035825
3.25;0.761509609095635
3.25;0.7930970440452114
2.5;0.5570518151189647
3.65;0.7717304217895644
4.4;0.8268688657895648
4.0;0.3241105792759002
4.2;0.9503169472521731
4.4;0.7402439024390244
3.9;0.8852202101634177
4.9;0.9155786013045061
4.5;0.8829876293427028
4.25;0.9045340337332909
2.5;0.7716290652677897
4.5;0.8994806123666034
4.35;0.9534625892455921
3.25;0.8749880630650257
1.0;0.5255452622718453
2.5;0.3681558956126205
3.4;0.5498362247736761
2.9;0.8153683822801404
4.05;0.9285714285714286
3.45;0.7548415208857038
0.0;0.2937097110565149
3.0;0.7182062966466314
3.0;0.6347005730536188
3.25;0.7572401854185358
3.25;0.7169314659400774
3.0;0.8026090724654421
4.9;0.8836036197059711
3.0;0.8002387560614672
0.75;0.19202309571911177
3.4;0.8323763580109759
2.5;0.7777777777777778
2.75;0.5251499363791365
3.95;0.8781958679417016
3.8;0.8744746321952063
3.8;0.9252019396163846
3.5;0.6731449099809145
3.0;0.6674117869429347
2.75;0.6570669001333191
3.25;0.5586356423737869
3.45;0.8985852323934039
3.25;0.7790787904345783
3.75;0.8462503135762458
3.25;0.7851955830601829
2.5;0.5168413289942645
3.8;0.808378281924957
3.0;0.7872521285429401
3.0;0.5597358024343653
3.0;0.40434482454716475
2.5;0.5916079783099616
0.0;0.10032154423814099
3.25;0.7904217236792832
2.9;0.43621962293158995
0.0;0.276178674899594
3.45;0.7544155154322041
3.5;0.8394963915938238
1.5;0.3199852159620178
2.25;0.40907210047007486
4.9;0.8888888888888888
3.25;0.8242074297706043
4.25;0.8925735242095804
2.9;0.11180339887498948
0.5;0.41250223970925304
2.25;0.701050826963402
4.5;0.64543896323715
4.25;0.7905694150420948
4.9;0.8941267276013325
3.25;0.9510800400022352
4.5;0.6561397277413692
3.45;0.4447996615689604
2.75;0.5723678381028826
3.75;0.705191013447259
4.2;0.7501195454446519
4.2;0.7618116293361893
1.5;0.4142518784795757
1.0;0.7064421922152924
3.25;0.6509242423011011
3.5;0.9738626943780417
3.45;0.7599241737651126
3.0;0.7042920459223332
2.75;0.22916666666666663
3.0;0.3964795303198171
1.0;0.26206343748912564
3.0;0.6386704533714946
2.9;0.8803523537828788
4.15;0.8444444444444443
3.25;0.7146387994336381
4.4;0.8772407206983053
3.7;0.7531353883366324
4.35;0.9106663314234764
3.25;0.8736123896349035
3.4;0.6885508923680059
3.75;0.4677071733467426
2.75;0.7290194890895252
3.0;0.8465003434467371
3.75;0.3418752207931076
2.75;0.3494822144989661
3.25;0.6060915267313265
3.75;0.19364916731037085
4.25;0.8703880218701908
2.95;0.4835951649324839
0.0;0.050251890762960605
2.75;0.4861527926641233
2.5;0.696040449415523
4.9;0.9056908107443747
3.5;0.6633972673397155
0.5;0.3006031956856242
3.4;0.7638038460194185
1.75;0.4218307438660537
2.5;0.6287043778849253
2.25;0.508603718330148
2.5;0.48574536056958717
3.5;0.6662277660168379
1.5;0.33446619684315537
3.75;0.5857161764601613
3.0;0.7128067018489099
3.45;0.9525297451157198
5.0;0.8571428571428571
1.0;0.40921519523173067
4.9;0.8429663788879023
3.25;0.6101872137410718
3.25;0.8226602148297534
3.4;0.91278101648785
3.25;0.649688554968533
4.0;0.9999999999999999
3.25;0.7219145821394208
3.9;0.8840282804968823
3.75;0.8406055240472927
3.9;0.8272034655098145
3.7;0.7216901400690132
4.25;0.9407349246315182
4.0;0.33541019662496846
4.25;NaN
2.25;0.3961086048000725
3.0;0.8205737678072018
0.0;0.16000261230887305
3.45;0.487789388838212
3.45;0.6532167314473042
3.25;0.6703208457033861
0.0;0.2461829819586655
4.15;0.8001409182243704
5.0;0.8785290402553578
3.9;0.7974304478706531
3.25;0.7966934361854918
1.45;0.13824388190667752
3.4;0.7244613877645611
3.25;0.8543825893831192
0.0;0.10202886549856949
1.25;0.31860997169455646
4.3;0.913346259032624
3.7;0.785776516728946
3.25;0.7126966450997984
3.95;0.6488315732704002
3.0;0.6540527569570156
5.0;0.7705955120960297
3.0;0.7191616770286192
3.4;0.7244660750787131
4.35;0.7893522173763263
3.0;0.7380014782221991
3.0;0.5702648820538357
3.0;0.4222779472135663
3.0;0.6205225020063037
3.25;0.372677996249965
3.0;0.6934190839081353
2.5;0.6060137253213085
3.0;0.7890998973537882
0.0;0.2581718924886181
4.0;0.512312341908321
3.9;0.7502259267527221
4.5;0.9341851123382354
3.4;0.5103103630798287
4.25;0.9428090415820632
3.45;0.8497223582720173
4.0;0.795448072853568
4.4;0.8477297767219445
4.4;0.8336520525648823
3.25;0.7857920423283871
3.0;0.7955466250846046
2.5;0.6674118564258917
3.45;0.8017835220741516
2.75;0.5169766376502418
4.9;0.8891965776187938
4.0;0.5946440895061995
4.9;0.9332590084236236
3.9;0.8767140075192092
4.9;0.7905694150420948
3.9;0.6948915562508005
1.75;0.5920068637635798
4.0;0.7921769538271115
5.0;0.8622094133042424
4.25;0.6565887315606973
3.4;0.8307939327355698
3.25;0.40201512610368484
3.0;0.5052377476490365
2.75;0.4193726418461881
2.5;0.35061817434811104
3.25;0.9848741976232511
2.5;0.6145574117136977
0.0;0.20362191942530955
3.25;0.8490378490611412
4.25;0.8557585924180136
3.75;0.8802262973921773
3.9;0.8040302522073697
4.5;0.951788982206293
3.4;0.8009579949679559
4.25;0.8093216063954103
0.0;0.26636366733617867
4.25;0.926485358269724
2.9;0.6141802175931491
1.75;0.2983695779353996
2.75;0.505533506850379
4.75;0.9155786013045061
3.9;0.7059477093754701
3.5;0.8151986367478186
3.45;0.6262242910851494
3.75;0.6328139805821673
4.75;0.5262348115842176
4.25;0.8528028654224417
3.25;0.8308254178281212
3.9;0.9085361055601713
4.2;0.4139091092928727
4.25;NaN
3.4;0.6773386416506229
2.75;0.69962432249478
2.0;0.627732147650889
1.65;0.23701744730874158
2.75;0.5176496317413519
3.5;0.7609242891185756
3.0;0.6297742280186767
3.9;0.6499999999999999
3.25;0.8832975191113505
4.0;0.9499999999999997
3.9;0.7565174819048528
3.95;0.7622983346207417
2.75;0.7158531517513095
3.0;0.7426355779418493
2.5;0.630156961636826
3.0;0.7470681328314058
2.5;0.48310621598098713
2.75;0.6824480942663669
2.75;0.15724272550828775
4.5;0.9508611544030501
3.9;0.8596925511921105
3.4;0.7071067811865475
4.0;0.893527473222578
4.85;0.9138414722659989
0.0;0.34086750231617946
4.9;0.9534625892455924
3.5;0.5763025318907986
3.25;0.6648820980299341
1.25;0.3847436875580873
3.15;0.716582275109526
