Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;PubMed-and-PMC-w2v__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Sum
4.25;0.9801168305020619;0.9796927349062146
0.0;0.6497026365212802;0.5192314754098346
3.5;0.9435103760050246;0.935447943315111
2.75;0.8634902951520326;0.8681166426438781
5.0;0.9624838298105687;0.9273308504677463
3.75;0.9688204674231686;0.9678857452040488
3.45;0.9565814999021052;0.9559203030692612
3.0;0.9817582704603774;0.9810609492402007
2.25;0.7642067909086596;0.7883829021148252
3.25;0.8041795881408381;0.7974296470531245
4.2;0.8720494741398402;0.890699594119152
4.25;0.9766463063027822;0.9766715046561799
4.4;0.9761266958776399;0.9822962523791954
2.5;0.9222773630553684;0.9202035223699739
1.75;0.6843026526453058;0.6680989822641332
3.5;0.9360301068658525;0.9273136026757203
3.5;0.9712035412851954;0.9696594563708236
5.0;0.982653672325311;0.9823219578186676
3.95;0.9413412165138485;0.9437721111701194
3.5;0.9259799067488407;0.9246663185448701
3.25;0.8031023950099837;0.7826744328395097
4.5;0.9140920160705892;0.8729384346499923
0.0;0.798891486834109;0.7868272475657684
3.1;0.932138744422369;0.9380811250940772
3.5;0.9582916374804354;0.9591462107685486
4.25;0.9881929623435348;0.9888133569763559
2.75;0.8418577657584441;0.8290399738992805
3.5;0.8390482751191992;0.8173424862803098
4.5;0.9855297274082263;0.9748809600466518
3.5;0.9688555925250274;0.9644357421999694
2.9;0.908145759725739;0.9059798021328487
3.0;0.9526567794810153;0.9562063305758979
3.0;0.9605012296504993;0.9608652201550415
3.0;0.8401292962226073;0.8310491959146454
4.0;0.8594922644359826;0.8433448249134888
0.0;0.49012293986287175;0.489305552157284
3.75;0.9381564995802852;0.9183542622803993
3.0;0.9876612992255784;0.9870209659589304
2.5;0.8190901044389631;0.8784706789625927
3.5;0.9692023436902563;0.9591704995098029
4.0;0.8767804337229929;0.7956331049088751
4.5;0.9188367634018542;0.9052495764509297
3.5;0.9658179387669318;0.9184130315702894
2.5;0.8632217650654506;0.8080033278822616
3.75;0.9834603336048526;0.9774587891281904
3.5;0.9117805139335843;0.9100308911562266
3.0;0.9413739828090191;0.9329605843454817
3.9;0.9041137081454048;0.8772668079128889
3.25;0.9094453607626802;0.9026133819193684
3.75;0.9925466355747805;0.9914433935020139
3.4;0.8666770841508864;0.8687998962760327
4.75;0.9738028194827106;0.9686190804446887
3.5;0.9508308692444969;0.950620380137759
3.75;0.7705516106623375;0.8130992910312758
3.25;0.9318969183588155;0.9299694622120583
0.5;0.6887761742207382;0.7002508946402725
0.5;0.7428215262858912;0.7355844270259624
3.75;0.9493021082997577;0.9170490168656925
3.25;0.966755528032262;0.8745376540174832
2.5;0.7057497887309949;0.6353109415772897
4.95;0.9804340269195644;0.9330889709477099
0.0;0.7252347503488086;0.6996789538719391
3.4;0.9756993278073207;0.9706166531860209
3.0;0.9585841597653915;0.9511710118744232
3.5;0.9016701654106484;0.9005717783192912
4.25;0.9630229421021761;0.9622037825527726
3.0;0.9879974822043551;0.98700575457779
3.9;0.9662009243191403;0.9414843835447705
3.25;0.81354670712831;0.81354670712831
3.0;0.7733904560816042;0.7734310842850164
3.5;0.9347014240581734;0.9326248387756372
3.25;0.9062467329853446;0.9051471436532279
4.45;NaN;NaN
1.5;0.8381043654146377;0.819326059599
3.0;0.9014963884141578;0.9010930067073021
3.25;0.9620709360217062;0.9314533370825248
3.9;0.9757266892375502;0.9752530217326199
2.9;0.9228212091629612;0.9212070455466393
2.0;0.5469956495145647;0.7829764268973147
3.75;0.9443607340210941;0.9425791377256846
3.0;0.9631201592482207;0.9635119414783727
3.0;0.9215944323925758;0.9202873868865877
1.5;0.6990569464233738;0.5393703903730958
2.4;0.8490542206732963;0.833687891594725
3.0;0.9517440547623306;0.9512771866348805
0.0;0.39418505800611264;0.3550337341496992
3.5;0.8961123053625517;0.8791446912749564
3.5;0.9874427004351881;0.9856492336253303
3.75;0.9375562172690395;0.8964941893334817
4.9;0.9951697202607467;0.9951278031390506
1.25;0.8456560890146493;0.8380308777270895
3.0;0.9564998812963604;0.9476513500239031
3.75;0.869731186751648;0.8595481363668112
2.0;0.5499652760834051;0.5702351393492276
3.0;0.9152357711866145;0.9114264742808852
3.0;0.7814267305669811;0.7451716678487755
2.1;0.7751506245171919;0.7784586007797856
3.0;0.8071594923633358;0.7999922541614455
1.5;0.7425036264822685;0.7398062301642057
4.75;0.847114219725349;0.822879299316637
3.6;0.8256772059784739;0.8217627452978762
3.0;0.8963358532325321;0.8748634496418534
3.25;0.6580245674401249;0.6443062509103862
3.0;0.8738478824739023;0.8777434560306786
1.5;0.9249207081532613;0.9099057712648524
0.0;0.8536781862849205;0.8409717894786964
3.9;0.9723304025747351;0.9709357070084766
4.45;0.9680674761648737;0.820349302006167
0.0;0.8465533723692596;0.7589752189473745
3.0;0.7521084435310125;0.7520924041558048
3.6;0.8920285495023961;0.8817591605530438
3.5;0.9112405658624351;0.9432958886051258
3.45;0.9919812746273975;0.9919320411536585
3.0;0.9669119040325841;0.9452757200251053
3.0;0.878703755987601;0.8567598961169293
3.5;0.9711331413098498;0.9717625874916805
4.2;0.9983743889994532;0.9987034311188574
3.25;0.9266401033847498;0.9220624439395574
2.0;0.8104580566750581;0.800268089837134
0.0;0.7363445937154356;0.7360403728039495
4.25;0.910112419114566;0.6705271219763931
4.25;0.9558348056779578;0.9117197759043874
3.0;0.9642102644661129;0.9592302921114728
1.5;0.727606176403329;0.7159306481007661
4.25;0.9351402619698072;0.9187710077785836
3.5;0.9334266383928103;0.9229538418338425
3.75;0.899371480437382;0.8495960038568338
3.75;0.9851391946870577;0.9773965804190909
3.75;0.9788061722348902;0.9750290505130085
3.5;0.9098205068875902;0.9003240078043104
4.25;0.9899263622094036;0.9906469138505116
3.0;0.9169135890784615;0.9128566332602731
3.5;0.9525577276043319;0.9519919829197944
3.35;0.9300069427129584;0.92622975820668
3.25;0.7138156257023475;0.5426203248548297
4.4;0.8540343731298793;0.8453043785512779
5.0;0.9602572027265779;0.8768237312980331
4.4;0.9763275998810836;0.976004067359006
0.0;0.5264000181170359;0.5272198009351174
3.5;0.9660562026899101;0.9655089176111644
3.9;0.9645994404682432;0.936232676772365
5.0;0.9304690252965951;0.9266597931055419
0.0;0.6739269772078085;0.615143503026397
3.0;0.9175089512818158;0.911563073617738
3.0;0.9207071659456126;0.8814189216522028
4.25;0.9616712140968372;0.9328258605538137
0.0;0.7034594865275553;0.5334539482776162
3.5;0.9309695018118725;0.8655816636753596
3.1;0.8045975067580655;0.7861385437850773
3.0;0.9348356258442546;0.8738426012408996
3.0;0.9493600777913328;0.9490019153226257
3.0;0.9734146878617539;0.9766387482222411
3.75;0.9733340954706546;0.8660042386309459
0.5;0.7622651749605059;0.7331534124321081
2.5;0.710632332528037;0.7429764537533006
3.0;0.8185278103736544;0.8185102997878773
3.75;0.946685649722611;0.9169178298030916
3.5;0.9719059619523444;0.9717375499104605
3.9;0.9409728114920018;0.9302515757983159
2.75;0.9425600470174189;0.9426242158427213
3.0;0.9678864527325948;0.9667478736091685
4.4;0.9889107827091442;0.9886133121152447
2.0;0.886793581104922;0.8712372053192574
3.5;0.9829195501456718;0.9761167523517932
3.4;0.9119592692636596;0.9116786226044608
4.95;0.9519775761761268;0.7923859740175682
3.75;0.9472740655272465;0.947257980340975
0.0;0.8529957218019572;0.8426681184762872
3.75;0.9550950718522611;0.9476820093435897
2.9;0.7550360978818074;0.7424047798591521
4.75;0.7925253776182607;0.7847578403507385
4.9;0.9865608462978678;0.981436004481417
4.25;0.9891623284542735;0.9887773382594851
3.9;0.9827987989210867;0.9836683992404187
1.95;0.9224014964146879;0.9092478803992825
3.75;0.9863091637013085;0.9855712878321691
4.25;NaN;NaN
3.0;0.9616680091900845;0.9505285400041819
2.25;0.8709027313436578;0.8628253666940398
2.5;0.5718413312152736;0.5523453293131698
3.0;0.8994233608314633;0.8987965641832837
3.25;0.8881177969915549;0.8551110654455436
4.0;0.931661131527575;0.9140471682955804
4.75;0.9025139273596591;0.8426577535111159
3.0;0.9342532918725536;0.9331430357756246
3.4;0.9657211095906277;0.9658558658264055
3.4;0.9134351914760468;0.789241040245049
0.5;0.7739634284764565;0.7711689766849957
1.9;0.8384244957707293;0.7725262552291384
4.5;0.9989698185912629;0.9989658062240725
3.2;0.9552547250612134;0.9246770213560808
3.25;0.9795336833805367;0.9794966378122998
3.25;0.9770800035154044;0.9696136459900476
3.25;0.9846174885207867;0.9845651853159402
3.0;0.9627641174725902;0.9590427312585507
3.45;0.8981108364572794;0.8835633608281253
3.7;0.9252553445118737;0.9259929912893076
3.5;0.8980976937206717;0.8930095465811655
2.75;0.8797342661996517;0.8585469109981125
3.1;0.9185699126748513;0.9010159816226948
3.4;0.9701262377469282;0.9548093933585958
3.25;0.8597679772269187;0.8488189073619079
3.35;0.844889698081604;0.8470518572140492
4.9;0.9652121921970362;0.7928530582434512
3.5;0.9683843157241369;0.9671441838113525
4.65;0.9754641327096906;0.9259588581165219
4.75;0.9299595746270217;0.9371489845160058
4.7;0.9930289512836363;0.9929385235863379
3.5;0.9726176332655473;0.971910992681796
3.25;0.9682366718602116;0.9682030397996277
1.5;0.7064017181232435;0.695919869671793
4.2;0.855000499811693;0.8321147945838417
5.0;0.9623291008085494;0.9613424667615433
3.0;0.7644727542211908;0.7596018397103831
3.0;0.9276733501333999;0.8290790986660076
5.0;0.9943835903731634;0.9934611146011864
0.0;0.702041307752614;0.686135201510519
3.5;0.898532524810912;0.8677068045750951
3.75;0.9179245500516979;0.8557836396894585
4.5;0.9324128607745764;0.9331741291233716
3.7;0.9820136780955646;0.9812852970802306
3.25;0.8738604626123994;0.8196065725840265
4.25;0.9832584709008221;0.9792234533875663
2.0;0.7914974516605736;0.7836064944230945
4.0;0.9266397537667355;0.9196096753642542
3.75;0.9523811708125343;0.9574397380794611
3.5;0.9889491933176422;0.9888675563312213
3.0;0.9402161136331201;0.9381039271800934
4.95;0.9345095837221422;0.9362136547409186
4.0;0.9223044079982874;0.6708028667254318
4.0;0.959842614342515;0.7817944713064682
4.9;0.9852046969329367;0.9851822355813125
4.9;0.9694180352578547;0.9673429766682656
3.7;0.9878593856396156;0.9879135282412397
4.0;0.898773759206766;0.8937596776849147
3.25;0.8024905869298151;0.7810408381761267
3.0;0.98975309090584;0.9895861214685324
2.25;0.7614426614200354;0.759411130313224
3.0;0.9659792259773745;0.9459794666695824
4.0;0.8966623258976519;0.907613245411185
3.4;0.8311303150050257;0.8261558179267261
2.9;0.7580173958529365;0.74670728610681
3.25;0.9656229635837488;0.9643784911890797
2.5;0.8946988781575792;0.8828872157960707
3.7;0.947933433031574;0.9487950725046641
3.25;0.9664333721021404;0.9626386116696558
0.5;0.5766704865853902;0.5447818383526917
2.75;0.8909975093277387;0.8903018249568599
4.0;0.9429313552523874;0.9418592519991535
1.75;0.7925252430736011;0.7738946522187584
4.0;0.9739271656034306;0.9658038957239317
3.45;0.9010793854626428;0.888836007923912
3.4;0.981564026319279;0.9760506206662084
3.0;0.8938560082678114;0.8902331412640239
4.25;0.9389910482529016;0.9481120492866826
3.0;0.9346357572556935;0.9344964079847707
3.0;0.883012034534123;0.8737018333137457
3.5;0.8736709176597451;0.7700424576271472
3.25;0.9635502732736237;0.956845723028163
3.45;0.9363985287080202;0.9353109661163346
4.6;0.9058523662683752;0.9060711138202854
4.25;0.944643605413693;0.9442066457227719
1.5;0.6339452958555704;0.6547985680777324
2.5;0.8797942807691332;0.8688552297560832
4.75;0.9721309955996521;0.9658887222105106
4.4;0.9824878725116306;0.9825706039376494
0.0;0.7507131083263958;0.7495627653662766
3.25;0.8880701394428215;0.8875354662586592
0.5;0.7646323820078135;0.7565224751405466
3.4;0.9707906911918556;0.9684243092252177
3.25;0.9895410571849975;0.9894863761353653
3.25;0.919100883888204;0.9173742062334278
3.0;0.6577777926259113;0.643859525651819
3.25;0.8950403179494728;0.8935030317795519
1.5;0.8271506091873937;0.8216444221152593
3.2;0.8858011645726811;0.878504755812248
0.0;0.6714328357986907;0.5478130807158077
3.0;0.8745898057327649;0.8732929436741312
3.4;0.922925932480359;0.9091773732517906
3.25;0.8979530452368767;0.8980461455583371
3.5;0.9370528155482268;0.9062156682022319
1.5;0.7895817779847445;0.7405376755934139
3.0;0.8587867455355498;0.8570188817820267
4.9;0.9572511989647399;0.9443124825435576
3.45;0.9236779315569457;0.910208673615125
4.25;0.9188368490148111;0.8169285909482288
4.5;0.9878994710087357;0.9875693705236352
3.0;0.9243032210755276;0.9187769762324969
3.5;0.7185803123433591;0.7084333153855494
2.25;0.8146113174198572;0.810033588746316
4.25;0.8695365724654907;0.8508197795367333
3.4;0.9620777866090289;0.9574095681955382
3.75;0.9965932304009758;0.9965902580260116
4.25;0.9850566385800535;0.9832120882275928
3.25;0.9836931026602453;0.9825900817974643
3.25;0.9109360404893923;0.8982924640522161
3.65;0.9558407140778507;0.9236793914563212
2.75;0.7243812957252566;0.7174235126509009
1.5;0.7908639492618033;0.7906440187521617
3.0;0.9063288646409579;0.905742090918959
4.25;0.8358771854892243;0.7689845994586969
3.5;0.8795715264082035;0.8528260789134349
3.0;0.8890735323285368;0.8713541264298803
2.0;0.8921908912557417;0.8492770507877992
2.5;0.6889219046687705;0.6820680284834184
0.0;0.7844783150278628;0.7123939753209134
0.0;0.7488055193913801;0.7460873840409368
4.0;0.9622517696416076;0.9635158700164609
3.35;0.9040749563034667;0.8902989790880751
4.25;0.9462713726517392;0.9449700598892433
4.25;0.9056751989161177;0.9307535625076081
3.45;0.9671737890980057;0.965755515797769
4.25;0.9832584709008221;0.9792234533875663
3.0;0.9871932963967175;0.9873513245683374
3.45;0.7238331384924717;0.6702286642073914
0.0;0.6961478223860601;0.6959322904956167
4.2;0.8992893769230741;0.7826210206504272
0.0;0.5313900846020609;0.5284562371492928
3.0;0.9184375442079029;0.9141224429847451
4.75;0.9574100509949314;0.9529912284198402
3.25;0.9169296057081752;0.9159451833540265
3.25;0.9724648933398271;0.9740193208558944
3.65;0.9746308696946901;0.9760170910958582
3.5;0.97421903075848;0.9735119186924689
3.0;0.9189540869930458;0.9087599860975603
3.25;0.9094842348019975;0.8773078057181658
3.0;0.8258031435195914;0.8190845973210413
3.4;0.9733086468245674;0.9720258021457595
3.25;0.7243800691905795;0.7162706421035681
4.25;0.9767070994087037;0.9754953850873881
3.4;0.9189471256863846;0.903688625019386
3.0;0.9447339420973299;0.9400864666941888
4.75;0.9794790961069271;0.9794282457471446
5.0;0.9934098905280478;0.9934763852052331
4.5;0.9552020590895534;0.9544963564948278
3.0;0.9122497628013179;0.9098319269116288
4.2;0.9522168737365551;0.9220497726699923
3.25;0.9313150500561113;0.9300265457309601
4.25;0.9706484797075148;0.788173636497727
0.5;0.6353616300936591;0.6285863577272718
3.95;0.9088061361565152;0.9092689318810591
3.95;0.9935604660125072;0.9425512236734243
1.75;0.7607004721446349;0.7552233300903408
3.95;0.884956237674367;0.8923634087284985
4.25;0.9679931928655509;0.9656605011568161
3.25;0.8789519323806017;0.8718337440426107
4.2;0.8806158162305079;0.6922450735865652
2.95;0.902869837937596;0.9032598665507183
3.0;0.8650866007528353;0.8623149752583019
3.25;0.8240895506961609;0.8245186862094023
0.0;0.5824688072730315;0.5810080382383889
4.9;0.9747293919096148;0.9736297476757896
2.9;0.8326134040551405;0.8849209488006009
2.0;0.7702025655901207;0.7547672965192722
1.75;0.8086255928731624;0.8015329257463718
3.65;0.9687196526344762;0.9680593699949048
2.5;0.8570404957709257;0.8525260486483786
0.0;0.5774455647565634;0.31538302899959414
3.0;0.8351904567099018;0.7924091976599864
5.0;0.9843005562158064;0.9832254717615286
2.25;0.9156684989932504;0.915132757801393
2.5;0.945926487464503;0.9449597316114628
3.0;0.9437761501397243;0.9438609795448379
2.5;0.6424989901598314;0.631326721757148
4.5;0.9707396100623044;0.9733811220262013
3.45;0.8704830588162183;0.8263520230200808
4.2;0.9588033271296843;0.9554549415488652
3.95;0.9407549294021912;0.9322565496888863
4.4;0.9916755423083619;0.989093970581446
4.15;0.9851397816651764;0.9822261808753134
3.25;0.9335668237108663;0.9393475446952211
0.5;0.7754886052841851;0.6973005543518268
4.15;0.9852366608055859;0.984037905781617
3.25;0.8048952305886367;0.7910179092006472
3.4;0.9630082227241091;0.9372840547570921
2.75;0.9219519184461942;0.8887919524659068
4.85;0.929873956202564;0.8776741694805051
1.0;0.8109252192042526;0.8109926815364571
4.25;0.9635770920467519;0.9551387804451782
1.25;0.6759757586584653;0.6381090528159502
2.75;0.772161947969233;0.7583661919394746
3.15;0.9347070896427889;0.9267358684120317
5.0;0.9781863163473388;0.9783471997369535
0.0;0.7914162048502894;0.6403357754590077
3.4;0.9619580684614655;0.9616205321930711
2.75;0.8617578184013645;0.8500282415426226
3.2;0.8776868854217273;0.8748219056919601
5.0;0.9439841010002235;0.9439841010002235
3.5;0.9284002054148007;0.8685605655266698
3.0;0.8013427089517957;0.7858594144680161
3.15;0.9340947687656241;0.9242112997444165
4.25;0.978446982997236;0.9823376621067831
2.7;0.9019437109692099;0.906840278954367
4.75;0.989731703775612;0.9898294547915828
3.5;0.8290128348261678;0.8152231731785088
0.0;0.4263345653326466;0.40291662120695093
4.0;0.9260602686401015;0.9245414652549021
3.25;0.952496758703117;0.9495845424572632
4.75;0.9845651605911045;0.9792261326652983
0.5;0.7840809901611431;0.7834740785223665
3.5;0.777062225289654;0.7636181232035132
3.25;0.9033016761698733;0.8675394301082323
2.25;0.8453538530194544;0.840500098379035
4.2;0.9308008298787559;0.9315024455430942
3.75;0.8569755285612927;0.8461621377746648
3.7;0.9553656010456391;0.9339281249616671
3.25;0.9848170154014934;0.9844058808136678
3.45;0.8667396165149445;0.8357870746856059
4.9;0.9862017309364696;0.9447897251544402
4.75;0.9833590976830164;0.9781268634560093
4.9;0.9716092399746205;0.9552276275185011
0.5;0.8000860113283961;0.8002655921522133
4.25;0.9959861732336797;0.9962924045674121
3.75;0.9832030249180338;0.9785294928111385
3.45;0.9237970814322178;0.9140261757199022
3.95;0.8497954380150768;0.8351123887924707
2.95;0.8533283651628638;0.8509602987531487
4.0;0.9480667391331609;0.9171668202452636
3.25;0.8713834760516127;0.8200908263197756
0.0;0.8121189172202592;0.8157630038284934
3.25;0.9009190115454534;0.8849577471915713
0.0;0.788990315750315;0.7151942863444528
2.75;0.8768161126418553;0.8762442242328807
4.25;0.9579599499090038;0.945648889057532
3.85;0.9931260037837142;0.9931398163586788
3.5;0.8553578699554193;0.7521527137239028
3.25;0.9670254876886796;0.9643275926318174
3.55;0.9687170544126109;0.9586008738955749
3.25;0.9234276060917692;0.9196609231463696
3.25;0.8600566017101771;0.8598900581044843
4.0;0.8938999664291711;0.7935591148297186
3.4;0.9487310084945413;0.9233332984036957
0.0;0.6842679379803922;0.6674455174295697
3.5;0.834721611091835;0.8253520222617954
1.0;0.8132160050976531;0.7975916145885916
3.45;0.966229099141167;0.9639604080664999
0.0;0.6274710428916582;0.6281054618521935
3.25;0.976167574856296;0.9656077064264401
5.0;0.9854818619908666;0.9686488885001413
3.25;0.9368667283537153;0.9285232344021346
3.4;0.9515924349166853;0.9446748062872098
4.25;0.9344365454273545;0.9309968450441409
3.45;0.9418065879192589;0.9325159643856614
4.25;0.9409348298952642;0.9209475361570814
4.0;0.875213094823032;0.8735821224622733
3.0;0.8969585175234952;0.8973659850805176
0.5;0.8376546336215854;0.8336071718072318
3.75;0.9260069753705965;0.9249628443878258
3.25;0.9630171821671043;0.9613312023568176
3.5;0.9279622257179704;0.9109326271887732
5.0;0.9702876645510466;0.96482686277975
3.75;0.9543589992549957;0.9446600886961704
2.5;0.8865966429308509;0.8830293361868929
1.0;0.7835355120434616;0.7677987782810977
3.0;0.9840160610084716;0.9836214564371796
3.25;0.9410901591847689;0.9376225931313663
0.0;0.7512962833683654;0.7524546141205987
3.65;0.9505371576141859;0.9419394379700584
4.4;0.950972973810076;0.9412198936866354
3.25;0.945360109895812;0.9414492428527759
4.45;0.972627752203535;0.9622541889062834
3.4;0.8726069918546717;0.8767225704020604
0.0;0.7252733456458736;0.6950849715349928
3.0;0.965566873321848;0.9626291156593003
1.25;0.7289209113976507;0.7167265528674412
4.0;0.9578203296149169;0.9497435325534845
4.15;0.9762507873556945;0.9762742315688908
3.5;0.9093633061418503;0.9139478142856567
2.75;0.928619083408001;0.9233003026490998
4.75;0.9331168979722255;0.9329247768115618
5.0;0.9616085162618038;0.9619547521394235
3.7;0.9399692561415219;0.9406855942818444
0.0;0.6767664792488367;0.6763367990642659
4.4;0.9822904406714975;0.9815838518783078
3.2;0.8075963661503103;0.7974705130990668
3.25;0.8959763634684723;0.8919767460944971
4.85;0.8766584892491451;0.8314333768733914
2.5;0.870767390559867;0.8144316132850374
2.0;0.7097732953546885;0.6695700726696754
4.25;0.952276480729598;0.9508491495645751
5.0;0.9873025926524609;0.9873268156661601
3.4;0.9641061525350358;0.9569503627758378
2.65;0.8374645309482861;0.8237570423100853
3.9;0.9623485647259526;0.9580581931368046
5.0;NaN;NaN
4.7;0.9826822286810335;0.9794123485006466
1.75;0.7042007454915217;0.7018605627965274
3.0;0.8811493709662945;0.8649602360328656
3.0;0.9137362934858967;0.9194573957249581
3.65;0.9029244166717327;0.901502317779913
2.25;0.7838780440797072;0.5991241265505677
3.25;0.9060263976435522;0.9048496656833408
3.0;0.9630686908829692;0.9504605097822559
3.7;0.9180304340807878;0.9181411822702361
2.0;0.7199387487849106;0.700718082557135
3.7;0.9820148106165107;0.981509498278403
3.45;0.9505739425234051;0.9424061737498651
3.25;0.9486588174809458;0.9516706303006284
