Human;UBSM_Metamap_AncSPLRada;UBSM_MetamapLite_AncSPLRada;UBSM_Ctakes_AncSPLRada;UBSM_Metamap_AncSPLWeightedJiangConrath;UBSM_MetamapLite_AncSPLWeightedJiangConrath;UBSM_Ctakes_AncSPLWeightedJiangConrath;UBSM_Metamap_AncSPLCosineNormWeightedJiangConrath;UBSM_MetamapLite_AncSPLCosineNormWeightedJiangConrath;UBSM_Ctakes_AncSPLCosineNormWeightedJiangConrath;UBSM_Metamap_AncSPLCaiStrategy1;UBSM_MetamapLite_AncSPLCaiStrategy1;UBSM_Ctakes_AncSPLCaiStrategy1;UBSM_Metamap_JiangConrath;UBSM_MetamapLite_JiangConrath;UBSM_Ctakes_JiangConrath;COM_WBSM_UBSM_Metamap_AncSPLWeightedJiangConrath;COM_WBSM_UBSM_MetamapLite_AncSPLWeightedJiangConrath;COM_WBSM_UBSM_Ctakes_AncSPLWeightedJiangConrath
3.0;0.1421338109037403;0.24209101306752098;0.3418817293789138;0.3638040326122967;0.28689148957119764;0.4360464606644684;0.2688666793511199;0.26357805363820075;0.41628069419286234;0.4499557715305653;0.30277935437536474;0.43804791248908836;0.5054789289398255;0.28689148957119764;0.44267273070916324;0.30016449550396485;0.2617082239834153;0.3362857095300507
1.0;0.0;0.0;0.0;0.0;0.13782682046544523;0.12405393716660841;0.0;0.09007132355306356;0.07947071519305211;0.0;0.15833595446383184;0.14789488735958617;0.0;0.13782682046544523;0.12405393716660841;0.0;0.06891341023272261;0.062026968583304205
3.0;0.33333333333333337;0.3086066999241838;0.3086066999241838;0.38856203853186444;0.3086066999241838;0.3086066999241838;0.3452661226258592;0.3086066999241838;0.3086066999241838;0.4625915392088115;0.3086066999241838;0.3086066999241838;0.5946668612683248;0.43301270189221935;0.43301270189221935;0.34858436922802416;0.3086066999241838;0.3086066999241838
2.0;0.22256595362986284;0.22941573387056174;0.2867696673382022;0.3852680897113521;0.22941573387056174;0.3273155799597548;0.29294611028857986;0.22941573387056174;0.3071422484774409;0.5386806631084807;0.22941573387056174;0.3419257565427169;0.5941223036216107;0.22941573387056174;0.35831867708582527;0.3360188785247772;0.25809270060438194;0.3070426236489785
2.4;0.3892494720807615;0.3265986323710904;0.3265986323710904;0.48344681817180907;0.3265986323710904;0.3265986323710904;0.4327271538856296;0.3265986323710904;0.3265986323710904;0.5260552262753165;0.3265986323710904;0.3265986323710904;0.5565561224418083;0.3265986323710904;0.3265986323710904;0.4050227252714497;0.3265986323710904;0.3265986323710904
3.4;0.16012815380508716;0.45184805705753195;0.45184805705753195;0.25952120960151925;0.4818190142615514;0.500172672651129;0.20028760893998382;0.47160933350788947;0.499704251485699;0.3085001016907028;0.4855769264127;0.49995419944612357;0.45423474478265324;0.4818190142615514;0.500172672651129;0.3234097721111305;0.43455867444114654;0.44373550363593534
3.0;0.2004459314343183;0.2004459314343183;0.30316953129541624;0.5792118055483317;0.3899531054974988;0.4197164308013453;0.46069578724901505;0.3291888326232866;0.3835452856112541;0.6579792130901422;0.41682779338728215;0.43473131733773834;0.7006640043239851;0.40331486402448924;0.4197164308013453;0.4763389752297231;0.3817096252043066;0.3965912878562299
2.0;0.08362420100070908;0.0716114874039433;0.06900655593423542;0.17550188213144838;0.3098456937845996;0.32162395864229487;0.10909093133947777;0.225539755039704;0.22959979926887925;0.28894057481329827;0.3458068193311526;0.37922058349382987;0.39608746991705474;0.3098456937845996;0.37474632096046323;0.12016112724333242;0.187333033069908;0.19322216549875565
3.2;0.18490006540840973;0.41666666666666674;0.41602514716892186;0.305160427243469;0.5149477956662499;0.5252452290165306;0.2221003411174543;0.4805943588657837;0.5055457683733512;0.47110579715307777;0.5390757244087229;0.5349078571398407;0.5802721322578314;0.5149477956662499;0.556158238787816;0.3696088966923423;0.47450258090373276;0.4796512975788731
2.0;0.10050378152592121;0.18898223650461363;0.254000254000381;0.5867303668552577;0.6300839092823224;0.6685129037716808;0.48512572173708957;0.5898692349860253;0.6406810362186858;0.6914197515807489;0.652181749862178;0.6749655936549234;0.7663088932179342;0.6692846040693213;0.6789937064671882;0.453493337232716;0.47517010844624835;0.49438460569092757
3.0;0.35355339059327373;0.20412414523193148;0.294174202707276;0.4595235799929455;0.4132663192565299;0.4850939282385803;0.420472445988598;0.3970441983602117;0.441472803119461;0.4757463794919758;0.4146229172785911;0.5029178207362586;0.5733420398354181;0.4132663192565299;0.4850939282385803;0.371498467374933;0.3483698370067252;0.38428364149775035
1.2;0.0;0.0;0.0;0.1667244917954425;0.0;0.01156135319510848;0.07747251961512822;0.0;7.734832465606851E-4;0.27484931390242084;0.0;0.08026239885048174;0.39989898079461234;0.0;0.011561353195108467;0.08336224589772125;0.0;0.00578067659755424
3.4;0.4114755998989118;0.33541019662496846;0.5262013605584338;0.5380794407936058;0.33541019662496846;0.5935856369303422;0.4811829659437426;0.33541019662496846;0.5752891710571009;0.6098122378917028;0.33541019662496846;0.6018255691547612;0.6383892222847585;0.33541019662496846;0.5975428396682415;0.5321404006760198;0.4308057785917011;0.559893498744388
1.8;0.07106690545187015;0.07216878364870323;0.13245323570650439;0.16763434019393303;0.07216878364870323;0.17083070091933109;0.11079561539849124;0.07216878364870323;0.1454258374779086;0.23243044496312704;0.07216878364870323;0.2156230837631944;0.29585610659023087;0.07216878364870323;0.215829399756822;0.15004378795021872;0.10231100967760381;0.15164196831291774
3.6;0.27386127875258304;0.3563483225498992;0.2672612419124244;0.45427052116343825;0.41789561179931406;0.31055770083571566;0.38376835937303133;0.3711073704872783;0.28101228700277525;0.5501680628413612;0.4937070402598946;0.3431021319201671;0.5785062986771149;0.5112619381472168;0.31055770083571566;0.401336683105456;0.38314922842339394;0.32948027294159477
2.0;0.23717082451262844;0.0890870806374748;0.17213259316477406;0.40010552160255985;0.19025737818388025;0.24542744910128944;0.31516293075515034;0.11533600914705786;0.19323075184991087;0.47938644664551333;0.30771337344488237;0.3142764381388268;0.5445073526445604;0.4060006357478849;0.24542744910128944;0.28611905738366694;0.18119498567432715;0.20878002113303173
2.4;0.314970394174356;0.3611575592573077;0.36927447293799825;0.34106429344806993;0.43453228328448024;0.4151735221190416;0.31958862967767176;0.39022939143753693;0.38247869425337294;0.3876328045727258;0.5044709928372176;0.5008594631788704;0.6389151433378877;0.545848094574587;0.5146253246622192;0.40001057676535146;0.44674457168355663;0.4370651911008373
3.4;0.35856858280031806;0.14433756729740646;0.2773500981126146;0.4123155557600283;0.14433756729740646;0.2773500981126146;0.37485033242633886;0.14433756729740646;0.2773500981126146;0.45569921704634503;0.14433756729740646;0.2773500981126146;0.6063258352217621;0.14433756729740646;0.2773500981126146;0.34483282693632145;0.2108438327050105;0.2773500981126146
3.0;0.23652495839563303;0.32572517109959664;0.43152212018178815;0.40827070447393876;0.47312001794796765;0.5400048783768508;0.315684257987848;0.4037387859925161;0.49802355643954604;0.5074949550143468;0.5183323589772754;0.5626485747477643;0.49167609744866264;0.47312001794796765;0.5506082480306876;0.382497392389325;0.41492204912633945;0.44836447934078105
4.0;0.3344968040028363;0.1556997888323046;0.3113995776646092;0.4038445884089043;0.269572891133852;0.3113995776646092;0.34979194140765046;0.2108765519906964;0.3113995776646092;0.5211515521523444;0.30752007918595636;0.3113995776646092;0.4038445884089043;0.269572891133852;0.3113995776646092;0.35762208303675674;0.2904862343992306;0.3113995776646092
4.0;0.4193139346887673;0.3144854510165755;0.4193139346887673;0.5807471115255756;0.3144854510165755;0.45463939281600485;0.5049941054014083;0.3144854510165755;0.4366706873445771;0.6345632905251245;0.3144854510165755;0.4654185417327757;0.5807471115255756;0.3144854510165755;0.45463939281600485;0.5738469105197082;0.44071608026520814;0.5107930511649228
3.4;0.44543540318737396;0.44543540318737396;0.44543540318737396;0.6203731381614307;0.5389073884824533;0.5052691923976544;0.5428307189046228;0.4930082108256122;0.47494179271228254;0.6736907886595395;0.5652676764951109;0.523933641586375;0.7286526858660172;0.599105519579636;0.5052691923976544;0.5518426954207761;0.5111098205812874;0.494290722538888
3.4;0.40089186286863654;0.35355339059327373;0.4714045207910316;0.40089186286863654;0.4758604196326953;0.5424837329762396;0.40089186286863654;0.41290324059776284;0.5015875428379512;0.40089186286863654;0.5162090923501483;0.5731031843004583;0.40089186286863654;0.4758604196326953;0.5424837329762394;0.4707162017045886;0.508200480086618;0.5415121367583902
3.0;0.0;0.0;0.0;0.29270409308979384;0.0;0.03790167047486807;0.1422087297386048;0.0;0.008813850369489005;0.43016271657555355;0.0;0.0863063270816643;0.40017819985011144;0.0;0.037901670474868074;0.14635204654489692;0.0;0.018950835237434033
2.0;0.0;0.15811388300841897;0.31622776601683794;0.22781984061410757;0.32165029804127326;0.47438498948703123;0.09354334421738716;0.23930439705801337;0.3959702368992241;0.34312773829420923;0.3833198902113327;0.5318297472698096;0.22781984061410762;0.32165029804127326;0.47438498948703123;0.27202380331547277;0.3189390320290556;0.39530637775193456
3.8;0.5960395606792697;0.5685352436149612;0.5960395606792697;0.7674798352576414;0.5945433452235865;0.6009370497078561;0.711311119588031;0.581745128415701;0.5965114163000126;0.8027488244585347;0.6021315886688257;0.6179730615851696;0.831859375553728;0.5945433452235865;0.6362847629757777;0.6817596979684555;0.5952914529514282;0.5984883051935629
3.4;0.38949041885226;0.3429971702850177;0.38949041885226;0.6527573666902022;0.36443234689453063;0.39365996211209336;0.5722690862637816;0.3537431223018308;0.389887337371648;0.7010817410702226;0.37094196460548745;0.4093725345866819;0.7426316443868851;0.36443234689453063;0.43259045634870014;0.5211238927712312;0.3769613828733953;0.3915751904821767
2.0;0.30151134457776363;0.30151134457776363;0.30151134457776363;0.5450145063610226;0.30151134457776363;0.30151134457776363;0.43336431142828263;0.30151134457776363;0.30151134457776363;0.6317897328490563;0.30151134457776363;0.30151134457776363;0.6900708892947802;0.30151134457776363;0.30151134457776363;0.4232629254693931;0.30151134457776363;0.30151134457776363
4.0;0.41871789467931186;0.14433756729740646;0.5342967087424112;0.6237523032477905;0.14433756729740646;0.598834737547167;0.5513623927972217;0.14433756729740646;0.5589979663792572;0.6555327198239166;0.14433756729740646;0.6343846844067399;0.7069934055128095;0.14433756729740646;0.6606464786366639;0.556825125902213;0.317117757927021;0.5443663430519012
3.2;0.49143609346716094;0.39735970711951313;0.4558423058385518;0.6613801793077276;0.40471361869966577;0.5651988262592458;0.5987612904171082;0.39839945666283244;0.5263793807932232;0.7582800464401206;0.4222764596557435;0.5993775100536902;0.7984747441011266;0.45184805705753195;0.6202243317397294;0.5586112425731398;0.43027796226910875;0.5105205660488987
2.2;0.08703882797784893;0.07142857142857142;0.07142857142857142;0.11060863902012082;0.136049433858841;0.31537004112063777;0.09033784587716426;0.10769166731652025;0.25751755415370614;0.18675667438441712;0.15065451137292482;0.33203862573445586;0.25203380583532625;0.22948264352567402;0.3153700411206377;0.09101860522434613;0.10373900264370621;0.1933993062746046
3.0;0.3796283011826483;0.2585438449975096;0.3034330424545042;0.6344930835136305;0.3096900955909198;0.3034330424545042;0.5366776183254275;0.2848261711932541;0.3034330424545042;0.7315855644486199;0.3449890099683001;0.3034330424545042;0.760803331169915;0.3270098762119601;0.3034330424545042;0.4657686732033164;0.30336717924196105;0.30023865267375327
2.0;0.04583492485141056;0.1392715036327889;0.25819888974716115;0.3052210372334805;0.22562282843586745;0.34984905988905707;0.17992285063476307;0.19904403067604687;0.30849061244392467;0.45038514905343974;0.27403632389533306;0.4007842011116427;0.5425941607308187;0.29972651240437953;0.3819726656087724;0.29920938651883366;0.25941028212002715;0.321523397846622
0.6;0.13453455879926252;0.06063390625908324;0.16222142113076254;0.3702975283061471;0.18118860606162876;0.3381336080540673;0.240092504495077;0.15122097634555723;0.2600833038226653;0.48703652313418255;0.21381203225360385;0.4009482349601803;0.599284008146111;0.2412878771388162;0.3969852959524856;0.2662594747184548;0.17170501359619567;0.2501775145924149
3.2;0.280056016805602;0.18786728732554484;0.25048971643405976;0.280056016805602;0.18786728732554484;0.34574602746777633;0.280056016805602;0.18786728732554484;0.29133829670048295;0.280056016805602;0.18786728732554484;0.39182503797421636;0.280056016805602;0.18786728732554484;0.34574602746777633;0.2617441322928379;0.21564976755280935;0.2945891376239251
3.6;0.3577708763999663;0.3577708763999663;0.3577708763999663;0.5966317128130495;0.5155674920596359;0.46409913579206863;0.49454528944500276;0.46075256219750077;0.44343574429940336;0.6869602460541782;0.5661662665614042;0.47850287889126875;0.7489056919534709;0.6053909519632752;0.46409913579206863;0.47509255170316167;0.4345604413264549;0.40882626319267124
1.0;0.15877683720748895;0.11128297681493142;0.10846522890932808;0.36550224457123154;0.12293653393342799;0.224391044953005;0.26200376411795195;0.11229388082616824;0.14980216795549373;0.49863506844160743;0.2009152506569076;0.3455015702545717;0.5511994516585218;0.21448729508957018;0.40135712750409896;0.2369837367402798;0.11570088142137804;0.16642813693116654
1.8;0.25318484177091666;0.1987615979999813;0.24845199749997662;0.3059373151168841;0.2871778124631216;0.28241856631777984;0.26594253012522107;0.24250586052191336;0.26414031613108535;0.40505012884023245;0.31763977422078143;0.30962025613536304;0.4425489318653289;0.3113197852518116;0.3035250842941482;0.2771946563084304;0.2678149049815491;0.2654352819088782
2.8;0.11111111111111113;0.055555555555555566;0.1025978352085154;0.22754024650362475;0.08230868646777872;0.2578722310848696;0.153128634751893;0.06039041623562557;0.21744932558253327;0.3612775241396319;0.14392730379436625;0.28395660417161295;0.49193618782226545;0.17465416516288937;0.2578722310848696;0.16506904085607008;0.09245326083814706;0.1802350331466925
2.8;0.0;0.05270462766947299;0.0;0.1401889260274117;0.11738312121088239;0.17177732581148178;0.05043597960219654;0.07761135052951561;0.13749972917180406;0.33172210624985926;0.1712859653866866;0.2052578207693121;0.506678509345886;0.19362897686739095;0.2168138677429957;0.09364997145829163;0.08224706905002697;0.10944417135032666
1.8;0.09888608009866892;0.17349334630196148;0.1283881477532739;0.24834216888382724;0.2673720783931415;0.20027559037872752;0.1847384339803553;0.24404497954630974;0.17143921080532917;0.2957062100716191;0.27622600845332046;0.2194027085594438;0.3697342477667304;0.2990385606024383;0.20027559037872755;0.18688923519244544;0.19640418994710254;0.16285594593989555
1.8;0.20544946849847376;0.22941573387056174;0.22360679774997896;0.4388989087040055;0.24305228962358427;0.2575005003676784;0.3178518561267615;0.23123866377790944;0.23627201225012856;0.5444755463002448;0.2815117549064299;0.28279604525775365;0.6183982111169728;0.24305228962358427;0.25750050036767846;0.3312528532269922;0.2333295436867816;0.2405536490588287
2.6;0.26967994498529685;0.20412414523193154;0.42874646285627205;0.3643489687278908;0.558779140345522;0.5015887051676428;0.3405156584987145;0.4484588028934727;0.48053488955677104;0.446935125220173;0.671147152534622;0.5143462714946504;0.5248117265915632;0.633928308853395;0.5015887051676429;0.3965477157920814;0.493762801600897;0.4651675840119574
1.4;0.19069251784911848;0.19245008972987526;0.17407765595569785;0.1988549247710856;0.312589228876421;0.3793010403219246;0.19112700562456392;0.24530894582291224;0.31080950176051875;0.2585991020670339;0.36764628793633775;0.4100879456161092;0.420216642681541;0.31258922887642104;0.3793010403219246;0.1830516633862519;0.23991881543891957;0.2732747211616714
3.0;0.34285714285714286;0.34285714285714286;0.30304576336566325;0.5408930207944027;0.43361269338507463;0.39627320582177467;0.45671603768561087;0.3992514945553906;0.3751277214425021;0.7181620004630881;0.48183853478034344;0.4102990892803471;0.7270524582746749;0.4963341592020971;0.43872647384132235;0.4672140975745141;0.4135739338698501;0.3949041900882001
0.6;0.05913123959890826;0.05150262026246048;0.05063696835418333;0.24840661160429753;0.1849241851876284;0.2682897211659749;0.16528259071922768;0.14276062758943014;0.21368730639946473;0.3455999842772857;0.22910612919321968;0.3178335271501208;0.42585200865415157;0.22181277762738633;0.3266161267842709;0.1731845296935251;0.14144331648519054;0.18312608447436377
1.8;0.08703882797784893;0.17407765595569785;0.16724840200141816;0.33665759869723705;0.2192556084731072;0.1813390525150403;0.17465598590219353;0.1890815893805752;0.1702507031364074;0.5158318377279969;0.2511832982511534;0.20151520518773453;0.56786523577644;0.2192556084731072;0.1813390525150403;0.2716910781729589;0.212990083060894;0.19403180508186052
3.0;0.25197631533948484;0.21213203435596423;0.24077170617153845;0.27304469648961865;0.21213203435596423;0.3629206278426309;0.256492916194786;0.21213203435596423;0.31477286839219354;0.30272353882427666;0.21213203435596423;0.39038635871310345;0.488388772619499;0.21213203435596423;0.4070487929274781;0.25690820133057857;0.22645187026375135;0.30184616700708466
3.0;0.15384615384615385;0.18898223650461363;0.18898223650461363;0.3455154682496031;0.22241718658367557;0.25245065903635433;0.2660532445498619;0.20117191045167546;0.2264822369254188;0.46118584801460266;0.24538781613895805;0.31390869694718404;0.5417886847160375;0.2754888917283878;0.3123884969298058;0.34481953452772285;0.2832703936947591;0.29828712992109846
3.8;0.33633639699815626;0.2452557357939863;0.4507489358552088;0.5575372117803974;0.3910857135504612;0.5246229434487807;0.46324932404281777;0.3287704284087951;0.502965811887308;0.6365217957953955;0.4262350432387024;0.5359407557739807;0.7077456250782562;0.44840738633077015;0.5519045663099774;0.5186194117902604;0.43539366267529234;0.5021622776244521
2.4;0.09166984970282112;0.07412493166611013;0.06726727939963126;0.3631764019386812;0.23716125043824365;0.39254099583626645;0.23759205457481727;0.14896712680485408;0.27920982784170373;0.5019914491374755;0.31507606017561335;0.453254989092635;0.5313833373961704;0.40881461331149366;0.521557980491217;0.24640857332455707;0.18340099757433825;0.26109087027334965
3.6;0.3090575499818435;0.2513123449750173;0.3015113445777636;0.534188843626272;0.30063812165761983;0.3494511063179849;0.47601124738494316;0.27044727313339795;0.32954833598942634;0.5737256281305033;0.3524801544769041;0.35978431869760397;0.62808400906187;0.36337418754531575;0.36229313285414017;0.4304340737572772;0.31365871277295115;0.3380652051031337
2.8;0.4296689244236597;0.4296689244236597;0.4296689244236597;0.4902926422112367;0.45166506784464344;0.4296689244236597;0.44750408853321083;0.43407844893083536;0.4296689244236597;0.5617203601169781;0.48477327557315997;0.4296689244236597;0.6235376074280536;0.45166506784464344;0.4296689244236597;0.4599807833174482;0.4406669961341516;0.4296689244236597
3.6;0.2182178902359924;0.19611613513818402;0.2581988897471611;0.6479410156616494;0.2500144967762169;0.46183837946375134;0.5405443871934459;0.20887148670295935;0.4088232823851486;0.7270902257192041;0.3164010020087429;0.5211125666330734;0.715249331374258;0.32034133407245596;0.5164027146701;0.49236357502047046;0.29340031557775426;0.39931225692152145
3.0;0.17407765595569785;0.2773500981126146;0.29814239699997197;0.298243633703669;0.37872285009445766;0.3703323903647686;0.22136061831093928;0.3297026451137535;0.32963951020634863;0.42308932862772375;0.40990664370225;0.4397698941261265;0.550492311176005;0.41118616366853594;0.46770717334674267;0.32246562817221863;0.362705236367613;0.35851000650276843
0.0;0.0;0.06900655593423542;0.06666666666666665;0.02153912754459221;0.12844376046510977;0.12563363164190283;0.0011424015488417285;0.09048019814638184;0.08850053119022101;0.21589782035625601;0.19208401121977367;0.1607273145596335;0.40147753427348304;0.20668515213079278;0.12563363164190283;0.04410289710562943;0.09755521356588821;0.09615014915428474
0.0;0.0;0.0;0.0;0.2177862214314611;0.02842707402192389;0.11876422131072885;0.11303551278911789;0.0037158050174731076;0.058679937093999796;0.31068347614313696;0.12122834849711711;0.1574085191882112;0.39846590315280195;0.22909892356008296;0.11876422131072885;0.10889311071573055;0.014213537010961945;0.059382110655364424
0.2;0.0;0.0;0.0;0.1674148578652719;0.13860161978924132;0.20322439729434827;0.04087506659976479;0.0686300098071414;0.1121521694353396;0.4424565751714888;0.21449131974383148;0.2839680466040039;0.6081464159241029;0.2007590456557094;0.24551124112239964;0.1517488106766131;0.13734219163859784;0.1696535803911513
0.0;0.0;0.0;0.0;0.40941683090633435;0.21557444958227293;0.238085415907667;0.2538593609345227;0.1584802785958192;0.1405592056389959;0.5514978715972263;0.23861350039555299;0.29497518648340615;0.664107383102083;0.21557444958227293;0.402613383258956;0.20470841545316718;0.10778722479113646;0.1190427079538335
0.2;0.0;0.0;0.0;0.19351644220284464;0.0;0.0;0.10125964469983696;0.0;0.0;0.3121090505676814;0.0;0.0;0.3607980815872378;0.0;0.0;0.1355001633127253;0.03874194221130299;0.03874194221130299
0.2;0.0;0.0;0.0;0.3718710505240034;0.17303026426477888;0.2178300099702233;0.15584588764004664;0.08304299346879555;0.09742072433163348;0.6388532763551873;0.24333495462182433;0.3898891801175456;0.7482750004054471;0.3111582639126013;0.48746897527939703;0.1859355252620017;0.08651513213238944;0.10891500498511165
1.8;0.17213259316477406;0.17213259316477406;0.25;0.599420767552933;0.22004092371701894;0.2797343807553421;0.4406702068559412;0.1849072407035964;0.2642650506840837;0.6929789934773309;0.27654408451610296;0.2896858311270491;0.7678231393072414;0.22004092371701892;0.2797343807553421;0.4247103837764665;0.23502046185850947;0.26486719037767104
1.4;0.0;0.0;0.0;0.15853216984263097;0.06533960089152119;0.2261926448685772;0.05964224441005328;0.035467561884131166;0.16060869676136325;0.2944756521041253;0.08610210504507777;0.2671279370557321;0.4430158345568189;0.06533960089152119;0.27992591253412935;0.12841340363961454;0.08181711916405965;0.16224364115258766
1.8;0.13453455879926252;0.06454972243679027;0.06666666666666665;0.42816185058561934;0.10907506321604557;0.06666666666666665;0.31141678639216264;0.07944820637146201;0.06666666666666665;0.5140707318622769;0.15044998549000613;0.06666666666666665;0.5737117156684156;0.10907506321604558;0.06666666666666665;0.24635578651120482;0.08681239282641792;0.06560819455172846
2.0;0.1632993161855452;0.20701966780270628;0.21428571428571427;0.5635951576459113;0.2412741516525832;0.21428571428571427;0.40298170709885583;0.21794257181086357;0.21428571428571427;0.6898678935797288;0.2677492139856343;0.21428571428571427;0.7346086921357581;0.24127415165258326;0.21428571428571427;0.3853074127243088;0.22414690972764473;0.21065269104421028
0.0;0.0;0.0;0.0;0.209344683769643;0.13624337122151237;0.1849007541252401;0.08464674694483128;0.05456904427987766;0.13873282808023504;0.4106930474608747;0.22371771484628192;0.19812973630012126;0.49247565340142613;0.13624337122151237;0.1849007541252401;0.1046723418848215;0.06812168561075618;0.09245037706262005
0.8;0.09622504486493763;0.09622504486493763;0.18257418583505536;0.3616858576401029;0.09622504486493763;0.2806522851908953;0.23264183397460853;0.09622504486493763;0.25092721150868846;0.4538674898560521;0.09622504486493763;0.2904073109530639;0.582741279550505;0.09622504486493763;0.2806522851908953;0.26854873075075436;0.13581832436317176;0.22803194452615058
2.2;0.3450327796711771;0.314970394174356;0.314970394174356;0.5561088747740413;0.3929798059769894;0.4379948460842577;0.47074836809796283;0.3631185528585613;0.3864509237154383;0.6048149915339553;0.4101623700108872;0.4677674700917936;0.5561088747740413;0.3929798059769894;0.4379948460842577;0.4619962392325103;0.3804317048339844;0.4029392248876186
1.4;0.0;0.09838379358865637;0.0;0.0;0.3964126858785671;0.3084253137233566;0.0;0.3107160039134332;0.20026396337012095;0.0;0.4415319534234014;0.363785812360932;0.0;0.42514551669291456;0.35995454822333134;0.09128709291752767;0.2894934358568112;0.24549974977920597
1.8;0.17320508075688776;0.0;0.14907119849998599;0.43702347003387676;0.1784964264746409;0.4047424278045367;0.3454981017360112;0.12879228659349942;0.3367791335081757;0.49460687362299155;0.21901911533602142;0.4519193063411608;0.5433100308361534;0.27192389810083367;0.5226327839586971;0.3366256328323219;0.20736211105270397;0.3204851117176518
3.0;0.11785113019775793;0.09534625892455924;0.18257418583505536;0.4343877381998298;0.26848960582167863;0.2705412897081518;0.33500123839383283;0.22972317946974274;0.23425909587519483;0.47861457477087666;0.27712560475124937;0.31560502820094377;0.5111672708500328;0.26848960582167863;0.3398808227717503;0.3084809620174426;0.225531895828367;0.22655773777160357
