Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_WuPalmerFast_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_Lin_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes
2.0;0.3960590171906697;0.3960590171906697;0.3960590171906697;0.3960590171906697;0.3960590171906697;0.3960590171906697
2.0;0.2667325346846322;0.2667325346846322;0.2667325346846322;0.2667325346846322;0.2667325346846322;0.2667325346846322
1.0;0.06741998624632421;0.06741998624632421;0.06741998624632421;0.06741998624632421;0.06741998624632421;0.06741998624632421
1.6666666666666667;0.15151080381571405;0.15151080381571405;0.15151080381571405;0.15151080381571405;0.15151080381571405;0.15151080381571405
2.0;0.25756371316446414;0.25756371316446414;0.25756371316446414;0.25756371316446414;0.25756371316446414;0.25756371316446414
0.3333333333333333;0.13093073414159545;0.13093073414159545;0.13093073414159545;0.13093073414159545;0.13093073414159545;0.13093073414159545
2.3333333333333335;0.3142857142857143;0.3142857142857143;0.3142857142857143;0.3142857142857143;0.3142857142857143;0.3142857142857143
2.0;0.21693045781865616;0.21693045781865616;0.21693045781865616;0.21693045781865616;0.21693045781865616;0.21693045781865616
1.3333333333333333;0.3032392174315614;0.3032392174315614;0.3032392174315614;0.3032392174315614;0.3032392174315614;0.3032392174315614
2.6666666666666665;0.7458698539828915;0.7458698539828915;0.7458698539828915;0.7458698539828915;0.7458698539828915;0.7458698539828915
1.0;0.07412493166611013;0.07412493166611013;0.07412493166611013;0.07412493166611013;0.07412493166611013;0.07412493166611013
0.3333333333333333;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825
1.3333333333333333;0.38177085778546666;0.38177085778546666;0.38177085778546666;0.38177085778546666;0.38177085778546666;0.38177085778546666
1.3333333333333333;0.25890435250935817;0.25890435250935817;0.25890435250935817;0.25890435250935817;0.25890435250935817;0.25890435250935817
2.3333333333333335;0.10878565864408424;0.10878565864408424;0.10878565864408424;0.10878565864408424;0.10878565864408424;0.10878565864408424
3.0;0.4151682458530185;0.4151682458530185;0.4151682458530185;0.4151682458530185;0.4151682458530185;0.4151682458530185
3.0;0.19999999999999996;0.19999999999999996;0.19999999999999996;0.19999999999999996;0.19999999999999996;0.19999999999999996
3.0;0.32954102182865386;0.32954102182865386;0.32954102182865386;0.32954102182865386;0.32954102182865386;0.32954102182865386
1.3333333333333333;0.3355780276070122;0.3355780276070122;0.3355780276070122;0.3355780276070122;0.3355780276070122;0.3355780276070122
3.0;0.3135447206678483;0.3135447206678483;0.3135447206678483;0.3135447206678483;0.3135447206678483;0.3135447206678483
1.3333333333333333;0.08770580193070293;0.08770580193070293;0.08770580193070293;0.08770580193070293;0.08770580193070293;0.08770580193070293
4.0;0.2618614682831909;0.2618614682831909;0.2618614682831909;0.2618614682831909;0.2618614682831909;0.2618614682831909
2.6666666666666665;0.44095855184409843;0.44095855184409843;0.44095855184409843;0.44095855184409843;0.44095855184409843;0.44095855184409843
0.3333333333333333;0.09304842103984709;0.09304842103984709;0.09304842103984709;0.09304842103984709;0.09304842103984709;0.09304842103984709
0.0;0.06085806194501844;0.06085806194501844;0.06085806194501844;0.06085806194501844;0.06085806194501844;0.06085806194501844
0.0;0.041594516540385144;0.041594516540385144;0.041594516540385144;0.041594516540385144;0.041594516540385144;0.041594516540385144
0.0;0.16718346377260587;0.16718346377260587;0.16718346377260587;0.16718346377260587;0.16718346377260587;0.16718346377260587
0.6666666666666666;0.1860521018838127;0.1860521018838127;0.1860521018838127;0.1860521018838127;0.1860521018838127;0.1860521018838127
0.3333333333333333;0.19170644527903724;0.19170644527903724;0.19170644527903724;0.19170644527903724;0.19170644527903724;0.19170644527903724
0.6666666666666666;0.16718346377260587;0.16718346377260587;0.16718346377260587;0.16718346377260587;0.16718346377260587;0.16718346377260587
0.3333333333333333;0.20228869496966947;0.20228869496966947;0.20228869496966947;0.20228869496966947;0.20228869496966947;0.20228869496966947
0.3333333333333333;0.12171612389003689;0.12171612389003689;0.12171612389003689;0.12171612389003689;0.12171612389003689;0.12171612389003689
0.0;0.23570226039551587;0.23570226039551587;0.23570226039551587;0.23570226039551587;0.23570226039551587;0.23570226039551587
0.0;0.16514456476895406;0.16514456476895406;0.16514456476895406;0.16514456476895406;0.16514456476895406;0.16514456476895406
0.0;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.1333333333333333
1.0;0.1636634176769943;0.1636634176769943;0.1636634176769943;0.1636634176769943;0.1636634176769943;0.1636634176769943
0.0;0.03877833671647406;0.03877833671647406;0.03877833671647406;0.03877833671647406;0.03877833671647406;0.03877833671647406
0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948;0.11180339887498948
0.6666666666666666;0.18333969940564224;0.18333969940564224;0.18333969940564224;0.18333969940564224;0.18333969940564224;0.18333969940564224
0.0;0.14552137502179976;0.14552137502179976;0.14552137502179976;0.14552137502179976;0.14552137502179976;0.14552137502179976
0.0;0.17407765595569785;0.17407765595569785;0.17407765595569785;0.17407765595569785;0.17407765595569785;0.17407765595569785
0.6666666666666666;0.05423261445466404;0.05423261445466404;0.05423261445466404;0.05423261445466404;0.05423261445466404;0.05423261445466404
0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.037037037037037035;0.037037037037037035;0.037037037037037035;0.037037037037037035;0.037037037037037035;0.037037037037037035
0.6666666666666666;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825
0.3333333333333333;0.07974522228289001;0.07974522228289001;0.07974522228289001;0.07974522228289001;0.07974522228289001;0.07974522228289001
0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.3333333333333333;0.1495371511386448;0.1495371511386448;0.1495371511386448;0.1495371511386448;0.1495371511386448;0.1495371511386448
0.3333333333333333;0.1212678125181665;0.1212678125181665;0.1212678125181665;0.1212678125181665;0.1212678125181665;0.1212678125181665
0.0;0.04688072309384954;0.04688072309384954;0.04688072309384954;0.04688072309384954;0.04688072309384954;0.04688072309384954
1.0;0.2272843225242474;0.2272843225242474;0.2272843225242474;0.2272843225242474;0.2272843225242474;0.2272843225242474
0.0;0.0944911182523068;0.0944911182523068;0.0944911182523068;0.0944911182523068;0.0944911182523068;0.0944911182523068
0.3333333333333333;0.1679677532867563;0.1679677532867563;0.1679677532867563;0.1679677532867563;0.1679677532867563;0.1679677532867563
0.6666666666666666;0.04794633014853841;0.04794633014853841;0.04794633014853841;0.04794633014853841;0.04794633014853841;0.04794633014853841
0.0;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825;0.14269544824634825
0.0;0.04550157551932901;0.04550157551932901;0.04550157551932901;0.04550157551932901;0.04550157551932901;0.04550157551932901
0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.10050378152592121;0.10050378152592121;0.10050378152592121;0.10050378152592121;0.10050378152592121;0.10050378152592121
1.0;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091
0.0;0.04170288281141495;0.04170288281141495;0.04170288281141495;0.04170288281141495;0.04170288281141495;0.04170288281141495
0.0;0.0629940788348712;0.0629940788348712;0.0629940788348712;0.0629940788348712;0.0629940788348712;0.0629940788348712
0.3333333333333333;0.08728715609439695;0.08728715609439695;0.08728715609439695;0.08728715609439695;0.08728715609439695;0.08728715609439695
0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.3333333333333333;0.06359630007488934;0.06359630007488934;0.06359630007488934;0.06359630007488934;0.06359630007488934;0.06359630007488934
0.0;0.04351941398892446;0.04351941398892446;0.04351941398892446;0.04351941398892446;0.04351941398892446;0.04351941398892446
0.0;0.13693063937629152;0.13693063937629152;0.13693063937629152;0.13693063937629152;0.13693063937629152;0.13693063937629152
0.3333333333333333;0.1351132047333135;0.1351132047333135;0.1351132047333135;0.1351132047333135;0.1351132047333135;0.1351132047333135
1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.06537204504606135;0.06537204504606135;0.06537204504606135;0.06537204504606135;0.06537204504606135;0.06537204504606135
0.3333333333333333;0.11322770341445958;0.11322770341445958;0.11322770341445958;0.11322770341445958;0.11322770341445958;0.11322770341445958
0.6666666666666666;0.12909944487358055;0.12909944487358055;0.12909944487358055;0.12909944487358055;0.12909944487358055;0.12909944487358055
0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.6666666666666666;0.20515248496555455;0.20515248496555455;0.20515248496555455;0.20515248496555455;0.20515248496555455;0.20515248496555455
1.0;0.25197631533948484;0.25197631533948484;0.25197631533948484;0.25197631533948484;0.25197631533948484;0.25197631533948484
0.0;0.22256595362986284;0.22256595362986284;0.22256595362986284;0.22256595362986284;0.22256595362986284;0.22256595362986284
0.0;0.11547005383792516;0.11547005383792516;0.11547005383792516;0.11547005383792516;0.11547005383792516;0.11547005383792516
0.0;0.07071067811865474;0.07071067811865474;0.07071067811865474;0.07071067811865474;0.07071067811865474;0.07071067811865474
0.0;0.0545544725589981;0.0545544725589981;0.0545544725589981;0.0545544725589981;0.0545544725589981;0.0545544725589981
0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0
0.3333333333333333;0.15512630699850574;0.15512630699850574;0.15512630699850574;0.15512630699850574;0.15512630699850574;0.15512630699850574
1.0;0.05716619504750295;0.05716619504750295;0.05716619504750295;0.05716619504750295;0.05716619504750295;0.05716619504750295
0.6666666666666666;0.06019292654288461;0.06019292654288461;0.06019292654288461;0.06019292654288461;0.06019292654288461;0.06019292654288461
0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0
0.3333333333333333;0.04550157551932901;0.04550157551932901;0.04550157551932901;0.04550157551932901;0.04550157551932901;0.04550157551932901
0.0;0.11826247919781652;0.11826247919781652;0.11826247919781652;0.11826247919781652;0.11826247919781652;0.11826247919781652
0.3333333333333333;0.18898223650461363;0.18898223650461363;0.18898223650461363;0.18898223650461363;0.18898223650461363;0.18898223650461363
0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.2022599587389726;0.2022599587389726;0.2022599587389726;0.2022599587389726;0.2022599587389726;0.2022599587389726
0.3333333333333333;0.07453559924999299;0.07453559924999299;0.07453559924999299;0.07453559924999299;0.07453559924999299;0.07453559924999299
0.3333333333333333;0.10141851056742199;0.10141851056742199;0.10141851056742199;0.10141851056742199;0.10141851056742199;0.10141851056742199
0.6666666666666666;0.08728715609439695;0.08728715609439695;0.08728715609439695;0.08728715609439695;0.08728715609439695;0.08728715609439695
0.3333333333333333;0.10846522890932808;0.10846522890932808;0.10846522890932808;0.10846522890932808;0.10846522890932808;0.10846522890932808
0.0;0.09072184232530289;0.09072184232530289;0.09072184232530289;0.09072184232530289;0.09072184232530289;0.09072184232530289
0.3333333333333333;0.11145564251507058;0.11145564251507058;0.11145564251507058;0.11145564251507058;0.11145564251507058;0.11145564251507058
0.0;0.0944911182523068;0.0944911182523068;0.0944911182523068;0.0944911182523068;0.0944911182523068;0.0944911182523068
0.0;0.12510864843424485;0.12510864843424485;0.12510864843424485;0.12510864843424485;0.12510864843424485;0.12510864843424485
0.0;0.09428090415820635;0.09428090415820635;0.09428090415820635;0.09428090415820635;0.09428090415820635;0.09428090415820635
0.0;0.05698028822981897;0.05698028822981897;0.05698028822981897;0.05698028822981897;0.05698028822981897;0.05698028822981897
0.3333333333333333;0.05716619504750295;0.05716619504750295;0.05716619504750295;0.05716619504750295;0.05716619504750295;0.05716619504750295
0.0;0.13245323570650436;0.13245323570650436;0.13245323570650436;0.13245323570650436;0.13245323570650436;0.13245323570650436
0.0;0.1690308509457033;0.1690308509457033;0.1690308509457033;0.1690308509457033;0.1690308509457033;0.1690308509457033
0.3333333333333333;0.19364916731037085;0.19364916731037085;0.19364916731037085;0.19364916731037085;0.19364916731037085;0.19364916731037085
0.3333333333333333;0.1342312110428049;0.1342312110428049;0.1342312110428049;0.1342312110428049;0.1342312110428049;0.1342312110428049
1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.08944271909999159;0.08944271909999159;0.08944271909999159;0.08944271909999159;0.08944271909999159;0.08944271909999159
0.0;0.05270462766947299;0.05270462766947299;0.05270462766947299;0.05270462766947299;0.05270462766947299;0.05270462766947299
0.3333333333333333;0.13957263155977062;0.13957263155977062;0.13957263155977062;0.13957263155977062;0.13957263155977062;0.13957263155977062
0.0;0.1767766952966369;0.1767766952966369;0.1767766952966369;0.1767766952966369;0.1767766952966369;0.1767766952966369
0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0
0.3333333333333333;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08333333333333333
0.3333333333333333;0.22470176588194152;0.22470176588194152;0.22470176588194152;0.22470176588194152;0.22470176588194152;0.22470176588194152
0.6666666666666666;0.12909944487358055;0.12909944487358055;0.12909944487358055;0.12909944487358055;0.12909944487358055;0.12909944487358055
0.0;0.04376881095324086;0.04376881095324086;0.04376881095324086;0.04376881095324086;0.04376881095324086;0.04376881095324086
0.0;0.08520286456846099;0.08520286456846099;0.08520286456846099;0.08520286456846099;0.08520286456846099;0.08520286456846099
0.0;0.14907119849998599;0.14907119849998599;0.14907119849998599;0.14907119849998599;0.14907119849998599;0.14907119849998599
0.0;0.11322770341445959;0.11322770341445959;0.11322770341445959;0.11322770341445959;0.11322770341445959;0.11322770341445959
