Human;Flair_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Flair_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
1.8;0.6578737842450493;0.6578737842450493;0.604984034672605
1.4;0.6332009883559372;0.655501723071738;0.6158357759730501
1.8;0.6887010199525534;0.6887010199525534;0.681902008623006
2.0;0.8240859258999865;0.8240859258999865;0.791911252703275
0.0;0.7139394075578415;0.7139394075578415;0.6844551649355513
0.8;0.7782225011336467;0.7782225011336467;0.8666989713216021
2.2;0.8161831501932166;0.8232409431216235;0.7466660158161289
1.4;0.7310865684994464;0.7150884421211744;0.6917611851708696
1.8;0.7357257477639548;0.7357257477639548;0.7255361334325946
3.0;0.8676573495123778;0.8676573495123778;0.8755671630330422
1.2;0.8371369825882513;0.8428810057979174;0.8577593667200392
0.2;0.6575404138513774;0.6575404138513774;0.6394303973006735
0.2;0.6892768426289054;0.6892768426289054;0.6668677347048879
0.6;0.6391557670086444;0.6391557670086444;0.6316554564641897
0.2;0.733383071451529;0.733383071451529;0.7145822363349931
0.2;0.7352398908328635;0.7352398908328635;0.7274230201796507
0.0;0.6450711549088384;0.640283702565151;0.5929387517837835
0.2;0.6483231381438749;0.6483231381438749;0.6499303047250673
0.2;0.7059916281063738;0.7059916281063738;0.731588987162992
2.0;0.6864641145038672;0.6864641145038672;0.7025306378906762
2.8;0.8120893732785233;0.8120893732785233;0.8229221480221708
2.0;0.7018626745012715;0.7018626745012715;0.6777592815878077
4.0;0.8828622552941068;0.8828622552941068;0.8760621863563006
3.0;0.7695273215398128;0.7695273215398128;0.7945564616866083
3.2;0.6218975014222752;0.6218975014222752;0.7195469371811297
1.6;0.8208225560250725;0.8208225560250725;0.8315343588411919
2.4;0.7727630501775887;0.7727630501775887;0.7896121125393155
3.2;0.8185731893125939;0.8065403365525823;0.8241999253078308
1.8;0.694055370597583;0.694055370597583;0.7259102610624901
