Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;bio_embedding_intrinsic__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Average
2.5;0.958228315477071;0.9552701693868423;0.9369558560888833;0.9370500985764296
3.5;0.9950961583679755;0.9945794817504761;0.9870799410285983;0.9870105140268459
3.5;0.9648244685524732;0.9533024322577212;0.9258124265227199;0.9138707836480583
3.0;0.9862144957863744;0.98519322411204;0.9775167598384724;0.9773712509160791
4.5;0.9702369626980443;0.9711925280238646;0.9201789016376123;0.916792032259725
2.5;0.9665314741531321;0.9667897499398581;0.9427387931936495;0.9383938947337952
3.5;0.962582548614737;0.9586152736309512;0.9157887293211538;0.9175716311795914
3.0;0.984077551404617;0.9832763539339548;0.9741479158223407;0.9741275674693466
2.5;0.9830704428868823;0.9756812487320606;0.9642642891909433;0.9557643018118266
4.0;0.9796002767504182;0.9271036360948897;0.9595427625104549;0.9038596341101319
3.5;0.9907027634163896;0.9912073365843841;0.9806948136328834;0.9713695712242991
3.5;0.9689538319862326;0.9768587230847156;0.9277141930489414;0.9239102625684096
3.0;0.9893323300552596;0.9889079301393687;0.9794057662036859;0.9795201944725178
2.5;0.9923028481206727;0.9813883415554214;0.9875841920250712;0.9893595202799856
4.0;0.9922931482513733;0.9913670500789328;0.9772440243997963;0.977088244592937
3.5;0.9704624301578987;0.9746171738420619;0.9508835001009867;0.9440091806642379
2.5;0.9098287180298537;0.8976696782121254;0.8617712422321084;0.8571120602442389
2.5;0.9861326715976442;0.9815522094082859;0.9741317014515914;0.9706639423771477
5.0;0.9940586203136419;0.9928463504157579;0.9853682278446065;0.9826175593650451
4.25;0.9893378993592423;0.9881230521391812;0.9826519341247341;0.9827113290254024
2.5;0.9710860197184982;0.9681863609420194;0.9494497192108949;0.9500884180804084
2.95;0.9929627551944705;0.9909874023048373;0.9857756764496206;0.9861181385842294
3.0;0.9932128325048082;0.9927902986054447;0.9879107194175459;0.9878267442795127
3.45;0.9944250930651585;0.9928514415640936;0.9840426305074575;0.9844205718891939
2.5;0.9868377034720385;0.9720941170784344;0.973532154008532;0.97435392141781
0.5;0.9514271843099685;0.9502076976313647;0.9330214587907244;0.9297787121639963
4.5;0.9600818773182738;0.9543039175933459;0.9176950305171735;0.9182000100411262
2.0;0.900831302486879;0.8950956620911019;0.8394412223802475;0.8306706023180721
2.0;0.9552908868307807;0.9484041031994652;0.916029755572303;0.9134319840864186
3.5;0.9983537345808327;0.9982475672371693;0.9972045847249245;0.9971537998197515
3.5;0.9913456395206861;0.9829727651397941;0.9797142840259445;0.9789240687693629
4.0;0.9912299584189428;0.9903444057722175;0.9843480466508739;0.9839796261910324
3.5;0.9941568987201189;0.9939248390389658;0.9891094173794069;0.9879566032637984
4.0;0.9942312392146191;0.9911213192054127;0.9889261638369039;0.9864440330021708
2.5;0.9742989249537539;0.9692291654264648;0.942215425646463;0.9402062065010739
3.0;0.9835929786507762;0.9753588015323259;0.9662730118925813;0.9618055359735818
3.0;0.9653292533595544;0.9627395213045817;0.9395439044966014;0.939349158821845
3.0;0.9601527367701878;0.954855361842863;0.9281101666720682;0.9278907735020048
1.0;0.9069575858481068;0.9302403102115847;0.8836091657279395;0.8385097238870893
2.0;0.9745409430857129;0.9719909026962653;0.9344726070571321;0.9351615544087274
2.0;0.9611577159638385;0.9565649145687934;0.8998967115996236;0.9006728961963008
4.5;0.9952277571005866;0.9953526472398878;0.9887566534489433;0.987092958898366
4.0;NaN;NaN;NaN;NaN
3.0;0.9957717389742359;0.9974190278088073;0.9916325676653139;0.9885149047804976
3.0;0.9917049375506437;0.9906070579253825;0.9845845758401978;0.9844292675140224
4.15;0.9917327812242169;0.9942371567399535;0.9820247905908616;0.9832387034902594
2.5;0.9626214830743954;0.9646351730369902;0.9307054463255915;0.920362359766741
3.5;0.9856299134605738;0.984393263000498;0.9563123180909636;0.9561844079866304
4.0;0.9673126583959635;0.9664294516351559;0.923393311293626;0.9225444026884453
5.0;0.9629079923520096;0.7545325767130266;0.950276479530216;0.928205916248605
4.8;0.9981874470736632;0.9980923146478504;0.9964615959457869;0.9964171251311835
0.0;0.8463174951095271;0.8227261034704288;0.7619300745836;0.7576874679001268
4.6;0.9880497504741996;0.9861673476545669;0.9809209753680822;0.9798757700348656
3.0;0.9593903980660236;0.9558616307964267;0.9247938680509062;0.9264535290214261
2.7;0.9677990145856536;0.9657217727468835;0.9452674809548042;0.9450003978978506
3.6;0.9942280999457093;0.9878181538322318;0.9888526381567441;0.9891346834154872
3.75;0.9890943087585582;0.9877240910952386;0.985234911599532;0.9851643468070546
3.65;0.9845548216049524;0.9839069880336487;0.957653804911492;0.9564940886929417
0.0;0.9476941306706611;0.9450508214294802;0.900044660321125;0.8905157796418983
3.0;0.9735265968504885;0.9810943486101026;0.9508227222430874;0.9474241183990025
4.75;0.98113857135279;0.9861960058467933;0.9704629243159977;0.9668825815081765
3.6;0.9977444052296717;0.9991911540643625;0.9968297420577348;0.9961179520135146
3.5;0.9920440795801477;0.9909793002178191;0.9845608455417817;0.9844287744061051
2.75;0.9763393159969078;0.9756159335691188;0.965045697882997;0.9652544221748396
5.0;0.9848643898436267;0.9703921236212618;0.9699252558701371;0.9610106761000339
4.0;0.9679556926919385;0.9658278968610307;0.946762120368332;0.946648971093049
3.0;0.8764677629801962;0.8530500836407571;0.8113077639725323;0.8630706496892531
3.5;0.9818114670606229;0.9802198517603005;0.9586288943107009;0.9540686605161885
3.35;0.9871120021104223;0.9861820490237334;0.9724167805333821;0.9723486954051133
3.2;0.9775480946401046;0.9837642516693742;0.9534964164539126;0.9347902452507164
3.6;0.9767636328599223;0.9746257472449954;0.9531522987473493;0.954179824466811
3.75;0.9839796646381788;0.9952046840301346;0.9780269340661195;0.9839960591327274
4.0;0.997026751157136;0.9967980603204356;0.9949081952128428;0.994796574453658
3.75;0.9934021699424253;0.9881020036581012;0.9835587257749567;0.9815683349780981
3.5;0.9948109178535152;0.994059711577164;0.9859977558312765;0.9860401168316999
3.5;0.9908323481377533;0.9956529055055947;0.9786199650974852;0.966946320930959
4.25;0.993561266853867;0.9930978392320056;0.9920973243913439;0.9919180714519357
0.0;0.9076479193036763;0.9100364795429153;0.8623219650106806;0.8433843913553039
3.5;0.9822961143234339;0.9820193137732992;0.9752099008367897;0.9756982272641898
2.75;0.969852169953723;0.9662690874996734;0.9385946716537187;0.9389209906336389
5.0;0.9919802309209407;0.9709939748900652;0.9761005723507061;0.97063648352928
3.75;0.9919190759105779;0.9905857124789067;0.986900487630478;0.9866775659687036
3.45;0.989827055201898;0.9899895686316276;0.9800856870717817;0.9790385683446404
3.0;0.9920955423606272;0.9915632440297102;0.9911311933469572;0.990949393662416
2.25;0.9551935498139043;0.9620682234196736;0.9169951727307567;0.9147013255346521
3.25;0.9653229930425491;0.9639079026701961;0.9386341785371288;0.9385335647296069
4.2;0.9744485871067041;0.9890470776634975;0.9549761520718216;0.962591637356981
4.25;0.992997038066268;0.9927303930125988;0.9890429946344645;0.9890844318550516
4.4;0.9949675699802879;0.9966956395574865;0.9922794938312377;0.9926529003081014
2.5;0.9542887224671145;0.955310498688592;0.9392907413576708;0.9323874817838177
1.75;0.9244997517494586;0.9507512196634075;0.8875709021813766;0.9039266040629406
3.5;0.9851377935427293;0.9766787567297559;0.9725813095001377;0.9720510304189186
3.5;0.9947747244463909;0.9942974197622988;0.9841809252467673;0.9843348223650634
5.0;0.9961375510076899;0.994346351082589;0.988535097292072;0.988147578620421
3.95;0.9896227716502022;0.987831761389536;0.9800308913505108;0.9808672731304595
3.5;0.9846774427905687;0.9830260917417116;0.9649964057708847;0.9648558960764304
3.25;0.9401835616523113;0.930351613545119;0.8809479896265179;0.8693280842066508
4.5;0.9819224115655123;0.978113566506773;0.9546731137278278;0.9464083265997156
0.0;0.9203253650258674;0.9208705743232327;0.9119619748156746;0.9025083856902517
3.1;0.9852418661365215;0.9785492110559912;0.9682027382420854;0.9707380628951736
3.5;0.990910566458468;0.9882779008475961;0.9813074948181394;0.9818715997621559
4.25;0.9975694406275121;0.998749639078216;0.995836375476237;0.995661198513494
2.75;0.9616858016352277;0.9576504892504073;0.9243369133781935;0.923634554484878
3.5;0.9684265894262988;0.9536099645463718;0.9381024012824617;0.9207047322373535
4.5;0.9969225126134559;0.9976680670740988;0.9933872707803698;0.9901148540845331
3.5;0.9918753811757467;0.98401208588754;0.9869883779341928;0.9858915065158043
2.9;0.9740460712143506;0.9723518307320024;0.9575418948935752;0.957147218059803
3.0;0.9691029385603166;0.9595116662147904;0.9566584022957758;0.955541366434964
3.0;0.9877031647170124;0.9861605947843306;0.9790893593541267;0.9791103422302068
3.0;0.957212309967336;0.9491891320258351;0.9303636580888226;0.9239523712163907
4.0;0.9718281330846349;0.9712381708197649;0.9225926114667454;0.9177513703054103
0.0;0.8920026771347948;0.8824569809986126;0.8206893823563388;0.820653654474987
3.75;0.9849214182712261;0.972288891263164;0.9795927860236723;0.9712928265565342
3.0;0.9974754926683935;0.9974113545071635;0.9940385283113041;0.9940333315851612
2.5;0.9558522259815622;0.984248814870659;0.946342267647597;0.9640405795527672
3.5;0.9934167440614843;0.9935032207840142;0.986633130053005;0.9841432008503186
4.0;0.9782080635460727;0.9856458836332408;0.9582465544164737;0.9519078497754091
4.5;0.9856616165777425;0.9832726983640722;0.9555170494138604;0.9535194636759314
3.5;0.9924943892266591;0.9845429567409563;0.9804029645777982;0.9708585991093162
2.5;0.9602879422856;0.9665808119708719;0.9411012551913523;0.9296193489574486
3.75;0.9961677160834276;0.9960320580954732;0.9923664340255315;0.9909618752850566
3.5;0.980693440463779;0.9785751099225709;0.9584275825377621;0.9578400593385682
3.0;0.9863270460422973;0.9843554195538969;0.9747181065686258;0.9738079654094062
3.9;0.9693223267439178;0.9668482362849006;0.9371719659402581;0.926205722563226
3.25;0.9794130037702505;0.9785438591015698;0.9660331607207742;0.9628662736410536
3.75;0.9981286204085238;0.9974510866298629;0.9970033010491438;0.9968828337608688
3.4;0.9692272956731826;0.9689380799245365;0.9472493280839304;0.948402504783006
4.75;0.9959587132698449;0.9948776575012561;0.9911144965647743;0.9902228463452907
3.5;0.989641826790262;0.9886418436046667;0.9780779412604549;0.9778976861421781
3.75;0.968500211386828;0.9667188301593462;0.9275110010764765;0.9280317303996748
3.25;0.9890087565334585;0.9884660174370796;0.9738416671760077;0.9738426915752417
0.5;0.9296907412557871;0.9251103975424605;0.85003577567367;0.8519326369797597
0.5;0.8670253017230739;0.826481505678723;0.8535428340139046;0.8456482597528847
3.75;0.9902517224356093;0.9912372506866521;0.9704951197177257;0.9610090156714801
3.25;0.9862116460222015;0.9863631946576015;0.9770715482978352;0.9541992689734157
2.5;0.940052154918545;0.9292705338801752;0.8816513163641719;0.8641173573043537
4.95;0.9955918751744846;1.0000000000000002;0.9903560650769181;0.9843980010614588
0.0;0.9331719976234347;0.9281512931952347;0.8932466653243413;0.8906360587859663
3.4;0.9928520700507945;0.994811804721747;0.9875373656249804;0.9848139556584441
3.0;0.9885046851874942;0.9802070183272552;0.976084690664325;0.9747593468059548
3.5;0.9798040423989218;0.9777585508238692;0.9577004092664311;0.958064280091046
4.25;0.9905464423945618;0.9894387098514883;0.9810613160380353;0.9809535554054469
3.0;0.9980693772657229;0.9983099910432752;0.9943075023295039;0.9935506057233682
3.9;0.993138708352967;0.9973413889339703;0.9860896325839776;0.9766921332048845
3.25;0.9497752949558209;0.9497752949558209;0.9239036302368585;0.9239036302368585
3.0;0.9620098582185055;0.9575967896362119;0.9350169147825593;0.9296924699572665
3.5;0.9844167749633262;0.9755582180260791;0.9683369291666861;0.9698070676856354
3.25;0.9852440674170695;0.9827102751669642;0.9568247652402593;0.9567653536956798
4.45;NaN;NaN;NaN;NaN
1.5;0.9668618899889075;0.9690843597213284;0.9231141254403178;0.9178112018946734
3.0;0.9767788002658924;0.9741240664484385;0.9583387453437778;0.9580000081414908
3.25;0.9891199252072;0.9810253712838882;0.9836878645940345;0.9747343584762892
3.9;0.9929881472197197;0.9918211832925287;0.9865721353593012;0.9865450180910039
2.9;0.9772810751616513;0.9756581683353154;0.9695922363261454;0.9692285010794772
2.0;0.8999208505407581;0.9952396929067977;0.8245140201354106;0.8604306749355541
3.75;0.9900021102461328;0.9890134644048191;0.9819100558800621;0.9817813733800927
3.0;0.9919067067845883;0.9827376317373253;0.9823751137155264;0.9833587775311678
3.0;0.978826874470045;0.9777992432661338;0.9683247608125467;0.9685172396949447
1.5;0.9048931817887947;0.9222300144301157;0.8809816869445607;0.8321782217319572
2.4;0.9462602854711883;0.9450800213580484;0.9239053053766008;0.9285541132506794
3.0;0.989525185536243;0.9891684150346628;0.9784153482277174;0.9782771481506968
0.0;0.819331395383058;0.8151011935827503;0.7259991197781587;0.7237148019748377
3.5;0.9600715068497436;0.9639340975907067;0.9418222415294978;0.9412106566743295
3.5;0.9962576345079024;0.9943850883638562;0.9920001069302062;0.9904138960200852
3.75;0.9838011458567064;0.9827188032006587;0.9597418287489938;0.953261745737685
4.9;0.9989874167537984;0.9989462629366546;0.9974765310712164;0.9974718292878033
1.25;0.967345421175374;0.9631309598168682;0.9254540643207636;0.9250960449464886
3.0;0.9894108691115491;0.9883399479110865;0.9822311923412493;0.9793954836572499
3.75;0.9740837118612036;0.9711303537270408;0.9438553803748446;0.9375878057678382
2.0;0.8289179878448433;0.9356363605293413;0.8120770139703322;0.800726270756496
3.0;0.9804686809999539;0.9671814039922433;0.9640666021666774;0.9627123740724354
3.0;0.9525786448813421;0.9551988161959674;0.8988040014489211;0.8959874657151626
2.1;0.9259840888584498;0.9118306358817088;0.9006560028317024;0.9020757091554351
3.0;0.9462001036800867;0.9436765630985279;0.8982456873772793;0.8972771698873161
1.5;0.9501355398086341;0.9565292973558674;0.8834037439759627;0.8772321560379978
4.75;0.964712778477505;0.9552284148811557;0.9351114704691945;0.9281375886594466
3.6;0.9427763348066862;0.9432238576946268;0.8952540434394888;0.8945251898336577
3.0;0.9701738762145774;0.9633373735520765;0.9469282192853701;0.9361229683264224
3.25;0.9511275647883085;0.951227705653016;0.8800103898118607;0.8746313703547932
3.0;0.9633709987855764;0.9722571495542133;0.9403562765673845;0.9384268264623105
1.5;0.9876420647785209;0.9889810324299083;0.9601715330756687;0.9583710002773809
0.0;0.9702221747221714;0.970932403796951;0.9403295284595953;0.9363175149712374
3.9;0.9938814255316231;0.9884147113361818;0.9886945635467672;0.9871952147688375
4.45;0.9908312002488787;0.9968462490574032;0.9819030113412465;0.9443466368308745
0.0;0.971802126055465;0.9614626877009477;0.935247438857658;0.9198610490858345
3.0;0.9245287427634253;0.915449318195029;0.8833717353663182;0.885147971209262
3.6;0.9708642003387556;0.9782300166929502;0.9476444180231868;0.9423958035827824
3.5;0.9803863253637978;0.8896951621758362;0.9623681342473545;0.9581547826814368
3.45;0.9981879968525234;0.9981401139768767;0.9972946479494679;0.9972906590568326
3.0;0.9924086332699031;0.9793274117622034;0.9854693321109524;0.9811909518325281
3.0;0.9718364873031878;0.9615862293222787;0.947310467842416;0.9412473195069496
3.5;0.9946776642660695;0.9974000521375684;0.9914891682052278;0.9901985624463318
4.2;0.9996180052654327;0.9991221090034954;0.9990098564932307;0.9991655137643355
3.25;0.9821184926482138;0.9813243761097322;0.971144401845281;0.9701230857120763
2.0;0.9474720696252866;0.9321121101063117;0.8897288883242706;0.8881430660955135
0.0;0.9421491919022987;0.9454848292769013;0.8851651527971295;0.8922217090855644
4.25;0.9757436987409308;0.9635832962525722;0.9494737640577829;0.9005651354180744
4.25;0.9873880640424516;0.9890475292916749;0.9708263905690965;0.9688702002172509
3.0;0.9913312401883642;0.9840124936255349;0.9824474966361666;0.9808936677982014
1.5;0.8497992669999418;0.8090876796052519;0.8570212195344499;0.8496566403231772
4.25;0.9869586675106453;0.9854649385644513;0.9764717565405343;0.9744028665841187
3.5;0.9883438494641573;0.9851373157735637;0.9693037887462441;0.9691804512931221
3.75;0.9767889230372895;0.9966335457331416;0.9509504791629894;0.9328213736040953
3.75;0.9968021900319631;0.9983231115984218;0.9912338862250498;0.9862251377527324
3.75;0.9959921854943729;0.9953672695577404;0.9918325512554368;0.990175530181297
3.5;0.9814247120750995;0.9807792645734927;0.9501494687293046;0.9514870572943089
4.25;0.9917669181767211;0.9904715588116532;0.9945513825096791;0.9945773496416552
3.0;0.9760931371452934;0.9739387129472442;0.9583944887736853;0.9578200112771739
3.5;0.9868604333380364;0.9852860779398631;0.972956275702959;0.9728595983641923
3.35;0.975351855146991;0.9853316781043067;0.9652367667734734;0.9653368369134491
3.25;0.8622891585263763;0.9475524968645852;0.8667388773718303;0.7997056602274456
4.4;0.9788149573202962;0.9429824050572081;0.9372622995434227;0.939131777991058
5.0;0.9920611146394893;0.9868852668758823;0.9866145174122362;0.9729505401689809
4.4;0.9951835633719824;0.9945907883509488;0.9893396908299119;0.9892047439001584
0.0;0.8879513940028934;0.8743914599622062;0.8375322292350806;0.8380375018788243
3.5;0.9916190316259895;0.9906416713296045;0.9820090604935564;0.9818731118817302
3.9;0.9903150520985033;0.989447768937816;0.9792902718082597;0.9713603063055251
5.0;0.9862316377096356;0.9896888841940333;0.9674487586092944;0.9669362223778489
0.0;0.9448078455012451;0.9353952410085382;0.8631322557271346;0.8572594836559885
3.0;0.9843593508716838;0.9850354944101553;0.9709115785378284;0.9684626095248166
3.0;0.9795308355847918;0.977138920693298;0.9643831727052109;0.9569965262676047
4.25;0.9869738432003282;0.9929527470937621;0.9781174281320303;0.968104273600892
0.0;0.9282468443573025;0.937137605907901;0.877199393750309;0.819235838172874
3.5;0.9853717397871999;0.9814017739035847;0.971722061488628;0.9609771387859058
3.1;0.9617786797931978;0.9594658605180861;0.9251263864663734;0.9217800773801527
3.0;0.9857038660043689;0.9849020116466257;0.9724308410185272;0.9588152037559207
3.0;0.9857817436427356;0.9853184246665084;0.9757210160075591;0.9756044601095516
3.0;0.9884646460746198;0.9846603377950573;0.9820286449908022;0.9842839480186952
3.75;0.9935790774978949;0.9588172162953735;0.9880371935772337;0.9399341173299776
0.5;0.909100407944295;0.9165330118775058;0.8913517788350535;0.8890225946485066
2.5;0.9177405643661007;0.7619155858810511;0.839044545818492;0.8381777186877384
3.0;0.9405903340194955;0.883764116354342;0.9024585982504675;0.9027047609757943
3.75;0.9859477096366037;0.9855515165202858;0.9665432290678939;0.9654293605343287
3.5;0.9939569218309192;0.9906005757609608;0.9891422190322693;0.9892788484580911
3.9;0.986108181710098;0.9786543804813036;0.9741500732065224;0.9673490172025078
2.75;0.9795545149083161;0.9772840829023687;0.9706455782326876;0.9707559750489855
3.0;0.9926554102500111;0.9928450651802828;0.9872178516343125;0.9871155546363958
4.4;0.9965445879966303;0.9959452133922909;0.9915438071107159;0.9913360739158873
2.0;0.9724487937675698;0.9787632449810427;0.9546924587842587;0.9519228782577522
3.5;0.9961999256661348;0.9944547111355562;0.9920527038112151;0.988617379115303
3.4;0.9780081802665078;0.9771926724177243;0.9600252505245693;0.9599676584474766
4.95;0.9866955199735978;0.9958848900077927;0.9760120411114537;0.9422271115603853
3.75;0.9887767473484111;0.9885102729376158;0.9798705435102613;0.9799310842122013
0.0;0.970400209716991;0.969656248849503;0.9322633589063226;0.9236758470951723
3.75;0.9881661994095288;0.9878613361262727;0.9778314695011602;0.9770119018468225
2.9;0.9506376538360761;0.9482961656276402;0.8931932391530917;0.8880788578118756
4.75;0.946494891576093;0.9413700147207968;0.9033702581359953;0.891712071841457
4.9;0.9967381890709998;0.9970079246104182;0.9942036489850153;0.9919923413619712
4.25;0.9899105778114158;0.9999999999999999;0.9919390436597226;0.9893200898570699
3.9;0.9961507835655384;0.9975528738252663;0.993739308690645;0.9935337992379821
1.95;0.9817242705836193;0.9880631419792334;0.9698353587459936;0.9668524074352642
3.75;0.9973241107939576;0.9972850955665187;0.9935281594990073;0.9936122066862699
4.25;NaN;NaN;NaN;NaN
3.0;0.9907913259808869;0.9930791617631141;0.9796068453284938;0.978004311425877
2.25;0.9524397473768249;0.992777608628648;0.9420424722241091;0.9345102982481927
2.5;0.9171948478336174;0.899639085738381;0.8671186874183642;0.8591006889686112
3.0;0.9765899768909456;0.9730161257990761;0.9599411776853948;0.9581987546447843
3.25;0.9736461905589837;0.9601334586675744;0.9469289107961384;0.928740887822417
4.0;0.9807129323108271;0.9673887961641408;0.9667752758673828;0.958169524974556
4.75;0.9780595834347454;0.9874783980304132;0.9501816261210033;0.9446838737919372
3.0;0.9809268634326926;0.9589163221553378;0.9688966072531017;0.970578679342806
3.4;0.9910839159267577;0.9907265121752471;0.9838566842640007;0.984030337034048
3.4;0.9749099343218349;0.974651193647929;0.9505696054077422;0.8968623153389783
0.5;0.9180478866475593;0.9198811984197879;0.9042635959432646;0.8991684546454143
1.9;0.9599774460167037;0.9203743706253096;0.9298614054751995;0.8712488819355659
4.5;0.9997013232216296;0.999676367418983;0.9992434942535348;0.9992440816212596
3.2;0.987050262288496;0.9805880189796988;0.9793130059740347;0.9724923973648004
3.25;0.9957522468138224;0.9952033770939144;0.9893951399285315;0.9900098604997204
3.25;0.9938936272540702;0.9937271285885636;0.9878262639112438;0.9860746414777831
3.25;0.9955813290746403;0.9954486484373569;0.9919513464373066;0.9919827340247691
3.0;0.9916190964047923;0.9873001580148862;0.9865460736432664;0.9828011103667598
3.45;0.9813755941689939;0.9833152035259728;0.9569263602470901;0.951604960409544
3.7;0.9863983611936438;0.987617554008743;0.9661656203502127;0.9640218799638546
3.5;0.9745894417048827;0.9698828450130743;0.947432927979737;0.9463638587805075
2.75;0.9633728258919351;0.9735125040672518;0.9297166619368361;0.9298666200477413
3.1;0.9804773477532416;0.9802220174025938;0.9604107606766361;0.9568681659709352
3.4;0.9940300964181781;0.9881072203952517;0.9873114529767196;0.9833361798408079
3.25;0.9603053337656422;0.9617577258846713;0.9348786981563508;0.931370591307156
3.35;0.9587078760757067;0.9473056584814251;0.9270764381060843;0.9257814356081632
4.9;0.9872936433991094;0.9367031237656891;0.9747410901638468;0.9152461725344626
3.5;0.9945134850345051;0.9942138612719884;0.9827468322085365;0.9828124990071747
4.65;0.994735879900309;0.9812632959597963;0.9871704709191254;0.9739912766973214
4.75;0.9854487308465919;0.9871124645726409;0.9592592020104084;0.9631864624000187
4.7;0.998477160348165;0.9983863123422221;0.9971711576551864;0.9971604009438602
