Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum
4.0;0.9963537189692335;0.9965492935298974;0.9932499953351532;0.9965492935298974;0.9963537189692335;0.9965492935298974;0.9932499953351532;0.9965492935298974;0.9967595159494116;0.9976426461062406;0.994612659163861;0.9976426461062406
4.0;0.971785111096681;0.9891255533163449;0.9760124330790635;0.9891255533163449;0.971785111096681;0.9891255533163449;0.9760124330790635;0.9891255533163449;0.9737422859671739;0.9932654418195715;0.9781914891902721;0.9932654418195715
4.1;0.9619620144759866;0.9707906085415489;0.9674953736796955;0.9707906085415489;0.9619620144759866;0.9707906085415489;0.9674953736796955;0.9707906085415489;0.9651739916751495;0.9881034785860494;0.9689394839590468;0.9881034785860494
4.0;0.9941755767478533;0.967032106936517;0.9960408784079638;0.967032106936517;0.9941755767478533;0.967032106936517;0.9960408784079638;0.967032106936517;0.991556913927224;0.9775840647781905;0.9896129917640908;0.9775840647781905
3.0;0.9709497060456211;0.9868182920110158;0.9629228045292153;0.9868182920110158;0.9709497060456211;0.9868182920110158;0.9629228045292153;0.9868182920110158;0.9730689554669469;0.9915022402392548;0.96735519664479;0.9915022402392548
4.0;0.9654118402429036;0.9768292578350415;0.967627173212834;0.9768292578350415;0.9654118402429036;0.9768292578350415;0.967627173212834;0.9768292578350415;0.9690030658140953;0.9806697141909061;0.9690803252248011;0.9806697141909061
3.0;0.9625197015617164;0.9608099050718852;0.9666188266526785;0.9608099050718852;0.9625197015617164;0.9608099050718852;0.9666188266526785;0.9608099050718852;0.9631479318923365;0.9588269171799958;0.9658225568312854;0.9588269171799958
4.5;0.9951565443502003;0.9967744543779155;0.9960241989666698;0.9967744543779155;0.9951565443502003;0.9967744543779155;0.9960241989666698;0.9967744543779155;0.9955813483681366;0.9962705462083066;0.9959819697536701;0.9962705462083066
3.5;0.9723609304927429;0.9735156089916399;0.9766579321211194;0.9735156089916399;0.9723609304927429;0.9735156089916399;0.9766579321211194;0.9735156089916399;0.9747030227541346;0.9773141652952004;0.9818560399918785;0.9773141652952004
3.5;0.887155257400396;0.834782431499454;0.8445970440383412;0.834782431499454;0.887155257400396;0.834782431499454;0.8445970440383412;0.834782431499454;0.8968682405626608;0.9230344102262102;0.8678455798076748;0.9230344102262102
3.0;0.9819819021283197;0.9869024243641739;0.9805345024995511;0.9869024243641739;0.9819819021283197;0.9869024243641739;0.9805345024995511;0.9869024243641739;0.9831091321812508;0.9906675296039564;0.9836382727231899;0.9906675296039564
3.5;0.9870173110759569;0.9948282682113191;0.9848152765267475;0.9948282682113191;0.9870173110759569;0.9948282682113191;0.9848152765267475;0.9948282682113191;0.988258392550963;0.9964783754343788;0.9870102716119469;0.9964783754343788
4.0;0.9980367947542791;0.9986562259400765;0.9951912450511377;0.9986562259400765;0.9980367947542791;0.9986562259400765;0.9951912450511377;0.9986562259400765;0.9980414410084175;0.999236437651399;0.9952656961177396;0.999236437651399
4.0;0.996450606930318;0.9980226181189339;0.9916358413056212;0.9980226181189339;0.996450606930318;0.9980226181189339;0.9916358413056212;0.9980226181189339;0.9969237193066482;0.9987384154152631;0.9931790706712555;0.9987384154152631
4.0;0.9998838116549733;0.9996326369856182;0.9998816322699162;0.9996326369856182;0.9998838116549733;0.9996326369856182;0.9998816322699162;0.9996326369856182;0.998712106927428;0.9970713328471045;0.9992917975051648;0.9970713328471045
3.0;0.9555592386543164;0.9584177776461561;0.9680467657754583;0.9584177776461561;0.9555592386543164;0.9584177776461561;0.9680467657754583;0.9584177776461561;0.9571065746257174;0.9671721451498512;0.9700953667101738;0.9671721451498512
2.5;0.9727878977659948;0.9843594745971438;0.9725465314725618;0.9843594745971438;0.9727878977659948;0.9843594745971438;0.9725465314725618;0.9843594745971438;0.9729649574392479;0.9875974972245134;0.9729056861791892;0.9875974972245134
2.5;0.9520210608242451;0.9367478007880407;0.9378353818213471;0.9367478007880407;0.9523206390340538;0.9353944141201035;0.9381797196288222;0.9353944141201035;0.9560242719047799;0.976702137719704;0.9412879675122416;0.976702137719704
3.0;0.9695970218079083;0.9779938610504736;0.975099161801588;0.9779938610504736;0.9695970218079083;0.9779938610504736;0.975099161801588;0.9779938610504736;0.9730304646304657;0.978567218879014;0.9781719466673182;0.978567218879014
0.0;0.7818132396288102;0.6503645669624002;0.8375193172492439;0.6503645669624002;0.7818132396288102;0.6503645669624002;0.8375193172492439;0.6503645669624002;0.8304853017392905;0.8356237273597426;0.8734218658255396;0.8356237273597426
4.25;0.96877918830207;0.9774527959310075;0.9741848822960845;0.9774527959310075;0.96877918830207;0.9774527959310075;0.9741848822960845;0.9774527959310075;0.9726778887602204;0.9874503167450688;0.9756977162292746;0.9874503167450688
3.0;0.9319581533451391;0.9019476025584351;0.9211848091775283;0.9019476025584351;0.9319581533451391;0.9019476025584351;0.9211848091775283;0.9019476025584351;0.9350248702235969;0.9474334783172034;0.9282944555631618;0.9474334783172034
3.0;0.9617405821427177;0.9407677254324527;0.9642079462308218;0.9407677254324527;0.9617405821427177;0.9407677254324527;0.9642079462308218;0.9407677254324527;0.9636814400639199;0.9529189943109201;0.9647648236192433;0.9529189943109201
4.0;0.9580806650785031;0.9767473304124812;0.9626320751276238;0.9767473304124812;0.9580806650785031;0.9767473304124812;0.9626320751276238;0.9767473304124812;0.9517106124312695;0.9583418109703895;0.9573697290358492;0.9583418109703895
0.0;0.8509334233631891;0.8294820003402816;0.8902313603862432;0.8294820003402816;0.8509334233631891;0.8294820003402816;0.8902313603862432;0.8294820003402816;0.8637115619552674;0.9240304718356882;0.8964014012802948;0.9240304718356882
3.5;0.9436401141373623;0.9446622206613773;0.9390628090104348;0.9446622206613773;0.9436401141373623;0.9446622206613773;0.9390628090104348;0.9446622206613773;0.9465603668351096;0.9742811373995283;0.9413327048714855;0.9742811373995283
1.0;0.8574581077766025;0.8549573718793547;0.859495382605781;0.8549573718793547;0.859199490453049;0.8518104206489905;0.8653932906996163;0.8518104206489905;0.8711369857067278;0.9265117376503139;0.8725674522515681;0.9265117376503139
0.0;0.8619070855253627;0.7222392844810208;0.875499976666744;0.7222392844810208;0.8619070855253627;0.7222392844810208;0.875499976666744;0.7222392844810208;0.8688788941038593;0.9062741259258312;0.8871021105873004;0.9062741259258312
1.5;0.9367261683457438;0.9068111700481047;0.9345801815269196;0.9068111700481047;0.9367261683457438;0.9068111700481047;0.9345801815269196;0.9068111700481047;0.9416723242842897;0.9475032134669416;0.9384793568145285;0.9475032134669416
3.6;0.9318114685791579;0.9341455899856814;0.9434619020474339;0.9341455899856814;0.9318114685791579;0.9341455899856814;0.9434619020474339;0.9341455899856814;0.9361564297042737;0.9696125846896129;0.9458902270966772;0.9696125846896129
3.0;0.9694889872191982;0.9735159776825562;0.96884731968139;0.9735159776825562;0.9694889872191982;0.9735159776825562;0.96884731968139;0.9735159776825562;0.9723589161860011;0.9792214157978035;0.9730317498420085;0.9792214157978035
3.0;0.982390687224279;0.972590004425902;0.9805923300674911;0.972590004425902;0.982390687224279;0.972590004425902;0.9805923300674911;0.972590004425902;0.9840146493766825;0.9785665820706874;0.9819456756072181;0.9785665820706874
5.0;0.9817353502615354;0.9876960720075195;0.9839170458057589;0.9876960720075195;0.9817353502615354;0.9876960720075195;0.9839170458057589;0.9876960720075195;0.9831021137978253;0.9932387474110046;0.9847187309222756;0.9932387474110046
3.5;0.9561653671022863;0.9306957266346056;0.9588954390734941;0.9306957266346056;0.9561653671022863;0.9306957266346056;0.9588954390734941;0.9306957266346056;0.9588602865220633;0.9662502628352505;0.9626637986211342;0.9662502628352505
0.0;0.8726199291849879;0.7983112511739332;0.8823668855384669;0.7983112511739332;0.8726199291849879;0.7983112511739332;0.8823668855384669;0.7983112511739332;0.8828594300840066;0.9150070263116479;0.8906195016451457;0.9150070263116479
4.0;0.947830198894092;0.95773744461369;0.9500666978264471;0.95773744461369;0.947830198894092;0.95773744461369;0.9500666978264471;0.95773744461369;0.941055074496964;0.9523453371252644;0.9362408289272394;0.9523453371252644
4.5;0.9952430968632472;0.9892638979898398;0.9903960112458885;0.9892638979898398;0.9952430968632472;0.9892638979898398;0.9903960112458885;0.9892638979898398;0.9969547840980947;0.993560399869161;0.9918062795510367;0.993560399869161
3.0;0.9634918747270569;0.9794041307353425;0.9595640578518941;0.9794041307353425;0.9634918747270569;0.9794041307353425;0.9595640578518941;0.9794041307353425;0.9663622687282214;0.9861402727685764;0.9621869605784477;0.9861402727685764
3.5;0.9850841979973369;0.9869482905926873;0.9879658040945128;0.9869482905926873;0.9850841979973369;0.9869482905926873;0.9879658040945128;0.9869482905926873;0.9855129445225855;0.9899534757504923;0.9882878483040414;0.9899534757504923
4.0;0.9835138236001201;0.9897488136060032;0.9875716929066581;0.9897488136060032;0.9835138236001201;0.9897488136060032;0.9875716929066581;0.9897488136060032;0.9838970343654486;0.9917584242528035;0.9880505315567155;0.9917584242528035
3.0;0.9850698144012742;0.975089505617136;0.9833424537602825;0.975089505617136;0.9850698144012742;0.975089505617136;0.9833424537602825;0.975089505617136;0.9851353243310885;0.9779618582065132;0.9845221287597544;0.9779618582065132
3.0;0.9571799052342435;0.9606307035872566;0.9729372743423368;0.9606307035872566;0.9571799052342435;0.9606307035872566;0.9729372743423368;0.9606307035872566;0.9583290893043711;0.9681818771051254;0.9688752705156086;0.9681818771051254
3.5;0.9702915425403774;0.9746281306928283;0.9878105283808057;0.9746281306928283;0.9702915425403774;0.9746281306928283;0.9878105283808057;0.9746281306928283;0.9624704147560202;0.9708904756160208;0.9821560579728323;0.9708904756160208
2.5;0.9345092810248778;0.9156964104688322;0.9319740337191129;0.9156964104688322;0.9345092810248778;0.9156964104688322;0.9319740337191129;0.9156964104688322;0.9404563057725344;0.9528066148831427;0.9339879260733002;0.9528066148831427
3.5;0.9656623443922976;0.9830645037141336;0.980484625962448;0.9830645037141336;0.9656623443922976;0.9830645037141336;0.980484625962448;0.9830645037141336;0.9692779916372625;0.9916188818163926;0.9814584278557428;0.9916188818163926
3.5;0.8975073236815021;0.8821567606428334;0.8802328160042856;0.8821567606428334;0.8975073236815021;0.8821567606428334;0.8802328160042856;0.8821567606428334;0.916818113178309;0.9571483549921698;0.8990715942066486;0.9571483549921698
3.0;0.964515404668315;0.9759720791851054;0.9657368169433223;0.9759720791851054;0.964515404668315;0.9759720791851054;0.9657368169433223;0.9759720791851054;0.9669009298029501;0.9826601069181676;0.9674376958261528;0.9826601069181676
4.5;0.9559388824094294;0.9629010483376398;0.9681096629479192;0.9629010483376398;0.9559388824094294;0.9629010483376398;0.9681096629479192;0.9629010483376398;0.9467771057760187;0.9588147522089611;0.9517180739844431;0.9588147522089611
2.5;0.9212243023868897;0.9070786586787601;0.929380743642751;0.9070786586787601;0.9184890221134342;0.9018007465862411;0.9287844925640866;0.9018007465862411;0.9274407294261946;0.9584934704432281;0.9341747228406555;0.9584934704432281
3.5;0.9268370298791564;0.9341612061939479;0.9346403593306755;0.9341612061939479;0.9268370298791564;0.9341612061939479;0.9346403593306755;0.9341612061939479;0.9315259591394457;0.936984918308272;0.9368881055249447;0.936984918308272
3.0;0.9743882340917279;0.9759763306294563;0.9808047764610235;0.9759763306294563;0.9743882340917279;0.9759763306294563;0.9808047764610235;0.9759763306294563;0.9739692560250346;0.9823316073079534;0.9781491971172029;0.9823316073079534
2.5;0.9598155382131401;0.9754124020688036;0.9518622945810983;0.9754124020688036;0.9598155382131401;0.9754124020688036;0.9518622945810983;0.9754124020688036;0.9602455050251143;0.9795963320561443;0.9519241700003429;0.9795963320561443
4.0;0.9699707642120358;0.9676465614963037;0.9588997758384;0.9676465614963037;0.9699707642120358;0.9676465614963037;0.9588997758384;0.9676465614963037;0.972035161056058;0.9740628113316271;0.963264529068426;0.9740628113316271
3.5;0.9714582860220158;0.9838573794445111;0.969240118707083;0.9838573794445111;0.9714582860220158;0.9838573794445111;0.969240118707083;0.9838573794445111;0.9746370726751297;0.9888417351645565;0.9728777588973603;0.9888417351645565
3.5;0.9365194020744809;0.9012926733939857;0.9328075915032843;0.9012926733939857;0.9365194020744809;0.9012926733939857;0.9328075915032843;0.9012926733939857;0.9470347369698683;0.953096793040837;0.9413441397500869;0.953096793040837
3.0;0.977167489649976;0.9765507057207541;0.9694341983319356;0.9765507057207541;0.977167489649976;0.9765507057207541;0.9694341983319356;0.9765507057207541;0.9797200985428259;0.9878466781044557;0.9724965619672685;0.9878466781044557
2.5;0.980246255503099;0.9858262348771878;0.9779339610420161;0.9858262348771878;0.980246255503099;0.9858262348771878;0.9779339610420161;0.9858262348771878;0.9802983385540632;0.989587044012611;0.9783856090697343;0.989587044012611
4.0;0.9488960791449792;0.9736055408705199;0.9683734218506844;0.9736055408705199;0.9488960791449792;0.9736055408705199;0.9683734218506844;0.9736055408705199;0.9523552498886627;0.9888562835069337;0.970899156205359;0.9888562835069337
3.5;0.9082353488073238;0.8774420739290141;0.8658204686826221;0.8774420739290141;0.9187981289136318;0.9220854235400375;0.8828153959569448;0.9220854235400375;0.9303646724400422;0.9715275828106036;0.9034171648498177;0.9715275828106036
2.5;0.9205029587946163;0.8613342867053354;0.9114334634142991;0.8613342867053354;0.9174767689969;0.8553020167177149;0.9133241659001082;0.8553020167177149;0.9250184128048986;0.8715842324679104;0.9180806900118337;0.8715842324679104
2.5;0.9607578652445437;0.978028688623527;0.9654240123922013;0.978028688623527;0.9607578652445437;0.978028688623527;0.9654240123922013;0.978028688623527;0.9617304579379317;0.9820286486119711;0.966012071251935;0.9820286486119711
5.0;0.9860991869316535;0.9954216441441582;0.9892223611638539;0.9954216441441582;0.9860991869316535;0.9954216441441582;0.9892223611638539;0.9954216441441582;0.9865045452182084;0.9933445014979984;0.9885676184294471;0.9933445014979984
4.25;0.9527127548475439;0.9388988242520342;0.9424486338870046;0.9388988242520342;0.9527127548475439;0.9388988242520342;0.9424486338870046;0.9388988242520342;0.9542046182871985;0.9783843423643662;0.9464418775241693;0.9783843423643662
2.5;0.9513976246935067;0.9282027095260368;0.9400586496231231;0.9282027095260368;0.9513976246935067;0.9282027095260368;0.9400586496231231;0.9282027095260368;0.9600018359522007;0.9643219781028618;0.9444775300291638;0.9643219781028618
2.95;0.9627348735153163;0.9828492825082197;0.961881802112821;0.9828492825082197;0.9627348735153163;0.9828492825082197;0.961881802112821;0.9828492825082197;0.9630940226249385;0.989190820508913;0.9625730130818062;0.989190820508913
3.0;0.9791615158074428;0.9804737695732871;0.979867050734623;0.9804737695732871;0.9791615158074428;0.9804737695732871;0.979867050734623;0.9804737695732871;0.9792305043447006;0.9896077026865038;0.9798776642617656;0.9896077026865038
3.45;0.9774702247507061;0.9886461166900031;0.9859737350450242;0.9886461166900031;0.9774702247507061;0.9886461166900031;0.9859737350450242;0.9886461166900031;0.9777176623961806;0.9925740329853211;0.9861031440137701;0.9925740329853211
2.5;0.9708985994430821;0.9793889707063353;0.9620824062848641;0.9793889707063353;0.9708985994430821;0.9793889707063353;0.9620824062848641;0.9793889707063353;0.9721463748300605;0.9838277405234185;0.9626115471462785;0.9838277405234185
0.5;0.9397326291191588;0.9039039143095426;0.9345477510356137;0.9039039143095426;0.9397326291191588;0.9039039143095426;0.9345477510356137;0.9039039143095426;0.9444293059243792;0.9409806665679705;0.9346690773054934;0.9409806665679705
4.5;0.9190873587997974;0.9013396455708796;0.9073046141702095;0.9013396455708796;0.9190873587997974;0.9013396455708796;0.9073046141702095;0.9013396455708796;0.9437507017246876;0.9609210754091934;0.9353978454462004;0.9609210754091934
2.0;0.8897902269711266;0.8497597776545104;0.9085435743604386;0.8497597776545104;0.8897902269711266;0.8497597776545104;0.9085435743604386;0.8497597776545104;0.8985799501959945;0.876650021271186;0.9130505176508106;0.876650021271186
2.0;0.9261631624172659;0.9254083706507519;0.9361475019135153;0.9254083706507519;0.9265970488920692;0.9223545869579312;0.9378605790825774;0.9223545869579312;0.9296513338363198;0.9363891867751112;0.9393694196974864;0.9363891867751112
3.5;0.9885420419812155;0.9944739317313177;0.9897026084461166;0.9944739317313177;0.9885420419812155;0.9944739317313177;0.9897026084461166;0.9944739317313177;0.9889957912776078;0.9980718647752345;0.9904011258387513;0.9980718647752345
3.5;0.9695804956133346;0.9850791189317626;0.9711860867389895;0.9850791189317626;0.9695804956133346;0.9850791189317626;0.9711860867389895;0.9850791189317626;0.9722219531460911;0.9882574964583335;0.9733577910821213;0.9882574964583335
4.0;0.9877814409404545;0.9657807110906127;0.9852998987180258;0.9657807110906127;0.9877814409404545;0.9657807110906127;0.9852998987180258;0.9657807110906127;0.9936858474882622;0.9898083974651801;0.9915215627164979;0.9898083974651801
3.5;0.9929038247637588;0.9939167440080631;0.9899041682083652;0.9939167440080631;0.9929038247637588;0.9939167440080631;0.9899041682083652;0.9939167440080631;0.9919320520127591;0.9946822468371319;0.9884447588787668;0.9946822468371319
4.0;0.9932828400003283;0.9889430328976562;0.9909913712978173;0.9889430328976562;0.9932828400003283;0.9889430328976562;0.9909913712978173;0.9889430328976562;0.9940301052989581;0.9923203965872155;0.9917150933269333;0.9923203965872155
2.5;0.9323607998608262;0.8649511055942922;0.9091150653881755;0.8649511055942922;0.9365168123688059;0.8787782975303691;0.9154541800806348;0.8787782975303691;0.9447895863593554;0.965924101112933;0.9273188764815964;0.965924101112933
3.0;0.9762593234245054;0.9713200776291178;0.975001189605027;0.9713200776291178;0.9762593234245054;0.9713200776291178;0.975001189605027;0.9713200776291178;0.9780536206930389;0.9809191105848355;0.9748841865081659;0.9809191105848355
3.0;0.9258704584168458;0.9406906730821379;0.9489946760382031;0.9406906730821379;0.9258704584168458;0.9406906730821379;0.9489946760382031;0.9406906730821379;0.931363954766791;0.9565002274310109;0.9514386133743599;0.9565002274310109
3.0;0.9054441035836462;0.902130615862502;0.9215068772991387;0.902130615862502;0.9054441035836462;0.902130615862502;0.9215068772991387;0.902130615862502;0.9153590772624379;0.9572696270024081;0.9252540104807562;0.9572696270024081
1.0;0.8729082780785973;0.7771707531841333;0.890243448507657;0.7771707531841333;0.8729082780785973;0.7771707531841333;0.890243448507657;0.7771707531841333;0.8879958214147792;0.8614852605576694;0.903997729236037;0.8614852605576694
2.0;0.947393273679197;0.9506673862155963;0.9596683751735477;0.9506673862155963;0.947393273679197;0.9506673862155963;0.9596683751735477;0.9506673862155963;0.9527464811634715;0.9688340580207583;0.9613853707493473;0.9688340580207583
2.0;0.8889728975338779;0.8303778518561102;0.8739387770830145;0.8303778518561102;0.8889728975338779;0.8303778518561102;0.8739387770830145;0.8303778518561102;0.9134920678391405;0.9516151699224504;0.9043978210788414;0.9516151699224504
4.5;0.9905748258866702;0.9920525414840793;0.993840299623798;0.9920525414840793;0.9905748258866702;0.9920525414840793;0.993840299623798;0.9920525414840793;0.9921424616609521;0.9945718593264025;0.9946388936940198;0.9945718593264025
4.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
3.0;0.9857777961796732;0.9945059202554888;0.9916086014284905;0.9945059202554888;0.9857777961796732;0.9945059202554888;0.9916086014284905;0.9945059202554888;0.9801885204679763;0.9955197702985057;0.9885670054773383;0.9955197702985057
3.0;0.9732023431014138;0.9750019542670242;0.974429021379215;0.9750019542670242;0.9732023431014138;0.9750019542670242;0.974429021379215;0.9750019542670242;0.9757503939168838;0.9894995827638708;0.975399293053854;0.9894995827638708
4.15;0.9494960183012997;0.9616588096955626;0.9675313512617;0.9616588096955626;0.9494960183012997;0.9616588096955626;0.9675313512617;0.9616588096955626;0.9507141018009861;0.9832743730392156;0.9681691464878481;0.9832743730392156
2.5;0.9338983285631689;0.953958742032366;0.8956812212713883;0.953958742032366;0.9338983285631689;0.953958742032366;0.8956812212713883;0.953958742032366;0.9364204562385375;0.9607731402647383;0.903628497955388;0.9607731402647383
3.5;0.9741176138764677;0.9848204974235941;0.9849036520154754;0.9848204974235941;0.9741176138764677;0.9848204974235941;0.9849036520154754;0.9848204974235941;0.9702307549228392;0.9855390741230542;0.9777191114432708;0.9855390741230542
4.0;0.9168976843227764;0.9184783660794635;0.9170249828176106;0.9184783660794635;0.9218096253170797;0.9332820300427841;0.9245705242515639;0.9332820300427841;0.9301120909513;0.9608453983412885;0.9422259344794294;0.9608453983412885
5.0;0.9902231189307786;0.9903928420306635;0.9936019699307663;0.9903928420306635;0.9902231189307786;0.9903928420306635;0.9936019699307663;0.9903928420306635;0.985692347891151;0.9585706400096748;0.989325655771457;0.9585706400096748
4.8;0.9942374061734067;0.9950466984172901;0.9948124201928392;0.9950466984172901;0.9942374061734067;0.9950466984172901;0.9948124201928392;0.9950466984172901;0.9949115552662816;0.9976302054381737;0.9957221308321055;0.9976302054381737
0.0;0.8256339924213886;0.6174154228313614;0.8414007226752009;0.6174154228313614;0.8256339924213886;0.6174154228313614;0.8414007226752009;0.6174154228313614;0.8306021878412444;0.7970142014142556;0.8469972207448877;0.7970142014142556
4.6;0.9829718858535739;0.9775583854662897;0.9853047400481827;0.9775583854662897;0.9829718858535739;0.9775583854662897;0.9853047400481827;0.9775583854662897;0.9833755596364544;0.9873785731718591;0.9858259395292032;0.9873785731718591
3.0;0.9477286158326065;0.9369753451805111;0.9475028767481146;0.9369753451805111;0.9476372174481004;0.9331789799010063;0.9489904009281782;0.9331789799010063;0.9524006300782168;0.9580972242960782;0.9529503999370447;0.9580972242960782
2.7;0.9217754424936927;0.9361918149939624;0.93795553906237;0.9361918149939624;0.9217754424936927;0.9361918149939624;0.93795553906237;0.9361918149939624;0.9284758402762247;0.9593621990648091;0.9457520901753915;0.9593621990648091
3.6;0.9837044811509288;0.9910852677275956;0.9755809119638229;0.9910852677275956;0.9837044811509288;0.9910852677275956;0.9755809119638229;0.9910852677275956;0.9837584763808325;0.9929581439167673;0.975846084914846;0.9929581439167673
3.75;0.9766551328253931;0.9793267514385099;0.9717299580406134;0.9793267514385099;0.9766551328253931;0.9793267514385099;0.9717299580406134;0.9793267514385099;0.9792225790731979;0.9883245810062108;0.9753513266330401;0.9883245810062108
