Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Min
3.0;0.9735411430953146;0.9788288271032012;0.9788288271032012
3.0;0.9845176363804382;0.9886393939010657;0.9890500812550588
5.0;0.9838815137301823;0.9838815137301823;0.9890090743626254
3.5;0.9571216433688077;0.9571216433688077;0.9571216433688077
0.0;0.8683183807461045;0.8815215955165007;0.8815215955165007
4.0;0.9637322324221501;0.9694387663062097;0.9691572386356371
4.5;0.9902990600685764;0.9902990600685764;0.9902990600685764
3.0;0.9751465386522663;0.9751465386522663;0.9751465386522663
3.5;0.9789826760610119;0.9789826760610119;0.9789826760610119
4.0;0.9873954803512054;0.9873954803512054;0.9873954803512054
3.0;0.9882264746250242;0.9882264746250242;0.9882264746250242
3.0;0.9708717079658802;0.9708717079658802;0.9708717079658802
3.5;0.9785056303754688;0.9785056303754688;0.9785853657913852
2.5;0.9143328984259198;0.9143328984259198;0.9143328984259198
3.5;0.9819990723499825;0.9819990723499825;0.9819990723499825
3.5;0.8924430921228509;0.8980553571465298;0.8959641883089837
3.0;0.97256495798244;0.97256495798244;0.977546103382464
4.5;0.9595251065072667;0.9595251065072667;0.9595251065072667
2.5;0.9321805308186848;0.9321805308186848;0.9321805308186848
3.5;0.9121904111408162;0.9121904111408162;0.9109620861030387
3.0;0.9784173579937043;0.9784173579937043;0.9784173579937043
2.5;0.961289918089623;0.961289918089623;0.961289918089623
4.0;0.9681662269590757;0.9681662269590757;0.9706639594261327
3.5;0.9846943936755358;0.9846943936755358;0.971786085327818
3.5;0.9232853641286681;0.9232853641286681;0.9261319993848723
3.0;0.9831620780306521;0.9831620780306521;0.9850854073175648
2.5;0.9866331339644863;0.9866331339644863;0.9866331339644863
4.0;0.9829201186686803;0.9829201186686803;0.9829201186686803
3.5;0.9287453528146863;0.9216006953759562;0.9274654182504101
2.5;0.9028001515088195;0.9028001515088195;0.9028001515088195
2.5;0.9700586089433798;0.9700586089433798;0.9700586089433798
5.0;0.9554065442874529;0.9554065442874529;0.9554065442874529
4.25;0.9614926529414256;0.9433126454759638;0.9433126454759638
2.5;0.9562343483945613;0.9562343483945613;0.9562343483945613
2.95;0.9437046099301227;0.9437046099301227;0.9437046099301227
3.0;0.9831816807790382;0.9831816807790382;0.9831816807790384
3.45;0.9662839476888225;0.9662839476888225;0.9662839476888225
2.5;0.9602245794102601;0.9602245794102601;0.9602245794102601
0.5;0.9116520000373394;0.9116520000373394;0.9116520000373394
4.5;0.9475207692023601;0.9475207692023601;0.9475207692023601
2.0;0.8530948228962685;0.8530948228962685;0.8608108201380934
2.0;0.8966078876116819;0.8966078876116819;0.8966078876116819
3.5;0.9959869293306871;0.9896333032479409;0.9902193071382327
3.5;0.9811768991506076;0.9811768991506076;0.9811768991506076
4.0;0.9922011311881248;0.9922011311881248;0.9922011311881248
3.5;0.9896659136646729;0.9904743186712494;0.9916721962638062
4.0;0.9922607716252075;0.9932063051354868;0.9950868345165201
2.5;0.8956393619795057;0.8956393619795057;0.8956393619795057
3.0;0.9715177191259331;0.9668788212065497;0.9668589508528922
3.0;0.9467223996591303;0.9467223996591303;0.9467223996591303
3.0;0.8978753592682047;0.8978753592682047;0.8978753592682047
1.0;0.906770551681047;0.906770551681047;0.906770551681047
2.0;0.9526358779764877;0.9620390384020266;0.9220703783991099
2.0;0.8805551267340379;0.8805551267340379;0.8805551267340379
4.5;0.9922286083000582;0.9922286083000582;0.9891644418233011
4.0;NaN;NaN;NaN
3.0;0.9900105639530636;0.9900105639530636;0.9900105639530636
3.0;0.9851225753656021;0.9851225753656021;0.9851225753656021
4.15;0.9070172706348868;0.9070172706348868;0.9070172706348868
2.5;0.9293130751012967;0.9293130751012967;0.9268085536468847
3.5;0.9461559472286705;0.9461559472286705;0.9461559472286705
4.0;0.9366672109073334;0.9366672109073334;0.9366672109073334
5.0;0.974596223555589;0.974596223555589;0.9839331649275846
4.8;0.9984209678642127;0.9984209678642127;0.9888188494361183
0.0;0.8148877104258635;0.8148877104258635;0.8285149986878764
4.6;0.9747860790240307;0.9747860790240307;0.9747860790240307
3.0;0.9265260127428376;0.9265260127428376;0.9518032466363857
2.7;0.9523586276644896;0.9523586276644896;0.9517266751672743
3.6;0.9822509985927996;0.9822509985927996;0.9822509985927996
3.75;0.9691045845751061;0.9691045845751061;0.9691045845751061
3.65;0.8964900293777058;0.8964900293777058;0.8964900293777058
0.0;0.9438413883633373;0.9438413883633373;0.9438413883633373
3.0;0.9386069647815714;0.9386069647815714;0.9386069647815714
4.75;0.9904322430671291;0.9904322430671291;0.9904322430671291
3.6;0.9934757860271366;0.9934757860271366;0.9937157844436592
3.5;0.9907220080920895;0.9907220080920895;0.9890249821463499
2.75;0.9649310717876651;0.963871305950167;0.9687914329926876
5.0;0.9767452215873694;0.9767452215873694;0.9767452215873694
4.0;0.9454770988941104;0.9454770988941104;0.9454770988941104
3.0;0.9450658608524471;0.9450658608524471;0.9886787697946249
3.5;0.9645109184098002;0.9645109184098002;0.9645109184098002
3.35;0.9635084019029031;0.9635084019029031;0.9635084019029031
3.2;0.952379743906225;0.952379743906225;0.952379743906225
3.6;0.9515885765499748;0.9515885765499748;0.9515885765499748
3.75;0.9603467653582374;0.9603467653582374;0.9511675718214313
4.0;0.9783493419727324;0.9783493419727324;0.9783493419727324
3.75;0.9833518640333996;0.9833518640333996;0.9833518640333996
3.5;0.9840305506700635;0.9840305506700635;0.9840305506700635
3.5;0.9922507437446075;0.9922507437446075;0.9922507437446075
4.25;0.9959385145145957;0.9959385145145957;0.9973445245320752
0.0;0.8738349677521365;0.8738349677521365;0.8738349677521365
3.5;0.9595885962893813;0.9595885962893813;0.9595885962893813
2.75;0.9472698840582024;0.9472698840582024;0.9472698840582024
5.0;0.975984384388975;0.975984384388975;0.9826360153456373
3.75;0.9678060643485381;0.9678060643485381;0.9678060643485381
3.45;0.9686336375764666;0.9686336375764666;0.9686336375764666
3.0;0.9861297589892397;0.9861297589892397;0.9861297589892397
2.25;0.9043201406470662;0.9043201406470662;0.9043201406470662
3.25;0.908158998132406;0.908158998132406;0.908158998132406
4.2;0.9703267836897658;0.9703267836897658;0.9703267836897658
4.25;0.9813099626918552;0.9813099626918552;0.9828385916853027
4.4;0.9783442019069106;0.9798897990181481;0.9787387409405464
2.5;0.953205114648232;0.953205114648232;0.9578435497366332
1.75;0.9018709506167242;0.9018709506167242;0.9018709506167242
3.5;0.9631790157747235;0.9631790157747235;0.9631790157747235
3.5;0.9852156752127473;0.9852156752127473;0.9852156752127473
5.0;0.9996175681835596;0.9996175681835596;0.9996175681835596
3.95;0.9846969025045905;0.9855266944618307;0.9909162785305767
3.5;0.9777327700133089;0.9691653315815194;0.9691653315815194
3.25;0.9452781665511472;0.9452781665511472;0.9558878020109521
4.5;0.9441613257682772;0.9441613257682772;0.956540678477237
0.0;0.8005710185888785;0.8005710185888785;0.8137602228517723
3.1;0.9384429252005512;0.9384429252005512;0.9384429252005512
3.5;0.9828208715189427;0.9828208715189427;0.9828208715189427
4.25;0.9918564697933177;0.9918564697933177;0.991126534171865
2.75;0.9258424641915737;0.9258105273470384;0.9258105273470384
3.5;0.950020915373085;0.950020915373085;0.950020915373085
4.5;0.9932287463356441;0.9127372465004651;0.9928912211220403
3.5;0.9803089559703797;0.9803089559703797;0.9803089559703797
2.9;0.971526758581816;0.9702924976709167;0.9732305497693162
3.0;0.9564222990769548;0.9564222990769548;0.9564222990769548
3.0;0.9624771039008023;0.9624771039008023;0.9624771039008023
3.0;0.9151180923618755;0.916271185221815;0.9357359819790521
4.0;0.9333308279482488;0.9333308279482488;0.9333308279482488
0.0;0.8233126743437981;0.8497468739960694;0.8497468739960694
3.75;0.9775720935314027;0.9829626028008578;0.9848726456547368
3.0;0.9934214430153051;0.9934214430153051;0.9934214430153051
2.5;0.8858997714270961;0.8858997714270961;0.8926276131745982
3.5;0.9855533431526234;0.9855533431526234;0.9855533431526234
4.0;0.9453646691697636;0.9453646691697636;0.9453646691697636
4.5;0.9552571336225916;0.9552571336225916;0.9196234137441602
3.5;0.9746389341064755;0.9746389341064755;0.9622122168874464
2.5;0.9410195046862008;0.9410195046862008;0.9410195046862008
3.75;0.9889312833940993;0.9889312833940993;0.9882997382293393
3.5;0.9702398885725655;0.9702398885725655;0.9702398885725655
3.0;0.9598947202828145;0.9598947202828145;0.9598947202828145
3.9;0.9592754527151718;0.9592754527151718;0.9592754527151718
3.25;0.9471438130620551;0.9471438130620551;0.9471438130620551
3.75;0.9970541409437046;0.9970541409437046;0.9972958886293175
3.4;0.9313886550891439;0.9313886550891439;0.9313886550891439
4.75;0.9909560099131653;0.9909560099131653;0.9909560099131653
3.5;0.9593328260781505;0.9593328260781505;0.9593328260781505
3.75;0.8859328390615031;0.8859328390615031;0.8859328390615031
3.25;0.9356514155656672;0.9356514155656672;0.9356514155656672
0.5;0.8927157067627137;0.8927157067627137;0.8875791752026808
0.5;0.9498378271760379;0.9498378271760379;0.9498378271760379
3.75;0.9711782995533007;0.9711782995533007;0.9711782995533007
3.25;0.9760709359396978;0.9760709359396978;0.9760709359396978
2.5;0.9026541457241272;0.9040167596879796;0.9148545603858462
4.95;0.9877423903739766;0.9877423903739766;0.9913676607427275
0.0;0.8904007927364365;0.8904007927364365;0.8904007927364365
3.4;0.9948848724744546;0.9948848724744546;0.9948848724744546
3.0;0.9833808350828578;0.9833808350828578;0.9833808350828578
3.5;0.9555101404017331;0.9555101404017331;0.9555101404017331
4.25;0.9767140734414881;0.9767140734414881;0.9488563623005575
3.0;0.9947639003574266;0.9947639003574266;0.9952132374543189
3.9;0.987698216967745;0.987698216967745;0.9869323004412757
3.25;0.8958117301731459;0.9245975529845581;0.9245327931011106
3.0;0.8957003710493487;0.8957003710493487;0.8957003710493487
3.5;0.9478395191694339;0.9478395191694339;0.9478395191694339
3.25;0.9538250722524667;0.9538250722524667;0.9538250722524667
4.45;NaN;NaN;NaN
1.5;0.9116020338627121;0.9116020338627121;0.9141117159940144
3.0;0.9167272885692888;0.9167272885692888;0.9185369667338731
3.25;0.9640185485820659;0.9640185485820659;0.9640185485820659
3.9;0.988498390826464;0.988498390826464;0.988498390826464
2.9;0.963620554664445;0.963620554664445;0.9533266679708093
2.0;0.8831135004711914;0.8831135004711914;0.8898864327408073
3.75;0.9513466948259185;0.9513466948259185;0.9513466948259185
3.0;0.9447979046052905;0.9447979046052905;0.9447979046052905
3.0;0.9701825992740294;0.969304121494443;0.9734522234997234
1.5;0.8783962438719252;0.8783962438719252;0.8783962438719252
2.4;0.9185604150933986;0.9185604150933986;0.9428947784713706
3.0;0.9819714540893064;0.9797340630677184;0.9816376182929316
0.0;0.8213520555560561;0.8213520555560561;0.8213520555560561
3.5;0.9481847235907607;0.9481847235907607;0.9564633911820529
3.5;0.9942679392287915;0.9942679392287915;0.9942679392287915
3.75;0.9628393063383959;0.9628393063383959;0.9628393063383959
4.9;0.995476622354557;0.9964170206758423;0.9971903711697747
1.25;0.9246014705433497;0.9246014705433497;0.9246014705433497
3.0;0.9813550371869922;0.9813550371869922;0.9813550371869922
3.75;0.9320166637939492;0.9320166637939492;0.9320166637939492
2.0;0.8849483907391273;0.8887484294063007;0.909911078820018
3.0;0.9645740005121217;0.9645740005121217;0.9645740005121217
3.0;0.8980552514703964;0.842480434393225;0.842480434393225
2.1;0.8979685308517624;0.8979685308517624;0.8979685308517624
3.0;0.9176648803851198;0.9074934521086222;0.9074934521086222
1.5;0.8485036263445178;0.8485036263445178;0.8580554592844238
4.75;0.9307093094572954;0.9307093094572954;0.9307093094572954
3.6;0.943996244849613;0.943996244849613;0.943996244849613
3.0;0.964712799400503;0.9613425990347813;0.9614712554123976
3.25;0.8385115950887647;0.8385115950887647;0.8385115950887647
3.0;0.9792356491180695;0.9792356491180695;0.9786467115686343
1.5;0.9643740519488069;0.9616227697385565;0.9616227697385565
0.0;0.9171185566096834;0.9192420328667036;0.9192420328667036
3.9;0.9898002784338297;0.9898002784338297;0.9898002784338297
4.45;0.9810323039932536;0.9810323039932536;0.9722418660599306
0.0;0.9106480622039583;0.9106480622039583;0.9106480622039583
3.0;0.9397937067041352;0.9397937067041352;0.9397937067041352
3.6;0.9519399434797458;0.9423055991159746;0.9444485729698516
3.5;0.8989293830203546;0.8989293830203546;0.9184499704432566
3.45;0.9919570192763916;0.9914254476177998;0.9914254476177998
3.0;0.9694933091017619;0.9694933091017619;0.9691968502435288
3.0;0.9280689675714384;0.9280689675714384;0.9280689675714384
3.5;0.9904508301050794;0.9904508301050794;0.9905989123725177
4.2;0.999192852742689;0.999192852742689;0.999192852742689
3.25;0.9727231423850712;0.9727231423850712;0.9669646143353045
2.0;0.9546597054193173;0.9546597054193173;0.9546597054193173
0.0;0.8697900181288647;0.8697900181288647;0.8697900181288647
4.25;0.9787988611453643;0.9787988611453643;0.9787988611453643
4.25;0.9816575632604431;0.9816575632604431;0.9774770825616179
3.0;0.9633052845741853;0.9633052845741853;0.9633052845741853
1.5;0.9557204249893728;0.9557204249893728;0.9557204249893728
4.25;0.967659733759191;0.967659733759191;0.9795144781683761
3.5;0.9613796394213433;0.9613796394213433;0.9613796394213433
3.75;0.970467247030943;0.9749776919363645;0.9749776919363645
3.75;0.9978073573927657;0.9983840592913326;0.997555945316032
3.75;0.9877851769889074;0.9877851769889074;0.9873204874447022
3.5;0.9507664034926061;0.9507664034926061;0.9671124571500929
4.25;0.9978765198262706;0.9978765198262706;0.9985269816867547
3.0;0.9723355710503729;0.9723355710503729;0.9819520521844302
3.5;0.9651298121783335;0.9651298121783335;0.9651298121783335
3.35;0.9613106507907315;0.9613106507907315;0.9613390382046331
3.25;0.8628966473877339;0.8628966473877339;0.8930287967042846
4.4;0.9162633777966214;0.9162633777966214;0.9330679948944761
5.0;0.9789169902211932;0.9789169902211932;0.9789169902211932
4.4;0.9724029296658782;0.9724029296658782;0.9724029296658782
0.0;0.8222559757237452;0.8222559757237452;0.8222559757237452
3.5;0.9812015506421946;0.9839970105085932;0.9706725334135307
3.9;0.9724369656531898;0.9724369656531898;0.9724369656531898
5.0;0.9438589336338347;0.9438589336338347;0.9438589336338347
0.0;0.8540279581124739;0.8914021447595334;0.8914021447595334
3.0;0.9702760227586136;0.9655484994652758;0.9655484994652758
3.0;0.9506017754711247;0.9506017754711247;0.9506017754711247
4.25;0.9793085996538283;0.9793085996538283;0.9706881648008022
0.0;0.8525417461200987;0.8525417461200987;0.8525417461200987
3.5;0.9662543156862495;0.9662543156862495;0.9724731051970172
3.1;0.8733040845337731;0.8733040845337731;0.8733040845337731
3.0;0.9755093982730796;0.9755093982730796;0.9755093982730796
3.0;0.9803822044933552;0.9803822044933552;0.9826944193508046
3.0;0.9726698989739541;0.9726698989739541;0.9726698989739541
3.75;0.9890244349798973;0.9903961165462987;0.9903961165462987
0.5;0.9266325860289314;0.9266325860289314;0.9266325860289314
2.5;0.9366265202602682;0.9292784283446365;0.9292784283446365
3.0;0.9301526281457794;0.9301526281457794;0.96120139262346
3.75;0.9776244161574411;0.9776244161574411;0.9768354534502026
3.5;0.9845630178394095;0.9845630178394095;0.9845630178394095
3.9;0.9830303197679738;0.9885302387423471;0.9889113113261909
2.75;0.9661176920171664;0.9661176920171664;0.9661176920171664
3.0;0.9817670965350469;0.9817670965350469;0.9829177999855457
4.4;0.9970953196092099;0.9970953196092099;0.9772415709372477
2.0;0.930208206031493;0.930208206031493;0.930208206031493
3.5;0.9869895437528042;0.9869895437528042;0.9863892291727251
3.4;0.9621695945182812;0.9621695945182812;0.9570744264858982
4.95;0.9597784847794417;0.9597784847794417;0.9434940200041401
3.75;0.9882056714869265;0.9881751881897856;0.9881751881897856
0.0;0.9256103486107355;0.9256103486107355;0.92454998581452
3.75;0.9883696690602384;0.9883696690602384;0.9878942092596051
2.9;0.916925068363098;0.916925068363098;0.916925068363098
4.75;0.8783026886506754;0.8783026886506754;0.897277181117586
4.9;0.9853812823439205;0.9853812823439205;0.9853812823439205
4.25;0.9933454661917887;0.9933454661917887;0.9933454661917887
3.9;0.9865423878140516;0.9865423878140516;0.9856130237415489
1.95;0.9439521343686714;0.9439521343686714;0.9459942654516238
3.75;0.9939381864449557;0.9939381864449557;0.9939381864449557
4.25;NaN;NaN;NaN
3.0;0.9857876779412151;0.9857876779412151;0.9852594039233733
2.25;0.9370810156532847;0.9542224520972438;0.9542224520972438
2.5;0.8753835353584642;0.8753835353584642;0.889643740769532
3.0;0.9496805976227402;0.9496805976227402;0.9594054970192352
3.25;0.9621818590821081;0.9599120843143146;0.9596342548047901
4.0;0.9831919855586518;0.9831919855586518;0.9907543602539974
4.75;0.9479163675394148;0.9479163675394148;0.963673248573822
3.0;0.991072380819553;0.9944200577337259;0.9944200577337259
3.4;0.9819760025333402;0.9819760025333402;0.9819760025333402
3.4;0.9701223247161828;0.9701223247161828;0.9701223247161828
0.5;0.8323740624373941;0.8323740624373941;0.8323740624373941
1.9;0.9706230836133322;0.9681433183477215;0.9594003185683334
4.5;0.9996939467909888;1.0000000000000002;0.9997278779176805
3.2;0.9738324607525809;0.9738324607525809;0.9738324607525809
3.25;0.9913617069920143;0.9913617069920143;0.9913617069920143
3.25;0.9743523682382087;0.9743523682382087;0.9743523682382087
3.25;0.9946292678817227;0.9946292678817227;0.9916051492636652
3.0;0.9678595769170412;0.9678595769170412;0.9678595769170412
3.45;0.9363574357982023;0.9363574357982023;0.9363574357982023
3.7;0.9710959836002275;0.9709662241024117;0.9896291896425318
3.5;0.9850460860640551;0.9885498512147417;0.9893033902384486
2.75;0.9511444035222502;0.9621278162193091;0.9621278162193099
3.1;0.9464638339014665;0.9464638339014665;0.9464638339014665
3.4;0.9867303640343575;0.9867303640343575;0.9855940167305666
3.25;0.9389057863021304;0.9389057863021304;0.9389057863021304
3.35;0.900856002419984;0.900856002419984;0.900856002419984
4.9;0.9900169104087756;0.9900169104087756;0.9933876309847517
3.5;0.9802894915401138;0.9802894915401138;0.9802894915401138
4.65;0.9882084509826454;0.9882084509826454;0.9904914326860088
4.75;0.962885490857037;0.962885490857037;0.962885490857037
4.7;0.9953668894504305;0.9953668894504305;0.9953668894504305
3.5;0.9802852126525469;0.9802852126525469;0.9802852126525469
3.25;0.9863370212976676;0.9863370212976676;0.9880286275755626
1.5;0.9329063338128883;0.9329063338128883;0.9474233491281451
4.2;0.9028592377893914;0.9028592377893914;0.9028592377893914
5.0;0.989403452427448;0.989403452427448;0.989403452427448
3.0;0.9348286120891188;0.9348286120891188;0.9348286120891188
3.0;0.9576468215076479;0.9576468215076479;0.9576468215076479
5.0;0.9968866244232586;0.9968866244232586;0.9968866244232586
0.0;0.8725997297866385;0.8725997297866385;0.8725997297866385
3.5;0.9526543596182175;0.9526543596182175;0.9526543596182175
3.75;0.9626155443375947;0.9626155443375947;0.9626155443375947
4.5;0.9789826742867628;0.9789826742867628;0.9789826742867628
3.7;0.9874589447350819;0.9874589447350819;0.9874589447350819
3.25;0.9366024130059242;0.9366024130059242;0.9366024130059242
4.25;0.9927362710722698;0.9927362710722698;0.9759399680408126
2.0;0.9048691544836324;0.9048691544836324;0.9048691544836324
4.0;0.9689632665479088;0.9727005748592815;0.9727005748592815
3.75;0.9701211344486971;0.9701211344486971;0.9701211344486971
3.5;0.9981281667751245;0.9981281667751245;0.9981281667751245
3.0;0.9726520578307926;0.9696940748385152;0.9729885392844483
4.95;0.967196290978611;0.967196290978611;0.9785295668087994
4.0;0.9830490047901494;0.9830490047901494;0.9830490047901494
4.0;0.9894973863262572;0.9894973863262572;0.9894973863262572
4.9;0.9952460064623304;0.9952460064623304;0.9952460064623304
4.9;0.9628302643292534;0.9628302643292534;0.9628302643292534
3.7;0.9962429863120049;0.9962429863120049;0.9962429863120049
4.0;0.9439529309402921;0.9439529309402921;0.9439529309402921
3.25;0.9037387102319897;0.9037387102319897;0.9037387102319897
3.0;0.9946950861715278;0.9953009832544504;0.9959232867723744
2.25;0.9497271639439537;0.9497271639439537;0.9497271639439537
3.0;0.9834700779197006;0.9834700779197006;0.9828362032354645
4.0;0.9007114938237352;0.9007114938237352;0.9007114938237352
3.4;0.9191673865587465;0.9191673865587465;0.9191673865587465
2.9;0.8759097309030883;0.8759097309030883;0.8759097309030883
3.25;0.9796182805990179;0.9796182805990179;0.9796182805990179
2.5;0.933235717619651;0.933235717619651;0.933235717619651
3.7;0.9741269481741136;0.9774558426856377;0.9846291826762654
3.25;0.9917675339524289;0.9917675339524289;0.9917675339524289
0.5;0.8541678129067404;0.8541678129067404;0.8541678129067404
2.75;0.968655880812257;0.968655880812257;0.9729804349104679
4.0;0.9385108477421051;0.9293809285819983;0.9293809285819983
1.75;0.9474956845429257;0.9474956845429257;0.9474956845429257
4.0;0.9974696323283064;0.9974696323283064;0.9974696323283064
3.45;0.9689108765002238;0.9585647703153124;0.9554551822641997
3.4;0.9921538668979653;0.9921538668979653;0.9944499396388107
3.0;0.9644965772198905;0.9644965772198905;0.9718405774522806
4.25;0.9703324710635624;0.9703324710635624;0.9842812392398116
3.0;0.9718773175434937;0.9718773175434937;0.9718773175434937
3.0;0.9614751741807186;0.9587394329973294;0.9590647897109462
3.5;0.9525577848631447;0.9525577848631447;0.9525577848631447
3.25;0.9780298028810203;0.9780298028810203;0.9780298028810203
3.45;0.9817458582513315;0.9817458582513315;0.9817458582513315
4.6;0.945952397481479;0.945952397481479;0.9594802359110202
4.25;0.9704140250426034;0.9704140250426034;0.9704140250426034
1.5;0.8849521230087726;0.8849521230087726;0.8990204875907056
2.5;0.9463288248556583;0.9463288248556583;0.9486497192458779
4.75;0.987979773947712;0.987979773947712;0.9967043633557173
4.4;0.9929690050412467;0.9929690050412467;0.9929690050412467
0.0;0.8246623585848613;0.8246623585848613;0.8494460262747475
3.25;0.9308058651446134;0.9308058651446134;0.9308058651446134
0.5;0.9543422875220587;0.9543422875220587;0.9543422875220587
3.4;0.9802790854293069;0.9802790854293069;0.9802790854293069
3.25;0.9952414955248824;0.9944363538419112;0.9944363538419112
3.25;0.9282086246978365;0.9282086246978365;0.9405516468401257
3.0;0.8120694751469473;0.8120694751469473;0.8400539830638071
3.25;0.9238962204069151;0.9238962204069151;0.9238962204069151
1.5;0.9383357414881434;0.9398601558558151;0.9398601558558151
3.2;0.9563811809320959;0.9563811809320959;0.9563811809320959
0.0;0.8696051087747049;0.8696051087747049;0.8696051087747049
3.0;0.9248463192517405;0.9248463192517405;0.9248463192517405
3.4;0.9798520687855122;0.9798520687855122;0.9798520687855122
3.25;0.9616138320511529;0.9613862924551496;0.9662825747465899
3.5;0.9765557546826864;0.9765557546826864;0.9765557546826864
1.5;0.891676469994152;0.8914004466903402;0.9151572048101738
3.0;0.9703366340490172;0.9703366340490172;0.9703366340490172
4.9;0.9782020732128353;0.9782020732128353;0.9782020732128353
3.45;0.947324477429052;0.947324477429052;0.947324477429052
4.25;0.9648317065390573;0.9648317065390573;0.967631328523709
4.5;0.9861278521643442;0.9861278521643442;0.9903407896902151
3.0;0.9720884901664439;0.9720884901664439;0.9777205362441738
3.5;0.8497093057078109;0.8497093057078109;0.8497093057078109
2.25;0.895348087265609;0.895348087265609;0.895348087265609
4.25;0.942511025346487;0.942511025346487;0.942284814028924
3.4;0.9870063286852534;0.9870063286852534;0.9862314626496821
3.75;0.9978458742030775;0.9978458742030775;0.9978458742030775
4.25;0.9919904534745011;0.9936440020853984;0.9938142557357326
3.25;0.988661022413971;0.988661022413971;0.9891659647960183
3.25;0.9425748055493833;0.9425748055493833;0.9425748055493833
3.65;0.9773288678641902;0.9773288678641902;0.9773288678641902
2.75;0.8706684156844877;0.8706684156844877;0.8706684156844877
1.5;0.9105628848690234;0.9105628848690234;0.9105628848690234
3.0;0.9674841554192161;0.9674841554192161;0.9716469289152839
4.25;0.9560709091519556;0.9560709091519556;0.9560709091519556
3.5;0.9562215171971463;0.9562215171971463;0.9542892928565073
3.0;0.9500014672457598;0.9500014672457598;0.9500014672457598
2.0;0.9512488628089597;0.9512488628089597;0.9512488628089597
2.5;0.8795510109170092;0.8795510109170092;0.8795510109170092
0.0;0.9085114651866357;0.9085114651866357;0.911498315340933
0.0;0.9088307920631892;0.9088307920631892;0.9088307920631892
4.0;0.9683945154997038;0.9683945154997038;0.9683945154997038
3.35;0.956394676645295;0.956394676645295;0.956394676645295
4.25;0.9801202300436489;0.9801202300436489;0.9801202300436489
