Human;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.0;0.6121223177750565;0.6577057001585888;0.6577057001585888;0.6577057001585888;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.5454214770226491;0.5800026743835341;0.5800026743835341;0.5800026743835341;0.6408461104677782;0.6917317328088132;0.6917317328088132;0.6917317328088132;0.6121223177750564;0.6577057001585886;0.6577057001585886;0.6577057001585886
1.0;0.5240255351071764;0.5450887980136504;0.5450887980136504;0.5450887980136504;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.4042932170416771;0.42088895397744575;0.42088895397744575;0.42088895397744575;0.5652761032355682;0.5870315020963611;0.5870315020963611;0.5870315020963611;0.5240255351071764;0.5450887980136504;0.5450887980136504;0.5450887980136504
3.0;0.10540925533894598;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.10540925533894598;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.10540925533894598;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.10540925533894598;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.10540925533894598;0.21081851067789195;0.21081851067789195;0.21081851067789195
2.0;0.524336502224149;0.5468020526409852;0.5468020526409852;0.5358479042651916;0.33541019662496846;0.3484813916980649;0.3484813916980649;0.34114411961050656;0.45133570115297866;0.46100134608481497;0.46100134608481497;0.4514392567171177;0.5668193240287267;0.5975365894355189;0.5975365894355189;0.5860472471033351;0.524336502224149;0.5468020526409852;0.5468020526409852;0.5358479042651916
2.4;0.34667149564654426;0.4304915141876069;0.4304915141876069;0.4304915141876069;0.28867513459481287;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.3051290246865767;0.3791311774098836;0.3791311774098836;0.3791311774098836;0.4041816770856292;0.4979759994947252;0.4979759994947252;0.4979759994947252;0.3466714956465442;0.43049151418760684;0.43049151418760684;0.43049151418760684
3.4;0.5990714079659671;0.5990714079659671;0.5990714079659671;0.5990714079659671;0.4103913408340616;0.4103913408340616;0.4103913408340616;0.4103913408340616;0.5616274453683446;0.5616274453683446;0.5616274453683446;0.5616274453683446;0.6081449931086482;0.6081449931086482;0.6081449931086482;0.6081449931086482;0.5990714079659671;0.5990714079659671;0.5990714079659671;0.5990714079659671
3.0;0.6808313832439391;0.7366396131956137;0.7366396131956137;0.7511040252887288;0.3919873546919032;0.46823140739455127;0.46823140739455127;0.46823140739455127;0.620051958090133;0.6841351202600441;0.6841351202600441;0.6940192214846173;0.70387798204322;0.7552157936461189;0.7552157936461189;0.771281786758728;0.6808313832439391;0.7366396131956137;0.7366396131956137;0.7511040252887288
2.0;0.4764021885792878;0.539578362885821;0.539578362885821;0.539578362885821;0.23112508176051216;0.2405626121623441;0.2405626121623441;0.2405626121623441;0.3846440183734779;0.4346026470211312;0.4346026470211312;0.4346026470211312;0.535836294837227;0.6021643064810617;0.6021643064810617;0.6021643064810617;0.4764021885792878;0.539578362885821;0.539578362885821;0.539578362885821
3.2;0.5254730883676131;0.5989697632401074;0.5807056698294438;0.5989697632401074;0.43915503282683993;0.4843221048378526;0.4843221048378526;0.4843221048378526;0.477897621738368;0.5450715989553626;0.5359407898214914;0.5450715989553626;0.5788168088152256;0.6451059493384185;0.6230919744850131;0.6451059493384185;0.5254730883676131;0.5989697632401074;0.5807056698294438;0.5989697632401074
2.0;0.5275145654131742;0.6022300846338232;0.5926396529618635;0.6022300846338232;0.3451342449813167;0.3721042037676253;0.3660533256519378;0.3721042037676253;0.463952209495569;0.5395150723074505;0.5308072366109275;0.5395150723074505;0.5625122065402762;0.6286313900352762;0.6187291316664044;0.6286313900352762;0.5275145654131742;0.6022300846338232;0.5926396529618635;0.6022300846338232
3.0;0.3891797955235331;0.48095400553775297;0.48095400553775297;0.48095400553775297;0.19867985355975656;0.26490647141300877;0.26490647141300877;0.26490647141300877;0.3369821979995663;0.42312600955786495;0.42312600955786495;0.42312600955786495;0.41481214300586394;0.5073203487850828;0.5073203487850828;0.5073203487850828;0.3891797955235331;0.48095400553775297;0.48095400553775297;0.48095400553775297
1.2;0.4427110273865661;0.4427110273865661;0.4427110273865661;0.4427110273865661;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.13834289277321493;0.31959810194145843;0.31959810194145843;0.31959810194145843;0.31959810194145843;0.5039719556014907;0.5039719556014907;0.5039719556014907;0.5039719556014907;0.4427110273865661;0.4427110273865661;0.4427110273865661;0.4427110273865661
3.4;0.4142924193579284;0.5661928509761447;0.5269477456844367;0.5543847128339308;0.2508726030021272;0.4181210050035454;0.3763089045031908;0.4181210050035454;0.3834202503515815;0.537005092809454;0.49702296321701306;0.531970541159931;0.4262141036422604;0.5795071387473599;0.5405771454080368;0.562702304546856;0.4142924193579284;0.5661928509761448;0.5269477456844368;0.5543847128339308
1.8;0.44206970543373353;0.491081157390828;0.491081157390828;0.4732618017108843;0.20100756305184242;0.20100756305184242;0.20100756305184242;0.20100756305184242;0.37046418930704383;0.4083540190558764;0.4083540190558764;0.3979021798856127;0.4706149278628468;0.5200337919364867;0.5200337919364867;0.4989692861781137;0.44206970543373353;0.491081157390828;0.491081157390828;0.4732618017108843
3.6;0.5395530855426922;0.5395530855426922;0.5395530855426922;0.5395530855426922;0.3720594877662901;0.3720594877662901;0.3720594877662901;0.3720594877662901;0.48200253258009945;0.48200253258009945;0.48200253258009945;0.48200253258009945;0.5744113779115236;0.5744113779115236;0.5744113779115236;0.5744113779115236;0.5395530855426922;0.5395530855426922;0.5395530855426922;0.5395530855426922
2.0;0.2871810925123429;0.3975740630222422;0.3975740630222422;0.3975740630222422;0.16718346377260587;0.22291128503014115;0.22291128503014115;0.22291128503014115;0.23450752351760454;0.3328938642158807;0.3328938642158807;0.3328938642158807;0.33074425941646;0.44206750867095174;0.44206750867095174;0.44206750867095174;0.2871810925123429;0.3975740630222422;0.3975740630222422;0.3975740630222422
2.4;0.5755958658450404;0.599044134527898;0.599044134527898;0.599044134527898;0.3984095364447979;0.4154548588306886;0.4154548588306886;0.4154548588306886;0.5139190624564195;0.5381736563044679;0.5381736563044679;0.5381736563044679;0.6024778101305105;0.6240057886764074;0.6240057886764074;0.6240057886764074;0.5755958658450404;0.599044134527898;0.599044134527898;0.599044134527898
3.4;0.17342199390482396;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.17342199390482396;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.17342199390482396;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.17342199390482396;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.17342199390482396;0.26013299085723596;0.26013299085723596;0.26013299085723596
3.0;0.47064043966266983;0.6108566689481226;0.5325079049682464;0.6108566689481226;0.2128502856047003;0.34929419395838723;0.2619706454687904;0.34929419395838723;0.3977768083194572;0.5350598341814728;0.4527880443537829;0.5350598341814728;0.4997414177576022;0.6408017260377348;0.5643559708089918;0.6408017260377348;0.4706404396626699;0.6108566689481226;0.5325079049682464;0.6108566689481226
4.0;0.2587046825085353;0.44155152803904635;0.3862208013244487;0.44155152803904635;0.11180339887498948;0.2867696673382022;0.22941573387056174;0.2867696673382022;0.1897796331477577;0.367481959161886;0.31072186505017724;0.367481959161886;0.3045931636102256;0.49527277589998014;0.44149569736008093;0.49527277589998014;0.2587046825085353;0.44155152803904635;0.3862208013244487;0.44155152803904635
4.0;0.5528620875915957;0.6850585208503421;0.6850585208503421;0.6850585208503421;0.447213595499958;0.5533715710928597;0.5533715710928597;0.5533715710928597;0.5040023805806912;0.6379985869733652;0.6379985869733652;0.6379985869733652;0.5790555192090916;0.7062086412351773;0.7062086412351773;0.7062086412351773;0.5528620875915957;0.6850585208503422;0.6850585208503422;0.6850585208503422
3.4;0.6099463987123493;0.6815117407981612;0.6815117407981612;0.6815117407981612;0.42358687104367876;0.4800651205161693;0.4800651205161693;0.4800651205161693;0.5591071782874536;0.6237479382505348;0.6237479382505348;0.6237479382505348;0.6310970979385825;0.705963007386033;0.705963007386033;0.705963007386033;0.6099463987123495;0.6815117407981612;0.6815117407981612;0.6815117407981612
3.4;0.5989882067699718;0.6674528701149381;0.6674528701149381;0.6674528701149381;0.4366524276833778;0.5094278322972741;0.5094278322972741;0.5094278322972741;0.5325643607044104;0.6033981561362252;0.6033981561362252;0.6033981561362252;0.6300662028339524;0.6970815273858811;0.6970815273858811;0.6970815273858811;0.5989882067699718;0.6674528701149381;0.6674528701149381;0.6674528701149381
3.0;0.2929178450126539;0.36464813099854587;0.36464813099854587;0.2929178450126539;0.07715167498104597;0.15430334996209194;0.15430334996209194;0.07715167498104597;0.2312833772778;0.30468380655391536;0.30468380655391536;0.2312833772778;0.33433101990322855;0.40463842294094304;0.40463842294094304;0.33433101990322855;0.2929178450126539;0.3646481309985458;0.3646481309985458;0.2929178450126539
2.0;0.4519548997703023;0.5220926149534395;0.5220926149534395;0.5220926149534395;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.3375503981678674;0.39807010578431123;0.39807010578431123;0.39807010578431123;0.5314429831047549;0.5931390807782686;0.5931390807782686;0.5931390807782686;0.45195489977030234;0.5220926149534395;0.5220926149534395;0.5220926149534395
3.8;0.6332261454826406;0.6848852123980435;0.6848852123980435;0.6848852123980435;0.4307055216465324;0.48454371185234896;0.48454371185234896;0.48454371185234896;0.5722934619978272;0.6265348049650923;0.6265348049650923;0.6265348049650923;0.6598705067351182;0.7096095005555323;0.7096095005555323;0.7096095005555323;0.6332261454826406;0.6848852123980433;0.6848852123980433;0.6848852123980433
3.4;0.5270828432522273;0.6412169212514698;0.5924033822908318;0.6412169212514698;0.2948839123097943;0.3440312310280934;0.3440312310280934;0.3440312310280934;0.4422230498041006;0.5601512076757209;0.5036572033373097;0.5601512076757209;0.5734420213185455;0.6785653503135147;0.6404437694942302;0.6785653503135147;0.5270828432522272;0.6412169212514698;0.5924033822908317;0.6412169212514698
2.0;0.3697241932090586;0.39478234125941275;0.39478234125941275;0.39478234125941275;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.07142857142857142;0.295167646906749;0.309090748636789;0.309090748636789;0.309090748636789;0.399894793851353;0.43057127522141464;0.43057127522141464;0.43057127522141464;0.3697241932090586;0.3947823412594127;0.3947823412594127;0.3947823412594127
4.0;0.394218226655099;0.5149649437398828;0.394218226655099;0.5149649437398828;0.30656966974248284;0.429197537639476;0.30656966974248284;0.429197537639476;0.3399415973732787;0.4622576086297674;0.3399415973732787;0.4622576086297674;0.4584752247623499;0.5758286971374297;0.4584752247623499;0.5758286971374297;0.394218226655099;0.5149649437398828;0.394218226655099;0.5149649437398828
3.2;0.6523736950417467;0.6651558638579824;0.6651558638579824;0.6651558638579824;0.5227364079078812;0.5227364079078812;0.5227364079078812;0.5227364079078812;0.5931635959177537;0.5986116618869795;0.5986116618869795;0.5986116618869795;0.7061210842578284;0.7228999478713168;0.7228999478713168;0.7228999478713168;0.6523736950417467;0.6651558638579824;0.6651558638579824;0.6651558638579824
2.2;0.371301605826598;0.371301605826598;0.371301605826598;0.371301605826598;0.15990053726670783;0.15990053726670783;0.15990053726670783;0.15990053726670783;0.3016814714243979;0.3016814714243979;0.3016814714243979;0.3016814714243979;0.4270009352927431;0.4270009352927431;0.4270009352927431;0.4270009352927431;0.3713016058265978;0.3713016058265978;0.3713016058265978;0.3713016058265978
3.0;0.47684536606317424;0.5189918774539692;0.5189918774539692;0.5189918774539692;0.2904737509655563;0.2904737509655563;0.2904737509655563;0.2904737509655563;0.4062872084812244;0.435167893033367;0.435167893033367;0.435167893033367;0.5235697348132754;0.5691242442381287;0.5691242442381287;0.5691242442381287;0.47684536606317424;0.5189918774539692;0.5189918774539692;0.5189918774539692
2.0;0.3649993673051458;0.5059228490319941;0.4800204000310566;0.4652887694640088;0.16666666666666666;0.23333333333333334;0.23333333333333334;0.23333333333333334;0.2838505415140982;0.4152968822706781;0.3979535672759354;0.3774503683158561;0.41372594701512916;0.5479275451695188;0.5191439547663418;0.5100480427820949;0.3649993673051458;0.5059228490319941;0.4800204000310566;0.4652887694640088
0.6;0.42185808293397653;0.46867481148510726;0.46867481148510726;0.43754942740183345;0.22677868380553634;0.23570226039551584;0.23570226039551584;0.23570226039551584;0.34438547413885723;0.3850532040442471;0.3850532040442471;0.35761429236884756;0.4678036465327182;0.5102613624504887;0.5102613624504887;0.48473759047786297;0.42185808293397653;0.4686748114851073;0.4686748114851073;0.43754942740183345
3.2;0.3387371282587453;0.49703523177133097;0.49703523177133097;0.49703523177133097;0.19658927487319622;0.2948839123097943;0.2948839123097943;0.2948839123097943;0.26969440583830534;0.40514194771036105;0.40514194771036105;0.40514194771036105;0.3849617594383217;0.5470939138988741;0.5470939138988741;0.5470939138988741;0.3387371282587453;0.49703523177133097;0.49703523177133097;0.49703523177133097
3.6;0.49914487169427596;0.49914487169427596;0.49914487169427596;0.49914487169427596;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.42426406871192845;0.44974043165975786;0.44974043165975786;0.44974043165975786;0.44974043165975786;0.5803385036023795;0.5803385036023795;0.5803385036023795;0.5803385036023795;0.49914487169427596;0.49914487169427596;0.49914487169427596;0.49914487169427596
1.0;0.3192631793315706;0.35553370747920005;0.34042108493458473;0.35553370747920005;0.14744195615489716;0.14744195615489716;0.14744195615489716;0.14744195615489716;0.2341549457145729;0.2541408120550494;0.2474839249857932;0.2541408120550494;0.3794590748711464;0.4239974566193948;0.40319240944595824;0.4239974566193948;0.3192631793315707;0.3555337074792001;0.3404210849345848;0.3555337074792001
1.8;0.3763706158192913;0.38186154097203256;0.38186154097203256;0.38186154097203256;0.2869720215917757;0.291161615782696;0.291161615782696;0.291161615782696;0.32413370667825164;0.32886571727343217;0.32886571727343217;0.32886571727343217;0.43712840471643155;0.4434777552653995;0.4434777552653995;0.4434777552653995;0.3763706158192913;0.38186154097203256;0.38186154097203256;0.38186154097203256
2.8;0.3694817988239153;0.40778210732564274;0.40778210732564274;0.40778210732564274;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.16724840200141816;0.30444496288931894;0.33312472316167624;0.33312472316167624;0.33312472316167624;0.3954831994218563;0.4375783209786058;0.4375783209786058;0.4375783209786058;0.36948179882391535;0.40778210732564274;0.40778210732564274;0.40778210732564274
2.8;0.3252441345099644;0.4178820866591425;0.4178820866591425;0.4178820866591425;0.07977297009314842;0.07977297009314842;0.07977297009314842;0.07977297009314842;0.2738158086184749;0.33387627976163414;0.33387627976163414;0.33387627976163414;0.3457121769952774;0.452834239577042;0.452834239577042;0.452834239577042;0.3252441345099644;0.4178820866591426;0.4178820866591426;0.4178820866591426
1.8;0.30633394849024514;0.32386126989257485;0.32386126989257485;0.3351202261574505;0.16343011261515336;0.16343011261515336;0.16343011261515336;0.16343011261515336;0.24835518747684218;0.2589156335831428;0.2589156335831428;0.2638088369253351;0.35359354928632075;0.37071123203315925;0.37071123203315925;0.3847546639323444;0.30633394849024503;0.3238612698925748;0.3238612698925748;0.3351202261574504
1.8;0.2888935027393945;0.33701684937685117;0.33701684937685117;0.33701684937685117;0.10998533626601499;0.1466471150213533;0.1466471150213533;0.1466471150213533;0.2103554172513064;0.2610593172370018;0.2610593172370018;0.2610593172370018;0.34382502583794583;0.3844917871097094;0.3844917871097094;0.3844917871097094;0.28889350273939446;0.33701684937685117;0.33701684937685117;0.33701684937685117
2.6;0.524601457804841;0.524601457804841;0.524601457804841;0.524601457804841;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.3721042037676254;0.4659031908685974;0.4659031908685974;0.4659031908685974;0.4659031908685974;0.5519414691031562;0.5519414691031562;0.5519414691031562;0.5519414691031562;0.524601457804841;0.524601457804841;0.524601457804841;0.524601457804841
1.4;0.24575239854346811;0.32123642332328806;0.24575239854346811;0.32123642332328806;0.05892556509887897;0.11785113019775793;0.05892556509887897;0.11785113019775793;0.1709088053154614;0.238016451049429;0.1709088053154614;0.238016451049429;0.2802545568439946;0.3610990377598211;0.2802545568439946;0.3610990377598211;0.24575239854346811;0.32123642332328806;0.24575239854346811;0.32123642332328806
3.0;0.45114537056934095;0.5028551443662616;0.5028551443662616;0.5028551443662616;0.32579188276750076;0.36226673028138096;0.36226673028138096;0.36226673028138096;0.3988361939281679;0.4481331825562096;0.4481331825562096;0.4481331825562096;0.4804825688016485;0.531713091553574;0.531713091553574;0.531713091553574;0.4511453705693409;0.5028551443662616;0.5028551443662616;0.5028551443662616
0.6;0.4280734402452016;0.5297125480683829;0.49113050552192344;0.5297125480683829;0.1556997888323046;0.19565575696124973;0.19269110433869333;0.19565575696124973;0.3217595035500338;0.4192495820484035;0.3911460298606346;0.4192495820484035;0.48001988164266496;0.574510687494451;0.5336614452318382;0.574510687494451;0.42807344024520155;0.5297125480683829;0.49113050552192344;0.5297125480683829
1.8;0.39724800481011874;0.4628434391693814;0.4628434391693814;0.4079587922394298;0.30345549248753495;0.36887782999545776;0.36887782999545776;0.31212739461154115;0.3548398896044588;0.42014077975637765;0.42014077975637765;0.3645749282695542;0.44079368335508073;0.5063098087078304;0.5063098087078304;0.45243847321863884;0.39724800481011874;0.4628434391693814;0.4628434391693814;0.4079587922394298
3.0;0.3435455328129365;0.4784352724182943;0.4784352724182943;0.43264713923106074;0.27914526311954124;0.41871789467931186;0.41871789467931186;0.37219368415938836;0.3031170932250105;0.44216145192515743;0.44216145192515743;0.39581524583883;0.4192301719975709;0.5373857939761669;0.5373857939761669;0.4930741302363848;0.3435455328129365;0.4784352724182943;0.4784352724182943;0.43264713923106074
3.0;0.542318452138606;0.6329778196829859;0.6329778196829859;0.6329778196829859;0.3277606683281534;0.3401680257083045;0.3401680257083045;0.3401680257083045;0.46917861002974054;0.5553129121914677;0.5553129121914677;0.5553129121914677;0.5788892090718463;0.6632855370478573;0.6632855370478573;0.6632855370478573;0.542318452138606;0.6329778196829859;0.6329778196829859;0.6329778196829859
3.8;0.6127379935070264;0.6413343638166207;0.6413343638166207;0.6413343638166207;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.4595037486404902;0.5537025811251246;0.5754049283303182;0.5754049283303182;0.5754049283303182;0.6506672132002737;0.6738537954413638;0.6738537954413638;0.6738537954413638;0.6127379935070264;0.6413343638166206;0.6413343638166206;0.6413343638166206
2.4;0.5485229992788879;0.6112334829334157;0.6112334829334157;0.6112334829334157;0.19658927487319622;0.24573659359149527;0.24573659359149527;0.24573659359149527;0.4581810701061982;0.517967653984826;0.517967653984826;0.517967653984826;0.5831803085094509;0.6461773373546973;0.6461773373546973;0.6461773373546973;0.5485229992788879;0.6112334829334157;0.6112334829334157;0.6112334829334157
3.6;0.4792980651906975;0.5235729979316642;0.5235729979316642;0.5235729979316642;0.32128773156099955;0.3639301321213053;0.3639301321213053;0.3639301321213053;0.43161784906816336;0.47570922515413105;0.47570922515413105;0.47570922515413105;0.501264250030485;0.546946255990968;0.546946255990968;0.546946255990968;0.4792980651906975;0.5235729979316642;0.5235729979316642;0.5235729979316642
2.8;0.39865153688061067;0.4607071094239549;0.4607071094239549;0.4607071094239549;0.222717701593687;0.27975144247209416;0.27975144247209416;0.27975144247209416;0.330640530307892;0.3914325578879013;0.3914325578879013;0.3914325578879013;0.44245178463326057;0.5049512768635547;0.5049512768635547;0.5049512768635547;0.39865153688061067;0.4607071094239549;0.4607071094239549;0.4607071094239549
3.6;0.569768551427464;0.5954350230928486;0.5954350230928486;0.5954350230928486;0.3227661238419326;0.3227661238419326;0.3227661238419326;0.3227661238419326;0.5081931211815889;0.5319474884391422;0.5319474884391422;0.5319474884391422;0.5947457009629924;0.619943535629234;0.619943535629234;0.619943535629234;0.569768551427464;0.5954350230928486;0.5954350230928486;0.5954350230928486
3.0;0.49503061897258704;0.5602186247727194;0.5602186247727194;0.5602186247727194;0.3504383220252312;0.4114755998989118;0.4114755998989118;0.4114755998989118;0.44326653086028955;0.5108339494587394;0.5108339494587394;0.5108339494587394;0.5236729732370103;0.5871801090528543;0.5871801090528543;0.5871801090528543;0.49503061897258704;0.5602186247727193;0.5602186247727193;0.5602186247727193
