Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Sum
4.0;0.9737422859671739;0.9932654418195715;0.9781914891902721;0.9932654418195715;0.9737422859671739;0.9932654418195715;0.9781914891902721;0.9932654418195715;0.9752106010615811;0.9928526607577163;0.9778985750887416;0.9928526607577163
4.1;0.9651739916751495;0.9881034785860494;0.9689394839590468;0.9881034785860494;0.9651739916751495;0.9881034785860494;0.9689394839590468;0.9881034785860494;0.9651739916751495;0.9881034785860494;0.9689394839590468;0.9881034785860494
4.0;0.991556913927224;0.9775840647781905;0.9896129917640908;0.9775840647781905;0.991556913927224;0.9775840647781905;0.9896129917640908;0.9775840647781905;0.991556913927224;0.9775840647781905;0.9896129917640908;0.9775840647781905
3.0;0.9730689554669469;0.9915022402392548;0.96735519664479;0.9915022402392548;0.9730689554669469;0.9915022402392548;0.96735519664479;0.9915022402392548;0.9728031962469733;0.9906784482892463;0.9672606048660786;0.9906784482892463
4.0;0.9690030658140953;0.9806697141909061;0.9690803252248011;0.9806697141909061;0.9690030658140953;0.9806697141909061;0.9690803252248011;0.9806697141909061;0.9690030658140953;0.9806697141909061;0.9690803252248011;0.9806697141909061
3.0;0.9631479318923365;0.9588269171799958;0.9658225568312854;0.9588269171799958;0.9631479318923365;0.9588269171799958;0.9658225568312854;0.9588269171799958;0.9631479318923365;0.9588269171799958;0.9658225568312854;0.9588269171799958
4.5;0.9955813483681366;0.9962705462083066;0.9959819697536701;0.9962705462083066;0.9959244086442032;0.9965428436026539;0.9962204945985633;0.9965428436026539;0.9959244086442032;0.9965428436026539;0.9962204945985633;0.9965428436026539
3.5;0.9747030227541346;0.9773141652952004;0.9818560399918785;0.9773141652952004;0.9797370993260751;0.9823506110967316;0.9855296020068999;0.9823506110967316;0.9797370993260751;0.9823506110967316;0.9855296020068999;0.9823506110967316
3.5;0.8968682405626608;0.9230344102262102;0.8678455798076748;0.9230344102262102;0.8968682405626608;0.9230344102262102;0.8678455798076748;0.9230344102262102;0.8968682405626608;0.9230344102262102;0.8678455798076748;0.9230344102262102
3.0;0.9831091321812508;0.9906675296039564;0.9836382727231899;0.9906675296039564;0.9831091321812508;0.9906675296039564;0.9836382727231899;0.9906675296039564;0.9843543452934524;0.9916117153220094;0.9847304112114823;0.9916117153220094
3.5;0.988258392550963;0.9964783754343788;0.9870102716119469;0.9964783754343788;0.988258392550963;0.9964783754343788;0.9870102716119469;0.9964783754343788;0.988258392550963;0.9964783754343788;0.9870102716119469;0.9964783754343788
4.0;0.9980414410084175;0.999236437651399;0.9952656961177396;0.999236437651399;0.9980414410084175;0.999236437651399;0.9952656961177396;0.999236437651399;0.9987463187909831;0.9993033412266407;0.9954589456065794;0.9993033412266407
4.0;0.9969237193066482;0.9987384154152631;0.9931790706712555;0.9987384154152631;0.9969237193066482;0.9987384154152631;0.9931790706712555;0.9987384154152631;0.9964660941570045;0.9980307760459732;0.9925397646963754;0.9980307760459732
4.0;0.998712106927428;0.9970713328471045;0.9992917975051648;0.9970713328471045;0.998712106927428;0.9970713328471045;0.9992917975051648;0.9970713328471045;0.9990355756095638;0.993657365842659;0.9994932356955598;0.993657365842659
3.0;0.9571065746257174;0.9671721451498512;0.9700953667101738;0.9671721451498512;0.9571065746257174;0.9671721451498512;0.9700953667101738;0.9671721451498512;0.9670937237991268;0.9749123349266212;0.9759450196874903;0.9749123349266212
2.5;0.9729649574392479;0.9875974972245134;0.9729056861791892;0.9875974972245134;0.9729649574392479;0.9875974972245134;0.9729056861791892;0.9875974972245134;0.9729649574392479;0.9875974972245134;0.9729056861791892;0.9875974972245134
2.5;0.9560242719047799;0.976702137719704;0.9412879675122416;0.976702137719704;0.9560242719047799;0.976702137719704;0.9412879675122416;0.976702137719704;0.9560242719047799;0.976702137719704;0.9412879675122416;0.976702137719704
3.0;0.9730304646304657;0.978567218879014;0.9781719466673182;0.978567218879014;0.9730304646304657;0.978567218879014;0.9781719466673182;0.978567218879014;0.9730304646304657;0.978567218879014;0.9781719466673182;0.978567218879014
0.0;0.8304853017392905;0.8356237273597426;0.8734218658255396;0.8356237273597426;0.8304853017392905;0.8356237273597426;0.8734218658255396;0.8356237273597426;0.8304853017392905;0.8356237273597426;0.8734218658255396;0.8356237273597426
4.25;0.9726778887602204;0.9874503167450688;0.9756977162292746;0.9874503167450688;0.9726778887602204;0.9874503167450688;0.9756977162292746;0.9874503167450688;0.9726778887602204;0.9874503167450688;0.9756977162292746;0.9874503167450688
3.0;0.9350248702235969;0.9474334783172034;0.9282944555631618;0.9474334783172034;0.9350248702235969;0.9474334783172034;0.9282944555631618;0.9474334783172034;0.9350248702235969;0.9474334783172034;0.9282944555631618;0.9474334783172034
3.0;0.9636814400639199;0.9529189943109201;0.9647648236192433;0.9529189943109201;0.9636814400639199;0.9529189943109201;0.9647648236192433;0.9529189943109201;0.9570755057283651;0.9620410259856573;0.95805428288958;0.9620410259856573
4.0;0.9517106124312695;0.9583418109703895;0.9573697290358492;0.9583418109703895;0.9517106124312695;0.9583418109703895;0.9573697290358492;0.9583418109703895;0.9517106124312695;0.9583418109703895;0.9573697290358492;0.9583418109703895
0.0;0.8637115619552674;0.9240304718356882;0.8964014012802948;0.9240304718356882;0.8854525946359106;0.932668166843714;0.9018726764040598;0.932668166843714;0.8899376392191641;0.9387393640752825;0.9042315173320807;0.9387393640752825
3.5;0.9465603668351096;0.9742811373995283;0.9413327048714855;0.9742811373995283;0.9465603668351096;0.9742811373995283;0.9413327048714855;0.9742811373995283;0.9465603668351096;0.9742811373995283;0.9413327048714855;0.9742811373995283
1.0;0.8711369857067278;0.9265117376503139;0.8725674522515681;0.9265117376503139;0.8711369857067278;0.9265117376503139;0.8725674522515681;0.9265117376503139;0.8711369857067278;0.9265117376503139;0.8725674522515681;0.9265117376503139
0.0;0.8688788941038593;0.9062741259258312;0.8871021105873004;0.9062741259258312;0.8688788941038593;0.9062741259258312;0.8871021105873004;0.9062741259258312;0.8688788941038593;0.9062741259258312;0.8871021105873004;0.9062741259258312
1.5;0.9416723242842897;0.9475032134669416;0.9384793568145285;0.9475032134669416;0.9416723242842897;0.9475032134669416;0.9384793568145285;0.9475032134669416;0.9416723242842897;0.9475032134669416;0.9384793568145285;0.9475032134669416
3.6;0.9361564297042737;0.9696125846896129;0.9458902270966772;0.9696125846896129;0.9361564297042737;0.9696125846896129;0.9458902270966772;0.9696125846896129;0.9361564297042737;0.9696125846896129;0.9458902270966772;0.9696125846896129
3.0;0.9723589161860011;0.9792214157978035;0.9730317498420085;0.9792214157978035;0.9773414941890702;0.9829315670506679;0.9759594509025712;0.9829315670506679;0.9773414941890702;0.9829315670506679;0.9759594509025712;0.9829315670506679
3.0;0.9840146493766825;0.9785665820706874;0.9819456756072181;0.9785665820706874;0.9863562875475123;0.9809022807189457;0.9845086265916888;0.9809022807189457;0.9867299775486666;0.9837589787702695;0.9856690102204375;0.9837589787702695
5.0;0.9831021137978253;0.9932387474110046;0.9847187309222756;0.9932387474110046;0.9831021137978253;0.9932387474110046;0.9847187309222756;0.9932387474110046;0.9874067160658325;0.995455810546766;0.9881978495397811;0.995455810546766
3.5;0.9588602865220633;0.9662502628352505;0.9626637986211342;0.9662502628352505;0.9588602865220633;0.9662502628352505;0.9626637986211342;0.9662502628352505;0.9588602865220633;0.9662502628352505;0.9626637986211342;0.9662502628352505
0.0;0.8828594300840066;0.9150070263116479;0.8906195016451457;0.9150070263116479;0.8941139337519437;0.9196389387125434;0.9021014249936736;0.9196389387125434;0.8941139337519437;0.9196389387125434;0.9021014249936736;0.9196389387125434
4.0;0.941055074496964;0.9523453371252644;0.9362408289272394;0.9523453371252644;0.9488474132386646;0.9599305475280256;0.9442592559126923;0.9599305475280256;0.9461669443091915;0.9596089012372364;0.945159759792457;0.9596089012372364
4.5;0.9969547840980947;0.993560399869161;0.9918062795510367;0.993560399869161;0.9969547840980947;0.993560399869161;0.9918062795510367;0.993560399869161;0.9969547840980947;0.993560399869161;0.9918062795510367;0.993560399869161
3.0;0.9663622687282214;0.9861402727685764;0.9621869605784477;0.9861402727685764;0.9663622687282214;0.9861402727685764;0.9621869605784477;0.9861402727685764;0.9663622687282214;0.9861402727685764;0.9621869605784477;0.9861402727685764
3.5;0.9855129445225855;0.9899534757504923;0.9882878483040414;0.9899534757504923;0.9855129445225855;0.9899534757504923;0.9882878483040414;0.9899534757504923;0.9855129445225855;0.9899534757504923;0.9882878483040414;0.9899534757504923
4.0;0.9838970343654486;0.9917584242528035;0.9880505315567155;0.9917584242528035;0.9838970343654486;0.9917584242528035;0.9880505315567155;0.9917584242528035;0.9838970343654486;0.9917584242528035;0.9880505315567155;0.9917584242528035
3.0;0.9851353243310885;0.9779618582065132;0.9845221287597544;0.9779618582065132;0.9851353243310885;0.9779618582065132;0.9845221287597544;0.9779618582065132;0.9851353243310885;0.9779618582065132;0.9845221287597544;0.9779618582065132
3.0;0.9583290893043711;0.9681818771051254;0.9688752705156086;0.9681818771051254;0.9583290893043711;0.9681818771051254;0.9688752705156086;0.9681818771051254;0.9583290893043711;0.9681818771051254;0.9688752705156086;0.9681818771051254
3.5;0.9624704147560202;0.9708904756160208;0.9821560579728323;0.9708904756160208;0.9624704147560202;0.9708904756160208;0.9821560579728323;0.9708904756160208;0.9663229139405235;0.9789280070492878;0.9777522499316044;0.9789280070492878
2.5;0.9404563057725344;0.9528066148831427;0.9339879260733002;0.9528066148831427;0.9404563057725344;0.9528066148831427;0.9339879260733002;0.9528066148831427;0.9404563057725344;0.9528066148831427;0.9339879260733002;0.9528066148831427
3.5;0.9692779916372625;0.9916188818163926;0.9814584278557428;0.9916188818163926;0.9692779916372625;0.9916188818163926;0.9814584278557428;0.9916188818163926;0.9692779916372625;0.9916188818163926;0.9814584278557428;0.9916188818163926
3.5;0.916818113178309;0.9571483549921698;0.8990715942066486;0.9571483549921698;0.9229528031448498;0.9595778515308376;0.9028564198666861;0.9595778515308376;0.9181365779570152;0.9616703359517942;0.9035001594628514;0.9616703359517942
3.0;0.9669009298029501;0.9826601069181676;0.9674376958261528;0.9826601069181676;0.9669009298029501;0.9826601069181676;0.9674376958261528;0.9826601069181676;0.9737156431285373;0.985067939280579;0.9695310690621738;0.985067939280579
4.5;0.9467771057760187;0.9588147522089611;0.9517180739844431;0.9588147522089611;0.9467771057760187;0.9588147522089611;0.9517180739844431;0.9588147522089611;0.9467771057760187;0.9588147522089611;0.9517180739844431;0.9588147522089611
2.5;0.9274407294261946;0.9584934704432281;0.9341747228406555;0.9584934704432281;0.9274407294261946;0.9584934704432281;0.9341747228406555;0.9584934704432281;0.9274407294261946;0.9584934704432281;0.9341747228406555;0.9584934704432281
3.5;0.9315259591394457;0.936984918308272;0.9368881055249447;0.936984918308272;0.9315259591394457;0.936984918308272;0.9368881055249447;0.936984918308272;0.932565586499096;0.9195920749791109;0.9352937671448524;0.9195920749791109
3.0;0.9739692560250346;0.9823316073079534;0.9781491971172029;0.9823316073079534;0.9739692560250346;0.9823316073079534;0.9781491971172029;0.9823316073079534;0.9739692560250346;0.9823316073079534;0.9781491971172029;0.9823316073079534
2.5;0.9602455050251143;0.9795963320561443;0.9519241700003429;0.9795963320561443;0.9602455050251143;0.9795963320561443;0.9519241700003429;0.9795963320561443;0.9602455050251143;0.9795963320561443;0.9519241700003429;0.9795963320561443
4.0;0.972035161056058;0.9740628113316271;0.963264529068426;0.9740628113316271;0.972035161056058;0.9740628113316271;0.963264529068426;0.9740628113316271;0.9725622165965914;0.9761757872622525;0.9637903690189379;0.9761757872622525
3.5;0.9746370726751297;0.9888417351645565;0.9728777588973603;0.9888417351645565;0.9746370726751297;0.9888417351645565;0.9728777588973603;0.9888417351645565;0.9649938910749845;0.9853838080897585;0.9693301545493729;0.9853838080897585
3.5;0.9470347369698683;0.953096793040837;0.9413441397500869;0.953096793040837;0.9470347369698683;0.953096793040837;0.9413441397500869;0.953096793040837;0.94515789127715;0.9593177783821398;0.9456373471205235;0.9593177783821398
3.0;0.9797200985428259;0.9878466781044557;0.9724965619672685;0.9878466781044557;0.9797200985428259;0.9878466781044557;0.9724965619672685;0.9878466781044557;0.9837847488083941;0.9892554839605534;0.9785799739128317;0.9892554839605534
2.5;0.9802983385540632;0.989587044012611;0.9783856090697343;0.989587044012611;0.9802983385540632;0.989587044012611;0.9783856090697343;0.989587044012611;0.9802983385540632;0.989587044012611;0.9783856090697343;0.989587044012611
4.0;0.9523552498886627;0.9888562835069337;0.970899156205359;0.9888562835069337;0.9523552498886627;0.9888562835069337;0.970899156205359;0.9888562835069337;0.9523552498886627;0.9888562835069337;0.970899156205359;0.9888562835069337
3.5;0.9303646724400422;0.9715275828106036;0.9034171648498177;0.9715275828106036;0.9299880922914588;0.9661332592989909;0.9052562846210361;0.9661332592989909;0.945165616734509;0.9777197970393359;0.9171786313003767;0.9777197970393359
2.5;0.9250184128048986;0.8715842324679104;0.9180806900118337;0.8715842324679104;0.9250184128048986;0.8715842324679104;0.9180806900118337;0.8715842324679104;0.9250184128048986;0.8715842324679104;0.9180806900118337;0.8715842324679104
2.5;0.9617304579379317;0.9820286486119711;0.966012071251935;0.9820286486119711;0.9617304579379317;0.9820286486119711;0.966012071251935;0.9820286486119711;0.9617304579379317;0.9820286486119711;0.966012071251935;0.9820286486119711
5.0;0.9865045452182084;0.9933445014979984;0.9885676184294471;0.9933445014979984;0.9865045452182084;0.9933445014979984;0.9885676184294471;0.9933445014979984;0.9865045452182084;0.9933445014979984;0.9885676184294471;0.9933445014979984
4.25;0.9542046182871985;0.9783843423643662;0.9464418775241693;0.9783843423643662;0.951872714777209;0.9744357742128037;0.9442939030678199;0.9744357742128037;0.951872714777209;0.9744357742128037;0.9442939030678199;0.9744357742128037
2.5;0.9600018359522007;0.9643219781028618;0.9444775300291638;0.9643219781028618;0.9600018359522007;0.9643219781028618;0.9444775300291638;0.9643219781028618;0.9600018359522007;0.9643219781028618;0.9444775300291638;0.9643219781028618
2.95;0.9630940226249385;0.989190820508913;0.9625730130818062;0.989190820508913;0.9630940226249385;0.989190820508913;0.9625730130818062;0.989190820508913;0.9630940226249385;0.989190820508913;0.9625730130818062;0.989190820508913
3.0;0.9792305043447006;0.9896077026865038;0.9798776642617656;0.9896077026865038;0.9792305043447006;0.9896077026865038;0.9798776642617656;0.9896077026865038;0.9792305043447005;0.9901107765485698;0.9798776642617667;0.9901107765485698
3.45;0.9777176623961806;0.9925740329853211;0.9861031440137701;0.9925740329853211;0.9777176623961806;0.9925740329853211;0.9861031440137701;0.9925740329853211;0.9777176623961806;0.9925740329853211;0.9861031440137701;0.9925740329853211
2.5;0.9721463748300605;0.9838277405234185;0.9626115471462785;0.9838277405234185;0.9721463748300605;0.9838277405234185;0.9626115471462785;0.9838277405234185;0.9721463748300605;0.9838277405234185;0.9626115471462785;0.9838277405234185
0.5;0.9444293059243792;0.9409806665679705;0.9346690773054934;0.9409806665679705;0.9444293059243792;0.9409806665679705;0.9346690773054934;0.9409806665679705;0.9444293059243792;0.9409806665679705;0.9346690773054934;0.9409806665679705
4.5;0.9437507017246876;0.9609210754091934;0.9353978454462004;0.9609210754091934;0.9437507017246876;0.9609210754091934;0.9353978454462004;0.9609210754091934;0.9437507017246876;0.9609210754091934;0.9353978454462004;0.9609210754091934
2.0;0.8985799501959945;0.876650021271186;0.9130505176508106;0.876650021271186;0.8985799501959945;0.876650021271186;0.9130505176508106;0.876650021271186;0.8853745797756795;0.8728929846343823;0.9166342915768206;0.8728929846343823
2.0;0.9296513338363198;0.9363891867751112;0.9393694196974864;0.9363891867751112;0.9296513338363198;0.9363891867751112;0.9393694196974864;0.9363891867751112;0.9296513338363198;0.9363891867751112;0.9393694196974864;0.9363891867751112
3.5;0.9889957912776078;0.9980718647752345;0.9904011258387513;0.9980718647752345;0.9865281848067383;0.9965336795060554;0.989798137094455;0.9965336795060554;0.9880383250649941;0.9968550788464876;0.991069555764789;0.9968550788464876
3.5;0.9722219531460911;0.9882574964583335;0.9733577910821213;0.9882574964583335;0.9722219531460911;0.9882574964583335;0.9733577910821213;0.9882574964583335;0.9722219531460911;0.9882574964583335;0.9733577910821213;0.9882574964583335
4.0;0.9936858474882622;0.9898083974651801;0.9915215627164979;0.9898083974651801;0.9936858474882622;0.9898083974651801;0.9915215627164979;0.9898083974651801;0.9936858474882622;0.9898083974651801;0.9915215627164979;0.9898083974651801
3.5;0.9919320520127591;0.9946822468371319;0.9884447588787668;0.9946822468371319;0.9921255403851476;0.9949564246627367;0.9886922614572795;0.9949564246627367;0.9938780542397925;0.9953593893952479;0.9899969887143738;0.9953593893952479
4.0;0.9940301052989581;0.9923203965872155;0.9917150933269333;0.9923203965872155;0.9949498490047993;0.9935122845266205;0.9930167874739109;0.9935122845266205;0.9914242841117359;0.9884991044506058;0.9938874910103473;0.9884991044506058
2.5;0.9447895863593554;0.965924101112933;0.9273188764815964;0.965924101112933;0.9447895863593554;0.965924101112933;0.9273188764815964;0.965924101112933;0.9447895863593554;0.965924101112933;0.9273188764815964;0.965924101112933
3.0;0.9780536206930389;0.9809191105848355;0.9748841865081659;0.9809191105848355;0.9746476787086381;0.9801098287512214;0.9759096401671059;0.9801098287512214;0.9740848522418837;0.9794268792941259;0.9756530473459679;0.9794268792941259
3.0;0.931363954766791;0.9565002274310109;0.9514386133743599;0.9565002274310109;0.931363954766791;0.9565002274310109;0.9514386133743599;0.9565002274310109;0.931363954766791;0.9565002274310109;0.9514386133743599;0.9565002274310109
3.0;0.9153590772624379;0.9572696270024081;0.9252540104807562;0.9572696270024081;0.9153590772624379;0.9572696270024081;0.9252540104807562;0.9572696270024081;0.9153590772624379;0.9572696270024081;0.9252540104807562;0.9572696270024081
1.0;0.8879958214147792;0.8614852605576694;0.903997729236037;0.8614852605576694;0.8879958214147792;0.8614852605576694;0.903997729236037;0.8614852605576694;0.8879958214147792;0.8614852605576694;0.903997729236037;0.8614852605576694
2.0;0.9527464811634715;0.9688340580207583;0.9613853707493473;0.9688340580207583;0.9665453670738103;0.9740125208113471;0.9769078817285921;0.9740125208113471;0.9592978897938024;0.9605672390038497;0.9683860621934882;0.9605672390038497
2.0;0.9134920678391405;0.9516151699224504;0.9043978210788414;0.9516151699224504;0.9134920678391405;0.9516151699224504;0.9043978210788414;0.9516151699224504;0.9134920678391405;0.9516151699224504;0.9043978210788414;0.9516151699224504
4.5;0.9921424616609521;0.9945718593264025;0.9946388936940198;0.9945718593264025;0.9921424616609521;0.9945718593264025;0.9946388936940198;0.9945718593264025;0.9922480356183726;0.9948022318024133;0.9929596146709814;0.9948022318024133
4.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
3.0;0.9801885204679763;0.9955197702985057;0.9885670054773383;0.9955197702985057;0.9801885204679763;0.9955197702985057;0.9885670054773383;0.9955197702985057;0.9801885204679763;0.9955197702985057;0.9885670054773383;0.9955197702985057
3.0;0.9757503939168838;0.9894995827638708;0.975399293053854;0.9894995827638708;0.9757503939168838;0.9894995827638708;0.975399293053854;0.9894995827638708;0.9757503939168838;0.9894995827638708;0.975399293053854;0.9894995827638708
4.15;0.9507141018009861;0.9832743730392156;0.9681691464878481;0.9832743730392156;0.9507141018009861;0.9832743730392156;0.9681691464878481;0.9832743730392156;0.9507141018009861;0.9832743730392156;0.9681691464878481;0.9832743730392156
2.5;0.9364204562385375;0.9607731402647383;0.903628497955388;0.9607731402647383;0.9364204562385375;0.9607731402647383;0.903628497955388;0.9607731402647383;0.934597050922581;0.957521681685959;0.9046041690164656;0.957521681685959
3.5;0.9702307549228392;0.9855390741230542;0.9777191114432708;0.9855390741230542;0.9702307549228392;0.9855390741230542;0.9777191114432708;0.9855390741230542;0.9702307549228392;0.9855390741230542;0.9777191114432708;0.9855390741230542
4.0;0.9301120909513;0.9608453983412885;0.9422259344794294;0.9608453983412885;0.9301120909513;0.9608453983412885;0.9422259344794294;0.9608453983412885;0.9301120909513;0.9608453983412885;0.9422259344794294;0.9608453983412885
5.0;0.985692347891151;0.9585706400096748;0.989325655771457;0.9585706400096748;0.985692347891151;0.9585706400096748;0.989325655771457;0.9585706400096748;0.9896528872628995;0.9815957153303339;0.9948054271349341;0.9815957153303339
4.8;0.9949115552662816;0.9976302054381737;0.9957221308321055;0.9976302054381737;0.9949115552662816;0.9976302054381737;0.9957221308321055;0.9976302054381737;0.9925013374836412;0.9959692313235867;0.9902714537377321;0.9959692313235867
0.0;0.8306021878412444;0.7970142014142556;0.8469972207448877;0.7970142014142556;0.8306021878412444;0.7970142014142556;0.8469972207448877;0.7970142014142556;0.8322564522793412;0.8074001975331119;0.8508174937396883;0.8074001975331119
4.6;0.9833755596364544;0.9873785731718591;0.9858259395292032;0.9873785731718591;0.9833755596364544;0.9873785731718591;0.9858259395292032;0.9873785731718591;0.9833755596364544;0.9873785731718591;0.9858259395292032;0.9873785731718591
3.0;0.9524006300782168;0.9580972242960782;0.9529503999370447;0.9580972242960782;0.9524006300782168;0.9580972242960782;0.9529503999370447;0.9580972242960782;0.9701783830543036;0.9709934859001961;0.9680340109880391;0.9709934859001961
