Discussed goals, risks, alternatives, advanced directives, and the necessity of other members of the surgical team participating in the procedure with the patient.	Discussed risks, goals, alternatives, advance directives, and the necessity of other members of the healthcare team, both male and female, participating in the procedure with the patient (or legal representative and others present during the discussion).	3.25
Cholecalciferol (Vitamin D3) [VITAMIN D3] 1,000 unit tablet 1 tablet by mouth one time daily.	Potassium Chloride [K-DUR] 10 mEq tablet sustained release 1 tablet by mouth one time daily.	2
No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness; sudden swelling of the lips, tongue or mouth; difficulty swallowing that came on suddenly or purple or red rash/blotches that stay when pressed by a glass (purpural rash)	No: new confusion or inability to stay alert and awake; currently feeling like he is going to collapse every time he stands (sits); complete inability to swallow; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm	2.5
Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, via stretcher, via Emergency Medical Services, Unsteady gait, Lift to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	2.9
Negative constitutional review of systems, Historian denies chills, fatigue, fever, weakness.	Negative respiratory review of systems, Historian denies cough, shortness of breath, sputum.	1.75
After that, use heat therapy, such as warm packs or a covered heating pad on a low setting, for 10 to 15 minutes at a time, or alternate cold and heat therapies.	Wrap a hot water bottle or heating pad in a towel to prevent burning the skin, and apply for 20 to 30 minutes three to four times a day.	2.9
Patient discharged to home, ambulating without assistance, family driving, accompanied by husband/wife/partner, Discharge instructions given to patient.	Patient discharged to home, ambulating without assistance, family driving, unaccompanied, Above person(s) verbalized understanding of discharge instructions and follow-up care.	3.25
Explained diagnosis and treatment plan; patient/family expressed understanding of the content.	The diagnosis and treatment plans were explained and the patient expressed understanding of the content.	4.5
Pain or pressure in the cheeks, forehead or upper jaw (sinuses), green or yellow colored nasal discharge, pain in the face or upper jaw that is worse on bending forward	Hoarseness or lost voice, pain or pressure in cheeks or forehead over sinuses, or in the upper jaw, discolored nasal or postnasal discharge, pain in the face or upper jaw that is worse on bending forward	3.8
No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that does not clear with coughing; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); muffled voice or inability to open mouth fully or complete inability to swallow	No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that does not clear with coughing; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); feeling like he is going to pass out EVERY time he stands (or sits) up or muffled voice or inability to open mouth fully	4.5
Patient denies flank pain, fever, chills, vaginal bleeding, vaginal discharge, gross hematuria, pregnancy.	Additional symptoms and pertinent negatives:  patient denies, flank pain, fever, chills, vaginal bleeding, vaginal discharge, gross hematuria, otherwise is in good health.	3.7
No: new confusion or inability to stay alert and awake or purple or red rash/blotches that stay when pressed by a glass (purpural rash)	No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); purple or red rash/blotches that stay when pressed by a glass (purpural rash); newly painful neck with difficulty bending the neck or swelling or puffiness around the eye(s)	3
Respiratory assessment findings include respiratory effort easy, Respirations regular, no signs of distress.	Respiratory assessment findings include respiratory effort easy, Respirations regular, Conversing normally, no signs of distress, no retractions noted.	3.85
Discussed advanced directives and the necessity of other members of the healthcare team participating in the procedure.	I reviewed pertinent records, examined the patient and discussed the plan of care with RCU team at the bedside.	0.5
Patient discharged to home, carried, family driving, accompanied by parent, Above person(s) verbalized understanding of discharge instructions and follow-up care.	Patient discharged to home, carried, family driving, accompanied by parent, Discharge instructions given to patient, Above person(s) verbalized understanding of discharge instructions and follow-up care.	4.2
Discussed the necessity of other members of the healthcare team participating in the procedure.	Discussed the necessity of other members of the surgical team participating in the procedure with the patient.	4.4
Disp : 6 - TAB, Directions : TWO on first day followed by ONE daily on Days 2 through 5, Refill : None, Expire Rx on : None, Route : ORAL	Disp : 30 - TAB, Directions : ONE OR TWO Q4-6H PRN PAIN; DO NOT EXCEED 8/DAY, Refill : None, Expire Rx on : None, Route : ORAL	2.5
Discussed risks, goals, alternatives, and the necessity of other members of the surgical team participating in the procedure with the patient and others present.	Discussed the risks, benefits, alternatives and the necessity of other members of the healthcare team participating in the procedure.	4.25
Patient discharged to home, ambulating without assistance, Discharge instructions given to patient, Above person(s) verbalized understanding of discharge instructions and follow-up care.	Patient discharged to home, ambulating with assistance, family driving, accompanied by husband/wife/partner, Discharge instructions given to patient, Above person(s) verbalized understanding of discharge instructions and follow-up care.	3.25
No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness; sudden swelling of the lips, tongue, or mouth; sudden onset of trouble swallowing or purple or red rash/blotches that stay when pressed by a glass (purpural rash)	No: new confusion or inability to stay alert and awake; newly stiff or painful neck; severe pain in one eye only; new blurred, dim or double vision; new weakness, numbness, or tingling on one half of the body (arm AND leg) ; new difficulty speaking or slurred speech; purple or red rash/blotches that stay when pressed by a glass (purpural rash); any chest pain or discomfort or new shortness of breath	3
The blood test that was done to determine your immunity to Varicella shows that you are immune.	The blood test that was done to determine your immunity to Varicella (Chicken Pox) shows that you are immune.	5
Identified Illness as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, Involved Family Member or Primary Caregiver to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, Identified Follow-up care as a learning need, Identified Medications as a learning need, Patients primary language is English, No Barriers to learning were identified, Involved Family Member or Primary Caregiver to address Barriers to Learning, Teaching methods used included Verbal Instructions, Patient verbalized an understanding of discharge teaching.	4
Identified Illness as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, Identified Procedures, tests, or preps as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions.	4
The patient tolerated the test well and was assessed upon completion of the study and dismissed with no complaints.	The segment was resected, the cut ends cauterized, and a small pocket was made along each cut end of the vas into which the cut end was tucked.	0
Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, anxious, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives ambulatory, accompanied by parent, History obtained from parent, Patient alert, happy, smiling and playful, interactive and playful, Skin warm.	3.75
The patient/caregiver is able to name their medical conditions and associated symptoms for the condition they were hospitalized for and have a clear understanding of these.	The patient is able to name her medical conditions and associated symptoms for the condition she was hospitalized for and have a clear understanding of these.	4.75
No: currently feeling like you are going to collapse every time you stand (sit); new confusion or inability to stay alert and awake; uncontrollable or continuous rectal bleeding or black, sticky, tar-like stools	No: uncontrollable or continuous rectal bleeding; feeling like you are going to pass out EVERY time you stand (or sit) up or new confusion or inability to stay alert and awake	3.65
Ipratropium-Albuterol [COMBIVENT] 18-103 mcg/Actuation Aerosol 2 puffs by inhalation four times a day.	Albuterol 90 mcg/Act HFA Aerosol 1-2 puffs by inhalation every 4 hours as needed #1 MONTHS SUPPLY.	2.75
Plan is to continue working towards work conditioning goals of 50 lb occasional weight handling.	Plan is to continue working towards work hardening goals of 75 lb occasional weight handling.	4.2
No: inability to stay alert and awake; severe lethargy or floppiness; current or recent seizure; high-pitched cry (like a cat's cry) OR a weak whimper or moaning cry that is not consolable; purple or red rash/blotches that stay when pressed by a glass (purpuric rash); bulging or tense fontanel (soft spot on the head) when not crying; fever (rectal temperature)of more than 100.4	No: new confusion or inability to stay alert and awake; refusing to move the neck; purple or red rash/blotches that stay when pressed by a glass (purpuric rash); severe headache; sensitivity to light; floppiness or fainting or current or recent seizure	2.5
Patient requires extensive assistance in the following activities:  toileting, transfer to/from bed/chair, mobility.	Patient requires supervision only in the following activities:  dressing, grooming/hygiene, toileting, transfer to/from bed/chair, mobility.	2.5
Identified Illness as a learning need, Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Injury as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient demonstrated an understanding of discharge teaching.	3.25
Patient does not have a history of fever greater than 41 degrees Celsius after a dose of DPT or DTaP.	Screening criteria for Tetanus, Diphtheria, and Acellular Pertussis (Tdap):  Patient does not have a history of a brain or nervous system disease within 7 days after a dose of DPT or DTaP.	2
Patient has an appointment scheduled for a gynecology or medical examination within the next 3 months.	Patient needs to schedule an appointment for a gynecology or preventive medical examination within the next 3 months.	4.35
No: spreading redness that extends away from the edge of the wound; red streaks going out from the localized area of redness; new and increasing pain that extends beyond margins of the wound; pus or a foul-smelling discharge from the site or area of red skin along with fever, chills or muscle aches	No: spreading redness that extends away from the edge of the wound; swelling around site that has noticeably increased within the past 24 hours; new and increasing pain that extends beyond margins of the wound; pus or a foul-smelling discharge or area of red skin area along with fever, chills or muscle aches	4
It is appropriate to retain the patient at the present level of care since the patient is making progress, but has not yet achieved the goals articulated in the individualized treatment plan.	The patient demonstrates the ability to fire the TA/GS/EHL and FHL of the operative extremity.	0
No: fever each day for more than 72 hours; fever that has recurred after 24 hours without fever or temperature of 103?F ( 39.4?C) or greater (in an adult)	No: fever each day for more than three days; fever that has recurred after 24 hours without fever; temperature higher than 104 F or 40 C or recurrent, unexplained fevers over several weeks	3.25
Patient ready to learn, no apparent learning barriers were identified; learning preferences include listening.	Ready to learn, no apparent learning barriers were identified; learning preferences include listening and doing.	4.2
The patient's test results were reviewed by the health care team and the patient was informed of the results via telephone.	The patient's right shoulder was prepped and draped in the usual sterile fashion; the painful area was marked.	0
Patient arrives, via hospital wheelchair, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, via Emergency Medical Services, Unsteady gait, Inability to ambulate, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	3.85
I discussed with the patient the potential risks, goals, alternatives and complications as detailed in my prior notes.	I have discussed the case with him and am in agreement with his findings and interventions provided.	2.75
No: new confusion or inability to stay alert and awake; struggling to breathe even while inactive or resting; currently feeling like you are going to collapse every time you stand or sit up; vomit that looks like ground coffee; vomiting blood; uncontrollable or continuous rectal bleeding; black, sticky, tar-like stools; heavy vaginal bleeding or purple or red rash/blotches that stay when pressed by a glass (purpuric rash)	No: new confusion or inability to stay alert and awake; currently feeling like she is going to collapse every time she stands (sits); complete inability to swallow; newly stiff or painful neck or purple or red rash/blotches that stay when pressed by a glass (purpural rash)	3
Identified Illness as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Injury as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions, Patient verbalized an understanding of discharge teaching.	3.25
Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions.	Identified Illness as a learning need, Teaching methods used included Printed Patient Instructions, Verbal Instructions.	3.25
No: currently struggling to breathe, even while inactive or resting; new confusion or inability to stay alert and awake; new loss of bowel or bladder function; change in ability to move extremities or NEW weakness associated with neck or back pain or trauma to the neck or back; new and continuous bilateral numbness in the groin or saddle area or constant and severe abdominal pain	No: new confusion or inability to stay alert and awake; currently struggling to breathe, even while inactive or resting; any chest pain or discomfort; currently feeling like you are going to collapse every time you stand (sit); vomiting blood or uncontrollable or continuous rectal bleeding	2.5
Discussed the risks, goals, alternatives, and advanced directives and the necessity of other members of the healthcare team participating in the procedure with the patient (or legal representative and others present during the discussion).	Discussed risks, goals, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient and her mother.	3.65
Client will verbalize understanding of the cycle of pain to assist with decreasing incidents of increased pain after 1 treatment session.	Client will verbalize understanding of the cycle of pain to assist with decreasing pain behaviors after 1 treatment session.	4.4
The patient or a care giver verbalizes an understanding of all information and directions discussed today.	The patient and parent demonstrated understanding of the instructions given and was instructed to call and/or be seen if further questions or concerns.	4
No: congenital heart disease; rheumatic fever or arthritis, kidney problems, or other complication following a streptococcal infection	No: congenital heart disease or arthritis, kidney problems or other complication following a streptococcal infection	4.2
The diagnosis and treatment plan were explained to the family/caregiver who expressed understanding of the information presented.	Explained diagnosis and treatment plan; patient/child/caregiver expressed understanding of the content.'	4.4
Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions.	Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Teaching methods used included Verbal Instructions.	3.9
Patient needs to schedule an appointment for a gynecology or medical examination within the next three months.	Patient needs to schedule an appointment for a gynecology or preventive medical examination within the next 3 months.	4.9
Strep screen, treat per protocol, symptomatic relief discussed, Strep pharyngitis considered contagiousness until treated for 24 hours, Advised to recheck if not resolved in one week or sooner if worse in any way., Medications and side effects discussed.	Strep screen, treat regardless of throat culture results, symptomatic relief discussed, Strep pharyngitis considered contagiousness until treated for 24 hours, Advised to recheck if not resolved in one week or sooner if worse in any way., Medications and side effects discussed.	4.5
History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	4.25
Since his last contact, the participant has not had prostate-related treatments or procedures  Since his last contact, the participant has not had an eye exam with an ophthalmologist or optometrist.	Since his last contact,  the participant has not had prostate-related treatments or procedures Since his last contact the participant has not used finasteride.	2.5
This patient is approved for all indicated routine preventative medicine services, including immunizations.	This patient is approved for all indicated routine preventative medicine services, including immunizations, in the Department of Family Medicine.	4.5
Patient needs assistance with the following instrumental activities of daily  living: meal preparation, medication administration, housekeeping, shopping, managing finances, transportation use (drive car/use taxi/bus).	Patient needs assistance with the following instrumental activities of daily  living: meal preparation, housekeeping, shopping, managing finances, transportation use (drive car/use taxi/bus).	4.35
Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient verbalized an understanding of discharge teaching.	3.25
Instructions: Use one spray in each nostril every one to two hours or as needed for tobacco withdrawal symptoms.	Instructions: 1-2 puffs every 4-6 hours as needed for wheezing or shortness of breath, use with extender tube.	1
No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness or currently feeling like you are going to collapse every time you stand or sit up	No: new confusion or inability to stay alert and awake; floppiness or fainting; purple or red rash/blotches that stay when pressed by a glass (purpuric rash) or refusing to move the neck	2.5
Unable to Assess Abuse/Neglect screening, Cultural Practice screening, due to Patient or family unable to provide information.	History obtained from patient, Unable to assess if there is a history or concern, or exposure to physical, emotional, sexual, financial abuse, neglect or domestic violence, Unable to Assess screening questions because Patient or family unable to provide information, Comments: family at bedside.	3.4
Patient arrives ambulatory, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, anxious, restless, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	2.9
Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Three- to Five-Year-Old [].	Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Five- to Seven-Year-Old [].	4.05
Peripheral IV site, established in the right antecubital, using a 20 gauge catheter, in one attempt, Saline lock established.	Peripheral IV site, established in the left hand, using an 18 gauge catheter, in one attempt.	3.45
The patient related understanding of the proper wearing and care of the splint(s) and was instructed to call with any problems.	Plan:  The patient stated an understanding of the program, and agrees to continue independently with a home management program.	0
No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); sudden onset of inability to urinate or sudden loss of bladder control	No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand or sit up; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or new neck pain and difficulty bending the neck	3
New wheezing or chest tightness, runny or blocked nose, or discharge down the back of the throat	F (38 C) or suspected fever; new wheezing or chest tightness; runny or blocked nose or discharge down the back of the throat; hoarseness or lost voice; night sweats or unintentional weight loss with normal or increased appetite	3
Patient is independent in the following activities: eating, bathing, dressing, grooming/hygiene, toileting, transfer to/from bed/chair, mobility.	Patient is independent in the following activities: eating, transfer to/from bed/chair, mobility.	3.25
Discussed the risks, goals, alternatives, and the necessity of other members of the healthcare team participating in the procedure.	Discussed risks, goals, and alternatives to sedated bone marrow aspiration and biopsy, the potential need for repeating the procedure, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient.	3.25
No: other symptoms with chest pain nausea or vomiting present; other symptoms with chest pain new shortness of breath; other symptoms with chest pain profuse sweating; other symptoms with chest pain pain that spreads to the arm(s) or shoulder(s), jaw, neck or back; other symptoms with chest pain lightheadedness or other symptoms with chest pain change in heart rate or rhythm or palpitations	No: other symptoms with chest pain nausea or vomiting present; other symptoms with chest pain profuse sweating; other symptoms with chest pain lightheadedness or other symptoms with chest pain change in heart rate or rhythm or palpitations	3
Explained diagnosis and treatment plan as directed; patient/child/caregiver expressed understanding of the content.	Explained diagnosis and treatment plan; patient/child/caretaker expressed understanding of the content..	4.9
Patient arrives, via hospital wheelchair, Gait steady, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, anxious, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	3
Invasive procedures should be avoided during the first four months after the surgical date to help avoid infection in the artificial joint.	An ACE bandage should be kept around the knee for the first 2 weeks after surgery to minimize swelling and discomfort.	0.75
No: blue or dusky lips, skin or nail beds; struggling to breathe even while inactive or resting; shortness of breath, even while inactive; sudden onset of coughing, choking or gagging due to inhaling something into the airway; noisy, wheezy, croupy or raspy breathing that doesn't clear with coughing or apnea	No: currently struggling to breathe, even while inactive or resting; shortness of breath; sudden onset of cough, choking or gagging after inhaling something into his airway or noisy, wheezy, croupy or raspy breathing that does not clear with coughing	3.4
Maximum severity of symptoms severe, Currently symptoms are severe, Maximum severity of pain rated as 10/10, Current severity of  pain rated as 10/10.	Maximum severity of symptoms moderate, Currently symptoms are moderate, Maximum severity of pain rated as 4/10, Current severity of  pain rated as 4/10.	2.5
Based on the patient's reported itinerary and medical history, the following is advised and written information per "Stay Healthy While Traveling" provided and reviewed regarding food and water precautions and travelers diarrhea self management, including the proper use of an antidiarrheal (such as loperamide) and antibiotic.	Based on the patient's itinerary and medical history, the following was advised and written information was provided: general insect bite precautions and insect repellent use discussed, DEET, permethrin use .	2.75
Peripheral IV site, established in the right antecubital, using an 18 gauge catheter, in one attempt, Saline lock established.	Peripheral IV site, established in the right antecubital, using an 18 gauge catheter, in one attempt, Saline lock established, Labs drawn at time of placement.	3.95
Respiratory assessment findings include respiratory effort easy, Respirations regular, Conversing normally, no signs of distress, no cyanosis.	Respiratory assessment findings include respiratory effort easy, Respirations regular, Conversing normally, no signs of distress, no retractions noted, no cyanosis, no associated cough noted.	3.8
Age specific guidance: Burn prevention, care near streets, caution around open water, use of car seats, transition from crib to bed, toilet training, night terrors and tantrum information reviewed, nutritional guidance information discussed and/or given.	Age specific guidance: Burn prevention, care near streets, caution around open water, use of car seats, transition from crib to bed, toilet training, night terrors and tantrum information reviewed, nutritional guidance, day care issues, handout from MD Consult information discussed and/or given.	3.8
If you have any concerns, or to make or verify appointments, Dr. S' Service may be contacted at (000) 000-0000 during business hours.	For questions or concerns regarding appointments or postoperative care, Dr. E's service may be contacted at 000-000-0000 during business hours.	3.5
The patient and parent were instructed to notify the clinic if there is no improvement within 72 hours, that the patient is contagious until they have been on medication for 24 hours, of the importance of completing all of the medication.	Patient instructed to notify the clinic if there is no improvement, that they are contagious until they have been on medication for 24 hours, of the importance of completing all of the medication, and that since she is on oral contraceptives, she should use a back-up method along with the oral contraceptives for the current cycle.	3
Patient requires extensive assistance in the following activities:  toileting, transfer to/from bed/chair, mobility.	Patient requires limited assistance in the following activities: bathing, dressing, toileting.	2.75
Discussed the risks, goals, alternatives, and the necessity of other members of the healthcare team participating in the procedure.	The proposed procedure was discussed, including its benefits and risks/limitations, rehabilitation, expected results, and the necessity of other members of the surgical team participating in the procedure with the patient.	3.25
MEDICAL NECESSITY: The patient would benefit from skilled physical therapy interventions to be able to return the patient to full sporting activities.	MEDICAL NECESSITY: The patient would benefit from skilled physical therapy interventions to be able to return the patient to full leisure, self-care activities.	3.45
No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm	No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand or sit up; complete inability to swallow; new neck pain and difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpuric rash); pain, pressure or tightness in the chest, arm or shoulder, jaw, or neck; large amounts of pink or white frothy sputum or muffled voice or inability to open mouth fully	3.25
Albuterol [PROVENTIL/VENTOLIN] 90 mcg/Act HFA Aerosol 2 puffs by inhalation every 6 hours as needed.	Albuterol [PROVENTIL HFA/VENTOLIN HFA] 90 mcg/Act HFA Aerosol 2-6 puffs by inhalation every 4 hours	3.75
Identified Injury as a learning need, Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Injury as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, Content of teaching was limited to address Barriers to Learning, Involved Family Member or Primary Caregiver to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient demonstrated and verbalized an understanding of discharge teaching.	3.25
F or 38 C) or suspected fever; new wheezing or chest tightness; runny or blocked nose, or discharge down the back of the throat; severe widespread muscle aches; extreme fatigue or exhaustion or headache	F or 38 C) or suspected fever; multiple 'cold' symptoms; headache; itchy eyes, nose, roof of mouth, or throat; bad breath or ear pain	2.5
