Patient understands that the warts are skin growths caused by a viral infection in the top layer of the skin.	In the past year the patient has the following number of visits: none in the hospital  none in the er and  one as an outpatient.	0
See your childs doctor OR return here or go to the nearest Emergency Department to have the sutures removed.	Therefore, it is VERY IMPORTANT to return here or go to the nearest Emergency Department immediately for signs of infection.	1.5
Discussed with patient the necessity of other members of the healthcare team, both male and female, participating in the procedure if needed.	Discussed risks, goals, alternatives, advance directives, and the necessity of other members of the surgical team participating in the procedure with the patient.	3.6
Patient is here for the following immunization(s):  Inactivated Influenza Virus Vaccination; Tetanus and Diphtheria and Acellular Pertussis (Tdap) Vaccine	Patient is here for the following immunization(s):  Meningococcal conjugate Vaccine; Tetanus Toxoid, Reduced Diphtheria and Acellular Pertussis (Tdap) Vaccine	3
Patient discharged to home, ambulating without assistance, driving self, unaccompanied, Above person(s) verbalized understanding of discharge instructions and follow-up care.	Patient discharged to home, ambulating without assistance, family driving, accompanied by other family member, Discharge instructions given to patient, Simple or moderate discharge teaching performed, Above person(s) verbalized understanding of discharge instructions and follow-up care.	3
Nurse visit ten minutes, over half of which was spent in counseling and point-of-care testing.	Nurse visit ten minutes, which over half was spent in consultation and point-of-care testing.	5
Discussed advance directives and the necessity of other members of the healthcare team, both male and female, participating in the procedure.	Risks, benefits, alternatives of procedure and necessity of other healthcare team members involved in procedure were discussed.	3.5
The patient remained focused on group tasks and displayed interest in others and in the group process.	The patient's medication(s) were reconciled comparing the pre- and post-hospitalization lists and then verified in the electronic orders prescribing tool.	0
Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your 12-Month-Old	Educational literature, developmentally age appropriate, provided at today's visit, including Pediatric Health Promotion Visits and Vaccination Schedule  ,	4
Patient education materials provided: Home exercise program was provided with duration and frequency of exercises included.	Patient Education:  Home exercise program was provided with duration and frequency of exercises included.	4.5
Identified Illness as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions.	Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions, Patient demonstrated an understanding of discharge teaching.	3
The patient has had a chance to have their questions about this procedure answered and wishes to proceed., Procedural pause conducted to verify: correct patient identity, procedure to be performed and as applicable, correct side and site, correct patient position, and availability of implants, special equipment or special requirements	Procedural pause conducted to review all pertinent records and verify:  correct patient identity, procedure to be performed, and as applicable, correct side and site, correct patient position, and availability of implants, special equipment or special requirements.	3.5
Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, anxious, Patient cooperative, alert, Oriented to person, place and time.	Simple assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	4
Cardiovascular assessment findings include heart rate normal, Heart rhythm normal sinus, No associated diaphoresis.	Cardiovascular assessment findings include heart rate normal, Heart rhythm normal sinus, No associated diaphoresis, no associated dyspnea, dizziness, palpitations.	3
No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness or currently feeling like you are going to collapse every time you stand or sit up	No: new confusion or inability to stay alert and awake; new shortness of breath; new wheezing or chest tightness or raised, red or white, itchy rash that comes and goes (hives)	3
Explained diagnosis and treatment plan; patient/child/caregiver expressed understanding of the content..	Explained diagnosis and treatment plan; patient and her mother expressed understanding of the content.	3.5
No: new shortness of breath; pain, pressure or tightness in the chest, jaw or arm or new confusion or inability to stay alert and awake	No: new wheezing or chest tightness; runny or blocked nose, or discharge down the back of the throat; severe widespread muscle aches or extreme fatigue or exhaustion	2.5
Discussed risks, goals, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure with (patient) (legal representative and others present during the discussion).	Discussed risks, goals, alternatives, advanced directives and the necessity of other members of the healthcare team participating in the procedure.	3.5
After explanation of the test and answering the patient's questions, the patient verbalized an understanding.	Patient Education:  The impression and treatment plan were explained in detail to the patient/family who expressed an understanding of the content.	3.5
No: cloudy or foul-smelling urine; blood in the urine; new daytime wetting; new bedwetting; changes in urine color; foamy urine or vaginal discharge or other genital problem	No: pain when passing urine; urinating more often than usual; cloudy or foul-smelling urine; blood in the urine; new daytime wetting; new bed-wetting; change in urine color or foamy or frothy urine	3
The patient was explained the diagnosis and treatment planning decisions and expressed an understanding.	I have explained my diagnosis and treatment, and they have expressed understanding of that plan.	4.5
Discussed risks, goals, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure with (patient) (legal representative and others present during the discussion).	We discussed the low likelihood that a blood transfusion would be required during the postoperative period and the necessity of other members of the surgical team participating in the procedure.	2.5
Patient needs assistance with the following instrumental activities of daily  living: meal preparation, medication administration, housekeeping, shopping, managing finances, transportation use (drive car/use taxi/bus).	Patient needs assistance with the following instrumental activities of daily  living: unable to assess.	3.5
No: new confusion or inability to stay alert and awake; currently struggling to breathe, even while inactive or resting or currently feeling like you are going to collapse every time you stand (sit)	No: new confusion or inability to stay alert and awake; inability to speak or make normal sounds; currently struggling to breathe, even while inactive or resting; sudden swelling of the lips, tongue, or mouth or currently feeling like she is going to collapse every time she stands (sits)	3
Patient arrives, via hospital wheelchair, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.	Complex assessment performed, Patient arrives, via stretcher, via Emergency Medical Services, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	2.5
Adolescent Dimension 3: Emotional, Behavioral or Cognitive Conditions and Complications Intensity of Service/Level of Care	Dimension 3 Emotional, Behavioral or Cognitive Conditions and Complications : The emotional problem that required admission to the present level of care continues.	4
Ready to learn, no apparent learning barriers were identified in the family/caregiver; learning preferences include listening.	Patient is ready to learn, no apparent learning barriers were identified; learning preferences include listening and visual aids.	3.5
Education provided on diagnosis and treatment plan using verbal instruction; patient expressed acceptance of this and understanding of the content.	The impression and treatment plan were explained in detail to the patient/family who expressed an understanding of the content.	3.5
No: newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow or currently struggling to breathe, even while inactive or resting	No: new confusion or inability to stay alert and awake; newly painful neck with difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); severe headache; sensitivity to bright light or currently feeling like you are going to collapse every time you stand (sit)	3
Patient arrives, via Emergency Medical Services, Unsteady gait, Lift to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Complex assessment performed, Patient arrives, via stretcher, via Emergency Medical Services, Gait steady, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	2.5
Discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team participating in the procedure.	Discussed risks, goals, alternatives, and necessity of other members of the team participating in the procedure with patient and parent.	4
This information will be reviewed by the provider and the patient/caregiver will be contacted with any recommendations.	This information will be shared with the patient's primary provider and follow-up with the patient will be with the RN Care Team.	3.5
HIPAA authorization reviewed, dated, and signed by participant and filed in the Mayo medical record.	A copy of the form was given to the participant and a copy will be filed in the Mayo Medical Record.	2.5
Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, via stretcher, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	2.5
Learns best by: verbal instructions as procedure is being performed, reading, seeing, listening.	Learns best by: verbal instruction while procedure is performed, reading, seeing, listening.	5
Discussed the necessity of other members of the healthcare team participating in the procedure.	Discussed the necessity of other members of the surgical team participating in the procedure and the patient's perioperative care.	4.25
By dismissal she was tolerating a general diet, ambulating, afebrile, pain controlled, and having normal bowel and bladder function.	By the time of dismissal, he was tolerating a regular diet, ambulating without assistance, and pain was controlled with oral pain medications.	2.5
Peripheral IV site, established in the right forearm, using an 18 gauge catheter, in one attempt.	Peripheral IV site, established in the left antecubital, using an 18 gauge catheter, in two attempts.	2.95
Following denial of allergies and review of potential side effects and complications, including, but not necessarily limited to, infection, allergic reaction, local tissue breakdown, and seizure, the patient indicated they understood and agreed to proceed.	Following denial of allergy and review of potential side effects and complications (including but not necessarily limited to infection, allergic reaction, local tissue breakdown, systemic effects of corticosteroids, elevation of blood glucose, injury to soft tissue and/or nerves, and seizure), the patient indicated they understood and agreed to proceed.	3
Peripheral IV site, established in the left forearm, using an 18 gauge catheter, in one attempt.	Peripheral IV site, established in the left hand, using a 24 gauge catheter, in one attempt.	3.45
Patient arrives, via hospital wheelchair, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, generally ill, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	2.5
No: typical 'cold' symptoms; fever present (greater than or equal to 100.4 F or 38 C) or suspected fever; rash; white patches on lips, tongue or mouth (other than throat); blisters in the mouth; swollen or 'bull' neck; hoarseness or lost voice or ear pain	New wheezing or chest tightness, runny or blocked nose, or discharge down the back of the throat, hoarseness or lost voice	0.5
There were no apparent barriers to learning or understanding and all questions were answered.	There were no apparent barriers to this discussion and the patient expressed understanding of the problem and treatment options.	4.5
Patient discharged to home, ambulating without assistance, Discharge instructions given to patient.	Patient left without being seen, ambulating without assistance, family driving, accompanied by husband/wife/partner.	2
Incremental progress will lead to functional gains and increased independence, accuracy, and efficiency with activities of daily living, instrumental activities of daily living, and work tasks.	Functional limitations: Decreased active motion and decreased strength for activities of daily living, yard work, household chores, lifting.	2
Relayed these directions to the patient by telephone who reports an adequate understanding of the plan and denies noting any signs of bleeding or recurrent stroke-like symptoms.	Relayed these directions to the patient's husband by telephone who reports an adequate understanding of the plan and denies noting any signs of bleeding or recurrent stroke-like symptoms for the patient.	3.5
Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions.	Identified Illness as a learning need, Patients primary language is English, Glasses for vision identified as a Barrier to Learning, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	3.5
Your doctor did not find any pain over the bones in your back (even though you might have pain in the muscles of the back).	Your doctor did not find any pain over the bones in your neck (even though you might have pain in the neck muscles).	4
No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that does not clear with coughing; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); feeling like you are going to pass out EVERY time you stand (or sit) up or muffled voice or inability to open mouth fully	No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that doesn't clear with coughing; new neck pain and difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpuric rash); currently feeling like she is going to collapse every time she stands or sits up; muffled voice or inability to open mouth fully or complete inability to swallow	3.5
Patient discharged to home, ambulating without assistance, family driving, accompanied by husband/wife/partner, Discharge instructions given to patient, Above person(s) verbalized understanding of discharge instructions and follow-up care.	Patient discharged to home, ambulating without assistance, family driving, accompanied by parent, Discharge instructions given to patient, Discharge instructions given to mother, Discharge instructions given to father, Above person(s) verbalized understanding of discharge instructions and follow-up care.	4
Fetuses who have Down syndrome tend to have a thickening of the skin on the back of the neck, and therefore an increased nuchal translucency can indicate that the fetus has Down syndrome.	This screening option can be used to assess the chance that the fetus has Down syndrome and the chance that the fetus has trisomy 18 between the 10th and 13th week of pregnancy.	2.5
Patient discharged to home, ambulating without assistance, family driving, accompanied by parent, Discharge instructions given to mother, Above person(s) verbalized understanding of discharge instructions and follow-up care.	Patient discharged to home, carried, family driving, accompanied by parent, Discharge instructions given to father.	3
No: uncontrollable or continuous rectal bleeding; currently feeling like you are going to collapse every time you stand (sit) or new confusion or inability to stay alert and awake	No: struggling to breathe even while inactive or resting; new confusion or inability to stay alert and awake or severe lethargy	3
Discussed the risks, benefits, and alternatives of the procedure and of possible blood transfusion.	Discussed risks, goals, and alternatives with patient, and the necessity of other members of the surgical team participating in the interventional procedure.	3
The Traumatic Brain Injury physician discussed with the patient verbal and written information on TBI.	I expanded information in those documents with the patient, and pertinent additional details appear in the note below.	1
Explained diagnosis and treatment plan; patient expressed understanding of the content, Patient was given a copy of this note	Explained diagnosis and treatment plan; patient/child/caretaker expressed understanding of the content.`E`	2
I explained the diagnosis and treatment plan for the patient who expressed understanding of the content.	I interviewed and examined the patient and have reviewed and agree with the history and exam as documented above by the resident.	2
The patient appears ready to learn, no apparent learning barriers were identified; learning preferences include listening.	Patient/family was ready to learn, no apparent learning barriers were identified; learning preferences include listening.	4.5
Education provided on diagnosis and treatment plan using verbal instruction; patient expressed acceptance of this and understanding of the content.	EXPLAINED DIAGNOSIS AND TREATMENT PLAN; PATIENT/CHILD/CAREGIVER EXPRESSED UNDERSTANDING OF THE CONTEN	4
Patient offers verbalizations that indicate emotional and cognitive understanding of problems related to alcohol and other drug use and describes needed behavior change.	He offers verbalizations that indicate emotional and cognitive understanding of problems related to drug use and describes needed behavior change.	3
The patient has not had  fever, hearing loss, drainage from the effected ear, a change in sleep pattern, a change in activity.	The patient has not had  fever, hearing loss, a change in sleep pattern, a change in activity.	3
Discussed the risks, benefits, alternatives, advanced directives, and the necessity of other members of the healthcare team participating in the procedure.	INFORMED CONSENT:  I discuss the risks, benefits, alternatives,  and the necessity of other members of the healthcare team participating in the procedure.	4.15
Tylenol Extra Strength (500-mg tablet) one to two tablets every six hours as needed for pain.	Instructions: Two tablets by mouth as needed then one tablet every hour until headache is relieved.	2.5
Patient verbalized cognitive awareness of problems related to alcohol and other drug use, however, behavior change does not seem to be occurring.	Patient offered verbalizations that indicate emotional and cognitive understanding of problems related to alcohol and other drug use and he describes needed behavior change.	3.5
Parent is comfortable with information and will call back with any other questions or concerns or worsening symptoms.	The patient verbalized understanding of the above information, and will contact the care provider with any further questions.	4
The patient and barriers were assessed (Cultural, Religious/Spiritual, Motivational, Physical/Cognitive, Language, Emotional).	Barriers assessed (Cultural, Religious/Spiritual, Motivational, Physical/Cognitive, Language, Emotional).	5
No: new joint pain or swelling; pain of a type other than joint pain; wound with redness, swelling, warmth or pus-like discharge or red or hot area of the skin	No: new joint pain or swelling; pain of a type other than joint pain; wound with redness, swelling, warmth or pus-like discharge; red or hot area of the skin or new one-sided lower leg swelling	4.8
Reinforcement of the importance of properly cleaning the humidifier and empty the water daily was provided.	Hand Therapy/ S/P repair of the left flexor digitorum profundus of the long, ring, and small fingers, and repair of the ulnar artery: zone V	0
Explained diagnosis and treatment plan; patient expressed understanding and agreement of the content.	Explained diagnosis and treatment plan; patient and mother expressed understanding of the content.	4.6
Albuterol Aerosol 90 mcg/Actuation 2 puffs by inhalation as directed by prescriber as needed.	Ipratropium-Albuterol [COMBIVENT] 18-103 mcg/Actuation Aerosol 2 puffs by inhalation four times a day as needed re...	3
No: currently feeling like you are going to collapse every time you stand or sit up; new confusion or inability to stay alert and awake; uncontrollable or continuous rectal bleeding or black or sticky, tar-like stools	No: currently struggling to breathe, even while inactive or resting or new confusion or inability to stay alert and awake	2.7
Patient arrives, via hospital wheelchair, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, via hospital wheelchair, Gait steady, History obtained from patient, Patient appears, anxious, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	3.6
No: appendix removal; gallbladder removal; prior hysterectomy (removal of the uterus or womb); removal of both ovaries or tubal ligation or sterilization	No: appendix removal; gallbladder removal; removal of both ovaries or tubal ligation or sterilization	3.75
Discussed risks, goals, alternatives, advanced directives and complications with the patient as well as necessity of other members of the surgical team participating in the interventional procedure.	Consent comment:  Discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team participating in the procedure.	3.65
