
WordNet Id1;WordNet Id1;Rada;AncSPLRada
11730458;82081;-8.0;-9.0
2694279;1693472;-6.0;-7.0
7595751;10072346;-5.5;-6.5
5273073;4380617;-6.0;-7.5
2328150;5143690;-6.0;-8.5
11933546;6281175;-7.0;-7.0
5294256;13561396;-5.5;-7.0
9890296;317709;-7.5;-7.5
11179502;6464024;-6.0;-6.0
1356459;1184045;-5.0;-5.5
11765859;13707804;-7.0;-8.0
2765868;13391262;-7.0;-7.5
948737;6055692;-6.0;-7.5
10199902;14370267;-5.0;-6.0
12246941;5906734;-8.0;-9.0
12710917;7632980;-8.0;-8.5
4221424;8165866;-5.5;-6.5
9102883;7127911;-6.5;-6.5
1250826;3330665;-6.5;-7.0
2429456;13211790;-5.0;-6.0
2546177;10887290;-6.0;-6.5
5459457;10165448;-2.0;-2.0
7926920;507673;-6.5;-6.5
3941586;6231794;-8.0;-8.5
5100156;4499554;-6.0;-7.0
959537;2874086;-7.0;-7.5
11284409;6589352;-7.0;-7.0
5211254;2821627;-5.0;-5.0
11322068;5459101;-4.5;-4.5
10332385;802238;-7.0;-8.0
7446533;14162025;-6.0;-8.5
205649;4737743;-4.0;-4.0
8081244;13864153;-4.0;-4.0
5968209;8599976;-7.0;-7.0
9647834;8758882;-4.0;-4.0
2383912;10020890;-4.5;-8.0
14541044;7495551;-4.0;-4.0
774107;2553028;-10.5;-11.5
12692323;12047345;-5.0;-9.0
1906552;5643072;-4.0;-4.0
9232526;3717622;-4.0;-4.0
8283051;8779149;-7.5;-7.5
13931436;10425946;-3.5;-3.5
15025228;4570815;-5.5;-7.0
11100139;11676850;-5.5;-5.5
4476831;5384691;-6.5;-7.5
8009239;14089974;-5.5;-5.5
8838716;1305551;-5.0;-5.0
13651804;14880777;-5.5;-5.5
9065191;10107173;-6.0;-6.0
10299700;13559177;-2.5;-2.5
731648;4698307;-4.5;-6.0
1894803;12649317;-5.0;-9.5
9930772;7441494;-6.5;-6.5
5653327;8889657;-6.5;-6.5
7229245;10854777;-5.5;-5.5
6835315;6342490;-6.0;-6.0
8838716;15031705;-5.0;-5.0
11950877;5012941;-7.0;-8.0
9114696;5490799;-5.0;-5.0
2933990;3413684;-4.5;-4.5
3885028;8925957;-5.5;-5.5
3862862;3788498;-4.5;-4.5
3803610;1140658;-6.0;-6.0
12904938;4809784;-5.0;-6.0
3911992;4145322;-6.0;-9.0
6714976;13396276;-2.5;-2.5
14779550;1492860;-6.0;-8.0
641109;9814252;-7.0;-7.0
5204473;13183874;-5.0;-5.0
13432802;3503358;-3.5;-3.5
416216;487453;-3.0;-3.0
5884984;3522239;-6.5;-6.5
7189411;12306270;-6.5;-8.5
10663659;10046527;-0.5;-0.5
5499542;10895274;-5.5;-5.5
7333347;7625061;-6.5;-6.5
2122810;2139199;-2.5;-2.5
6710546;11222054;-5.0;-6.0
10226803;4453666;-4.5;-4.5
13695815;10320484;-4.5;-4.5
6953471;7837002;-8.5;-8.5
12233410;3917973;-6.0;-7.0
10095664;14409880;-5.0;-5.5
12363988;3385295;-5.0;-7.0
9786760;7603411;-4.5;-4.5
5664640;12146488;-8.0;-9.0
14934527;4730191;-5.5;-5.5
4425656;13138308;-5.0;-6.5
8049125;7785887;-5.5;-5.5
9366940;1237294;-4.0;-5.0
7046917;3316406;-4.0;-6.5
10669357;2018207;-6.5;-6.5
6127873;11039344;-6.5;-6.5
8642632;7560422;-5.5;-5.5
4198233;4903368;-5.5;-5.5
10782791;11050183;-1.5;-1.5
7614500;4510456;-6.5;-7.0
3707372;5650820;-5.5;-6.0
8557482;9912681;-5.0;-5.0
474769;2081571;-8.0;-11.5
2899569;1715518;-8.0;-8.0
69060;14629998;-6.0;-6.0
2593863;14893652;-6.0;-7.0
1915290;9217508;-5.0;-5.0
4141573;1887896;-4.5;-4.5
12285705;2139671;-5.5;-5.5
13126428;419464;-7.0;-7.0
14979132;8743125;-5.5;-5.5
15067576;14841056;-2.5;-4.0
5309725;6776986;-5.5;-5.5
11251995;5415815;-5.0;-5.5
4737020;4381994;-5.5;-5.5
15067025;9923101;-5.0;-6.0
13957493;5052243;-3.0;-3.0
8677075;9530629;-6.5;-7.0
9797375;11438756;-6.0;-6.0
9314398;13768064;-5.5;-5.5
14847810;327033;-8.5;-8.5
3659686;4966017;-5.5;-6.5
1236633;274586;-4.0;-4.0
8523483;6658118;-8.0;-8.0
13919059;11919026;-5.5;-5.5
10851987;4186455;-6.5;-6.5
13301500;2384326;-9.5;-12.5
13990064;1695060;-8.0;-8.5
4487996;11256494;-5.5;-5.5
2967081;2339768;-7.0;-8.0
14678762;12720200;-5.5;-6.0
2410141;9396150;-7.0;-10.0
5791764;5848182;-5.5;-5.5
3502331;1201271;-5.5;-6.0
11718911;2144251;-6.5;-10.0
13009244;15213963;-5.5;-6.0
5641089;7205104;-5.0;-5.0
6098876;5688907;-4.0;-4.0
13894306;7228105;-4.0;-4.0
12014085;14952878;-7.0;-7.5
11139927;5969194;-3.5;-7.0
14496193;2593679;-9.0;-10.5
2266050;11258214;-5.0;-5.0
4943367;8293982;-3.0;-3.0
4553703;6975469;-7.0;-7.5
1211667;13158071;-7.5;-7.5
7533097;14503234;-3.5;-3.5
6534918;1268271;-6.0;-6.0
2167645;12216028;-1.0;-1.0
10078333;11597657;-4.0;-4.0
14299070;2123159;-6.0;-8.0
8384201;455599;-5.5;-5.5
11680995;8489627;-3.0;-3.0
14264517;4921576;-4.5;-4.5
1567530;10028977;-5.0;-5.5
2590237;7242324;-5.5;-5.5
13337322;5088804;-4.0;-4.0
13962498;7746910;-4.5;-4.5
3046657;1244127;-8.0;-8.5
1630533;6266878;-6.5;-7.5
5676605;5864047;-4.5;-4.5
14241968;13534274;-4.5;-8.0
13436992;1780026;-5.5;-5.5
1793249;3494706;-6.5;-7.5
7055923;9810707;-5.5;-6.0
1245318;1107549;-3.5;-4.0
643208;3871724;-7.5;-8.5
623162;3962685;-6.5;-7.0
14365741;874806;-3.5;-3.5
7700539;12998349;-5.5;-5.5
3369276;11923397;-7.0;-7.0
14580476;2823510;-5.0;-5.0
5472205;8516431;-5.5;-5.5
9054915;8494987;-2.5;-3.5
14602851;52334;-6.0;-6.5
9248724;3828020;-6.0;-6.0
1427143;11091706;-5.0;-5.0
8690479;8976913;-1.5;-1.5
7864638;3468900;-6.0;-6.0
11252392;1827403;-4.5;-4.5
14175165;5359516;-4.5;-9.0
7481951;4357930;-5.5;-6.5
8646902;5003090;-5.5;-6.5
7181842;1542055;-5.5;-5.5
14953441;2436224;-6.0;-8.0
4293902;10968956;-6.0;-6.0
10644839;9337406;-4.5;-4.5
3272940;13846900;-7.0;-7.0
13455487;9852679;-3.0;-3.0
10639238;2607201;-6.0;-7.0
4400289;10673451;-4.5;-4.5
11374589;3530041;-5.0;-5.0
10298798;3483086;-4.5;-4.5
5307521;8849372;-4.5;-6.0
13909071;3590588;-4.5;-6.0
7939159;2752039;-4.5;-5.5
2823510;6911857;-6.0;-6.5
3956157;6730780;-6.0;-6.0
7753275;14196722;-7.5;-9.0
12955639;3900301;-7.0;-8.0
13501738;13143930;-5.0;-5.0
13767822;12665659;-5.5;-6.5
8761244;11629047;-8.5;-8.5
11561228;2661765;-1.0;-1.0
4161358;5379247;-7.0;-7.0
2474605;5089199;-4.5;-10.0
2216365;6636259;-7.5;-8.0
4063868;9580521;-6.5;-7.5
190931;3521675;-8.0;-8.5
8458833;5965022;-4.5;-4.5
545344;3169390;-4.0;-5.0
4380916;9498497;-8.0;-9.0
14660835;10850469;-5.0;-5.0
11522730;6979743;-7.5;-7.5
11762237;4503155;-5.0;-6.0
5282652;4318787;-4.0;-5.0
9466863;12226009;-4.5;-5.0
2168245;7354911;-8.0;-8.5
2249673;6584702;-6.0;-6.0
13580058;5242752;-4.0;-4.0
13066129;7288801;-4.0;-4.5
13806404;4595998;-7.0;-8.0
11016374;10225118;-3.5;-3.5
2544960;3729826;-5.5;-6.5
13333546;10650076;-7.0;-7.0
4527648;6390051;-4.5;-7.0
12699031;5695806;-5.0;-7.0
9142771;11029005;-5.5;-5.5
3728437;7059821;-4.5;-6.0
13293752;3755545;-8.5;-8.5
4290079;7418146;-6.0;-6.5
15261972;9054233;-6.5;-6.5
138599;7839055;-7.5;-7.5
10189179;10996285;-3.0;-3.0
13361624;1733214;-7.5;-9.0
12927013;8792548;-5.0;-5.0
4060198;6994329;-6.5;-8.0
526793;11540439;-5.5;-5.5
1675722;7913774;-8.0;-9.5
10725734;3398382;-3.0;-3.0
8308156;1543272;-3.5;-3.5
9166304;11160676;-4.5;-4.5
4490614;2845576;-3.5;-3.5
921160;3160001;-9.0;-11.0
14466846;5987283;-6.0;-6.0
8541609;7481785;-5.0;-6.0
1377278;11798851;-6.0;-8.0
570066;895292;-6.0;-6.0
11710393;12353604;-4.5;-8.5
7741235;1826680;-8.0;-8.0
622957;1549886;-9.0;-9.5
6972311;2532918;-8.5;-9.5
6975902;9466863;-5.0;-5.0
3531546;9664766;-4.0;-4.0
6304059;3319576;-5.0;-6.5
12220019;898127;-7.0;-8.0
13280008;11881742;-8.5;-9.5
7248060;2139914;-4.0;-4.0
15077109;10032987;-4.0;-4.0
9309168;4492749;-3.0;-3.0
7339653;4258;-5.0;-5.0
10173086;14808147;-5.5;-6.0
11852028;13636286;-7.0;-8.0
2106550;9079505;-5.0;-5.0
3239399;9503282;-6.0;-7.0
2120278;10926917;-5.5;-7.0
7607832;7832902;-5.0;-5.0
1445305;6742173;-4.5;-4.5
842281;11709450;-7.0;-7.0
7261782;11317897;-4.5;-4.5
2992795;7875926;-5.5;-5.5
7450549;898804;-3.0;-3.0
4032710;505726;-7.0;-7.0
13803782;10545187;-4.5;-4.5
8264583;4214046;-4.0;-5.0
4633197;770834;-5.5;-5.5
3472672;6566805;-7.0;-7.5
12533190;12609968;-1.0;-1.0
765791;2782602;-6.0;-6.0
1552333;9579848;-7.5;-10.5
5374861;687857;-8.5;-9.0
11503968;6611147;-5.0;-5.0
4563560;10877456;-4.0;-4.0
5606528;1391174;-6.5;-6.5
1819115;4143897;-5.5;-5.5
7538272;1901348;-6.0;-6.0
2666501;913705;-8.5;-9.0
6213688;1880570;-5.0;-5.0
4882438;1582625;-5.5;-5.5
2715229;9287415;-4.0;-4.0
3139341;7138736;-6.5;-7.5
3017428;10995592;-6.0;-6.0
5229622;13671047;-5.0;-5.0
8491710;9372504;-3.5;-3.5
2377703;5122419;-7.0;-10.0
3692676;4974968;-5.0;-6.0
132355;11456273;-6.5;-7.0
12468545;2255391;-6.0;-6.0
1314781;6692572;-4.5;-5.0
9274305;7977237;-4.0;-4.0
13120958;2488702;-5.0;-5.0
4921576;10364502;-4.0;-4.0
6591108;9212690;-6.0;-6.0
3081859;13745270;-6.5;-6.5
10905568;8129268;-8.5;-8.5
8349548;3524840;-7.5;-8.5
5844881;9753065;-5.5;-5.5
6949762;3583621;-6.5;-8.5
7862244;7004422;-5.5;-5.5
10209539;5752544;-5.0;-6.0
48374;14551986;-3.5;-3.5
8021785;14283909;-7.0;-7.5
3651739;888693;-7.5;-8.0
8847268;1624707;-6.5;-6.5
7395957;1483370;-5.0;-5.0
11152544;15230180;-7.5;-7.5
8909537;12753573;-7.0;-7.0
9558898;3365592;-6.0;-7.0
12886402;10489426;-3.0;-3.0
12827537;3743577;-5.5;-7.0
11016075;7614198;-5.0;-5.5
2062991;9251407;-5.5;-5.5
5865774;8096027;-6.0;-6.0
6538895;1552956;-5.5;-5.5
3646695;9314013;-4.5;-4.5
14106025;6636259;-4.5;-4.5
2908123;11203287;-5.0;-5.0
10877015;14564934;-5.5;-7.5
4589434;15033063;-4.5;-4.5
3550533;3686363;-3.5;-5.0
6674542;12508497;-5.5;-6.5
13698202;4019696;-5.0;-5.5
1754737;13289020;-5.5;-5.5
11207768;1483021;-6.5;-7.0
12001294;12959226;-4.0;-8.0
14693124;8963969;-5.5;-6.0
3260849;9193772;-5.0;-5.0
7540602;12534625;-8.0;-9.0
313806;13712428;-6.0;-6.0
4814025;13746785;-4.5;-4.5
1716732;3465040;-6.0;-7.0
13408023;5572227;-8.5;-8.5
11669786;14172383;-7.0;-9.5
3171910;14462565;-6.0;-6.0
2500472;11890507;-4.0;-8.0
4449550;14073331;-6.5;-9.0
6784470;13659419;-4.5;-4.5
1748389;5302422;-8.5;-9.0
2908605;911752;-7.0;-7.5
14726998;12556307;-5.0;-5.5
10388440;15187077;-5.0;-5.0
831919;3096593;-4.0;-4.5
13817872;7700868;-4.5;-5.0
1168199;1603478;-4.5;-5.0
3215749;3362119;-4.0;-4.0
10978693;14718483;-5.5;-5.5
5967402;3386726;-5.5;-5.5
8678615;1679962;-7.5;-7.5
801450;12602118;-7.0;-7.0
13697011;1600085;-8.0;-8.5
4663763;5195175;-3.0;-3.0
674760;11722982;-7.0;-7.5
24720;13413016;-2.5;-2.5
12903367;9801102;-2.5;-2.5
12316572;1148182;-8.0;-9.0
4181561;4719376;-6.5;-6.5
13429780;2066450;-5.0;-5.0
3102516;5526175;-6.5;-6.5
3998525;9472268;-4.0;-4.5
4442016;13388245;-7.0;-7.5
14541044;8064888;-2.5;-2.5
68617;10693334;-6.5;-6.5
7945236;13110915;-5.0;-7.0
7924655;1447139;-9.0;-10.5
1008271;4349306;-7.5;-8.0
4182514;2457249;-5.0;-6.0
10259016;8751126;-4.5;-4.5
9455998;13854649;-2.5;-2.5
5188367;14924786;-7.5;-7.5
10155485;11304354;-3.5;-3.5
11129130;2882647;-5.5;-5.5
8417178;10070108;-7.0;-7.0
7347373;7397552;-3.0;-3.0
8167365;15062468;-4.5;-4.5
13118707;9708247;-3.5;-3.5
2454657;3640166;-6.0;-7.0
3594734;10566072;-5.0;-5.0
10556033;5247621;-5.5;-5.5
8118414;13718946;-6.0;-6.0
4115670;12827907;-4.5;-4.5
7810825;14319093;-7.5;-7.5
14799833;5712892;-6.0;-6.0
4351936;5052832;-5.5;-6.0
4275175;13158605;-5.0;-5.0
14442933;9731082;-5.0;-5.0
10085217;5423095;-6.0;-6.0
2780916;11975853;-5.0;-7.0
449054;13069224;-7.5;-8.0
15178841;13792183;-4.0;-4.0
813571;8017257;-6.0;-7.0
6550891;8671822;-7.5;-7.5
6804847;14424517;-3.5;-3.5
14571504;1216738;-5.5;-5.5
10821867;10588601;-2.0;-2.0
6768259;14857278;-5.0;-5.0
1790557;5380404;-8.0;-9.0
5506976;12072722;-7.5;-8.0
13960974;2291748;-9.0;-9.5
14576690;5357682;-7.0;-7.0
13832480;15276171;-2.5;-2.5
5937878;792720;-5.5;-5.5
1422835;2818507;-4.5;-5.5
10892416;10759820;-3.0;-3.0
12791539;11480091;-8.0;-8.0
11076965;10943405;-3.5;-4.5
9565999;2444384;-7.5;-11.0
15180209;10952421;-5.0;-5.0
5563034;3822656;-7.0;-7.5
979348;437929;-5.0;-5.0
4193035;2244396;-5.5;-6.5
423222;6628450;-6.5;-7.0
5653848;14106917;-6.0;-7.0
9344198;2499434;-5.0;-5.0
7711799;12605965;-6.5;-6.5
15081417;3886053;-6.5;-8.0
11199234;3843555;-5.0;-5.0
146856;11266920;-8.5;-9.5
1154900;5010506;-4.0;-4.0
7506797;2558980;-4.5;-4.5
13020964;1856553;-5.5;-5.5
10778553;12484784;-3.5;-3.5
13675456;15002546;-5.5;-5.5
3450734;7973782;-5.5;-6.5
7092592;13008839;-5.5;-6.0
8851034;14541677;-5.5;-6.5
9169930;578405;-5.0;-5.0
5787848;2447591;-5.5;-5.5
5002540;12913645;-5.0;-5.0
14264042;4885091;-5.0;-5.0
4404997;2865665;-3.5;-3.5
2137302;7662833;-8.0;-9.0
15096331;7768139;-5.0;-5.0
14526182;11963158;-5.0;-5.0
9685233;3777961;-4.5;-4.5
11285091;5258627;-6.5;-6.5
6715927;1227805;-3.5;-4.0
9183255;7108807;-4.0;-4.0
12138248;10790077;-7.0;-7.0
7636126;9977520;-5.0;-5.0
3212698;6517447;-6.5;-6.5
13137409;8926381;-6.0;-6.0
5187446;11076079;-6.5;-10.0
6378298;2127381;-8.0;-10.5
13967215;583933;-6.0;-6.0
13873502;4058921;-4.5;-5.5
4050933;3641134;-4.5;-4.5
7100815;6745861;-3.0;-4.0
6991622;13072706;-6.5;-7.0
12601494;885858;-6.0;-7.0
10758589;14259616;-6.5;-9.0
5345783;12489524;-7.0;-7.0
4968056;12294331;-8.0;-9.0
10322546;15082524;-3.5;-4.5
7796649;5292587;-5.5;-5.5
3677976;5747322;-8.0;-8.5
7600895;13882385;-8.0;-8.0
5836598;10406905;-4.5;-5.5
3878211;14219487;-6.5;-9.0
10207370;3462747;-4.0;-4.0
1442335;6663308;-6.5;-6.5
3255648;3133415;-4.0;-4.0
11980088;4983848;-5.0;-5.0
3059528;12451789;-6.0;-7.0
13736997;7845335;-8.0;-8.0
9702836;14501375;-5.0;-5.0
632104;781912;-4.0;-4.0
7428450;10251002;-6.0;-6.0
437321;10335679;-7.0;-7.5
8886814;13814601;-5.0;-5.5
13960117;2422860;-4.5;-4.5
11824747;2591613;-5.5;-6.5
10343449;5932709;-5.5;-5.5
10891569;12239458;-5.5;-6.0
9440400;1184407;-6.0;-6.0
723241;2610664;-9.0;-10.5
11179923;2742753;-5.5;-6.0
243918;9222406;-5.5;-5.5
1040128;13355656;-6.0;-7.0
12060118;3166213;-6.0;-7.0
2140858;7236466;-7.5;-10.0
11989869;2371647;-4.0;-8.0
4809784;9264599;-4.5;-4.5
14930476;4499180;-6.0;-8.0
3245075;8815858;-5.5;-5.5
1561884;10361194;-5.0;-5.5
9215437;466630;-6.5;-6.5
4284438;3272562;-2.5;-4.5
13441387;10833805;-5.5;-5.5
14420780;4675193;-3.0;-3.0
3476083;13770729;-5.5;-5.5
13630036;288384;-6.5;-6.5
2868638;9615336;-5.5;-5.5
1355326;4979002;-6.5;-7.0
10745181;2046171;-5.0;-5.0
6541301;8048042;-5.5;-5.5
5251789;2538730;-6.5;-6.5
12286197;5999266;-5.0;-7.0
14253124;13635854;-6.0;-6.5
6541167;13084834;-5.5;-5.5
5218119;2815478;-3.5;-4.0
8495420;9052835;-2.5;-2.5
3719343;12376553;-6.0;-6.0
2310717;11269697;-4.0;-4.5
1230965;10078529;-5.0;-5.0
2560110;12488121;-8.0;-11.0
5640924;10905568;-4.5;-5.0
2673480;91013;-6.0;-6.0
5246089;4351776;-6.0;-6.0
2674912;4029416;-4.0;-5.5
6703002;9563619;-6.5;-6.5
14813709;5110988;-6.0;-6.0
9569330;1923637;-5.5;-5.5
13905121;12800327;-6.0;-6.0
2242455;14712692;-5.5;-8.0
2403920;7646821;-6.5;-7.0
8334693;4975612;-5.0;-5.0
1584695;12966386;-6.5;-8.5
10591239;921530;-6.0;-6.0
2192673;3644248;-2.5;-2.5
6867345;8517554;-5.5;-5.5
5366812;14267358;-4.5;-7.5
2330830;3863783;-6.5;-7.5
7913882;2841187;-6.0;-6.5
4020912;4401680;-4.5;-5.0
2261630;444142;-7.0;-7.0
5948857;9872066;-5.0;-6.0
5181078;15012214;-8.0;-8.0
11520271;4546481;-7.0;-7.0
11052498;8482700;-5.0;-5.0
13473716;7786484;-5.0;-5.0
3706229;6218459;-7.0;-7.5
10037922;7792640;-4.5;-4.5
3502331;4232034;-3.0;-3.0
8392137;11799331;-5.0;-7.0
7523286;2932693;-7.5;-7.5
4630689;913274;-4.0;-4.0
5161614;7151122;-5.0;-5.0
14621194;2182220;-5.0;-5.0
11033870;935247;-6.0;-6.0
8972521;9408412;-4.0;-4.0
4899416;7399620;-4.0;-4.0
2609823;1443398;-8.0;-11.0
13534954;13019643;-4.5;-5.0
7885937;8547143;-6.5;-6.5
13037805;8161068;-4.5;-5.0
3026741;1429349;-3.5;-3.5
9384223;6513953;-4.5;-4.5
7627310;7712748;-3.5;-5.0
3970546;12257725;-4.0;-4.0
8001083;9994878;-4.0;-4.0
5792691;4788853;-5.0;-5.0
1366415;4142434;-7.0;-8.0
4246731;15209413;-5.5;-5.5
12912498;13797856;-5.0;-5.0
15018688;4626705;-4.5;-4.5
11116466;10442232;-3.0;-3.0
9077111;4482393;-5.5;-5.5
11813490;13549105;-4.0;-4.0
4615644;1734808;-7.5;-7.5
4769456;4312916;-5.0;-5.5
9777353;9790865;-2.5;-2.5
14930989;4350104;-5.0;-7.0
11615812;8753412;-6.0;-6.0
5821646;4057323;-6.0;-6.0
4434670;528156;-6.0;-8.5
12721864;5466005;-6.5;-7.5
10017272;11645041;-5.0;-5.5
7434209;3166951;-5.5;-8.0
14726484;13829243;-4.0;-4.0
9614684;11305258;-2.0;-2.0
9805475;2948834;-4.0;-4.0
14429608;9641422;-4.0;-4.5
5780718;14719893;-6.5;-6.5
4080454;2180742;-6.0;-7.0
9436708;14267205;-5.0;-5.5
3461783;8620061;-3.0;-3.0
6179985;10399895;-8.5;-8.5
3290653;6916313;-6.5;-7.0
12218274;3807895;-6.5;-8.0
15152261;8229779;-4.5;-4.5
7112282;12725521;-7.5;-8.5
7349532;12081851;-5.0;-5.0
14984066;9706029;-5.0;-5.0
10226060;518039;-8.0;-8.0
845352;11174901;-5.0;-5.0
11937102;5955095;-7.0;-8.0
2192127;8772922;-6.0;-7.0
3434428;6812794;-5.0;-5.5
4156591;2140179;-7.0;-7.0
220522;2822579;-7.5;-8.5
14779796;10184290;-3.0;-3.0
10892786;7546844;-5.0;-6.5
14194942;4880573;-3.5;-4.5
6843017;4880573;-4.0;-4.0
10226060;11193250;-3.5;-3.5
3914919;2196761;-5.5;-6.5
5355890;7657664;-7.0;-7.0
2473720;6376014;-4.0;-9.5
13737190;11981314;-7.0;-7.0
12847008;877127;-6.5;-7.5
8725161;3783873;-7.5;-7.5
14081789;15054467;-7.5;-7.5
12891824;9854421;-4.5;-4.5
2136794;10588357;-4.5;-5.0
13323313;14998677;-7.0;-7.0
11515849;14683859;-6.5;-6.5
8355791;4391276;-5.5;-6.5
4990781;13476590;-4.0;-4.0
2334728;11084200;-5.5;-5.5
12820434;11931312;-4.5;-8.5
3864356;8209386;-5.5;-6.5
9132163;354785;-8.5;-8.5
5667613;12846143;-4.5;-4.5
2285801;4306080;-3.5;-3.5
7398276;15100945;-5.0;-5.0
1574390;9517628;-7.5;-10.5
14572854;1682714;-10.5;-11.5
9933020;4650913;-5.0;-5.0
3375443;11251384;-3.5;-3.5
2005399;11524662;-7.0;-7.5
8383067;13736376;-8.0;-8.0
15220625;8223475;-4.0;-4.0
5628193;10173771;-5.0;-6.5
2078436;3215076;-6.0;-7.0
7063101;2764935;-7.5;-8.5
6780309;8582065;-5.0;-5.0
4500613;822970;-8.0;-9.0
6943221;3359755;-6.5;-7.0
9041582;11841061;-6.5;-7.5
6625062;7351909;-3.5;-5.0
2714315;6225505;-7.0;-7.5
12743823;14696331;-6.5;-7.0
3266906;5599874;-5.5;-6.0
7593107;8416523;-5.5;-5.5
4963905;15274863;-4.5;-5.0
2590702;9181114;-7.5;-9.0
4039381;13037124;-5.5;-6.5
4678712;7717410;-6.5;-6.5
10912802;6767922;-5.0;-5.0
8398467;2442845;-5.0;-8.5
15300051;205349;-3.0;-3.0
4811767;4995940;-3.0;-3.0
4016133;4486934;-5.0;-5.0
5330659;2681518;-5.0;-5.0
4426427;15001394;-5.0;-6.5
13399275;1041498;-5.5;-5.5
9377125;14476290;-5.0;-5.0
692349;11127996;-8.0;-8.0
1813088;12595801;-6.5;-9.0
5457795;10491575;-4.5;-5.0
11223396;5989479;-6.5;-6.5
6187013;11871748;-7.5;-8.5
10443170;8891415;-5.0;-5.5
9151114;4351776;-6.5;-6.5
11170764;6907567;-5.0;-5.0
6240865;7357866;-3.5;-3.5
4851421;13996300;-3.5;-3.5
7781207;13418219;-5.5;-6.0
15225076;12724201;-5.5;-5.5
10753061;475273;-6.0;-7.0
6319157;3707766;-6.5;-7.5
6437308;5712698;-6.5;-6.5
13061348;3454110;-5.0;-5.5
664577;2885785;-7.5;-8.0
9629477;7513247;-6.5;-6.5
13851426;7526002;-4.5;-4.5
4193883;3182683;-5.0;-5.5
8050484;2764398;-4.5;-4.5
13191148;8981244;-6.5;-6.5
2289610;7514345;-8.0;-8.5
8464449;4996823;-3.0;-3.0
8755436;9758885;-5.5;-5.5
4446844;6607339;-4.5;-5.0
4529108;12781659;-6.0;-7.0
4475749;14992945;-3.5;-3.5
6883956;1492569;-8.5;-9.5
3539754;4646990;-5.5;-6.0
14841056;9886010;-5.0;-5.0
6911962;5389939;-6.5;-6.5
11740414;13368052;-8.5;-9.5
2692232;10130447;-4.0;-4.0
12181147;7058668;-5.5;-5.5
639267;11334609;-7.5;-7.5
2793414;2040505;-7.0;-7.0
10665455;5822239;-4.5;-4.5
13442476;11686780;-4.5;-5.0
12492106;8472890;-5.5;-7.5
10211036;855301;-6.0;-6.0
15150013;9865162;-5.0;-5.0
5832113;7818133;-6.5;-6.5
2261757;4946400;-9.0;-9.5
6828389;5562902;-5.0;-5.0
764588;9257429;-6.5;-7.0
