initialise;determine;3.4
requirement;duty;6.71
requirement;thing;0.57
dysentery;diarrhea;8.67
occlusion;thrombosis;6.71
reenactor;actor;7.71
ulcerate;affect;2.4
ulcerate;change;3.5
exemplify;embody;9.12
exemplify;elaborate;3.67
attractor;entertainer;7.17
exploitive;consumptive;5
lectureship;position;4.75
automate;change;5.6
incorruptible;incorrupt;9.33
continuously;unbroken;8.17
undeviating;reliable;7.83
undeviating;direct;7.5
impassively;voice;0.43
paradoxical;inexplicable;7.43
deceitful;dishonest;9.78
leisured;idle;7.75
unsalable;unmarketable;9.78
hypersensitivity;sensitivity;8.17
inquisitiveness;nosiness;8.33
innovativeness;originality;9.56
impulsion;force;7.29
impulsion;drive;9.25
unisexual;sexual;6.4
anarchist;radical;8.6
circumcision;banquet;0.88
unquenchable;insatiate;8.71
interrelated;interrelate;9.62
interrelated;associate;7.71
synthetical;logical;5.8
entombment;funeral;8.17
uproarious;humorous;8.56
uproarious;noisy;8.67
discipleship;position;5.29
vaporise;evaporate;9.43
vaporise;change;6.2
memorialize;remind;6.33
memorialize;address;4.43
personify;embody;8.17
personify;typify;5.88
inbreeding;coupling;6.67
lenience;softness;6.67
lenience;mercifulness;8.78
prophetical;predictive;8.88
standoffish;unapproachable;9
procurator;agent;6.43
thoughtless;inconsiderate;9.44
untruth;statement;1.22
malfeasance;wrongdoing;8
punctuate;quote;6.43
punctuate;point;7.6
translocation;organic;0.62
translocation;procedure;1.38
shouter;crier;9.25
excrete;make;2.8
reformism;doctrine;4.6
moisten;baste;7.33
moisten;sprinkle;4.6
inflammation;pitch;0.25
gathering;sponge;0.44
gathering;hive;6.5
deviously;indirect;5.6
deviously;untrustworthy;8
admittance;right;0.75
performing;improvise;4.2
performing;church;0.22
nonconscious;unconscious;9.71
nonconscious;inanimate;7.14
meaningless;empty;7.71
immoveable;immobile;9.62
unblock;play;0.12
unblock;unstuff;6.2
rhythmicity;lilt;5.33
sheepish;docile;5.75
sheepish;ashamed;5.75
immensely;large;7.5
eruptive;active;7.67
eruptive;aqueous;0.86
transvestitism;practice;0.86
royalist;monarchist;7.8
libelous;harmful;7
depopulate;shrink;7.33
directional;leading;5
disbelieving;doubt;9.25
disbelieving;incredulous;9.44
hypervelocity;speed;8.67
interdisciplinary;nonindulgent;4.25
nonverbally;numerical;4
pressurise;change;5.57
nonfunctional;run-down;7.6
brainless;unintelligent;9.67
marinate;steep;7.14
freighter;cargo;6.17
terrorize;coerce;4.8
terrorize;frighten;8.67
prayerful;pious;8.33
bestowal;giving;8.57
bestowal;gift;8.25
diagonal;line;3.67
diagonal;heterosexual;0
ingroup;bohemia;0.75
uncomfortable;comfortless;9.33
uncomfortable;disquieting;8.11
therapeutical;acoustic;1.14
therapeutical;healthful;7.17
depreciate;deflate;8.29
intelligence;shrewdness;7
intelligence;agency;2
cynically;distrustful;7.14
autopilot;unconsciousness;5
enjoining;forbid;0.62
enjoining;command;4.2
tidings;float;0.25
tidings;ebb;0.88
infeasible;impossible;8.22
germanic;scandinavian;5
anticancer;person;0.75
fording;traverse;7.5
fording;deep;5.14
unmolested;untroubled;7.67
covariant;variable;7.38
postposition;place;4.5
splashy;covered;1.14
splashy;ostentatious;7.14
sprouting;germinate;8.44
sprouting;grow;9.5
hypertext;text;6
expressible;representable;7
unicyclist;pedaler;5.17
spatiality;property;5.2
acoustical;remedy;0.14
resistor;splitter;2.67
pastorship;position;4.83
brightly;colorful;8.25
lubricate;change;1.83
lubricate;fill;1.86
hilariously;humorous;9.57
intercession;prayer;4.6
evangelicalism;revivalism;7.25
unmarried;unwed;10
globalise;widen;8
cofactor;compound;6
registry;register;7.75
unrealizable;impossible;8.43
griping;bite;3.8
griping;complain;8.17
quieten;hush;9.38
quieten;compose;4.6
transfigure;change;7.33
scarceness;rarity;9.78
corroding;decay;9.78
corroding;corrode;9.88
freakishly;panic;4.17
copilot;pilot;7.5
analyzed;synthesize;3.83
analyzed;survey;5.86
prideful;elated;5.6
prideful;proud;10
commode;drawers;4.6
commode;seat;6
fluidity;thinness;2.8
fluidity;changeableness;8.22
internationalize;control;4
internationalize;change;4.8
academicism;traditionalism;3
boisterously;spirited;8.33
boisterously;disorderly;5.14
effected;carry;2.2
effected;draw;0.62
subhead;heading;6.86
conductance;electrical;8.33
uncontrolled;rampant;9.5
selectively;exclusive;8.57
selectively;discriminating;8.4
premeditation;planning;8.8
stewardship;position;5.8
coefficient;self;0.62
algebraist;mathematician;9.12
prostatic;criticism;0.71
prostatic;radio;0.62
orientate;reorientate;6.25
postmark;marker;5.12
postmark;stamp;8.67
establishment;organization;8.4
establishment;beginning;7.2
recitalist;soloist;7.5
institutionalize;hospitalize;8.33
verbalize;enthuse;6.14
verbalize;talk;9.44
repressing;suppress;7.5
repressing;oppress;8
phosphate;drink;3.5
phosphate;sodium;5.33
airship;trade;0.71
infectiously;canker;6.12
subsurface;submarine;6.57
extendible;long;7
refresher;beverage;7.33
refresher;legal;1.38
seasonable;opportune;5.2
moderatorship;position;6.5
modesty;demureness;9.5
roadless;inaccessible;7.86
nonperformance;negligence;6
acoustics;remedy;0.11
acoustics;physics;3.2
yellowish;chromatic;4.25
reckoner;statistician;3.4
reckoner;handbook;0.75
conscientious;careful;9.22
vegetational;growth;7.57
vegetational;forest;7.71
unfavourable;adverse;8.2
unfavourable;discriminatory;6.33
vocalism;voice;7.67
vocalism;system;0.67
continence;self-discipline;4.83
immoderate;excessive;7.5
translunar;heavenly;6.67
ideality;quality;5.2
importance;momentousness;6.83
importance;primacy;7.17
jarringly;move;3.86
jarringly;conflict;2.6
affectional;emotional;7.83
rediscovery;discovery;6.6
unknowing;ignorance;8.17
unknowing;uninformed;8.14
commandership;position;5.6
autoimmunity;autoimmune;8.5
undefended;vulnerable;8.33
collected;take;6.67
collected;corral;7.71
ceramicist;craftsman;6.57
teaspoonful;containerful;5.17
migrational;emigration;8
migrational;people;4.5
newness;brand-newness;8.6
rudderless;purposeless;6.38
contrive;plot;7.38
contrive;make;7.14
unarguable;incontestable;9
unconcern;heartlessness;7.14
unconcern;carefreeness;8.44
inducement;motivation;6.29
inducement;causing;6.14
sanctify;lustrate;5.2
sanctify;declare;6.83
effectiveness;potent;8.67
restrainer;chemical;0.71
restrainer;nazi;3.43
imprecise;inaccurate;9
heraldist;applaud;4.67
heraldist;tell;4.8
sweetish;sweet;8.5
bootless;unproductive;4.25
follower;tail;6.2
follower;cultist;7
posthole;hole;7.62
unilluminated;dark;9.78
purchasable;available;7.86
purchasable;corrupt;4
abandonment;absence;6.57
pestilence;plague;9.22
pestilence;disease;9.11
weirdly;deity;0.14
weirdly;supernatural;6.43
antagonist;person;5.43
antagonist;muscle;1
puritanism;sternness;6.6
profitless;unrewarding;8.56
customise;produce;4.6
customise;change;7.12
insurrectional;conflict;7.5
monotony;constancy;8.6
monotony;unvariedness;9.56
princedom;domain;7
princedom;rank;6.67
uninhibited;unreserved;8.4
sublieutenant;lieutenant;7.14
absorbing;assimilate;7.89
absorbing;learn;7.57
conflagration;fire;5.75
obstructive;preventive;7.8
indirectness;characteristic;2.75
skillfulness;command;4.4
unmentionable;impermissible;4.5
shortish;short;9.71
engineering;design;8.33
engineering;plan;7.62
provisionally;conditional;8.12
subordination;relation;3
subordination;dependence;4.25
cofounder;founder;9.11
membership;body;5.5
membership;relationship;6
americanize;change;5.25
protectorship;position;5
unilateralist;advocate;5
nonstandard;measure;1.56
convector;heater;7.12
brittany;france;1.25
microcircuit;chip;8.4
voraciously;gluttonous;8
voraciously;acquisitive;5.2
intramolecular;molar;1.14
hospitalize;commit;7.17
reproductive;fruitful;8
favourable;complimentary;8
procreation;generation;6.6
detectable;perceptible;8.56
detectable;noticeable;9.22
contraception;control;7
lushness;abundance;8.89
outlawed;illegal;9.62
wilderness;disfavor;0.38
wilderness;bush;5.6
decapitated;guillotine;8.2
decapitated;headless;10
microflora;microorganism;7.33
acceptance;blessing;6.17
acceptance;recognition;6.88
unfortunate;prisoner;4.17
unfortunate;black;0.29
greenly;discolor;4.2
greenly;emerald;9.12
autoimmune;carrier;5.14
autoimmune;exempt;4.5
interrelationship;psychodynamics;6
monoatomic;small;5.86
monoatomic;thermonuclear;4.33
undefinable;undefined;8.44
heterosexism;discrimination;3.67
preaching;evangelize;8.38
preaching;sermonize;8.67
improver;benefactor;6.38
improver;attachment;3.17
prudery;modesty;7.2
unwaveringly;hover;3.5
interlingua;language;7.56
fictitiously;unreal;9.12
fictitiously;counterfeit;7.67
sulfuric;process;2.25
sulfuric;sulfide;7.17
trilateral;reciprocal;3.5
trilateral;isosceles;8
management;administration;7.33
management;finance;6.14
microfiche;microfilm;8.56
medicate;impregnate;0.5
medicate;treat;8.14
subgroup;group;8.33
subgroup;bench;0.12
normalise;normalize;8.33
irreligious;nonobservant;4.6
slanderous;harmful;7.78
microbiologist;virologist;5.67
circumvent;beat;3
circumvent;attack;4
revolutionise;indoctrinate;5.2
revolutionise;change;7.57
discrete;separate;3.67
protrusion;mogul;2.5
protrusion;shape;5.43
bewitchment;sorcery;9.38
locality;scenery;5.43
scornful;disrespectful;7
reburial;burying;7.57
untracked;inaccessible;5
unforeseen;unexpected;9.75
helical;coiled;7.29
carbonate;process;3.71
carbonate;change;2.33
mccarthyism;witch-hunt;8.17
titillated;please;5.67
titillated;itch;0.88
fetishism;belief;3.4
indifferently;uninterested;7
indifferently;unconcerned;7.75
rascality;naughtiness;8.75
parallelize;put;4.2
fractionate;separate;7.2
chairmanship;position;6.88
starkness;limit;1.67
bellowing;shout;8.4
reassuringly;affirm;8.5
inconvertible;incommutable;5.83
prospector;sourdough;0
leadership;helm;7
leadership;high;4.33
assassinated;kill;9.75
assassinated;defame;4.17
considerable;significant;9
guardedly;shepherd;5.62
guardedly;patrol;6.6
accessible;approachable;8.4
accessible;comprehensible;7.29
interconnectedness;connection;8.2
autograft;graft;6.56
antagonize;annoy;9
antagonize;act;4.5
nerveless;composed;8.56
distrustful;cynical;7.86
democratize;change;4.75
diffidence;unassertiveness;7
heartlessly;spiritless;5.5
sensualist;epicure;6.29
concordance;agreement;9.44
concordance;order;6.29
promiscuous;unchaste;9.33
promiscuous;indiscriminate;7.33
excitedly;affect;2.4
excitedly;arouse;7.57
careerism;practice;5.2
internationality;scope;2.67
advisory;announcement;7
advisory;informative;6.67
assistance;facilitation;8.44
combust;blow;7.5
combust;burn;7.67
excitation;arousal;8.25
excitation;exciting;8.2
labourer;hire;5
rectorate;position;4.25
designed;intend;5
designed;mental;1.25
behavioural;action;5.33
behavioural;propriety;1
unsubdivided;smooth;6.43
advancement;seafaring;0.5
advancement;encouragement;4
monarchic;undemocratic;7.57
traitorous;disloyal;9.56
syntactic;plan;5.6
reproducible;duplicable;9.5
monopolist;person;4.8
comportment;manner;7
improving;relieve;4.5
improving;reform;7.5
adjustor;investigator;6.83
preadolescent;young;8.5
depictive;representational;9.67
stoical;unemotional;10
dynastic;ruler;7.86
hinduism;religion;8
pathfinder;usher;5.67
romanic;italian;6
overlying;lie;5
overlying;kill;0.38
refinery;plant;7.6
industrialise;change;5.29
expressionless;uncommunicative;6.17
censorship;military;0.75
censorship;deletion;6.57
tricolor;flag;0.71
tricolor;colored;7.33
immobilization;restraint;7.38
immobilization;preservation;2
unnecessary;inessential;9
lavishness;expensiveness;9.09
acronymic;form;3
incoordination;unskillfulness;8.25
provisionary;conditional;9.44
regardless;heedless;7.88
promotive;encouraging;8.14
asphaltic;paving;8.44
asphaltic;pave;8.56
protestantism;fundamentalism;5.71
monoculture;culture;7
knightly;past;1
knightly;courteous;6.5
monogenesis;reproduction;5
interlace;hold;5.14
communistic;socialist;6
communistic;politician;5.38
bronchus;tube;6.86
gathered;muster;8.4
gathered;convene;8.57
trusteeship;position;5.5
trusteeship;district;5.33
suspiciousness;distrust;8.43
vindictively;unforgiving;7.38
vindictively;malicious;8.56
castled;move;5.5
castled;fancy;1
glittery;bright;7.83
lightship;ship;6.29
eroticism;arousal;8.43
eroticism;desire;6.67
caesarism;autocracy;7.43
sessions;quarter;5.57
sessions;sitting;4.43
fashionable;up-to-date;8.33
teasingly;torment;7.43
teasingly;kid;8.62
transverse;crosswise;8.17
managership;position;7.67
methodically;acting;4.5
methodically;know-how;5.6
christianise;convert;7
monarchical;undemocratic;7.83
monarchical;noble;5.33
circumscribed;restrict;7.2
circumscribed;trace;4.57
topically;current;5.5
topically;local;4
evangelistic;enthusiastic;0.14
emotionalism;emotional;8.11
hallucinating;ill;4.2
hallucinating;perceive;5.43
motherless;unparented;9.75
impermanent;improvised;2.25
astronautical;spacewalker;8.14
scrutiny;look;7.33
discolor;bleach;7.14
scandalize;disgust;6.62
condensing;encapsulate;5.2
scholarship;letters;2.6
scholarship;prize;8.5
transmitter;communicator;8.33
transmitter;carrier;7.75
enlarger;equipment;0.57
equivalence;tie;7.43
localise;lie;0.75
localise;situate;7
approachable;comprehensible;3.83
animality;nature;7.17
engorge;eat;7.5
unobjectionable;dirty;1
unobjectionable;inoffensive;7.78
physically;material;5.5
physically;bodily;8.44
unceremonious;informal;8.43
unceremonious;discourteous;7
autosuggestion;self-improvement;4
homoerotic;homosexual;7.12
undesirable;unwelcome;6.86
adaptive;accommodative;7.6
winking;flicker;5.6
trichloride;chloride;7.33
preconception;opinion;6.5
preconception;homophobia;3.17
kingship;rank;7.5
excretion;matter;5.5
excretion;defecation;9.25
inventively;creative;8.43
inheritor;heiress;9.12
conspicuousness;boldness;5.57
uproariously;combustion;4.83
uproariously;noise;7.33
sexless;asexual;8.5
sexless;unsexy;6.17
embroiderer;needleworker;9.33
arousal;desire;9.29
arousal;inflammation;5.5
connectedness;bridge;7
blacken;discolor;7.8
blacken;singe;8.5
galvanize;coat;7.86
galvanize;shock;6.6
weaponize;change;3
sorrowful;grievous;9
convocation;gathering;8.75
convocation;assembly;8.5
employed;ship;1
employed;give;3
susceptible;impressionable;8.6
susceptible;allergic;4.8
alarmism;warning;9.12
canonize;declare;6.43
canonize;laud;7.2
foreigner;transalpine;3.4
foreigner;gringo;7.43
utterance;communication;6.57
mitigated;relieve;6.86
mitigated;apologize;4.29
unconsolidated;loose;7.33
hypocrisy;pretense;4.8
refurbishment;improvement;8
objectify;change;3
crispness;freshness;9.25
magically;supernatural;8.67
philanthropy;aid;8
frowning;displeased;8.4
frowning;scowl;9.75
nonnative;foreign;10
defeatist;pessimist;7.43
nakedness;gloom;0.5
nakedness;undress;9.75
inexpert;unprofessional;9
implicational;meaning;7.62
accordance;giving;4.62
accordance;agreement;8.4
divided;paragraph;4.71
divided;calculate;5.67
dissociable;divisible;4.83
reduced;abbreviate;7.4
reduced;spill;0.14
unintelligible;incomprehensible;8
unintelligible;slurred;8.25
syllable;word;6.5
governance;sociable;1.89
governance;government;8
rainless;dry;9.5
kazakhstani;asian;6.43
disgorge;seed;0.57
discernment;knowing;6.2
discernment;discrimination;6.5
employable;worker;6.6
univocal;absolute;6.17
disturbing;affect;1.88
disturbing;toss;0.25
mildness;balminess;7.83
mildness;manner;3.67
civilise;sophisticate;6.57
civilise;change;3.43
valorous;brave;9.25
enrollment;body;1.12
enrollment;entrance;4.83
stressor;agent;4.5
correspondence;write;7.83
correspondence;conformity;3.83
interlinking;connect;9.12
extraterritorial;territorial;6.78
whimsically;arbitrary;7.4
nobelist;laureate;7.67
wrathful;angry;8.67
predominance;obviousness;4.17
predominance;dominance;6.62
brandish;expose;9
brandish;hold;8.71
extrasensory;clairvoyant;9.27
subtropical;figurative;0.12
subtropical;equatorial;8.75
unbiased;impartial;9.71
unbiased;nonpartisan;7.57
adhesion;scar;5.8
resistive;defiant;9.38
homogeneous;homogenized;8.57
dependence;addiction;8.25
dependence;helplessness;6.71
disinvestment;withdrawal;7.33
containership;ship;5
naivety;artlessness;2.12
baptistic;protestant;3.75
secularist;advocate;2.5
demerit;mark;4.4
remarriage;marriage;7.57
interpreted;reinterpret;6.6
interpreted;deconstruct;4.5
clericalism;policy;2.33
irresolution;doubt;5.29
irresolution;volatility;4
commutation;travel;6.86
transponder;device;6.5
cooperator;spouse;4.29
remarkable;extraordinary;9.44
remarkable;significant;8.29
suppleness;gracefulness;5.17
suppleness;bendability;5.5
purgatory;situation;3.33
prehistorical;past;8.62
technology;aeronautical;3.83
technology;science;7.5
prolapse;descend;6.67
circularize;canvass;5.43
circularize;poll;5.43
greenness;profusion;1.25
greenness;ripeness;7.33
interpenetrate;spiritize;4.6
unequivocal;unambiguous;9
unequivocal;explicit;8.86
disturbance;storm;7
disturbance;agitation;8.29
eldership;position;1.67
homophony;pronunciation;4.4
homophony;music;6.8
contrarily;brown;0
sportive;playful;7.5
nurturance;care;9.25
asteroidal;angular;0.62
asteroidal;child;0
exterminator;killer;9.5
talkativeness;communicativeness;8.67
difference;distinction;9.12
difference;inflection;3.8
gumption;fortitude;7.12
scheduled;calendar;5.8
scheduled;program;7.29
undisclosed;covert;8.75
abstractionist;nonrepresentational;7.22
abstractionist;painter;7.38
merchantable;salable;8.88
organismal;system;6.5
cuteness;beauty;7.4
consonant;letter;7.67
auditive;analyze;4
auditive;learn;5.17
interesting;fascinate;8
interesting;refer;3.25
florescence;growth;2.75
separationist;separatist;8
falsifier;deceiver;9.22
purposeless;worthless;8.14
specialism;career;6.17
specialism;concentration;5.4
apocalyptical;prophetic;6.88
reprehensible;wrong;8.67
abashed;upset;6.6
unshaped;unformed;9.67
boastful;proud;9.57
trioxide;oxide;7.33
despoil;destroy;7.71
macroeconomist;economist;8.5
placidity;calmness;8.5
placidity;composure;7.67
affordable;cheap;8.22
friendship;brotherhood;8.14
practicable;practical;9.38
practicable;possible;7.43
confirmable;empirical;6
inadvertence;omission;5.86
reclaim;save;8.22
reclaim;get;7
inclosure;document;4
inclosure;insertion;4.25
regularize;decide;4
regularize;arrange;6
disembodied;rid;4.8
pledged;donate;8.17
pledged;guarantee;8.22
insidiously;dangerous;7.22
insidiously;seductive;5
spiritualist;psychic;6.43
microphallus;penis;7.25
interceptor;fighter;6.14
surroundings;touch;0.43
surroundings;cover;3
gladness;happiness;10
dissolved;state;2.5
dissolved;integrity;2.4
grassroots;common;4.6
grassroots;basic;5.17
corruptive;evil;8
autographic;picture;7.57
autographic;written;7
predetermine;prejudice;7.5
predetermine;determine;7.5
autoregulation;organic;7
incurved;curved;8.38
noticeable;broad;5
noticeable;perceptible;8.78
synchronic;synchronized;8.71
circumstances;possession;1.12
circumstances;providence;0.8
expounding;premise;6
inharmonious;incongruous;7.67
regularise;even;5.86
regularise;decide;2.6
possessor;holder;8.78
consultive;informative;7.17
distressful;heavy;4.33
advised;inform;7.6
advised;hash;4.17
wordless;inarticulate;7.57
demoralise;bastardize;8.14
muscularity;strength;7.86
muscularity;condition;5.43
unspecialised;generalized;8.29
disarranged;randomize;7.5
irritatingly;worsen;4.5
irritatingly;fret;4.17
exaction;demand;7.5
objector;dissenter;8.2
synoptic;same;6.4
infolding;organic;0.5
smallish;small;8.83
digitise;change;4.5
corpulence;fleshiness;8.17
disfigure;scar;7.83
depressor;nerve;2.12
depressor;muscle;1.86
grocery;greengrocery;8
fruiterer;seller;7.67
unionise;enroll;6
