aquatic animal;forest animal;0.7
staff;kitchen staff;0.8
banking company;company;0.75
household name;big player;0.6
event;lunch;0.7
convenient store;bakery;0.7
fruit;artichoke;0.65
support;meal;0.55
library;restaurant;0.65
sport;mountain biking;0.8
large corporation;private company;0.7
olympic sport;sport event;0.85
large company;manufacturer;0.7
butter;cream;0.95
film;louise;0.5
wild animal;cat;0.7
player;oil company;0.05
martial art;karate;0.85
lime;pumpkin;0.45
fruit;brussels sprout;0.55
chicken;hen;0.95
fruit;green pepper;0.35
notebook;pencil;0.7
fruit;green bean;0.5
climacteric fruit;vegetable juice;0.6
donor;emerging market;0.1
pool;restaurant;0.3
management;supper;0.4
neighbor;latin american country;0.2
jurisdiction;emerging economy;0.3
vegetable juice;juicy fruit;0.55
dried fruit;wild fruit;0.65
bank account;product description;0.05
casserole;egg;0.3
shell;bone;0.5
seasonal fruit;vegetable juice;0.5
water sport;sport event;0.85
working;meal;0.25
household pet;cold-blooded animal;0.6
travel;meal;0.25
staff;supper;0.15
sun microsystems;penguin;0
reason;hypertension;0.1
alcoholic beverage;sports equipment;0
fruit;bell pepper;0.3
honda;general mills;0.45
zip code;ip address;0.65
company;great britain;0.05
company;new zealand;0.05
company;united states;0.05
social security number;credit card;0.65
worm;windows media player;0.25
fruit;brazil nut;0.5
music;lunch;0.1
fresh fruit;green bean;0.55
banana;beef;0.35
power;arab country;0.15
european country;emerging economy;0.5
play;lunch;0.4
acai berry;adidas;0
fruit;sweet potato;0.4
animal;martial art;0.25
manufacturer;predatory animal;0
racquet sport;fruit;0
vinegar;couscous;0.4
competitive sport;social animal;0.05
sport;czech republic;0.1
spread;pie;0.25
company;mountain biking;0.05
company;table tennis;0.05
business card;washing machine;0.05
mobile phone;soft drink;0.05
watch;cream;0.15
bank of america;uk;0.2
brainstorming;google alerts;0.15
animal;gasket;0.3
industry;meal;0.25
company;cross country;0.1
company;field hockey;0
company;hong kong;0
company;ice hockey;0
group;dinner;0.3
industry;cinema;0.1
organism;tiger;0.6
project;music;0.3
sport;sri lanka;0.1
sport;united kingdom;0.05
sport;united states;0.05
adventure sport;large country;0.35
domestic animal;fruit juice;0.05
dry fruit;latin american country;0
economy;developing country;0.6
extreme sport;asian country;0
fruit juice;active sport;0
fruit juice;wild animal;0
game animal;spectator sport;0.1
global company;ball;0
government;latin american country;0.45
local fruit;marine animal;0.15
pie;exotic fruit;0.4
sport;citrus juice;0
summer fruit;feral animal;0.3
carbon fiber;newspaper article;0.1
gymnastics;general electric;0.05
hike;production;0.35
hp;wild boar;0
media;trading;0.25
party;dinner;0.65
peanut butter;motor vehicle;0.05
plum;home depot;0.05
population;expiration date;0.25
sri lanka;cattle;0.05
visual basic;pareto chart;0.35

