"","cf.emb+wordnet.randomwalks.emb","paragram.ws.emb+wordnet.randomwalks.emb","attract.reppel.emb+paragram.ws.emb","attract.reppel.emb+wordnet.randomwalks.emb","paragram.sl.emb+wordnet.randomwalks.emb","attract.reppel.emb+paragram.sl.emb","paragram.ws.emb+wordnet.ukb.ppv","attract.reppel.emb+glove.emb","attract.reppel.emb+fastext.emb","paragram.ws.emb+cf.emb","attract.reppel.emb+cbow.emb","glove.emb+cf.emb","fastext.emb+cf.emb","cbow.emb+cf.emb","paragram.sl.emb+wordnet.ukb.ppv","cf.emb+wordnet.ukb.ppv","fastext.emb+paragram.sl.emb","cbow.emb+paragram.sl.emb","paragram.sl.emb+cf.emb","attract.reppel.emb+wordnet.ukb.ppv","paragram.ws.emb+paragram.sl.emb","cbow.emb+paragram.ws.emb","glove.emb+paragram.sl.emb","fastext.emb+paragram.ws.emb","sp.500d.emb+paragram.ws.emb","glove.emb+paragram.ws.emb","paragram.ws.emb+en_wordsenses_BN.txt.nasari.unified","attract.reppel.emb+cf.emb","glove.emb+wordnet.randomwalks.emb","sp.500d.emb+paragram.sl.emb","cbow.emb+wordnet.randomwalks.emb","paragram.sl.emb+en_wordsenses_BN.txt.nasari.unified","fastext.emb+wordnet.randomwalks.emb","cf.emb+en_wordsenses_BN.txt.nasari.unified","attract.reppel.emb+en_wordsenses_BN.txt.nasari.unified","sp.500d.emb+wordnet.randomwalks.emb","sp.500d.emb+cf.emb","attract.reppel.emb+sp.500d.emb","glove.emb+wordnet.ukb.ppv","cbow.emb+wordnet.ukb.ppv","wordnet.randomwalks.emb+wordnet.ukb.ppv","fastext.emb+wordnet.ukb.ppv","glove.emb+en_wordsenses_BN.txt.nasari.unified","cbow.emb+en_wordsenses_BN.txt.nasari.unified","glove.emb+sp.500d.emb","fastext.emb+glove.emb","fastext.emb+cbow.emb","glove.emb+cbow.emb","fastext.emb+en_wordsenses_BN.txt.nasari.unified","wordnet.randomwalks.emb+en_wordsenses_BN.txt.nasari.unified","fastext.emb+sp.500d.emb","cbow.emb+sp.500d.emb","sp.500d.emb+en_wordsenses_BN.txt.nasari.unified","sp.500d.emb+wordnet.ukb.ppv","wordnet.ukb.ppv+en_wordsenses_BN.txt.nasari.unified"
"MTurk287_235",0.715325823658957,0.730889281214308,0.706013179611947,0.690428452922682,0.716159018861415,0.682120081894396,0.708977449558096,0.741356006962392,0.724478024456658,0.694290187845507,0.725508652706536,0.751583223767704,0.738539696208689,0.743932808773324,0.678558889081225,0.66039828532598,0.739856070648976,0.745597349688335,0.671843853606586,0.622924383231846,0.689205015350149,0.755212385334904,0.750806900379842,0.745588102238807,0.729345419515635,0.754301973928889,0.62732570683462,0.64881114986507,0.757498354858186,0.702187047369804,0.750866546429297,0.603947229683293,0.738673321854366,0.604264417202098,0.584318130943028,0.704260787926422,0.655228881320957,0.633072449502898,0.734148082427918,0.718986426554551,0.648208297358384,0.722251238610354,0.658785530128326,0.614858213143862,0.730136538822742,0.740101128061464,0.746056485557392,0.738059291205717,0.619065884916355,0.581898073401592,0.727658684721758,0.691258873890282,0.52208372036563,0.5066021027386,0.487382666012418
"WS353Rel",0.73281902085008,0.770509134081078,0.718107738331467,0.704402205519099,0.739170136439295,0.672446293655878,0.743672141412402,0.702888072797039,0.725867311521476,0.707466784035776,0.664335830101823,0.731656594516168,0.739832748010468,0.693279388990923,0.679364954008333,0.677091510858962,0.739470433308989,0.690420448548058,0.654123288459908,0.617471565899252,0.701960253392576,0.720699838892836,0.731006223306531,0.761614471364588,0.672739654320701,0.750852337489686,0.660285086457359,0.673366360831368,0.731918130240997,0.621716523280095,0.686335431891292,0.625390671801287,0.751544733940599,0.632484369323713,0.60738754805347,0.603319667902855,0.620702205320774,0.562209597658571,0.669568992670709,0.62737279434609,0.631524316967204,0.710158031525591,0.613978574728799,0.583312915967435,0.618441818557042,0.724635523138858,0.684267218803683,0.671866916543152,0.643302400849631,0.592172778663657,0.641707481741431,0.564447135747435,0.469591678056837,0.374186628133252,0.472498355909693
"Rel122",0.66858216341804,0.666288854493768,0.608194093336892,0.606553774632021,0.649227825709888,0.581272753781085,0.618535818089381,0.573447052542264,0.534821237771547,0.613416747104823,0.597412516397292,0.613029270572897,0.565684400351407,0.607944245809512,0.595860478264669,0.615112377101564,0.578498919867477,0.61453263113308,0.585399213257839,0.531479299919456,0.576646217754579,0.626551316746579,0.605571175274622,0.581759980536888,0.606685118334033,0.598954268344802,0.665185158267966,0.567778018260759,0.651818537808777,0.592050866236997,0.668456593188757,0.656623251318706,0.640246249836445,0.667545659727588,0.645613791602863,0.597800207859118,0.586531884224965,0.528726106023528,0.610598457806817,0.596874953538086,0.530953887644299,0.560452978086619,0.673819763771022,0.670055961372254,0.588900551746716,0.582852518629178,0.563420498666366,0.60860764739133,0.654481948461461,0.60686439572551,0.542469201798397,0.594679321144688,0.614828191845818,0.458142981538543,0.568694350503236
"WS353Full",0.790592832816268,0.816527697139268,0.761757662440335,0.769766855632911,0.797359142070799,0.730883262316065,0.783949263099471,0.766424248888646,0.774351615722733,0.74879052251583,0.744599551776234,0.781046473032084,0.782590945548558,0.768207186792717,0.743645982462846,0.710006435895646,0.785987323899829,0.763784910471893,0.710118947138568,0.693709547654639,0.754233290421805,0.779054877913867,0.783350323379033,0.795106287079408,0.712766322072673,0.791103663082834,0.73826604551071,0.712253790419968,0.794176681199577,0.678107891223792,0.760197993600141,0.716887448170559,0.799765567602854,0.71196515435197,0.697433231439865,0.666808986182975,0.662229632477553,0.642954118669059,0.743204704600996,0.711699510923876,0.722101394509761,0.766330440813379,0.711366799105521,0.692425660649275,0.675515749081667,0.770763822139997,0.745049742866419,0.736680367577996,0.72315666229727,0.692469293849546,0.688437300035014,0.648015663415575,0.584460400184899,0.470343607214562,0.590842241779526
"MEN",0.813580416404272,0.832863266444843,0.805359382158475,0.797526391379857,0.823015310344972,0.787550089307819,0.815081495244588,0.818495658329127,0.798763772437459,0.788030705558657,0.783498132409031,0.827187324111215,0.807209889552747,0.800652075837425,0.792127593895191,0.768940846948636,0.812129187114916,0.804339970544784,0.765241683148961,0.736983368075659,0.794629045193724,0.811440467655421,0.830700073970509,0.814902678205324,0.779192542465613,0.83132386433264,0.789809492747009,0.769304027222482,0.841573599717535,0.755119209195019,0.797158940191634,0.771681042468157,0.812878623988564,0.769083061563874,0.744650340354704,0.729783654449487,0.732987533565181,0.710297196615852,0.819382999541865,0.75698681717458,0.759642175741311,0.787371691502974,0.790905067651227,0.766125862599388,0.782205383733015,0.805640037373262,0.781955968373362,0.801796189018034,0.767908979004542,0.750490338832947,0.74627652121553,0.73788129062287,0.680813773455122,0.5440200304552,0.667233220416494
"YP130",0.783213815580853,0.79316042997268,0.697223147026894,0.789576803775405,0.788682265022345,0.689374624917091,0.741561683916949,0.654101413315907,0.648676659274869,0.672036202772814,0.649604037802308,0.648884567145327,0.64537748964628,0.646679649466519,0.732411126947571,0.701293762066649,0.638234760044085,0.64193059600447,0.653119322190979,0.70989446494011,0.674027741321415,0.643733376091734,0.64937150926298,0.649472727568334,0.652474378008194,0.650192198225315,0.73069716615723,0.671381981094026,0.760054289331897,0.648111107943573,0.750884583214899,0.727447264494988,0.723531393637375,0.71553390377723,0.714144385615317,0.744507917057763,0.644699824074869,0.66454928337825,0.666811618389813,0.664420710529951,0.791524545647512,0.628338245230667,0.661992384804363,0.672499853057453,0.519787198563428,0.539979141843393,0.544369827791889,0.542474036288893,0.654491349149593,0.74154253476933,0.51082813307024,0.53201256152192,0.586190769497574,0.581395477638877,0.68883860933673
"RW2034",0.360674732012622,0.443815222007686,0.522831398581881,0.362787529339844,0.438565282730041,0.520813504700066,0.539567245581345,0.451511353872701,0.494897073114061,0.499464929510052,0.463680647650981,0.43018768398243,0.475436099283838,0.447766863422777,0.535810173357591,0.360091092307743,0.547867756575257,0.545682928260368,0.497458075907175,0.397447095285783,0.538389583134381,0.542255220560934,0.517006594333172,0.543289230333306,0.523865334288226,0.512169191617616,0.504470991626043,0.248807454115203,0.404119643184439,0.521611559352778,0.400312662280075,0.49845998499708,0.396026700190529,0.256399987069159,0.302322788630017,0.291765992087084,0.250076805511936,0.299354287006606,0.474170669225597,0.478983900723633,0.260690904520429,0.477229957358525,0.435093791308289,0.429809542101045,0.445939467449053,0.496962188453099,0.501929875277089,0.487063666503141,0.43463510078017,0.258246383254084,0.469282445344521,0.448195430470536,0.205370929951574,0.300301726290423,0.257154022437782
"RW1401",0.518881714812211,0.581720987962064,0.535122307564124,0.529046611247441,0.58153039305813,0.53199711199622,0.575671623061469,0.470851601972877,0.506443172552479,0.513331861059314,0.477479055203722,0.451802572728515,0.490716444318699,0.462546498221754,0.574008162271059,0.456388859334648,0.567658125318201,0.564268202245535,0.510727258299826,0.479289186160015,0.552810191217117,0.560006285564599,0.538025593301237,0.561829365321368,0.542887868598114,0.531822397663178,0.505253026980107,0.257907559582961,0.551902457027717,0.540415462983001,0.549301176005796,0.497521177879252,0.532720080522549,0.283104599966201,0.32279387499937,0.494336821606111,0.27403362513833,0.325299512341255,0.527184900946494,0.526910943274406,0.436938494326275,0.522064996870939,0.44889841702573,0.439382820313731,0.476547050885946,0.519700103788103,0.523051989420808,0.510251994122353,0.439914835482307,0.403182050151913,0.49788277758751,0.475552691765814,0.258762403013747,0.438981658953316,0.355969616940149
"SCWS1994",0.696990630396003,0.716012360219742,0.677415969629803,0.669618715683299,0.711437003673917,0.668847693592945,0.702626288127722,0.657752415586376,0.6756980738764,0.678532532341139,0.66260802132695,0.671134679132626,0.692112914814773,0.681877151622173,0.692418783117618,0.655147543929107,0.709149198363567,0.703293827682084,0.667565059390315,0.621294383662138,0.691509931243391,0.70441535952511,0.691632548719742,0.707819602460324,0.679332886551185,0.689780951744836,0.613531747461158,0.624601679589868,0.701711207448957,0.669003335227843,0.699889108266751,0.61074533449236,0.694205757583241,0.595467319578524,0.568077134428448,0.644004212417813,0.624226230611148,0.605356364332114,0.660555916181887,0.672134163274507,0.620549884103968,0.67358097625338,0.567626992662204,0.565609067808107,0.6331606074305,0.664301660540906,0.671291371687825,0.658263752094018,0.56427600745752,0.549401185766041,0.650652493928502,0.64468681275332,0.493093350363619,0.557654613920202,0.48096121263261
"Avg",0.734943313361551,0.733908377952901,0.730485537812649,0.729875805178748,0.727746000962625,0.720083502987893,0.719711637498612,0.712255330485968,0.711339539922433,0.709812747322669,0.708034247016184,0.706246489839594,0.704227528912475,0.703294758620902,0.701648028950874,0.701383583302487,0.696135926460996,0.694797035151921,0.694634713536282,0.6945143931403,0.693991099862279,0.693755793147586,0.69375210297783,0.693520795908199,0.693037758338974,0.690584880284463,0.688551857208931,0.687762811015973,0.686113279358225,0.682399579074366,0.681503742223803,0.68034951269474,0.673848026442584,0.672135817328391,0.668494213486687,0.661353432168806,0.660435542519981,0.659471893002588,0.650612722461947,0.642001869198716,0.640303980335968,0.639094272515907,0.638878950767037,0.631160560547084,0.627299404169832,0.625648605944328,0.62380707054035,0.623277902362368,0.622651542830372,0.622090055782393,0.619430006194487,0.619213270846656,0.581348904009517,0.558742747414549,0.554776806448261
