"","paragram.ws.emb+wordnet.randomwalks.emb","attract.reppel.emb+wordnet.randomwalks.emb","cf.emb+wordnet.randomwalks.emb","attract.reppel.emb+paragram.ws.emb","paragram.sl.emb+wordnet.randomwalks.emb","attract.reppel.emb+glove.emb","attract.reppel.emb+paragram.sl.emb","attract.reppel.emb+fastext.emb","attract.reppel.emb+cbow.emb","glove.emb+cf.emb","fastext.emb+cf.emb","paragram.ws.emb+cf.emb","cbow.emb+cf.emb","glove.emb+paragram.sl.emb","paragram.ws.emb+wordnet.ukb.ppv","fastext.emb+paragram.sl.emb","paragram.ws.emb+en_wordsenses_BN.txt.nasari.unified","cbow.emb+paragram.sl.emb","glove.emb+paragram.ws.emb","fastext.emb+paragram.ws.emb","cbow.emb+paragram.ws.emb","sp.500d.emb+paragram.ws.emb","paragram.ws.emb+paragram.sl.emb","attract.reppel.emb+cf.emb","glove.emb+wordnet.randomwalks.emb","paragram.sl.emb+cf.emb","paragram.sl.emb+en_wordsenses_BN.txt.nasari.unified","sp.500d.emb+paragram.sl.emb","cbow.emb+wordnet.randomwalks.emb","cf.emb+en_wordsenses_BN.txt.nasari.unified","paragram.sl.emb+wordnet.ukb.ppv","cf.emb+wordnet.ukb.ppv","attract.reppel.emb+wordnet.ukb.ppv","attract.reppel.emb+en_wordsenses_BN.txt.nasari.unified","fastext.emb+wordnet.randomwalks.emb","attract.reppel.emb+sp.500d.emb","sp.500d.emb+cf.emb","sp.500d.emb+wordnet.randomwalks.emb","glove.emb+en_wordsenses_BN.txt.nasari.unified","cbow.emb+en_wordsenses_BN.txt.nasari.unified","glove.emb+wordnet.ukb.ppv","wordnet.randomwalks.emb+en_wordsenses_BN.txt.nasari.unified","fastext.emb+en_wordsenses_BN.txt.nasari.unified","glove.emb+sp.500d.emb","cbow.emb+wordnet.ukb.ppv","fastext.emb+glove.emb","glove.emb+cbow.emb","fastext.emb+cbow.emb","fastext.emb+wordnet.ukb.ppv","cbow.emb+sp.500d.emb","fastext.emb+sp.500d.emb","wordnet.randomwalks.emb+wordnet.ukb.ppv","sp.500d.emb+en_wordsenses_BN.txt.nasari.unified","wordnet.ukb.ppv+en_wordsenses_BN.txt.nasari.unified","sp.500d.emb+wordnet.ukb.ppv"
"MTurk287_235",0.729449629458297,0.698540465641742,0.707768762322611,0.708822000982979,0.711549290577461,0.750821374607072,0.683285715031797,0.732350911817185,0.727062315127604,0.751875890543517,0.734571975112161,0.689250677488525,0.734249237068315,0.753090728563107,0.69908115316461,0.736140784390678,0.646672979365601,0.736317379101614,0.75788476431337,0.744690228720959,0.747408203228212,0.717943365658133,0.688702860011567,0.652232852214975,0.764675494430836,0.662955209421821,0.621236899428553,0.685867031225378,0.751342427566381,0.621194351853698,0.662700958959261,0.641190466614764,0.619448243527842,0.603390457953828,0.736152579864827,0.630208865143091,0.645013286669602,0.689699319318065,0.675613165984232,0.637142694694732,0.744275264749248,0.599755669874907,0.639190417236069,0.733010324750175,0.710952509404164,0.750550198650776,0.743145835033372,0.747033892036484,0.719713895355207,0.696920306551632,0.724339017051961,0.635167636407504,0.536193017045536,0.49398168099089,0.484441755035394
"WS353Rel",0.747500793565175,0.682566315988027,0.708919827092391,0.687696240731132,0.710130582279762,0.695339109724538,0.641075930281828,0.707129706193439,0.646596479361481,0.723727412539851,0.718036795693193,0.674851849467347,0.671746405586898,0.721048096331073,0.714872170128541,0.713495116426405,0.64890953486095,0.662479695131168,0.744518116334623,0.740854531284219,0.698142220466973,0.651763800436247,0.666177680958685,0.64419617775994,0.730426943349414,0.621715698649365,0.60681938687594,0.59540645206539,0.67637307812148,0.614344033650053,0.641653251717839,0.645954268235651,0.593405745765021,0.584463027090617,0.735888762457065,0.557026048933774,0.601782694053131,0.59423460405242,0.612661947214246,0.571926208560635,0.675801184060889,0.584469073804421,0.629103062838097,0.621963494437223,0.609981235410355,0.721653698278479,0.666863506727896,0.670623878612432,0.696276376884003,0.553159103026574,0.631994023211367,0.624380237530854,0.46353045753344,0.450774050359018,0.381711079076701
"Rel122",0.6374490811399,0.584491529352563,0.630619643966408,0.587116883106628,0.613979406121408,0.584146552747936,0.558252303069968,0.543797186831358,0.587482938824793,0.616265533580059,0.570496027647672,0.593462242262702,0.603696422529731,0.60528737099442,0.597628830490659,0.579408998253425,0.651839118154521,0.60500036948678,0.605715340877663,0.586934028497248,0.616500381985441,0.594941637773113,0.566108463158107,0.547652065060759,0.649455468108709,0.56231831751465,0.638671552023573,0.578734214933797,0.657094068780699,0.644686260212514,0.561974259947048,0.573468597466166,0.501889883286067,0.617040163390079,0.626572025881144,0.516725349845767,0.571894411233684,0.589687061780644,0.670207443723883,0.657363377255156,0.609121636221571,0.603416682483149,0.64610593775871,0.592596755057826,0.591725326269405,0.587941090251508,0.612403706256725,0.57268426691608,0.558788672365164,0.586341767682809,0.54863246509796,0.519185728084707,0.609523088733134,0.566441986607829,0.462850787089774
"WS353Full",0.768492208879844,0.72805791564043,0.739192368395671,0.717171650165469,0.749490007651489,0.744841378383936,0.690780472706273,0.741735094261438,0.714314080776381,0.752822181889585,0.742074374686118,0.701484258641585,0.728406542413267,0.758845163261057,0.696437186144669,0.749068437865497,0.717024792099792,0.727725548244466,0.765625923794933,0.758435331175068,0.74130057640398,0.680576981124467,0.707703323266318,0.67354388812881,0.773550793573015,0.670531426854617,0.695026783146966,0.649905039141008,0.73170173034422,0.68810719261604,0.656493209046689,0.633231490598035,0.624943534568677,0.673621689061301,0.76655138092151,0.623099701594072,0.636384429740831,0.643451661834027,0.70609002368843,0.679269160397035,0.698230909059314,0.67702603860587,0.707366764930948,0.666911996471652,0.654938341528323,0.756540535420457,0.721673244282507,0.72286625846802,0.694333794936839,0.62652532373857,0.666167823246662,0.631455215086096,0.578667929755371,0.563009960587859,0.4359182118924
"MEN",0.811637386390783,0.768607698448322,0.782335628292578,0.773511509964008,0.795689560765301,0.807134395699481,0.750951201646295,0.783573270628006,0.769032844151888,0.813444826208617,0.790349944395039,0.757537513443655,0.782502748872663,0.819501970137607,0.775270417339282,0.798549362730776,0.779574544027753,0.788526540020014,0.822890926187664,0.804689604272916,0.798451577134889,0.753095417728411,0.766850815182311,0.732375490887948,0.836397694184674,0.731668646095398,0.760230686538978,0.727250012770677,0.789069547216304,0.755397097582201,0.741096641536289,0.716839588142695,0.686129853600661,0.731874545706075,0.805856642831349,0.685672938562806,0.705814140257608,0.713141062999079,0.785843627022575,0.759927225018345,0.805485458769164,0.742692277389672,0.762625358981689,0.773243481034628,0.741015901032441,0.804808881470516,0.798256475913059,0.776991011696842,0.769219294045815,0.724405779694403,0.730627067886802,0.710533409738357,0.674627076553541,0.651853415660804,0.530857855969907
"YP130",0.799663710997011,0.806729986007924,0.786918019950027,0.728147288902777,0.795485540430334,0.678303057885656,0.722337447556771,0.680771683876397,0.680385406772443,0.668090016396498,0.670381706064194,0.694830943079735,0.671145012302404,0.667832350567486,0.742208594794465,0.665777914899965,0.746172420144633,0.666488232827697,0.666616464234991,0.670557500121591,0.666201211970327,0.676841771808043,0.697218308187261,0.709714583417421,0.768195311342831,0.681965308361241,0.740550049326324,0.676156472487784,0.767773484422776,0.731748090405952,0.733725613497983,0.713669322035037,0.734018721642526,0.739590698478649,0.749012351089752,0.696419434621874,0.670205048725974,0.757480984584739,0.67994827597702,0.693161413266078,0.67838533047812,0.751164531372314,0.678369893731171,0.526224429433478,0.681451904196746,0.537057369350739,0.546662597121494,0.551954176056925,0.656460035370932,0.545605913665349,0.522583555696615,0.747724527552185,0.624372607307919,0.680893610198168,0.610922516712728
"RW2034",0.440465922969982,0.363120932259335,0.358053607294843,0.494713291740633,0.435928575112168,0.442152749083577,0.492100346386556,0.474157660626355,0.451930025001493,0.420834231144819,0.453855599350908,0.468444556157497,0.433748232954232,0.505824570819484,0.513600229985991,0.532955515511215,0.481418470763475,0.530770220583622,0.501590098894498,0.528926064256955,0.527980692217325,0.500282250624104,0.521211421573706,0.27970628682793,0.400893559172743,0.464712751865042,0.475358504618716,0.497328281007372,0.397954880324263,0.277370350847186,0.508964727114222,0.363116365517638,0.391214672325523,0.30993278027103,0.392751693212582,0.315504179505063,0.277610692762059,0.294291745312524,0.420620554887543,0.410796774598266,0.458788860263298,0.262713508212924,0.408366790004418,0.436661028230415,0.461870310913047,0.486072075456628,0.478449465738617,0.486625593494382,0.458925843815886,0.435334491939031,0.44892744309704,0.266207034826713,0.220190328804646,0.255865524965087,0.311965393714245
"RW1401",0.574046203349642,0.515685692790389,0.499468614236467,0.506166401458357,0.57345130835776,0.460158257332504,0.502978157222839,0.485175176754106,0.463058362657009,0.439091645855647,0.465534551199584,0.479700586026482,0.443922647120924,0.526719868231612,0.551252404416621,0.551717905295013,0.487694882910569,0.546577737858914,0.521549855856227,0.546630863854816,0.543341250894638,0.518935313224345,0.534748836556091,0.288670553880742,0.546582644807389,0.475443549994268,0.481022422918969,0.515996491900059,0.542280060634019,0.299962345288926,0.5479424770222,0.431503202202045,0.454677534473987,0.329382614630089,0.529787773175101,0.338850304574655,0.299007751622855,0.489717538530638,0.437431078284757,0.419869644772072,0.511194665285138,0.402204904481907,0.416703656673547,0.465948825327339,0.506282482916994,0.5085530565602,0.499647536214136,0.505353861067803,0.503892027387085,0.45824600884332,0.475110832756934,0.430885079011373,0.266733724917286,0.329721865207418,0.420917558665271
"SCWS1994",0.201811706794525,0.199337405420892,0.202066018202206,0.199961375199672,0.202503920155397,0.195737566174495,0.20004185917631,0.195778789665583,0.193843137654382,0.196433326641827,0.196935262071933,0.197432268309413,0.195209121089803,0.197683773434374,0.183112928188597,0.197555299722436,0.189891384923826,0.196259333165923,0.195842871681277,0.195989143426838,0.194968207102019,0.184004754170814,0.19806547267119,0.195800599683662,0.195935535587063,0.197209191891254,0.190801059929535,0.184205635367515,0.192317153799699,0.189765900350824,0.183151027290545,0.182023497815865,0.17849637523176,0.185995594843445,0.192333742077523,0.179567151421434,0.182249422275738,0.176167702304624,0.17834930342491,0.177516771447464,0.173315778303394,0.17858432351157,0.177025145847319,0.173678837935401,0.171384269839853,0.185919273749021,0.184987503234449,0.184282429074758,0.171202164846641,0.172367921880893,0.172504896767101,0.170626691625215,0.16151273891277,0.158001582818272,0.152712043730842
"Avg",0.69746826810485,0.696861086909868,0.696055759288833,0.69520645287547,0.690787796487535,0.688164634243137,0.68498740371456,0.684052554672842,0.679950303184088,0.679013703658473,0.673482921110769,0.67235503534001,0.672246790518459,0.668030052308961,0.667435453691976,0.666182008642415,0.665855601566227,0.664632460309798,0.664089171100837,0.663799366953127,0.663645923692541,0.662833961727911,0.662090974973954,0.661012204539542,0.658895745954744,0.658728040612284,0.65721314945691,0.653391710053839,0.651566910247951,0.650524404595105,0.649597561075003,0.649365115511769,0.64769525332705,0.645831803880971,0.64408368256467,0.640039822600317,0.63766097830321,0.634575483078231,0.622447827346985,0.613790408880513,0.612909615693341,0.605841683393444,0.60522126655111,0.604898951566915,0.601579412242349,0.598859555742435,0.59883131440378,0.59547369520963,0.594504287751177,0.593494851341273,0.592906892082344,0.580598585375865,0.570354788156056,0.534109199755176,0.52610015394629
