Methods;Resnik-Pearson;Resnik-Spearman;Lin-Pearson;Lin-Spearman;JiangConrath-Pearson;JiangConrath-Spearman;PirroSeco-Pearson;PirroSeco-Spearman;FaITH-Pearson;FaITH-Spearman;Meng2012-Pearson;Meng2012-Spearman;Garla-Pearson;Garla-Spearman;CosineNormJiangConrath-Pearson;CosineNormJiangConrath-Spearman;Li2003Strategy9-Pearson;Li2003Strategy9-Spearman;Zhou-Pearson;Zhou-Spearman;Meng2014-Pearson;Meng2014-Spearman;Gao2015Strategy3-Pearson;Gao2015Strategy3-Spearman;CosineNormWeightedJiangConrath-Pearson;CosineNormWeightedJiangConrath-Spearman
CondProbHyponyms;0.8725486725098685;0.7460664335664335;0.8902607485346363;0.7823645104895105;0.8783390896118975;0.7910074300699301;0.8324576275400757;0.7789991258741259;0.9015281880262752;0.7823645104895105;0.9002387899817498;0.7823645104895105;0.7883633714069738;0.7910074300699301;0.8963027466409602;0.7910074300699301;0.8864644050766131;0.7744099650349651;0.8811146160375989;0.7942526223776224;0.8285751438488289;0.810270979020979;0.8898931403230924;0.7884506118881118;0.8807623843533402;0.7818946678321679
CondProbUniform;0.7077211434673227;0.6996831293706294;0.8041820067385402;0.7852054195804196;0.720371093415991;0.768389423076923;0.6602473012749911;0.690472027972028;0.864354527351343;0.7852054195804196;0.8497732664797055;0.7852054195804196;0.7575147322625342;0.768389423076923;0.7477788270974545;0.768389423076923;0.8759098974507056;0.7804086538461539;0.7260279692554916;0.7696241258741259;0.7299570375267567;0.7973120629370629;0.8696491439445067;0.7833369755244756;0.8168600534764816;0.7974213286713286
CondProbLeaves;0.8714592520390849;0.7456512237762238;0.8887489695481418;0.7808347902097902;0.8748270520738044;0.7766499125874126;0.8296724449584784;0.7688592657342658;0.9007623295686727;0.7808347902097902;0.8992087085450922;0.7808347902097902;0.7864795216851134;0.7766499125874126;0.8930440954101937;0.7766499125874126;0.8864466335783006;0.7744973776223776;0.8775127700742513;0.7833041958041957;0.8277456160245977;0.8089160839160839;0.8897035311999244;0.7883631993006993;0.8777224298457559;0.7818072552447553
CondProbCosine;0.8757363912145092;0.7689466783216783;0.8914983544788682;0.7833697552447553;0.877800604154515;0.7709899475524475;0.8317847611501186;0.7664117132867133;0.9015445417425578;0.7833697552447553;0.9004638780403407;0.7833697552447553;0.7502448816704962;0.7709899475524475;0.8943189106276;0.7709899475524475;0.8794520564936811;0.7787805944055944;0.8796697740952517;0.7759833916083916;0.8330240058976474;0.8118444055944056;0.8807378926864278;0.8053103146853147;0.8784796459305534;0.7790537587412587
CondProbLogistic, K=8.0;0.8418946639390549;0.7782561188811189;0.8927555362372778;0.7921437937062937;0.8315443047477915;0.7880026223776224;0.8061322900693878;0.7629589160839161;0.9064236924811999;0.7921437937062937;0.9055576869211374;0.7921437937062937;0.7742072111685814;0.7880026223776224;0.8632086559893918;0.7880026223776224;0.8851924801968137;0.7811407342657343;0.8362919483111695;0.7888330419580419;0.8192716932270424;0.807506555944056;0.8880353163896643;0.7909637237762238;0.8645432809041654;0.7694820804195804
CondProbCorpus,ic-treebank-add1.dat;0.8648783547962109;0.7691215034965035;0.884006558580809;0.757222465034965;0.8710654431397521;0.761451048951049;0.8203354038017484;0.7290646853146854;0.898736821886249;0.757222465034965;0.896369498781892;0.757222465034965;0.8128653805862281;0.761451048951049;0.8891989564870056;0.761451048951049;0.8858212961693671;0.7808784965034965;0.874371536516268;0.7656031468531468;0.8246166343207937;0.8115821678321679;0.8906231189471201;0.8077250874125874;0.8806904054957858;0.7627840909090909
CondProbRefHyponyms;0.8690160677724112;0.7545236013986014;0.8870343217015912;0.7692089160839161;0.8729764882616313;0.7640406468531469;0.8312081753460665;0.760270979020979;0.8978392901207265;0.7692089160839161;0.8965524417076917;0.7692089160839161;0.7851725940627513;0.7640406468531469;0.8918039584597455;0.7640406468531469;0.8892242232865334;0.7789007867132867;0.8763032183062534;0.7681599650349651;0.8352575398277877;0.8060751748251749;0.8911529955076866;0.7908653846153846;0.8807623843533402;0.7818946678321679
CondProbRefUniform;0.7577324429315473;0.718902972027972;0.8737765593633532;0.7751529720279721;0.7510653797121791;0.7394340034965035;0.7300563493172805;0.7124344405594405;0.8979307925150275;0.7751529720279721;0.8942143958919031;0.7751529720279721;0.7564276676193005;0.7394340034965035;0.7771342517919279;0.7394340034965035;0.8763238830121151;0.7763221153846154;0.7560001782840546;0.7433784965034965;0.7914868085372425;0.8026442307692307;0.8757566524862643;0.7782451923076923;0.8168600534764816;0.7974213286713286
CondProbRefLeaves;0.8677976125646687;0.7527972027972027;0.8853541293075673;0.770388986013986;0.869388321102391;0.7653518356643356;0.8282469115758675;0.7600087412587413;0.8970897112974641;0.770388986013986;0.8955185381261116;0.770388986013986;0.7835083246522082;0.7653518356643356;0.8886859150804616;0.7653518356643356;0.8891636488763954;0.7784200174825175;0.8726343994027937;0.7737980769230769;0.8342905753616738;0.8046765734265734;0.8908018126582806;0.7774475524475525;0.8777224298457559;0.7818072552447553
CondProbRefCosine;0.8693977155442352;0.7520104895104895;0.889289139274968;0.783631993006993;0.8748273780245628;0.7763221153846154;0.8310642579962142;0.7640734265734266;0.8992007490048151;0.783631993006993;0.8981667351181523;0.783631993006993;0.7952956838148373;0.7763221153846154;0.8903336230576389;0.7763221153846154;0.8882649009270928;0.781916520979021;0.8787215723168237;0.7799606643356644;0.8339285671420341;0.813395979020979;0.8912170819738909;0.7913352272727272;0.8747721225660833;0.7909418706293706
CondProbRefLogistic, K=8.0;0.8403433798283061;0.7287696678321678;0.870944649289041;0.7335227272727273;0.8563633081795355;0.751278409090909;0.8141744841661911;0.7112762237762238;0.8922554363459857;0.7335227272727273;0.8884586791168768;0.7335227272727273;0.7976879611728963;0.751278409090909;0.8796613865885808;0.751278409090909;0.882696397636425;0.7424934440559441;0.8599310496466537;0.7616477272727273;0.8346894904812189;0.7625655594405595;0.8750533887245913;0.7341783216783218;0.8607846856937225;0.7742460664335664
CondProbRefCorpus,ic-treebank-add1.dat;0.8630633195245636;0.7539335664335665;0.8823514387963084;0.7521962412587413;0.8687055731095129;0.7460227272727273;0.821564355433612;0.7247159090909091;0.8956871396474846;0.7521962412587413;0.8935400635115821;0.7521962412587413;0.8071701680496969;0.7460227272727273;0.8861839738564967;0.7460227272727273;0.8888082233373162;0.780430506993007;0.8722060104207805;0.7506118881118882;0.8324934179453599;0.8026879370629371;0.8918554885110075;0.7925043706293706;0.8806904054957858;0.7627840909090909
CondProbRefCosineLeaves;0.8683504303512858;0.7520323426573426;0.8863595629848994;0.7710008741258741;0.8689045502817266;0.7672312062937063;0.826285581902745;0.758479020979021;0.8977716136811585;0.7710008741258741;0.8962429623062614;0.7710008741258741;0.7897633395246504;0.7672312062937063;0.8856186061466433;0.7672312062937063;0.8882127945318544;0.7832277097902098;0.8726062339839865;0.7727928321678321;0.8322839900928543;0.8077797202797203;0.8908760142332092;0.7931490384615385;0.8705827356556095;0.7840799825174825
CondProbRefLogisticLeaves;0.8407060621411832;0.7290537587412587;0.8694529798099144;0.732736013986014;0.8558442680053789;0.7595388986013986;0.8130307624094788;0.7139969405594406;0.8919732016131674;0.732736013986014;0.8878458275484531;0.732736013986014;0.7949510423907232;0.7595388986013986;0.8787699087801202;0.7595388986013986;0.8821110606079471;0.7445476398601398;0.8592978846310678;0.7634833916083916;0.8327645526757663;0.760861013986014;0.8742726584475864;0.7334134615384615;0.8602910274346258;0.7822443181818182
CondProbRefLeavesSubsumersRatio;0.8740239954375061;0.7577578671328671;0.8873503170795433;0.7581512237762238;0.8676958731829955;0.7677119755244756;0.8286065230498015;0.7507211538461538;0.8989194452566659;0.7581512237762238;0.8973866386339905;0.7581512237762238;0.7696357549409342;0.7677119755244756;0.8807703235032318;0.7677119755244756;0.8889593530205364;0.7786822552447552;0.8699125855666336;0.7734484265734266;0.8348637649905778;0.7998907342657342;0.8910223068602094;0.787194055944056;0.87205720713652;0.780430506993007
